Word	happiness_average	happiness_standard_deviation
preparing	5.76	1.4078
preview	5.76	1.0214
privately	5.76	1.546
probability	5.76	1.2545
producers	5.76	1.2048
products	5.76	0.7709
ps3	5.76	1.3024
publication	5.76	1.2867
race	5.76	1.4365
rachel	5.76	1.5194
referring	5.76	1.1704
remix	5.76	1.4647
representing	5.76	1.0984
republic	5.76	1.5851
sees	5.76	1.4078
selling	5.76	1.5851
slide	5.76	1.2216
species	5.76	0.9806
staying	5.76	1.3486
supplied	5.76	1.318
supply	5.76	1.0214
things	5.76	0.9381
tokyo	5.76	1.5328
viewing	5.76	1.4223
vital	5.76	1.5592
voice	5.76	1.0606
wednesdays	5.76	1.0797
whisper	5.76	1.598
workshop	5.76	1.2382
chiefly	5.76	1.2505
dimensional	5.76	1.2167
handed	5.76	1.3774
interval	5.76	1.3924
ladder	5.76	1.2505
oooooh	5.76	1.5483
perception	5.76	1.2505
pupils	5.76	1.4935
shield	5.76	1.3312
thoroughly	5.76	1.4366
considerably	5.75	1.0818
manuscript	5.75	1.2965
symbolic	5.74	1.3588
7pm	5.74	1.3674
awake	5.74	1.4682
booty	5.74	1.9463
cadillac	5.74	1.8715
call	5.74	1.4401
calling	5.74	1.2586
catch	5.74	1.3822
challenges	5.74	1.4957
chelsea	5.74	1.1395
chile	5.74	1.3524
concentrate	5.74	1.5884
deep	5.74	1.3969
details	5.74	1.2257
diplomacy	5.74	1.7001
dragon	5.74	1.8495
employee	5.74	1.192
endorsed	5.74	1.4115
entry	5.74	1.0844
estates	5.74	1.4115
everyday	5.74	1.3372
expected	5.74	1.1214
forth	5.74	1.2423
fundamental	5.74	0.9649
gf	5.74	1.3063
given	5.74	1.4401
i'm	5.74	1.5754
inclined	5.74	1.3219
kept	5.74	1.1031
kinds	5.74	1.0461
lace	5.74	1.6759
mac	5.74	1.3524
manage	5.74	1.192
much	5.74	1.3219
name	5.74	1.1747
newsstands	5.74	1.2586
ninja	5.74	1.6389
nite	5.74	1.4115
observed	5.74	1.0264
orientation	5.74	1.3063
owners	5.74	1.3063
powder	5.74	1.2586
presented	5.74	0.9858
princeton	5.74	1.5884
project	5.74	1.6011
prove	5.74	1.0461
quarters	5.74	1.209
reach	5.74	1.3969
responded	5.74	1.2906
rio	5.74	1.3372
screen	5.74	1.2586
serves	5.74	1.6513
settled	5.74	1.5493
showed	5.74	1.0063
situated	5.74	1.0654
spare	5.74	1.5093
spokeswoman	5.74	1.192
suitcase	5.74	1.3219
suits	5.74	1.0063
swag	5.74	1.192
team's	5.74	1.1395
thin	5.74	1.3822
time	5.74	1.209
todays	5.74	1.4401
training	5.74	1.3969
transactions	5.74	0.9216
treasury	5.74	1.7239
walkin	5.74	1.4115
warrior	5.74	2.1458
wash	5.74	1.192
wives	5.74	1.9463
cave	5.73	1.5913
involves	5.73	1.0363
mechanical	5.73	1.4829
sphere	5.73	1.0758
structural	5.73	1.2379
identification	5.73	1.1803
shell	5.73	1.3643
nod	5.72	1.1924
pose	5.72	1.1924
3g	5.72	1.1436
9pm	5.72	0.9697
adding	5.72	1.2623
affiliation	5.72	1.3856
alexander	5.72	1.2784
apt	5.72	1.1787
argentina	5.72	1.8848
blend	5.72	1.2943
canal	5.72	1.2623
card	5.72	1.1256
channels	5.72	1.2784
click	5.72	1.0309
detailed	5.72	1.4988
distinguishable	5.72	1.1613
dvr	5.72	1.3708
ears	5.72	1.2461
euro	5.72	1.7148
expanding	5.72	1.3254
funky	5.72	1.6787
goldman	5.72	1.4003
happening	5.72	1.011
hypothesis	5.72	1.5391
implementation	5.72	1.2784
import	5.72	1.3407
individual	5.72	1.3708
jewish	5.72	1.0506
kathryn	5.72	1.0887
knowin	5.72	1.3099
marine	5.72	1.6542
midtown	5.72	1.4148
missouri	5.72	1.7148
modification	5.72	1.4714
move	5.72	1.3559
near	5.72	1.6041
passenger	5.72	1.0698
passengers	5.72	1.0506
pen	5.72	1.0887
persuade	5.72	1.1613
philadelphia	5.72	1.3099
plate	5.72	1.0698
publications	5.72	1.6293
quietly	5.72	1.4003
races	5.72	1.3099
rank	5.72	1.4003
registered	5.72	1.1436
responsibility	5.72	1.6542
roles	5.72	1.4003
satellite	5.72	1.3559
script	5.72	1.7384
seek	5.72	1.1613
signed	5.72	1.0887
source	5.72	1.2129
spectrum	5.72	1.4574
stage	5.72	1.4434
surrounds	5.72	1.3856
taxi	5.72	1.2623
three	5.72	1.1073
towards	5.72	1.0309
translation	5.72	1.4003
ultimately	5.72	1.3708
update	5.72	1.4852
uses	5.72	1.1613
view	5.72	1.1256
waking	5.72	1.4574
whiskey	5.72	2.6422
winds	5.72	1.6665
with	5.72	1.1787
wrap	5.72	1.1787
contains	5.71	1.2076
employer	5.71	1.72
fifty	5.71	1.4142
immense	5.71	1.6457
opinions	5.71	1.5411
temperatures	5.71	1.5138
fella	5.71	1.7377
flippin	5.71	1.5431
hears	5.71	1.3832
scope	5.71	1.4136
soil	5.71	1.6497
timber	5.71	1.5012
objective	5.7	1.4282
willow	5.7	1.8756
1960's	5.7	1.3887
5pm	5.7	1.1473
accumulation	5.7	1.5017
android	5.7	1.4463
appointed	5.7	1.4178
approximately	5.7	1.1824
arrangements	5.7	1.233
atm	5.7	1.7642
attribute	5.7	1.2657
banner	5.7	1.0351
become	5.7	0.9313
biggie	5.7	1.4033
bunch	5.7	1.3439
churches	5.7	2.4599
contain	5.7	1.1824
data	5.7	1.0738
demonstrated	5.7	1.1473
developer	5.7	1.4321
disc	5.7	1.3132
discussion	5.7	1.0351
dozens	5.7	1.2817
driver	5.7	0.8864
earliest	5.7	1.5419
elementary	5.7	1.359
engine	5.7	1.233
extremely	5.7	1.5419
feat	5.7	1.359
feeling	5.7	1.5152
fill	5.7	1.233
fried	5.7	1.6194
grade	5.7	1.0152
hat	5.7	1.2976
hold	5.7	1.2164
identical	5.7	1.4743
jackson	5.7	1.2657
january	5.7	1.9086
johnny	5.7	1.2657
journal	5.7	1.3132
manhattan	5.7	1.7409
master	5.7	1.5152
max	5.7	1.233
michael	5.7	1.2164
migration	5.7	1.374
mild	5.7	1.5017
mmm	5.7	1.5551
multiple	5.7	1.4604
noon	5.7	1.3132
northwest	5.7	1.1995
observer	5.7	1.0926
placing	5.7	1.1294
pocket	5.7	1.0351
prevented	5.7	1.6194
rally	5.7	1.2495
rankings	5.7	1.5682
raymond	5.7	1.3887
reforms	5.7	1.5286
regular	5.7	1.2817
rolling	5.7	1.2495
roman	5.7	1.1112
running	5.7	1.5017
sippin	5.7	1.1112
sonic	5.7	1.2976
streaming	5.7	1.7053
superbowl	5.7	2.0529
synthesis	5.7	1.0738
thickness	5.7	1.0926
thumb	5.7	1.359
tonite	5.7	1.3439
vertical	5.7	0.9313
walks	5.7	1.5551
want	5.7	1.3439
wassup	5.7	1.9923
watch	5.7	1.2495
wendy	5.7	1.1824
whites	5.7	1.2164
written	5.7	1.2657
xo	5.7	1.6933
yaa	5.7	1.374
correlation	5.69	1.1218
jungle	5.69	1.8952
keepin	5.69	1.2943
paragraph	5.69	1.2781
yonder	5.69	1.5573
determining	5.69	1.3394
dusk	5.69	1.6263
gal	5.69	1.812
hindu	5.69	1.8583
mechanism	5.69	1.3552
#jobs	5.68	1.812
affiliate	5.68	1.2526
amongst	5.68	1.2848
angles	5.68	1.3468
announce	5.68	0.8676
appears	5.68	1.0774
associated	5.68	1.0388
avenue	5.68	1.1683
bars	5.68	1.5836
be	5.68	1.3005
benjamin	5.68	1.2196
bond	5.68	1.6714
broadcasting	5.68	1.3161
button	5.68	0.9355
cabinet	5.68	1.1328
cent	5.68	1.3915
character	5.68	1.4907
civic	5.68	1.3768
climb	5.68	1.3468
clinton	5.68	1.5836
countries	5.68	0.9781
database	5.68	1.3619
degrees	5.68	1.4769
direct	5.68	1.3316
emerged	5.68	0.9355
emphasis	5.68	0.9988
enterprises	5.68	1.4348
exchange	5.68	1.1683
footage	5.68	1.0583
foreign	5.68	1.6956
formula	5.68	1.3468
fort	5.68	1.2027
gaga	5.68	1.8455
getting	5.68	1.1856
graham	5.68	1.1507
grasp	5.68	1.3316
greenwich	5.68	1.3005
grounds	5.68	1.2362
jill	5.68	1.3161
laude	5.68	1.3005
location	5.68	1.0583
logo	5.68	1.0774
machines	5.68	1.3005
managed	5.68	1.1328
marching	5.68	1.3619
mars	5.68	0.957
merchants	5.68	1.449
mission	5.68	1.3468
mississippi	5.68	1.2848
moment	5.68	1.1147
moves	5.68	0.957
nearby	5.68	1.1856
nuevo	5.68	1.1683
often	5.68	1.4205
organs	5.68	1.449
permanent	5.68	1.4769
perspectives	5.68	1.4348
physiological	5.68	1.449
playoff	5.68	1.4205
portland	5.68	1.2027
program	5.68	1.2196
publicity	5.68	1.3768
publishers	5.68	1.2196
pursue	5.68	1.4769
response	5.68	1.2688
resume	5.68	1.2848
role	5.68	0.8908
salt	5.68	1.5706
seeks	5.68	0.9988
sitting	5.68	1.0962
southeast	5.68	1.2196
speaker	5.68	0.9988
speaks	5.68	1.1856
spoken	5.68	1.3161
stimulus	5.68	1.8232
suggests	5.68	0.9355
sydney	5.68	1.463
tot	5.68	1.6343
trustee	5.68	1.5043
usb	5.68	1.019
west	5.68	1.3468
moses	5.67	1.5328
occurring	5.67	0.9217
saddle	5.67	1.449
samples	5.67	1.197
tail	5.67	1.5054
thrust	5.67	1.5731
vow	5.67	1.4052
conversion	5.67	1.2937
evident	5.67	1.3248
#travel	5.66	1.9755
21st	5.66	1.239
8pm	5.66	1.2875
absorbed	5.66	1.4792
african	5.66	1.7567
alexandra	5.66	1.0806
among	5.66	1.3032
aspect	5.66	1.0616
association	5.66	1.239
auto	5.66	1.5858
blue	5.66	1.9337
bold	5.66	1.7912
british	5.66	1.6977
casa	5.66	1.2715
cents	5.66	1.5201
chose	5.66	1.0806
claus	5.66	1.3188
collect	5.66	1.5986
compete	5.66	1.6489
concluded	5.66	1.1537
conclusion	5.66	0.9817
continues	5.66	1.2554
coverage	5.66	1.3188
cup	5.66	0.9607
customer	5.66	1.6856
describe	5.66	1.0806
developmental	5.66	1.2875
digest	5.66	1.493
discussions	5.66	1.5858
drawn	5.66	1.239
drew	5.66	1.2224
early	5.66	1.239
electric	5.66	1.5467
entrance	5.66	0.7982
exchanges	5.66	1.1886
follow	5.66	1.1713
foundation	5.66	1.3644
glove	5.66	1.2715
gps	5.66	1.0022
groups	5.66	1.3032
ham	5.66	1.9018
immediately	5.66	1.1359
indiana	5.66	1.4792
indie	5.66	1.7567
intense	5.66	1.5066
leopard	5.66	1.5066
louisiana	5.66	1.3644
mane	5.66	1.3644
manufacturing	5.66	1.3494
members	5.66	1.2224
molecules	5.66	1.5334
obama's	5.66	2.2462
occupy	5.66	1.5598
oooo	5.66	2.0062
parkway	5.66	1.1713
passed	5.66	2.0564
people's	5.66	1.0422
phillips	5.66	1.2224
playoffs	5.66	1.6977
practices	5.66	1.3188
prepare	5.66	1.4792
priority	5.66	1.423
reap	5.66	1.5201
regard	5.66	1.0224
residents	5.66	1.2715
rode	5.66	1.1178
roll	5.66	1.0616
roots	5.66	1.5858
rugged	5.66	1.6734
sake	5.66	1.4654
sandy	5.66	1.7333
served	5.66	1.239
seven	5.66	1.2554
several	5.66	0.9172
shareholders	5.66	1.3188
sidney	5.66	1.1178
sign	5.66	1.2875
silkk	5.66	1.5201
sol	5.66	1.6113
son-in-law	5.66	1.5598
stretch	5.66	1.5066
tenure	5.66	1.3644
timing	5.66	1.1537
tongues	5.66	1.3494
tower	5.66	1.4086
upstairs	5.66	1.1537
usually	5.66	0.8947
verse	5.66	1.3644
wrapping	5.66	1.2224
yard	5.66	1.4086
adequate	5.66	1.6054
explains	5.66	1.522
doorway	5.65	1.1466
drinkin	5.65	1.9317
examined	5.65	1.4513
height	5.65	1.4076
influenced	5.65	1.4656
mami	5.65	1.3158
mathematics	5.65	1.6014
organisation	5.65	1.5752
phases	5.65	1.0907
realm	5.65	1.4656
remarked	5.65	1.6014
structures	5.65	1.3625
consisting	5.65	1.1753
clown	5.65	1.8159
equations	5.65	1.2798
hum	5.65	1.5776
1950's	5.64	1.4535
2day	5.64	1.2578
ac	5.64	1.5354
alaska	5.64	1.6258
amanda	5.64	1.4107
asterisk	5.64	1.2081
bag	5.64	1.0645
bra	5.64	1.7815
businesses	5.64	1.2739
cable	5.64	1.5221
charger	5.64	1.1205
chester	5.64	1.3516
chinese	5.64	1.4813
circular	5.64	1.0451
civilian	5.64	1.5354
civilians	5.64	1.1386
closely	5.64	1.5221
cognitive	5.64	1.3962
combo	5.64	1.2739
commons	5.64	1.3516
competition	5.64	1.6995
construction	5.64	1.5354
designated	5.64	1.3667
dive	5.64	1.3815
editor	5.64	1.4394
employees	5.64	1.1205
entitled	5.64	1.5086
escape	5.64	2.0777
every	5.64	1.0053
evidence	5.64	1.2578
expects	5.64	1.4675
financing	5.64	1.9141
flown	5.64	1.3365
followers	5.64	1.4813
gucci	5.64	1.6258
guess	5.64	1.0835
hamilton	5.64	1.1739
handful	5.64	1.2578
heads	5.64	1.0451
heights	5.64	1.6383
holding	5.64	1.1205
importa	5.64	1.2415
influence	5.64	1.2415
inning	5.64	1.1911
involvement	5.64	1.3667
kathleen	5.64	1.0451
kit	5.64	0.9424
layer	5.64	1.1563
lit	5.64	1.3056
means	5.64	1.3516
mtv	5.64	1.7585
mystery	5.64	1.849
night's	5.64	1.5487
obvious	5.64	1.0835
oriented	5.64	1.3211
owned	5.64	1.7815
pace	5.64	1.0254
pennsylvania	5.64	1.6507
portions	5.64	1.2578
presidents	5.64	1.5748
probably	5.64	1.2415
provision	5.64	1.3056
purposes	5.64	1.4535
rainy	5.64	2.1737
rang	5.64	1.0835
rangers	5.64	1.3056
recommend	5.64	1.6995
ricky	5.64	1.5877
secular	5.64	1.4535
senior	5.64	1.2081
serving	5.64	1.3516
sheets	5.64	1.0645
southern	5.64	1.6258
soy	5.64	1.5086
speakers	5.64	1.4251
spin	5.64	1.3962
states	5.64	1.2578
streets	5.64	1.2415
symbol	5.64	1.2739
techniques	5.64	1.0645
tee	5.64	0.9638
tends	5.64	1.1563
tokio	5.64	1.1021
trend	5.64	1.1739
upload	5.64	1.3667
use	5.64	1.1563
vast	5.64	1.5354
venture	5.64	1.3211
veterans	5.64	1.849
wholesalers	5.64	1.6383
wrote	5.64	1.3365
elite	5.64	2.1308
genes	5.64	1.0092
hydrogen	5.63	1.3798
intentions	5.63	1.2023
lungs	5.63	1.3021
measuring	5.63	1.2023
origin	5.63	1.1672
peripheral	5.63	1.3493
twentieth	5.63	0.9724
riders	5.62	1.4236
spaces	5.62	1.0237
vary	5.62	1.2138
accent	5.62	1.028
airline	5.62	1.6022
alma	5.62	1.427
appeal	5.62	1.5104
around	5.62	0.9452
assistant	5.62	1.1045
associate	5.62	1.0669
became	5.62	1.0079
behavioral	5.62	1.3384
bottle	5.62	1.3384
buildings	5.62	1.3981
buzz	5.62	1.6523
can	5.62	1.276
catching	5.62	1.2271
characteristics	5.62	1.4553
charlie	5.62	1.276
clock	5.62	0.9875
cloud	5.62	1.8504
comments	5.62	1.0476
corazon	5.62	1.5104
cycle	5.62	1.4412
describing	5.62	1.3231
dice	5.62	1.2919
display	5.62	0.9234
dudes	5.62	1.4553
dutch	5.62	1.1761
espn	5.62	1.8832
eve	5.62	1.6769
ford	5.62	1.2436
formal	5.62	1.5372
fry	5.62	1.8282
heading	5.62	1.0669
heather	5.62	0.901
homies	5.62	1.9048
instances	5.62	0.901
jews	5.62	1.5372
leaves	5.62	1.7944
leg	5.62	1.0079
lolol	5.62	2.1843
managing	5.62	1.2599
material	5.62	0.9234
media	5.62	1.8058
microsoft	5.62	2.1082
next	5.62	1.0669
oct	5.62	1.4412
organisms	5.62	1.276
page	5.62	0.9666
pages	5.62	0.9875
pitch	5.62	1.3536
poll	5.62	1.3384
printer	5.62	1.2599
proportion	5.62	0.9666
proportions	5.62	1.028
referred	5.62	0.9875
reflects	5.62	1.8504
reply	5.62	1.3231
resulted	5.62	1.3076
rockville	5.62	1.4693
runs	5.62	1.276
sacred	5.62	1.8614
sells	5.62	1.3231
sidewalk	5.62	1.2271
snowed	5.62	2.0293
status	5.62	1.1761
they	5.62	1.1761
through	5.62	1.2103
tommy	5.62	1.427
transaction	5.62	1.0079
tub	5.62	1.6399
variable	5.62	1.3384
vday	5.62	1.76
virtual	5.62	1.2271
watches	5.62	1.5104
we've	5.62	1.3231
widely	5.62	1.0476
ya'll	5.62	1.4968
york	5.62	1.1761
ideological	5.61	1.4694
midst	5.61	1.3817
comparatively	5.6	1.3004
address	5.6	1.0498
airlines	5.6	1.5908
ancient	5.6	1.4142
apartment	5.6	1.3248
apparent	5.6	1.069
arranged	5.6	1.3401
assembly	5.6	1.088
bathroom	5.6	1.3248
bees	5.6	2.1381
bon	5.6	1.2289
brasil	5.6	1.7496
called	5.6	1.1066
caroline	5.6	1.7613
centers	5.6	0.9035
central	5.6	0.8806
chapter	5.6	1.2122
cleaning	5.6	1.9588
columns	5.6	1.1952
combined	5.6	1.1066
concrete	5.6	0.9897
considering	5.6	1.1249
consulting	5.6	1.178
covers	5.6	0.9897
crew	5.6	0.9258
edinburgh	5.6	1.3851
efforts	5.6	1.4569
eleven	5.6	1.0302
enormous	5.6	1.5119
entirely	5.6	1.1429
evan	5.6	1.178
francisco	5.6	1.4428
frequency	5.6	0.8806
function	5.6	1.4569
got	5.6	1.4569
historians	5.6	1.5779
hop	5.6	1.6162
idol	5.6	1.4708
immediate	5.6	1.666
indianapolis	5.6	1.5386
involving	5.6	1.3401
layers	5.6	1.3093
level	5.6	0.9897
links	5.6	1.1606
lisa	5.6	1.3093
mouths	5.6	1.2936
news	5.6	1.5518
occasional	5.6	1.4428
outcome	5.6	1.1429
pat	5.6	0.9897
patent	5.6	1.6162
perceived	5.6	1.3851
pick	5.6	0.9689
pope	5.6	1.5649
priest	5.6	1.7023
pronounced	5.6	1.3702
quotes	5.6	1.3851
reaching	5.6	1.1066
relatively	5.6	1.0302
reminded	5.6	1.2778
reynolds	5.6	1.088
runner	5.6	1.6288
saying	5.6	0.8571
seeking	5.6	1.1429
specific	5.6	0.9689
spell	5.6	1.4142
stand	5.6	1.1066
suggested	5.6	1.2454
title	5.6	1.088
topics	5.6	0.833
trustees	5.6	1.3702
twice	5.6	1.1429
utilities	5.6	1.7023
veteran	5.6	1.1429
viewed	5.6	1.2122
virtually	5.6	1.0498
walker	5.6	1.5518
watchin	5.6	1.2122
your	5.6	1.0302
accustomed	5.6	1.3778
deed	5.6	1.5556
besos	5.59	1.632
classroom	5.59	1.7668
comparative	5.59	1.2234
constituted	5.59	1.135
indicating	5.59	1.2734
occurs	5.59	1.1165
parallel	5.59	1.0785
sentences	5.59	1.632
vita	5.59	1.3832
habits	5.58	1.4852
#iphone	5.58	2.2865
allison	5.58	1.1445
appeals	5.58	1.7272
apps	5.58	1.3415
arizona	5.58	1.4155
attached	5.58	1.4581
bags	5.58	1.0897
barack	5.58	2.0313
bears	5.58	1.8193
bell	5.58	1.2792
brand	5.58	1.1796
broad	5.58	1.1082
broader	5.58	1.2631
bulletin	5.58	0.8827
cara	5.58	1.2469
casey	5.58	1.2469
cerebral	5.58	1.6299
chew	5.58	1.3864
circle	5.58	1.2137
cities	5.58	1.4995
client	5.58	1.1796
comes	5.58	0.7584
comment	5.58	1.2792
consists	5.58	1.3566
corrected	5.58	1.6671
current	5.58	1.3262
danny	5.58	1.012
decisions	5.58	1.4155
delaware	5.58	1.0515
described	5.58	1.1445
did	5.58	1.1265
estimated	5.58	1.0319
even	5.58	1.1968
example	5.58	1.0708
executive	5.58	1.6671
feet	5.58	1.2631
filling	5.58	1.3566
finally	5.58	1.4299
financed	5.58	1.7034
fingers	5.58	1.1445
formed	5.58	1.1622
front	5.58	1.0708
gran	5.58	1.4721
hier	5.58	1.1082
hips	5.58	1.7034
i've	5.58	1.1796
ibm	5.58	1.295
identify	5.58	1.3566
intro	5.58	0.9495
kennedy	5.58	1.4299
laura	5.58	1.6671
lay	5.58	1.2792
lets	5.58	1.012
lewis	5.58	1.1796
linda	5.58	1.5398
long-term	5.58	1.7853
looked	5.58	1.3566
lords	5.58	2.1389
man's	5.58	1.5131
marie	5.58	1.0319
massachusetts	5.58	1.3262
microphone	5.58	1.2137
mills	5.58	0.9708
ministry	5.58	1.8526
mumbai	5.58	1.7272
named	5.58	0.8593
navy	5.58	1.5131
operative	5.58	1.7034
overnight	5.58	1.2137
peep	5.58	1.1796
pot	5.58	1.5265
pursuit	5.58	1.7853
rapidly	5.58	1.2631
recorded	5.58	1.1968
returning	5.58	1.4721
rooms	5.58	0.9055
seats	5.58	1.3415
set	5.58	1.1968
shortly	5.58	1.3107
shoutout	5.58	1.9493
soho	5.58	1.2631
solely	5.58	1.3415
stuff	5.58	1.4995
suburban	5.58	1.5265
talkin	5.58	1.9388
teenage	5.58	1.8305
thighs	5.58	1.7623
thing	5.58	1.012
times	5.58	1.1968
traders	5.58	1.3107
trending	5.58	1.4441
tries	5.58	1.2631
valve	5.58	1.1622
vermont	5.58	1.295
voters	5.58	1.3107
waist	5.58	1.3716
warming	5.58	1.8962
we'll	5.58	1.3262
yang	5.58	1.3716
declare	5.57	1.3472
departments	5.57	1.3994
mathematical	5.57	1.8484
sow	5.57	1.6202
density	5.57	1.2047
colony	5.56	1.6099
component	5.56	1.1091
illusion	5.56	1.5004
sip	5.56	1.2867
stride	5.56	1.3669
summary	5.56	1.2188
#musicmonday	5.56	1.728
acted	5.56	1.0529
aide	5.56	1.4165
alot	5.56	1.402
analyst	5.56	1.0529
announces	5.56	0.9723
aspects	5.56	1.402
associates	5.56	1.6308
attempt	5.56	1.2961
basically	5.56	1.0134
blowin	5.56	1.3118
bong	5.56	2.0619
brush	5.56	1.7043
camps	5.56	1.6801
cap	5.56	0.9293
change	5.56	1.3426
characterized	5.56	1.1808
christopher	5.56	0.8843
civil	5.56	1.1457
clients	5.56	1.198
columnist	5.56	1.0134
connecticut	5.56	1.7162
consider	5.56	1.2149
consumers	5.56	1.567
contents	5.56	0.951
dial	5.56	1.3273
directly	5.56	1.0333
discussed	5.56	1.4591
electron	5.56	1.1457
elle	5.56	1.0333
era	5.56	1.0333
evaluate	5.56	1.2803
explanation	5.56	0.993
extends	5.56	1.0134
fairfield	5.56	0.9723
format	5.56	1.3273
forming	5.56	0.993
golf	5.56	2.032
hampshire	5.56	0.951
his	5.56	0.993
inbox	5.56	1.4591
indication	5.56	1.0721
ink	5.56	1.2803
innings	5.56	1.4591
jay-z	5.56	1.514
jumped	5.56	1.3426
kelly	5.56	1.1634
lauren	5.56	1.3273
leather	5.56	1.4868
license	5.56	1.3426
makes	5.56	1.248
manchester	5.56	1.3273
marathon	5.56	1.2316
matches	5.56	1.2149
measured	5.56	1.3273
method	5.56	0.9071
mounted	5.56	1.3273
nickel	5.56	1.5407
on	5.56	1.0721
opera	5.56	1.7631
organizations	5.56	1.1278
pan	5.56	0.8369
passage	5.56	1.1457
password	5.56	1.1457
place	5.56	1.198
playa	5.56	1.7861
presidency	5.56	1.7861
product	5.56	1.1095
promo	5.56	1.4165
quarter	5.56	1.2149
range	5.56	1.0134
ranked	5.56	1.7043
recent	5.56	1.1095
red	5.56	1.6183
regarding	5.56	1.1278
remained	5.56	1.0333
rolls	5.56	1.3118
solo	5.56	1.3726
stay	5.56	1.1634
steppin	5.56	1.3426
stepping	5.56	0.993
studying	5.56	2.0016
substance	5.56	1.1095
systematic	5.56	1.514
titles	5.56	1.2643
tons	5.56	1.2961
treated	5.56	1.6433
turkish	5.56	1.2149
type	5.56	0.9293
varied	5.56	1.2961
verbal	5.56	1.0529
vida	5.56	1.2803
vodka	5.56	2.2602
voices	5.56	1.5005
voltage	5.56	1.2803
winding	5.56	1.3273
wisconsin	5.56	1.4165
woke	5.56	1.4165
word	5.56	1.1457
worker	5.56	1.6308
working	5.56	1.7631
yonkers	5.56	1.2643
input	5.55	1.332
analyses	5.55	1.2427
array	5.55	1.1558
calculations	5.55	1.5951
dixie	5.55	1.292
floss	5.55	1.5419
molecular	5.55	1.3854
pavement	5.55	1.1737
tame	5.55	1.4151
warriors	5.55	1.9585
gospel	5.55	2.1202
theological	5.55	1.6305
depth	5.54	1.4136
acquisitions	5.54	1.7168
adam	5.54	1.2651
apparently	5.54	1.1104
attempts	5.54	1.1988
attended	5.54	1.1104
awwww	5.54	1.8094
biological	5.54	1.4458
bobby	5.54	1.2488
box	5.54	0.8855
bradley	5.54	0.9941
brooklyn	5.54	1.4737
brunswick	5.54	1.328
bud	5.54	1.1104
buena	5.54	1.4316
cardinal	5.54	1.6062
catherine	5.54	1.4737
chapel	5.54	1.5414
chest	5.54	0.9733
circulation	5.54	1.2157
criteria	5.54	1.1988
cuban	5.54	1.5147
dame	5.54	1.3734
daniel	5.54	1.073
dealing	5.54	1.1643
device	5.54	0.9521
direction	5.54	0.8134
doctors	5.54	1.6563
domain	5.54	1.1104
dubai	5.54	1.2811
ear	5.54	1.2324
electrical	5.54	1.1104
emily	5.54	1.1287
every1	5.54	1.4598
firmly	5.54	1.2324
frame	5.54	1.5414
gee	5.54	1.2488
go	5.54	1.1817
gusta	5.54	1.7049
hablar	5.54	1.0919
handle	5.54	1.0539
him	5.54	1.2157
holdings	5.54	1.4028
journalist	5.54	1.3584
lap	5.54	1.2811
look	5.54	1.1287
machinery	5.54	1.3433
materials	5.54	1.073
mount	5.54	1.2651
mysterious	5.54	1.6686
nicholas	5.54	0.9082
notes	5.54	1.1466
ny	5.54	1.6686
obviously	5.54	1.2651
pamela	5.54	0.8621
panel	5.54	1.2811
particular	5.54	1.1287
person	5.54	1.1466
posted	5.54	1.1287
ppl	5.54	1.328
prompted	5.54	1.0343
properties	5.54	1.2969
quarterback	5.54	1.8206
rating	5.54	1.0919
rearrange	5.54	1.2488
reason	5.54	1.4737
regions	5.54	1.1104
reminder	5.54	1.3433
rims	5.54	1.3126
ross	5.54	1.1466
round	5.54	0.9521
say	5.54	0.9941
signs	5.54	0.8621
simpson	5.54	1.3126
sources	5.54	1.2324
sponsored	5.54	1.9082
stephen	5.54	1.1817
suggesting	5.54	1.1988
suzanne	5.54	1.3433
texas	5.54	1.2324
thursdays	5.54	1.3881
timeline	5.54	1.1287
tools	5.54	1.4172
trio	5.54	1.2651
yale	5.54	1.7168
abstract	5.53	1.4424
accordance	5.53	1.1565
fellas	5.53	1.5014
lean	5.53	1.4304
outward	5.53	1.4448
particle	5.53	0.9377
pipe	5.53	1.386
rely	5.53	1.4592
sheet	5.53	1.2265
sole	5.53	1.2926
whatcha	5.53	1.4875
arrow	5.52	1.5016
blazing	5.52	2.0627
wherever	5.52	1.2375
aimed	5.52	1.581
alice	5.52	1.1822
alicia	5.52	0.9528
amendment	5.52	1.4032
amy	5.52	1.313
appointment	5.52	1.8432
archive	5.52	1.432
article	5.52	1.4032
beth	5.52	1.3438
beverly	5.52	1.111
beyonce	5.52	1.821
bottles	5.52	1.0925
boxes	5.52	1.2162
branch	5.52	1.1471
carol	5.52	1.3589
categories	5.52	1.2329
class	5.52	1.7756
coaches	5.52	1.6066
compounds	5.52	1.3738
could	5.52	1.2816
cube	5.52	1.2974
demonstrate	5.52	1.1822
edition	5.52	1.1292
employers	5.52	1.3738
episodes	5.52	1.1292
eva	5.52	1.0925
exceptions	5.52	1.555
extension	5.52	1.1822
filled	5.52	1.2656
findings	5.52	1.4741
graphic	5.52	1.2493
headline	5.52	1.313
horizontal	5.52	1.1648
jefferson	5.52	1.015
jets	5.52	1.3589
jose	5.52	1.432
josh	5.52	1.3738
journalism	5.52	1.6193
monica	5.52	1.432
montgomery	5.52	1.2329
nbc	5.52	1.1471
north	5.52	1.2162
outer	5.52	1.2493
papi	5.52	1.3886
parker	5.52	1.0349
