Word	eo
drumming	baterirante
drunk	ebria
drunk driving	trinka veturado
drunkard	ebria
drunken	Ebriigita
drunkenness	ebrieco
dry	seka
dryer	sekigilo
dryness	sekeco
dual	duobla
dualism	dualismo
duality	dualidad
dub	dub
dubious	dubinda
duchess	dukino
duck	anaso
ducking	ducking
duckling	anaso
ducky	ducky
duct	dukto
ductile	kondukilo
dud	dud
dude	dude
duds	duds
due	devita
duel	duelo
dues	duoj
duet	dueto
duffel	duelo
dugout	fosita
duh	duh
duke	duko
dull	malsaĝa
dullard	dulĉa
dumb	muta
dumbasses	mutaĵoj
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfunda
dumfounder	NO TRANSLATION
dummy	maniko
dump	Escorial
dumpling	dumpling
dumps	kuteloj
dumpster	dumpster
dun	dun
dunce	dunce
dune	duno
dung	NO TRANSLATION
dungeon	malliberejo
dunk	dunk
duo	dueto
dupe	dupe
duplex	duplex
duplicate	duobligita
duplication	duobligo
duplicity	duobligo
durability	daŭreco
durable	daŭra
duration	daŭro
duress	kondukas
dusk	Vespero
dusky	maldolĉa
dust	polvo
duster	Duster
dustpan	polvo
dusty	polva
dutiful	kompatema
duty	devo
dwarf	enano
dwarfed	enana
dweeb	dweeb
dwell	loĝu
dweller	loĝanto
dwelling	loĝejo
dye	tinkturu
dying	mortante
dyke	kolizii
dynamic	dinamika
dynamical	dinamika
dynamics	dinamiko
dynamite	dinamito
dynamo	dinamo
dynasty	dinastio
dysentery	disenterio
dysfunction	disfuncio
dysfunctional	disfuncional
dyspepsia	dispepsio
eager	avida
eagerness	klopodo
eagle	aglo
ear	orelo
earful	orela
earl	grafo
earlier	antaŭe
early	frue
earn	gajni
earnest	serioza
earnestly	serioze
earnestness	seriozeco
earnings	gajnoj
earpiece	aŭto
earring	orelringo
earrings	orelringoj
earshot	oreloj
earth	tero
earthenware	argilo
earthling	tergloba
earthly	tergloba
earthquake	tertremo
earthy	terura
ease	facileco
easel	easel
easement	facileco
easily	facile
east	oriente
eastbound	oriente
eastern	orienta
easy	facila
easygoing	senĝena
eat	manĝi
eater	manĝanto
eating	manĝante
eatingdisorders	NO TRANSLATION
eavesdrop	avesdrop
eavesdropping	Ekspremado
ebb	ebb
ebony	ebono
ebullient	tre multe
eccentric	ekscentra
eccentricity	ekscentreco
ecclesiastical	klerikino
echelon	duono
echinacea	eĥinacea
echo	eĥo
eclectic	eklektika
eclipse	Eklipso
ecliptic	ekliptika
ecological	ekologia
economic	ekonomia
economical	ekonomia
economics	ekonomiko
economy	ekonomio
ecosystem	ekosistemo
ecstasy	ekstazo
ecstatic	ekstra
ecumenical	ekumena
eddy	ekbruligi
edema	edemo
edge	rando
edging	edging
edgy	edgy
edible	manĝebla
edict	edikto
edification	edificación
edifice	konstruaĵo
edit	redakti
editing	redaktado
edition	eldono
editor	redaktisto
editorial	eldonejo
educate	eduki
educated	edukita
education	edukado
educational	edukaj
educator	edukisto
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	kapelo
eerie	eterie
effect	efekto
effective	efika
effectiveness	efikeco
effects	efektoj
effectual	efektiva
effectually	efektive
effectuate	efektivigi
effeminate	efemina
efficacious	efika
efficacy	efikeco
efficiency	efikeco
efficient	efika
effigy	efiko
effort	penado
effortless	senpene
effusion	ekflugo
effyou	NO TRANSLATION
egg	ovo
egghead	ovo
eggnog	eggnogo
eggplant	melongeno
eggshell	ovo
ego	egoo
egomaniac	egomania
egotistical	egotista
egregious	eksterordinara
egress	egreso
eight	ok
eighteen	dekok
eighth	oka
eighty	okdek
ejaculate	ejakulado
ejaculation	ejakulado
eject	forpeli
ejection	ekspozicio
elaborate	ellabori
elaboration	ellaborado
elan	NO TRANSLATION
elapse	Elapse
elapsed	pasis
elastic	elasta
elasticity	elasteco
elated	elataj
elation	elation
elbow	kubuto
eld	eld
elder	maljunulo
elderly	maljunuloj
elders	maljunuloj
eldest	plej aĝa
elect	elektita
election	elekto
elective	elektema
elector	elektisto
electoral	voĉdona
electorate	elektantaro
electric	elektra
electric slide	elektra glito
electrical	elektraj
electrician	elektristo
electricity	elektro
electrify	elektema
electrocute	elektrokritaj
electrocution	elektrokulado
electromagnetic	elektromagneta
electron	elektrono
electronic	elektronika
electronics	elektroniko
elegance	eleganteco
elegant	eleganta
element	elemento
elemental	elementa
elementary	elementa
elements	elementoj
elephant	elefanto
elevate	levi
elevated	levita
elevation	alto
elevator	lifto
eleven	dek unu
eleventh	dekunua
elf	elf
elicit	elicit
eligible	elektebla
eliminate	forigi
elimination	elimino
elite	elito
elitist	elitisma
elixir	eliksiro
elk	elk
ell	ell
ellipse	elipso
ellipsis	elipso
ellipsoid	elipsoide
elliptic	elipsa
elliptical	elipsa
elm	Elm
elongate	plilongigi
elongation	plilongigo
elope	elope
eloquence	elokventeco
eloquent	elokventa
elucidate	elklaku
elucidation	klakigo
elude	eluzi
elusive	Elusive
emaciated	maltrankviligita
email	retpoŝto
emanate	Emanu
emancipation	emancipado
embankment	terraplén
embargo	NO TRANSLATION
embark	enŝipiĝi
embarrass	embaraso
embarrassed	embarasita
embarrassing	embarasaj
embarrassment	embaraso
embassy	ambasado
embattled	embattled
embed	enkorpigi
embellish	embellecer
embellishment	embellecimiento
embers	embers
embezzlement	malversacio
embezzler	embezzler
emblem	emblemo
emblematic	emblemática
embodiment	enkorpigo
embolism	embolismo
embossed	reposita
embrace	brakumi
embroidered	brodita
embroidery	brodita
embroiled	kroĉita
embryo	embrio
embryonic	embriaj
emcee	emcee
emerald	esmeralda
emerge	emerĝu
emergence	apero
emergency	krizon
emeritus	emerito
emery	emery
emetophobia	emetofobio
emigrate	elmigri
emigration	migrado
eminence	eminentulo
eminent	eminenta
eminently	eminente
emir	NO TRANSLATION
emissary	ekspreso
emission	emisión
emit	elsendu
emo	emo
emotion	emocio
emotional	emocia
emotive	emociaj
empathic	empata
empathize	empatike
empathy	empatio
emperor	imperiestro
emphasis	emfazo
emphasize	substreki
emphatic	enfático
emphysema	enfisema
empire	imperio
empirical	empírico
empiricism	empirismo
employ	utili
employee	oficisto
employer	mastrino
employment	dungado
emporium	emporio
empower	potenci
empress	imperiestrino
emptiness	malplena
emption	emption
empty	malplena
emu	emu
emulate	emuzi
emulsion	emulsio
enable	ebligi
enablement	kapablo
enact	proklami
enactment	promeso
enamel	emajlo
encampment	kampadejo
enchant	ravu
enchanted	ravita
enchanting	ĉarma
enchantment	ĉarmo
enchantress	ĉarĉisto
enchilada	enĉilada
encircle	ĉirkaŭi
encircling	ĉirkaŭi
enclave	enklavo
enclose	fermu
enclosure	areo
encode	kodi
encomiastic	NO TRANSLATION
encomium	komisiono
encompass	ampleksas
encore	NO TRANSLATION
encounter	renkonti
encourage	kuraĝigi
encouraged	kuraĝigita
encouragement	kuraĝigo
encouraging	kuraĝigante
encroach	enprofundigi
encroachment	ĉesigo
encrypt	ĉifri
encryption	ĉifrado
encumbrance	kapablo
encyclopedia	Enciklopedio
end	fino
end table	fina tablo
endanger	endanĝerigi
endangered	endanĝerigita
endangerment	danĝero
endearing	afabla
endeavor	penado
ended	finis
endemic	endemia
endgame	endgame
ending	finante
endless	senfinaj
endocarditis	endocarditis
endorse	apogu
endorsement	apogilo
endow	donaco
endowed	dotita
endowment	donaco
endpapers	paŝoj
endpoint	fina punkto
endurance	pacienco
endure	eltenu
enduring	daŭranta
enema	malamiko
enemy	malamiko
energetic	vigla
energize	energiigi
energy	energio
enforce	devigi
enforcement	devigo
enforcer	enforcer
engage	kontrakti
engaged	kontraktita
engagement	engaĝiĝo
engaging	okupante
engender	generi
engine	motoro
engineer	inĝeniero
engineering	Inĝenieristiko
engrave	gravuri
engraved	gravurita
engraver	gravuristo
engraving	gravurita
engrossed	engrossed
engrossing	engrossing
engulf	engulf
enhance	plibonigi
enhancement	plibonigo
enigma	enigmo
enigmatic	enigma
enjoin	ĝuu
enjoy	ĝui
enjoyable	plaĉa
enjoying	ĝuante
enjoyment	ĝuado
enlarge	pligrandigi
enlarged	pligrandigita
enlargement	pligrandigo
enlighten	lumigu
enlightened	lumigita
enlightening	lumiganta
enlightenment	lumigado
enlist	enlisti
enliven	vivu
enmity	malamikeco
ennui	ennui
enormity	grandeco
enormous	enorma
enormously	ege
enraged	kolera
enrich	riĉigi
enroll	enskribi
enrollment	enskribo
ensemble	ensemblo
ensign	ensigno
enslave	esclavizar
enslaved	sklavoj
enslavement	esclavitud
ensue	daŭrigi
ensure	certigi
entail	kunportu
entangled	implikita
entanglement	implikiĝo
enter	eniri
enterprise	entrepreno
enterprising	emprendedor
entertain	amuzi
entertained	amuzita
entertainer	entretanto
entertaining	amuzita
entertainment	entretenimiento
enthralled	konfuzita
enthusiasm	entuziasmo
enthusiast	entuziasmulo
enthusiastic	entuziasmulo
entice	atentu
entire	tuta
entirety	tuteco
entitle	entitle
entity	ento
entomology	entomologio
entourage	entute
entrails	internaĵoj
entrance	enirejo
entrapment	entrapado
entreat	petu
entree	entro
entrepreneur	entreprenisto
entrust	konfidi
entry	eniro
enumerate	numeri
enumeration	numerado
envelope	koverto
envious	envia
environ	NO TRANSLATION
environment	medio
environmental	media
environs	ĉirkaŭaĵoj
envision	antaŭrigardo
envoy	sendita
envy	envio
enzyme	enzimo
ephemeral	efemera
ephemeris	ephemeris
epic	epopea
epidemic	epidemio
epidermis	epidermo
epidural	epidura
epilepsy	epilepsio
epileptic	epileptika
epilogue	epilogo
epiphany	epifanio
episcopal	episcopal
episode	epizodo
episodic	epizika
epistle	epistolo
epitaph	epitafo
epithet	epiteto
epitome	epitome
epoch	epoko
equal	egala
equality	egaleco
equalization	egaleco
equalize	egalas
equalizer	egalecilo
equally	same
equate	egale
equation	ekvacio
equator	ekvatoro
equatorial	ekvatora
equestrian	rajda
equidistant	equidistanta
equilibration	ekvilibro
equilibrium	ekvilibro
equip	ekipi
equipment	teamo
equitable	justa
equity	egaleco
equivalence	ekvivalento
equivalent	ekvivalenta
equivocal	ekvokva
era	erao
eradicate	elradikigi
eradication	erradiko
erase	viŝi
eraser	eraser
erasure	forviŝi
ere	NO TRANSLATION
erect	starigi
erectile	eréctila
erection	erekto
ergo	NO TRANSLATION
erode	erode
erosion	erozio
erotic	erotika
erotica	erotica
err	err
errand	ordono
errant	errantaj
erratic	erara
erratum	eraro
erroneous	erara
error	eraro
erst	NO TRANSLATION
erudite	erudiciulo
erupt	erupcion
eruption	erupcio
escalade	skalo
escalate	grimpi
escalating	progresante
escalation	eskalado
escalator	escalator
escape	eskapi
escaped	eskapis
escarpment	escarpment
eschew	eskapi
escort	eskorto
escrow	kavo
esophagus	ezofago
esoteric	esoteric
especial	NO TRANSLATION
espionage	spionado
espouse	espouse
espresso	espresso
esprit	esprito
esquire	esquire
essay	ensayo
essayist	ensayista
essence	esenco
essential	esenca
essentially	esence
establish	establi
established	establita
establishment	starigo
estate	nemoveblaĵo
esteem	Estimu
esteemed	estimata
esthetic	estetiko
estimable	korinklino
estimate	takso
estimation	korinklino
estoppel	estopelo
estranged	eksterordinara
estrogen	estrogeno
estuary	estuaro
etch	etch
etching	akvaforto
eternal	eterna
eternity	eterneco
ethanol	etanol
ether	ether
ethereal	etérea
ethic	etiko
ethical	etika
ethics	etiko
ethnic	etna
ethnography	etnografio
etiology	etologio
etiquette	etiketo
etymology	etimologio
eucalyptus	eŭkalipto
euchre	Eĉe
eugenics	eŭgeno
eulogistic	eulogista
eulogium	eulogio
eulogize	eulogize
eulogy	ekkono
euphemism	eŭfemismo
euphoria	eŭforio
euphoric	eŭfora
euro	eŭro
euthanasia	eŭtanazio
evacuate	evakui
evacuation	evakuado
evade	eskapi
evaluate	taksi
evaluation	taksado
evanescence	evanescencia
evangelical	evangelia
evangelist	evangeliisto
evangelistic	evangelista
evaporate	evaporar
evaporation	evaporación
evasion	evasio
evasive	evasiva
eve	antaŭa tago
evening	vespero
evens	NO TRANSLATION
event	okazaĵo
eventful	eventuala
eventual	eventuale
eventuality	eventualeco
evergreen	ĉiamverda
everlasting	eterne
evermore	iam ajn
everyday	ĉiutage
everyman	iam ajn
evict	elpelo
eviction	evokado
evidence	evidenteco
evident	evidenta
evidentiary	evidenteco
evil	malbone
evoke	elvokas
evolution	evoluado
evolutionary	evolua
evolve	evolui
ewe	ŝafino
ex	eks
exacerbate	exacerbate
exacerbation	exacerbación
exact	ĝusta
exacting	ekzakte
exaggerate	troigi
exaggerated	troigita
exaggeration	troigo
exalt	altigi
exaltation	altigo
exalted	altigita
exam	ekzameno
examination	ekzameno
examine	ekzamenu
examiner	ekzamenisto
example	ekzemplo
exasperated	exasperado
exasperation	exasperación
excavate	fosi
excavation	elfosado
excavator	fosilo
exceed	superi
exceeding	superante
excel	elstari
excellence	ekscelenco
excellent	bonega
excelsior	pli alta
excepting	esceptante
exception	escepto
exceptional	escepta
excerpt	ekstrakto
excess	troo
excessive	troa
excessively	troe
exchange	interŝanĝo
excise	eksciza
excision	ekscizo
excitability	ekscito
excitable	ekscita
excitation	ekscito
excite	eksciti
excited	ekscitita
excitement	ekscito
exciting	ekscita
exclaim	krias
exclamation	ekkrio
exclude	ekskludi
excluded	ekskludita
excluding	ekskludante
exclusion	ekskludo
exclusive	ekskluziva
excrement	ekskremento
excretion	ekskrecio
excruciating	ekscitanta
excursion	ekskurso
excuse	ekskuzo
exec	ekzek
execute	ekzekuti
execution	ekzekuto
executioner	ekzekutisto
executive	ekzekutivo
executor	ekzekutisto
exegesis	ekzezo
exemplar	ekzempla
exemplary	ekzemplaj
exemplify	ekzemplu
exempt	sendepende
exemption	sendevigo
exercise	ekzerco
exert	praktiki
exertion	praktiko
exhale	exhale
exhaust	ellasilo
exhausted	elĉerpita
exhaustion	elĉerpiĝo
exhaustive	ĝisfunda
exhibit	ekspozicio
exhibition	ekspozicio
exhilarated	exhilarado
exhilarating	exhilarating
exhilaration	intertilado
exhort	admonu
exhortation	admono
exhumation	exhumado
exhume	exhume
exigent	NO TRANSLATION
exile	ekzilo
exist	ekzistas
existence	ekzisto
existent	ekzistantaj
existential	ekzistanta
existing	ekzistanta
exit	eliro
exodus	amas-elmigrado
exonerate	eksterordinara
exorbitant	exorbitante
exorcism	ekzorcismo
exorcist	ekzorcisto
exotic	ekzota
expand	ekspansiiĝi
expanded	ekspansiiĝita
expanse	vastiĝo
expansion	ekspansio
expansive	expansiva
expatriate	ekskluziveco
expect	atendu
expectance	atendo
expectancy	espero
expectant	atendema
expectation	atendo
expected	atendita
expecting	atendante
expediency	facileco
expedient	konvena
expedite	ekscitite
expedition	ekspedicio
expeditious	rapida
expel	forpeli
expendable	Elspezebla
expenditure	elspezoj
expense	kosto
expenses	elspezoj
expensive	multekosta
experience	sperto
experienced	spertis
experiences	spertoj
experiment	eksperimento
experimental	eksperimenta
experimentation	eksperimentado
experimenter	eksperimentanto
expert	sperta
expertise	kompetenteco
expiration	finiĝo
expire	eksvalidi
expired	eksvalidiĝis
expiry	ekspero
explain	klarigu
explanation	ekspliko
explanatory	eksplika
expletive	plenplena
explication	ekspliko
explicit	eksplicita
explode	eksplodi
exploit	eksplodi
exploitation	ekspluatado
exploration	esplorado
exploratory	esploristo
explore	esplori
explorer	esploristo
explosion	eksplodo
explosions	eksplodoj
explosive	eksploda
expo	ekspo
exponent	eksponento
exponential	eksponenta funkcio
export	eksportado
exportation	eksportado
expose	elmontru
exposed	elmontrita
exposition	ekspozicio
expository	ekspozicio
exposure	ekspozicio
expound	expono
express	esprimu
expression	esprimo
expressive	esprimaj
expressway	aŭtovojo
expropriation	expropiación
expulsion	elpelo
exquisite	delikata
exquisitely	eksterordinare
extant	malproksima
extend	etendi
extendable	etendebla
extended	etendita
extension	etendo
extensive	vasta
extent	punkto
exterior	ekstera
exterminate	elmortigi
extermination	ekstermado
exterminator	ekstermanto
external	ekstera
externally	ekstere
extinct	formortinta
extinction	estingo
extinguish	elŝalti
extinguisher	estingilo
extol	ekstol
extort	sufoki
extortion	sufokiĝo
extra	ekstra
extract	ekstrakto
extracting	ĉerpante
extraction	eltiro
extractor	extractor
extracurricular	ekstracurricular
extradition	ekstradicio
extrajudicial	ekstrajudicia
extramural	ekstramura
extraneous	stranga
extraordinaire	extraordinaire
extraordinary	eksterordinara
extraterrestrial	eksterterano
extravagance	ekstravaganco
extravagant	ekstravaganca
extravaganza	ekstravaganco
extreme	ekstrema
extreme anticipation	ekstrema antaŭvido
extreme disgust	ekstrema malestimo
extreme surprise	ekstrema surprizo
extreme trust	ekstrema fido
extremely	ekstreme
extremely negative	ekstreme negativaj
extremely positive	ekstreme pozitiva
extremity	ekstremaĵo
extricate	ekskludi
extrinsic	extrínseca
extrusion	ekstrusio
exuberance	exuberanco
exude	eliri
eye	okulo
eyeball	okulobulo
eyebrow	brovo
eyeful	okuloj
eyeglass	okulo
eyeglasses	anteoj
eyelash	okulo
eyelet	okulo
eyeliner	delineador
eyepiece	eyepiece
eyes	okuloj
eyesight	okulo
eyewitness	atestanto
fab	fab
fable	fablo
fabled	fabled
fabric	ŝtofo
fabricate	fabriki
fabricated	fabrikita
fabrication	fabrikado
fabulous	fabela
facade	fasadon
face	vizaĝo
faceless	senmove
facet	faceto
facial	facial
facile	NO TRANSLATION
facilitate	faciligi
facility	facileco
facing	alfrontante
facsimile	facsimile
fact	fakto
faction	frakcio
factor	faktoro
factory	fabriko
facts	faktoj
factual	fakta
faculties	fakultatoj
faculty	fakultato
fad	manio
fade	fade
faded	malaperis
faeces	Hakoj
fag	fag
faggot	fagoto
fail	malsukcesas
failing	malsukcesante
failure	malsukceso
fain	NO TRANSLATION
faint	senforta
fainting	desafiante
fair	justa
fairly	juste
fairness	justeco
fairway	vojo
fairy	feino
faith	fido
faithful	fidela
faithfulness	fideleco
faithless	senfidinda
fake	falsa
faker	faristo
falafel	falafel
falcon	falko
fall	fali
fallacious	fallacia
fallacy	trompo
fallback	malantaŭen
fallible	fallible
falling	falante
fallopian	falopia
fallout	elfali
fallow	kapo
false	FALSE
falsehood	mensogo
falsely	false
falsification	falsigo
falsified	falsita
falsify	falsi
falsity	falso
falter	frapi
fame	famo
famed	fama
familiar	familiara
familiarity	familiareco
familiarize	familiarizi
family	familio
familytime	familiara tempo
famine	malsato
famished	malsata
famous	fama
famously	fama
fan	fano
fanatic	fanatika
fanatical	fanatika
fanaticism	fanatikeco
fanciful	Fancoplena
fancy	fantazio
fandango	fandango
fanfare	fanfarono
fang	NO TRANSLATION
fangs	fangoj
fanning	fanning
fantasia	fantazio
fantasize	fantaci
fantastic	mirinda
