Word	my
formalism	ထုံးတမျး
formality	ထုံးနည်း
format	ပုံစံ
formation	ဖွဲ့စည်းခြင်း
formative	ပုံ
formed	ဖွဲ့စည်းခဲ့သည်
formidable	ကြောက်မက်ဖွယ်
forming	ဖွဲ့စည်း
formless	ရုပ်မရှိ
formula	နည်း
formulary	formulary
formulate	ပုံသေနည်း
fornicate	မတရားသောမေထုန်ကို
fornication	မတရားသောမေထုန်ကို
forsake	စွန့်
forsaken	စွန့်ပစ်
forsooth	ကဲ့ရဲ့သံ
fort	ခံတပ်
forte	NO TRANSLATION
forthcoming	လာမည့်
forthright	ပှငျ့လငျးစှာပွော
forthwith	ခကျြခွငျး
fortification	ခံတပ်
fortify	ပြုပြင်လိုသော
fortitude	အသည်း
fortnight	ခုနှစ်ရက်နှစ်ပတ်
fortnightly	နှစ်ပတ်တ
fortress	ခံတပ်
fortuitous	fortuitous
fortunate	ကံကောင်းသော
fortune	ဉစ္စာဓန
fortunes	ကံကောင်းချင်တော့
forty	လေးဆယ်
forum	ဖိုရမ်
forward	ရှေ့သို့
forwarding	တဆင့်ပို့ခြင်း
fossil	ရှေးဟောငျးပစ်စညျး
fossils	ကျောက်ဖြစ်ရုပ်ကြွင်း
foul	ပုပ်
found	တွေ့ရှိရ
foundation	အခြေခံအုတ်မြစ်
founder	တည်ထောင်သူ
founding	တည်ထောင်
foundry	foundry
fountain	ရေပန်း
four	လေး
fourfold	လေးဆ
foursome	foursome
fourteen	ဆယ့်လေး
fourth	စတုတ္တ
fowl	ငှက်
fox	မွေခှေး
foxhole	foxhole
foxtrot	foxtrot
foxy	foxy
foyer	နားခန်း
fraction	အစိတ်အပိုင်း
fractional	ဒဿမကိန်း
fracture	ကျိုးပဲ့ခြင်း
fragile	ကျိုးလွယ်သော
fragility	မခိုင်မြဲပုံ
fragment	အပိုင်း
fragmentary	fragmentary
fragrance	အမှေး
fragrant	မှေးသော
frail	ပိုငျးအခွားကို၎င်းငျး
frailty	ခြို့တဲ့
frame	ဘောင်
framework	မူဘောင်
franc	ဖရန့်
franchise	ဂိမ်း
frank	ပွင့်လင်းသော
frankenstorm	NO TRANSLATION
frankness	ရိုးသား
frantic	လွန်မိပြီ
frantically	အသညျးအ
frat	frat
fraternal	ခွာ
fraternity	ရဲဘော်အချင်းချင်းသွေးသောက်စိတ်ထား
fraud	လိမ်ညာမှု
fraudulent	လိမ်လည်လှည်
fraught	စရာတွေ,
fray	တိရစ်ဆာနျ
frayed	ဖွာ
frazzled	frazzled
freak	မထင်မှတ်သော
freaked	မထင်မှတ်သော
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	ထငျ
freakout	freakout
freaky	freaky
freckle	တင်းတိပ်
free	အခမဲ့
freebie	အခမဲ့ပြုလုပ်နိုင်စေ
freedom	လွတ်လပ်ရေး
freehold	freehold
freelance	အလွတ်တန်း
freelancer	အလွတ်
freely	လွတ်လွတ်လပ်လပ်
freeman	လူလွတ်
freestyle	လွတ်
freeway	အဝေးပြေးလမ်း
freeze	အေး။ ခဲ
freezer	ရေခဲသေတ္တာ
freezing	အေး။ ခဲသော
freight	ကုန်
freighter	ကုန်တင်ရန်ရေယာဉ်အငှါးချသူ
french horn	ပြင်သစ်ဦးချို
frenetic	frenetic
frenzied	ပျော်ပါး
frenzy	စိတ်ပြင်းထန်ခြင်း
frequency	အကြိမ်ရေ
frequent	မကြာခဏဖြစ်သော
frequently	မကြာခဏ
fresco	နံရံဆေးရေးပန်းချီကားများ
fresh	လတ်ဆတ်သော
freshair	NO TRANSLATION
freshen	အမြင်ကြည်လင်စေရန်
freshener	အမြင်ကြည်လင်စေရန်
freshman	freshman
freshness	လွင်လတ်ဆတ်
freshstart	freshstart
freshwater	ရေချို
fret	လုပ်သော
fretful	ဖဲ့ခြွေ
friar	friar
fricking	fricking
friction	ပှတျတိုကျခွငျး
friday	သောကြာနေ့
fridge	ရေခဲသေတ္တာ
fried	ကြော်စား
friend	မိတျဆှေ
friendless	မိတ်မဖွဲ့ပဲ
friendliness	ဖော်ရွေ
friendly	ဖော်ရွေ
friends	မိတ်ဆွေများက
friendship	ချစ်ကြည်ရင်းနှီးမှု
frigate	တိုက်သငေ်္ဘာ
friggen	NO TRANSLATION
fright	ထိတ်လန့်ခြင်း
frighten	ခြောကျလှနျ့
frightened	ထိတ်လန့်
frightening	ကြောက်မက်ဖွယ်
frightful	ကွော
frigid	အအေးပိုင်း
fringe	မြိတ်
fringed	မြိတ်
frisbee	ဖရီးစ်ဘီး
frisk	NO TRANSLATION
frisky	frisky
frivolous	လိုက်အောင်
frock	frock
frog	ဖါး
froggy	froggy
frolic	frolic
front	ရှေ့
frontage	frontage
frontal	တိုကျရိုကျ
frontier	နယ်စပ်
fronting	fronting
frontispiece	frontispiece
frost	မြူ
frostbite	frostbite
frosted	frosted
frosting	မြူ
frosty	အေးစိမ့်သော
froth	မြှုပ်
frothy	frothy
frown	မကျြမှောငျကုပျ
frowning	မှုန်ကုပ်ကုပ်
frozen	ရေခဲသော
frugal	ချွေတာ
fruit	အသီး
fruit punch	အသီးလာကြတယ်
fruitcake	fruitcake
fruitful	အသီးအနှံများ
fruition	အကျိုးခံစားရရှိရေးကို
fruitless	ညျြးနှီး
fruits	အသီးအပွ
fruity	fruity
frustrate	ပျက်ယွင်းစေ
frustrated	စိတ်ပျက်
frustrates	စိတ်ပျက်
frustrating	စိတ်ပျက်စရာ
frustration	ပျက်ယွင်းစေခြင်း
fry	ကျွော
fryer	fryer
fuchsia	fuchsia
fuck	သေရော
fuckedoff	fuckedoff
fucker	အစုတ်ပလုတ်ကောင်
fucking	fuck ဆိုတဲ့
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	လောင်စာ
fugitive	ထှကျပွေးသူ
fulcrum	Fulcrum
fulfill	ဆောင်ရွက်
fulfilled	မပြည့်စုံ
fulfilling	ဖြည့်ဆည်း
fulfillment	ပွညျ့စုံ
full	ပြည့်သော
fullback	fullback
fullness	ပြည့်စုံခြင်း
fully	အပြည့်အဝ
fulsome	fulsome
fumble	fumble
fume	အငွေ့
fumigation	fumigation
fumin	NO TRANSLATION
fuming	fuming
fun	ပျော်စရာ
function	လုပ်ဆောင်ချက်
functional	functional
fund	ရန်ပုံငွေ
fundamental	အခြေခံကျ
fundamentalist	ဝါဒီ
fundamentally	အခြေခံကျကျ
funday	ပျော်စရာနေ
funding	ရန်ပုံငွေ
fundraiser	ရန်ပုံငွေပွဲ
fundraising	ရန်ပုံငွေရှာ
funds	ရန်ပုံငွေများ
funeral	မသာ
fungus	မှိုတက်ခြင်း
funk	ဆိုတဲ့ funk
funky	အပျံစား
funnel	ကတော့
funny	အံ့သြဘွယ်ကောင်းသော
fur	သားမှေး
furious	ပြင်းထန်သော
furiously	ဟုန်းဟုန်း
furlong	ဖာလုံ
furlough	furlough
furnace	မီးဖို
furnish	ပေးအပ်
furnishings	ပရိဘောဂ
furniture	အိမ်ထောင်ပရိဘောဂ
furor	furor
furrow	ထွန်
furry	furry
furtherance	နှံ့
fury	ဒေါသ
fuse	စနက်
fuselage	ယာဉ်ကိုယ်ထည်
fusion	Fusion ကို
fuss	ပျော့သွားတာကို
fussy	ဇီဇာကြောင်
fustrated	NO TRANSLATION
futile	အချည်းနှီး
futility	အခညျြးနှီး
futon	ဖူတုံအိပ်ရာ
future	အနာဂတ်
fuzz	fuzz
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	gaby
gad	ဂဒ်
gadget	gadget က
gaff	အလွဲအချော်
gag	ပေးနေရတာကို
gaga	Gaga
gage	gage
gaggle	gaggle
gahhh	NO TRANSLATION
gaiety	gaiety
gain	အကျိုး
gainful	Gain
gaining	ရရှိမှု
gait	သွား
gal	Gal
gala	Gala
galactic	Galactic
galaxy	နဂါးငွေ့တန်း
gale	gale
gall	သည်းခြေ
gallant	Gallant
gallantry	Gallantry
gallbladder	သည်းခြေနှင့်ဆိုင်သော
galled	သည်းခြေ
gallery	ပြခန်း
galley	ရဲလှေ
gallon	ဂါလံ
gallop	ကဆုန်ပေါက်ပြေး
galloping	galloping
gallows	လည်ဆွဲချတိုင်
galore	galore
galvanic	သွပ်ရည်စိမ်
gamble	လောင်းတမ်းကစား
gambler	လောင်းကစားသူ
gambling	လောင်းကစားဝိုင်း
game	ဂိမ်း
gameday	gameday
gametime	gametime
gaming	ဂိမ်းကစားခြင်း
gamma	Gamma
gammon	gammon
gamut	အစအဆုံးအကုန်
gander	gander
gang	အစု
gangland	gangland
gangrene	gangrene
gangster	လူဆိုးဂိုဏ်း
gangway	gangway
gaol	gaol
gap	အပေါက်
gape	ပစပ်ဟ
gaping	gaping
garage	ကားရုံ
garb	ဝတ်
garbage	အမှိုက်
garbled	garbled
garden	ဥယျာဉ်တော်
gardener	ဉယျာဉ်မှူး
gardening	ဉယျာဉ်စိုက်ပျိုးရေး
gardens	ဥယျာဉ်
gargle	အာခလောက်
gargoyle	gargoyle
garish	garish
garlic	ကြက်သွန်ဖြူ
garment	အထည်ချုပ်လုပ်ငန်း
garner	သိမ်းသွင်း ထား.
garnet	garnet
garnish	အပါအ
garrison	တပ်
garter	garter
gas	ဓါတျငှေ့
gaseous	ဓါတ်ငွေ့ရောနေသောပြောင်းလဲမှု
gash	ရှ
gasification	ဓာတ်ငွေ့ဖြိုခွဲခြင်း
gasket	gasket
gasoline	ဓါတ်ဆီ
gasp	သက်ပြင်းရှူး
gasping	gasping
gassy	gassy
gastric	အစာအိမ်
gastronomy	gastronomy
gate	ဂိတ်
gatekeeper	တံခါးစောင့်
gateway	တံခါးပေါက်
gather	စုရုံး
gatherer	စုဆောင်း
gathering	အစည်းအရုံး
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	gaudy
gauge	စံအတိုင်းအတာ
gauging	gauging
gaunt	gaunt
gauntlet	စိန်ခေါ်
gauze	ပိတ်ကျဲစ
gavel	ယူခြင်းသည်
gawk	gawk
gay	လိင်တူချစ်သူ
gaze	အကြည့်
gazebo	ရှုခင်းကြည့်အဆောက်အအုံငယ်
gazelle	ဒရယ်
gazette	ပြန်တမ်း
gazetteer	Gazette
gazillion	gazillion
gazing	ငေး
gear	ဂီယာ
geek	geek
geeky	ပညာရှင်အဆင့်
geez	Geez
geezer	geezer
geisha	geisha
gel	ဂျယ်
gelatin	gelatin
geld	NO TRANSLATION
gelding	gelding
gem	ကြောကျမကျြရတနာ
gemini	Gemini
gender	ကျား, မ
genealogy	စာရင်းဝင်
general	ယေဘုယျ
generality	ယေဘုယျ
generalization	ယေဘုယျအားဖြင့်
generally	ယေဘုယျအားဖြင့်
generate	ဖွစျပှါးစေ
generation	မျိုးဆက်
generative	ယေဘုယျအားဖြင့်
generator	ဂျင်နရေတာစက်
generic	ယေဘုယျ
generosity	ရက်ရောခြင်း
generous	ရက်ရောသော
genesis	ကမ်ဘာဦး
genetic	မျိုးရိုးဗီဇ
genetics	မျိုးရိုးဗီဇ
genial	genial
genie	Genie
genital	လိင်အင်္ဂါ
genitalia	မအင်္ဂါ
genius	ဉာဏ်ပဂေး
genocide	လူမျိုးတုံးသတ်ဖြတ်မှု
genome	မျိုးရိုးဗီဇ
genre	အမျိုးအစား
