Word	ta
conservation	பாதுகாப்பு
conservatism	பழமைவாதம்
conservative	பழமைவாத
conservatory	கன்சர்வேட்டரியில்
conserve	சேமிப்பதற்காக
consider	கருத்தில்
considerable	கணிசமான
considerate	பரிவு
consideration	கருத்தில்
consignee	சரக்கு அனுப்பப்படுகிறவர்
consignment	லோடு
consist	கொண்டிருக்கும்
consistency	நிலைத்தன்மையும்
consistent	சீரான
consolation	ஆறுதல்
console	கன்சோல்
consoled	ஆறுதல்
consolidate	ஒருங்கிணைப்பதற்கு
consolidated	தொகுக்கப்பட்டு
consolidation	ஒருங்கிணைப்பு
consonant	மெய்
consort	மனைவி
conspicuous	பகட்டான
conspiracy	சதி
conspirator	சதிகாரர்
conspire	சதி செய்கிறார்கள்
constable	கான்ஸ்டபிள்
constancy	சீரான
constant	நிலையான
constantly	தொடர்ந்து
constellation	விண்மீன்
consternation	திகைக்க
constipation	மலச்சிக்கல்
constituency	தொகுதியில்
constituent	இதில் அடங்கியுள்ள
constituents	தனிமங்களும்
constitute	உள்ளனர்
constitution	அரசியலமைப்பு
constitutional	அரசியலமைப்பு
constitutionality	அரசியலமைப்புக்குரிய
constrain	கட்டுப்படுத்தும்
constrained	கட்டுப்படுத்தப்படும்
constraint	கட்டுப்பாடு
construct	கட்ட
construction	கட்டுமான
constructive	ஆக்கபூர்வமான
construe	பொருள் கொள்
consul	தூதரக
consulate	தூதரகத்தில்
consult	ஆலோசனை
consultant	ஆலோசகர்
consultation	ஆலோசனை
consume	நுகர்வு
consumer	நுகர்வோர்
consuming	சாப்பிடும்
consummate	முழுநிறைவான
consummation	முழு இன்பம்
consumption	நுகர்வு
contact	தொடர்பு
contagion	பகிர்தலின்
contagious	தொற்றும்
contain	கொண்டிருக்கும்
container	கொள்கலன்
containment	கட்டுப்படுத்தல்
contaminate	மாசுபடுத்தாத
contaminated	அசுத்தமான
contamination	கலப்படம்
contemplate	சிந்திக்க
contemplation	சிந்தனையில்
contemplative	தியானிக்கின்ற
contemporaneous	சமகால
contemporary	சமகால
contempt	அவமதிப்பு
contemptible	அலட்சியப்படுத்தத்தக்கதாய்
contemptuous	இறுமாப்பான
contend	போராட
contender	போட்டியாளராக
contending	எம்முடன்
content	உள்ளடக்கம்
contented	மனநிறைவு
contention	கருத்து
contentious	சர்ச்சைக்குரிய
contentment	மனநிறைவு
contents	உள்ளடக்கங்களை
contest	போட்டியில்
contestant	பங்கேற்பாளர்
context	சூழல்
contiguous	தொடர்ச்சியான
continence	தன்னடக்கம்
continent	கண்டம்
continental	கண்ட
contingency	தற்செயல்
contingent	கான்டின்ஜென்ட்
continual	தொடர்ச்சியான
continually	தொடர்ந்து
continuance	தொடர்ந்து
continuation	தொடர்ச்சி
continue	தொடர்ந்து
continued	தொடர்ந்து
continuing	தொடர்ந்து
continuity	தொடர்ச்சி
continuous	தொடர்ச்சியான
continuously	தொடர்ந்து
continuum	தொடர்ச்சி
contour	எல்லைக்கோடு
contraband	சட்டப்படி
contraception	கருத்தடை
contract	ஒப்பந்த
contracted	ஒப்பந்தம்
contractile	சுருங்குவதற்கான
contracting	ஒப்பந்தப்
contraction	சுருங்குதல்
contractor	ஒப்பந்ததாரர்
contradict	முரண்படுகின்றன
contradiction	முரண்பாடு
contradictory	முரண்பாடான
contraption	பொறி
contrary	மாறாக
contrast	முரணாக
contrasted	முரண்பாடாக
contravene	மீறு
contravention	மீறுதல்
contribute	பங்களிக்க
contribution	பங்களிப்பு
contributor	பங்களிப்பாளராக
contrite	வருந்துகிற
contrition	அவர்களை உலகம்
contrived	திட்டமிடப்பட்டது
control	கட்டுப்பாடு
controller	கட்டுப்படுத்தி
controlling	கட்டுப்படுத்தும்
controversial	சர்ச்சைக்குரிய
controversy	சர்ச்சை
contusion	contusion
conundrum	புதிர்
convalescent	நோயினின்றும் நீங்குகிற
convection	வெப்பச்சலனம்
convene	திரட்டு
convenience	வசதிக்காக
conveniences	வசதிகள்
convenient	வசதியான
convent	கான்வென்ட்
convention	மாநாடு
conventional	வழக்கமான
converge	குவிகிறது
convergence	கூடுகை
convergent	குவிகிற
conversant	பரவலாகத் தெரிந்துள்ள
conversation	உரையாடல்
conversational	உரையாடல்
conversationalist	conversationalist
converse	உரையாடுகிறார்கள்
conversing	பேசிக்
conversion	மாற்றம்
convert	மாற்ற
converted	மாற்றப்பட்ட
convertible	மாற்றத்தக்க
convex	குவி
convexity	குவிந்த தன்மை
convey	தெரிவிப்பதற்கு
conveyance	பயணப்படி
conveyancing	Conveyancing
convict	குற்றவாளியான
conviction	தண்டனை
