Word	da
frat	frat
fraternal	broderlige
fraternity	Broderskab
fraud	svig
fraudulent	svigagtig
fraught	fyldt
fray	flosse
frayed	flosset
frazzled	frazzled
freak	tosse
freaked	freaked
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	lunefulde
freakout	Freakout
freaky	freaky
freckle	fregne
free	gratis
freebie	hjælpende
freedom	frihed
freehold	selveje
freelance	freelance
freelancer	freelancer
freely	frit
freeman	freeman
freestyle	freestyle
freeway	motorvej
freeze	fryse
freezer	fryser
freezing	fryser
freight	fragt
freighter	fragtskib
french horn	fransk horn
frenetic	hektiske
frenzied	forrykte
frenzy	vanvid
frequency	frekvens
frequent	hyppig
frequently	hyppigt
fresco	freske
fresh	frisk
freshair	NO TRANSLATION
freshen	opfriske
freshener	freshener
freshman	freshman
freshness	friskhed
freshstart	freshstart
freshwater	ferskvand
fret	klynke
fretful	fretful
friar	munk
fricking	fricking
friction	friktion
friday	Fredag
fridge	køleskab
fried	stegt
friend	ven
friendless	venneløs
friendliness	venlighed
friendly	venlige
friends	venner
friendship	venskab
frigate	fregat
friggen	NO TRANSLATION
fright	forskrækkelse
frighten	skræmme
frightened	bange
frightening	skræmmende
frightful	frygtelige
frigid	frigid
fringe	frynser
fringed	frynsede
frisbee	frisbee
frisk	NO TRANSLATION
frisky	Felix
frivolous	useriøst
frock	kjole
frog	frø
froggy	froggy
frolic	løssluppenhed
front	foran
frontage	facade
frontal	frontal
frontier	grænse
fronting	frontmand
frontispiece	frontispice
frost	frost
frostbite	forfrysninger
frosted	matteret
frosting	frosting
frosty	frost-
froth	skum
frothy	skummende
frown	rynke panden
frowning	vred
frozen	Frosset
frugal	sparsommelige
fruit	frugt
fruit punch	frugtpunch
fruitcake	fruitcake
fruitful	frugtbart
fruition	bære frugt
fruitless	frugtesløse
fruits	frugter
fruity	frugtagtig
frustrate	frustrere
frustrated	frustreret
frustrates	frustrerer
frustrating	frustrerende
frustration	frustration
fry	stege
fryer	friture
fuchsia	fuchsia
fuck	fanden
fuckedoff	fuckedoff
fucker	fucker
fucking	skide
fuckoff	fuckoff
fucksake	fucksake
fucktard	Fucktard
fuckyeah	fuckyeah
fudge	fusk
fuel	brændstof
fugitive	flygtning
fulcrum	omdrejningspunkt
fulfill	opfylde
fulfilled	opfyldt
fulfilling	opfyldelse
fulfillment	opfyldelse
full	fuld
fullback	runningback
fullness	fylde
fully	fuldt ud
fulsome	servile
fumble	fumle
fume	røg
fumigation	gasning
fumin	NO TRANSLATION
fuming	rygende
fun	sjovt
function	fungere
functional	funktionel
fund	fond
fundamental	grundlæggende
fundamentalist	fundamentalistisk
fundamentally	fundamentalt
funday	sjov dag
funding	finansiering
fundraiser	fundraiser
fundraising	fundraising
funds	midler
funeral	begravelse
fungus	svamp
funk	funk
funky	funky
funnel	tragt
funny	sjov
fur	pels
furious	rasende
furiously	rasende
furlong	furlong
furlough	furlough
furnace	ovn
furnish	levere
furnishings	møbler
furniture	møbel
furor	furore
furrow	fure
furry	lodne
furtherance	fremme
fury	raseri
fuse	sikring
fuselage	skrog
fusion	fusion
fuss	ballade
fussy	kræsen
fustrated	NO TRANSLATION
futile	forgæves
futility	tomhed
futon	futon
future	fremtid
fuzz	fuzz
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	gadget
gaff	gaff
gag	gag
gaga	gaga
gage	gage
gaggle	flok
gahhh	NO TRANSLATION
gaiety	munterhed
gain	gevinst
gainful	lønnet
gaining	vinder
gait	gangart
gal	gal
gala	galla
galactic	galaktisk
galaxy	galakse
gale	storm
gall	galde
gallant	galant
gallantry	tapperhed
gallbladder	galdeblære
galled	galled
gallery	galleri
galley	kabys
gallon	gallon
gallop	galop
galloping	galopperende
gallows	galger
galore	massevis
galvanic	galvanisk
gamble	spille
gambler	spiller
gambling	gambling
game	spil
gameday	gameday
gametime	spilletid
gaming	gaming
gamma	gamma
gammon	gammon
gamut	skala
gander	gase
gang	bande
gangland	gangland
gangrene	koldbrand
gangster	gangster
gangway	landgangsbro
gaol	fængsel
gap	hul
gape	måbe
gaping	gabende
garage	garage
garb	antræk
garbage	affald
garbled	forvansket
garden	have
gardener	gartner
gardening	havearbejde
gardens	haver
gargle	gurgle
gargoyle	gargoyle
garish	skrigende
garlic	hvidløg
garment	beklædningsgenstand
garner	Garner
garnet	granat
garnish	pynt
garrison	garnison
garter	strømpebånd
gas	gas
gaseous	gasformig
gash	flænge
gasification	forgasning
gasket	pakning
gasoline	benzin
gasp	gispe
gasping	gispende
gassy	brus
gastric	gastrisk
gastronomy	gastronomi
gate	Port
gatekeeper	gatekeeper
gateway	gateway
gather	samle
gatherer	gatherer
gathering	indsamling
gator	gator
gatorade	Gatorade
gauche	NO TRANSLATION
gaudy	prangende
gauge	Målestok
gauging	sporvidde
gaunt	mager
gauntlet	spidsrod
gauze	gaze
gavel	hammeren
gawk	gawk
gay	homoseksuel
gaze	stirre
gazebo	havepavillon
gazelle	gazelle
gazette	Gazette
gazetteer	stedregister
gazillion	gazillion
gazing	stirrede
gear	gear
geek	nørd
geeky	nørdet
geez	geez
geezer	geezer
geisha	geisha
gel	gel
gelatin	gelatine
geld	NO TRANSLATION
gelding	vallak
gem	perle
gemini	tvilling
gender	køn
genealogy	slægtsforskning
general	generel
generality	generalitet
generalization	generalisering
generally	generelt
generate	frembringe
generation	generation
generative	generative
generator	generator
generic	generisk
generosity	gavmildhed
generous	gavmild
genesis	genesis
genetic	genetiske
genetics	genetik
genial	genial
genie	genie
genital	genital
genitalia	kønsorganer
genius	geni
genocide	folkedrab
genome	genom
genre	genre
gent	gent
genteel	standsmæssig
gentile	gentile
gentle	mild
gentleman	gentleman
gentlemanly	gentleman
gentleness	mildhed
gently	forsigtigt
gentry	landadel
genuine	ægte
genus	slægten
geographic	geografiske
geographical	geografisk
geography	geografi
geological	geologiske
geologist	geolog
geology	geologi
geometric	geometriske
geometry	geometri
geranium	geranium
gerbil	gerbil
geriatric	geriatriske
germ	kim
german	tysk
germane	germane
germinate	spire
germination	spiring
germs	bakterier
gestation	drægtighed
gesture	gestus
get	få
getaway	gå væk
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	kom op
getyourown	getyourown
ghastly	skrækkelige
ghetto	ghetto
ghost	spøgelse
ghostly	spøgelsesagtige
ghoul	ghoul
giant	kæmpe stor
gibberish	sludder
giddy	svimmel
gift	gave
gifted	begavede
gifts	gaver
gig	gig
gigantic	gigantisk
giggle	fnise
giggles	fniser
giggling	fnisen
gigolo	gigolo
gilded	forgyldt
gill	gælle
gills	gæller
gilt	forgyldt
gimmick	gimmick
gimp	gimp
gin	gin
ginger	ingefær
gingerbread	honningkage
gingerly	forsigtigt
ginseng	ginseng
giraffe	giraf
girder	bjælke
girdle	hofteholder
girl	pige
girlfriend	kæreste
girlie	pornoblade
girlish	piget
girly	girly
girth	omkreds
gist	kernen
give	give
giveaway	give væk
giver	NO TRANSLATION
giving	giver
gizmo	gizmo
gizzard	kråse
glabrous	glatte
glacial	iskold
glacier	gletscher
glad	glad
glade	lysning
gladiator	gladiator
gladness	glæde
glamorous	glamourøse
glamour	glamour
glance	blik
gland	kirtel
glare	blænding
glaring	grelt
glass	glas
glasses	briller
glassware	glasvarer
glaucoma	glaukom
glaze	glasur
glazed	glaseret
gleam	glimte
gleaming	skinnende
glean	opsnuse
glee	skadefryd
gleeful	skadefro
glen	Glen
glib	glib
glide	svæve
glider	svævefly
glimmer	glimt
glimpse	glimt
glint	glimt
glisten	skinne
glitch	fejl
glitter	glitter
glittering	glitrende
gloat	godte sig
global	global
globe	globus
globular	kugleformede
gloom	dysterhed
gloomy	dyster
glorification	forherligelse
glorified	glorificeret
glorify	forherlige
glorious	herlige
glory	ære
gloss	gloss
glossary	ordliste
glossy	blank
glove	handske
gloves	handsker
glow	glød
glowing	glødende
glucose	glucose
glue	lim
glum	mut
glut	overflod
gluten	gluten
glutton	grovæder
gluttony	frådseri
glycerin	glycerin
gnat	myg
gnome	gnome
go	gå
goal	mål
goalie	goalie
goals	mål
goat	ged
goatee	fipskæg
gob	gob
gobble	pludre
goblet	pokal
goblin	goblin
god	Gud
godbless	NO TRANSLATION
goddamn	pokkers
goddamned	goddamned
goddess	gudinde
godfather	gudfar
godforsaken	gudsforladt
godisgood	Gud er god
godisgreat	NO TRANSLATION
godless	gudløse
godlike	godlike
godly	gudfrygtig
godmother	gudmor
godsend	gave
godson	gudsøn
gofuckyourself	gofuckyourself
goggle	goggle
goggles	beskyttelsesbriller
gold	guld
golden	gylden
goldfish	guldfisk
golf	golf
golfer	golfspiller
golfing	golf
gondola	gondol
gone	væk
goner	han er færdig
gong	NO TRANSLATION
gonorrhea	gonoré
goo	goo
goober	goober
good	godt
goodbye	farvel
goodday	god dag
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	goodie
goodies	godbidder
goodlife	godt liv
goodly	prægtigt
goodmood	NO TRANSLATION
goodmorning	god morgen
goodmusic	god musik
goodness	godhed
goodnews	gode nyheder
goods	gods
goodtimes	gode tider
goodvibes	NO TRANSLATION
goodwill	goodwill
goody	goody
gooey	smattet
goof	Mule
goofball	goofball
goofy	Fedtmule
goon	Fortsæt
gooood	gooood
goop	goop
goose	gås
gopher	gopher
gore	Gore
gorge	kløft
gorgeous	smukke
gorilla	gorilla
gory	bloddryppende
gospel	evangelium
gossip	sladre
gothic	gotisk
gouge	gouge
goulash	gullasch
gourd	centnergraeskar
gourmet	gourmet
gout	gigt
govern	styre
governess	guvernante
governing	styrende
government	regering
governmental	statslige
governor	guvernør
gown	kjole
grab	tag fat
grace	nåde
graceful	yndefuld
gracias	NO TRANSLATION
gracious	nådig
graciously	nådigt
grad	NO TRANSLATION
gradation	graduering
grade	karakter
graded	gradueret
grader	grader
grades	karakterer
gradient	gradient
gradschool	NO TRANSLATION
gradual	gradvis
gradually	gradvist
graduate	bestå
graduation	graduering
graffiti	graffiti
graft	pode
grail	gral
grain	korn
gram	gram
grammar	grammatik
grand	Grand
grand theft auto	Grand Theft Auto
grandchild	barnebarn
grandchildren	børnebørn
granddad	bedstefar
granddaddy	granddaddy
granddaughter	barnebarn
grandeur	storhed
grandfather	bedstefar
grandiose	grandiose
grandma	mormor
grandmother	bedstemor
grandpa	Bedstefar
grandson	sønnesøn
grandstand	tilskuertribune
grange	grange
granite	granit
granny	bedstemor
granola	granola
grant	give
granted	bevilget
grantee	adgangsberettigede
grantor	koncessionsgiveren
granular	kornet
granule	granulat
grape	drue
grape juice	drue saft
grapefruit	grapefrugt
grapes	vindruer
grapevine	vinstok
graph	kurve
graphic	grafisk
graphics	grafik
graphite	grafit
grapple	kæmpe
grappling	kæmper
grasp	forståelse
grasping	gribe
grass	græs
grasshopper	græshoppe
grassy	græsklædte
grate	rist
grated	revet
grateful	taknemmelig
gratification	tilfredsstillelse
gratified	tilfredsstillet
gratify	tilfredsstille
gratifying	glædeligt
grating	rist
gratis	NO TRANSLATION
gratitude	taknemmelighed
gratuitous	umotiveret
gratuity	erkendtlighed
grave	grav
gravel	grus
graver	NO TRANSLATION
graveyard	kirkegård
gravitate	tiltrækkes
gravitation	gravitation
gravitational	gravitationel
gravity	tyngdekraft
gravy	sovs
gray	grå
graze	græsse
grease	fedt
greased	smurt
greaser	greaser
greasy	fedtet
great	store
great anticipation	stor forventning
great aunt	stor tante
great disgust	stor afsky
great grandfather	oldefar
great grandma	oldemor
great grandmother	oldemor
great grandpa	bedstefar
great surprise	stor overraskelse
great trust	stor tillid
great uncle	stor onkel
greatday	NO TRANSLATION
greater	større
greatest	størst
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	i høj grad
greatly negative	stærkt negativ
greatly positive	meget positivt
greatness	storhed
greatnight	NO TRANSLATION
greed	grådighed
greedy	grådig
green	grøn
green bean	grønne bønner
green pepper	grøn peber
green snake	grøn slange
greenhouse	drivhus
greenish	grønlig
greenwood	greenwood
greet	hilse
greeted	mødt
greeting	hilsen
gregarious	selskabelig
grenade	granat
grey	grå
greyhound	greyhound
grid	gitter
gridiron	gitternet
grief	sorg
grievance	klage
grieve	sørge over
grieved	bedrøvet
grieving	sørgende
grievous	grov
griffin	griffin
grill	grill
grille	gitter
grilled	grillet
grim	barsk
grime	snavs
grimy	snavset
grin	grin
grind	male
grinder	kværn
grinding	slibning
grindstone	slibesten
gringo	gringo
grip	greb
gripe	brokke
grisly	uhyggelig
grist	grist
grit	grus
grits	gryn
gritty	grynet
grizzly	grizzly
groan	stønne
grocer	købmand
groceries	dagligvarer
grocery	købmand
groggy	groggy
groin	lyske
groom	Brudgom
groove	rille
groovy	groovy
grope	Befamle
gross	brutto
grotesque	grotesk
grotto	grotte
grouch	grouch
grouchy	gnaven
ground	jord
grounded	jordet
groundhog	groundhog
grounding	jordforbinde
groundless	grundløse
grounds	grunde
groundwork	fundament
group	gruppe
groupie	groupie
grouping	gruppering
grouse	rype
grout	fuger
grove	lund
grovel	krybe
grow	dyrke
growl	knurre
growling	knurren
growls	knurren
grownup	voksen
growth	vækst
growthefuckup	growthefuckup
grr	GRR
grrr	Grrr
grrrrr	grrrrr
grub	grub
grubby	snusket
grudge	nag
grudging	modstræbende
grudgingly	modstræbende
gruel	vælling
grueling	opslidende
gruesome	grusomme
gruff	bister
grumble	knurre
grump	grump
grumpy	gnaven
grunt	grynte
grunting	gryntende
guacamole	guacamole
guano	guano
guarantee	garanti
guaranty	garanti
guard	vagt
guarded	bevogtet
guardhouse	Vagt hus
guardian	værge
guardianship	værgemål
guards	vagter
gubernatorial	guvernørvalget
guerilla	guerilla
guerrilla	guerilla
guess	gætte
guesser	guesser
guesswork	gætteri
guest	gæst
guesthouse	gæstehus
guidance	vejledning
guide	guide
guidebook	guidebog
guidelines	retningslinier
guiding	vejledende
guild	guild
guile	list
guillotine	guillotinen
guilt	skyld
guilty	skyldig
guinea	guinea
guise	skikkelse
guitar	guitar
guitarist	guitarist
gules	gules
gulf	afgrund
gull	måge
gullet	spiserør
gullible	godtroende
gully	hulvej
gulp	gulp
gum	tyggegummi
gumbo	gumbo
gummy	gummiagtige
gumption	gåpåmod
gun	kanon
gunboat	Kanonbaad
gunfight	gunfight
gunfighter	revolvermand
gunfire	skyderi
gunk	klister
gunman	pistolmand
gunmen	revolvermænd
gunner	gunner
gunnery	gunnery
gunplay	skyderi
gunpoint	trussel om magtanvendelse
gunpowder	krudt
gunshot	bøsseskud
gunslinger	Gunslinger
gurney	båre
guru	guru
gush	vælde
gusher	gusher
gusset	kile
gust	vindstød
gusto	NO TRANSLATION
gusty	gusty
gut	tarm
gutless	hjerteløst
guts	indvolde
gutsy	modige
gutter	tagrende
guy	fyr
guzzler	guzzler
guzzling	Guzzling
gym	gym
gymnasium	gymnasium
gymnast	gymnast
gymnastic	gymnastik
gymnastics	gymnastik
gynecologist	gynækolog
gynecology	gynækologi
gypsy	sigøjner
gyroscope	gyroskop
habit	vane
habitat	levested
habitation	beboelse
habitual	sædvanligt
habitually	sædvanligvis
hacienda	hacienda
hack	hack
hacker	hacker
hacksaw	nedstryger
hadenough	NO TRANSLATION
hag	hag
haggard	udtæret
haggle	prutte om prisen
haiku	haiku
hail	hagl
hair	hår
hairball	hårbold
hairbrush	hårbørste
haircut	klipning
hairdo	frisure
hairdresser	frisør
hairdryer	hårtørrer
hairless	hårløs
hairline	hårgrænse
hairpin	hårnål
hairspray	hårspray
hairstyle	frisure
hairy	behåret
hale	hale
half	halvt
half dollar	halv dollar
halfback	halfback
halftime	halvleg
halfway	halvvejs
halibut	helleflynder
hall	hal
hallelujah	halleluja
hallmark	adelsmærke
hallowed	hellige
hallucination	hallucination
hallway	entre
halo	glorie
halt	halt
halter	grime
halting	standse
halve	halvere
halving	halvering
ham	skinke
hamburger	hamburger
hamlet	Hamlet
hammer	Hammer
hammerhead	hammerhaj
hammering	hamring
hammock	hængekøje
hamper	hæmme
hamster	hamster
hamstring	forstrækning
hand	hånd
handbag	håndtaske
handball	håndbold
handbook	håndbog
handcuff	handcuff
handful	håndfuld
handgun	pistol
handheld	håndholdt
handicap	handikap
handicapped	handicappet
handicraft	kunsthåndværk
handiwork	værk
handkerchief	lommetørklæde
handle	håndtere
handler	handleren
handmade	håndlavet
handout	Uddel
handprint	håndaftryk
handshake	håndtryk
handsome	smuk
handwriting	håndskrift
handy	praktisk
handyman	gør-det-selv mand
hang	hænge
hangar	hangar
hanger	bøjle
hanging	hængende
hangman	bøddel
hangout	hænge ud
hangover	tømmermænd
hangry	hangry
hank	hank
hankering	Higen
hanky	hanky
hap	NO TRANSLATION
haphazard	tilfældig
hapless	ulykkelige
happen	ske
happening	sker
happier	gladere
happiest	lykkeligste
happily	lykkeligt
happiness	lykke
happy	lykkelig
happydance	happydance
happyday	dejlig dag
happyheart	happyheart
happyholidays	NO TRANSLATION
happynewyear	NO TRANSLATION
happyplace	happyplace
happytweet	NO TRANSLATION
happyvalentinesday	NO TRANSLATION
harass	plage
harassing	chikanerende
harassment	chikane
harbinger	Harbinger
harbor	havn
hard	hårdt
hardball	hardball
hardcore	hardcore
harden	Harden
hardened	hærdet
hardening	hærdning
hardheaded	hardheaded
hardness	hårdhed
hardship	trængsler
hardware	hardware
hardwood	hårdttræ
hardworking	hårdtarbejdende
hardy	hårdfør
hare	hare
harebrained	harebrained
harem	harem
hark	hark
harlot	skøge
harm	skade
harmful	skadelig
harmless	uskadelig
harmonica	harmonika
harmonics	harmoniske
harmonious	harmonisk
harmoniously	harmonisk
harmonize	harmonisere
harmony	harmoni
harness	seletøj
harp	harpe
harper	Harper
harpoon	harpun
harpsichord	cembalo
harrowing	rystende
harry	harry
harsh	barske
harshness	hårdhed
hart	hart
harvest	høst
hash	hash
hashish	hash
hassle	besvær
haste	hastværk
hasten	skynde
hastily	hastigt
hasty	forhastet
hat	hat
hatch	luge
hatchet	økse
hate	had
hateeee	NO TRANSLATION
hateeveryone	NO TRANSLATION
hateful	hadefulde
hater	hater
hateyou	NO TRANSLATION
hating	hade
hatred	had
haughty	hovmodige
haul	slæbe
haulage	transport
haunt	hjemsøge
haunted	hjemsøgt
have	har
haven	tilflugtssted
havoc	ødelæggelse
haw	haw
hawk	høg
hawking	Hawking
hay	NO TRANSLATION
haye	Haye
hayride	hayride
haystack	høstak
haywire	skuddermudder
hazard	fare
hazardous	farlig
haze	dis
hazmat	hazmat
hazy	diset
head	hoved
headache	hovedpine
