Word	ku
famed	naskirî
familiar	nas
familiarity	nasname
familiarize	nas dikin
family	malbat
familytime	malbatî
famine	xela
famished	naskirî
famous	nashatî
famously	navdar
fan	perwane
fanatic	dilxwazê ​​korane
fanatical	fanatical
fanaticism	fanatîzmê
fanciful	dilsoz
fancy	fancy
fandango	fandango
fanfare	fenazeyê
fang	NO TRANSLATION
fangs	fangs
fanning	fanning
fantasia	fantasia
fantasize	fantasize
fantastic	gelek delal
fantasy	xeyal
faraway	dur dest
farce	dûr
farcical	xerîb
fare	diravê rê
farewell	bimîne bi xêr
farm	malgûndî
farmer	gûndî
farmhouse	xanîyê gûndî
farming	cotyarî
farmland	erdê cot
faro	faro
fart	fart
farther	wêde
fascia	fascia
fascinate	xemgîn
fascinated	xemgîn
fascinating	balkêşane
fascination	balkêşî
fascism	faşîzm
fascist	faşîst
fashion	mode
fashionable	berbiçav
fastball	fastball
fasten	pêvşidanandin
fastener	lezgîn
fastening	zûtirîn
fasting	rojbûn
fat	rûn
fatal	kûşte
fatalism	fatalîzmê
fatality	kuştinê
fate	qeder
fated	nerm
fateful	şikir
fathead	fathead
father	bav
fatherhood	xapandin
fatherland	bavland
fatherly	bavê
fathom	fathom
fatigue	westînî
fatigued	bêhêz kirin
fatso	fatso
fatten	fatten
fatty	rûnzêde
faucet	kanîk
fault	şaşî
faultless	neheq
faulty	xelet
faun	faun
fauna	fauna
faux	xelet
favor	qedir
favorable	erzan
favorite	hezkirî
favoriteholiday	NO TRANSLATION
favoritism	favorîtîzmê
fawn	golikê pezkûvî
fax	fax
faze	NO TRANSLATION
fear	tirs
feared	ditirsin
fearful	tirsa
fearfully	tirsa
fearing	ditirsin
fearless	bêtirs
fears	tirsa
fearsome	xemgîn
feasibility	pêdivî ye
feasible	têkirînî
feast	bicî
feat	kar
feather	perrîk
feathered	fikirîn
feature	taybetî
features	taybetmendiyên
febrile	febrile
fecal	fecal
feces	feces
fecundity	fêrbûnê
fed	xwarin
federal	fîdralî
federation	komele
fedup	NO TRANSLATION
fee	xerc
feeble	qels
feed	êm
feedback	bersiv
feeder	feeder
feel	hiskirin
feelgood	baş hest kirin
feeling	his
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	ling
feign	feqîf
feigned	dabeş kirin
feisty	feisty
felicity	felicity
feline	feline
fell	ket
feller	birçîbûnê
fellow	heval
fellowship	hevaltî
felon	felon
felony	felonyayê
felt	bifikirin
female	mê
feminine	mêtî
femininity	jinê
feminism	femînîzmê
feminist	feminist
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	bend
fenced	xistin
fencing	bêdeng
fend	fend
fender	perçê tirêmbelê
fennel	fennel
ferment	kewçêr
fermentation	çandiniyê
fern	fern
ferocious	hişk
ferocity	ferziyê
ferret	ferret
ferry	kaşînk
ferryboat	NO TRANSLATION
fertile	berketane
fertility	zêrîn
fertilize	gûbrekirin
fertilizer	gûbre
fervent	xerîb
fervor	xerîb
fess	fes
fest	fest
festival	cejn
festive	festive
fetal	fetal
fetch	fetch
fete	NO TRANSLATION
fetish	fetish
fetus	fetus
feud	şer
feudal	feudal
feudalism	feudalîzmê
fever	agir
feverish	feverish
fiancee	NO TRANSLATION
fiasco	fizîkî
fiat	fiat
fib	fib
fiber	mûyik
fiberglass	cama mûyikî
fibrosis	fibrosis
fibrous	fibrous
fickle	fickle
fiction	fiction
fictional	fictional
fictitious	berxwegoti
fiddle	keman
fiddler	kemanvan
fidelity	pêvgirêdayi
fidgety	fidgety
fiduciary	fiduciary
field	erd
field hockey	qada hokê
fielder	berbiçav
fiend	berbiçav
fiendish	berbiçav
fierce	hêrsane
fiery	agir
fiesta	festa
fiesty	NO TRANSLATION
fifteen	panzdeh
fifty	pêncî
fig	keman
fight	şer
fighter	şervan
fighting	şerê
fights	şev
figment	bîranîn
figurative	xerîb
figure	jimar
figurine	figurine
filament	kevir
filamentous	zilam
file	dosî
filet	pelê
filibuster	filibuster
filigree	qirêj
filing	derxistin
filings	darê
fill	tijîkirin
filler	tije
fillet	pelikê
filling	tijî
filly	zelal
film	fîlm
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	parzûn
filth	gemar
filthy	gemarî
filtration	filtration
fin	NO TRANSLATION
final	dawîn
finale	felale
finalist	dawîn
finality	fînansî
finalize	dawî bikin
finalized	dawîn
finally	paşan
finance	malî
financial	aborî
financier	fînanser
finch	xemgîn
find	dîtin
finder	lêgerîn
finding	dîtina
fine	baş
finery	xemgîn
finesse	xemgîniyê
finger	tilî
fingernail	nenûk
fingerprint	şopa tilî
fingerscrossed	NO TRANSLATION
finish	qedandin
finished	qedandin
finite	pêdivî ye
fink	fink
fir	fir
fire	agir
firearm	agirbest
firearms	agir
fireball	agir
firecracker	agirbestê
firefight	agir
firefighter	agirbestek
firefly	agir
firehouse	firehouse
firelight	agir
fireman	parîzevanê ji ber agir
fireplace	tifik
firepower	şewitandin
fireproof	fireproof
fireside	agir
firestorm	firestorm
firewall	firewall
firewood	şewitandin
firework	agirbest
fireworks	agirê rengîn
firing	şewitandin
firm	bicî
firmament	xurt
firmly	xurt
firmness	xurt
first	yekem
firstborn	nixurî
firstworldprobs	NO TRANSLATION
fiscal	diravî
fish	masî
fisherman	masivan
fishery	masî
fishing	firotanê
fishing boat	papora masivanan
fishy	masîxwar
fissile	fissile
fission	fission
fissure	fissure
fist	mişt
fistfight	fistfight
fistful	xemgîn
fistula	fistula
fit	bihorîn
fitness	bedenparêzî
fits	bistîne
fitted	tête kirin
fitting	pêvok
fittings	peyda kirin
five	pênc
fiver	fiver
fix	pêvekirin
fixable	pêdivî ye
fixation	çêkirin
fixed	vekirî
fixer	fixer
fixture	naverok
fixtures	çêdike
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	berbiçav
flabby	berbiçav
flaccid	zehf
flag	al
flagging	ala
flagpole	ala ala
flagrant	berbiçav
flagship	alîgir
flagstaff	aloz
flair	flair
flak	flak
flake	flake
flaky	xerîb
flamboyant	flamboyant
flame	agir
flamethrower	flamethrower
flaming	şewitandin
flamingo	flamingo
flammable	flammable
flan	flan
flange	flange
flank	pişk
flanked	fîlankirin
flanking	fişk
flannel	flannel
flap	dev
flapping	bifikirin
flare	agirdanî
flares	flares
flaring	çêdike
flash	birûsk
flashback	Flashback
flashing	kişandin
flashlight	ronîbrûsk
flashy	kişandin
flask	fask
flat	mal
flatbed	bêdeng
flatfoot	xanî
flatness	xemgîniyê
flatten	pankirin
flatter	dilgirtin
flattered	belav kirin
flattering	şikilandin
flattery	şewitandin
flatulence	xemgîniyê
flaunt	zilam
flavor	tam
flaw	şaşî
flawed	xelet
flawless	bêşaşî
flea	kêç
fleabag	fleabag
fled	reviyan
flee	bazdan
fleece	hilweşandin
fleet	gemîwane
fleeting	firotin
flesh	goşt
fleshy	nexweşî
flex	fox
flexibility	hûrgelan
flexible	gûherrane
flexin	fêrîn
flexion	tewra
flick	fişk
flicker	fikirer
flickering	şaş
flier	flier
flight	firrê
flighty	firotin
flimsy	hêşîn
flinch	flinch
fling	firotin
flint	zêrîn
flip	qerikê
flip flop	flip flop
flipper	flipper
flipping	flipping
flirt	flirt
flirtation	kişandin
flirting	şewitandin
flirty	agir
float	avbazîn
floater	floater
flock	şewitandin
flog	şewitandin
flood	pêlavêtinî
floor	erd
flooring	firotanê
floozy	floozy
flop	flop
floppy	firotanê
flora	flora
floral	floral
florist	firotkara çîçekan
floss	qirêj
flotation	firotanê
flounder	zeviyê
flour	ard
flourish	xweş bikin
flow	herrikîn
flower	kûlîlk
flowering	flowering
flowers	gulan
flowery	çermê
flows	davêjin
flu	helmewt
fluctuate	hejîn
fluctuating	hilweşandin
fluctuation	hejînî
flue	avêtin
fluency	lezgîn
fluent	herrikane
fluff	fluff
fluffy	şaş
fluid	herrik
fluidity	pişk
fluke	bêdeng
flunk	çêdike
flunky	flunky
fluorescence	hestiyar
fluorescent	fluorescent
flurries	firotin
flurry	zirarê
flush	şewitandin
flustered	xemgîn kirin
flute	bilûr
fluted	şikandin
flutter	qirêj
fluvial	fluvial
flux	flux
fly	mêş
flyboy	flyboy
flyer	firoş
flying	firotin
flywheel	firwheel
foal	fal
foam	çermê
foaming	şewitandin
foamy	zû
fob	fob
focal	navendî
focus	faktor
fodder	birçêr
foe	xemgîniyê
fog	mûj
foggy	mûjî
foil	kulikê
foiled	şaş kirin
fold	pêçan
folded	dabeşkirin
folder	pêçek
foliage	fîlmê
folio	folio
folk	gel
folklore	gelzanî
follicle	paşîn
follicular	berbiçav
follow	pêketin
follower	şagirtê
folly	bêaqil
fond	ji dil
fondle	fondle
fondling	xemgîniyê
fondness	dilsoz
fondue	fondue
font	font
food	xûrek
foodie	xwarinê
fool	dînê
fooled	bêaqil
foolhardy	bêaqil
fooling	bêaqil
foolish	bêaqil
foolishness	bêaqilî
foolproof	bêaqil
foot	ling
foot stool	stûyê lingê
footage	dîmenê
football	fûtbolê
footbridge	paqij
foothold	berbiçav
footing	çêdike
footlocker	pêdeng
footloose	pêdivî ye
footpath	footpath
footprint	şopa pê
footwear	pêlav
footwork	pêdivî ye
fop	fop
forage	pêşîn
foray	foray
forbearance	bêdeng
forbid	qedexekirin
forbidding	qedexekirin
force	cebir
forced	zorê
forceful	qawîyane
forceps	hêza
forces	hêzên
forcibly	zorê
ford	drav
fore	bin
forearm	binçeng
foreboding	pêşniyar
forecast	pêşgotin
forecaster	pêşniyarê
foreclose	pêşdibistanê
foreclosure	darizandin
forefathers	kalên
forefinger	pêşîn
forefront	pêşîn
forego	forego
foregoing	pêşî
foregone	pêşniyaz
foreground	pêşî
forehead	ênî
foreign	xerîb
foreigner	bîyanî
foreman	foreman
foremost	pêşîn
forensic	forensic
forensics	diranan
foreplay	dilfirêj
forerunner	pêşniyar
foresee	derxistin
foreseen	pêşîn
foresight	pêşdîtinî
forest	daristan
forestall	daristan
forethought	bêhêz kirin
foreveralone	hertim tenê
forevermore	her dem
forewarned	berbiçav
foreword	pêşniyar
forfeit	derxistin
forfeited	derxistin
forfeiture	derxistin
forge	forge
forger	xerîb
forgery	qelpî
forget	jibîrkirin
forgetful	bîrker
forgetfulness	bîr nekin
forgive	lêborîn
forgiven	baxşandin
forgiveness	lêborînî
forgiving	bihêle
forgotten	bîr kir
fork	milêvdanî
forked	dor
forking	derxistin
forklift	forklift
forlorn	windakirin
form	şikil
formal	şiklen
formaldehyde	formaldehyde
formalism	fermî
formality	nefermî
format	çap
formation	avakirin
formative	formative
formed	ava kirin
formidable	berbiçav
forming	çêkirin
formless	bêlez
formula	formîl
formulary	formulary
formulate	çêkirin
fornicate	zehf
fornication	zîndanê
forsake	derxistin
forsaken	hilweşandin
forsooth	berbiçav
fort	kela
forte	NO TRANSLATION
forthcoming	paşerojê
forthright	rast
forthwith	tembîh
fortification	dewlemendiyê
fortify	xweş bikin
fortitude	dilsoz
fortnight	çardeh roj
fortnightly	dor
fortress	birc
fortuitous	dilsoz
fortunate	dilşa
fortune	hebûnî
fortunes	dewlemend
forty	çel
forum	forum
forward	pêşve
forwarding	pêşveçûn
fossil	fosîl
fossils	fosîlan
foul	xemgîn
found	dîtin
foundation	bingeh
founder	avaker
founding	damezrandin
foundry	damezrandin
fountain	bîr
four	çar
fourfold	çar
foursome	çar kesome
fourteen	çardeh
fourth	çarem
fowl	mirîşk
fox	rêvî
foxhole	foxhole
foxtrot	faxrot
foxy	foxy
foyer	berling
fraction	perçe
fractional	parçeyek
fracture	şikesta
fragile	dişkê
fragility	hûrgelan
fragment	perçê şikestî
fragmentary	parçe
fragrance	bêhna xweş
fragrant	bêhnda
frail	kêm
frailty	bêkêmasî
frame	çarçove
framework	çarçoveya
franc	fransî
franchise	franchise
frank	vekirî
frankenstorm	NO TRANSLATION
frankness	dilsoz
frantic	frantîk
frantically	frantîkî
frat	frat
fraternal	birayên
fraternity	birçîbûnê
fraud	qelpezanî
fraudulent	bêdeng
fraught	bêhtir
fray	xemgîn
frayed	xemgîn
frazzled	frazzled
freak	xerîb
freaked	şikandin
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	xerîb
freakout	xemgîniyê
freaky	xerîb
freckle	xemgîn
free	belaş
freebie	freebie
freedom	azadî
freehold	belaş
freelance	serbixwe
freelancer	serbixwe
freely	serbixwe
freeman	freeman
freestyle	freestyle
freeway	freeway
freeze	qerisandin
freezer	dolaba qeşa
freezing	sarîqeşa
freight	bar
freighter	barvan
french horn	hornê fransî
frenetic	fransî
frenzied	frenzied
frenzy	zûajotinî
frequency	pircarînî
frequent	pircarane
frequently	gelekcar
fresco	fresco
fresh	teze
freshair	NO TRANSLATION
freshen	nûze
freshener	nûjen
freshman	nûze
freshness	nûze
freshstart	nûze
freshwater	freshwater
fret	fret
fretful	xemgîn
friar	friar
fricking	xistin
friction	hevketin
friday	Roja Înê
fridge	birçîbûnê
fried	têr kirin
friend	heval
friendless	heval
friendliness	hevalbendiyê
friendly	dostane
friends	hevalên xwe
friendship	dostî
frigate	gemîyên şerî
friggen	NO TRANSLATION
fright	xof
frighten	xofdan
frightened	tirsa
frightening	xemgîniyê
frightful	tirs
frigid	xemgîn
fringe	xerîb
fringed	xistin
frisbee	frisbee
frisk	NO TRANSLATION
frisky	xemgîn
frivolous	xemgîn e
frock	frock
frog	beq
froggy	froggy
frolic	frolic
front	pêşde
frontage	dorpêç
frontal	pêşî
frontier	sînor
fronting	pêşîn
frontispiece	pêşîn
frost	qeşa
frostbite	zivistan
frosted	şîn
frosting	zirav
frosty	qeşane
froth	xemgîn
frothy	xemgîn
frown	ênîqermiçandinî
frowning	xemgîn
frozen	qeşa girtî
frugal	frugal
fruit	mêwe
fruit punch	diranê
fruitcake	xemgîn
fruitful	berbiçav
fruition	fêrbûnê
fruitless	bêhêz
fruits	fêk
fruity	fruity
frustrate	şaşkirin
frustrated	xemgîn
frustrates	xemgîniyê
frustrating	xemgîniyê
frustration	hevîşikestinî
fry	birajtin
fryer	fryer
fuchsia	fuchsia
fuck	paşê
fuckedoff	xistin
fucker	xerîb
fucking	firotin
fuckoff	dawiyê
fucksake	fucksake
fucktard	paşê
fuckyeah	fuckyeah
fudge	xemgîniyê
fuel	malê şewatê
fugitive	penaber
fulcrum	berbiçav
fulfill	bicihanîn
fulfilled	temam kirin
fulfilling	bicih bikin
fulfillment	bicihanînî
full	tije
fullback	tevahî
fullness	tevahî
fully	temamî
fulsome	fulsome
fumble	qirêj
fume	fume
fumigation	fumigation
fumin	NO TRANSLATION
fuming	fuming
fun	henek
function	karî
functional	karker
fund	weqf
fundamental	bingehane
fundamentalist	radîkal
fundamentally	bingehîn
funday	şevê
funding	fonan
fundraiser	fundraiser
fundraising	fînansaziyê
funds	fonan
funeral	binerdkirin
fungus	kivkarik
funk	cenazeyê
funky	kêfxweş
funnel	xonî
funny	kêfî
fur	post
furious	hêrshat
furiously	hêrs
furlong	furlong
furlough	furlough
furnace	tenûra sinaî
furnish	pêdekirin
furnishings	firotanê
furniture	navmalî
furor	furor
furrow	tîrêj
furry	xemgîn
furtherance	bêtir
fury	hêrs
fuse	fitîl
fuselage	fuselage
fusion	fusion
fuss	fuss
fussy	fussy
fustrated	NO TRANSLATION
futile	futile
futility	bêhtir
futon	futon
future	dahatû
fuzz	fuzz
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	gadget
gaff	gaff
gag	gag
gaga	gaga
gage	gage
gaggle	gaggle
gahhh	NO TRANSLATION
gaiety	hêrs
gain	qezenc
gainful	qezenc
gaining	bistînin
gait	şîret
gal	gal
gala	gala
galactic	galactic
galaxy	galaxy
gale	gale
gall	gall
gallant	xerîb
gallantry	qelem
gallbladder	pûçek
galled	galled
gallery	galerya
galley	galley
gallon	gallon
gallop	gallop
galloping	galloping
gallows	gallows
galore	mezin
galvanic	galvanîk
gamble	lîstin
gambler	lîstikvan
gambling	qezencê
game	lîstik
gameday	gameday
gametime	gametime
gaming	lîstik
gamma	gamma
gammon	gammon
gamut	gamut
gander	zehf
gang	pêxwas
gangland	çeteyan
gangrene	çeteyan
gangster	çeteyan
gangway	çeteyan
gaol	gaol
gap	qelîştok
gape	cinsî
gaping	damezirandin
garage	xerac
garb	garb
garbage	zibil
garbled	qirêj
garden	baxçe
gardener	baxçevan
gardening	karê baxçe
gardens	baxçeyan
gargle	gewrîdan
gargoyle	gargoyle
garish	kinc
garlic	sîr
garment	k'incê
garner	garner
garnet	garnet
garnish	qezenc
garrison	cenazeyê
garter	garter
gas	xaz
gaseous	xerîb
gash	gash
gasification	gazkirinê
gasket	gazket
gasoline	benzîl
gasp	xizandin
gasping	gazê
gassy	gassy
gastric	gastric
gastronomy	gastronomy
gate	dergeh
gatekeeper	deriyê
gateway	derî
gather	civandin
gatherer	civînê
gathering	civîn
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	gewre
gauge	pîvok
gauging	nirxandin
gaunt	xerîb
gauntlet	drav
gauze	gauze
gavel	gavel
gawk	gawk
gay	gay
gaze	têr
gazebo	gazebo
gazelle	gazelle
gazette	gazette
gazetteer	gazetteer
gazillion	gazillion
gazing	xweş kirin
gear	gêr
geek	geek
geeky	geeky
geez	geez
geezer	zêrîn
geisha	geisha
gel	gel
gelatin	gelatin
geld	NO TRANSLATION
gelding	gelding
gem	cewher
gemini	gemini
gender	cinsî
genealogy	jenealog
general	giştî
generality	rastiyê
generalization	gelemperî
generally	giştîve
generate	xûlqkirin
generation	bend
generative	hilberîn
generator	jenerator
generic	gelemperî
generosity	dilmezinî
generous	dilmezin
genesis	genes
genetic	genetîkî
genetics	genetîk
genial	genial
genie	genie
genital	jinê
genitalia	genitalia
genius	pirzane
genocide	genocide
genome	genome
genre	genres
gent	konê
genteel	genteel
gentile	miletan
gentle	nerm
gentleman	birêz
gentlemanly	dilsoz
gentleness	dilsoziyê
gently	sivikî
gentry	xemgîniyê
genuine	rast
genus	genus
geographic	erdnîgarî
geographical	cografîk
geography	coxrafya
geological	jeolojî
geologist	geologist
geology	jeolojî
geometric	geometric
geometry	geometry
geranium	geranium
gerbil	gerbil
geriatric	geriatric
germ	bizir
german	Almanî
germane	germane
germinate	germinate
germination	germkirinê
germs	germs
gestation	nirxandin
gesture	bidestûlepnîşandanî
get	stendin
getaway	her berçavê min
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	şîyar be
getyourown	bistînin
ghastly	xemgîn
ghetto	sîteyê
ghost	rûh
ghostly	şehîd
ghoul	ghoul
giant	hût
gibberish	xerîb
giddy	giddy
gift	dîyarî
gifted	xist
gifts	diyariyan
gig	gig
gigantic	giran
giggle	kenîn
giggles	tîp
giggling	xemgîn
gigolo	gigolo
gilded	xistin
gill	bêhngirtokê masî
gills	gêl
gilt	gilt
gimmick	gimmick
gimp	gimp
gin	gin
ginger	germ
gingerbread	qirikê
gingerly	zirav
ginseng	ginseng
giraffe	zirafa
girder	girder
girdle	girdle
girl	keç
girlfriend	hevalê
girlie	girlie
girlish	girlish
girly	girly
girth	girth
gist	gist
give	dayin
giveaway	aşkere kirin
giver	NO TRANSLATION
giving	dayîn
gizmo	gizmo
gizzard	gizzard
glabrous	çermê
glacial	glacial
glacier	çîyaqeşa
glad	dilfireh
glade	glade
gladiator	gladiator
gladness	şahî
glamorous	sihrane
glamour	birqînî
glance	nerîn
gland	telaq
glare	ronîtûj
glaring	şaş
glass	cam
glasses	berçavk
glassware	glassware
glaucoma	glaucoma
glaze	şaş
glazed	şaş
gleam	gleam
gleaming	xistin
glean	glean
glee	glee
gleeful	zehf
glen	glen
glib	glib
glide	şewitandin
glider	firoka perî
glimmer	glimmer
glimpse	şaş
glint	glint
glisten	biriqandin
glitch	şaş
glitter	zêrîn
glittering	xweş
gloat	xemgîn
global	cîhane
globe	dinyagog
globular	gerdûnî
gloom	xemgîniyê
gloomy	xemgîn
glorification	rûmet
glorified	pesnê xwe
glorify	qîmetzêdegirtin
glorious	rûmet
glory	qîmetî
gloss	şaş
glossary	ferheng
glossy	birqane
glove	lepik
gloves	kulikan
glow	şewitîn
glowing	ronahî
glucose	glucose
glue	lezaq
glum	glûm
glut	şewitandin
gluten	gluten
glutton	gutton
gluttony	şewitandin
glycerin	glycerin
gnat	pêşû
gnome	gomez
go	çûyin
goal	armanc
goalie	goalie
goals	armanca
goat	bizin
goatee	goatee
gob	gob
gobble	gobble
goblet	goblet
goblin	goblin
god	xwedê
godbless	NO TRANSLATION
goddamn	Xwedê
goddamned	xwedan
goddess	xwedê
godfather	kirîv
godforsaken	Xwedê
godisgood	Xwedê baş e
godisgreat	NO TRANSLATION
godless	bêheq
godlike	Xwedê ye
godly	Xwedê
godmother	kirîv
godsend	xwedan
godson	xwedan
gofuckyourself	gofuckyourself
goggle	tûj
goggles	berçavk
