Word	tg
dazed	дубед
dazzle	дӯзанда
dazzling	шубҳанок
deacon	диакон
deactivate	бекор карда шавад
dead	мурда
deadbeat	мурғ
deadline	мӯҳлати охирин
deadlines	мўњлатњо
deadlock	бунбаст
deadly	марговар
deaf	гӯш намекунад
deafening	гӯшношунид
deafness	карахтӣ
deal	шартнома
dealer	фурӯшанда
dealership	тиҷоратӣ
dealing	кор кардан
dealings	амалҳо
dean	декан
dear	азиз!
dearest	азизон!
dearth	дандон
death	марг
deathbed	маргбор
deathly	фавтидааст
debacle	бӯҳрон
debased	барҳам дода шудааст
debatable	мубоҳиса
debate	мубоҳиса
debauchery	бадбахтӣ
debenture	баҳс
debilitating	нопадид шудан
debit	банкрот
debrief	мубоҳиса
debriefing	мубоҳиса
debris	партофта мешавад
debt	қарзи
debtor	қарздор
debut	аввал
debutante	debutante
decade	сола
decadence	доғҳо
decadent	доғдор
decaf	дафтар
decanter	дандон
decathlon	декатлон
decay	дубора
decayed	данд
decaying	дубора
deceased	фавтидааст
decedent	дубора
deceit	фиребгарӣ
deceitful	фиребгар
deceive	фиреб кардан
deceived	фиреб кард
deceiving	фиребгарӣ
december	Дунёи иқтисод
decency	орзуҳо
decent	хуб
deception	фиреб
deceptive	фиребгарӣ
decide	қарор қабул кунед
decidedly	қарор дода шуд
deciduous	дубора
decimal	даҳӣ
decimeter	decimeter
decipher	фаромӯш накунед
decision	қарор қабул мекунад
decisive	қатъӣ
deck	почта
declaration	эълон
declaratory	эъломия
declare	эълон кунед
declination	дубора
decline	коҳиш меёбад
declining	коҳиш меёбад
deco	деко
decode	бекор карда мешавад
decoder	декодер
decompose	фаромӯш накунед
decomposed	пӯсида
decomposition	таназзул
decompress	ором
decompression	оромиш
decontamination	поксозӣ
decor	ороишӣ
decorate	ороиш
decorating	ороишӣ
decoration	ороиши
decorative	ороишӣ
decorator	ороишгар
decorum	дубора
decoy	дона
decrease	кам карда мешавад
decreased	кам шудааст
decreasing	кам карда мешавад
decree	фармоиш
decrement	коҳиш
decrepit	камобӣ
decry	фаромӯш накунед
decryption	Рамзи махфӣ
dedicate	бахшидан
dedication	бахшида шудааст
deduce	ҷустуҷӯ кунед
deduct	хароҷот
deductible	пардохт карда мешавад
deduction	тарҳҳо
deed	Дунёи иқтисод
deejay	дандон
deem	данд
deep	чуқур
deepen	амиқтар
deer	гӯр
defamation	ифротгароӣ
defamatory	ифротгароӣ
default	пешфарзӣ
defeat	ғолиб
defeated	шикаст хӯрдааст
defeatist	ғолиби мусобиқа
defect	камбудиҳо
defection	решакан кардан
defective	камбизоатӣ
defector	ноком
defend	ҳимоя кунед
defendant	судшаванда
defended	ҳимоя карда шудааст
defender	ҳимоятгар
defending	ҳимоя
defense	мудофиа
defenseless	наҷотдиҳанда
defensible	муҳофизаткунанда
defensive	ҳимоякунанда
defer	дертар
deference	фарогирӣ
deferral	дертар
deferring	бозгаштан
defiance	эътироф
defiant	ношинос
defibrillator	defibrillator
deficiency	норасоиҳо
deficient	камбизоатӣ
deficit	манфӣ
define	муайян кунед
defined	муайян карда шудааст
definite	мушаххас
definition	таъриф
definitive	қатъӣ
deflate	дандон
deflation	фишор
deflect	бармегарданд
deflection	шӯриш
defloration	данд
deform	deform
deformed	дағалона
deformity	дубора
defraud	фирор кардан
defray	задааст
defrost	танаффур
deft	данд
defunct	данд
defuse	задааст
defy	дандон
degeneracy	обхезӣ
degenerate	фаромӯш накунед
degeneration	танаффус
degradation	таназзул
degrade	degrade
degraded	вайрон карда шудааст
degrading	таҳқиромез
degree	дараҷа
dehydrated	фишор
dehydration	обхезӣ
dejected	танзим карда мешавад
delay	таъхир
delayed	таъхирнопазир аст
delectable	ҷолиб
delegate	вакил
delegation	намояндагон
delete	нест кардан
deleterious	зӯроварӣ
deletion	ҳазф
deli	гастраном
deliberate	бесабаб нест
deliberation	баррасӣ
deliberative	омехта
delicacy	ширинӣ
delicate	заиф
delicatessen	деликатес
delicious	зебо
delight	хурсандӣ
delighted	Хушҳол
delightful	хушбахтона
delineate	дубора
delineation	данд
delinquency	ҷинояткорӣ
delinquent	бадбахтона
delirious	шубҳанок
delirium	делир
deliver	фиристодан
deliverance	озод кардан
delivery	интиқол додан
dell	дел
delta	делта
delude	дуздӣ
deluge	Тӯҳфаҳо
delusion	дубора
delusional	гумроҳӣ
deluxe	лутфан
delve	дубора
demand	талабот
demanding	талаб мекунад
demeaned	хомӯш карда шудааст
demeaning	хомӯшӣ
demeanor	нишон дода шудааст
demented	дандед
dementia	dementia
demise	нобуд кардан
demo	демо
democracy	демократия
democrat	демократӣ
democratic	демократӣ
demographic	демографӣ
demolish	вайрон карда шудааст
demolished	вайрон карда шудааст
demolition	вайрон кардан
demon	дев
demonic	девона
demonstrable	намоиш дода мешаванд
demonstrate	нишон диҳед
demonstrated	нишон дод
demonstrating	нишон дод
demonstration	намоиш
demonstrative	нишон дода шудааст
demonstrator	demonstrator
demoralized	нопадид шуд
demos	демо
demure	фишор
den	NO TRANSLATION
deniability	беэътиноӣ
denial	рад
denied	рад карда шудааст
denim	Дин
denomination	ном
denominational	Дунёи иқтисод
denominator	фармоишгар
denote	нишон дод
denounce	рад
dense	зич
density	Зичии аҳолӣ
dent	Дин
dental	дандон
dentist	дандист
dentistry	дандентӣ
dentists	дандистҳо
denunciation	дубора
deny	рад
denying	рад
deodorant	деодорант
depart	рафтан
departed	рафт
department	кафедра
departmental	шӯъба
departure	рафт
depend	вобаста аст
dependable	боэътимод
dependant	вобаста аст
dependence	вобастагӣ дорад
dependency	вобастагӣ дорад
dependent	вобаста аст
depict	тасвир
depicting	тасвир шудааст
depletion	талафот
deplorable	шаффоф
deplore	барнагарданд
deploy	тақсим карда мешавад
deployment	фиристодан
deport	интиқол додан
deportation	интиқол додан
depose	кашида мешавад
deposit	гарав
depositary	нигаҳдорӣ
deposition	тагйирёбанда
depository	нигаҳдорӣ
depot	банақшагирӣ
depraved	суст шудааст
depravity	беқурбшавӣ
depreciate	арзонтар
depreciated	арзон шуд
depreciation	Амалиёт
depress	депрессия
depressed	депрессия
depressing	депрессия
depression	депрессия
depressive	депрессия
depresson	NO TRANSLATION
deprivation	маҳрум кардан аз озодӣ
deprive	манъ аст
deprived	маҳрум карда шудааст
depth	чуқур
deputy	вакил
derail	аз байн меравад
deranged	данд
derelict	рад
derision	дубора
derivation	вироиш
derivative	derivative
derive	ба даст оварданд
dermal	dermal
dermatologist	dermatologist
dermatology	dermatology
derogation	делатсия
derogatory	бадбахтӣ
descend	фаромӯш накунед
descendant	насли
descendent	NO TRANSLATION
descending	камбағал
descent	нопадид шуд
describe	шарҳ диҳед
description	шарҳ
descriptive	тасвирӣ
desecrate	сеҳр
desecration	ихтиёрӣ
desert	биёбон
deserted	партофта шудааст
deserter	лифофа
desertion	партофташуда
deserve	сазовор аст
deserved	сазовор аст
deserving	сазовор аст
design	тарроҳӣ
designate	муайян кунед
designated	муайян карда мешавад
designation	ном
designed	таҳия шудааст
designer	тарроҳӣ
designing	тарроҳӣ
desirability	дилхоҳ
desirable	дилхоҳ
desire	хоҳиш
desiring	хоҳиш мекунам
desirous	дилхоҳ
desist	бекоркунӣ
desk	миз
desolate	вайрон шуд
desolation	вайроншавии
despair	ноумед
despairing	ноумед кардан
despatch	фиристода мешавад
desperado	desperado
desperate	нопадид аст
desperation	ногаҳонӣ
despicable	нопадид аст
despise	хафа нашавед
despondent	хафа шудан
despotic	нопадид аст
despotism	лашкаркашӣ
dessert	шириниҳо
destination	макон
destined	ки
destiny	Дунёи иқтисод
destitute	заиф
destroy	нобуд кардан
destroyed	нобуд карда шуданд
destroyer	нобудкунанда
destroying	нобуд кардан
destruct	хароб кардан
destruction	нобуд кардан
destructive	харобкунанда
detach	дандон
detached	ҷудо карда шудааст
detachment	тақсим кардан
detail	муфассал
detailed	муфассал
details	тафсилот
detain	боздоштанд
detainee	боздоштшуда
detect	ошкор кардан
detectable	ошкор кардан мумкин аст
detection	ошкор кардан
detective	детективӣ
