Word	zu
daydream	i-daydream
daydreaming	ukuhamba phambili
daylight	ukukhanya kwemini
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	usuku nosuku
daze	shaze
dazed	lidumile
dazzle	bhanya
dazzling	ephazimulayo
deacon	umdikoni
deactivate	vala
dead	ufile
deadbeat	i-deadbeat
deadline	umkhawulo wokugcina
deadlines	izikhathi zokugcina
deadlock	i-deadlock
deadly	ngokubulala
deaf	izithulu
deafening	izithulu
deafness	isithulu
deal	ukuphatha
dealer	umthengisi
dealership	ukuthengisa
dealing	ukusebenzisana
dealings	ukusebenzelana
dean	ngithanda
dear	othandekayo
dearest	othandekayo
dearth	isithandwa
death	ukufa
deathbed	ibhuloho lokufa
deathly	ukufa
debacle	hlehlisa
debased	ukuphoqa
debatable	ukuhluleka
debate	impikiswano
debauchery	ukuzitika ngokweqile
debenture	ukuboleka
debilitating	okwehlulekayo
debit	debit
debrief	ukuphikisana
debriefing	i-debriefing
debris	ama-debris
debt	isikweletu
debtor	umboleki
debut	debut
debutante	debutante
decade	iminyaka eyishumi
decadence	i-decadence
decadent	i-decadent
decaf	i-decaf
decanter	decanter
decathlon	decathlon
decay	ukubola
decayed	zibolile
decaying	ukubola
deceased	ushonile
decedent	i-decedent
deceit	ukukhohlisa
deceitful	okhohlisayo
deceive	khohlisa
deceived	bakhohlisiwe
deceiving	ukukhohlisa
december	ngo-december
decency	ukuhlonipha
decent	ehloniphekile
deception	ukukhohlisa
deceptive	ekhohlisayo
decide	inqume
decidedly	ngesinqumo
deciduous	ukuhlukunyezwa
decimal	idesimali
decimeter	i-decimeter
decipher	ukucacisa
decision	isinqumo
decisive	isinqumo esinqunyiwe
deck	emaphoyiseni
declaration	isimemezelo
declaratory	ukumemezela
declare	memezela
declination	ukuwohloka
decline	ukwehla
declining	ukuncipha
deco	i-deco
decode	hlela
decoder	i-decoder
decompose	ukubola
decomposed	yahlakazeka
decomposition	ukubola
decompress	decompress
decompression	ukucindezeleka
decontamination	ukuhlaselwa komzimba
decor	ukuhlobisa
decorate	ukuhlobisa
decorating	ukuhlobisa
decoration	umhlobiso
decorative	ukuhlobisa
decorator	umhlobiso
decorum	ukuhlobisa
decoy	ukuhlonipha
decrease	ukwehla
decreased	wehlile
decreasing	ukwehla
decree	isimemezelo
decrement	ukunciphisa
decrepit	ukuphumula
decry	i-decry
decryption	ukucacisa
dedicate	anikezele
dedication	ukuzinikezela
deduce	funda
deduct	ukukhipha
deductible	ukukhishwa
deduction	ukukhishwa
deed	isenzo
deejay	deejay
deem	buka
deep	ejulile
deepen	ukujula
deer	inyamazane
defamation	ukuhlukunyezwa
defamatory	ukuhlambalaza
default	okuzenzakalelayo
defeat	ukunqoba
defeated	kunqotshwa
defeatist	ukunqoba
defect	isici
defection	ukulahlwa
defective	okungalungile
defector	umsizi
defend	ukuvikela
defendant	umsolwa
defended	ivikelekile
defender	umvikela
defending	ukuvikela
defense	ukuvikela
defenseless	ukuzivikela
defensible	ivikelekile
defensive	ukuzivikela
defer	i-defer
deference	ukuphikiswa
deferral	ukuxoshwa
deferring	ukuphikisa
defiance	ukungahloniphi
defiant	unqabile
defibrillator	i-defibrillator
deficiency	ukulahlekelwa
deficient	ulahlekile
deficit	ukungabi nalutho
define	chaza
defined	kuchazwe
definite	okucacile
definition	incazelo
definitive	okucacile
deflate	hlela
deflation	ukuhlukumeza
deflect	hlela
deflection	ukuhlukumeza
defloration	ukuhlunga
deform	deform
deformed	ukukhubazeka
deformity	ukukhubazeka
defraud	ukuphanga
defray	ukuphikisa
defrost	i-defrost
deft	ukuhamba
defunct	i-defunct
defuse	susa
defy	ukulahla
degeneracy	ukuwohloka
degenerate	ihluleka
degeneration	ukuwohloka
degradation	ukwehlisa
degrade	hlehlisa
degraded	ihlaziywe
degrading	ukuhlambalaza
degree	degree
dehydrated	kuphelelwa amanzi
dehydration	ukuphelelwa amandla kwamanzi
dejected	edakiwe
delay	ukubambezeleka
delayed	ukubambezeleka
delectable	okuhlelekile
delegate	dlulisa
delegation	ukudluliselwa
delete	susa
deleterious	okungahambi kahle
deletion	ukususa
deli	deli
deliberate	ngamabomu
deliberation	izinqumo
deliberative	ngokuzithandela
delicacy	ukudla okumnandi
delicate	epholile
delicatessen	Isitolo sezibiliboco
delicious	okumnandi
delight	ukujabula
delighted	Ngijabulile
delightful	okujabulisayo
delineate	hlukisa
delineation	ukuhlukanisa
delinquency	ukuhlukumezeka
delinquent	i-delinquent
delirious	okumnandi
delirium	delirium
deliver	khulula
deliverance	ukukhululwa
delivery	ukulethwa
dell	dell
delta	i-delta
delude	hlehlisa
deluge	uzamcolo
delusion	ukukhohlisa
delusional	i-delusional
deluxe	i-deluxe
delve	hlaziya
demand	ukufunwa
demanding	efuna
demeaned	kuhlonishwa
demeaning	ukuhlambalaza
demeanor	ukuziphatha
demented	iqinisekiswe
dementia	ukuwohloka komqondo
demise	ukushona
demo	demo
democracy	intando yeningi
democrat	i-democrat
democratic	intando yeningi
demographic	inani labantu
demolish	ukubhubhisa
demolished	ibhidliza
demolition	ukubhujiswa
demon	idemoni
demonic	idemoni
demonstrable	kubonakaliswa
demonstrate	bonisa
demonstrated	kubonisiwe
demonstrating	ukubonisa
demonstration	ukubonisa
demonstrative	ukubonisa
demonstrator	umbonisi
demoralized	ihlaselwe phansi
demos	ama-demos
demure	i-demure
den	NO TRANSLATION
deniability	ukuphika
denial	ukuphika
denied	inqatshiwe
denim	denim
denomination	denomination
denominational	amahlelo
denominator	i-denominator
denote	kusho
denounce	hlonipha
dense	dense
density	ubuningi
dent	i-dent
dental	amazinyo
dentist	udokotela wamazinyo
dentistry	amazinyo
dentists	odokotela bamazinyo
denunciation	ukulahlwa
deny	phika
denying	ukuphika
deodorant	idayodorant
depart	shiya
departed	wahamba
department	umnyango
departmental	umnyango
departure	ukuhamba
depend	zithembele
dependable	ethembekile
dependant	othembekile
dependence	ukuthembela
dependency	ukuthembela
dependent	othembekile
depict	bonisa
depicting	ukubonisa
depletion	ukuphulukiswa
deplorable	okudabukisayo
deplore	cindezela
deploy	ukuhambisa
deployment	ukuthunyelwa
deport	thumela
deportation	ukuxoshwa
depose	ukuphoqa
deposit	idiphozi
depositary	i-depositary
deposition	ukuthutha
depository	i-depository
depot	i-depot
depraved	epholile
depravity	ukungcola
depreciate	ukwehla
depreciated	ihlehlisiwe
depreciation	ukwehla
depress	ukucindezeleka
depressed	ecindezelekile
depressing	ukucindezeleka
depression	ukucindezeleka
depressive	ukucindezeleka
depresson	NO TRANSLATION
deprivation	ukulahlwa
deprive	ukulahla
deprived	kunqatshiwe
depth	ukujula
deputy	iphini
derail	derail
deranged	ihlekisiwe
derelict	ukuhlukumezeka
derision	ukuhleka usulu
derivation	ukususwa
derivative	okuvela
derive	sithola
dermal	dermal
dermatologist	dermatologist
dermatology	i-dermatology
derogation	ukudeka
derogatory	ukuhlekisa
descend	wehla
descendant	umzukulu
descendent	NO TRANSLATION
descending	wehla
descent	ukuzala
describe	chaza
description	incazelo
descriptive	echazayo
desecrate	ukuhlambalaza
desecration	ukuchithwa
desert	ugwadule
deserted	ilahlekile
deserter	deerter
desertion	ukulahla
deserve	kufanelekile
deserved	kufanelekile
deserving	kufanelekile
design	ukuklama
designate	khetha
designated	okhethiwe
designation	ukuqokwa
designed	eklanyelwe
designer	umklami
designing	ukuklama
desirability	ukuthanda
desirable	efiselekayo
desire	isifiso
desiring	sifisa
desirous	sifisa
desist	shiya
desk	idesksi
desolate	yincithakalo
desolation	incithakalo
despair	ukuphelelwa ithemba
despairing	ukuphelelwa ithemba
despatch	ukudluliswa
desperado	ukuphelelwa yisifiso
desperate	ukuphelelwa yithemba
desperation	ukuphelelwa yisikhathi
despicable	edelelekile
despise	delela
despondent	udangele
despotic	ukuphanga
despotism	i-despotism
dessert	i-dessert
destination	okuya khona
destined	okuhloswe
destiny	ikusasa
destitute	abahluphekile
destroy	ukubhubhisa
destroyed	kubhujiswa
destroyer	umbhubhisi
destroying	ukubhubhisa
destruct	ukubhujiswa
destruction	ukubhujiswa
destructive	okulimazayo
detach	thola
detached	ivaliwe
detachment	inqola
detail	imininingwane
detailed	okuningiliziwe
details	imininingwane
detain	uvale
detainee	uboshiwe
detect	thola
detectable	itholakala
detection	ukutholwa
detective	umphenyi
detector	umtshina
detention	ukuboshwa
deter	ukuvimbela
detergent	i-detergent
deteriorate	ziwohloka
deteriorated	yahlaselwa
deteriorating	ukuwohloka
deterioration	ukuwohloka
determinable	kunqunywa
determinate	inquma
determination	ukuzimisela
determine	inqume
determined	kunqunywe
deterrent	ukuvimbela
detest	uzonda
detestation	ukuzonda
detonate	ukuxosha
detonation	ukuthunjwa
detonator	i-detonator
detour	indawo
detract	ukuphazamisa
detriment	umonakalo
detrimental	kuyingozi
detritus	i-detritus
deuce	deuce
deutschmark	deutschmark
devalued	behlulekile
devastate	ukuchitha
devastated	yachithwa
devastating	elibhubhisayo
devastation	ukubhujiswa
develop	ukuthuthukisa
developer	umthuthukisi
developing	ukuthuthukisa
development	ukuthuthukiswa
deviant	ehlulekayo
deviate	shiya
deviating	ukuphambuka
deviation	ukuphambuka
device	idivayisi
devil	uDeveli
deviled	ilahlekile
devilish	devilish
devious	okhohlisayo
devise	cabanga
devoid	akudingeki
devolution	devolution
devolve	qeda
devote	bazinikele
devoted	okuzinikele
devotee	ukuzinikela
devotion	ukuzinikela
devotional	ukuthandaza
devour	udle
devout	ukuzinikela
dew	amazolo
dexter	dexter
dexterity	ukuxuba
dextrose	dextrose
diabetes	isifo sikashukela
diabetic	isifo sikashukela
diabolical	i-diabolical
diagnose	ukuxilonga
diagnosis	ukuxilongwa
diagnostic	ukuxilongwa
diagnostics	ukuxilongwa
diagonal	diagonal
diagram	umdwebo
dial	shayela
dialect	ulimi
dialectic	i-dialectic
dialogue	ingxoxo
dialysis	i-dialysis
diameter	ububanzi
diamond	idayimane
diamonds	amadayimane
diaper	i-diaper
diaphragm	i-diaphragm
diarrhea	isifo sohudo
diarrhoea	isifo sohudo
diary	idayari
diatribe	i-diatribe
dib	NO TRANSLATION
dibs	dibs
dice	amadayisi
dicey	i-dicey
dichotomous	dichotomous
dichotomy	dichotomy
dick	dick
dickhead	i-dickhead
dicks	dicks
dictate	ukuphoqa
dictation	ukuphoqa
dictator	umbusi
dictatorial	obushiqela
dictatorship	ubushiqela
diction	diction
dictionary	isichazamazwi
dictum	NO TRANSLATION
didactic	i-didactic
diddle	diddle
die	NO TRANSLATION
died	wafa
diesel	idizili
diet	ukudla
dietary	yokudla
differ	hlukile
difference	umehluko
differences	umehluko
different	ehlukile
differential	umahluko
differentiation	ukuhlukaniswa
differently	ngokuhlukile
differing	hlukile
difficult	kunzima
difficulties	ubunzima
difficulty	ubunzima
diffuse	diffuse
diffusion	ukusakaza
dig	NO TRANSLATION
digest	ukugaya
digestion	ukugaya
digestive	ukugaya ukudla
digit	idijithi
digital	idijithali
dignified	inhlonipho
dignify	sihloniphe
dignity	isithunzi
digress	digress
digs	NO TRANSLATION
dike	NO TRANSLATION
dilapidated	ilahlekile
dilatation	ukuphumula
dilation	ukuphumula
dildo	i-dildo
dilemma	inkinga
diligence	ukukhuthaza
diligent	ngenkuthalo
dill	dill
diluent	i-diluent
dilute	hlaziya
diluted	ihlanjululwe
dilution	dilution
dim	sh
dime	i-dime
dimension	ubukhulu
dimensional	ubukhulu
diminish	nciphisa
diminished	kunciphise
diminution	ukwehlisa
diminutive	ukunciphisa
dimwit	dimwit
din	NO TRANSLATION
dine	NO TRANSLATION
diner	diner
dinghy	i-dinghy
dingo	dingo
dingy	dingy
dining	ukudla
dinky	dinky
dinner	dinner
dinnertime	isikhathi sokudla
dinosaur	i-dinosaur
dint	dint
diocesan	i-diocesan
diocese	isifunda sesifundazwe
diorama	diorama
dioxide	i-dioxide
dip	cindezela
diploma	idiploma
diplomacy	izingxoxo
diplomat	idiplomat
diplomatic	i-diplomatic
dipper	i-dipper
dippy	dippy
dipstick	i-dipstick
dire	NO TRANSLATION
direct	ngqo
directed	iqondiswe
direction	isiqondiso
directive	isiqondiso
directly	ngqo
director	umqondisi
directory	isiqondisi
dirt	ukungcola
dirty	ezingcolile
disability	ukukhubazeka
disable	khubaza
disabled	ukhutshaziwe
disadvantage	ukungalungi
disaffected	ihlehlisiwe
disagree	aphikisana
disagreeable	ukungavumelani
disagreeing	aphikisana
disagreement	ukungavumelani
disallow	ungavumeli
disallowed	avunyelwe
disapointment	NO TRANSLATION
disappear	yanyamalala
disappearance	ukunyamalala
disappearing	uyanyamalala
disappoint	ukudumazeka
disappointed	sidumele
disappointing	edumazayo
disappointment	ukudumala
disapproval	ukungavumi
disapprove	angavumi
disapproved	ayamukelekile
disapproving	ukungavumi
disarm	khubaza
disarray	ukuhlukana
disaster	inhlekelele
disastrous	inhlekelele
disband	hlukanisa
disbelief	ukungakholwa
disbelieve	disbelieve
disburse	ukukhipha imali
disbursement	ukukhokha
disc	i-disc
discard	lahla
discarded	ilahlwe
discards	ukulahla
discern	qaphela
discernible	ukuqonda
discerning	ukuqonda
discernment	ukuqonda
discharge	ukukhishwa
disciple	umfundi
disciplinary	ukujeziswa
discipline	isiyalo
disciplined	iyala
disclaim	qhafaza
disclaimer	ukuxoshwa
disclose	ukudalula
disclosed	evezwe
disclosure	ukudalulwa
disco	disco
discoloration	ukuguqulwa kwezinto
discolored	i-discolored
discomfort	ukunganaki
disconcerted	ukuphazamiseka
disconcerting	ukuphazamisa
disconnect	nqamula
disconnected	ixhunyiwe
disconnection	ukuxhumeka
disconnects	unqamula
discontent	ukunganeliseki
discontinuance	ukuyeka
discontinue	yeka
discontinuity	ukuyeka
discontinuous	ukuyeka
discord	ukungavumelani
discount	Isaphulelo
discounted	Isaphulelo
discourage	khuthaza
discouraged	udangele
discouragement	ukudangala
discouraging	ukudikibala
discourse	inkulumo
discover	thola
discovery	ukutholakala
discredit	ukuhlambalaza
discredited	ikhanseliwe
discreet	NO TRANSLATION
discrepancy	ukungafani
discrete	i-discrete
discretion	ukuqonda
discretionary	discretionary
discriminate	ukubandlulula
discriminating	ukubandlulula
discrimination	ukubandlululwa
discus	i-discus
discuss	xoxisana
discussion	ingxoxo
disdain	zidelele
disdainful	ukunganaki
disease	izifo
diseased	isifo
disembodied	ehlanjululwe
disengage	khubaza
disengagement	ukuxoshwa
disfigured	ukuphazamiseka
disgrace	ukuhlazeka
disgraced	behlazekile
disgraceful	ihlazo
disgruntled	adidekile
disguise	zifihla
disguised	zifihliwe
disgust	ukudeka
disgusted	edakiwe
disgusting	ezinengekayo
dish	isidlo
disheartened	edangele
disheartening	ukuphazamisa
dishonest	ukungathembeki
dishonesty	ukungathembeki
dishonor	ukuhlazeka
dishonorable	ihlazo
dishwasher	i-dishwasher
disillusionment	ukudumazeka
disinclination	ukungcola
disincline	ukungafuni
disinclined	azinqatshelwe
disinfect	ukukhipha amagciwane
disinfectant	i-disinfectant
disinfection	ukuchithwa kwe-disinfection
disinformation	i-disinformation
disingenuous	ukunganaki
disintegrate	ukuhlukana
disintegration	ukuhlukana
disinterested	engathandeki
disjoint	disjoint
disjointed	disjointed
disjunctive	ukuxuba
disk	disk
diskette	diskette
dislike	ungathandi
disliked	ayithandi
disliking	ukuphazamiseka
dislocated	ukuxoshwa
dislocation	ukuhlukanisa
dislodge	khipha
disloyal	ukungathembeki
disloyalty	ukungathembeki
dismal	kuphazamisekile
dismantle	ukuqeda
dismay	ukuphazamiseka
dismayed	behluzekile
dismemberment	ukuqedwa
dismiss	vula
dismissal	ukuxoshwa
dismissive	ukulahla
dismount	dismount
disobedience	ukungalaleli
disobedient	abangalaleli
disobey	ungamlaleli
disorder	ukuphazamiseka
disordered	ukuphazamiseka
disorderly	ngokungahlelekile
disorganized	ukungahlehlisi kahle
disorientation	ukukhathazeka
disoriented	ukuphazamiseka
disown	ukuphika
disparage	ukuphazamiseka
disparaging	ukuphazamisa
disparate	hlukanisa
disparity	ukungafani
dispassionate	abanesibindi
dispatch	ukuthumela
dispatcher	dispatcher
dispel	qeda
dispensary	i-dispensary
dispensation	ukuphelelwa isikhathi
dispense	vula
dispenser	dispenser
dispersal	ukuhlakazeka
disperse	ukusabalalisa
dispersed	zahlakazeka
dispersion	ukuhlakazeka
dispirited	baphambene
displace	susa
displaced	ababalekile
displacement	ukufuduka
displacency	ukuhlukumezeka
display	ukubonisa
displease	ungajabulisi
displeased	ungathandeki
displeasure	ukungajabuli
disposable	ilahlwa
disposal	ukulahla
dispose	lahla
disposed	zilahlwa
disposition	isimo sengqondo
dispossessed	ukuxoshwa
disprove	phikisa
dispute	impikiswano
disqualification	ukungafanelekile
disqualified	ukungafanelekile
disqualify	ukungafanelekile
disquieted	ukukhathazeka
disregard	unganaki
disregarded	ukunganakwa
disrelish	hlekisa
disreputable	okungahlonishwa
disrepute	hlekisa
disrespect	ukungahloniphi
disrespectful	ukungabi nhlonipho
disrupt	ukuphazamisa
disrupting	ukuphazamisa
disruption	ukuphazamiseka
disruptive	ukuphazamisa
dissatisfaction	ukunganeliseki
dissatisfied	enganelisekile
dissect	dissect
dissection	dissection
disseminate	ukusabalalisa
dissemination	ukusakaza
dissension	ukungezwani
dissent	ukuphikisana
dissenting	ukuphikisana
dissertation	i-dissertation
disservice	hlela
dissident	abahlali
dissimilar	ahlukanise
dissipate	shiya
dissipated	zihlakazekile
dissociation	ukuhlukaniswa
dissociative	dissociative
dissolution	ukuchithwa
dissolve	qhafaza
dissonance	dissonance
dissuade	vala
distal	distal
distance	ibanga
distant	kude
distaste	ukuphazamisa
distasteful	ukuphazamiseka
distillate	distillate
distillation	iziphuzo zazihluzwayo
distilled	distilled
distinct	okuhlukile
distinction	ukuhlukaniswa
distinctive	okuhlukile
distinguish	hlukanisa
distinguishable	ukuhlukaniswa
distinguished	ehlukile
distinguishing	ukuhlukanisa
distort	ukuhlanekezela
distorted	iphikisiwe
distortion	ukuhlanekezela
distract	ukuphazamisa
distracted	ukuphazamiseka
distracting	ukuphazamisa
distraction	ukuphazamisa
distraught	ukuphazamiseka
distress	ukucindezeleka
distressed	ukucindezeleka
distressing	ukucindezeleka
distribute	ukusabalalisa
distribution	ukusatshalaliswa
distributor	umsabalalisi
district	isifunda
distrust	ukungathembeki
disturb	ukuphazamisa
disturbance	ukuphazamiseka
disturbed	ukuphazamiseka
disturbing	ukuphazamisa
disuse	ungasebenzisi
disused	ukuxoshwa
ditch	umgodi
ditto	kusho
ditty	imithi
diurnal	i-diurnal
diva	diva
divan	NO TRANSLATION
dive	dive
diver	diver
diverge	hlukana
divergence	ukuhlukana
divergent	ukuhlukana
diverging	ehlukanisa
divers	abahlukahlukene
diverse	ahlukene
diversified	ezihlukahlukene
diversify	ukuhlukanisa
diversion	ukuphambukisa
diversionary	ukuhlukahluka
diversity	ukuhlukahluka
divert	shintsha
diverting	ukuphambukisa
divest	hlukana
divested	ihlukanisiwe
divestment	ukuhlukana
divide	hlukana
divided	ihlukaniswe
dividend	i-dividend
divination	ukubhula
divine	ophezulu
divinity	ubuNkulunkulu
divisible	ukuhlukaniswa
division	ukuhlukana
divisor	hlukanisa
divorce	isehlukaniso
divorcee	isihlukaniso
divulge	vula
divvy	hlukana
dizziness	isiyezi
dizzy	udizizi
do	yenza
doable	kudingeke
doc	i-doc
docile	ukuphoqa
dock	idokodo
docked	i-docked
docket	idokhumenti
docking	i-docking
doctor	udokotela
doctorate	udokotela
doctrinal	izimfundiso
doctrine	imfundiso
document	umbhalo
documentary	i-documentary
documentation	imibhalo
documents	imibhalo
dodge	dodge
dodger	i-dodger
dodging	ukudida
dodgy	dodgy
dodo	dodo
doe	doe
doer	umenzi
dog	inja
dogface	i-dogface
dogged	ifakiwe
doggy	i-doggy
doghouse	i-doghouse
dogma	imfundiso
dogmatic	i-dogmatic
dogsick	NO TRANSLATION
doings	izenzo
doit	NO TRANSLATION
dojo	dojo
doldrums	izibhamu
dole	dole
doll	idoli
dollar	idola
dollhouse	udokotela
dolor	NO TRANSLATION
dolphin	ihlengethwa
domain	isizinda
dome	dome
domestic	ezifuywayo
domesticated	ezifuywayo
domestication	ukufuya
domicile	domicile
domiciled	domiciled
dominance	ukubusa
dominant	ephezulu
dominate	lawula
dominating	ukubusa
domination	ukubusa
dominatrix	dominatrix
dominion	umbuso
domino	domino
don	don
donate	banikele
donation	umnikelo
donkey	imbongolo
donor	umnikeli
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
