Word	ps
eggshell	هګۍ
ego	انا
egomaniac	egomaniac
egotistical	مثال
egregious	متفاوت
egress	خوندیتوب
eight	اته
eighteen	اتلس
eighth	اتم
eighty	اتیا
ejaculate	اعجاز
ejaculation	سکج
eject	ایستل
ejection	انجیل
elaborate	پراخ
elaboration	تشریح
elan	NO TRANSLATION
elapse	ضایع کول
elapsed	تېر شوی
elastic	لچک
elasticity	لچک
elated	ټاکل شوی
elation	تشریح
elbow	زاړه
eld	شه
elder	مشر
elderly	زاړه
elders	مشران
eldest	شهزاده
elect	انتخاب
election	ټولټاکنې
elective	غوره کول
elector	رای ورکوونکی
electoral	ټاکنې
electorate	رای ورکوونکی
electric	برقی
electric slide	برقی سلایډ
electrical	بریښنا
electrician	برقیان
electricity	بریښنا
electrify	برښنایی
electrocute	برقی
electrocution	برق
electromagnetic	برقی مقناطیسی
electron	برقیان
electronic	برقی
electronics	برقیات
elegance	ښکلا
elegant	ښکلی
element	عنصر
elemental	عنصر
elementary	لومړني
elements	عناصر
elephant	هفتي
elevate	لوړوالی
elevated	لوړ شوی
elevation	لوړوالی
elevator	لیلیه
eleven	یولس
eleventh	یولسم
elf	ایلف
elicit	ویاړ
eligible	وړ
eliminate	پایونه
elimination	له منځه وړل
elite	اشاره
elitist	ایټالویست
elixir	ایلکسیر
elk	elk
ell	ell
ellipse	یلپس
ellipsis	یلپسس
ellipsoid	ایپلپسیډ
elliptic	ندی
elliptical	نښې
elm	ایلم
elongate	پراخ کول
elongation	تاوان
elope	د
eloquence	باوري
eloquent	ضربه
elucidate	تشریح
elucidation	تشخیص
elude	ناڅاپه
elusive	ژغورونکی
emaciated	ناجائز
email	برېښلیک
emanate	موافقه
emancipation	خلاصون
embankment	بندول
embargo	NO TRANSLATION
embark	پیل کړئ
embarrass	شرمندوی
embarrassed	شرمنده
embarrassing	شرمنده
embarrassment	شرمندوی
embassy	سفارت
embattled	ښکته شوی
embed	ایډز
embellish	غوږونه
embellishment	ګولۍ
embers	غوږونه
embezzlement	اختطاف
embezzler	غلا کول
emblem	نښان
emblematic	ښکاري
embodiment	تخنیک
embolism	ایبولازم
embossed	غوږ شوی
embrace	منډه
embroidered	کڅوړه
embroidery	کڅوړه
embroiled	غوړ شوی
embryo	جنين
embryonic	جنين
emcee	ایمسی
emerald	زمرد
emerge	ننوځئ
emergence	پیل
emergency	بیړني حالت
emeritus	امیریتس
emery	امیر
emetophobia	ایمیتفوبیا
emigrate	بیرته راګرځول
emigration	مهاجرت
eminence	اطمینان
eminent	نامتو
eminently	په عین وخت کې
emir	NO TRANSLATION
emissary	افشا
emission	ترلاسه کول
emit	عقل
emo	emo
emotion	احساس
emotional	احساسات
emotive	احساسات
empathic	جذباتي
empathize	خواخوږي
empathy	خواخوږی
emperor	شاته
emphasis	ټینګار
emphasize	ټینګار کوي
emphatic	ستونی
emphysema	هایفسیما
empire	امپراتورۍ
empirical	تجربه
empiricism	تجربه
employ	کار کول
employee	کارمند
employer	کار ورکوونکی
employment	دندې
emporium	emporium
empower	ځواکمن کول
empress	امپراتور
emptiness	خفه
emption	جذب
empty	خالي
emu	ام
emulate	جذب کړئ
emulsion	ایمولون
enable	فعالول
enablement	وړتیا
enact	نافذ
enactment	نافذ کول
enamel	انټیل
encampment	بندیز
enchant	ښکلی
enchanted	ټوپک
enchanting	نازک
enchantment	جادوګر
enchantress	جادوگر
enchilada	انکلیلا
encircle	ځړول
encircling	محدوده کول
enclave	تړل
enclose	تړل
enclosure	تړل
encode	کوډ کړئ
encomiastic	NO TRANSLATION
encomium	انټیمیم
encompass	شامل کړئ
encore	NO TRANSLATION
encounter	مخ
encourage	هڅول
encouraged	هڅول شوی
encouragement	هڅونې
encouraging	هڅول
encroach	تاوان
encroachment	بندیزونه
encrypt	کوډ
encryption	کوډیزون
encumbrance	بندیز
encyclopedia	ګڼون
end	پای
end table	د پای میز
endanger	خطر
endangered	خطرناکه
endangerment	د خطر خطر
endearing	زیږیدل
endeavor	هڅه
ended	پای ته ورسیده
endemic	ډډیمیک
endgame	پایله
ending	پای
endless	پایه
endocarditis	د وینډوزیسټس
endorse	تایید
endorsement	تصدیق
endow	پایله
endowed	منل شوی
endowment	بندول
endpapers	پاڼي
endpoint	د پای ټکی
endurance	صبر
endure	صبر
enduring	پایښت
enema	انیما
enemy	دښمن
energetic	انرژی
energize	پیاوړی کول
energy	انرژي
enforce	تطبیق
enforcement	تطبیق
enforcer	تطبیق
engage	مشغول
engaged	مشغول
engagement	ښکیلتیا
engaging	مشغول
engender	ښکلا
engine	انجن
engineer	انجنیر
engineering	انجنیری
engrave	مشخصه
engraved	ککړ شوی
engraver	کڅوړه
engraving	کڅوړه
engrossed	لګول شوی
engrossing	ښکلول
engulf	انجیل
enhance	لوړول
enhancement	وده
enigma	انجمن
enigmatic	انګرېزي
enjoin	هڅول
enjoy	خوند واخلئ
enjoyable	خوندیتوب
enjoying	خوند واخلئ
enjoyment	خوندیتوب
enlarge	پراخه کړئ
enlarged	پراخ شوی
enlargement	وده
enlighten	روښانه کول
enlightened	روښانه شوی
enlightening	روښانه کول
enlightenment	روښانتیا
enlist	نوم لیکنه
enliven	اټکل شوی
enmity	دښمني
ennui	ennui
enormity	حدیث
enormous	ډیری
enormously	په ډیره کچه
enraged	غصب شوی
enrich	غني کول
enroll	نوم لیکنه
enrollment	نومونې
ensemble	ملګری
ensign	نښه کړئ
enslave	غلا کول
enslaved	غلا شوی
enslavement	غلا کول
ensue	عمل
ensure	ډاډمن کړئ
entail	ننوتل
entangled	ننوتل
entanglement	انفلاسیون
enter	ننوتل
enterprise	شرکت
enterprising	پانګونه
entertain	تفریح
entertained	تفریح
entertainer	تفریح
entertaining	خوندیتوب
entertainment	تفریح
enthralled	خفه شوی
enthusiasm	ليوالتيا
enthusiast	لیوالتیا
enthusiastic	لیوالتیا
entice	ننوځي
entire	ټول
entirety	بشپړ
entitle	استحق
entity	اداره
entomology	داخلیولوژي
entourage	هڅونه
entrails	ننوتل
entrance	ننوتل
entrapment	ننوتل
entreat	ننوتل
entree	ننوتل
entrepreneur	سوداګر
entrust	ځړول
entry	ننوتل
enumerate	شمیرل
enumeration	شمېره
envelope	لفافه
envious	ژړا
environ	NO TRANSLATION
environment	چاپیریال
environmental	چاپیریال
environs	چاپیریال
envision	تصور
envoy	استازی
envy	حسد
enzyme	انزايم
ephemeral	ایډیممرل
ephemeris	ايډميمرس
epic	ایډیک
epidemic	ایډیدیمیک
epidermis	ایډیډرمرمس
epidural	ایډډرولر
epilepsy	مریضۍ
epileptic	ماتول
epilogue	ایپلیلوم
epiphany	ايپيفاني
episcopal	ایپوسکپال
episode	برخه
episodic	نسخه
epistle	برخه
epitaph	ایپیټاف
epithet	عصمت
epitome	عطام
epoch	فصل
equal	مساوي
equality	مساوات
equalization	مساوات
equalize	مساوات
equalizer	برابرونکی
equally	مساوي
equate	مساوي
equation	مساوات
equator	مساوي
equatorial	مساوي
equestrian	ساتونکی
equidistant	مساوي
equilibration	مساوات
equilibrium	مساوي
equip	سمبال
equipment	سامانونه
equitable	مساوي
equity	مساوات
equivalence	مساوات
equivalent	برابر
equivocal	مساوي
era	وخت
eradicate	له منځه وړل
eradication	له منځه وړل
erase	حذف کړئ
eraser	ايستل
erasure	له منځه وړل
ere	NO TRANSLATION
erect	جوړ شوی
erectile	عصري
erection	جوړول
ergo	NO TRANSLATION
erode	ايستل
erosion	خاوره
erotic	جنسي
erotica	ایوټیکا
err	غلط
errand	غلطی
errant	خیر
erratic	ناڅاپه
erratum	غلطی
erroneous	غلط
error	تېروتنه
erst	NO TRANSLATION
erudite	ایډیوټ
erupt	د
eruption	له منځه وړل
escalade	کښتۍ
escalate	زیاتوالی
escalating	زیاتوالی
escalation	زیاتوالی
escalator	کڅوړی
escape	تیښته
escaped	وتښتېدل
escarpment	خنډ
eschew	د
escort	مصروف
escrow	رسمی سند
esophagus	انفراګوس
esoteric	esoteric
especial	NO TRANSLATION
espionage	جاسوسي
espouse	espouse
espresso	espresso
esprit	esprit
esquire	مصرف
essay	مضمون
essayist	لیکوال
essence	بنسټ
essential	اړین دي
essentially	په اصل کې
establish	تاسیس کړئ
established	تاسیس شوی
establishment	تاسیسات
estate	شتمنۍ
esteem	ستاینه
esteemed	درناوي
esthetic	اټکل شوی
estimable	اټکل شوی
estimate	اټکل
estimation	اټکل
estoppel	اټکل
estranged	اټکل شوی
estrogen	اېسټروجن
estuary	اټکل
etch	غږ
etching	وینځل
eternal	ابدي
eternity	تلپاتې
ethanol	ایتانول
ether	ایت
ethereal	اخلاقي
ethic	اخلاقي
ethical	اخلاقي
ethics	اخلاقيات
ethnic	قومي
ethnography	د توکیو
etiology	ایولوژي
etiquette	عقل
etymology	ایټولوژی
eucalyptus	اوکالیپتوس
euchre	ایچریټ
eugenics	ګڼونونه
eulogistic	ایولوژستیک
eulogium	ایګزیمم
eulogize	ایجز کړئ
eulogy	بولي
euphemism	ایوپیمزم
euphoria	خوښي
euphoric	اپوروریک
euro	یورو
euthanasia	اتیتانیا
evacuate	له منځه وړل
evacuation	ایستل
evade	پریښودل
evaluate	ارزونه
evaluation	ارزونه
evanescence	تشخیص
evangelical	انجیلیلیک
evangelist	انجیل لیکونکی
evangelistic	تبلیغاتي
evaporate	تبصره
evaporation	تبصره
evasion	تیري
evasive	ویجاړونکی
eve	د
evening	ماښام
evens	NO TRANSLATION
event	پېښه
eventful	پېښه
eventual	وروستي
eventuality	واقعیت
evergreen	تلګریزه
everlasting	تل پاتې
evermore	هرکله
everyday	هره ورځ
everyman	هرمان
evict	تشریح
eviction	له منځه وړل
evidence	شواهد
evident	ښکاره ده
evidentiary	شواهد
evil	بد
evoke	تشریح کړئ
evolution	ارتقاء
evolutionary	ارتقاء
evolve	پراختیا ومومئ
ewe	وږی
ex	پخواني
exacerbate	زیاتوالی
exacerbation	زیاتوالی
exact	سمه ده
exacting	سمه ده
exaggerate	زړورتیا
exaggerated	زغم شوی
exaggeration	زغم
exalt	لوړېدل
exaltation	تعظیم
exalted	لوړ شوی
exam	ازموینې
examination	ازموینه
examine	معاینه وکړئ
examiner	معاینه
example	مثال
exasperated	خراب شوی
exasperation	تبصره
excavate	کيندل
excavation	کيندل
excavator	کيندونکی
exceed	ډیر
exceeding	له
excel	اېسلسل
excellence	غورهتوب
excellent	ښه
excelsior	خوندیتوب
excepting	پرته
exception	استثنا
exceptional	غیر رسمي
excerpt	خوشحاله
excess	اضافه
excessive	زیاتره
excessively	زیاتره
exchange	تبادله
excise	محصول
excision	خوشحاله
excitability	خوځښت
excitable	ښه
excitation	هڅونې
excite	خوشحاله
excited	خوښ شوی
excitement	خوځښت
exciting	زړه پورې
exclaim	اعالن کړئ
exclamation	اعلامیه
exclude	لرې کړئ
excluded	بې برخې شوي
excluding	پرته
exclusion	جالوالی
exclusive	ځانګړې
excrement	ککړتیا
excretion	خوځښت
excruciating	خوشحاله
excursion	تعصب
excuse	عذر
exec	اجرا کول
execute	اعدام کول
execution	اعدام
executioner	اعدامونکی
executive	اجرایوي
executor	اجرا کونکي
exegesis	توضيحات
exemplar	بېلګه
exemplary	مثالی
exemplify	مثبته کړئ
exempt	معاف
exemption	معافیت
exercise	تمرین
exert	پرېښودل
exertion	تکرار
exhale	ژوره
exhaust	خارجی
exhausted	ختم شوی
exhaustion	تنفس
exhaustive	دوامداره
exhibit	نندارتون
exhibition	نندارتون
exhilarated	ژغورل شوی
exhilarating	خوشحاله
exhilaration	خوندیتوب
exhort	وباسئ
exhortation	استثناء
exhumation	تنفس
exhume	ژوره
exigent	NO TRANSLATION
exile	جلاوطني
exist	شتون لري
existence	شتون لري
existent	موجود
existential	موجود دی
existing	شته
exit	وتون
exodus	بهرنی
exonerate	زیاتوالی
exorbitant	بهرنی
exorcism	بهرنیزم
exorcist	بهرنی
exotic	خارجي
expand	پراخول
expanded	پراخ شوی
expanse	توضیحات
expansion	پراخول
expansive	پراخه
expatriate	بیرته راستنیدنه
expect	تمه لري
expectance	تمه
expectancy	توقع
expectant	تمه لري
expectation	تمه
expected	تمه کیده
expecting	تمه کول
expediency	زیږون
expedient	پراخونکی
expedite	پراخیدل
expedition	کمپاین
expeditious	پراخه
expel	ایستل
expendable	لګښتونه
expenditure	لګښت
expense	لګښت
expenses	لګښتونه
expensive	ګران بيه
experience	تجربه
experienced	تجربه
experiences	تجربې
experiment	تجربه
experimental	تجربه
experimentation	تجربه
experimenter	تجربه کوونکي
expert	ماهر
expertise	ماهرین
expiration	پای ته رسیدل
expire	ختمول
expired	ختم شوی
expiry	پای ته رسیدنه
explain	تشریح کړئ
explanation	تشریح
explanatory	تشریحات
expletive	ناڅاپه
explication	څرګندونې
explicit	واضح
explode	چاودنه
exploit	استحصال کول
exploitation	استثمار
exploration	استخراج
exploratory	پلټونکی
explore	وپلټئ
explorer	اکسټرور
explosion	چاودنه
explosions	چاودیدونکي توکي
explosive	چاودیدونکي توکي
expo	Expo
exponent	ضمیمه
exponential	احتمالي
export	صادرات
exportation	صادرات
expose	ښکاره کول
exposed	ښکاره شوی
exposition	څرګندونې
expository	خوندیتوب
exposure	ښکاره کول
expound	ډک کړئ
express	څرګند
expression	څرګندونې
expressive	څرګندونې
expressway	لوی سړک د تیزو ګاډو لپاره
expropriation	تاوان
expulsion	اخراج
exquisite	نامتو
exquisitely	بې له شکه
extant	دوام لري
extend	غزول
extendable	اوږدونکی
extended	پراخ شوی
extension	ترویج
extensive	پراخ
extent	حد
exterior	بهر
exterminate	ړنګول
extermination	ړنګول
exterminator	ماتې
external	بهرني
externally	بهرنی
extinct	ناڅاپي
extinction	وینځل
extinguish	اور وژنه
extinguisher	اور وژونکی
extol	اضافه کول
extort	راوړل
extortion	غځول
extra	اضافه
extract	راوړل
extracting	راټولول
extraction	استخراج
extractor	استخراج
extracurricular	غیر غیر نصابي
extradition	سپارل
extrajudicial	غیرقانوني
extramural	بهرنی
extraneous	غیرقانوني
extraordinaire	غیر معمولی
extraordinary	غیر معمولي
extraterrestrial	بهر
extravagance	ناڅاپي
extravagant	بې درکه
extravaganza	پروروګینزا
extreme	سخته
extreme anticipation	ډیره اټکل
extreme disgust	خورا سخت خوندیتوب
extreme surprise	ډیر حیرانتیا
extreme trust	ډیر باور
extremely	ډیر
extremely negative	ډیر منفي
extremely positive	خورا مثبت
extremity	افراطیت
extricate	غزول
extrinsic	خارجی
extrusion	وینډوز
exuberance	زغم
exude	خفه کړئ
eye	سترګې
eyeball	سترګو
eyebrow	غوړ
eyeful	سترګو
eyeglass	سترګي
eyeglasses	سترګو
eyelash	محرم
eyelet	سترګې
eyeliner	پټرول
eyepiece	سترګې
eyes	سترګې
eyesight	سترګو
eyewitness	شاهد شاهد
fab	فاب
fable	وړتیا
fabled	جعلي
fabric	ټوټه
fabricate	جوړ کړئ
fabricated	جوړ شوی
fabrication	جوړونه
fabulous	ښه
facade	مخ
face	مخ
faceless	بې باکه
facet	مخ
facial	مخ
facile	NO TRANSLATION
facilitate	اسانتیاوې
facility	اسانتياوې
facing	مخامخ
facsimile	فکسیم
fact	حقیقت
faction	ګروپ
factor	عنصر
factory	فابریکه
facts	حقیقتونه
