Word	ceb
daemon	daemon
daft	daft
dagger	dagger
daily	adlaw-adlaw
dainty	dalagyot
daiquiri	daiquiri
dairy	dairy
daisy	daisy
dak	NO TRANSLATION
dale	dale
dam	dam
damage	kadaot
damaged	nadaot
damages	mga kadaot
dame	dame
damn	damn
damnation	panghimaraut
damned	panghimarauton
damp	damp
dampened	nalaya
damper	damper
damsel	damsel
dance	sayaw
dancer	mananayaw
dancing	pagsayaw
dandruff	dandruff
dandy	dandy
danger	kakuyaw
dangerous	delikado
dangerously	delikado
dangit	NO TRANSLATION
dangle	pagdula
dank	NO TRANSLATION
dapper	dapper
dare	mangahas
daredevil	daredevil
daresay	daresay
daring	mapangahason
dark	ngitngit
darken	mangitngit
darkened	nangitngit
darkly	ngitngit
darkness	kangitngit
darkroom	darkroom
darkside	ngitngit
darling	sayaw
darn	darn
dart	igpalantig
dash	dash
dashboard	dashboard
dashed	dashed
dashing	dashing
dastardly	derby
data	data
database	database
date	petsa
datenight	NO TRANSLATION
daughter	anak nga babaye
dawdle	dawdle
dawn	kaadlawon
dawned	nagdako
day	adlaw
daybreak	daybreak
daycare	daycare
daydream	daydream
daydreaming	daydreaming
daylight	adlaw
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	adlaw
daze	daze
dazed	nahingangha
dazzle	dazzle
dazzling	makapahingangha
deacon	deacon
deactivate	pag-deactivate
dead	patay na
deadbeat	deadbeat
deadline	deadline
deadlines	mga deadline
deadlock	deadlock
deadly	makamatay
deaf	bungol
deafening	nakulbaan
deafness	pagkabungol
deal	atubang
dealer	tigbaligya
dealership	dealership
dealing	pagtratar
dealings	pakigsulti
dean	dean
dear	hinigugma
dearest	gihigugma
dearth	gutom
death	kamatayon
deathbed	hugaw
deathly	pagkamatay
debacle	pagbasol
debased	nanghimaraut
debatable	debateable
debate	debate
debauchery	pagkadaotan
debenture	debenture
debilitating	makapahuyang
debit	debit
debrief	debrief
debriefing	debriefing
debris	mga tinumpag
debt	utang
debtor	utangan
debut	debut
debutante	debutante
decade	dekada
decadence	pagkadunot
decadent	pagkadunot
decaf	decaf
decanter	decanter
decathlon	decathlon
decay	pagkadunot
decayed	pagkadunot
decaying	pagkadunot
deceased	namatay
decedent	dunut
deceit	pagpanglimbong
deceitful	malimbongon
deceive	paglimbong
deceived	nalimbongan
deceiving	pagpanglimbong
december	Disyembre
decency	kaligdong
decent	disente
deception	pagpanglimbong
deceptive	malimbongon
decide	paghukom
decidedly	mapamatud-an
deciduous	mahimutang
decimal	decimal
decimeter	decimeter
decipher	pag-decipher
decision	desisyon
decisive	mahukmanon
deck	deck
declaration	deklarasyon
declaratory	deklaratory
declare	ipahayag
declination	deklinasyon
decline	pagkunhod
declining	pagkunhod
deco	deco
decode	mabasa
decoder	decoder
decompose	madunot
decomposed	gihukman
decomposition	pagkadunot
decompress	pag-decompress
decompression	dekompresyon
decontamination	dekontaminasyon
decor	dekorasyon
decorate	pagdayandayan
decorating	pagdayandayan
decoration	dekorasyon
decorative	pangdekorasyon
decorator	dekorador
decorum	pagkamaayo
decoy	pagdaot
decrease	pagkunhod
decreased	mikunhod
decreasing	pagkunhod
decree	dekrito
decrement	pagkunhod
decrepit	hagit
decry	pagdumot
decryption	dekripsiyon
dedicate	pagpahinungod
dedication	pagpahinungod
deduce	paghunahuna
deduct	kuhaon
deductible	mabasura
deduction	minusan
deed	buhat
deejay	deejay
deem	giisip
deep	lawom
deepen	molalom
deer	usa
defamation	pagpakaulaw
defamatory	pagpanghimaraut
default	default
defeat	kapildihan
defeated	napildi
defeatist	kapildihan
defect	depekto
defection	pagbiya
defective	depektoso
defector	defector
defend	pagpanalipod
defendant	sinumbong
defended	nanalipod
defender	tigpanalipod
defending	pagdepensa
defense	depensa
defenseless	walay panalipod
defensible	mapanalipdan
defensive	depensiba
defer	pagpugong
deference	pagtahud
deferral	pagbalhin
deferring	pagpugong
defiance	pagsupak
defiant	mabudhion
defibrillator	defibrillator
deficiency	kakulangan
deficient	kulang
deficit	depisit
define	pagsabut
defined	gihubit
definite	tino
definition	kahulugan
definitive	tinuod
deflate	pagdumot
deflation	pagputol
deflect	pagpugong
deflection	pagpasipala
defloration	deforation
deform	nagbag-o
deformed	nausab
deformity	depekto
defraud	pagpanglimbong
defray	pagbayad
defrost	naguba
deft	deft
defunct	wala na
defuse	pagbasol
defy	pagsupak
degeneracy	pagkaubos
degenerate	maluya
degeneration	pagkawala
degradation	degradasyon
degrade	degrade
degraded	degradado
degrading	makapaubos
degree	degree
dehydrated	dehydrated
dehydration	dehydration
dejected	nasubo
delay	paglangan
delayed	nalangan
delectable	malipayon
delegate	delegado
delegation	delegasyon
delete	tangtangon
deleterious	deleterious
deletion	pagtangtang
deli	deli
deliberate	tinuyo
deliberation	deliberasyon
deliberative	deliberative
delicacy	delicacy
delicate	huyang
delicatessen	delicatessen
delicious	lami
delight	kalipay
delighted	nalipay
delightful	makapahimuot
delineate	pagdumala
delineation	pagdumala
delinquency	delingkuwensiya
delinquent	delingkwente
delirious	nahigmata
delirium	delirium
deliver	paghatud
deliverance	pagluwas
delivery	delivery
dell	dell
delta	delta
delude	delude
deluge	lunop
delusion	paglimbong
delusional	delusional
deluxe	deluxe
delve	pagtuon
demand	panginahanglan
demanding	pagpangayo
demeaned	gipanghimaraut
demeaning	pagpakaulaw
demeanor	kinaiya
demented	demented
dementia	dementia
demise	pagkawala
demo	demo
democracy	demokrasya
democrat	demokrata
democratic	demokratiko
demographic	demograpiko
demolish	gubaon
demolished	giguba
demolition	demolisyon
demon	demonyo
demonic	demonyohanon
demonstrable	mapamatud-an
demonstrate	ipakita
demonstrated	gipakita
demonstrating	pagpakita
demonstration	pagpakita
demonstrative	demonstrative
demonstrator	demonstrator
demoralized	nanghasi
demos	mga demo
demure	demure
den	NO TRANSLATION
deniability	deniability
denial	pagdumili
denied	gilimod
denim	hubon
denomination	denominasyon
denominational	denominasyon
denominator	denominador
denote	nagpasabot
denounce	pagpanghimaraut
dense	dasok
density	Densidad
dent	dent
dental	dental
dentist	dentista
dentistry	dentistry
dentists	dentista
denunciation	pagsaway
deny	ilimod
denying	paglimod
deodorant	pagbaligya
depart	pahawa
departed	milakaw
department	departamento
departmental	departamento
departure	pagbiya
depend	nagsalig
dependable	kasaligan
dependant	nagsalig
dependence	pagsalig
dependency	pagsalig
dependent	nagsalig
depict	paghulagway
depicting	naglarawan
depletion	kakapoy
deplorable	makaluluoy
deplore	depresyon
deploy	i-deploy
deployment	pagpadala
deport	deport
deportation	deportasyon
depose	depose
deposit	deposito
depositary	depositary
deposition	pagpahimutang
depository	deposito
depot	depot
depraved	nahugawan
depravity	pagkadautan
depreciate	depreciate
depreciated	gihumol
depreciation	depreciation
depress	depresyon
depressed	magul-anon
depressing	magul-anon
depression	depresyon
depressive	depresibo
depresson	NO TRANSLATION
deprivation	paghikaw
deprive	paghikaw
deprived	gihikawan
depth	giladmon
deputy	deputado
derail	pagkawala
deranged	giyubit
derelict	pagpaubos
derision	pagbiaybiay
derivation	gigikanan
derivative	naggumikan
derive	kuhaa
dermal	dermal
dermatologist	dermatologist
dermatology	dermatology
derogation	pagkawala
derogatory	pagpakaubos
descend	manaog
descendant	kaliwat
descendent	NO TRANSLATION
descending	mikanaog
descent	kaliwat
describe	paghulagway
description	paghulagway
descriptive	paghubit
desecrate	pagbadlong
desecration	pagpakasala
desert	kamingawan
deserted	mibiya
deserter	deserter
desertion	pagbiya
deserve	angay
deserved	takus
deserving	takus
design	disenyo
designate	pagtudlo
designated	gitudlo
designation	pagtawag
designed	gidesinyo
designer	designer
designing	pagdisenyo
desirability	gitinguha
desirable	madanihon
desire	tinguha
desiring	nagtinguha
desirous	matinguhaon
desist	paghunong
desk	desk
desolate	nahapay
desolation	pagkalaglag
despair	pagkawalay paglaum
despairing	nawad-an og paglaum
despatch	gipadala
desperado	desperado
desperate	desperado
desperation	desperasyon
despicable	talamayon
despise	tamayon
despondent	nawad-an sa paglaum
despotic	despotiko
despotism	despotismo
dessert	dessert
destination	destinasyon
destined	gitagana
destiny	kapalaran
destitute	makalolooy
destroy	paglaglag
destroyed	gilaglag
destroyer	tiglaglag
destroying	paglaglag
destruct	malaglag
destruction	kalaglagan
destructive	makaguba
detach	detach
detached	buwag
detachment	detatsment
detail	detalye
detailed	detalyado
details	mga detalye
detain	pagkabilanggo
detainee	detenido
detect	makita
detectable	makita
detection	pagkakita
detective	detective
detector	detector
detention	pagkabilanggo
deter	pagpugong
detergent	detergent
deteriorate	pagkadaot
deteriorated	nadaot
deteriorating	nagkagrabe
deterioration	pagsamot
determinable	determinable
determinate	determinado
determination	determinasyon
determine	pagtino
determined	determinado
deterrent	pagpugong
detest	dungog
detestation	pagkadunot
detonate	magpabuto
detonation	detonasyon
detonator	detonator
detour	likoanan
detract	makadaut
detriment	kadaot
detrimental	makadaot
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	nanglimbawot
devastate	malaglag
devastated	nahugno
devastating	makagun-ob
devastation	pagkaguba
develop	paglambo
developer	developer
developing	pagpalambo
development	pagpalambo
deviant	maglikay
deviate	nahisalaag
deviating	naglikay
deviation	pagtipas
device	device
devil	yawa
deviled	gigunitan
devilish	yawan-on
devious	malimbungon
devise	magmugna
devoid	wala
devolution	debusyon
devolve	Gihimo
devote	paghalad
devoted	gipahinungod
devotee	deboto
devotion	debosyon
devotional	debosyonal
devour	magalamoy
devout	diosnon
dew	yamog
dexter	dexter
dexterity	dexterity
dextrose	dextrose
diabetes	diabetes
diabetic	diabetic
diabolical	yawan-on
diagnose	pag-diagnose
diagnosis	pagdayagnos
diagnostic	diagnostic
diagnostics	diagnostics
diagonal	diagonal
diagram	diagram
dial	i-dial
dialect	dialekto
dialectic	dialectic
dialogue	dialogue
dialysis	dialysis
diameter	diametro
diamond	diamante
diamonds	diamante
diaper	diaper
diaphragm	diaphragm
diarrhea	kalibang
diarrhoea	kalibang
diary	diary
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	dice
dicey	dicey
dichotomous	dichotomous
dichotomy	dichotomy
dick	dick
dickhead	dickhead
dicks	dicks
dictate	pagdiktar
dictation	pagdikta
dictator	diktador
dictatorial	dictatorial
dictatorship	diktadurya
diction	diction
dictionary	diksiyonaryo
dictum	NO TRANSLATION
didactic	didactic
diddle	Gisulayan
die	NO TRANSLATION
died	namatay
diesel	diesel
diet	pagkaon
dietary	pagkaon
differ	lahi
difference	kalainan
differences	mga kalainan
different	lainlaig
differential	kaugalian
differentiation	pagkalahi
differently	lahi
differing	magkalahi
difficult	lisod
difficulties	mga kalisud
difficulty	kalisud
diffuse	nagkalainlain
diffusion	pagsabwag
dig	NO TRANSLATION
digest	digest
digestion	paghilis
digestive	digestive
digit	digit
digital	digital
dignified	dungganon
dignify	dignidad
dignity	dignidad
digress	digress
digs	pagkalot
dike	dike
dilapidated	gubaon
dilatation	paglapad
dilation	paglapad
dildo	dildo
dilemma	problema
diligence	kakugi
diligent	makugihon
dill	dill
diluent	puro
dilute	pagkalutaw
diluted	lasaw
dilution	pagkunhod
dim	dili maayo
dime	dime
dimension	sukod
dimensional	kadako
diminish	pagkunhod
diminished	mikunhod
diminution	pagkunhod
diminutive	diminutive
dimwit	Dugang pa
din	NO TRANSLATION
dine	Pagkaon
diner	Diner
dinghy	dinghy
dingo	dingo
dingy	dili maayo
dining	pagkaon
dinky	dinky
dinner	panihapon
dinnertime	panihapon
dinosaur	Dinosaur
dint	dint
diocesan	diocesan
diocese	diosesis
diorama	diorama
dioxide	dioxide
dip	ituslob
diploma	diploma
diplomacy	diplomasya
diplomat	diplomat
diplomatic	diplomatiko
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	direkta
directed	gimandoan
direction	direksyon
directive	direktiba
directly	direkta
director	direktor
directory	direktoryo
dirt	hugaw
dirty	hugaw
disability	kakulangan
disable	disable
disabled	baldado
disadvantage	Disbentaha
disaffected	dili maapektohan
disagree	wala magkauyon
disagreeable	dili maayo
disagreeing	wala magkauyon
disagreement	dili pagsinabtanay
disallow	disallow
disallowed	wala motugot
disapointment	NO TRANSLATION
disappear	mawala
disappearance	pagkawala
disappearing	mawala
disappoint	pakyas
disappointed	nasagmuyo
disappointing	makapahigawad
disappointment	kahigawad
disapproval	dili pag-uyon
disapprove	wala miuyon
disapproved	wala mouyon
disapproving	dili uyon
disarm	disarm
disarray	gubot
disaster	katalagman
disastrous	malaglag
disband	buwag
disbelief	dili makatuo
disbelieve	dili motuo
disburse	pagbayad
disbursement	pagbayad
disc	disc
discard	isalikway
discarded	gilabay
discards	gibiyaan
discern	pag-ila sa
discernible	mahibal-an
discerning	pag-ila
discernment	pag-ila
discharge	paggawas
disciple	tinun-an
disciplinary	pagdisiplina
discipline	pagdisiplina
disciplined	disiplinado
disclaim	pagsalikway
disclaimer	pagsaway
disclose	gibutyag
disclosed	gibutyag
disclosure	pagbutyag
disco	disco
discoloration	pagkawalay paglaum
discolored	nagkalainlain
discomfort	dili komportable
disconcerted	nalibog
disconcerting	nga walay kahadlok
disconnect	paghunong
disconnected	wala'y kalabutan
disconnection	pagkadetalye
disconnects	nagdumili
discontent	pagkadiskontento
discontinuance	paghunong
discontinue	paghunong
discontinuity	paghunong
discontinuous	wala'y pagpadayon
discord	panagbingkil
discount	diskwento
discounted	giminosan
discourage	makapawala sa kadasig
discouraged	nawad-an sa kadasig
discouragement	pagkawala sa kadasig
discouraging	nakapawala sa kadasig
discourse	pakigpulong
discover	pagdiskobre
discovery	pagdiskobre
discredit	pagdaot
discredited	wala'y gibalibaran
discreet	NO TRANSLATION
discrepancy	kalahian
discrete	magkalahi
discretion	pagkabuotan
discretionary	pagkabuotan
discriminate	pagpihigpihig
discriminating	pagpihig
discrimination	diskriminasyon
discus	discus
discuss	hisguti
discussion	diskusyon
disdain	pagtamay
disdainful	makauulaw
disease	sakit
diseased	masakiton
disembodied	wala'y gibati
disengage	mawala
disengagement	paghunong
disfigured	nangaguba
disgrace	kaulaw
disgraced	kaulaw
disgraceful	makauulaw
disgruntled	dili maayo
disguise	magtakoban
disguised	nagtakuban
disgust	kasuko
disgusted	kasuko
disgusting	dulumtanan
dish	pinggan
disheartened	nawad-an sa paglaum
disheartening	makapaguol
dishonest	dili matinud-anon
dishonesty	pagkadili matinuoron
dishonor	pagpakaulaw
dishonorable	makauulaw
dishwasher	tighugas
disillusionment	pagkawala sa kadasig
disinclination	pagdumot
disincline	pagkawala
disinclined	wala
disinfect	disinfect
disinfectant	disinfectant
disinfection	disinfection
disinformation	disinformation
disingenuous	disingenuous
disintegrate	nabungkag
disintegration	pagkabungkag
disinterested	wala'y interesado
disjoint	nahimulag
disjointed	wala'y paglaum
disjunctive	disjunctive
disk	disk
diskette	diskette
dislike	dili ganahan
disliked	dili gusto
disliking	dili gusto
dislocated	naglisud
dislocation	dislokasyon
dislodge	pagpalayo
disloyal	dili maunongon
disloyalty	pagkadili maunongon
dismal	makaluluoy
dismantle	pagbungkag
dismay	kaguol
dismayed	nahadlok
dismemberment	pagbungkag
dismiss	pag-dismiss
dismissal	pagpalagpot
dismissive	pag-dismiss
dismount	pag-usik
disobedience	pagkamasinupakon
disobedient	dili masinugtanon
disobey	pagsupak
disorder	disorder
disordered	disordered
disorderly	disorderly
disorganized	dili maayo
disorientation	disorientasyon
disoriented	dili maayo
disown	ilimod
disparage	pagdaot
disparaging	pagdaot
disparate	nagkalainlain
disparity	disparity
dispassionate	walay kaluya
dispatch	pagpadala
dispatcher	dispatcher
dispel	pahawa
dispensary	dispensaryo
dispensation	dispensasyon
dispense	paghatag
dispenser	dispenser
dispersal	dispersal
disperse	pagwagtang
dispersed	nagkatibulaag
dispersion	pagkatibulaag
dispirited	nahunong
displace	pagbalhin
displaced	nawala
displacement	pagbakwit
displacency	displacency
display	ipakita
displease	dili makapahimuot
displeased	wala mahimuot
displeasure	kasuko
disposable	mapusa
disposal	paglabay
dispose	paglabay
disposed	nahimulag
disposition	disposisyon
dispossessed	gipagawas
disprove	nagapanghimakak
dispute	panaglalis
disqualification	diskwalipikasyon
disqualified	wala'y kwalipikado
disqualify	dili takus
disquieted	nahadlok
disregard	pagsalikway
disregarded	wala panumbalinga
disrelish	wala'y paglaum
disreputable	dulumtanan
disrepute	pagkadismaya
disrespect	walay pagtahod
disrespectful	dili matinahuron
disrupt	makatugaw
disrupting	makadaot
disruption	pagkawala
disruptive	makatugaw
dissatisfaction	dili kontento
dissatisfied	dili matagbaw
dissect	pagkalibog
dissection	dissection
disseminate	pagpalapnag
dissemination	pagsabwag
dissension	pagsupak
dissent	pagsupak
dissenting	pagbiya
dissertation	dissertation
disservice	disservice
dissident	pagsupak
dissimilar	dili managsama
dissipate	mawala
dissipated	nahutdan
dissociation	disosiasyon
dissociative	pagsabwag
dissolution	paglapas
dissolve	dissolve
dissonance	disonance
dissuade	pagpugong
distal	distal
distance	gilay-on
distant	layo na
distaste	pagkawala
distasteful	dili maayo
distillate	distillate
distillation	distillation
distilled	distilled
distinct	lahi
distinction	pagkalahi
distinctive	talagsaon
distinguish	makilala
distinguishable	mailhan
