Word	vi
fainting	ngất xỉu
fair	hội chợ
fairly	công bằng
fairness	công bằng
fairway	fairway
fairy	nàng tiên
faith	đức tin
faithful	Trung thành
faithfulness	sự trung tín
faithless	không có đức tin
fake	giả mạo
faker	thợ làm bánh
falafel	falafel
falcon	chim ưng
fall	ngã
fallacious	thất vọng
fallacy	lối ngụy biện
fallback	dự phòng
fallible	có thể sai lầm
falling	rơi xuống
fallopian	người theo dõi
fallout	ngã ra ngoài
fallow	bỏ rơi
false	SAI
falsehood	sự giả dối
falsely	sai lầm
falsification	giả mạo
falsified	giả mạo
falsify	làm sai lệch
falsity	giả mạo
falter	ngập ngừng
fame	danh tiếng
famed	nổi tiếng
familiar	quen
familiarity	sự quen thuộc
familiarize	làm quen
family	gia đình
familytime	thời gian cho gia đình
famine	nạn đói
famished	nổi tiếng
famous	nổi danh
famously	nổi tiếng
fan	quạt
fanatic	cuồng tín
fanatical	cuồng tín
fanaticism	cuồng tín
fanciful	huyền ảo
fancy	ưa thích
fandango	fandango
fanfare	sự phô trương
fang	NO TRANSLATION
fangs	răng nanh
fanning	quạt
fantasia	fantasia
fantasize	tưởng tượng
fantastic	tuyệt diệu
fantasy	tưởng tượng
faraway	xa xôi
farce	trò hề
farcical	farcical
fare	giá vé
farewell	từ biệt
farm	nông trại
farmer	nông phu
farmhouse	trang trại
farming	nông nghiệp
farmland	đất nông nghiệp
faro	faro
fart	đánh rắm
farther	xa hơn
fascia	fascia
fascinate	mê hoặc
fascinated	quyến rũ
fascinating	hấp dẫn
fascination	niềm đam mê
fascism	chủ nghĩa phát xít
fascist	người phát xít
fashion	thời trang
fashionable	hợp thời trang
fastball	fastball
fasten	đóng lại
fastener	dây buộc
fastening	buộc
fasting	nhịn ăn
fat	mập
fatal	chết người
fatalism	chủ nghĩa gây tử vong
fatality	tử vong
fate	số phận
fated	số phận
fateful	định mệnh
fathead	fathead
father	cha
fatherhood	làm cha
fatherland	tổ quốc
fatherly	người cha
fathom	hiểu được
fatigue	mệt mỏi
fatigued	mệt mỏi
fatso	fatso
fatten	fatten
fatty	béo
faucet	vòi nước
fault	lỗi
faultless	không có lỗi
faulty	bị lỗi
faun	faun
fauna	động vật
faux	giả
favor	ủng hộ
favorable	thuận lợi
favorite	yêu thích
favoriteholiday	NO TRANSLATION
favoritism	chủ nghĩa ưa thích
fawn	màu nâu vàng
fax	số fax
faze	NO TRANSLATION
fear	nỗi sợ
feared	sợ hãi
fearful	sợ hãi
fearfully	sợ hãi
fearing	sợ hãi
fearless	không sợ hãi
fears	sợ hãi
fearsome	đáng sợ
feasibility	tính khả thi
feasible	khả thi
feast	tiệc
feat	kỳ công
feather	lông
feathered	có lông
feature	đặc tính
features	Tính năng, đặc điểm
febrile	sốt
fecal	phân
feces	phân
fecundity	sự sung túc
fed	đã nuôi
federal	liên bang
federation	liên kết
fedup	NO TRANSLATION
fee	học phí
feeble	yếu đuối
feed	nuôi
feedback	Phản hồi
feeder	trung chuyển
feel	cảm thấy
feelgood	cám thấy tốt
feeling	cảm giác
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	đôi chân
feign	giả vờ
feigned	giả vờ
feisty	hăng hái
felicity	sự đáng sợ
feline	mèo rừng
fell	rơi
feller	cánh quạt
fellow	đồng nghiệp
fellowship	học bổng
felon	trọng tội
felony	trọng tội
felt	cảm thấy
female	giống cái
feminine	giống cái
femininity	nữ tính
feminism	nữ quyền
feminist	nữ quyền
femme	NO TRANSLATION
femoral	xương đùi
femur	xương đùi
fen	NO TRANSLATION
fence	hàng rào
fenced	có hàng rào
fencing	hàng rào
fend	chống lại
fender	fender
fennel	thì là
ferment	lên men
fermentation	sự lên men
fern	dương xỉ
ferocious	hung dữ
ferocity	hung hăng
ferret	chồn
ferry	phà
ferryboat	NO TRANSLATION
fertile	phì nhiêu
fertility	khả năng sinh sản
fertilize	thụ tinh
fertilizer	phân bón
fervent	nhiệt tình
fervor	hăng hái
fess	sự yêu thích
fest	liên hoan
festival	lễ hội
festive	lễ hội
fetal	thai nhi
fetch	tìm nạp
fete	NO TRANSLATION
fetish	tôn sùng
fetus	thai nhi
feud	mối thù hận
feudal	phong kiến
feudalism	phong kiến
fever	sốt
feverish	sốt
fiancee	NO TRANSLATION
fiasco	thất bại
fiat	fiat
fib	bịnh
fiber	chất xơ
fiberglass	sợi thủy tinh
fibrosis	xơ hóa
fibrous	sợi
fickle	hay thay đổi
fiction	viễn tưởng
fictional	hư cấu
fictitious	hư cấu
fiddle	vĩ cầm
fiddler	người làm biếng
fidelity	trung thực
fidgety	bồn chồn
fiduciary	ủy thác
field	cánh đồng
field hockey	khúc côn cầu
fielder	người bảo vệ
fiend	bạn bè
fiendish	hung dữ
fierce	khốc liệt
fiery	bốc lửa
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	mười lăm
fifty	năm mươi
fig	sung
fight	chiến đấu
fighter	đấu sĩ
fighting	trận đánh
fights	chiến đấu
figment	hình vẽ
figurative	tượng trưng
figure	nhân vật
figurine	bức tượng nhỏ
filament	dây tóc
filamentous	có sợi
file	tập tin
filet	thịt thăn
filibuster	người làm phim
filigree	đồ nư
filing	nộp hồ sơ
filings	hồ sơ
fill	lấp đầy
filler	chất độn
fillet	phi lê
filling	đổ đầy
filly	bẩn thỉu
film	phim ảnh
filmmaker	nhà làm phim
filmy	NO TRANSLATION
filter	bộ lọc
filth	rác rưởi
filthy	bẩn thỉu
filtration	lọc
fin	NO TRANSLATION
final	sau cùng
finale	đêm chung kết
finalist	chung kết
finality	cuối cùng
finalize	hoàn thành
finalized	hoàn thành
finally	cuối cùng
finance	tài chính
financial	tài chính
financier	nhà tài chính
finch	finch
find	tìm thấy
finder	người tìm kiếm
finding	Phát hiện
fine	khỏe
finery	tinh ranh
finesse	khéo léo
finger	ngón tay
fingernail	móng tay
fingerprint	vân tay
fingerscrossed	NO TRANSLATION
finish	hoàn thành
finished	đã kết thúc
finite	có hạn
fink	nháy mắt
fir	cây thông
fire	ngọn lửa
firearm	súng cầm tay
firearms	súng cầm tay
fireball	quả cầu lửa
firecracker	pháo nổ
firefight	trận hỏa hoạn
firefighter	lính cứu hỏa
firefly	con đom đóm
firehouse	phòng cháy chữa cháy
firelight	ánh sáng
fireman	lính cứu hỏa
fireplace	lò sưởi
firepower	hỏa lực
fireproof	chống cháy
fireside	lò sưởi
firestorm	Cơn bão lửa
firewall	bức tường lửa
firewood	củi
firework	phao hoa
fireworks	bắn pháo hoa
firing	bắn
firm	chắc chắn
firmament	sự vững chắc
firmly	chắc chắn
firmness	cứng rắn
first	Đầu tiên
firstborn	đầu tiên
firstworldprobs	NO TRANSLATION
fiscal	tài chính
fish	cá
fisherman	ngư dân
fishery	nghề cá
fishing	đánh bắt cá
fishing boat	tàu đánh cá
fishy	tanh
fissile	phân hạch
fission	phân hạch
fissure	khe nứt
fist	nắm tay
fistfight	fistfight
fistful	nắm tay
fistula	lỗ rò
fit	Phù hợp
fitness	thể dục
fits	phù hợp
fitted	được trang bị
fitting	phù hợp
fittings	phụ kiện
five	số năm
fiver	fiver
fix	sửa chữa
fixable	có thể sửa được
fixation	sự định hình
fixed	đã sửa
fixer	người sửa chữa
fixture	vật cố định
fixtures	đồ đạc
fizz	fizz
fjord	vịnh hẹp
flabbergast	flabbergast
flabbergasted	lúng túng
flabby	nham hiểm
flaccid	nhợt nhạt
flag	cờ
flagging	gắn cờ
flagpole	cột cờ
flagrant	cờ bạc
flagship	hàng đầu
flagstaff	flagstaff
flair	tư cách
flak	flak
flake	vảy
flaky	không ổn định
flamboyant	rực rỡ
flame	ngọn lửa
flamethrower	súng phun lửa
flaming	rực lửa
flamingo	Chim hồng hạc
flammable	dễ cháy
flan	bánh flan
flange	mặt bích
flank	hông
flanked	hai bên
flanking	sườn
flannel	flannel
flap	đập nhẹ
flapping	vỗ nhẹ
flare	bùng phát
flares	pháo sáng
flaring	bùng nổ
flash	đèn flash
flashback	hồi tưởng
flashing	nhấp nháy
flashlight	đèn pin
flashy	hào nhoáng
flask	bình cầu
flat	bằng phẳng
flatbed	phẳng
flatfoot	chân phẳng
flatness	độ phẳng
flatten	làm phẳng
flatter	nịnh nọt
flattered	tâng bốc
flattering	tâng bốc
flattery	nịnh hót
flatulence	đầy hơi
flaunt	phô trương
flavor	hương vị
flaw	lỗ hổng
flawed	thiếu sót
flawless	hoàn hảo
flea	bọ chét
fleabag	túi đựng sữa
fled	chạy trốn
flee	chạy trốn
fleece	lông cừu
fleet	hạm đội
fleeting	thoáng qua
flesh	xác thịt
fleshy	thịt
flex	uốn cong
flexibility	Mềm dẻo
flexible	Linh hoạt
flexin	flexin
flexion	sự uốn cong
flick	flick
flicker	nhấp nháy
flickering	nhấp nháy
flier	phi công
flight	chuyến bay
flighty	bay hơi
flimsy	mỏng manh
flinch	nao núng
fling	quăng ra
flint	đá lửa
flip	lật
flip flop	dep Lê
flipper	flipper
flipping	lật
flirt	tán tỉnh
flirtation	sự tán tỉnh
flirting	tán tỉnh
flirty	tán tỉnh
float	phao
floater	floater
flock	bầy đàn
flog	flog
flood	lũ lụt
floor	sàn nhà
flooring	ván sàn
floozy	floozy
flop	thất bại
floppy	đĩa mềm
flora	hệ thực vật
floral	hoa
florist	người bán hoa
floss	chỉ tơ nha khoa
flotation	tuyển nổi
flounder	cá bơn
flour	bột mì
flourish	phát triển
flow	lưu lượng
flower	hoa
flowering	ra hoa
flowers	hoa
flowery	có hoa
flows	chảy
flu	cúm
fluctuate	dao động
fluctuating	dao động
fluctuation	sự biến động
flue	ống khói
fluency	trôi chảy
fluent	thông thạo
fluff	lông tơ
fluffy	lông tơ
fluid	chất lỏng
fluidity	tính lưu loát
fluke	fluke
flunk	liệng
flunky	flunky
fluorescence	huỳnh quang
fluorescent	huỳnh quang
flurries	flurries
flurry	sự giận dữ
flush	tuôn ra
flustered	bối rối
flute	ống sáo
fluted	rãnh
flutter	chớp cánh
fluvial	thuộc về môi trường
flux	tuôn ra
fly	bay
flyboy	con ruồi
flyer	tờ rơi
flying	đang bay
flywheel	bánh đà
foal	con voi con
foam	bọt
foaming	tạo bọt
foamy	có bọt
fob	fob
focal	đầu mối
focus	tiêu điểm
fodder	thức ăn gia súc
foe	kẻ thù
fog	sương mù
foggy	có sương mù
foil	giấy bạc
foiled	thất bại
fold	gập lại
folded	gấp lại
folder	thư mục
foliage	tán lá
folio	folio
folk	dân gian
folklore	văn hóa dân gian
follicle	nang
follicular	nang
follow	theo
follower	người theo dõi
folly	điên cuồng
fond	ngây thơ
fondle	mơn trớn
fondling	mơn trớn
fondness	thật thà
fondue	fondue
font	phông chữ
food	món ăn
foodie	người ăn
fool	ngu xuẩn
fooled	bị lừa
foolhardy	dại dột
fooling	lừa gạt
foolish	khờ dại
foolishness	sự ngu xuẩn
foolproof	ngu xuẩn
foot	chân
foot stool	chân phân
footage	cảnh quay
football	bóng đá
footbridge	footbridge
foothold	chỗ đứng
footing	chân
footlocker	footlocker
footloose	footloose
footpath	lối đi bộ
footprint	dấu chân
footwear	giày dép
footwork	bước chân
fop	fop
forage	thức ăn gia súc
foray	sự đột phá
forbearance	nhẫn nại
forbid	ngăn cấm
forbidding	cấm đoán
force	lực lượng
forced	buộc
forceful	mạnh mẽ
forceps	kẹp
forces	lực lượng
forcibly	cưỡng bức
ford	ford
fore	tạm biệt
forearm	cánh tay
foreboding	báo trước
forecast	dự báo
forecaster	người dự đoán
foreclose	từ bỏ
foreclosure	tịch thu nhà
forefathers	tổ tiên
forefinger	ngón trỏ
forefront	đi đầu
forego	forego
foregoing	đã nói ở trên
foregone	bỏ qua
foreground	vấn đề xung quanh
forehead	trán
foreign	ngoại quốc
foreigner	người nước ngoài
foreman	người quản đốc
foremost	quan trọng nhất
forensic	pháp y
forensics	pháp y
foreplay	màn dạo đầu
forerunner	tiên nhân
foresee	đoán trước
foreseen	dự đoán trước
foresight	tầm nhìn xa
forest	rừng
forestall	forestall
forethought	sự suy nghĩ
foreveralone	mãi cô đơn
forevermore	mãi mãi
forewarned	báo trước
foreword	lời tựa
forfeit	mất tiền
forfeited	bị tịch thu
forfeiture	tịch thu
forge	làm giả
forger	người giả mạo
forgery	giả mạo
forget	quên
forgetful	hay quên
forgetfulness	sự quên lãng
forgive	tha lỗi
forgiven	tha thứ
forgiveness	sự tha thứ
forgiving	khoan dung
forgotten	đã quên
fork	cái nĩa
forked	chia đôi
forking	làm nghẹt thở
forklift	xe nâng
forlorn	bị bỏ rơi
form	hình thức
formal	chính thức
formaldehyde	formaldehyde
formalism	hình thức
formality	hình thức
format	định dạng
formation	sự hình thành
formative	hình thành
formed	hình thành
formidable	ghê gớm
forming	hình thành
formless	không hình thành
formula	công thức
formulary	danh mục thuốc
formulate	xây dựng
fornicate	giả mạo
fornication	sự gian dâm
forsake	từ bỏ
forsaken	chối bỏ
forsooth	forsooth
fort	pháo đài
forte	NO TRANSLATION
forthcoming	sắp tới
forthright	thẳng thắn
forthwith	ngay
fortification	sự củng cố
fortify	củng cố
fortitude	sự dũng cảm
fortnight	hai tuần
fortnightly	hai tuần một lần
fortress	Pháo đài
fortuitous	ngẫu nhiên
fortunate	may mắn
fortune	vận may
fortunes	vận may
forty	bốn mươi
forum	diễn đàn
forward	phía trước
forwarding	chuyển tiếp
fossil	hóa thạch
fossils	hóa thạch
foul	Hôi
found	tìm
foundation	nền tảng
founder	người sáng lập
founding	thành lập
foundry	xưởng đúc
fountain	Đài phun nước
four	bốn
fourfold	gấp bốn lần
foursome	bốn người
fourteen	mười bốn
fourth	thứ tư
fowl	chim
fox	cáo
foxhole	con cáo
foxtrot	foxtrot
foxy	foxy
foyer	Trần Cao
fraction	phân số
fractional	phân số
fracture	gãy xương
fragile	mong manh
fragility	sự mong manh
fragment	miếng
fragmentary	rời rạc
fragrance	hương thơm
fragrant	thơm
frail	yếu đuối
frailty	yếu đuối
frame	khung
framework	khuôn khổ
franc	franc
franchise	nhượng quyền thương mại
frank	thẳng thắn
frankenstorm	NO TRANSLATION
frankness	sự thẳng thắn
frantic	điên cuồng
frantically	điên cuồng
frat	frat
fraternal	thân phận
fraternity	tình anh em
fraud	gian lận
fraudulent	gian lận
fraught	đầy rẫy
fray	sờn
frayed	sờn
frazzled	bị rối loạn
freak	quái dị
freaked	bị quấy rầy
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	kỳ dị
freakout	freakout
freaky	quái đản
freckle	tàn nhang
free	miễn phí
freebie	người tự do
freedom	sự tự do
freehold	giữ lại
freelance	tự do
freelancer	người tự do
freely	tự do
freeman	người tự do
freestyle	tự do
freeway	đường cao tốc
freeze	Đông cứng
freezer	tủ đông
freezing	đóng băng
freight	vận chuyển hàng hóa
freighter	người chở hàng hóa
french horn	sừng pháp
frenetic	điên cuồng
frenzied	điên cuồng
frenzy	điên cuồng
frequency	tần số
frequent	thường xuyên
frequently	thường xuyên
fresco	ngoài trời
fresh	tươi
freshair	NO TRANSLATION
freshen	làm tươi
freshener	chất làm tươi
freshman	sinh viên năm nhất
freshness	sự tươi mát
freshstart	khởi đầu mới
freshwater	nước ngọt
fret	băn khoăn
fretful	băn khoăn
friar	friar
fricking	fricking
friction	ma sát
friday	Thứ sáu
fridge	tủ lạnh
fried	chiên
friend	người bạn
friendless	không có bạn
friendliness	thân thiện
friendly	thân thiện
friends	bạn bè
friendship	hữu nghị
frigate	tàu khu trục
friggen	NO TRANSLATION
fright	sợ hãi
frighten	hoảng sợ
frightened	sợ hãi
frightening	khủng khiếp
frightful	đáng sợ
frigid	lạnh lùng
fringe	rìa
fringed	có tua
frisbee	chiếc dĩa nhựa ném
frisk	NO TRANSLATION
frisky	rùng rợn
frivolous	phù phiếm
frock	đuôi tôm
frog	con ếch
froggy	froggy
frolic	vui chơi
front	trước mặt
frontage	mặt tiền
frontal	phía trước
frontier	biên giới
fronting	phía trước
frontispiece	frontispiece
frost	sương giá
frostbite	tê cóng
frosted	bị mờ
frosting	phủ sương giá
frosty	băng giá
froth	bọt biển
frothy	bọt biển
frown	nhăn mặt
frowning	cau mày
frozen	đông lạnh
frugal	tiết kiệm
fruit	trái cây
fruit punch	cú đấm trái cây
fruitcake	bánh trái cây
fruitful	thành công
fruition	thành quả
fruitless	không kết quả
fruits	trái cây
fruity	trái cây
frustrate	thất vọng
frustrated	bực bội
frustrates	thất vọng
frustrating	bực bội
frustration	thất vọng
fry	chiên
fryer	nồi chiên
fuchsia	fuchsia
fuck	đụ
fuckedoff	fucked
fucker	người khốn kiếp
fucking	chết tiệt
fuckoff	khốn kiếp
fucksake	làm tình
fucktard	fucktard
fuckyeah	fuckyeah
fudge	tin giờ chót
fuel	nhiên liệu
fugitive	chạy trốn
fulcrum	điểm tựa
