Word	hmn
disuse	tsis kam
disused	tsis siv
ditch	ditch
ditto	ditto
ditty	ditty
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	dhia dej
diver	diver
diverge	diverge
divergence	divergence
divergent	divergent
diverging	diverging
divers	ntau haiv neeg
diverse	ntau yam
diversified	diversified
diversify	diversify
diversion	kev ua si
diversionary	kev rauj
diversity	ntau haiv neeg
divert	hloov
diverting	diverting
divest	divest
divested	divested
divestment	divestment
divide	faib
divided	faib
dividend	dividend
divination	divination
divine	divine
divinity	divinity
divisible	divisible
division	sib faib
divisor	divisor
divorce	sib nrauj
divorcee	sib nrauj
divulge	hais lus
divvy	divvy
dizziness	kiv taub hau
dizzy	dizzy
do	ua
doable	tseem ceeb
doc	doc
docile	docile
dock	dock
docked	docked
docket	docket
docking	docking
doctor	tus kws kho mob
doctorate	doctorate
doctrinal	cov lus qhuab qhia
doctrine	kev qhuab qhia
document	daim ntawv
documentary	documentary
documentation	ntaub ntawv
documents	cov ntaub ntawv
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	dodgy
dodo	dodo
doe	tsis tau
doer	doer
dog	aub
dogface	dog
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	dogmatic
dogsick	NO TRANSLATION
doings	doings
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	menyuam roj hmab
dollar	duas las
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	ntses taub ntses
domain	sau
dome	dome
domestic	nyeg
domesticated	nyiag
domestication	domestication
domicile	domicile
domiciled	domiciled
dominance	dominance
dominant	tseem ceeb
dominate	dominate
dominating	dominating
domination	domination
dominatrix	dominatrix
dominion	ntiaj teb
domino	domino
don	tsis tau
donate	pub dawb
donation	pub dawb
donkey	zag
donor	pub dawb
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	doom
doomed	doomed
doomsday	doomsday
door	qhov rooj
doorbell	qhov rooj
doorknob	qhov rooj tog
doorman	doorman
doormat	doormat
doornail	doornail
doorstep	qhov rooj
doorway	qhov rooj
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	dormant
dormitory	dormitory
dorsal	dorsal
dosage	noj tshuaj
dose	koob tshuaj
dossier	dossier
dot	dot
doting	doting
dotted	dotted
dotty	dotty
double	ob
doubled	doubled
doublet	doublet
doubling	doubling
doubt	tsis ntseeg
doubtful	doubtful
doubting	doubting
doubtless	doubtless
doubts	xav tsis thoob
douche	douche
douchebags	douchebags
dough	mov paj
doughboy	doughboy
doughnut	Donut
dour	dour
douse	douse
dove	nquab
down	down
downcast	downcast
downer	downer
downfall	kev poobsiab
downfield	downfield
downhearted	poob siab
downhill	downhill
download	ces
downpour	downpour
downright	downright
downriver	downriver
downside	downside
downtime	downtime
downward	downward
downy	downy
dowry	dowry
doze	doze
dozen	kaum os
drab	drab
draft	cua ntsawj ntshab
drafty	drafty
drag	luag
dragon	zaj
dragonfly	qaus liv
drain	ntws
drainage	kua dej
drained	drained
draining	txhuav
drainpipe	txhuav dej
drake	drake
drama	yeebyam
dramaqueen	NO TRANSLATION
dramatic	txoj
drape	drape
drapery	drapery
drastic	drastic
drat	NO TRANSLATION
draught	cua ntsawj ntshab
draw	kos
drawback	drawback
drawbridge	kos npe
drawer	tub rau khoom
drawers	kev kos duab
drawing	teeb duab
dread	dread
dreaded	dreaded
dreadful	dreadful
dreadfully	dreadfully
dreading	dreading
dream	npau suav
dreamboat	dreamboat
dreamer	dreamer
dreaming	npau suav
dreamland	dreamland
dreams	npau suav
dreamt	ua npau suav
dreamy	npau suav
dreary	dreary
dredge	ntes dej
drenched	drenched
dress	hnav khaub ncaws
dresser	dresser
dressmaker	dressmaker
dressy	dressy
dribble	NO TRANSLATION
dried	qhuav
drier	drier
drift	txav
drifted	teeb tsa
drifter	drifter
driftwood	driftwood
drill	xyaum
drink	haus
drinker	haus dej
drinking	haus
drinks	haus
drip	poob
dripping	dripping
drive	tsav
drivel	drivel
driver	tsav tsheb
driveway	kev tsav tsheb
drizzle	drizzle
droll	droll
drone	drone
drones	drones
drool	drool
drooping	drooping
droopy	droopy
drop	poob
droplet	droplet
dropout	tawm
dropper	poob taub
drought	ntuj qhuav heev
drove	NO TRANSLATION
drown	poob dej
drowsiness	nkees
drowsy	tsaug zog
drudgery	drudgery
drug	tshuaj
drug dealing	siv tshuaj yaj yeeb
drugged	tshuaj
druggist	kws kho mob
drugs	tshuaj
drugstore	tshuaj muag
druid	druid
drum	nruas
drummer	drummer
drumming	drumming
drunk	qaug cawv
drunk driving	drunk tsav
drunkard	drunkard
drunken	drunken
drunkenness	qaug cawv
dry	qhuav
dryer	tshuab ziab khaub ncaws
dryness	dryness
dual	dual
dualism	dualism
duality	duality
dub	dub
dubious	dubious
duchess	duchess
duck	os
ducking	ducking
duckling	duckling
ducky	ducky
duct	ciav
ductile	zais
dud	dud
dude	tug yawg
duds	duds
due	vim
duel	duel
dues	dues
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	duke
dull	npub
dullard	dullard
dumb	ruam
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	pob tseg
dumpling	dumpling
dumps	dumps
dumpster	pob tseg
dun	dun
dunce	dunce
dune	Dune
dung	NO TRANSLATION
dungeon	qhov taub
dunk	dunk
duo	duo
dupe	dupe
duplex	duplex
duplicate	duplicate
duplication	duplication
duplicity	duplicity
durability	durability
durable	ruaj ruaj
duration	ntev
duress	duress
dusk	tsaus ntuj
dusky	dusky
dust	hmoov av
duster	duster
dustpan	hmoov txhaws
dusty	plua plav
dutiful	dutiful
duty	lub luag haujlwm
dwarf	ntses
dwarfed	dwarfed
dweeb	dweeb
dwell	nyob
dweller	dweller
dwelling	tsev
dye	dye
dying	tuag
dyke	dyke
dynamic	dynamic
dynamical	dynamical
dynamics	dynamics
dynamite	dynamite
dynamo	dynamo
dynasty	dynasty
dysentery	dysentery
dysfunction	kawg
dysfunctional	dysfunctional
dyspepsia	dyspepsia
eager	eager
eagerness	eagerness
eagle	eagle
ear	pob ntseg
earful	khwv
earl	pob ntseg
earlier	dhau los
early	thaum ntxov
earn	khwv tau
earnest	ua tsaug
earnestly	nco ntsoov
earnestness	khwv nyiaj
earnings	nyiaj khwv tau los
earpiece	pob ntseg
earring	qhwv ntsej
earrings	tsej
earshot	earshot
earth	lub ntiaj teb
earthenware	earthenware
earthling	ntiaj teb
earthly	ntiaj teb
earthquake	av qeeg
earthy	ntiajteb
ease	yooj yim
easel	easel
easement	easement
easily	yooj yim
east	sab hnub tuaj
eastbound	eastbound
eastern	sab hnub tuaj
easy	yooj yim
easygoing	yooj yim
eat	noj
eater	eater
eating	noj mov
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	eavesdropping
ebb	ebb
ebony	ebony
ebullient	ebullient
eccentric	eccentric
eccentricity	eccentricity
ecclesiastical	kev coj noj coj ua
echelon	sau ntawv
echinacea	echinacea
echo	ncha
eclectic	eclectic
eclipse	dab noj hnub
ecliptic	ecliptic
ecological	ecological
economic	nyiaj txiag
economical	nyiaj txiag
economics	kev lag luam
economy	kev khwv nyiaj txiag
ecosystem	ecosystem
ecstasy	ecstasy
ecstatic	ecstatic
ecumenical	ecumenical
eddy	eddy
edema	edema
edge	ntug
edging	edging
edgy	edgy
edible	edible
edict	edict
edification	kho dua
edifice	edifice
edit	kho kom raug
editing	editing
edition	ib tsab
editor	Editor
editorial	kho ntaub ntawv
educate	qhia ntawv
educated	kawm
education	kev kawm
educational	kev kawm
educator	tus kws qhia
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	eerie
effect	nyhuv
effective	zoo
effectiveness	zoo heev
effects	teebmeem
effectual	nyhav
effectually	ua tau zoo
effectuate	effectuate
effeminate	effeminate
efficacious	efficacious
efficacy	kev ua ub ua no
efficiency	kev ua haujlwm
efficient	npaum
effigy	effigy
effort	dag zog
effortless	siv yooj yim
effusion	effusion
effyou	NO TRANSLATION
egg	qe
egghead	egghead
eggnog	eggnog
eggplant	eggplant
eggshell	eggshell
ego	ego
egomaniac	egomaniac
egotistical	egotistical
egregious	egregious
egress	egress
eight	yim
eighteen	kaum yim
eighth	thib yim
eighty	yim caum
ejaculate	ejaculate
ejaculation	ejaculation
eject	eject
ejection	ejection
elaborate	sib zog
elaboration	kev tsim
elan	NO TRANSLATION
elapse	hloov siab
elapsed	hloov dhau
elastic	ywj
elasticity	elasticity
elated	elated
elation	elation
elbow	luj tshib
eld	eld
elder	laus
elderly	laus
elders	txwj laus
eldest	Tshaj
elect	xaiv
election	xaiv tsa
elective	xaiv tsa
elector	xaiv tsa
electoral	cov neeg xaiv tsa
electorate	tus neeg xaiv tsa
electric	hluav taws xob
electric slide	hluav taws xob swb
electrical	hluav taws xob
electrician	hluav taws xob
electricity	hluav taws xob
electrify	hluav taws xob
electrocute	electrocute
electrocution	hluav taws xob
electromagnetic	electromagnetic
electron	electron
electronic	hluav taws xob
electronics	electronics
elegance	elegance
elegant	elegant
element	keeb
elemental	elemental
elementary	elementary
elements	ntsiab
elephant	ntxhw
elevate	tsa
elevated	nce
elevation	nce
elevator	of elevator
eleven	kaum ib
eleventh	thib kaum ib
elf	elf
elicit	niam txiv
eligible	tsim nyog
eliminate	tshem tawm
elimination	tshem tawm
elite	cog neeg ntse
elitist	elitist
elixir	elixir
elk	ntxhuav
ell	ell
ellipse	ellipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	elm
elongate	elongate
elongation	elongation
elope	tawm tsam
eloquence	hais lus zoo
eloquent	hais lus zoo
elucidate	elucidate
elucidation	elucidation
elude	tsis yog
elusive	elusive
emaciated	emaciated
email	email
emanate	emanate
emancipation	emancipation
embankment	puag ncig
embargo	NO TRANSLATION
embark	embark
embarrass	txaj muag
embarrassed	txaj muag
embarrassing	txaj muag
embarrassment	poob ntsej muag
embassy	embassy
embattled	embattled
embed	embed
embellish	embellish
embellishment	embellishment
embers	hluav taws xob
embezzlement	khib nyiab
embezzler	embezzler
emblem	emblem
emblematic	emblematic
embodiment	kev xyaum
embolism	embolism
embossed	embossed
embrace	khawm
embroidered	embroidered
embroidery	paj ntaub
embroiled	khawm
embryo	embryo
embryonic	embryonic
emcee	emcee
emerald	emerald
emerge	muaj
emergence	rov tshwm tuaj
emergency	ti tes ti taw
emeritus	emeritus
emery	emery
emetophobia	emetophobia
emigrate	emigrate
emigration	kev tsiv teb tsaws chaw
eminence	eminence
eminent	eminent
eminently	eminently
emir	NO TRANSLATION
emissary	emissary
emission	emission
emit	emit
emo	emo
emotion	kev xav
emotional	kev xav
emotive	emotive
empathic	empathic
empathize	txhawj xeeb
empathy	txhawj xeeb
emperor	huab tais
emphasis	ntau dua
emphasize	feem ntau
emphatic	emphatic
emphysema	emphysema
empire	teb chaws Ottoman
empirical	empirical
empiricism	empiricism
employ	ntiav
employee	neeg ua haujlwm
employer	chaw ua haujlwm
employment	kev ua haujlwm
emporium	emporium
empower	txhawb zog
empress	empress
emptiness	tsis muaj dab tsi
emption	emption
empty	npliag
emu	emu
emulate	ua raws
emulsion	emulsion
enable	pab
enablement	kev tsim txiaj
enact	enact
enactment	ua txhaum
enamel	enamel
encampment	chaw nyob
enchant	enchant
enchanted	enchanted
enchanting	enchanting
enchantment	enchantment
enchantress	enchantress
enchilada	enchilada
encircle	puag ncig
encircling	puag ncig
enclave	enclave
enclose	ncuav
enclosure	enclosure
encode	encode
encomiastic	NO TRANSLATION
encomium	encomium
encompass	encompass
encore	NO TRANSLATION
encounter	ntsib
encourage	txhawb nqa
encouraged	txhawb nqa
encouragement	kev txhawb nqa
encouraging	txhawb nqa
encroach	encroach
encroachment	encroachment
encrypt	encrypt
encryption	encryption
encumbrance	encumbrance
encyclopedia	encyclopedia
end	kawg
end table	kawg rooj
endanger	tsim txom
endangered	sim
endangerment	kev phom sij
endearing	endearing
endeavor	endeavor
ended	xaus
endemic	kawg
endgame	endgame
ending	xaus
endless	kawg
endocarditis	endocarditis
endorse	sau ntawv
endorsement	kev pom zoo
endow	endow
endowed	cog qoob
endowment	lub vaj txiaj ntsim
endpapers	endpapers
endpoint	xaus
endurance	endurance
endure	endure
enduring	nyiaj ib ntus
enema	enema
enemy	yeeb ncuab
energetic	nquag
energize	zog
energy	zog
enforce	tswj
enforcement	kev tswj hwm
enforcer	enforcer
engage	koom nrog
engaged	koom
engagement	kev sib koom tes
engaging	kauj ruam
engender	muaj zog
engine	cav
engineer	engineer
engineering	engineering
engrave	engrave
engraved	engraved
engraver	engraver
engraving	engraving
engrossed	engrossed
engrossing	engrossing
engulf	engulf
enhance	txhim khu
enhancement	li
enigma	enigma
enigmatic	enigmatic
enjoin	txib
enjoy	txaus siab rau
enjoyable	nyiam
enjoying	zoo siab
enjoyment	kev lom zem
enlarge	loj dua
enlarged	loj dua
enlargement	o
enlighten	enlighten
enlightened	enlightened
enlightening	enlightening
enlightenment	enlightenment
enlist	enlist
enliven	enliven
enmity	ua yeebncuab
ennui	ennui
enormity	enormity
enormous	enormous
enormously	enormously
enraged	enraged
enrich	enrich
enroll	sau npe
enrollment	sau npe
ensemble	khaub ncaws ntau
ensign	ncu
enslave	enslave
enslaved	enslaved
enslavement	enslavement
ensue	ensue
ensure	xyuas kom meej
entail	ntxias
entangled	entangled
entanglement	entanglement
enter	nkag mus
enterprise	enterprise
enterprising	enterprising
entertain	lom zem
entertained	entertained
entertainer	entertainer
entertaining	lom zem
entertainment	lom ze
enthralled	enthralled
enthusiasm	kev kub siab
enthusiast	tus cwj pwm
enthusiastic	zoo siab
entice	ntxias
entire	tag nrho
entirety	tag nrho
entitle	entitle
entity	qhov chaw
entomology	entomology
entourage	entourage
entrails	entrails
entrance	nkag
entrapment	nkaum
entreat	ntxias
entree	entree
entrepreneur	tus lag luam
entrust	tso siab
entry	nkag
enumerate	suav nyiaj
enumeration	kev suav sau
envelope	hnab ntawv
envious	envious
environ	NO TRANSLATION
environment	ib puag ncig
environmental	ib puag ncig
environs	lub siab
envision	envision
envoy	tshaj tawm
envy	kev khib
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	epic
epidemic	phaum mob
epidermis	epidermis
epidural	epidural
epilepsy	mob plawv
epileptic	mob ntsws
epilogue	epilogue
epiphany	Epiphany
episcopal	episcopal
episode	rov
episodic	episodic
epistle	tsab ntawv
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	sij hawm
equal	sib npaug
equality	sib luag
equalization	sib npaug
equalize	sib npaug
equalizer	sib npaug
equally	sib npaug
equate	equate
equation	kab zauv
equator	equator
equatorial	equatorial
equestrian	equestrian
equidistant	equidistant
equilibration	equilibration
equilibrium	equilibrium
equip	khoom noj
equipment	khoom siv
equitable	kev ncaj ncees
equity	kev ncaj ncees
equivalence	sib npaug
equivalent	sib npaug
equivocal	equivocal
era	era
eradicate	rhuav tshem
eradication	eradication
erase	tshem tawm
eraser	lwv
erasure	erasure
ere	NO TRANSLATION
erect	erect
erectile	erectile
erection	erection
ergo	NO TRANSLATION
erode	erode
erosion	yaig
erotic	erotic
erotica	erotica
err	ua yuam kev
errand	hauj lwm
errant	errant
erratic	erratic
erratum	erratum
erroneous	erroneous
error	yuam kev
erst	NO TRANSLATION
erudite	erudite
erupt	tawg
eruption	kev tawg
escalade	escalade
escalate	nce siab
escalating	nce siab
escalation	nce siab
escalator	escalator
escape	kev khiav
escaped	dim
escarpment	escarpment
eschew	eschew
escort	tus coj
escrow	escrow
esophagus	mob plab hlaub
esoteric	esoteric
especial	NO TRANSLATION
espionage	tub sab
espouse	kawm
espresso	espresso
esprit	esprit
esquire	khiav tawm
essay	sau ntawv
essayist	essayist
essence	essence
essential	qhov tseem ceeb
essentially	yeej tseem zoo
establish	tsim kom muaj
established	tsim
establishment	kev tsim
estate	thaj av
esteem	hwm
esteemed	hwm
esthetic	esthetic
estimable	kwv yees
estimate	kwv yees
estimation	kwv yees
estoppel	estoppel
estranged	estranged
estrogen	tshuaj
estuary	estuary
etch	etch
etching	etching
eternal	nyob mus ib txhis
eternity	nyob mus ib txhis
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	kev ncaj ncees
ethical	raug cai
ethics	Ethics
ethnic	haiv neeg
ethnography	ethnography
etiology	etiology
etiquette	cov lus qhia
etymology	etymology
eucalyptus	eucalyptus
euchre	euchre
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemism
euphoria	euphoria
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	khiav tawm
evacuation	kev khiav tawm
evade	nkaum
evaluate	ntsuam xyuas
evaluation	kev ntsuam xyuas
evanescence	evanescence
evangelical	evangelical
evangelist	qhia Txoj Moo Zoo
evangelistic	tshaj tawm txoj moo zoo
evaporate	evaporate
evaporation	evaporation
evasion	kev tawm tsam
evasive	evasive
eve	mus tsev
evening	yav tsaus ntuj
evens	NO TRANSLATION
event	kev tshwm sim
eventful	tshwm sim
eventual	thaum kawg
eventuality	sijhawm
evergreen	evergreen
everlasting	mus ib txhis
evermore	tas mus li
everyday	txhua txhua hnub
everyman	txhua txhua tus
evict	evict
eviction	raug ncaws tawm tsev
evidence	pov thawj
evident	pom tseeb
evidentiary	evidentiary
evil	siab phem
evoke	evoke
evolution	evolution
evolutionary	evolutionary
evolve	evolve
ewe	ewe
ex	ex
exacerbate	exacerbate
exacerbation	exacerbation
exact	pes tsawg
exacting	teeb meem
exaggerate	exaggerate
exaggerated	exaggerated
exaggeration	exaggeration
exalt	exalt
exaltation	kev tsa nto
exalted	tsa nto
exam	xeem
examination	kev xeem
examine	xyuas
examiner	tus kws ntsuam xyuas
example	Piv txwv
exasperated	exasperated
exasperation	exasperation
excavate	excavate
excavation	excavation
excavator	excavator
exceed	tshaj
exceeding	tshaj
excel	excel
excellence	zoo tshaj plaws
excellent	zoo heev
excelsior	excelsior
excepting	tshwj tsis yog
exception	tshwj tsis yog
exceptional	tshwj xeeb
excerpt	Tshaj tawm
excess	tshaj
excessive	ntev li ntawm
excessively	excessively
exchange	sib pauv
excise	excise
excision	excision
excitability	excitability
excitable	excitable
excitation	excitation
excite	excite
excited	zoo siab heev
excitement	excitement
exciting	exciting
exclaim	qw
exclamation	exclamation
exclude	tsis suav
excluded	cais tawm
excluding	tsis suav
exclusion	cais
exclusive	tsuas yog
excrement	kev ua tiav
excretion	tshaj tawm
excruciating	excruciating
excursion	excursion
excuse	kev zam txim
exec	exec
execute	txim tuag
execution	ua tiav
executioner	kev ua tiav
executive	executive
executor	executor
exegesis	exegesis
