Word	yo
decoration	ohun ọṣọ
decorative	ti ohun ọṣọ
decorator	ọṣọ
decorum	aṣa
decoy	decoy
decrease	dinku
decreased	din ku
decreasing	n dinku
decree	aṣẹ
decrement	decrement
decrepit	decrepit
decry	decry
decryption	decryption
dedicate	dedicate
dedication	ìyàsímímọ
deduce	yọkuro
deduct	deduct
deductible	deductible
deduction	isokuso
deed	iṣe iṣe
deejay	igbasilẹ
deem	jẹbi
deep	jin
deepen	jin
deer	Deer
defamation	defamation
defamatory	ẹtan
default	aiyipada
defeat	ijatil
defeated	ṣẹgun
defeatist	winist
defect	aṣiṣe
defection	iyipada
defective	aṣiṣe
defector	defector
defend	dabobo
defendant	olujejọ
defended	gbeja
defender	olugbeja
defending	gbeja
defense	olugbeja
defenseless	olugbeja
defensible	aiyipada
defensive	igbeja
defer	defer
deference	iyatọ
deferral	deferral
deferring	deferring
defiance	ipenija
defiant	alafia
defibrillator	defibrillator
deficiency	aipe
deficient	alaini
deficit	aipe
define	setumo
defined	ṣàpèjúwe
definite	asọye
definition	itumọ
definitive	pataki
deflate	agbeja
deflation	ẹda
deflect	yọ
deflection	aṣiṣe
defloration	aṣiṣe
deform	deform
deformed	deformed
deformity	idibajẹ
defraud	defraud
defray	njẹ
defrost	aṣiṣe
deft	deft
defunct	idaja
defuse	aṣiṣe
defy	aṣiṣe
degeneracy	degeneracy
degenerate	degenerate
degeneration	isinku
degradation	ibajẹ
degrade	degrade
degraded	degraded
degrading	sisẹ
degree	ìyí
dehydrated	dehydrated
dehydration	gbígbẹgbẹ
dejected	dejected
delay	idaduro
delayed	leti
delectable	delectable
delegate	aṣoju
delegation	aṣoju
delete	paarẹ
deleterious	aṣoju
deletion	piparẹ
deli	deli
deliberate	o mọ
deliberation	ipinnu
deliberative	imọran
delicacy	alaafia
delicate	elege
delicatessen	ṣọọbu ti n ta oriṣiriṣi ounjẹ
delicious	ti nhu
delight	idunnu
delighted	Inudidun
delightful	didùn
delineate	delineate
delineation	iyasọtọ
delinquency	iyatọ
delinquent	laini
delirious	delirious
delirium	delirium
deliver	firanṣẹ
deliverance	igbala
delivery	ifijiṣẹ
dell	dell
delta	delta
delude	ẹtan
deluge	omi-omi
delusion	iyatọ
delusional	iṣanṣan
deluxe	Dilosii
delve	delve
demand	eletan
demanding	ti o beere
demeaned	tẹriba
demeaning	ibanujẹ
demeanor	tẹsiwaju
demented	demented
dementia	dementia
demise	ilokulo
demo	demo
democracy	tiwantiwa
democrat	tiwantiwa
democratic	tiwantiwa
demographic	iye eniyan
demolish	woli
demolished	ti wole
demolition	iparun
demon	eṣu
demonic	eṣu
demonstrable	afihan
demonstrate	fi hàn
demonstrated	afihan
demonstrating	afihan
demonstration	ifihan
demonstrative	afihan
demonstrator	alafihan
demoralized	ti iṣan
demos	demos
demure	ohun elo
den	NO TRANSLATION
deniability	iyatọ
denial	kiko
denied	sẹ
denim	denim
denomination	denomination
denominational	denominational
denominator	iyeida
denote	denote
denounce	ẹgan
dense	ipon
density	iwuwo
dent	ehin
dental	ehín
dentist	onise
dentistry	onise
dentists	onisegun
denunciation	idibajẹ
deny	kọ
denying	irọ
deodorant	deodorant
depart	kuro
departed	kuro
department	ẹka
departmental	ile-iṣẹ
departure	ilọkuro
depend	dale
dependable	ti o gbẹkẹle
dependant	ti o gbẹkẹle
dependence	gbára
dependency	igbẹkẹle
dependent	ti o gbẹkẹle
depict	fihan
depicting	nro
depletion	idinku
deplorable	ipalara
deplore	deplore
deploy	ranṣẹ
deployment	imuṣiṣẹ
deport	deport
deportation	deportation
depose	fi silẹ
deposit	idogo
depositary	ohun elo
deposition	oro iwadi
depository	ohun idogo
depot	ibudo
depraved	ti fi ara rẹ silẹ
depravity	aibajẹ
depreciate	ti dinku
depreciated	ti a dinku
depreciation	idarakuro
depress	ibanujẹ
depressed	nre
depressing	depressing
depression	şuga
depressive	depressive
depresson	NO TRANSLATION
deprivation	aini aini
deprive	ngba
deprived	ti dinku
depth	ijinle
deputy	igbakeji
derail	derail
deranged	deranged
derelict	derelict
derision	ẹgan
derivation	itunjade
derivative	itọsẹ
derive	ti n gba
dermal	dermal
dermatologist	oṣuwọn
dermatology	dermatology
derogation	iṣeduro
derogatory	derogatory
descend	sọkalẹ
descendant	ọmọ-ọmọ
descendent	NO TRANSLATION
descending	sọkalẹ
descent	isinmi
describe	ṣàpéjúwe
description	apejuwe
descriptive	apejuwe
desecrate	desecrate
desecration	desecration
desert	asale
deserted	silẹ
deserter	lapagbe
desertion	iparun
deserve	balau
deserved	ti tọ
deserving	yẹ
design	oniruwe
designate	ṣe afihan
designated	pataki
designation	orukọ rẹ
designed	apẹrẹ
designer	onise apẹẹrẹ
designing	nse
desirability	desirability
desirable	wuni
desire	ifẹ
desiring	ti o fẹ
desirous	fẹ
desist	deist
desk	Iduro
desolate	di ahoro
desolation	iparun
despair	ibanujẹ
despairing	despairing
despatch	aṣeyọri
desperado	desperado
desperate	desperate
desperation	iparun
despicable	alaafia
despise	kẹgàn
despondent	aibinu
despotic	despotic
despotism	despotism
dessert	desaati
destination	ibi ti nlo
destined	ti pinnu
destiny	Kadara
destitute	alaini
destroy	run
destroyed	run
destroyer	apanirun
destroying	iparun
destruct	iparun
destruction	iparun
destructive	iparun
detach	yọ kuro
detached	kuro ni isokuro
detachment	detachment
detail	apejuwe
detailed	alaye
details	awọn alaye
detain	idaduro
detainee	ominira
detect	ri
detectable	ti o ṣawari
detection	Iwari
detective	Olusẹlemuye
detector	oluwari
detention	idena
deter	dena
detergent	Durora
deteriorate	deteriorate
deteriorated	deteriorated
deteriorating	deteriorating
deterioration	ilọsiwaju
determinable	ohun ti o ṣeeṣe
determinate	ti pari
determination	ipinnu
determine	pinnu
determined	pinnu
deterrent	idena
detest	detest
detestation	ikorira
detonate	yọ kuro
detonation	detonation
detonator	detonator
detour	detour
detract	detract
detriment	ipalara
detrimental	ohun ti o buru
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	devalued
devastate	apaniyan
devastated	ti papọ
devastating	ipanu pupo
devastation	iparun
develop	dagbasoke
developer	Olùgbéejáde
developing	ndagbasoke
development	idagbasoke
deviant	diọtọ
deviate	iyatọ
deviating	yọkuro
deviation	iyapa
device	ẹrọ
devil	esu
deviled	deviled
devilish	eṣu
devious	aṣiwère
devise	iṣowo
devoid	miiran
devolution	devolution
devolve	ṣe pataki
devote	fi japọ
devoted	ti yasọtọ
devotee	olufokansin
devotion	igbẹsin
devotional	isinmi
devour	jẹun
devout	olufokansin
dew	ìri
dexter	dexter
dexterity	dexterity
dextrose	dextrose
diabetes	àtọgbẹ
diabetic	diabetic
diabolical	diabolical
diagnose	ayẹwo iwadii
diagnosis	okunfa
diagnostic	aisan
diagnostics	awọn iwadii
diagonal	diagonal
diagram	aworan aworan
dial	kiakia
dialect	dialect
dialectic	dialectic
dialogue	ibaraẹnisọrọ
dialysis	ile iwe-iwe
diameter	iwọn ila opin
diamond	Diamond
diamonds	awọn okuta iyebiye
diaper	iledìí
diaphragm	ipalara
diarrhea	gbuuru
diarrhoea	gbuuru
diary	iwe ito iṣẹlẹ
diatribe	diatribe
dib	NO TRANSLATION
dibs	Dib
dice	Dice
dicey	dicey
dichotomous	dichotomous
dichotomy	dichotomy
dick	Dick
dickhead	dickhead
dicks	dicks
dictate	dictate
dictation	dictation
dictator	dictator
dictatorial	dictatorial
dictatorship	alakoso
diction	iwe-itumọ
dictionary	iwe-itumọ
dictum	NO TRANSLATION
didactic	didactic
diddle	diddle
die	NO TRANSLATION
died	kú
diesel	Diesel
diet	ounje
dietary	ti ijẹun niwọn
differ	yatọ
difference	iyato
differences	iyatọ
different	yatọ
differential	iyatọ
differentiation	iyatọ
differently	yatọ
differing	iyatọ
difficult	soro
difficulties	isoro
difficulty	isoro
diffuse	tan kaakiri
diffusion	iyasọtọ
dig	NO TRANSLATION
digest	digest
digestion	tito nkan lẹsẹsẹ
digestive	ounjẹ
digit	nọmba
digital	oni oni
dignified	ti o jẹ ọlọla
dignify	ṣe iduro
dignity	iyì
digress	digress
digs	NO TRANSLATION
dike	NO TRANSLATION
dilapidated	dilapidated
dilatation	igbejade
dilation	dilation
dildo	dildo
dilemma	dilemma
diligence	aikoko
diligent	alaara
dill	Dill
diluent	diluent
dilute	dilute
diluted	ti fomi
dilution	dilution
dim	Baasi
dime	dime
dimension	apa miran
dimensional	oniruuru
diminish	dín
diminished	dinku
diminution	idamuku
diminutive	iyatọ
dimwit	dimwit
din	NO TRANSLATION
dine	NO TRANSLATION
diner	diner
dinghy	dinghy
dingo	dingo
dingy	dingy
dining	ile ijeun
dinky	dinky
dinner	ounje ale
dinnertime	asiko ounje ale
dinosaur	dinosaur
dint	dint
diocesan	diocesan
diocese	diocese
diorama	diorama
dioxide	dioxide
dip	fibọ
diploma	dipọn
diplomacy	diplomacy
diplomat	diplomat
diplomatic	oselu
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	taara
directed	itọsọna
direction	itọsọna
directive	itọsọna
directly	taara
director	oludari
directory	liana
dirt	o dọti
dirty	ni idọti
disability	ailera
disable	mu
disabled	alaabo
disadvantage	ailewu
disaffected	disaffected
disagree	koo
disagreeable	alaafia
disagreeing	aiyede
disagreement	iyatọ
disallow	disallow
disallowed	ti pa
disapointment	NO TRANSLATION
disappear	farasin
disappearance	disappearance
disappearing	farasin
disappoint	jakulẹ
disappointed	ti yẹ adehun
disappointing	itiniloju
disappointment	ibanuje
disapproval	aṣiṣe
disapprove	ko yẹ
disapproved	disapproved
disapproving	disapproving
disarm	disarm
disarray	disarray
disaster	ajalu
disastrous	ibajẹ
disband	disband
disbelief	aigbagbọ
disbelieve	aigbagbọ
disburse	disburse
disbursement	ipalara
disc	disiki
discard	yọ kuro
discarded	asonu
discards	awọn aifọwọyi
discern	mọ
discernible	ti o ṣe akiyesi
discerning	wiwa
discernment	idayatọ
discharge	idasilẹ
disciple	ọmọ ẹhin
disciplinary	ibawi
discipline	ibawi
disciplined	ti ni ibawi
disclaim	sọ
disclaimer	sọ
disclose	ṣe afihan
disclosed	ti a sọ
disclosure	ifihan
disco	irina
discoloration	irinaloju
discolored	discolored
discomfort	alaafia
disconcerted	aifọkanbalẹ
disconcerting	ibanujẹ
disconnect	ge asopọ
disconnected	ti ge asopọ
disconnection	isopọ
disconnects	awọn asopọ
discontent	aibanujẹ
discontinuance	aifọwọyi
discontinue	da duro
discontinuity	aifọwọyi
discontinuous	discontinuous
discord	ibanuje
discount	iye owo
discounted	ẹdinwo
discourage	ìrẹwẹsì
discouraged	ailera
discouragement	ibanujẹ
discouraging	ailera
discourse	ibanisọrọ
discover	iwari
discovery	Awari
discredit	jẹ aifọwọyi
discredited	ti a sọ
discreet	NO TRANSLATION
discrepancy	aifọwọyi
discrete	alaye
discretion	lakaye
discretionary	iyasọtọ
discriminate	ṣe iyatọ
discriminating	iyatọ
discrimination	iyasoto
discus	discus
discuss	jiroro
discussion	ijiroro
disdain	disdain
disdainful	aibanujẹ
disease	aisan
diseased	ailera
disembodied	ti ṣubu
disengage	disengage
disengagement	disengagement
disfigured	disfigured
disgrace	itiju
disgraced	itiju
disgraceful	itiju
disgruntled	alaafia
disguise	paaro
disguised	ti paradà
disgust	ibanuje
disgusted	disgusted
disgusting	irira
dish	satelaiti
disheartened	aibanujẹ
disheartening	aibanujẹ
dishonest	alaiṣootọ
dishonesty	aiṣedeede
dishonor	aṣoju
dishonorable	dishonorable
dishwasher	sita
disillusionment	ibanujẹ
disinclination	airokuro
disincline	aiyede
disinclined	ko tọ
disinfect	disinfect
disinfectant	disinfectant
disinfection	disinfection
disinformation	disinformation
disingenuous	alaafia
disintegrate	disintegrate
disintegration	disintegration
disinterested	disinterested
disjoint	disjoint
disjointed	disjointed
disjunctive	disjunctive
disk	disk
diskette	diskette
dislike	ikorira
disliked	korira
disliking	ikorira
dislocated	dislocated
dislocation	dislocation
dislodge	dislodge
disloyal	alaiṣootọ
disloyalty	aiṣedeede
dismal	dismal
dismantle	yọ kuro
dismay	dismay
dismayed	o binu
dismemberment	aiṣedeede
dismiss	yọ kuro
dismissal	ijabọ
dismissive	yọ kuro
dismount	iparun
disobedience	alaigboran
disobedient	alaigboran
disobey	iṣeduro
disorder	iṣoro
disordered	disordered
disorderly	disorderly
disorganized	disorganized
disorientation	aiṣedede
disoriented	disoriented
disown	kọ
disparage	disparage
disparaging	disparaging
disparate	disparate
disparity	iyatọ
dispassionate	iyọnu
dispatch	firanṣẹ
dispatcher	dispatcher
dispel	yọ kuro
dispensary	ipasẹtọ
dispensation	akoko akoko
dispense	paṣẹ
dispenser	ipese
dispersal	dispersal
disperse	fọn kakiri
dispersed	dispersed
dispersion	pipinka
dispirited	ti a fi si
displace	yọ kuro
displaced	ti kuro nipo
displacement	gbigbepo
displacency	aiṣedeede
display	ifihan
displease	binu
displeased	binu
displeasure	ibinu
disposable	nkan isọnu
disposal	didanu
dispose	sọ
disposed	sọnu
disposition	ipese
dispossessed	ti yọ kuro
disprove	daju
dispute	àríyànjiyàn
disqualification	iyọọda
disqualified	ti ko iwakọ
disqualify	ko yẹ
disquieted	ibanujẹ
disregard	aifiyesi
disregarded	aifiyesi
disrelish	idasile
disreputable	disreputable
disrepute	ko bajẹ
disrespect	aibọwọ
disrespectful	alaibọwọ
disrupt	dena
disrupting	idilọwọ
disruption	idalọwọduro
disruptive	disruptive
dissatisfaction	dissatisfaction
dissatisfied	ko ni iyatọ
dissect	dissect
dissection	dissection
disseminate	disseminate
dissemination	itankale
dissension	iyatọ
dissent	alatako
dissenting	alatako
dissertation	iwe-aṣẹ
disservice	ibanujẹ
dissident	dissident
dissimilar	dissimilar
dissipate	tu kuro
dissipated	ti tu
dissociation	isopọ kuro
dissociative	dissociative
dissolution	ipasọ
dissolve	tu
dissonance	dissonance
dissuade	iyatọ
distal	distal
distance	ijinna
distant	o jina
distaste	distaste
distasteful	alaafia
distillate	distillate
distillation	distillation
distilled	distilled
distinct	yàtọ
distinction	iyatọ
distinctive	pataki
distinguish	iyatọ
distinguishable	iyatọ
distinguished	iyatọ
distinguishing	iyatọ
distort	titọ
distorted	ko daru
distortion	iparun
distract	distract
distracted	ti yọ kuro
distracting	distracting
distraction	idena
distraught	distraught
distress	ipọnju
distressed	ibanujẹ
distressing	ibanujẹ
distribute	pinpin
distribution	pinpin
distributor	olupin
district	agbegbe
distrust	atokuro
disturb	yọ
disturbance	idamu
disturbed	ti yọ
disturbing	disturbing
disuse	disuse
disused	disused
ditch	inu koto
ditto	sọto
ditty	sọty
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	mimu
diver	oludari
diverge	diverge
divergence	divergence
divergent	divergent
diverging	diverging
divers	orisirisi
diverse	Oniruuru
diversified	o yatọ si
diversify	diversify
diversion	diversion
diversionary	iyatọ
diversity	oniruuru
divert	dari
diverting	diverting
divest	divest
divested	divested
divestment	divestment
divide	pinpin
divided	pinpin
dividend	pinpin
divination	asọtẹlẹ
divine	Ibawi
divinity	ti Ọlọrun
divisible	divisible
division	pipin
divisor	alapin
divorce	ikọsilẹ
divorcee	ikọsilẹ
divulge	ṣafihan
divvy	iṣowo
dizziness	dizziness
dizzy	dizzy
do	ṣe
doable	doable
doc	doc
docile	docile
dock	ibi iduro
docked	docked
docket	docket
docking	iṣiṣe
doctor	dokita
doctorate	doctorate
doctrinal	kikọ ẹkọ
doctrine	ẹkọ
document	iwe-ipamọ
documentary	iwe-ipamọ
documentation	iwe-aṣẹ
documents	awọn iwe aṣẹ
dodge	aṣoju
dodger	ọlọ
dodging	danu
dodgy	dodgy
dodo	Dodo
doe	Ṣee
doer	Oluṣe
dog	aja
dogface	dogface
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	iṣalaye
dogsick	NO TRANSLATION
doings	awọn iṣe
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	ti nilo
doll	omolankidi
dollar	dola
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	ẹja
domain	ašẹ
dome	dome
domestic	abele
domesticated	ile-iṣẹ
domestication	domestication
domicile	ibugbe
domiciled	domiciled
dominance	kẹwa si
dominant	julọ
dominate	jẹ gaba lori
dominating	ti njade
domination	gaba gaba
dominatrix	ẹkunrẹrẹ
dominion	ijọba
domino	Domino
don	fun
donate	fi kun
donation	ẹbun
donkey	kẹtẹkẹtẹ
donor	oluranlọwọ
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	iparun
doomed	ijakule
doomsday	doomsday
door	ilekun
doorbell	oruko ilekun
doorknob	ilekun ẹnu-ọna
doorman	doorman
doormat	doormat
doornail	ile-ọṣọ
doorstep	ilẹkun
doorway	ilẹkun
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	Dorky
dorm	dorm
dormant	dormant
dormitory	Ibugbe
dorsal	dorsal
dosage	doseji
dose	iwọn lilo
dossier	folda
dot	aami aami
doting	doting
dotted	ti sami
dotty	aami kekere
double	ilopo
doubled	ti ilọpo meji
doublet	ilọpo meji
doubling	lemeji
doubt	iyemeji
doubtful	iyemeji
doubting	Abalo
doubtless	laiseaniani
doubts	Abalo
douche	douche
douchebags	douchebags
dough	esufulawa
doughboy	ọmọbirin
doughnut	donut
dour	dour
douse	douse
dove	Eye Adaba
down	mọlẹ
downcast	fifọ
downer	ala silẹ
downfall	isubu
downfield	Ilẹẹgbẹ
downhearted	aiya
downhill	Igungun kekere
download	gba lati ayelujara
downpour	ojiji
downright	sọtun
downriver	sisale
downside	isalẹ
downtime	igba akoko
downward	sisale
downy	ti o dara
dowry	owo-ori
doze	doze
dozen	mejila
drab	drab
draft	igbiyanju
drafty	drafty
drag	fa wọ
dragon	dragoni naa
dragonfly	dragonfly
drain	sisan
drainage	imularada
drained	drained
draining	draining
drainpipe	drainpipe
drake	drake
drama	eré
dramaqueen	dramaqueen
dramatic	ìgbésẹ
drape	drape
drapery	drapery
drastic	buru
drat	NO TRANSLATION
draught	igbiyanju
draw	fa
drawback	drawback
drawbridge	drawbridge
drawer	dirafu
drawers	awọn apẹẹrẹ
drawing	iyaworan
dread	iberu
dreaded	ẹru
dreadful	ẹru
dreadfully	ẹru
dreading	iberu
dream	ala
dreamboat	dreamboat
dreamer	alala
dreaming	Dreaming
dreamland	ala-ilẹ
dreams	awọn ala
dreamt	dreamed
dreamy	dreamy
dreary	dreary
dredge	dredge
drenched	drenched
dress	imura
dresser	alaṣọ
dressmaker	panṣaga
dressy	ọṣọ
dribble	NO TRANSLATION
dried	sisun
drier	drier
drift	drift
drifted	drifted
drifter	drifter
driftwood	driftwood
drill	lu
drink	mimu
drinker	ohun mimu
drinking	mimu
drinks	awọn ohun mimu
drip	drip
dripping	sita
drive	drive
drivel	akọọlẹ
driver	awako
driveway	opopona
drizzle	drizzle
droll	droll
drone	drone
drones	drones
drool	silẹ
drooping	drooping
droopy	droopy
drop	ju silẹ
droplet	droplet
dropout	eniti o ko lati se nkan
dropper	dropper
drought	Ogbele
drove	NO TRANSLATION
drown	drown
drowsiness	irọra
drowsy	drowsy
drudgery	drudgery
drug	oògùn
drug dealing	awọn ologba oògùn
drugged	oògùn
druggist	druggist
drugs	oloro
drugstore	ile itaja oògùn
druid	druid
drum	ilu
drummer	onilu
drumming	drumming
drunk	mu yó
drunk driving	ọti yó
drunkard	ọmuti
drunken	mimu
drunkenness	ọti-lile
dry	gbẹ
dryer	Olugbẹ
dryness	gbigbẹ
dual	meji
dualism	dualism
duality	duality
dub	dub
dubious	dubious
duchess	duchess
duck	pepeye
ducking	ọṣọ
duckling	ọtẹ
ducky	ducky
duct	ipa
ductile	ductile
dud	dud
dude	arabinrin
duds	duds
due	nitori
duel	duel
dues	dues
duet	duet
duffel	duffel
