Word	ko
entity	실재
entomology	곤충학
entourage	측근자
entrails	내장
entrance	입구
entrapment	함정
entreat	간청하다
entree	앙트레
entrepreneur	기업가
entrust	맡기다
entry	기입
enumerate	세다
enumeration	열거
envelope	봉투
envious	부러워하는
environ	NO TRANSLATION
environment	환경
environmental	환경
environs	주위
envision	상상하다
envoy	사절
envy	부러워하다
enzyme	효소
ephemeral	일시적인
ephemeris	천체력
epic	서사시
epidemic	전염병
epidermis	표피
epidural	경막 밖의
epilepsy	간질
epileptic	간질 환자
epilogue	발문
epiphany	출현
episcopal	감독의
episode	삽화
episodic	일시적인
epistle	서간
epitaph	비문
epithet	별명
epitome	발췌
epoch	시대
equal	같은
equality	평등
equalization	균등화
equalize	같게 하다
equalizer	평형 장치
equally	같이
equate	같게 하다
equation	방정식
equator	적도
equatorial	매우 무더운
equestrian	승마자
equidistant	등거리의
equilibration	평형
equilibrium	평형
equip	갖추어 주다
equipment	장비
equitable	공정한
equity	공평
equivalence	등가
equivalent	동등한
equivocal	확실치 않은
era	연대
eradicate	근절하다
eradication	근절
erase	삭제
eraser	지우개
erasure	지워 없앰
ere	NO TRANSLATION
erect	세우다
erectile	발기의
erection	발기
ergo	NO TRANSLATION
erode	좀먹다
erosion	부식
erotic	에로틱 한
erotica	에로티카
err	잘못하다
errand	심부름
errant	잘못된
erratic	이상한 사람
erratum	오자
erroneous	잘못된
error	오류
erst	NO TRANSLATION
erudite	학식 있는
erupt	나다
eruption	분화
escalade	에스컬레이드
escalate	차츰 오르다
escalating	차츰 오르는
escalation	단계적 확대
escalator	에스컬레이터
escape	탈출
escaped	탈출 한
escarpment	절벽
eschew	피하다
escort	호위
escrow	조건부 날인 증서
esophagus	식도
esoteric	비전의
especial	NO TRANSLATION
espionage	스파이 활동
espouse	처로 삼다
espresso	에스프레소
esprit	정신
esquire	귀하
essay	수필
essayist	수필가
essence	본질
essential	본질적인
essentially	본질적으로
establish	세우다
established	설립 된
establishment	설립
estate	재산
esteem	존중
esteemed	존경받는
esthetic	심미적 인
estimable	평가할 수 있는
estimate	견적
estimation	견적
estoppel	금반언
estranged	소원이없는
estrogen	에스트로겐
estuary	강어귀
etch	에칭
etching	에칭
eternal	영원한
eternity	영원
ethanol	에탄올
ether	에테르
ethereal	미묘한
ethic	윤리
ethical	윤리적 인
ethics	윤리학
ethnic	민족의
ethnography	민족 지학
etiology	병인학
etiquette	에티켓
etymology	어원
eucalyptus	유칼립투스
euchre	유커
eugenics	우생학
eulogistic	유쾌한
eulogium	유로 지움
eulogize	칭찬하다
eulogy	찬사
euphemism	완곡 어법
euphoria	행복감
euphoric	다정한
euro	유로
euthanasia	안락사
evacuate	비우다
evacuation	소개
evade	피하다
evaluate	평가하다
evaluation	평가
evanescence	소실
evangelical	복음주의의
evangelist	복음 전도자
evangelistic	복음주의의
evaporate	사라지다
evaporation	증발
evasion	회피
evasive	둘러대는
eve	이브
evening	저녁
evens	NO TRANSLATION
event	행사
eventful	사건 많은
eventual	어쩌면 일어날 수도 있는
eventuality	궁극
evergreen	상록수
everlasting	영구
evermore	항상
everyday	매일
everyman	모든 사람들
evict	축출하다
eviction	축출
evidence	증거
evident	분명한
evidentiary	증거
evil	악
evoke	일깨우다
evolution	진화
evolutionary	진화의
evolve	진화하다
ewe	암양
ex	전의
exacerbate	더욱 심하게 하다
exacerbation	격화
exact	정확한
exacting	힘든
exaggerate	과장하다
exaggerated	과장된
exaggeration	과장
exalt	높이다
exaltation	항진
exalted	고귀한
exam	시험
examination	시험
examine	시험하다
examiner	시험관
example	예
exasperated	분노한
exasperation	격분
excavate	파다
excavation	발굴
excavator	굴착기
exceed	넘다
exceeding	엄청난
excel	뛰어나다
excellence	우수
excellent	우수한
excelsior	대팻밥
excepting	예외
exception	예외
exceptional	특별한
excerpt	발췌
excess	초과
excessive	과도한
excessively	지나치게
exchange	교환
excise	국내 소비세
excision	절단
excitability	흥분성
excitable	흥분되는
excitation	자극
excite	일으키다
excited	흥분한
excitement	흥분
exciting	흥미 진진한
exclaim	외치다
exclamation	감탄
exclude	들어오지 못하게 하다
excluded	제외 된
excluding	...을 제외한
exclusion	제외
exclusive	독특한
excrement	배설물
excretion	배설
excruciating	고문 받는
excursion	소풍
excuse	변명
exec	임원
execute	실행하다
execution	실행
executioner	실행자
executive	행정부
executor	집행자
exegesis	주해
exemplar	모범
exemplary	전형적인
exemplify	예증하다
exempt	면제하다
exemption	면제
exercise	운동
exert	발휘하다
exertion	노력
exhale	내쉬다
exhaust	배출
exhausted	지친
exhaustion	피로
exhaustive	철저한
exhibit	전시회
exhibition	전시회
exhilarated	흥분한
exhilarating	흥분시키는
exhilaration	기분 전환
exhort	간곡히 타이르다
exhortation	교회
exhumation	발굴
exhume	exhume
exigent	NO TRANSLATION
exile	망명
exist	있다
existence	존재
existent	현존하는
existential	실존 적
existing	기존의
exit	출구
exodus	이동
exonerate	무죄하다
exorbitant	엄청난
exorcism	귀신 쫓아 내기
exorcist	엑소시스트
exotic	이국적인
expand	넓히다
expanded	퍼지는
expanse	팽창
expansion	확장
expansive	널찍한
expatriate	국외 추방자
expect	배고 있다
expectance	기대
expectancy	기대
expectant	기다리는
expectation	기대
expected	예상 한
expecting	기대하는
expediency	편의
expedient	편리한
expedite	신속히 처리하다
expedition	원정
expeditious	급속한
expel	내쫓다
expendable	소모품
expenditure	지출
expense	비용
expenses	경비
expensive	비싼
experience	경험
experienced	경험있는
experiences	경험담
experiment	실험
experimental	실험적인
experimentation	실험
experimenter	실험자
expert	전문가
expertise	전문적 지식
expiration	만료
expire	내쉬다
expired	만료 된
expiry	만료
explain	설명
explanation	설명
explanatory	설명의
expletive	조어
explication	설명
explicit	명백한
explode	터지다
exploit	공적
exploitation	착취
exploration	탐구
exploratory	탐험의
explore	탐험하다
explorer	탐침
explosion	폭발
explosions	폭발
explosive	폭발물
expo	박람회
exponent	멱지수
exponential	기하 급수적 인
export	수출
exportation	수출
expose	폭로
exposed	드러난
exposition	박람회
expository	해설
exposure	노출
expound	설명하다
express	표하다
expression	표현
expressive	나타내는
expressway	고속도로
expropriation	수용
expulsion	제명
exquisite	절묘한
exquisitely	정교하게
extant	지금도 남아 있는
extend	넓히다
extendable	연장 가능한
extended	펼친
extension	신장
extensive	광범위한
extent	범위
exterior	외부
exterminate	절멸시키다
extermination	구제
exterminator	근절자
external	외부
externally	외부 적으로
extinct	꺼진
extinction	소멸
extinguish	끄다
extinguisher	끄는 사람
extol	찬찬
extort	강탈하다
extortion	강요
extra	특별한
extract	추출물
extracting	적출
extraction	추출
extractor	추출기
extracurricular	과외 활동
extradition	인도
extrajudicial	외설적 인
extramural	성 밖의
extraneous	관계 없는
extraordinaire	초자연적 인
extraordinary	이상한
extraterrestrial	외계인
extravagance	사치
extravagant	기발한
extravaganza	괴이한 이야기
extreme	극단
extreme anticipation	극단적 인 기대
extreme disgust	극도의 혐오
extreme surprise	극단적 인 놀람
extreme trust	극단적 인 신뢰
extremely	매우
extremely negative	매우 부정적인
extremely positive	극도로 긍정적 인
extremity	말단
extricate	구해 내다
extrinsic	외인적 인
extrusion	압출
exuberance	충일
exude	스며 나오다
eye	눈
eyeball	눈알
eyebrow	눈썹
eyeful	정숙 한
eyeglass	세안 컵
eyeglasses	안경
eyelash	속눈썹
eyelet	작은 구멍
eyeliner	아이 라이너
eyepiece	접안 렌즈
eyes	눈
eyesight	시력
eyewitness	목격자
fab	팹
fable	우화
fabled	전설적인
fabric	구조
fabricate	만들다
fabricated	만드는
fabrication	제작
fabulous	굉장한
facade	정면
face	얼굴
faceless	얼굴이없는
facet	한 면
facial	얼굴 마사지
facile	NO TRANSLATION
facilitate	용이하게하다
facility	쉬움
facing	면함
facsimile	복사
fact	것
faction	당파
factor	인자
factory	공장
facts	사리
factual	사실의
faculties	교수진
faculty	학부
fad	일시적 유행
fade	바래다
faded	시든
faeces	찌끼
fag	궐련
faggot	동성애자
fail	실패
failing	실패
failure	실패
fain	NO TRANSLATION
faint	희미한
fainting	기절
fair	공정한
fairly	꽤
fairness	공평
fairway	페어웨이
fairy	요정
faith	신앙
faithful	충실한
faithfulness	충실
faithless	부정한
fake	모조품
faker	위조자
falafel	팔라 펠
falcon	매
fall	가을
fallacious	그릇된
fallacy	그릇된 생각
fallback	후퇴
fallible	오류가있는
falling	떨어지는
fallopian	난시의
fallout	낙진
fallow	휴경지
false	그릇된
falsehood	거짓말
falsely	거짓으로
falsification	위조
falsified	위조 된
falsify	위조하다
falsity	허위
falter	비틀 거리다
fame	명성
famed	유명한
familiar	익숙한
familiarity	정통
familiarize	친하게 하다
family	가족
familytime	가족 시간
famine	기근
famished	굶주린
famous	유명한
famously	뛰어나게
fan	부채
fanatic	광신자
fanatical	광신적 인
fanaticism	열광
fanciful	기발한
fancy	공상
fandango	판당고
fanfare	과시
fang	NO TRANSLATION
fangs	송곳니
fanning	패닝
fantasia	환상곡
fantasize	상상하다
fantastic	환상적인
fantasy	공상
faraway	멀리
farce	소극
farcical	어색한
fare	요금
farewell	작별
farm	농장
farmer	농장주
farmhouse	농가
farming	농업
farmland	농토
faro	놀이
fart	방귀
farther	더 멀리
fascia	근막
fascinate	호리다
fascinated	매혹적인
fascinating	매혹적인
fascination	매혹
fascism	파시즘
fascist	파시스트 당원
fashion	유행
fashionable	유행의
fastball	패스트볼
fasten	묶다
fastener	잠그는 물건
fastening	죔
fasting	금식
fat	지방
fatal	치명적인
fatalism	운명론
fatality	숙명
fate	운명
fated	운명의
fateful	중대한
fathead	등신
father	아버지
fatherhood	아버지의
fatherland	조국
fatherly	아버지 다운
fathom	길
fatigue	피로
fatigued	피곤한
fatso	뚱뚱보
fatten	살찐
fatty	지방이 많은
faucet	수도꼭지
fault	결점
faultless	결점없는
faulty	불완전한
faun	파룬
fauna	동물 상
faux	가짜
favor	호의
favorable	유리한
favorite	특히 잘하는
favoriteholiday	NO TRANSLATION
favoritism	편애
fawn	엷은 황갈색
fax	팩스
faze	NO TRANSLATION
fear	무서움
feared	두려워하는
fearful	두려워
fearfully	몹시
fearing	두려워하는
fearless	용감한
fears	두려움
fearsome	무시 무시한
feasibility	실행할 수 있음
feasible	실행할 수 있는
feast	잔치
feat	위업
feather	깃
feathered	깃털이 달린
feature	특색
features	풍모
febrile	열이있는
fecal	배설물
feces	대변
fecundity	생산력
fed	먹이는
federal	연방의
federation	연합
fedup	NO TRANSLATION
fee	보수
feeble	희미한
feed	먹이
feedback	피드백
feeder	공급기
feel	느낌
feelgood	기분 좋은
feeling	감각
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	피트
feign	위장하다
feigned	위증 된
feisty	싸우다
felicity	지복
feline	고양이 같은
fell	되다
feller	펠러
fellow	사람
fellowship	친교
felon	표저
felony	중죄
felt	펠트
female	여자
feminine	여자 같은
femininity	여성
feminism	페미니즘
feminist	여권 주장자
femme	NO TRANSLATION
femoral	대퇴
femur	대퇴골
fen	NO TRANSLATION
fence	울타리
fenced	울타리를 달린
fencing	펜싱
fend	밀어 내다
fender	펜더
fennel	회향
ferment	효소
fermentation	발효
fern	양치류
ferocious	사나운
ferocity	사나움
ferret	가는 리본
ferry	나룻배
ferryboat	NO TRANSLATION
fertile	비옥 한
fertility	비옥
fertilize	비옥하게하다
fertilizer	비료
fervent	열렬한
fervor	열렬
fess	울다
fest	페스트
festival	제전
festive	축제의
fetal	유쾌한
fetch	술책
fete	NO TRANSLATION
fetish	주물
fetus	태아
feud	불화
feudal	봉건적 인
feudalism	봉건 제도
fever	열
feverish	열이있는
fiancee	NO TRANSLATION
fiasco	큰 실수
fiat	명령
fib	악의 없는 거짓말
fiber	섬유
fiberglass	유리 섬유
fibrosis	섬유증
fibrous	섬유질의
fickle	변하기 쉬운
fiction	소설
fictional	꾸며낸
fictitious	허구의
fiddle	깡깡이
fiddler	바이올리니스트
fidelity	충실도
fidgety	안절부절 못하는
fiduciary	수탁자
field	들
field hockey	필드 하키
fielder	야수
fiend	악마
fiendish	악마 같은
fierce	맹렬한
fiery	불 같은
fiesta	축제
fiesty	NO TRANSLATION
fifteen	열 다섯
fifty	오십
fig	무화과
fight	싸움
fighter	전투기
fighting	싸움
fights	싸움
figment	꾸며낸 것
figurative	비 유적
figure	그림
figurine	작은 입상
filament	필라멘트
filamentous	필라멘트상의
file	파일
filet	필레
filibuster	해적
filigree	선조
filing	줄질
filings	줄밥
fill	가득 따르다
filler	필러
fillet	나사
filling	충전재
filly	말괄량이
film	필름
filmmaker	영화 제작자
filmy	NO TRANSLATION
filter	필터
filth	오물
filthy	불결한
filtration	여과법
fin	NO TRANSLATION
final	결정적인
finale	종악장
finalist	결선 진출 자
finality	최종
finalize	마무리하다
finalized	확정 된
finally	마침내
finance	재원
financial	재정적 인
financier	재정가
finch	핀치
find	발견
finder	파인더
finding	발견
fine	벌금
finery	미복
finesse	피네스
finger	손가락
fingernail	손톱
fingerprint	지문
fingerscrossed	NO TRANSLATION
finish	끝
finished	끝마친
finite	한정된
fink	거리다
fir	전나무
fire	불
firearm	총기
firearms	총기류
fireball	화구
firecracker	폭죽
