Word	zh-CN
exemplary	示范
exemplify	例证
exempt	豁免
exemption	豁免
exercise	行使
exert	发挥
exertion	用力
exhale	呼
exhaust	排气
exhausted	累
exhaustion	衰竭
exhaustive	详细
exhibit	展示
exhibition	展览
exhilarated	兴奋
exhilarating	令人振奋
exhilaration	不亦乐乎
exhort	劝告
exhortation	讲道
exhumation	发掘
exhume	发掘
exigent	NO TRANSLATION
exile	流亡
exist	存在
existence	存在
existent	存在
existential	存在
existing	现有
exit	出口
exodus	出埃及记
exonerate	开脱
exorbitant	高昂
exorcism	驱魔
exorcist	祓魔师
exotic	异国情调
expand	扩大
expanded	扩大
expanse	广阔
expansion	扩张
expansive	广阔
expatriate	外籍
expect	期望
expectance	期待
expectancy	期待
expectant	期待
expectation	期望
expected	预期
expecting	期待
expediency	便利
expedient	权宜
expedite	促进
expedition	远征
expeditious	迅速
expel	驱逐
expendable	消耗
expenditure	支出
expense	费用
expenses	花费
expensive	昂贵
experience	经验
experienced	有经验的
experiences	经验
experiment	实验
experimental	试验
experimentation	实验
experimenter	实验者
expert	专家
expertise	专门知识
expiration	呼气
expire	到期
expired	过期
expiry	到期
explain	说明
explanation	说明
explanatory	解释性
expletive	脏话
explication	解释
explicit	明确的
explode	爆炸
exploit	利用
exploitation	开发
exploration	勘探
exploratory	探索
explore	探索
explorer	探险者
explosion	爆炸
explosions	爆炸
explosive	爆炸物
expo	博览会
exponent	指数
exponential	指数
export	出口
exportation	出口
expose	暴露
exposed	裸露
exposition	解释
expository	说明文
exposure	曝光
expound	阐述
express	表现
expression	表达
expressive	表现的
expressway	高速公路
expropriation	征用
expulsion	开除
exquisite	精美
exquisitely	玲珑
extant	现存
extend	延伸
extendable	扩展
extended	扩展
extension	延期
extensive	广泛
extent	程度
exterior	外观
exterminate	殄
extermination	灭绝
exterminator	灭虫
external	外部
externally	外部
extinct	绝种
extinction	灭绝
extinguish	扑灭
extinguisher	灭火器
extol	称赏
extort	勒索
extortion	敲诈
extra	额外
extract	提取
extracting	提取
extraction	萃取
extractor	抽出器
extracurricular	课外
extradition	引渡
extrajudicial	法外处决
extramural	校外
extraneous	外来
extraordinaire	非凡
extraordinary	非凡
extraterrestrial	外星人
extravagance	挥霍无度
extravagant	靡
extravaganza	大汇演
extreme	极端
extreme anticipation	极端的期待
extreme disgust	极度厌恶
extreme surprise	极度惊喜
extreme trust	极端的信任
extremely	非常
extremely negative	非常消极
extremely positive	非常积极
extremity	末端
extricate	解脱
extrinsic	外在
extrusion	挤压
exuberance	丰富
exude	散发出
eye	眼
eyeball	眼球
eyebrow	眉
eyeful	满眼
eyeglass	眼镜
eyeglasses	眼镜
eyelash	睫毛
eyelet	孔
eyeliner	眼线
eyepiece	目镜
eyes	眼睛
eyesight	眼力
eyewitness	目击者
fab	FAB
fable	寓言
fabled	传说
fabric	布
fabricate	制造
fabricated	制造
fabrication	制造
fabulous	极好
facade	正面
face	面对
faceless	不露面
facet	面
facial	面部
facile	NO TRANSLATION
facilitate	促进
facility	设施
facing	面对
facsimile	传真
fact	事实
faction	派
factor	因子
factory	厂
facts	事实
factual	事实
faculties	各系
faculty	学院
fad	时尚
fade	褪色
faded	褪色
faeces	大便
fag	FAG
faggot	柴草
fail	失败
failing	失败
failure	失败
fain	NO TRANSLATION
faint	晕
fainting	昏晕
fair	公平
fairly	相当
fairness	公平
fairway	球道
fairy	仙女
faith	信仰
faithful	可信
faithfulness	忠诚
faithless	移情别恋
fake	假
faker	骗子
falafel	沙拉三明治
falcon	鹘
fall	秋季
fallacious	错误的
fallacy	谬论
fallback	倒退
fallible	易错的
falling	落下
fallopian	输卵管
fallout	掉出来
fallow	休耕
false	假
falsehood	谬误
falsely	假
falsification	伪造
falsified	伪造
falsify	伪造
falsity	谎言
falter	衰退
fame	名誉
famed	著名
familiar	熟
familiarity	熟悉
familiarize	熟悉
family	家庭
familytime	家人在一起的时间
famine	饥荒
famished	馁
famous	著名
famously	著名
fan	风扇
fanatic	狂热的
fanatical	狂热的
fanaticism	狂热
fanciful	撒娇的
fancy	幻想
fandango	凡丹戈
fanfare	大张旗鼓
fang	NO TRANSLATION
fangs	獠牙
fanning	范宁
fantasia	幻想曲
fantasize	梦想
fantastic	奇妙
fantasy	幻想
faraway	远处
farce	闹剧
farcical	滑稽的
fare	票价
farewell	告别
farm	农场
farmer	农民
farmhouse	农家
farming	农业
farmland	农田
faro	法鲁
fart	屁
farther	更远
fascia	招牌
fascinate	吸引
fascinated	入迷
fascinating	迷人
fascination	魅力
fascism	法西斯主义
fascist	法西斯
fashion	时尚
fashionable	时髦
fastball	快球
fasten	系
fastener	紧固件
fastening	紧固
fasting	禁食
fat	脂肪
fatal	致命
fatalism	宿命论
fatality	病死率
fate	命运
fated	命运多舛
fateful	决定命运
fathead	傻瓜
father	父亲
fatherhood	父亲
fatherland	祖国
fatherly	父爱
fathom	捉摸
fatigue	疲劳
fatigued	疲劳
fatso	胖子
fatten	催肥
fatty	脂肪
faucet	龙头
fault	故障
faultless	完美
faulty	不完善的
faun	福恩
fauna	动物区系
faux	人造
favor	偏爱
favorable	有利
favorite	喜爱
favoriteholiday	NO TRANSLATION
favoritism	偏爱
fawn	讨好
fax	传真
faze	NO TRANSLATION
fear	恐惧
feared	害怕
fearful	可怕
fearfully	可怕
fearing	担心
fearless	不怕
fears	恐惧
fearsome	可怕的
feasibility	可行性
feasible	可行
feast	盛宴
feat	功绩
feather	羽毛
feathered	羽毛
feature	特征
features	特征
febrile	发热
fecal	粪便
feces	屎
fecundity	肥沃
fed	美联储
federal	联邦
federation	联邦
fedup	受够了
fee	费用
feeble	微弱
feed	饲料
feedback	反馈
feeder	给料机
feel	感觉
feelgood	感觉不错
feeling	感觉
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	脚
feign	假装
feigned	假装
feisty	易怒的
felicity	祺
feline	猫的
fell	下跌
feller	汉子
fellow	同伴
fellowship	奖学金
felon	重犯
felony	重罪
felt	毡
female	女
feminine	女人
femininity	女人味
feminism	女权主义
feminist	女权主义者
femme	NO TRANSLATION
femoral	股
femur	股骨
fen	NO TRANSLATION
fence	篱笆
fenced	围栏
fencing	击剑
fend	挡开
fender	挡泥板
fennel	茴香
ferment	发酵
fermentation	发酵
fern	蕨类
ferocious	凶猛
ferocity	恶
ferret	鼬
ferry	渡船
ferryboat	NO TRANSLATION
fertile	沃
fertility	生育能力
fertilize	施肥
fertilizer	肥料
fervent	热切
fervor	热情
fess	FESS
fest	巨星
festival	节
festive	欢乐的
fetal	胎
fetch	取
fete	NO TRANSLATION
fetish	物神
fetus	胎儿
feud	世仇
feudal	封建
feudalism	封建
fever	发热
feverish	发烧的
fiancee	NO TRANSLATION
fiasco	惨败
fiat	菲亚特
fib	FIB
fiber	纤维
fiberglass	玻璃纤维
fibrosis	纤维化
fibrous	纤维
fickle	薄情
fiction	小说
fictional	虚构
fictitious	虚拟
fiddle	小提琴
fiddler	小提琴手
fidelity	保真度
fidgety	手忙脚乱的
fiduciary	信托的
field	领域
field hockey	曲棍球
fielder	外野手
fiend	恶魔
fiendish	魔王
fierce	激烈
fiery	火热
fiesta	节日
fiesty	NO TRANSLATION
fifteen	十五
fifty	五十
fig	图
fight	斗争
fighter	战斗机
fighting	战斗
fights	打架
figment	虚构
figurative	比喻
figure	数字
figurine	塑像
filament	灯丝
filamentous	丝状
file	文件
filet	内圆角
filibuster	阻挠议事
filigree	掐丝
filing	备案
filings	申请
fill	填
filler	填料
fillet	鱼片
filling	填充
filly	菲伊
film	电影
filmmaker	电影制片人
filmy	NO TRANSLATION
filter	过滤
filth	污垢
filthy	污秽
filtration	过滤
fin	NO TRANSLATION
final	最后
finale	压轴
finalist	决赛
finality	终局
finalize	敲定
finalized	敲定
finally	最后
finance	金融
financial	金融
financier	金融家
finch	雀
find	找
finder	发现者
finding	发现
fine	精细
finery	服饰
finesse	灵巧
finger	手指
fingernail	指甲
fingerprint	指纹
fingerscrossed	NO TRANSLATION
finish	完
finished	完
finite	有限
fink	芬克
fir	冷杉
fire	火
firearm	火器
firearms	枪支
fireball	火球
firecracker	鞭炮
firefight	交火
firefighter	消防队员
firefly	萤火虫
firehouse	消防站
firelight	火光
fireman	消防队员
fireplace	壁炉
firepower	火力
fireproof	防火
fireside	炉边
firestorm	风暴
firewall	火墙
firewood	柴
firework	焰火
fireworks	烟花
firing	射击
firm	公司
firmament	苍穹
firmly	牢牢
firmness	坚固性
first	第一
firstborn	长女
firstworldprobs	NO TRANSLATION
fiscal	财
fish	鱼
fisherman	渔
fishery	渔业
fishing	钓鱼
fishing boat	渔船
fishy	腥
fissile	裂变
fission	分裂
fissure	裂缝
fist	拳头
fistfight	拳战
fistful	一把
fistula	瘘
fit	适合
fitness	身体素质
fits	适合
fitted	装
fitting	配件
fittings	配件
five	五
fiver	五元美钞
fix	固定
fixable	可以解决
fixation	固定术
fixed	固定
fixer	定影液
fixture	夹具
fixtures	灯具
fizz	嘶
fjord	峡湾
flabbergast	惊奇
flabbergasted	吓坏的
flabby	松弛
flaccid	松弛
flag	旗
flagging	标记
flagpole	旗杆
flagrant	明目张胆
flagship	旗舰
flagstaff	弗拉格斯塔夫
flair	风骚
flak	高射炮
flake	薄片
flaky	片状
flamboyant	龙飞凤舞
flame	火焰
flamethrower	喷火器
flaming	炽盛
flamingo	火烈鸟
flammable	易燃的
flan	水果馅饼
flange	轮缘
flank	侧翼
flanked	两侧
flanking	侧翼
flannel	绒布
flap	拍打
flapping	扑
flare	闪光
flares	喇叭裤
flaring	燃烧
flash	闪
flashback	倒叙
flashing	闪烁
flashlight	手电筒
flashy	华而不实
flask	烧瓶
flat	平面
flatbed	平板
flatfoot	扁平足
flatness	平整度
flatten	弄平
flatter	奉承
flattered	受宠若惊
flattering	谄媚的
flattery	阿谀
flatulence	胀气
flaunt	标榜
flavor	味道
flaw	缺陷
flawed	有缺陷
flawless	完美无瑕
flea	跳蚤
fleabag	fleabag
fled	逃离
flee	逃跑
fleece	羊毛
fleet	舰队
fleeting	流年
flesh	肉
fleshy	丰满
flex	柔性
flexibility	灵活性
flexible	灵活
flexin	flexin
flexion	屈曲
flick	拂去
flicker	闪烁
flickering	闪烁
flier	传单
flight	飞行
flighty	轻浮
flimsy	单薄
flinch	退缩
fling	一扔
flint	燧石
flip	翻动
flip flop	拖鞋
flipper	脚蹼
flipping	翻转
flirt	调情
flirtation	调情
flirting	调情
flirty	卖俏的
float	浮动
floater	浮子
flock	群
flog	鞭打
flood	洪水
floor	地板
flooring	地板
floozy	floozy
flop	拍击声
floppy	软盘
flora	植物群
floral	花的
florist	花商
floss	绵
flotation	浮选
flounder	比目鱼
flour	面粉
flourish	繁荣
flow	流
flower	花
flowering	开花
flowers	花卉
flowery	如花
flows	流动
flu	流感
fluctuate	波动
fluctuating	波动
fluctuation	波动
flue	烟道
fluency	流畅
fluent	流利
fluff	起毛
fluffy	蓬松
fluid	流体
fluidity	流动性
fluke	吸虫
flunk	垮台
flunky	奴才
fluorescence	荧光
fluorescent	荧
flurries	飘雪
flurry	慌张
flush	红晕
flustered	慌
flute	长笛
fluted	凹槽
flutter	扑
fluvial	河流
flux	通量
fly	飞
flyboy	flyboy
flyer	传单
flying	飞行
flywheel	飞轮
foal	驹
foam	泡沫
foaming	发泡
foamy	泡沫的
fob	FOB
focal	焦
focus	焦点
fodder	饲料
foe	敌人
fog	多雾路段
foggy	有雾
foil	挫败
foiled	挫败
fold	折
folded	折叠
folder	夹
foliage	叶子
folio	对开
folk	民间
folklore	民俗学
follicle	毛囊
follicular	滤泡
follow	跟随
follower	信徒
folly	蠢事
fond	喜欢
fondle	挲
fondling	爱抚
fondness	癖好
fondue	火锅
font	字形
food	餐饮
foodie	美食家
fool	傻子
fooled	上当
foolhardy	蛮干
fooling	嘴硬
foolish	傻
foolishness	愚蠢
foolproof	简单的
foot	脚丫子
foot stool	脚凳
footage	镜头
football	足球
footbridge	人行天桥
foothold	立足之地
footing	立足点
footlocker	提箱
footloose	自由自在
footpath	蹊
footprint	脚印
footwear	鞋类
footwork	步法
fop	纨裤子弟
forage	饲料
foray	突袭
forbearance	忍
forbid	禁止
forbidding	森严
force	力
forced	被迫
forceful	有力
forceps	钳子
forces	军队
forcibly	强制
ford	涉
fore	前面
forearm	前臂
foreboding	预感
forecast	预测
forecaster	预报
foreclose	取消抵押品赎回权
foreclosure	丧失抵押品赎回权
forefathers	祖先
forefinger	食指
forefront	第一线
forego	放弃
foregoing	前面的
foregone	已成
foreground	前景
forehead	前额
foreign	国外
foreigner	外国人
foreman	领班
foremost	最重要的是
forensic	法庭的
forensics	取证
foreplay	前戏
forerunner	先行者
foresee	预料
foreseen	预见
foresight	先见之明
forest	森林
forestall	垄断
forethought	深谋远虑
foreveralone	永远的孤独
forevermore	永远
forewarned	凡事预
foreword	前言
forfeit	丧失
forfeited	没收
forfeiture	没收
forge	锻造
forger	锻工
forgery	伪造品
forget	忘记
forgetful	健忘
forgetfulness	健忘
forgive	原谅
forgiven	原谅
forgiveness	饶恕
forgiving	宽容
forgotten	忘记了
fork	叉子
forked	岔
forking	分叉
forklift	叉车
forlorn	绝望
form	形成
formal	正式
formaldehyde	甲醛
formalism	形式主义
formality	礼节
format	格式
formation	编队
formative	形成性
formed	形成
formidable	强大
forming	成型
formless	无形
formula	式
formulary	处方
formulate	制定
fornicate	通奸
fornication	乱伦
forsake	背叛
forsaken	离弃
forsooth	当真
fort	堡
forte	NO TRANSLATION
forthcoming	即将到来
forthright	直率的
forthwith	立刻
fortification	筑城
fortify	强化
fortitude	坚忍不拔
fortnight	两星期
fortnightly	半月刊
fortress	堡垒
fortuitous	偶然
fortunate	幸运
fortune	幸运
fortunes	命运
forty	四十
forum	论坛
forward	前锋
forwarding	转发
fossil	化石
fossils	化石
foul	犯规
found	发现
foundation	基础
founder	创办人
founding	创建
foundry	铸造厂
fountain	喷泉
four	四
fourfold	四倍
foursome	四人
fourteen	十四
fourth	第四
fowl	鸡
fox	狐狸
foxhole	避弹坑
foxtrot	狐步舞
foxy	狡
foyer	门厅
fraction	分数
fractional	部分的
fracture	断裂
fragile	脆弱
fragility	脆弱性
fragment	分段
fragmentary	残缺不全
fragrance	香味
fragrant	香
frail	脆弱
frailty	脆弱
frame	帧
framework	骨架
franc	法郎
franchise	专营权
frank	坦率
frankenstorm	NO TRANSLATION
frankness	坦率
frantic	疯狂的
frantically	疯狂
frat	兄弟会
fraternal	兄弟
fraternity	兄弟会
fraud	舞弊
fraudulent	骗人的
fraught	误人子弟
fray	磨损
frayed	磨损
frazzled	疲惫不堪
freak	怪物
freaked	吓坏
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	滑稽可笑的
freakout	吓坏了
freaky	辣妈
freckle	雀斑
free	自由
freebie	赠品
freedom	自由
freehold	自由持有
freelance	自由职业者
freelancer	自由职业者
freely	自如
freeman	弗里曼
freestyle	自由泳
freeway	高速公路
freeze	冻结
freezer	冰箱
freezing	冷冻
freight	货物
freighter	货轮
french horn	法国号角
frenetic	狂热的
frenzied	丧心病狂
frenzy	发狂
frequency	频率
frequent	频繁
frequently	经常
fresco	壁画
fresh	新鲜
freshair	NO TRANSLATION
freshen	梳洗
freshener	清新
freshman	新生
freshness	新鲜
freshstart	全新的开始
freshwater	淡水
fret	烦恼
fretful	烦躁
friar	修士
fricking	fricking
friction	摩擦
friday	星期五
fridge	冰箱
fried	油炸
friend	朋友
friendless	无依无靠
friendliness	友好
friendly	友善
friends	朋友
friendship	友谊
frigate	护卫舰
friggen	NO TRANSLATION
fright	惊骇
frighten	吓唬
frightened	受惊
frightening	可怕的
frightful	可怕
frigid	寒冷
fringe	边缘
fringed	流苏
frisbee	飞盘
frisk	NO TRANSLATION
frisky	欢跃的
frivolous	轻浮
frock	罩袍
frog	青蛙
froggy	小青蛙
frolic	欢乐
front	面前
frontage	临街
frontal	前面的
frontier	边境
fronting	对开
frontispiece	卷首
frost	霜
frostbite	冻疮
frosted	磨砂
frosting	结霜
frosty	冷冰冰
froth	泡沫
frothy	多泡的
frown	皱眉
frowning	皱着眉头
frozen	冻结的
frugal	节俭
fruit	水果
fruit punch	果汁饮料
fruitcake	水果蛋糕
fruitful	卓有成效
fruition	享用
fruitless	不结果
fruits	水果
fruity	圆润的
frustrate	阻挠
frustrated	受挫
frustrates	挫败
frustrating	泄气
frustration	挫折
fry	炒
fryer	油炸锅
fuchsia	紫红色
fuck	他妈的
fuckedoff	fuckedoff
fucker	笨蛋
fucking	他妈的
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	做傻事
fuel	汽油
fugitive	逃亡
fulcrum	支点
fulfill	履行
fulfilled	完成
fulfilling	履行
