Word	so
determinate	go'aamiyo
determination	go'aaminta
determine	go'aamiso
determined	go'aamiyey
deterrent	cabsida
detest	gardarrada
detestation	nacayb
detonate	qarxin
detonation	qarxin
detonator	qaraxa
detour	isugudbinta
detract	gooyaan
detriment	dhib badan
detrimental	halis ah
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	dhimay
devastate	burburin
devastated	burburay
devastating	burburin
devastation	burburin
develop	horumarin
developer	horumariye
developing	horumarinta
development	horumarin
deviant	iwm
deviate	dhicin
deviating	gaabis ah
deviation	is-beddelka
device	qalab
devil	Ibliisku
deviled	beeneyaal
devilish	Ibliisku
devious	khiyaano
devise	samee
devoid	ka baxsan
devolution	awood baahinta
devolve	gooyaan
devote	Iskuday
devoted	u go'an
devotee	xayeysiin
devotion	ixtiraamka
devotional	diin ahaan
devour	wada cun
devout	diin
dew	dhar
dexter	dexter
dexterity	garsoorka
dextrose	dextrose
diabetes	sonkorowga
diabetic	macaanka
diabolical	diabolical
diagnose	baaritaan
diagnosis	ogaanshaha
diagnostic	ogaanshaha baaritaanka
diagnostics	ogaanshaha baaritaanka
diagonal	xagasha
diagram	Jaantus
dial	garaac
dialect	lahjada
dialectic	lahjada
dialogue	wadahadal
dialysis	sifeynta
diameter	dhexroor
diamond	dheeman
diamonds	dheeman
diaper	xafaayad
diaphragm	diaphragm
diarrhea	shuban
diarrhoea	shuban
diary	xusuusqorka
diatribe	diarribe
dib	NO TRANSLATION
dibs	dibudhiska
dice	dil
dicey	Dicey
dichotomous	dichotomous
dichotomy	diopotomy
dick	dick
dickhead	dickhead
dicks	dicks
dictate	oo kali ah
dictation	ereyga
dictator	kaligii taliye
dictatorial	kali taliye
dictatorship	kaligii talisnimada
diction	qoob
dictionary	qaamuuska
dictum	NO TRANSLATION
didactic	didactic
diddle	gardarrada
die	NO TRANSLATION
died	dhintay
diesel	naaftada
diet	cunto
dietary	cunto
differ	kala duwan
difference	kala duwanaansho
differences	kala duwanaanshaha
different	kala duwan
differential	kala duwanaansho
differentiation	kala duwanaanta
differently	si kala duwan
differing	kala duwan
difficult	way adag tahay
difficulties	dhibaatooyin
difficulty	adag
diffuse	isbeddel
diffusion	kala saarid
dig	NO TRANSLATION
digest	dheefshiidka
digestion	dheefshiidka
digestive	dheefshiidka
digit	god
digital	dijitaal
dignified	sharaf leh
dignify	sharaf
dignity	sharaf
digress	khayaali
digs	NO TRANSLATION
dike	dike
dilapidated	xannibay
dilatation	Kala saarid
dilation	kicinta
dildo	marwo
dilemma	murugo
diligence	dadaal
diligent	si taxadar leh
dill	dill
diluent	xujo
dilute	dilaac
diluted	la badhxay
dilution	qulqulka
dim	qarsoodi
dime	dime
dimension	cabbir
dimensional	cabbir
diminish	dhimin
diminished	hoos u dhacay
diminution	hoos u dhac
diminutive	yareyn
dimwit	dimwit
din	NO TRANSLATION
dine	cunto
diner	diner
dinghy	dinghy
dingo	dingo
dingy	xayawaan
dining	cashada
dinky	dinky
dinner	casho
dinnertime	dinnertime
dinosaur	dinosaur
dint	dint
diocesan	diocesan
diocese	dioces
diorama	diorama
dioxide	dioxide
dip	gadaal
diploma	diblomaas
diplomacy	diplomacy
diplomat	diblomaasiyadeed
diplomatic	diblomaasi
dipper	dipper
dippy	dippy
dipstick	qulqulka
dire	NO TRANSLATION
direct	toos ah
directed	tilmaamey
direction	jihada
directive	amar
directly	si toos ah
director	Agaasime
directory	diiwaanka
dirt	wasakh
dirty	wasakh
disability	naafanimada
disable	hawl gab
disabled	naafo ah
disadvantage	faa'iido la'aan
disaffected	aan la-xalin
disagree	ku raacsan tahay
disagreeable	khilaafsan
disagreeing	diiddan
disagreement	khilaafaad
disallow	diidmo
disallowed	la diiday
disapointment	NO TRANSLATION
disappear	baabi
disappearance	waayitaan
disappearing	la waayay
disappoint	niyadjab
disappointed	niyad jabay
disappointing	niyadjab
disappointment	Niyad Jab
disapproval	diidmo la'aan
disapprove	diiddan tahay
disapproved	aan la oggolaan
disapproving	diidmo la'aan
disarm	hub ka dhig
disarray	murugo
disaster	masiibo
disastrous	musiibo
disband	kala tag
disbelief	Gaalnimo
disbelieve	Gaaladu
disburse	bixiso
disbursement	bixinta
disc	disk
discard	iska tuur
discarded	tuura
discards	tuura
discern	faham
discernible	la garan karo
discerning	garashada
discernment	qirasho
discharge	dheecaan
disciple	xer
disciplinary	anshax
discipline	anshaxa
disciplined	anshax marin
disclaim	iska dhaaf
disclaimer	Diidmada
disclose	shaaca ka qaado
disclosed	la shaaciyey
disclosure	bixinta
disco	disco
discoloration	midabtakoorka
discolored	midabtakooray
discomfort	raaxo la'aan
disconcerted	isdhaafsaday
disconcerting	guntinta
disconnect	jooji
disconnected	gooyay
disconnection	gooyo
disconnects	gooyaa
discontent	dareen la'aan
discontinuance	joojinta
discontinue	joojin
discontinuity	joojin la'aan
discontinuous	joojin la'aan
discord	khilaafka
discount	sicir-dhimis
discounted	la dhimay
discourage	niyad jab
discouraged	niyad jabay
discouragement	niyad-jabka
discouraging	niyad jabin
discourse	wada hadal
discover	ogow
discovery	helitaan
discredit	diiddan
discredited	la mamnuucay
discreet	NO TRANSLATION
discrepancy	farqi la'aan
discrete	kala go '
discretion	xishoodka
discretionary	ikhtiyaari ah
discriminate	takoorid
discriminating	takoorid
discrimination	takoorid
discus	discus
discuss	kala hadal
discussion	wadahadal
disdain	diidmo
disdainful	diidmo la'aan
disease	cudurka
diseased	xanuunsan
disembodied	kala duwanaayeen
disengage	kala tag
disengagement	ka-goynta
disfigured	naafo ah
disgrace	ceebeyn
disgraced	qosol badan
disgraceful	ceeb
disgruntled	murugaysan
disguise	isku dhejin
disguised	qaawan
disgust	nacayb
disgusted	neceb yahay
disgusting	qosol
dish	saxan
disheartened	been ah
disheartening	diidmo
dishonest	daacadnimo
dishonesty	daacadnimo
dishonor	been ah
dishonorable	lama sharfo
dishwasher	mashiinka mashiinka
disillusionment	diidmo la'aan
disinclination	diidmada
disincline	diidmada
disinclined	diidanayn
disinfect	jeermiska
disinfectant	jeermis dilaha
disinfection	jeermiska
disinformation	Qalabaynta
disingenuous	gardarrada
disintegrate	burburinta
disintegration	burburinta
disinterested	diidanayn
disjoint	Iskuday
disjointed	kala go'a
disjunctive	kala go'a
disk	disk
diskette	disket
dislike	necbahay
disliked	aan nacas lahayn
disliking	necbaan
dislocated	dibad-bax
dislocation	kala-noqoshada
dislodge	Diido
disloyal	daacadnimo
disloyalty	daacadnimo
dismal	khasaare
dismantle	burburin
dismay	murugo
dismayed	naxdin leh
dismemberment	kala tag
dismiss	Diido
dismissal	ka eryid
dismissive	joojinta
dismount	burburin
disobedience	caasinimadda
disobedient	caasinimadiisa
disobey	adeeca
disorder	khalkhalka
disordered	qallafsan
disorderly	si aan kala go 'lahayn
disorganized	aan habeynin
disorientation	diidmada
disoriented	jaahil ah
disown	dafiray
disparage	isfaham la'aan
disparaging	kala-takoorid
disparate	kala qaybsanaan
disparity	kala duwanaan la'aan
dispassionate	baqdin
dispatch	diro
dispatcher	soo diraya
dispel	joojin
dispensary	xafiisyo
dispensation	bixinta
dispense	bixinta
dispenser	dhexdhexaadiyaha
dispersal	kala-firdhinta
disperse	kala firdhin
dispersed	kala firdhiyey
dispersion	kala firidhsan
dispirited	qaawan
displace	barakicin
displaced	barakacay
displacement	barakac
displacency	degitaanka
display	bandhigid
displease	xumo
displeased	raali galin
displeasure	raali galin
disposable	la tuuri karo
disposal	iska tuur
dispose	tuur
disposed	la dhigay
disposition	dabeecadda
dispossessed	la tuuray
disprove	diidmo
dispute	khilaaf
disqualification	joojinta
disqualified	looma ogola
disqualify	joojiso
disquieted	niyad jabay
disregard	iska indha tiri
disregarded	la ilaaway
disrelish	diidmo la'aan
disreputable	looma baahna
disrepute	diidmo la'aan
disrespect	ixtiraam la'aan
disrespectful	ixtiraam la'aan
disrupt	carqaladeeyaan
disrupting	carqaladeeyay
disruption	joojinta
disruptive	rabshad
dissatisfaction	qanacsanaanta
dissatisfied	aan ku qanacsanayn
dissect	kala tag
dissection	diidmo
disseminate	faafin
dissemination	faafinta
dissension	khilaafka
dissent	diidan
dissenting	diidanaanta
dissertation	naqshadeynta
disservice	nacasnimo
dissident	mucaarad
dissimilar	kala duwan
dissipate	kala-bax
dissipated	la wareegay
dissociation	diidmada
dissociative	diidmo la'aan
dissolution	kala dirista
dissolve	burburin
dissonance	nacaybka
dissuade	diidmo
distal	distal
distance	masaafada
distant	fog
distaste	dhadhanka
distasteful	xumaan
distillate	distillate
distillation	distillation
distilled	dami
distinct	kala duwan
distinction	kala saarid
distinctive	kala duwan
distinguish	kala saar
distinguishable	kala duwanaan karo
distinguished	kala soocay
distinguishing	kala soocida
distort	khilaaf
distorted	marin habaabin
distortion	Dhibaato
distract	diiradda saaraan
distracted	ka careysnaa
distracting	mashquulin
distraction	carqaladeeyn
distraught	naxdin leh
distress	dhibaato
distressed	dhib badan
distressing	murugo
distribute	qaybiso
distribution	qaybinta
distributor	qaybiye
district	degmo
distrust	kalsooni la'aan
disturb	dhibaato
disturbance	rabshad
disturbed	dhibay
disturbing	niyad jabin
disuse	diidmo
disused	xumeeyey
ditch	ditch
ditto	ditto
ditty	qurux badan
diurnal	xilliga firaaqada
diva	diva
divan	NO TRANSLATION
dive	qoob ka ciyaarka
diver	diver
diverge	diverge
divergence	kala-duwanaanta
divergent	kala duwanaansho
diverging	kala qaybin
divers	kala duwan
diverse	kala duwan
diversified	kala duwanaanta
diversify	kala duwanaanta
diversion	leexashada
diversionary	ladagaalanka
diversity	kala duwanaanta
divert	u wareeji
diverting	leexinta
divest	leexo
divested	lumay
divestment	leexinta
divide	kala qaybso
divided	kala qaybsan
dividend	dulucda
divination	leexashada
divine	rabbaani
divinity	ilaahnimada
divisible	loo qeybin karo
division	qaybta
divisor	qaybiye
divorce	furiinka
divorcee	furiinka
divulge	sheeg
divvy	ogyihiin
dizziness	dawakhaad
dizzy	wareer
do	samee
doable	la samayn karo
doc	doc
docile	habdhaqan
dock	dock
docked	gooyay
docket	docket
docking	degidda
doctor	dhakhtarka
doctorate	dhakhtar
doctrinal	caqiido
doctrine	caqiido
document	warqad
documentary	dukumiinti
documentation	dukumeentiyo
documents	dukumentiyo
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	dodgy
dodo	dodo
doe	doe
doer	sameeyaa
dog	Eey
dogface	eeyga
dogged	eeyga
doggy	eeyga
doghouse	qolka
dogma	dogma
dogmatic	dabiiciga ah
dogsick	NO TRANSLATION
doings	falalka
doit	NO TRANSLATION
dojo	dojo
doldrums	fadlan
dole	dole
doll	doll
dollar	dollar
dollhouse	Dollhouse
dolor	NO TRANSLATION
dolphin	Dolphin
domain	domain
dome	kubad
domestic	guriga
domesticated	guri-guri
domestication	Domestication
domicile	degenaansho
domiciled	degan
dominance	xukunka
dominant	madaxbannaan
dominate	heysta
dominating	adkaanta
domination	xukunka
dominatrix	dominatrix
dominion	xukunka
domino	domino
don	kuuma
donate	ku deeqid
donation	ku-deeqidda
donkey	dameer
donor	deeq bixiye
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	Cadaab
doomed	jabay
doomsday	qiyaastii
door	albaabka
doorbell	albaabbada
doorknob	albaabbada
doorman	albaabbada
doormat	maaha
doornail	doornail
doorstep	albaabbada
doorway	albaabka
dopamine	dopamine
dope	dulqaad
dopey	dopey
dork	dork
dorky	dorky
dorm	hoy
dormant	aamusnaan
dormitory	hoolka
dorsal	dhaamiska
dosage	qiyaasta
dose	qiyaas
dossier	koobi
dot	dhibic
doting	dhibic
dotted	xariiqay
dotty	dotty
double	laba jeer
doubled	laban laabmay
doublet	labanlaab
doubling	labisashada
doubt	shaki
doubtful	shaki
doubting	shaki
doubtless	shaki la'aan
doubts	shaki
douche	douche
douchebags	Doolebags
dough	cajiinka
doughboy	Caano
doughnut	burcad
dour	dour
douse	douse
dove	qoorta
down	hoos
downcast	hoos u dhac
downer	hoos u dhac
downfall	hoos u dhac
downfield	hoose
downhearted	qalbi jaban
downhill	hoos
download	download
downpour	duufaan
downright	hoos u dhac
downriver	hoose
downside	hoos u dhac
downtime	Waqtiga dhimista
downward	hoos u dhac
downy	hoos u dhaca
dowry	gabar
doze	samee
dozen	tobaneeyo
drab	jibaar
draft	qabyo-qorid
drafty	drafty
drag	jiido
dragon	masduulaagii
dragonfly	qoob ka ciyaarka
drain	daadi
drainage	dheecaan
drained	miiray
draining	daadinta
drainpipe	qulqulaya
drake	qaado
drama	riwaayad
dramaqueen	NO TRANSLATION
dramatic	riwaayad
drape	dhejis
drapery	duufaan
drastic	adag
drat	NO TRANSLATION
draught	qabyo-qorid
draw	baro
drawback	dhibka
drawbridge	sawirro
drawer	sawir qaadaha
drawers	sawir qaadayaasha
drawing	sawir
dread	cabsi
dreaded	dreaded
dreadful	cabsi badan
dreadfully	dareen ahaan
dreading	cabsida
dream	riyo
dreamboat	dreamboat
dreamer	riyaale
dreaming	riyo
dreamland	riwaayad
dreams	riyooyin
dreamt	riyooday
dreamy	riyo ah
dreary	ciriiri
dredge	qulqulka
drenched	qoyan
dress	dharka
dresser	furaha
dressmaker	dharka sariirta
dressy	qurxiyo
dribble	NO TRANSLATION
dried	qalajiyey
drier	drier
drift	wado
drifted	lumay
drifter	furaha
driftwood	Driftwood
drill	daloolin
drink	cabi
drinker	khamriga
drinking	cabitaanka
drinks	cabitaannada
drip	furo
dripping	daadinta
drive	gawaarida
drivel	socodka
driver	darawal
driveway	darawalka
drizzle	qoyaan
droll	duub
drone	drone
drones	Drones
drool	dharka
drooping	qulqulaya
droopy	qulqulaya
drop	dhicid
droplet	dhibicda
dropout	ka tagitaan
dropper	dhibcaha
drought	abaar
drove	NO TRANSLATION
drown	qoyan
drowsiness	lumitaanka
drowsy	lumid
drudgery	Dhibaatada
drug	daroogada
drug dealing	ka ganacsiga daroogada
drugged	daroogada
druggist	dhakhtarka
drugs	daroogo
drugstore	aaladda dawada
druid	druid
drum	duufaan
drummer	daaqada
drumming	duufaan
drunk	sakhraan
drunk driving	baabuur wadista
drunkard	khamriga
drunken	sakhraan
drunkenness	sakhradda
dry	qalalan
dryer	qalajiyaha
dryness	qalalan
dual	laba
dualism	labis
duality	labadaba
dub	dub
dubious	shaki ah
duchess	duchess
duck	duck
ducking	ducking
duckling	duckling
ducky	ducky
duct	qashinka
ductile	dhuxul
dud	Dud
dude	aabe
duds	Duds
due	sabab
duel	duel
dues	bixiyeyaasha
duet	duet
duffel	duffel
dugout	iskuulka
duh	duh
duke	duke
dull	caajis
dullard	dulqaadd
dumb	carrabka
dumbasses	gumeysi
dumbbell	xumbo
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	fekerka
dump	tuur
dumpling	gooyaan
dumps	gooyaa
dumpster	qashinka
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	godad
dunk	dunk
duo	labadoodaba
dupe	dupe
duplex	laba dabaq
duplicate	nuqul ah
duplication	dib u soo celin
duplicity	kalsooni
durability	adkeysiga
durable	raagaya
duration	muddada
duress	halis
dusk	habeenkii
dusky	dusky
dust	boodh
duster	dhejis
dustpan	boorka
dusty	habaas
dutiful	nasiib darro
duty	waajibaad
dwarf	Cajiib
dwarfed	dwarfed
dweeb	degeeb
dwell	dego
dweller	deggane
dwelling	hoy
dye	dheeh
dying	dhimasho
dyke	dyke
dynamic	dhaqdhaqaaqa
dynamical	Dhaqdhaqaaqa
dynamics	Dhaqdhaqaaqa
dynamite	dynamite
dynamo	dynamo
dynasty	Hantidhowrka
dysentery	dysentery
dysfunction	cillad la'aan
dysfunctional	shaqeyn la'aan
dyspepsia	dyspepsia
eager	xiiso leh
eagerness	xiiso leh
eagle	gorgortan
ear	dhegta
earful	dhegeysta
earl	dhegeysta
earlier	hore
early	hore
earn	shaqeeyaa
earnest	wax ku kasbado
earnestly	si taxadar leh
earnestness	dareenka
earnings	dakhliga
earpiece	dhageysiga
earring	xirtey
earrings	hilqadaha
earshot	maqaarka
earth	dhulka
earthenware	nacnac
earthling	dhulka
earthly	dhulka
earthquake	dhulgariir
earthy	dhulka
ease	fududayn
easel	rarin
easement	hakadka
easily	si fudud
east	bari
eastbound	bari bari
eastern	bari
easy	fudud
easygoing	mid fudud
eat	cun
eater	cunaha
eating	cunidda
eatingdisorders	NO TRANSLATION
eavesdrop	xayawaanka
eavesdropping	xayeysiin
ebb	ebb
ebony	ebony
ebullient	shaqaale
eccentric	eccentric
eccentricity	xishoodka
ecclesiastical	xaflad
echelon	Fadlan
echinacea	echinacea
echo	codso
eclectic	xayawaanka
eclipse	qadada
ecliptic	xayeysiin
ecological	ecological
economic	dhaqaalaha
economical	dhaqaale
economics	dhaqaalaha
economy	dhaqaalaha
ecosystem	nidaamka deegaanka
ecstasy	ecstasy
ecstatic	raaxo
ecumenical	ecumenical
eddy	Eddy
edema	bararka
edge	gees
edging	edging
edgy	edgy
edible	la cuni karo
edict	edeg
edification	diyaarinta
edifice	dhisme
edit	isbedel
editing	hagaajinta
edition	daabacan
editor	Tifatiraha
editorial	tifaftirka
educate	waxbarid
educated	waxbartay
education	waxbarasho
educational	waxbarashada
educator	baraha
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	caan
effect	saameyn
effective	wax ku ool ah
effectiveness	waxtarka
effects	saameyn
effectual	wax ku ool ah
effectually	Dhaqan ahaan
effectuate	saameyn ku yeelato
effeminate	saameyn
efficacious	waxtarka
efficacy	waxtarka
efficiency	waxtarka
efficient	hufan
effigy	effigy
effort	dadaal
effortless	dhib la'aan
effusion	duufaan
effyou	NO TRANSLATION
egg	ukunta
egghead	qadarin
eggnog	ukunta
eggplant	eggplant
eggshell	ukunta
ego	ego
egomaniac	egomaniac
egotistical	gaabis ah
egregious	naadir ah
egress	qulqulka
eight	siddeed
eighteen	siddeed iyo toban
eighth	siddeedaad
eighty	siddeed
ejaculate	baxa
ejaculation	xayawaan
eject	iska fur
ejection	iska-caabinta
elaborate	faahfaahin dheeraad ah
elaboration	Qorsheynta
elan	NO TRANSLATION
elapse	ka baxa
elapsed	dhaafsiisay
elastic	dhajinta
elasticity	dabacsanaan
elated	ladilay
elation	furfuran
elbow	suxulka
eld	Eld
elder	odayga
elderly	waayeelka
elders	odayaasha
eldest	ugu weyn
elect	doorasho
election	doorashada
elective	xulasho
elector	doorashada
electoral	doorashada
electorate	doorashada
electric	koronto
electric slide	gawaarida korantada
electrical	koronto
electrician	koronto yaqaan
electricity	koronto
electrify	korontada
electrocute	farsamo
electrocution	qalabka korontada
electromagnetic	electromagnetic
electron	elektaroonik
electronic	elektaroonik
electronics	elektarooniga
elegance	xarrago
elegant	qarsoodi ah
element	element
elemental	halis ah
elementary	hoose
elements	walxaha
elephant	maroodi
elevate	kor u qaad
elevated	kor u kacday
elevation	sare u qaadidda
elevator	wiishka
eleven	kow iyo toban
eleventh	kow iyo toban
elf	elf
elicit	isugeyn
eligible	uqalma
eliminate	baabi'iyaan
elimination	joojinta
elite	suuban
elitist	Elitist
elixir	Elixir
elk	elk
ell	Eel
ellipse	ellipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	Elm
elongate	dheer
elongation	xoojinta
elope	xadhig
eloquence	codkarka
eloquent	codkar
elucidate	caddayn
elucidation	sharaxaadda
elude	caydh ah
elusive	dhib badan
emaciated	kasoobaxay
email	email
emanate	ka samee
emancipation	xoriyad
embankment	xeegada
embargo	NO TRANSLATION
embark	bilaabaan
embarrass	shucuur
embarrassed	xishoodey
embarrassing	ceebeyn
embarrassment	wax laga xishoodo
embassy	safaaradda
