Word	ar
formulary	الوصفات
formulate	صياغة
fornicate	زنى
fornication	فحشاء
forsake	هجر
forsaken	منبوذ
forsooth	forsooth
fort	حصن
forte	NO TRANSLATION
forthcoming	قادم، صريح، يظهر
forthright	صريح
forthwith	فورا
fortification	تحصين
fortify	حصن
fortitude	ثبات
fortnight	خمسة عشر يوما
fortnightly	مرة كل اسبوعين
fortress	قلعة
fortuitous	محظوظ
fortunate	محظوظ
fortune	ثروة
fortunes	ثروات
forty	أربعين
forum	منتدى
forward	إلى الأمام
forwarding	إعادة توجيه
fossil	الحجري
fossils	الحفريات
foul	خطأ
found	وجدت
foundation	المؤسسة
founder	مؤسس
founding	تأسيس
foundry	مسبك
fountain	نافورة
four	أربعة
fourfold	أربعة أضعاف
foursome	رباعية
fourteen	أربعة عشرة
fourth	رابع
fowl	طير
fox	ثعلب
foxhole	حفرة
foxtrot	خطوة الثعلب
foxy	ماكر
foyer	بهو
fraction	جزء
fractional	كسري
fracture	كسر
fragile	هش
fragility	ضعف
fragment	شظية
fragmentary	كسري
fragrance	عبير
fragrant	عبق
frail	ضعيف
frailty	هشاشة
frame	الإطار
framework	الإطار
franc	فرنك
franchise	الامتياز التجاري
frank	صريح
frankenstorm	NO TRANSLATION
frankness	صراحة
frantic	محمومة
frantically	محموم
frat	فراط
fraternal	أخوي
fraternity	أخوية
fraud	تزوير
fraudulent	محتال
fraught	مفعم
fray	نزاع
frayed	المتوترة
frazzled	مبلى
freak	شخص غريب المنظر
freaked	استثنائي
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	عجيب
freakout	خرج عن طوره
freaky	فظيع
freckle	نمش
free	حر
freebie	الهدية الترويجية
freedom	حرية
freehold	التملك الحر
freelance	حسابهم الخاص
freelancer	مستقل
freely	بحرية
freeman	رجل حر
freestyle	حرة
freeway	طريق سريع
freeze	تجمد
freezer	الفريزر
freezing	تجمد
freight	شحن
freighter	شاحن
french horn	البوق الفرنسي
frenetic	مسعور
frenzied	مسعور
frenzy	نوبة
frequency	تكرر
frequent	متكرر
frequently	في كثير من الأحيان
fresco	لوحة جصية
fresh	طازج
freshair	NO TRANSLATION
freshen	تعيش
freshener	المعطر
freshman	المبتدىء
freshness	عذوبة
freshstart	freshstart
freshwater	مياه عذبة
fret	أقلق
fretful	عبوس
friar	راهب
fricking	fricking
friction	احتكاك
friday	يوم الجمعة
fridge	ثلاجة
fried	المقلية
friend	صديق
friendless	لا أصدقاء له
friendliness	صداقة
friendly	ودود
friends	اصحاب
friendship	صداقة
frigate	فرقاطة
friggen	NO TRANSLATION
fright	رعب
frighten	أرعب
frightened	خائف
frightening	مخيف
frightful	مخيف
frigid	تفه
fringe	هدب
fringed	مهدب
frisbee	الطبق الطائر
frisk	NO TRANSLATION
frisky	لعوب
frivolous	تافه
frock	فستان
frog	ضفدع
froggy	بالضفادع
frolic	مرح
front	أمامي
frontage	واجهة
frontal	أمامي
frontier	حدود
fronting	المواجه
frontispiece	واجهة المبنى
frost	صقيع
frostbite	قضمة الصقيع
frosted	مثلج
frosting	صقيع
frosty	أشيب
froth	زبد
frothy	مزبد
frown	عبوس
frowning	عابس
frozen	مجمد
frugal	مقتصد
fruit	فاكهة
fruit punch	ثمار الفاكهة
fruitcake	الكعك
fruitful	مثمر
fruition	إثمار
fruitless	غير مثمر
fruits	ثمار
fruity	فاكهي
frustrate	أحبط
frustrated	محبط
frustrates	يحبط
frustrating	محبط
frustration	إحباط
fry	يقلى
fryer	المقلاة
fuchsia	ضارب الى الحمرة
fuck	اللعنة
fuckedoff	fuckedoff
fucker	الأبله
fucking	سخيف
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	حلوى
fuel	وقود
fugitive	هارب
fulcrum	نقطة إرتكاز
fulfill	تحقيق
fulfilled	استيفاء
fulfilling	الوفاء
fulfillment	تحقيق
full	ممتلئ
fullback	الظهير
fullness	الامتلاء
fully	تماما
fulsome	باهظ
fumble	تلمس
fume	دخان
fumigation	تبخير
fumin	NO TRANSLATION
fuming	دخن
fun	مرح
function	وظيفة
functional	وظيفي
fund	الأموال
fundamental	أساسي
fundamentalist	متعصب
fundamentally	في الأساس
funday	يوم ممتع
funding	التمويل
fundraiser	جمع التبرعات
fundraising	جمع التبرعات
funds	أموال
funeral	جنازة
fungus	فطر
funk	دغر
funky	جبان
funnel	قمع
funny	مضحك
fur	فرو
furious	غاضب
furiously	بشراسة
furlong	الفرلنغ
furlough	إجازة
furnace	فرن
furnish	تقدم
furnishings	المفروشات
furniture	أثاث المنزل
furor	فضيحة
furrow	ثلم
furry	فروي
furtherance	تعزيزا
fury	غضب شديد
fuse	فتيل
fuselage	جسم الطائرة
fusion	انصهار
fuss	ضجيج
fussy	صعب
fustrated	NO TRANSLATION
futile	عقيم
futility	عبث
futon	فوتون
future	مستقبل
fuzz	زغب
fuzzy	أجعد
gab	NO TRANSLATION
gaby	ساذج
gad	جاد
gadget	أداة
gaff	مهماز لديك المصارعة
gag	أسكت
gaga	أبله
gage	سعة
gaggle	نقنق
gahhh	NO TRANSLATION
gaiety	فرح
gain	ربح
gainful	مربح
gaining	كسب
gait	مشية
gal	فتاه
gala	مهرجان
galactic	المجرة
galaxy	المجرة
gale	عاصفة
gall	مرارة
gallant	شجاع
gallantry	بسالة
gallbladder	المرارة
galled	بالغضب
gallery	صالة عرض
galley	مطبخ السفينة
gallon	غالون
gallop	رماحة
galloping	عداء
gallows	مشنقة
galore	وافر
galvanic	كلف
gamble	مغامرة
gambler	مقامر
gambling	لعب القمار
game	لعبه
gameday	GAMEDAY
gametime	وقت اللعب
gaming	الألعاب
gamma	غاما
gammon	فخذ خنزير
gamut	سلسلة كاملة
gander	المغفل
gang	عصابة
gangland	العصابات
gangrene	الغنغرينا
gangster	رجل عصابة
gangway	ممشى
gaol	سجن
gap	الفارق
gape	تثاءب
gaping	محدق
garage	كراج
garb	زي
garbage	قمامة
garbled	مشوه
garden	حديقة
gardener	بستاني
gardening	الحدائق
gardens	حدائق
gargle	صوت الغرغرة
gargoyle	مرزاب
garish	متوهج
garlic	ثوم
garment	ملابس
garner	دخر
garnet	العقيق
garnish	زينة
garrison	حامية
garter	وسام
gas	غاز
gaseous	الغازي
gash	جرح بليغ
gasification	التغويز التحويل للغاز
gasket	طوقا
gasoline	الغازولين
gasp	لهاث
gasping	مبهور
gassy	غازي
gastric	معدي
gastronomy	فن حسن الأكل
gate	بوابة
gatekeeper	البواب
gateway	بوابة
gather	جمع
gatherer	المجمع
gathering	جمع
gator	التمساح
gatorade	شراب طاقه
gauche	NO TRANSLATION
gaudy	مبهرج
gauge	مقياس
gauging	المقايسة
gaunt	نحيل
gauntlet	تحد
gauze	الشاش
gavel	مطرقة
gawk	البله
gay	مثلي الجنس
gaze	تحديق
gazebo	شرفة المراقبة
gazelle	غزال
gazette	جريدة رسمية
gazetteer	صحافي
gazillion	شركة غازيليون
gazing	يحدق
gear	هيأ
geek	المهووس
geeky	العبقري غريب الأطوار
geez	الجيز
geezer	رجل غريب
geisha	الجيشا
gel	مادة هلامية
gelatin	الجيلاتين
geld	NO TRANSLATION
gelding	خصي
gem	جوهرة
gemini	الجوزاء
gender	جنس
genealogy	علم الانساب
general	جنرال لواء
generality	عمومية
generalization	تعميم
generally	عموما
generate	توفير
generation	توليد
generative	توليدي
generator	مولد كهرباء
generic	عام
generosity	سخاء
generous	كريم - سخي
genesis	منشأ
genetic	وراثي
genetics	علم الوراثة
genial	لطيف
genie	الجني
genital	تناسلي
genitalia	الأعضاء التناسلية
genius	العبقري
genocide	إبادة جماعية
genome	الجينوم
genre	نوع أدبي
gent	شخص مهذب
genteel	أنيق
gentile	مشرك
gentle	لطيف
gentleman	انسان محترم
gentlemanly	جنتلمانى
gentleness	دماثة
gently	بلطف
gentry	الطبقة العليا
genuine	حقيقي. صادق. صميم
genus	جنس
geographic	جغرافي
geographical	الجغرافية
geography	جغرافية
geological	الجيولوجية
geologist	جيولوجي
geology	جيولوجيا
geometric	هندسي
geometry	علم الهندسة
geranium	إبرة الراعي
gerbil	يربوع
geriatric	الشيخوخة
germ	بذرة
german	ألمانية
germane	وثيق الصلة
germinate	برز
germination	إنبات
germs	جراثيم
gestation	الحمل
gesture	إيماءة
get	احصل على
getaway	ابتعد
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	استيقظ
getyourown	احصل على خاصتك
ghastly	مروع
ghetto	الغيت حى اليهود
ghost	شبح
ghostly	شبحي
ghoul	غول
giant	عملاق
gibberish	رطانة
giddy	دائخ
gift	هدية مجانية
gifted	موهوب
gifts	الهدايا
gig	أزعج
gigantic	ضخم
giggle	قهقه
giggles	الضحك
giggling	الضحك
gigolo	قواد
gilded	مذهب
gill	خيشوم
gills	خياشيم
gilt	مذهب
gimmick	وسيلة للتحايل
gimp	أعرج
gin	جين
ginger	زنجبيل
gingerbread	خبز الزنجبيل
gingerly	بحذر شديد
ginseng	الجينسنغ
giraffe	زرافة
girder	عارضة خشبية
girdle	حزام
girl	فتاة
girlfriend	صديقة
girlie	بناتي
girlish	بناتي
girly	جرلي
girth	مقاس
gist	جوهر
give	يعطى
giveaway	يتبرع
giver	NO TRANSLATION
giving	إعطاء
gizmo	الأداة
gizzard	أحشاء
glabrous	أمرد
glacial	جليدي
glacier	مجلدة
glad	سعيد
glade	فرجة في الغابة
gladiator	المصارع
gladness	فرح
glamorous	فاتن
glamour	سحر
glance	لمحة
gland	السدادة
glare	وهج
glaring	باهي
glass	زجاج
glasses	نظارات
glassware	آنية زجاجية
glaucoma	الزرق
glaze	سطح أملس
glazed	لامع
gleam	ومضة
gleaming	لامع
glean	جمع
glee	طرب
gleeful	جذلان
glen	واد صغير منعزل
glib	عفوي
glide	زحلقة
glider	طائرة شراعية
glimmer	وميض
glimpse	لمحة
glint	تألق
glisten	تلألأ
glitch	خلل
glitter	بريق
glittering	لامع
gloat	فرح
global	عالمي
globe	كره ارضيه
globular	كروي
gloom	كآبة
gloomy	كئيب
glorification	تمجيد
glorified	مفخم
glorify	مجد
glorious	المجيد
glory	مجد
gloss	لمعان
glossary	المعجم
glossy	لامع
glove	قفاز
gloves	قفازات
glow	توهج
glowing	متوهج
glucose	جلوكوز
glue	صمغ
glum	كئيب
glut	تخمة
gluten	الغولتين
glutton	الشره
gluttony	نهم
glycerin	جلسيرين
gnat	ناموس
gnome	قزم
go	اذهب
goal	هدف
goalie	حارس المرمى
goals	أهداف
goat	ماعز
goatee	لحية التيس
gob	بحار
gobble	الكركرة
goblet	كأس
goblin	عفريت
god	الله
godbless	NO TRANSLATION
goddamn	ملعون
goddamned	goddamned
goddess	إلاهة
godfather	أب روحي
godforsaken	ضائع
godisgood	godisgood
godisgreat	NO TRANSLATION
godless	ملحد
godlike	إلهي
godly	إلهي
godmother	العرابة
godsend	مصادفة سعيدة
godson	إبن بالمعمودية
gofuckyourself	gofuckyourself
goggle	حملق
goggles	نظارات واقية
gold	ذهب
golden	ذهبي
goldfish	ذهبية
golf	جولف
golfer	لاعب غولف
golfing	رياضة الغولف
gondola	جندول
gone	ذهب
goner	الهالك الميئوس منه
gong	NO TRANSLATION
gonorrhea	مرض السيلان
goo	غو
goober	goober
good	جيد
goodbye	وداعا
goodday	يوم جيد
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	الشيء الجيد
goodies	الأشياء الجيدة
goodlife	حياة جيدة
goodly	وسيم
goodmood	NO TRANSLATION
goodmorning	صباح الخير
goodmusic	موسيقى جيدة
goodness	صلاح
goodnews	أخبار جيدة
goods	بضائع
goodtimes	اوقات سعيدة
goodvibes	NO TRANSLATION
goodwill	نية حسنة
goody	حلوى
gooey	لزج
goof	الذهاب ل
goofball	goofball
goofy	أبله
goon	تابع
gooood	GOOOOD
goop	المادة اللزجة
goose	بجعة
gopher	الغوفر سنجاب
gore	نطح
gorge	ممر ضيق
gorgeous	رائع
gorilla	غوريلا
gory	ملطخ بالدم
gospel	الإنجيل
gossip	نميمة
gothic	قوطي
gouge	قلع
goulash	غولاش
gourd	قرع نبات
gourmet	ذواق
gout	نقرس
govern	حكم
governess	المربية
governing	الحكم
government	الحكومي
governmental	حكومي
governor	محافظ حاكم
gown	ثوب
grab	إختطاف
grace	نعمة او وقت سماح
graceful	رشيق
gracias	NO TRANSLATION
gracious	الرحمن
graciously	بسماحة
grad	NO TRANSLATION
gradation	تدرج
grade	درجة
graded	متدرج
grader	الصف
grades	درجات
gradient	الانحدار
gradschool	NO TRANSLATION
gradual	تدريجي
gradually	تدريجيا
graduate	تخرج
graduation	تخرج
graffiti	الكتابة على الجدران
graft	تطعيم
grail	الكأس
grain	حبوب
gram	غرام
grammar	قواعد
grand	كبير
grand theft auto	جهاز الإنذار التلقائي الكبير
grandchild	حفيد
grandchildren	أحفاد
granddad	جد
granddaddy	الجد
granddaughter	حفيدة
grandeur	عظمة
grandfather	جد
grandiose	فخم
grandma	جدة
grandmother	جدة
grandpa	جد
grandson	حفيد
grandstand	المدرج
grange	مزرعة
granite	صوان
granny	جدة
granola	جرنولة
grant	منحة
granted	منحت
grantee	المستفيد
grantor	المانح
granular	حبيبي
granule	حبيبة
grape	عنب
grape juice	عصير العنب
grapefruit	جريب فروت
grapes	عنب
grapevine	الكرمة
graph	رسم بياني
graphic	بياني
graphics	الرسومات
graphite	الجرافيت
grapple	تصارع
grappling	تتصارع
grasp	يفهم، يمسك، يقبض
grasping	استيعاب
grass	نجيل
grasshopper	الجراد
grassy	معشوشب
grate	صر
grated	المبشور
grateful	الامتنان
gratification	الإشباع
gratified	بالامتنان
gratify	كافأ
gratifying	ممتع
grating	حاجز مشبك
gratis	NO TRANSLATION
gratitude	امتنان
gratuitous	بلا سبب
gratuity	بقشيش
grave	قبر
gravel	حصى
graver	NO TRANSLATION
graveyard	مقبرة
gravitate	انجذب
