Word	ky
flutter	аътарылып
fluvial	fluvial
flux	өткөк
fly	учуу
flyboy	flyboy
flyer	чистой
flying	учуп
flywheel	аэропорт
foal	кулун
foam	көбүк
foaming	ооналактап
foamy	кычыштырган
fob	неги
focal	кээмэйэ
focus	басым
fodder	тоют
foe	душман
fog	туман
foggy	тумандуу
foil	дуэлде
foiled	ашпай
fold	киргизүү
folded	бүктөлгөн
folder	папка
foliage	жалбырактары
folio	Расин
folk	эл
folklore	фольклер
follicle	Жатын
follicular	лярдык
follow	ээрчүү
follower	жолдоочум
folly	акылсыздыгы
fond	назик
fondle	жыргатат
fondling	сылагандар
fondness	сүйүү өрчүтүү
fondue	эрип
font	арип
food	тамак-аш
foodie	гурман
fool	акмак аял
fooled	алданып
foolhardy	акылдуулукка жатат
fooling	Fooling
foolish	акылсыз
foolishness	акылсыздык
foolproof	каталарды
foot	таман
foot stool	бут стул
footage	кадрлар
football	Жаныбарлар
footbridge	жөө жүргүнчүлөрдүн көпүрөсү аркылуу
foothold	таянычты
footing	бойлоп
footlocker	footlocker
footloose	Сиздин тыйындар
footpath	батууга
footprint	курат
footwear	бут кийим
footwork	Апр
fop	fop
forage	тоют
foray	кол салуу
forbearance	сабырдуулугун
forbid	тыюу салуу
forbidding	тыюу
force	күч
forced	мажбур
forceful	күчтүү
forceps	аттиш
forces	күчтөр
forcibly	күч
ford	Ford
fore	кабарын
forearm	билек
foreboding	сестенүү
forecast	божомол
forecaster	гидрометереорлоктор
foreclose	толотуп
foreclosure	өндүрүп алууну күрөөнүн жүйөсүнө айлантуу
forefathers	ата-бабалары
forefinger	кесеп
forefront	сап
forego	кыйгап өтөт
foregoing	Жогорудагы
foregone	бүттү
foreground	ач
forehead	чеке
foreign	чет элдик
foreigner	чет элдик аял
foreman	бригадир
foremost	биринчи кезекте
forensic	соттук
forensics	криминалистика
foreplay	foreplay
forerunner	жакка
foresee	алдын ала
foreseen	Ж¤Б тарабынан
foresight	сактык
forest	токой
forestall	йн?
forethought	окуурун,
foreveralone	түбөлүк жалгыз
forevermore	өмүрүбүздүн
forewarned	алдын ала
foreword	сөздөр
forfeit	ажыратуу
forfeited	жоготкон
forfeiture	ажыратуу
forge	бурмалоо
forger	жасаган
forgery	жасалма
forget	унутуу
forgetful	унутчаак
forgetfulness	унутканы
forgive	кечирүү
forgiven	кечирилет
forgiveness	кечирим
forgiving	кечиримдүү
forgotten	унутту
fork	айры
forked	эки ача
forking	Ача
forklift	жүк-
forlorn	бактысыз
form	түрү
formal	расмий
formaldehyde	КЖЧнын
formalism	жасалмалуулук
formality	формалдык
format	формат
formation	пайда болушу
formative	калыптануу
formed	түзүлгөн
formidable	коркунучтуу
forming	түзүү
formless	көрксүз
formula	формула
formulary	formulary
formulate	иштеп чыгуу
fornicate	зына
fornication	бузуктук
forsake	таштабайт
forsaken	таштап
forsooth	аяк чени
fort	кубулуштардын
forte	NO TRANSLATION
forthcoming	келе жаткан
forthright	ачык
forthwith	токтоосуз
fortification	коргон
fortify	күч
fortitude	КАЙРАТ
fortnight	эки жума
fortnightly	Магауин
fortress	сепил
fortuitous	окшоштуктары
fortunate	бактылуу
fortune	жолу болуу
fortunes	келечеги
forty	кырк
forum	Суперстан
forward	алдыга
forwarding	жөнөтүү
fossil	казып алынуучу
fossils	калдыктары
foul	жин
found	табылган
foundation	фундамент
founder	уюштуруучусу
founding	уюштуруу
foundry	Foundry
fountain	фонтан
four	төрт
fourfold	суук
foursome	Спортчулар
fourteen	он төрт
fourth	төртүнчү
fowl	бакма канаттуу
fox	түлкү
foxhole	окобумда
foxtrot	пикирлер
foxy	Foxy
foyer	файе
fraction	бөлчөк
fractional	бөлчөк
fracture	сынган жер
fragile	морт
fragility	морттугу
fragment	үзүндү
fragmentary	үзүндү
fragrance	жагымдуу жыт
fragrant	жыттуу
frail	морт
frailty	карай
frame	каркас
framework	база
franc	доллар
franchise	анапа
frank	ачык
frankenstorm	NO TRANSLATION
frankness	сөздүүлүгү
frantic	канап
frantically	төгүп,
frat	бакылдашып
fraternal	бир тууган
fraternity	бир туугандыктын
fraud	калп
fraudulent	калп
fraught	оор
fray	кубалоого
frayed	сүрүлгөн
frazzled	тилей
freak	Ажалы
freaked	freaked
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	Мукаддас
freakout	Freakout
freaky	-Атай
freckle	Freckle
free	бекер
freebie	Freebie
freedom	эркиндик
freehold	Freehold
freelance	көз каранды эмес
freelancer	штаттан тышкаркы
freely	эркин
freeman	эркин адам
freestyle	Криминал
freeway	Freeway
freeze	тоңуу
freezer	тоңдургуч
freezing	тоңдурулган
freight	жүк
freighter	кеме киресин төлөөчү адам
french horn	French Horn
frenetic	Журнал
frenzied	Жаалы
frenzy	ачуу жин
frequency	жыштыгы
frequent	бат-бат
frequently	көп
fresco	Fresco
fresh	жаңы
freshair	NO TRANSLATION
freshen	сергитүү
freshener	freshener
freshman	-курс
freshness	атырдын
freshstart	freshstart
freshwater	тузсуз
fret	күт
fretful	ачуулуу
friar	кечил
fricking	fricking
friction	жаңжаал
friday	Жума
fridge	муздаткыч
fried	куурулган
friend	дос
friendless	дос
friendliness	достук
friendly	достук
friends	достор
friendship	дос болуу
frigate	фрегат
friggen	NO TRANSLATION
fright	коркуу
frighten	коркутуу
frightened	коркуп
frightening	коркунучтуу
frightful	коркунучтуу
frigid	кышкысын
fringe	чачыларга
fringed	чачыларды
frisbee	frisbee
frisk	NO TRANSLATION
frisky	Frisky
frivolous	ойлуулук
frock	жылт
frog	бака
froggy	Ырысбай
frolic	жыргабаса
front	алдыңкы
frontage	frontage
frontal	түздөн-түз
frontier	чек ара
fronting	каршысындагы
frontispiece	frontispiece
frost	суук
frostbite	калма
frosted	агала
frosting	чыда албайт
frosty	сууктуу
froth	былжыр
frothy	к
frown	кабак түйүү
frowning	Кабагын бүркөгөн
frozen	тоңуп калган
frugal	Сарамжалдуу
fruit	мөмө жемиш
fruit punch	жемиш удар
fruitcake	кекс
fruitful	жемиштүү
fruition	Раббибиздин
fruitless	жемишсиз
fruits	жемиштер
fruity	жемиштүү
frustrate	бузуу
frustrated	нааразы
frustrates	талкаларына
frustrating	чөктүрүшү
frustration	бузулуу
fry	кууруу
fryer	Fryer
fuchsia	фуксия
fuck	КЕРЕГИ
fuckedoff	fuckedoff
fucker	унайййды
fucking	анал
fuckoff	КОТОККО
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	Fudge
fuel	отун
fugitive	качкын аял
fulcrum	согуш
fulfill	аткаруу
fulfilled	аткарылышы
fulfilling	аткаруу
fulfillment	аткаруу
full	толук
fullback	fullback
fullness	толуктугу
fully	толугу менен
fulsome	интеграл
fumble	нерсеси
fume	үч жүздөн
fumigation	түтөтүү
fumin	NO TRANSLATION
fuming	жиндеп
fun	тамаша
function	милдети
functional	иш
fund	фонд
fundamental	негизги
fundamentalist	Өзбекстандын
fundamentally	түп-тамырынан бери
funday	funday
funding	каржылоо
fundraiser	кермес
fundraising	чогултуу
funds	каражаттар
funeral	өлүктү коюу үрп-адаты
fungus	козу карын
funk	Суз
funky	коркок
funnel	куйгуч
funny	тамашалуу
fur	жүн
furious	каардуу
furiously	аябай каарданып,
furlong	Furlong
furlough	чакыруу
furnace	меш
furnish	жабдуу
furnishings	буюмдар
furniture	мебель
furor	башка кудайларга,
furrow	бороздор
furry	пушистый
furtherance	таратылышына шарт
fury	каар
fuse	жаргыч
fuselage	бортуна
fusion	биригүү
fuss	чуу
fussy	чоктун
fustrated	NO TRANSLATION
futile	пайдасыз
futility	убаракерчилик
futon	Не керек
future	болочок
fuzz	диги
fuzzy	так эмес
gab	NO TRANSLATION
gaby	Габи
gad	Гаттан
gadget	Гаджет
gaff	багорная
gag	тамаша
gaga	гага
gage	Гейдж
gaggle	Алардын айрымдары
gahhh	NO TRANSLATION
gaiety	поэма калктын
gain	бекемдөө
gainful	көздөбөй
gaining	ээ
gait	Бендин
gal	бийкеч
gala	гала-
galactic	галактикалык
galaxy	галактика
gale	Гэйл
gall	өт
gallant	асыла
gallantry	Gallantry
gallbladder	тт =
galled	кысынтчы
gallery	галерея
galley	калактуу
gallon	галлон
gallop	сааттын ичинде
galloping	таппай
gallows	жыгач
galore	сонун
galvanic	АККУМУЛЯТОРЫ
gamble	кумар ойноо
gambler	кумар оюнчу аял
gambling	оюн-зоок
game	оюн
gameday	оюн күнү
gametime	Серикжан
gaming	оюн
gamma	гамма
gammon	Гаммон
gamut	палитрасы
gander	Гандер
gang	группа
gangland	gangland
gangrene	гангрена
gangster	гангстер
gangway	жасалма подиумдан
gaol	түрмөнүн
gap	боштук
gape	соски
gaping	тешиктен
garage	гараж
garb	кийими,
garbage	таштанды
garbled	чыкса
garden	бакча
gardener	бакчы аял.
gardening	бакчылык
gardens	бак
gargle	чайкоо
gargoyle	Gargoyle
garish	нур
garlic	ачуу пияз
garment	кийим
garner	Гарнер
garnet	гранат
garnish	гарнири
garrison	гарнизондук
garter	Garter
gas	газ
gaseous	газ
gash	гашетка
gasification	газдаштыруу
