Word	ur
echelon	echelon
echinacea	ایچیناسا
echo	گونج
eclectic	اجتماعی
eclipse	کلپس
ecliptic	لچکدار
ecological	ماحولیاتی
economic	اقتصادی
economical	کم خرچ
economics	معاشیات
economy	معیشت
ecosystem	ماحولیاتی نظام
ecstasy	پریشانی
ecstatic	خوشگوار
ecumenical	ماحولیاتی
eddy	ایڈیڈی
edema	اڈیما
edge	کنارے
edging	کنارے
edgy	اپلی کیشن
edible	خوردہ
edict	ایڈیشن
edification	ایڈیشن
edifice	بہبود
edit	ترمیم
editing	ترمیم
edition	ایڈیشن
editor	ایڈیٹر
editorial	ادارتی
educate	تعلیم
educated	تعلیم
education	تعلیم
educational	تعلیمی
educator	تعلیم
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	ایک
eel	اییل
eerie	ایئر
effect	اثر
effective	مؤثر
effectiveness	تاثیر
effects	اثرات
effectual	مؤثر
effectually	مؤثر طریقے سے
effectuate	اثر انداز
effeminate	افسوس
efficacious	افسوسناک
efficacy	افادیت
efficiency	کارکردگی
efficient	موثر
effigy	افسوس
effort	کوشش
effortless	سہولت
effusion	اثر
effyou	NO TRANSLATION
egg	انڈہ
egghead	انڈے
eggnog	مثال کے طور پر
eggplant	بینگن
eggshell	انڈے
ego	انا
egomaniac	egomaniac
egotistical	مثال کے طور پر
egregious	زبردست
egress	گریجویشن
eight	آٹھ
eighteen	اتھارٹی
eighth	آٹھیں
eighty	اسی
ejaculate	اعجاز
ejaculation	اسباب
eject	نکالنا
ejection	انجکشن
elaborate	وسیع
elaboration	تفصیلات
elan	NO TRANSLATION
elapse	بقایا
elapsed	گزر گیا
elastic	لچکدار
elasticity	لچکدار
elated	اہتمام
elation	اہلیت
elbow	کلون
eld	بزرگ
elder	بزرگ
elderly	بزرگ
elders	بزرگ
eldest	سب سے بڑا
elect	چننا
election	انتخاب
elective	انتخابی
elector	ووٹر
electoral	انتخابی
electorate	ووٹر
electric	بجلی
electric slide	برقی سلائڈ
electrical	بجلی
electrician	الیکٹریشن
electricity	بجلی
electrify	برقی
electrocute	برقی
electrocution	برقی
electromagnetic	برقی مقناطیسی
electron	الیکٹران
electronic	الیکٹرانک
electronics	الیکٹرانکس
elegance	خوبصورتی
elegant	خوبصورت
element	عنصر
elemental	عنصر
elementary	ابتدائی
elements	عناصر
elephant	ہاتھی
elevate	بلند
elevated	بلند
elevation	ترقی
elevator	لفٹ
eleven	گیارہ
eleventh	گیارہویں
elf	یلف
elicit	elicit
eligible	اہل
eliminate	ختم
elimination	خاتمے
elite	اشرافیہ
elitist	elitist
elixir	elixir
elk	ایلک
ell	ell
ellipse	یلپس
ellipsis	یلپسس
ellipsoid	ellipsoid
elliptic	الٹیڈک
elliptical	اونچائی
elm	ایل ایم
elongate	بڑھانا
elongation	بہاؤ
elope	باگکر
eloquence	بہاؤ
eloquent	خوشگوار
elucidate	وضاحت کرنا
elucidation	elucidation
elude	اجنبی
elusive	بدمعاش
emaciated	جذباتی
email	ای میل
emanate	بنانا
emancipation	آزادی
embankment	پابندی
embargo	NO TRANSLATION
embark	لگانا
embarrass	شرمندگی
embarrassed	شرمندہ
embarrassing	شرمناک
embarrassment	شرمندگی
embassy	سفارتخانہ
embattled	کڑا ہوا
embed	ای میل
embellish	منشیات
embellishment	زیورات
embers	embers
embezzlement	اختتام
embezzler	ابوبکر
emblem	علامت
emblematic	علامتی
embodiment	جذباتی
embolism	ایبولازم
embossed	ابراہیم
embrace	گلے لگانا
embroidered	کڑھائی
embroidery	کڑھائی
embroiled	گرے ہوئے
embryo	جناب
embryonic	جناب
emcee	emcee
emerald	مرکب
emerge	ابھرتے ہو
emergence	ابھرتے ہیں
emergency	ایمرجنسی
emeritus	امیر
emery	اییری
emetophobia	NO TRANSLATION
emigrate	منتقل کرنا
emigration	امیگریشن
eminence	ہمت
eminent	ممتاز
eminently	امین طور پر
emir	NO TRANSLATION
emissary	امیاری
emission	اخراج
emit	اخراج کریں
emo	emo
emotion	جذبات
emotional	جذباتی
emotive	جذباتی
empathic	ہمدردی
empathize	ہمدردی
empathy	ہمدردی
emperor	شہنشاہ
emphasis	زور
emphasize	پر زور
emphatic	ہاتھی
emphysema	یمیمیمایما
empire	سلطنت
empirical	تجرباتی
empiricism	جذباتی
employ	ملازم
employee	ملازم
employer	آجر
employment	روزگار
emporium	emporium
empower	طاقتور
empress	ای میل
emptiness	خالی
emption	جذباتی
empty	خالی
emu	ام
emulate	تقلید
emulsion	ایمولینس
enable	فعال
enablement	صلاحیت
enact	نافذ
enactment	نافذ
enamel	انامیل
encampment	ہتھیار
enchant	جادوگر
enchanted	جادوگر
enchanting	جادوگر
enchantment	جادوگر
enchantress	جادوگر
enchilada	Enchilada
encircle	گھسنا
encircling	گھسنا
enclave	محصور علاقہ
enclose	بند کریں
enclosure	باڑ
encode	انکوڈ کریں
encomiastic	NO TRANSLATION
encomium	encomium
encompass	احاطہ
encore	NO TRANSLATION
encounter	سامنا کرنا پڑا
encourage	حوصلہ افزائی
encouraged	حوصلہ افزائی
encouragement	حوصلہ افزائی
encouraging	حوصلہ افزائی
encroach	جھگڑا
encroachment	انباکو نوشی
encrypt	خفیہ
encryption	خفیہ کاری
encumbrance	گڑبڑ
encyclopedia	انسائیکلوپیڈیا
end	اختتام
end table	آخر میز
endanger	خطرہ
endangered	خطرناک
endangerment	خطرہ
endearing	پریشان
endeavor	کوشش کریں
ended	ختم ہوگیا
endemic	اخلاقیات
endgame	آخر کھیل
ending	ختم کرنا
endless	لامتناہی
endocarditis	اینڈوکوڈائٹس
endorse	یقین ہے
endorsement	تصدیق
endow	افسوس
endowed	منظور
endowment	بندش
endpapers	پاپ
endpoint	آخر پوائنٹ
endurance	برداشت
endure	برداشت
enduring	پائیدار
enema	اینیما
enemy	دشمن
energetic	متحرک
energize	چالو
energy	توانائی
enforce	نافذ کریں
enforcement	نافذ کرنے والے
enforcer	نافذ کرنے والا
engage	مشغول
engaged	مصروف
engagement	مصروفیت
engaging	مشغول
engender	ملوث
engine	انجن
engineer	انجینئر
engineering	انجینئرنگ
engrave	مشغول
engraved	کڑھائی
engraver	کشش
engraving	کندہ کاری
engrossed	مصروف
engrossing	مصروف
engulf	ملو
enhance	بڑھاؤ
enhancement	اضافہ
enigma	انماد
enigmatic	غیر ملکی
enjoin	ذمہ دار
enjoy	لطف اندوز
enjoyable	قابل لطف
enjoying	لطف اندوز
enjoyment	لطف اندوز
enlarge	بڑھاو
enlarged	بڑھایا
enlargement	توسیع
enlighten	روشن خیال
enlightened	روشن خیال
enlightening	روشن کرنا
enlightenment	روشنی
enlist	اندراج کریں
enliven	enliven
enmity	دشمنی
ennui	Ennui
enormity	حدیث
enormous	بہت بڑا
enormously	بہت زیادہ
enraged	نفرت
enrich	افزودہ
enroll	اندراج کریں
enrollment	اندراج
ensemble	جوڑی
ensign	نامزد
enslave	غلام
enslaved	غلامی
enslavement	غلامی
ensue	فتوی
ensure	یقینی بنانے
entail	داخلہ
entangled	الجھن
entanglement	داخلہ
enter	درج کریں
enterprise	انٹرپرائز
enterprising	انٹرپرائز
entertain	تفریح
entertained	تفریح
entertainer	تفریح
entertaining	دل لگی
entertainment	تفریح
enthralled	خوفناک
enthusiasm	حوصلہ افزائی
enthusiast	حوصلہ افزائی
enthusiastic	پرجوش
entice	حوصلہ افزائی
entire	پوری
entirety	پوری
entitle	حقائق
entity	ہستی
entomology	ادویات
entourage	حوصلہ افزائی
entrails	داخلہ
entrance	داخلہ
entrapment	داخلہ
entreat	داخلہ
entree	داخلہ
entrepreneur	کاروباری
entrust	جمع کرو
entry	داخلہ
enumerate	شمار کرنا
enumeration	شمار
envelope	لفافے
envious	اندھیرے
environ	NO TRANSLATION
environment	ماحول
environmental	ماحولیاتی
environs	ماحولیات
envision	تصور
envoy	سفیر
envy	حسد
enzyme	enzyme
ephemeral	ہمدردی
ephemeris	ایڈیشن
epic	مہاکاوی
epidemic	وبا
epidermis	ایڈیڈرمس
epidural	ایڈیڈولر
epilepsy	مرگی
epileptic	مرگی
epilogue	مہلک
epiphany	مہیا
episcopal	ایسوسکپال
episode	پرکرن
episodic	مضحکہ خیز
epistle	ایڈیشن
epitaph	عطیہ
epithet	عطیہ
epitome	عطیہ
epoch	ایجچ
equal	برابر
equality	مساوات
equalization	مساوات
equalize	برابر
equalizer	مساوات
equally	برابر
equate	مساوات
equation	مساوات
equator	مساوات
equatorial	مساوات
equestrian	مساوات
equidistant	مساوات پسند
equilibration	مساوات
equilibrium	توازن
equip	لیس کرنے کی
equipment	سامان
equitable	مساوات
equity	مساوات
equivalence	مساوات
equivalent	برابر
equivocal	مساوات
era	دور
eradicate	ختم کرنا
eradication	خاتمے کا خاتمہ
erase	مٹانا
eraser	صاف کرنا
erasure	ختم کرنا
ere	NO TRANSLATION
erect	کھڑا
erectile	کھدائی
erection	تعمیر
ergo	NO TRANSLATION
erode	ختم کرنا
erosion	کٹاؤ
erotic	شہوانی، شہوت انگیز
erotica	یوروکا
err	غلطی
errand	غلطی
errant	بدنام
erratic	غلطی
erratum	غلطی
erroneous	غلط
error	غلطی
erst	NO TRANSLATION
erudite	ایوارڈ
erupt	erupt
eruption	تباہی
escalade	فرار
escalate	بڑھ
escalating	بڑھتی ہوئی
escalation	اضافہ
escalator	ایسکلیٹر
escape	فرار
escaped	فرار ہوگیا
escarpment	گریز
eschew	اسکو
escort	تخرکشک
escrow	یسکرو
esophagus	تخیل
esoteric	باطل
especial	NO TRANSLATION
espionage	جاسوسی
espouse	espouse
espresso	ایسپریس
esprit	esprit
esquire	اسکوائر
essay	مضمون نویسی
essayist	مضامین
essence	جوہر
essential	ضروری ہے
essentially	بنیادی طور پر
establish	قائم کرو
established	قائم
establishment	قیام
estate	اسٹیٹ
esteem	عزت
esteemed	قابل قدر
esthetic	پریشانی
estimable	قابل اعتماد
estimate	تخمینہ
estimation	تخمینہ
estoppel	estoppel
estranged	تخمینہ
estrogen	ایسٹروجن
estuary	تخمینہ
etch	چراغ
etching	گھبراہٹ
eternal	ابدی
eternity	اخلاقیات
ethanol	ایتھنول
ether	آسمان
ethereal	اخلاقیات
ethic	اخلاقیات
ethical	اخلاقی
ethics	اخلاقیات
ethnic	نسلی
ethnography	نسل پرستی
etiology	ایٹولوجی
etiquette	آداب
etymology	ایٹمیولوجی
eucalyptus	یوکالیپٹس
euchre	euchre
eugenics	ایگنینکس
eulogistic	اقلیت پسند
eulogium	ایگلومیم
eulogize	ایجاد کریں
eulogy	صوتی
euphemism	الفاظ
euphoria	جذبہ
euphoric	بدقسمتی
euro	یورو
euthanasia	آتش بازی
evacuate	نکالیں
evacuation	نکالنے کا
evade	تیار
evaluate	اندازہ
evaluation	تشخیص
evanescence	تشہیر
evangelical	انجیل
evangelist	مبشر
evangelistic	مبشر
evaporate	بگاڑنا
evaporation	بصیرت
evasion	چوری
evasive	غصہ
eve	حوا
evening	شام
evens	NO TRANSLATION
event	تقریب
eventful	واقعہ
eventual	واقعہ
eventuality	واقعہ
evergreen	کبھی کبھار
everlasting	ہمیشہ کے لئے
evermore	اب تک
everyday	ہر روز
everyman	ہر آدمی
evict	اس سے انکار
eviction	ویسی
evidence	ثبوت
evident	واضح ہے
evidentiary	واضح
evil	برائی
evoke	پیش کرو
evolution	ارتقاء
evolutionary	ارتقاء
evolve	تیار
ewe	یوم
ex	سابق
exacerbate	بہت زیادہ
exacerbation	زراعت
exact	ٹھیک ہے
exacting	عین مطابق
exaggerate	مبالغہ کاری
exaggerated	مبالغہ آمیز
exaggeration	مبالغہ کاری
exalt	بڑھانا
exaltation	تعظیم
exalted	بلند
exam	امتحان
examination	امتحان
examine	جانچ پڑتال کریں
examiner	امتحان
example	مثال
exasperated	ہراساں کرنا
exasperation	پریشانی
excavate	کھدائی
excavation	کھدائی
excavator	کھدائی
exceed	حد سے زیادہ
exceeding	زیادہ سے زیادہ
excel	ایکسل
excellence	اتکرجتا
excellent	بہترین
excelsior	excelsior
excepting	علاوہ
exception	رعایت
exceptional	غیر معمولی
excerpt	اقتباس
excess	زیادہ
excessive	زیادہ
excessively	زیادہ سے زیادہ
exchange	تبادلہ
excise	مصنوعات
excision	حوصلہ افزا
excitability	حوصلہ افزائی
excitable	حوصلہ افزائی
excitation	حوصلہ افزائی
excite	حوصلہ افزائی
excited	بہت پرجوش
excitement	حوصلہ افزائی
exciting	دلچسپ
exclaim	اعلان کریں
exclamation	فتنہ
exclude	خارج کریں
excluded	خارج کر دیا گیا
excluding	چھوڑ کر
exclusion	علیحدگی
exclusive	خصوصی
excrement	کھدائی
excretion	حوصلہ افزائی
excruciating	حوصلہ افزائی
excursion	گھومنے پھرنے
excuse	عذر
exec	عملدرآمد
execute	عملدرآمد
execution	عملدرآمد
executioner	اعدام
executive	ایگزیکٹو
executor	عملدرآمد
exegesis	نمائش
exemplar	مثال
exemplary	مثالی
exemplify	نمائش
exempt	معافی
exemption	معافی
exercise	ورزش
exert	پیش کرو
exertion	اضافی
exhale	جھگڑا
exhaust	راستہ
exhausted	ختم ہوگیا
exhaustion	ہم آہنگی
exhaustive	مکمل
exhibit	نمائش
exhibition	نمائش
exhilarated	پرجوش
exhilarating	زبردست
exhilaration	پرجوش
exhort	مثال دیں
exhortation	تحریر
exhumation	زہریلا
exhume	جلدی کرو
exigent	NO TRANSLATION
exile	جلاوطنی
exist	موجود ہے
existence	وجود
existent	موجود
existential	موجود
existing	موجودہ
exit	باہر نکلیں
exodus	خارجہ
exonerate	ختم کریں
exorbitant	بے حد
exorcism	بدکاری
exorcist	سابقہ
exotic	غیر ملکی
expand	توسیع
expanded	توسیع
expanse	توسیع
expansion	توسیع کے
expansive	وسیع
expatriate	وطن واپس
expect	توقع ہے
expectance	امید
expectancy	امید
expectant	متوقع
expectation	امید
expected	متوقع
expecting	توقع
expediency	مصیبت
expedient	متوقع
expedite	تیز رفتار
expedition	مہم
expeditious	تیز
expel	بے دخل
expendable	خرچ
expenditure	خرچ
expense	خرچہ
expenses	اخراجات
expensive	مہنگا
experience	تجربہ
experienced	تجربہ کار
experiences	تجربات
experiment	تجربہ
experimental	تجرباتی
experimentation	استعمال
experimenter	تجربہ کار
expert	ماہر
expertise	مہارت
expiration	ختم ہونے کا وقت
expire	میعاد ختم
expired	ختم ہو گیا
expiry	ختم ہونے
explain	وضاحت کریں
explanation	وضاحت
explanatory	تشہیر
expletive	غیر معمولی
explication	وضاحت
explicit	واضح
explode	دھماکے
exploit	استحصال
exploitation	استحصال
exploration	تلاش
exploratory	تلاشی
explore	تلاش کریں
explorer	ایکسپلورر
explosion	دھماکے
explosions	دھماکہ
explosive	دھماکہ خیز مواد
expo	ایکسپو
exponent	متوقع
exponential	متوقع
export	برآمد کریں
exportation	برآمد
expose	بے نقاب
exposed	بے نقاب
exposition	نمائش
expository	برآمدات
exposure	نمائش
expound	بے حد
express	ایکسپریس
expression	اظہار
expressive	اظہار خیال
expressway	ایکسپریس
expropriation	استحکام
expulsion	اخراج
exquisite	شاندار
exquisitely	exquisitely
extant	ختم
extend	توسیع
extendable	توسیع پذیری
extended	توسیع
extension	توسیع
extensive	وسیع
extent	حد
exterior	بیرونی
exterminate	ختم کریں
extermination	ختم کرنا
exterminator	ختم کرنے والا
external	بیرونی
externally	بیرونی طور پر
extinct	غیر جانبدار
extinction	ختم ہونا
extinguish	بجانا
extinguisher	بجھانے والا
extol	اضافی
extort	ختم کرنا
extortion	ہتھیار
extra	اضافی
extract	نکالنا
extracting	نکالنے
extraction	نکالنے
extractor	نکالنے والا
extracurricular	غیر نصابی
extradition	معاوضہ
extrajudicial	غیر معمولی
extramural	extramural
extraneous	غیر ملکی
extraordinaire	غیر معمولی
extraordinary	غیر معمولی
extraterrestrial	extraterrestrial
extravagance	غیر معمولی
extravagant	اسراف
extravaganza	اجنبی
extreme	انتہائی
extreme anticipation	انتہائی متوقع
extreme disgust	انتہائی نفرت
extreme surprise	انتہائی حیرت
extreme trust	انتہائی اعتماد
extremely	انتہائی
extremely negative	انتہائی منفی
