Word	mt
dairy	ħalib
daisy	Daisy
dak	NO TRANSLATION
dale	dale
dam	diga
damage	ħsara
damaged	ħsara
damages	danni
dame	dame
damn	kkritikat
damnation	dannu
damned	kkritikat
damp	niedja
dampened	naqqas
damper	umidifikatur
damsel	Damiel
dance	żfin
dancer	żeffien
dancing	żfin
dandruff	brija
dandy	dandy
danger	periklu
dangerous	perikolużi
dangerously	b'mod perikoluż
dangit	NO TRANSLATION
dangle	dangle
dank	NO TRANSLATION
dapper	dapper
dare	dare
daredevil	daredevil
daresay	daresay
daring	daring
dark	skur
darken	jiskuraw
darkened	mdardra
darkly	b'mod skur
darkness	dlam
darkroom	kamra mudlama
darkside	darkside
darling	ħanini
darn	darn
dart	dart
dash	sing
dashboard	tabella
dashed	marret
dashing	dashing
dastardly	dastardly
data	data
database	database
date	data
datenight	NO TRANSLATION
daughter	bint
dawdle	dawdle
dawn	dawn
dawned	dawned
day	jum
daybreak	twal filgħodu
daycare	daycare
daydream	daydream
daydreaming	daydreaming
daylight	dawl tax-xemx
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	bi nhar
daze	daze
dazed	dazed
dazzle	tgħammix
dazzling	tgħammix
deacon	dijac
deactivate	deattivat
dead	mejta
deadbeat	deadbeat
deadline	skadenza
deadlines	skadenzi
deadlock	imblukkar
deadly	fatali
deaf	torox
deafening	deafening
deafness	truxija
deal	jittratta
dealer	negozjant
dealership	konċessjoni
dealing	jittrattaw
dealings	trattamenti
dean	degan
dear	għeżież
dearest	għeżież
dearth	dearth
death	mewt
deathbed	deathbed
deathly	deathly
debacle	debacle
debased	dgħajfa
debatable	diskutibbli
debate	dibattitu
debauchery	żebgħa
debenture	obbligazzjoni
debilitating	debilitanti
debit	debitu
debrief	debrief
debriefing	informazzjoni ta 'riflessjoni
debris	debris
debt	dejn
debtor	debitur
debut	debutt
debutante	debutante
decade	għaxar snin
decadence	decadenza
decadent	decadent
decaf	decaf
decanter	decanter
decathlon	decathlon
decay	tħassir
decayed	imħassra
decaying	tħassir
deceased	mejjet
decedent	decedent
deceit	qerq
deceitful	qarrieqa
deceive	tqarraq
deceived	mqarrqa
deceiving	tqarraq
december	Diċembru
decency	decency
decent	deċenti
deception	qerq
deceptive	qarrieqa
decide	tiddeċiedi
decidedly	deċiżament
deciduous	jwaqqgħu l-weraq
decimal	deċimali
decimeter	decimeter
decipher	jiddeċifraw
decision	deċiżjoni
decisive	deċiżiv
deck	gverta
declaration	dikjarazzjoni
declaratory	dikjaratorju
declare	niddikjara
declination	tnaqqis
decline	tnaqqis
declining	jonqos
deco	deco
decode	decode
decoder	decoder
decompose	jiddikomponu
decomposed	dekompost
decomposition	dekompożizzjoni
decompress	dekompress
decompression	dekompressjoni
decontamination	dekontaminazzjoni
decor	dekorazzjoni
decorate	dekorazzjoni
decorating	dekorazzjoni
decoration	dekorazzjoni
decorative	dekorattivi
decorator	dekoratur
decorum	dekorazzjoni
decoy	decoy
decrease	tnaqqis
decreased	naqas
decreasing	jonqos
decree	digriet
decrement	tnaqqis
decrepit	decrepit
decry	digry
decryption	decryption
dedicate	jiddedikaw
dedication	dedikazzjoni
deduce	deduce
deduct	tnaqqas
deductible	deduċibbli
deduction	tnaqqis
deed	att
deejay	deejay
deem	iqisuh
deep	fil-fond
deepen	napprofondixxu
deer	ċriev
defamation	malafama
defamatory	difamatorju
default	default
defeat	telfa
defeated	defeated
defeatist	defeatist
defect	difett
defection	defection
defective	difettuż
defector	difettur
defend	tiddefendi
defendant	konvenut
defended	difiża
defender	difensur
defending	tiddefendi
defense	difiża
defenseless	bla difiża
defensible	difensibbli
defensive	difensiv
defer	tiddifferixxi
deference	deference
deferral	differiment
deferring	tiddiferixxi
defiance	difiża
defiant	defiant
defibrillator	defibrillatatur
deficiency	defiċjenza
deficient	defiċjenti
deficit	defiċit
define	tiddefinixxi
defined	definit
definite	definita
definition	definizzjoni
definitive	definittiv
deflate	deflate
deflation	deflazzjoni
deflect	tiddevja
deflection	diflessjoni
defloration	deflazzjoni
deform	deform
deformed	deformat
deformity	deformità
defraud	frodi
defray	tħallas
defrost	silġ
deft	dift
defunct	skaduti
defuse	nieqsa
defy	jisfidaw
degeneracy	deġenerazzjoni
degenerate	deġenerazzjoni
degeneration	deġenerazzjoni
degradation	degradazzjoni
degrade	tiddegrada
degraded	degradat
degrading	degradanti
degree	grad
dehydrated	deidrat
dehydration	deidrazzjoni
dejected	dejected
delay	dewmien
delayed	ittardjata
delectable	delectable
delegate	tiddelega
delegation	delegazzjoni
delete	ħassar
deleterious	deleterjuż
deletion	tħassir
deli	deli
deliberate	deliberata
deliberation	deliberazzjoni
deliberative	deliberattiva
delicacy	Ħelwa
delicate	delikat
delicatessen	Delikatessen
delicious	Delicious
delight	pjaċir
delighted	delighted
delightful	delightful
delineate	delinja
delineation	delineazzjoni
delinquency	delinkwenza
delinquent	delinkwenti
delirious	delirious
delirium	delirju
deliver	twassal
deliverance	twassil
delivery	kunsinna
dell	dell
delta	delta
delude	delude
deluge	deluge
delusion	delużjoni
delusional	delużjonali
deluxe	deluxe
delve	delve
demand	domanda
demanding	eżiġenti
demeaned	demeaned
demeaning	tgħawwiġ
demeanor	demeanor
demented	demented
dementia	dimenzja
demise	mewt
demo	demo
democracy	demokrazija
democrat	demokratiku
democratic	demokratiku
demographic	demografiku
demolish	jitwaqqa '
demolished	imwaqqa '
demolition	demolizzjoni
demon	demon
demonic	demonic
demonstrable	li jista 'jintwera
demonstrate	juru
demonstrated	murija
demonstrating	li turi
demonstration	dimostrazzjoni
demonstrative	dimostrattiv
demonstrator	dimostratur
demoralized	demoralizzat
demos	demos
demure	demure
den	NO TRANSLATION
deniability	negattività
denial	ċaħda
denied	miċħuda
denim	denim
denomination	denominazzjoni
denominational	denominazzjonali
denominator	denominatur
denote	indika
denounce	tiddenunzja
dense	dens
density	densità
dent	dent
dental	dentali
dentist	dentist
dentistry	dentistrija
dentists	dentisti
denunciation	denunzja
deny	tiċħad
denying	tiċħad
deodorant	deodorant
depart	jitilqu
departed	telaq
department	dipartiment
departmental	dipartimentali
departure	tluq
depend	jiddependu
dependable	affidabbli
dependant	dipendenti
dependence	dipendenza
dependency	dipendenza
dependent	dipendenti
depict	murija
depicting	li juru
depletion	tnaqqis
deplorable	deplorevoli
deplore	jiddeplora
deploy	tiskjera
deployment	iskjerament
deport	deport
deportation	deportazzjoni
depose	tiċħad
deposit	depożitu
depositary	depożitarju
deposition	depożizzjoni
depository	depożitarju
depot	depot
depraved	depravat
depravity	depravity
depreciate	deprezzat
depreciated	deprezzat
depreciation	deprezzament
depress	agħar
depressed	depress
depressing	deprimenti
depression	depressjoni
depressive	dipressiv
depresson	NO TRANSLATION
deprivation	ċaħda
deprive	iċċaħħad
deprived	imċaħħda
depth	fond
deputy	deputat
derail	derail
deranged	deranged
derelict	skaduti
derision	derision
derivation	derivazzjoni
derivative	derivattiv
derive	joħorġu
dermal	dermali
dermatologist	Dermatologist
dermatology	dermatoloġija
derogation	deroga
derogatory	derogatorja
descend	jinżlu
descendant	dixxendent
descendent	NO TRANSLATION
descending	dixxendenti
descent	dixxendenza
describe	iddeskrivi
description	deskrizzjoni
descriptive	deskrittiv
desecrate	desecrate
desecration	drawwiet ta 'drawwiet
desert	deżert
deserted	abbandunat
deserter	deserter
desertion	diżerzjoni
deserve	jistħoqqilhom
deserved	ħaqqhom
deserving	jistħoqqilhom
design	disinn
designate	innomina
designated	innominat
designation	denominazzjoni
designed	ddisinjat
designer	disinjatur
designing	tfassil
desirability	xewqa
desirable	mixtieq
desire	xewqa
desiring	xewqana
desirous	xewqana
desist	tieqaf
desk	desk
desolate	desolate
desolation	desolation
despair	disprament
despairing	diżattivazzjoni
despatch	dispaċċ
desperado	desperado
desperate	ddisprata
desperation	desperation
despicable	pjaċevoli
despise	mintix
despondent	despondent
despotic	dispotic
despotism	despotiżmu
dessert	deżerta
destination	destinazzjoni
destined	destinat
destiny	destin
destitute	fqar
destroy	jeqirdu
destroyed	meqruda
destroyer	destroyer
destroying	qerda
destruct	destruct
destruction	qerda
destructive	distruttivi
detach	detach
detached	jinqalgħu
detachment	distakkament
detail	dettall
detailed	dettaljat
details	dettalji
detain	detenzjoni
detainee	detenut
detect	jiskopru
detectable	li tista 'titkejjel
detection	sejbien
detective	ditektif
detector	ditekter
detention	detenzjoni
deter	jiskoraġġixxu
detergent	deterġent
deteriorate	tiddeterjora
deteriorated	iddeterjorat
deteriorating	tiddeterjora
deterioration	deterjorament
determinable	determinabbli
determinate	determinat
determination	determinazzjoni
determine	tiddetermina
determined	determinat
deterrent	deterrent
detest	detest
detestation	detestazzjoni
detonate	detonazzjoni
detonation	detonazzjoni
detonator	detonatur
detour	dawra
detract	tnaqqas
detriment	detriment
detrimental	detrimentali
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	żvalutat
devastate	devastate
devastated	meqruda
devastating	devastanti
devastation	devastazzjoni
develop	jiżviluppaw
developer	iżviluppatur
developing	l-iżvilupp
development	żvilupp
deviant	deviant
deviate	tiddevja
deviating	jiddevja
deviation	devjazzjoni
device	apparat
devil	devil
deviled	deviled
devilish	devilish
devious	devious
devise	tfassal
devoid	nieqsa
devolution	devoluzzjoni
devolve	jiddevolvi
devote	jiddedikaw
devoted	iddedikat
devotee	devotee
devotion	devozzjoni
devotional	devotional
devour	devour
devout	devout
dew	nida
dexter	dexter
dexterity	destrezza
dextrose	dextrose
diabetes	dijabete
diabetic	dijabetiku
diabolical	diaboliku
diagnose	djanjosi
diagnosis	dijanjosi
diagnostic	dijanjostiku
diagnostics	dijanjostika
diagonal	dijagonali
diagram	dijagramma
dial	dial
dialect	djalett
dialectic	djalettika
dialogue	djalogu
dialysis	dijalisi
diameter	dijametru
diamond	djamant
diamonds	djamanti
diaper	ħrieqi
diaphragm	dijaframma
diarrhea	dijarea
diarrhoea	dijarea
diary	djarju
diatribe	diatribe
dib	NO TRANSLATION
dibs	Dbs
dice	dadi
dicey	dahar
dichotomous	dikotomu
dichotomy	dikotomija
dick	Dick
dickhead	dickhead
dicks	dicks
dictate	jiddettaw
dictation	dettatura
dictator	dittatur
dictatorial	dittatorjali
dictatorship	dittatorjat
diction	dizzjunarju
dictionary	Dizzjunarju
dictum	NO TRANSLATION
didactic	didattiku
diddle	diddle
die	NO TRANSLATION
died	miet
diesel	diżil
diet	dieta
dietary	dieta
differ	huma differenti
difference	differenza
differences	differenzi
different	differenti
differential	differenzjali
differentiation	differenzazzjoni
differently	b'mod differenti
differing	differenti
difficult	diffiċli
difficulties	diffikultajiet
difficulty	diffikultà
diffuse	diffuż
diffusion	diffużjoni
dig	NO TRANSLATION
digest	jiddiġerixxu
digestion	diġestjoni
digestive	diġestiva
digit	ċifra
digital	diġitali
dignified	dinjituż
dignify	dinjituż
dignity	id-dinjità
digress	digress
digs	NO TRANSLATION
dike	diku
dilapidated	mwiegħra
dilatation	dilatazzjoni
dilation	dilazzjoni
dildo	dildo
dilemma	dilemma
diligence	diliġenza
diligent	diliġenti
dill	xibt
diluent	dilwent
dilute	iddilwa
diluted	dilwit
dilution	dilwizzjoni
dim	dim
dime	dime
dimension	dimensjoni
dimensional	dimensjonali
diminish	naqqas
diminished	naqas
diminution	tnaqqis
diminutive	diminuttiv
dimwit	dimwit
din	NO TRANSLATION
dine	dine
diner	diner
dinghy	dinghy
dingo	Dingo
dingy	dingy
dining	dining
dinky	dinky
dinner	pranzu
dinnertime	ħin l-ikel
dinosaur	dinosawru
dint	dint
diocesan	Djoċesan
diocese	Djoċesi
diorama	diorama
dioxide	dijossidu
dip	dip
diploma	diploma
diplomacy	diplomazija
diplomat	diplomatiku
diplomatic	diplomatiku
dipper	Dekper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	diretta
directed	diretti
direction	direzzjoni
directive	direttiva
directly	direttament
director	direttur
directory	direttorju
dirt	ħmieġ
dirty	maħmuġin
disability	diżabilità
disable	inkonvenjenti
disabled	b'diżabilità
disadvantage	żvantaġġ
disaffected	mhux affettwat
disagree	ma jaqblux
disagreeable	ma taqbilx
disagreeing	ma taqbilx
disagreement	nuqqas ta 'qbil
disallow	ma tippermettix
disallowed	mhux permess
disapointment	NO TRANSLATION
disappear	jisparixxu
disappearance	għajbien
disappearing	jisparixxu
disappoint	jiddiżappunta
disappointed	diżappuntat
disappointing	diżappuntanti
disappointment	diżappunt
disapproval	diżapprovazzjoni
disapprove	ma japprovax
disapproved	diżapprovat
disapproving	diżapprovazzjoni
disarm	diżarm
disarray	diżordinat
disaster	diżastru
disastrous	diżastruż
disband	disband
disbelief	disbelief
disbelieve	disbelieve
disburse	jinħareġ
disbursement	żburżar
disc	diska
discard	armih
discarded	skartat
discards	rimi lura
discern	jagħrfu
discernible	jintgħarfu
discerning	għaqlin
discernment	dixxerniment
discharge	kwittanza
disciple	dixxiplu
disciplinary	dixxiplinari
discipline	dixxiplina
disciplined	dixxiplinati
disclaim	ċaħda
disclaimer	rinunzja
disclose	tiżvela
disclosed	żvelat
disclosure	żvelar
disco	disco
discoloration	kulur tal-kulur
discolored	kulurit
discomfort	skumdità
disconcerted	konfuż
disconcerting	konfużjoni
disconnect	skonnettja
disconnected	skonnettjat
disconnection	skonnessjoni
disconnects	skonnettja
discontent	skuntentizza
discontinuance	waqfien
discontinue	waqqaf
discontinuity	nuqqas ta 'kontinwità
discontinuous	mhux kontinwu
discord	inkwiet
discount	skont
discounted	skontat
discourage	jiskoraġġixxu
discouraged	skoraġġut
discouragement	skoraġġiment
discouraging	jiskoraġġixxu
discourse	diskors
discover	skopri
discovery	iskoperta
discredit	jiskredita
discredited	skreditat
discreet	NO TRANSLATION
discrepancy	diskrepanza
discrete	diskreta
discretion	diskrezzjoni
discretionary	diskrezzjonali
discriminate	tiddiskrimina
discriminating	diskriminatorju
discrimination	diskriminazzjoni
discus	diska
discuss	jiddiskutu
discussion	diskussjoni
disdain	disdain
disdainful	b'dispjaċir
disease	marda
diseased	morda
disembodied	diżokkupat
disengage	tinħall
disengagement	diżimpenn
disfigured	disfigured
disgrace	disgrace
disgraced	diżgrazzjat
disgraceful	diżgustanti
disgruntled	diżappuntat
disguise	moħbija
disguised	moħbija
disgust	disgust
disgusted	disgusted
disgusting	disgusting
dish	dixx
disheartened	diżheartened
disheartening	disheartening
dishonest	diżonest
dishonesty	diżonestà
dishonor	diżonor
dishonorable	diżonanti
dishwasher	magna tal-ħasil tal-platti
disillusionment	diżillużjoni
disinclination	inklinazzjoni
disincline	jiddiżinklinaw
disinclined	disinclined
disinfect	diżinfettat
disinfectant	diżinfettant
disinfection	diżinfettar
disinformation	diżinformazzjoni
disingenuous	diżinfettanti
disintegrate	jiddiżintegraw
disintegration	diżintegrazzjoni
disinterested	diżinteressat
disjoint	disjoint
disjointed	mhux maqlugħa
disjunctive	diŜattiv
disk	disk
diskette	diskette
dislike	dislike
disliked	ma kellhiex
disliking	disliking
dislocated	dislokat
dislocation	dislokazzjoni
dislodge	jiddevja
disloyal	dwejjaq
disloyalty	disloyalty
dismal	diżastruż
dismantle	żarmar
dismay	jiddispjaċih
dismayed	imdejjaq
dismemberment	diżmembrament
dismiss	tiċħad
dismissal	tkeċċija
dismissive	dismissive
dismount	żmunt
disobedience	diżubbidjenza
disobedient	diżubbidjenti
disobey	disobey
disorder	disturb
disordered	diżordnat
disorderly	diżordnat
disorganized	diżorganizzata
disorientation	diżorjentament
disoriented	diżorjentati
disown	disown
disparage	nieqes
disparaging	tiddevja
disparate	differenti
disparity	differenza
dispassionate	dispassjoni
dispatch	dispaċċ
dispatcher	dispaċċatur
dispel	tneħħi
dispensary	spiżerija
dispensation	dispensa
dispense	dispensa
dispenser	dispenser
dispersal	tixrid
disperse	jinfirex
dispersed	imxerred
dispersion	dispersjoni
dispirited	dispirited
displace	jċaqlaq
displaced	spostati
displacement	spostament
displacency	spostament
display	wiri
displease	displease
displeased	displeased
displeasure	displeasure
disposable	jintremew
disposal	rimi
dispose	tiddisponi
disposed	jintrema
disposition	disposizzjoni
dispossessed	jintrema
disprove	tiċħad
dispute	tilwima
disqualification	skwalifika
disqualified	skwalifikat
disqualify	jiskwalifika
disquieted	inkwetat
disregard	injorar
disregarded	injorat
disrelish	disrelish
disreputable	irrekuperabbli
disrepute	jirreaġixxu
disrespect	nuqqas ta 'rispett
disrespectful	irrispettat
disrupt	jfixklu
disrupting	tfixkil
disruption	tfixkil
disruptive	ta 'sfrattu
dissatisfaction	nuqqas ta 'sodisfazzjon
dissatisfied	mhux sodisfatt
dissect	dissect
dissection	dissezzjoni
disseminate	ixandru
dissemination	tixrid
dissension	dissens
dissent	nuqqas ta 'qbil
dissenting	nuqqas ta 'qbil
dissertation	dissertazzjoni
disservice	disservice
dissident	dissident
dissimilar	mhux simili
dissipate	tinħela
dissipated	jinħall
dissociation	dissoċjazzjoni
dissociative	dissoċjattiv
dissolution	xoljiment
dissolve	dewweb
dissonance	dissonanza
dissuade	dissważjoni
distal	distal
distance	distanza
distant	bogħod
distaste	distaste
distasteful	distasteful
distillate	distillat
distillation	distillazzjoni
distilled	distillat
distinct	distinti
distinction	distinzjoni
distinctive	distintiv
distinguish	tiddistingwi
distinguishable	distingwibbli
distinguished	distinti
distinguishing	tiddistingwi
distort	tgħawweġ
distorted	mgħawġa
distortion	distorsjoni
distract	tfixkilhom
distracted	distratt
distracting	jfixkluh
distraction	distrazzjoni
distraught	distraught
distress	inkwiet
distressed	f'diffikultà
distressing	dwejjaq
distribute	tqassam
distribution	distribuzzjoni
distributor	distributur
district	distrett
distrust	nuqqas ta 'fiduċja
disturb	jiddisturbaw
disturbance	disturb
disturbed	disturbat
disturbing	inkwetanti
disuse	diżuse
disused	mhux użata
ditch	foss
ditto	ditto
ditty	ditty
diurnal	filgħodu
diva	Diva
divan	NO TRANSLATION
dive	adsa
diver	diversità
diverge	diverġenti
divergence	diverġenza
divergent	diverġenti
