Word	pt
embezzler	embezzler
emblem	emblema
emblematic	emblemático
embodiment	incorporação
embolism	embolia
embossed	em relevo
embrace	abraço
embroidered	bordado
embroidery	bordado
embroiled	enredado
embryo	embrião
embryonic	embrionário
emcee	emcee
emerald	esmeralda
emerge	emergir
emergence	emergência
emergency	emergência
emeritus	emérito
emery	esmeril
emetophobia	emetofobia
emigrate	emigrar
emigration	emigração
eminence	eminência
eminent	eminente
eminently	eminentemente
emir	NO TRANSLATION
emissary	emissário
emission	emissão
emit	emitir
emo	emo
emotion	emoção
emotional	emocional
emotive	emotivo
empathic	empático
empathize	simpatizar
empathy	empatia
emperor	imperador
emphasis	ênfase
emphasize	enfatizar
emphatic	enfático
emphysema	enfisema
empire	Império
empirical	empírico
empiricism	empirismo
employ	empregar
employee	empregado
employer	Empregador
employment	emprego
emporium	empório
empower	capacitar
empress	imperatriz
emptiness	vazio
emption	emption
empty	vazio
emu	emu
emulate	emular, imitar
emulsion	emulsão
enable	habilitar
enablement	habilitação
enact	promulgar
enactment	promulgação
enamel	esmalte
encampment	acampamento
enchant	encantar
enchanted	encantado
enchanting	encantador
enchantment	encantamento
enchantress	feiticeira
enchilada	enchilada
encircle	cercar
encircling	circulando
enclave	enclave
enclose	incluir
enclosure	invólucro
encode	codificar
encomiastic	NO TRANSLATION
encomium	elogio
encompass	abranger
encore	NO TRANSLATION
encounter	encontro
encourage	incentivar
encouraged	encorajado
encouragement	encorajamento
encouraging	encorajando
encroach	invadir
encroachment	invasão
encrypt	criptografar
encryption	encriptação
encumbrance	oneração
encyclopedia	enciclopédia
end	fim
end table	mesa final
endanger	pôr em perigo
endangered	ameaçadas de extinção
endangerment	perigo
endearing	cativante
endeavor	esforço
ended	terminou
endemic	endêmico
endgame	final de jogo
ending	final
endless	sem fim
endocarditis	endocardite
endorse	endossar
endorsement	endosso
endow	dotar
endowed	dotado
endowment	doação
endpapers	endpapers
endpoint	endpoint
endurance	resistência
endure	suportar
enduring	duradouro
enema	enema
enemy	inimigo
energetic	enérgico
energize	energizar
energy	energia
enforce	impor
enforcement	execução
enforcer	executor
engage	se empenhar
engaged	acionado
engagement	noivado
engaging	noivando
engender	engendrar
engine	motor
engineer	engenheiro
engineering	Engenharia
engrave	gravar
engraved	gravado
engraver	gravador
engraving	gravação
engrossed	absorto
engrossing	cativante
engulf	engolir
enhance	realçar
enhancement	Aprimoramento
enigma	enigma
enigmatic	enigmático
enjoin	impor
enjoy	apreciar
enjoyable	agradável
enjoying	desfrutando
enjoyment	gozo
enlarge	prolongar
enlarged	ampliado
enlargement	alargamento
enlighten	ilumine
enlightened	iluminado
enlightening	esclarecedor
enlightenment	iluminação
enlist	recrutar
enliven	animar
enmity	inimizade
ennui	tédio
enormity	enormidade
enormous	enorme
enormously	enormemente
enraged	enfurecido
enrich	enriquecer
enroll	inscrever
enrollment	inscrição
ensemble	conjunto
ensign	bandeira
enslave	escravizar
enslaved	escravizado
enslavement	escravização
ensue	seguir
ensure	garantir
entail	implicar
entangled	emaranhado
entanglement	emaranhamento
enter	entrar
enterprise	empreendimento
enterprising	empreendedor
entertain	entreter
entertained	entretido
entertainer	animador
entertaining	divertido
entertainment	entretenimento
enthralled	encantado
enthusiasm	entusiasmo
enthusiast	entusiasta
enthusiastic	entusiasmado
entice	seduzir
entire	inteira
entirety	totalidade
entitle	direito
entity	entidade
entomology	entomologia
entourage	comitiva
entrails	entranhas
entrance	Entrada
entrapment	aprisionamento
entreat	suplicar
entree	entrada
entrepreneur	empreendedor
entrust	confiar
entry	entrada
enumerate	enumerar
enumeration	enumeração
envelope	envelope
envious	invejoso
environ	NO TRANSLATION
environment	meio Ambiente
environmental	de Meio Ambiente
environs	arredores
envision	envision
envoy	enviado
envy	inveja
enzyme	enzima
ephemeral	efêmero
ephemeris	efemérides
epic	épico
epidemic	epidemia
epidermis	epiderme
epidural	epidural
epilepsy	epilepsia
epileptic	epiléptico
epilogue	epílogo
epiphany	Epifania
episcopal	episcopal
episode	episódio
episodic	episódico
epistle	epístola
epitaph	epitáfio
epithet	epíteto
epitome	epítome
epoch	época
equal	igual
equality	igualdade
equalization	equalização
equalize	equalizar
equalizer	equalizador
equally	igualmente
equate	igualar
equation	equação
equator	equador
equatorial	equatorial
equestrian	equestre
equidistant	equidistante
equilibration	equilíbrio
equilibrium	equilíbrio
equip	equipar
equipment	equipamento
equitable	eqüitativo
equity	capital próprio
equivalence	equivalência
equivalent	equivalente
equivocal	equívoco
era	era
eradicate	erradicar
eradication	erradicação
erase	apagar
eraser	apagador
erasure	apagar
ere	NO TRANSLATION
erect	ereto
erectile	erétil
erection	ereção
ergo	NO TRANSLATION
erode	corroer
erosion	erosão
erotic	erótico
erotica	erótica
err	errar
errand	incumbência
errant	errante
erratic	errático
erratum	errata
erroneous	errôneo
error	erro
erst	NO TRANSLATION
erudite	erudito
erupt	entrar em erupção
eruption	erupção
escalade	escalada
escalate	escalar
escalating	escalando
escalation	escalação
escalator	escada rolante
escape	escapar
escaped	escapou
escarpment	escarpa
eschew	fugir
escort	escolta
escrow	Garantia
esophagus	esôfago
esoteric	esotérico
especial	NO TRANSLATION
espionage	espionagem
espouse	esposo
espresso	expresso
esprit	esprit
esquire	escudeiro
essay	redação
essayist	ensaísta
essence	essência
essential	essencial
essentially	essencialmente
establish	estabelecer
established	estabelecido
establishment	estabelecimento
estate	Estado
esteem	estima
esteemed	estimado
esthetic	estético
estimable	estimável
estimate	estimativa
estimation	estimativa
estoppel	estoppel
estranged	distante
estrogen	estrogênio
estuary	estuário
etch	gravar
etching	gravura
eternal	eterno
eternity	eternidade
ethanol	etanol
ether	éter
ethereal	etéreo
ethic	ética
ethical	ético
ethics	ética
ethnic	étnico
ethnography	etnografia
etiology	etiologia
etiquette	etiqueta
etymology	etimologia
eucalyptus	eucalipto
euchre	euchre
eugenics	eugenia
eulogistic	eulogista
eulogium	eulogium
eulogize	elogiar
eulogy	elogio
euphemism	eufemismo
euphoria	euforia
euphoric	eufórico
euro	euro
euthanasia	eutanásia
evacuate	evacuar
evacuation	evacuação
evade	fugir
evaluate	Avalie
evaluation	avaliação
evanescence	evanescência
evangelical	evangélico
evangelist	evangelista
evangelistic	evangelístico
evaporate	evaporar
evaporation	evaporação
evasion	evasão
evasive	evasivo
eve	véspera
evening	tarde
evens	NO TRANSLATION
event	evento
eventful	agitado
eventual	eventual
eventuality	eventualidade
evergreen	sempre-viva
everlasting	eterno
evermore	sempre
everyday	todo dia
everyman	homem comum
evict	expulsar
eviction	despejo
evidence	evidência
evident	evidente
evidentiary	evidência
evil	mal
evoke	evocar
evolution	evolução
evolutionary	evolucionário
evolve	evoluir
ewe	ovelha
ex	ex
exacerbate	exacerbar
exacerbation	exacerbação
exact	exato
exacting	exigente
exaggerate	exagerar
exaggerated	exagerado
exaggeration	exagero
exalt	exaltar
exaltation	exaltação
exalted	exaltado
exam	exame
examination	exame
examine	examinar
examiner	examinador
example	exemplo
exasperated	exasperado
exasperation	exasperação
excavate	escavar
excavation	escavação
excavator	escavadora
exceed	ultrapassarem
exceeding	excedendo
excel	excel
excellence	excelência
excellent	excelente
excelsior	excelsior
excepting	com exceção
exception	exceção
exceptional	excepcional
excerpt	excerto
excess	excesso
excessive	excessivo
excessively	excessivamente
exchange	troca
excise	imposto
excision	excisão
excitability	excitabilidade
excitable	excitável
excitation	excitação
excite	excitar
excited	animado
excitement	excitação
exciting	emocionante
exclaim	exclamar
exclamation	exclamação
exclude	excluir
excluded	excluído
excluding	excluindo
exclusion	exclusão
exclusive	exclusivo
excrement	excremento
excretion	excreção
excruciating	excruciante
excursion	excursão
excuse	com licença
exec	exec
execute	executar
execution	execução
executioner	carrasco
executive	executivo
executor	executor
exegesis	exegese
exemplar	exemplar
exemplary	exemplar
exemplify	exemplificar
exempt	isentar
exemption	isenção
exercise	exercício
exert	exercer
exertion	esforço
exhale	exalar
exhaust	escape
exhausted	Exausta
exhaustion	exaustão
exhaustive	exaustivo
exhibit	exposição
exhibition	exibição
exhilarated	hilariante
exhilarating	empolgante
exhilaration	alegria
exhort	exortar
exhortation	exortação
exhumation	exumação
exhume	exumar
exigent	NO TRANSLATION
exile	exílio
exist	existir
existence	existência
existent	existente
existential	existencial
existing	existir
exit	Saída
exodus	êxodo
exonerate	exonerar
exorbitant	exorbitante
exorcism	exorcismo
exorcist	exorcista
exotic	exótico
expand	expandir
expanded	expandido
expanse	extensão
expansion	expansão
expansive	expansivo
expatriate	expatriado
expect	Espero
expectance	expectativa
expectancy	expectativa
expectant	expectante
expectation	expectativa
expected	esperado
expecting	esperando
expediency	conveniência
expedient	expediente
expedite	acelerar
expedition	expedição
expeditious	expedito
expel	expulsar
expendable	descartável
expenditure	despesa
expense	despesa
expenses	despesas
expensive	caro
experience	experiência
experienced	com experiência
experiences	experiências
experiment	experimentar
experimental	experimental
experimentation	experimentação
experimenter	experimentador
expert	especialista
expertise	perícia
expiration	expiração
expire	expirar
expired	expirado
expiry	termo
explain	explicar
explanation	explicação
explanatory	explicativo
expletive	palavrão
explication	explicação
explicit	explícito
explode	explodir
exploit	explorar
exploitation	exploração
exploration	exploração
exploratory	exploratório
explore	explorar
explorer	explorador
explosion	explosão
explosions	explosões
explosive	explosivo
expo	expo
exponent	expoente
exponential	exponencial
export	exportar
exportation	exportação
expose	expor
exposed	exposto
exposition	exposição
expository	expositivo
exposure	exposição
expound	expor
express	expressar
expression	expressão
expressive	expressivo
expressway	via Expressa
expropriation	expropriação
expulsion	expulsão
exquisite	requintado
exquisitely	requintadamente
extant	existente
extend	ampliar
extendable	extensível
extended	estendido
extension	extensão
extensive	extenso
extent	extensão
exterior	exterior
exterminate	exterminar
extermination	extermínio
exterminator	exterminador
external	externo
externally	externamente
extinct	extinto
extinction	extinção
extinguish	extinguir
extinguisher	extintor
extol	exaltar
extort	extorquir
extortion	extorsão
extra	extra
extract	extrair
extracting	extrair
extraction	Extração
extractor	extrator
extracurricular	extracurricular
extradition	extradição
extrajudicial	extrajudicial
extramural	extramural
extraneous	estranho
extraordinaire	extraordinário
extraordinary	extraordinário
extraterrestrial	extraterrestre
extravagance	extravagância
extravagant	extravagante
extravaganza	extravagância
extreme	extremo
extreme anticipation	antecipação extrema
extreme disgust	extremo desgosto
extreme surprise	surpresa extrema
extreme trust	confiança extrema
extremely	extremamente
extremely negative	extremamente negativo
extremely positive	extremamente positivo
extremity	extremidade
extricate	desembaraçar
extrinsic	extrínseco
extrusion	extrusão
exuberance	exuberância
exude	exude
eye	olho
eyeball	globo ocular
eyebrow	sobrancelha
eyeful	eyeful
eyeglass	óculos
eyeglasses	Óculos
eyelash	pestana
eyelet	ilhó
eyeliner	delineador
eyepiece	ocular
eyes	olhos
eyesight	visão
eyewitness	testemunha ocular
fab	fabulosos
fable	fábula
fabled	fabulado
fabric	tecido
fabricate	fabricar
fabricated	fabricado
fabrication	fabricação
fabulous	fabuloso
facade	fachada
face	cara
faceless	sem rosto
facet	faceta
facial	facial
facile	NO TRANSLATION
facilitate	facilitar
facility	instalação
facing	voltado para
facsimile	fax
fact	facto
faction	facção
factor	fator
factory	fábrica
facts	factos
factual	factual
faculties	faculdades
faculty	Faculdade
fad	mania
fade	desvaneça
faded	desvaneceu-se
faeces	fezes
fag	bicha
faggot	bicha
fail	falhou
failing	falhando
failure	falha
fain	NO TRANSLATION
faint	desmaiar
fainting	desmaio
fair	justo
fairly	bastante
fairness	justiça
fairway	fairway
fairy	fada
faith	fé
faithful	fiel
faithfulness	fidelidade
faithless	Sem fé
fake	falsa
faker	falsificador
falafel	falafel
falcon	falcão
fall	cair
fallacious	falacioso
fallacy	falácia
fallback	cair pra trás
fallible	falível
falling	queda
fallopian	Falopio
fallout	cair
fallow	pousio
false	FALSO
falsehood	falsidade
falsely	falsamente
falsification	falsificação
falsified	falsificado
falsify	falsificar
falsity	falsidade
falter	vacilar
fame	fama
famed	famoso
familiar	familiar
familiarity	familiaridade
familiarize	familiarizar
family	família
familytime	tempo para a família
famine	fome
famished	faminto
famous	famoso
famously	notoriamente
fan	ventilador
fanatic	fanático
fanatical	fanático
fanaticism	fanatismo
fanciful	fantasioso
fancy	chique
fandango	fandango
fanfare	fanfarra
fang	NO TRANSLATION
fangs	presas
fanning	fanning
fantasia	fantasia
fantasize	fantasiar
fantastic	fantástico
fantasy	fantasia
faraway	tão distante
farce	farsa
farcical	ridículo
fare	tarifa
farewell	despedida
farm	Fazenda
farmer	agricultor
farmhouse	casa de fazenda
farming	agricultura
farmland	terras agrícolas
faro	faro
fart	peidar
farther	mais
fascia	fáscia
fascinate	fascinar
fascinated	fascinado
fascinating	fascinante
fascination	fascinação
fascism	fascismo
fascist	fascista
fashion	moda
fashionable	elegante
fastball	bola rápida
fasten	apertar
fastener	prendedor
fastening	fixação
fasting	jejum
fat	gordo
fatal	fatal
fatalism	fatalismo
fatality	fatalidade
fate	destino
fated	fadado
fateful	fatídico
fathead	cabeça chata
father	pai
fatherhood	paternidade
fatherland	pátria
fatherly	paternal
fathom	braça
fatigue	fadiga
fatigued	fatigado
fatso	fatso
fatten	engordar
fatty	gordinho
faucet	torneira
fault	culpa
faultless	sem defeito
faulty	defeituoso
faun	fauno
fauna	fauna
faux	faux
favor	Favor
favorable	favorável
favorite	favorito
favoriteholiday	NO TRANSLATION
favoritism	favoritismo
fawn	fulvo
fax	fax
faze	NO TRANSLATION
fear	medo
feared	temido
fearful	amedrontado
fearfully	com medo
fearing	temendo
fearless	destemido
fears	medos
fearsome	temível
feasibility	viabilidade
feasible	factível
feast	festa
feat	Parceria
feather	pena
feathered	emplumado
feature	característica
features	características
febrile	febril
fecal	fecal
feces	fezes
fecundity	fecundidade
fed	alimentado
federal	Federal
federation	federação
fedup	NO TRANSLATION
fee	taxa
feeble	fraco
feed	alimentação
feedback	comentários
feeder	alimentador
feel	sentir
feelgood	se sentir bem
feeling	sentindo-me
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	pés
feign	fingir
feigned	fingido
feisty	mal-humorado
felicity	felicidade
feline	felino
fell	caiu
feller	ladrão
