Word	no
discuss	diskutere
discussion	diskusjon
disdain	forakt
disdainful	foraktelig, hånlig
disease	sykdom
diseased	død
disembodied	disembodied
disengage	frigjøre
disengagement	utkobling
disfigured	vansiret
disgrace	vanære
disgraced	vanæret
disgraceful	skammelig
disgruntled	misfornøyd
disguise	forkledning
disguised	forkledd
disgust	avsky
disgusted	forferdet
disgusting	motbydelig
dish	tallerken
disheartened	motløs
disheartening	nedslående
dishonest	uærlig
dishonesty	uærlighet
dishonor	vanære
dishonorable	æreløs
dishwasher	oppvaskmaskin
disillusionment	desillusjon
disinclination	avsky
disincline	disincline
disinclined	disinclined
disinfect	desinfisere
disinfectant	desinfeksjonsmiddel
disinfection	desinfeksjon
disinformation	desinformasjon
disingenuous	disingenuous
disintegrate	desintegrerer
disintegration	oppløsning
disinterested	uinteressert
disjoint	disjunkte
disjointed	usammenhengende
disjunctive	disjunktiv
disk	disk
diskette	diskett
dislike	motvilje
disliked	mislikte
disliking	mislike
dislocated	forstuet
dislocation	forvridning
dislodge	løsne
disloyal	illojale
disloyalty	illojalitet
dismal	sturen
dismantle	demontere
dismay	forferdelse
dismayed	forferdet
dismemberment	lemlesting
dismiss	avskjedige
dismissal	avskjedigelse
dismissive	avvisende
dismount	avstige
disobedience	ulydighet
disobedient	ulydig
disobey	ulydig
disorder	lidelse
disordered	uordnede
disorderly	uordentlig
disorganized	uorganisert
disorientation	desorientering
disoriented	desorientert
disown	fornekte
disparage	nedvurdere
disparaging	nedsettende
disparate	uensartede
disparity	misforhold
dispassionate	objektiv
dispatch	utsendelse
dispatcher	avsender
dispel	fjerne
dispensary	dispensary
dispensation	dispensasjon
dispense	dispensere
dispenser	dispenseren
dispersal	spredning
disperse	spre
dispersed	fordelt
dispersion	spredning
dispirited	dispirited
displace	forflytte
displaced	fortrenges
displacement	forskyvning
displacency	displacency
display	vise
displease	mishage
displeased	misfornøyd
displeasure	misnøye
disposable	disponibel
disposal	avhending
dispose	avhende
disposed	anordnet
disposition	disposisjon
dispossessed	fratatt
disprove	motbevise
dispute	tvist
disqualification	diskvalifikasjon
disqualified	diskvalifisert
disqualify	diskvalifisere
disquieted	uro
disregard	se bort fra
disregarded	tilsidesatt
disrelish	disrelish
disreputable	useriøse
disrepute	vanry
disrespect	disrespect
disrespectful	respektløs
disrupt	forstyrre
disrupting	forstyrrende
disruption	avbrudd
disruptive	forstyrrende
dissatisfaction	utilfredshet
dissatisfied	misfornøyd
dissect	dissekere
dissection	disseksjon
disseminate	spre
dissemination	formidling
dissension	uenighet
dissent	dissens
dissenting	dissen
dissertation	avhandling
disservice	bjørnetjeneste
dissident	dissident
dissimilar	ulike
dissipate	spre
dissipated	utsvevende
dissociation	dissosiasjon
dissociative	dissosiativ
dissolution	oppløsning
dissolve	løse opp
dissonance	dissonans
dissuade	fraråde
distal	distal
distance	avstand
distant	fjern
distaste	avsmak
distasteful	usmakelig
distillate	destillat
distillation	destillasjon
distilled	destillert
distinct	distinkt
distinction	forskjell
distinctive	karakteristiske
distinguish	skille
distinguishable	skilles
distinguished	fornem
distinguishing	sært
distort	forvrenge
distorted	forvrengt
distortion	forvrengning
distract	distrahere
distracted	distrahert
distracting	distraherende
distraction	distraksjon
distraught	fortvilet
distress	nød
distressed	distressed
distressing	plagsom
distribute	distribuere
distribution	fordeling
distributor	distributør
district	distrikt
distrust	mistro
disturb	forstyrre
disturbance	forstyrrelse
disturbed	forstyrret
disturbing	urovekkende
disuse	stillstand
disused	nedlagt
ditch	grøft
ditto	ditto
ditty	ditty
diurnal	dagaktive
diva	diva
divan	NO TRANSLATION
dive	stupe
diver	dykker
diverge	divergere
divergence	divergens
divergent	avvikende
diverging	divergerende
divers	dykkere
diverse	mangfoldig
diversified	diversifisert
diversify	diversifisere
diversion	Omkjøring
diversionary	avledende
diversity	mangfold
divert	avlede
diverting	avlede
divest	avhende
divested	solgt
divestment	salget
divide	dele opp
divided	delt
dividend	utbytte
divination	spådom
divine	guddommelig
divinity	guddommelighet
divisible	delelig
division	inndeling
divisor	divisor
divorce	skilsmisse
divorcee	skilt
divulge	røpe
divvy	divvy
dizziness	svimmelhet
dizzy	svimmel
do	gjøre
doable	overkommelig
doc	doc
docile	føyelig
dock	Brygge
docked	dokket
docket	docket
docking	docking
doctor	doktor
doctorate	doktorgrad
doctrinal	lære
doctrine	doktrine
document	dokument
documentary	dokumentar
documentation	dokumentasjon
documents	dokumenter
dodge	dukke
dodger	Dodger
dodging	unnvike
dodgy	dodgy
dodo	dodo
doe	doe
doer	doer
dog	hund
dogface	hundefjes
dogged	seig
doggy	hund
doghouse	hundehus
dogma	dogme
dogmatic	dogmatisk
dogsick	NO TRANSLATION
doings	gjerninger
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	dukke
dollar	dollar
dollhouse	dukkehus
dolor	NO TRANSLATION
dolphin	delfin
domain	domene
dome	kuppel
domestic	innenlands
domesticated	tamme
domestication	domestisering
domicile	bosted
domiciled	hjemmehørende
dominance	dominans
dominant	dominerende
dominate	dominere
dominating	dominerende
domination	dominans
dominatrix	dominatrix
dominion	herredømme
domino	domino
don	don
donate	donere
donation	donasjon
donkey	esel
donor	donor
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	Doodle
doom	undergang
doomed	dømt
doomsday	dommedag
door	dør
doorbell	dør-klokke
doorknob	dørhåndtak
doorman	dørvakt
doormat	dørmatte
doornail	dørnagl
doorstep	dørstokken
doorway	døråpning
dopamine	dopamin
dope	kult
dopey	minsten
dork	kødd
dorky	dorky
dorm	hybel
dormant	sovende
dormitory	sovesal
dorsal	rygg
dosage	dosering
dose	dose
dossier	dossier
dot	punktum
doting	kjærlig
dotted	stiplede
dotty	dotty
double	dobbelt
doubled	doblet
doublet	doublet
doubling	dobling
doubt	tvil
doubtful	tvilsom
doubting	tvilende
doubtless	utvilsomt
doubts	tvil
douche	douche
douchebags	douchebags
dough	deig
doughboy	doughboy
doughnut	smultring
dour	tok
douse	slukke
dove	due
down	ned
downcast	nedslått
downer	downer
downfall	fall
downfield	downfield
downhearted	downhearted
downhill	utforbakke
download	nedlasting
downpour	regnskyll
downright	rett og slett
downriver	nedstrøms
downside	ulempen
downtime	nedetid
downward	nedad
downy	dunete
dowry	medgift
doze	døse
dozen	dusin
drab	trist
draft	utkast
drafty	trekkfulle
drag	dra
dragon	drage
dragonfly	dragonfly
drain	avløp
drainage	drenering
drained	drenert
draining	drenering
drainpipe	drainpipe
drake	drake
drama	drama
dramaqueen	NO TRANSLATION
dramatic	dramatisk
drape	drapere
drapery	draperi
drastic	drastisk
drat	NO TRANSLATION
draught	utkast
draw	tegne
drawback	ulempen
drawbridge	vindebro
drawer	skuff
drawers	skuffer
drawing	tegning
dread	Grue seg
dreaded	fryktet
dreadful	dreadful
dreadfully	fryktelig
dreading	gruer
dream	drøm
dreamboat	drømmeren
dreamer	drømmer
dreaming	drømmer
dreamland	drømmeland
dreams	drømmer
dreamt	drømte
dreamy	drømmende
dreary	kjedelig
dredge	mudre
drenched	søkkvåt
dress	kjole
dresser	dresser
dressmaker	sydame
dressy	oppkledd
dribble	NO TRANSLATION
dried	tørket
drier	tørrere
drift	drift
drifted	drevet
drifter	drifter
driftwood	drivved
drill	bore
drink	drikke
drinker	drikker
drinking	drikkevann
drinks	drikkevarer
drip	dryppe
dripping	dryppende
drive	kjøre
drivel	vrøvl
driver	sjåfør
driveway	oppkjørselen
drizzle	duskregn
droll	pussig
drone	drone
drones	droner
drool	sikle
drooping	hengende
droopy	hengende
drop	miste
droplet	dråpe
dropout	dropout
dropper	dropper
drought	tørke
drove	NO TRANSLATION
drown	drukne
drowsiness	døsighet
drowsy	søvnig
drudgery	slit
drug	legemiddel
drug dealing	narkotikahandel
drugged	dopet
druggist	apoteker
drugs	narkotika
drugstore	apotek
druid	druid
drum	tromme
drummer	trommeslager
drumming	tromming
drunk	full
drunk driving	fyllekjøring
drunkard	drukkenbolt
drunken	drunken
drunkenness	drukkenskap
dry	tørke
dryer	tørketrommel
dryness	tørrhet
dual	Dobbel
dualism	dualisme
duality	dualitet
dub	dub
dubious	tvilsomme
duchess	hertuginne
duck	and
ducking	ducking
duckling	andungen
ducky	ducky
duct	kanal
ductile	duktilt
dud	dud
dude	Dude
duds	blindgjengere
due	grunn
duel	duell
dues	kontingent
duet	duett
duffel	Duffel
dugout	gravd ut
duh	duh
duke	hertug
dull	kjedelig
dullard	dullard
dumb	dum
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	dump
dumpling	scampi
dumps	dumper
dumpster	søppeldunk
dun	dun
dunce	dunce
dune	sanddyne
dung	NO TRANSLATION
dungeon	fangehull
dunk	dunke
duo	duo
dupe	lure
duplex	duplex
duplicate	duplisere
duplication	duplisering
duplicity	dobbelthet
durability	varighet
durable	varig
duration	varighet
duress	tvang
dusk	skumring
dusky	dusky
dust	støv
duster	støvkost
dustpan	feiebrett
dusty	støvete
dutiful	pliktoppfyllende
duty	plikt
dwarf	dverg
dwarfed	overskygget
dweeb	dweeb
dwell	dvele
dweller	dweller
dwelling	bolig
dye	farge
dying	døende
dyke	diket
dynamic	dynamisk
dynamical	dynamisk
dynamics	dynamikk
dynamite	dynamitt
dynamo	dynamo
dynasty	dynastiet
dysentery	dysenteri
dysfunction	dysfunksjon
dysfunctional	dysfunksjonell
dyspepsia	dyspepsi
eager	ivrig
eagerness	iver
eagle	Ørn
ear	øre
earful	earful
earl	earl
earlier	Tidligere
early	tidlig
earn	tjene
earnest	alvor
earnestly	alvorlig
earnestness	alvor
earnings	inntjening
earpiece	øreplugg
earring	ørering
earrings	øredobber
earshot	hørevidde
earth	jord
earthenware	steingods
earthling	jordboer
earthly	jordiske
earthquake	jordskjelv
earthy	jordnær
ease	letthet
easel	staffeli
easement	Servitutt
easily	Enkelt
east	øst
eastbound	østgående
eastern	østlig
easy	lett
easygoing	omgjengelig
eat	spise
eater	eater
eating	spiser
eatingdisorders	NO TRANSLATION
eavesdrop	tjuvlytte
eavesdropping	tjuvlytte
ebb	flo
ebony	ibenholt
ebullient	ebullient
eccentric	eksentriske
eccentricity	eksentrisitet
ecclesiastical	kirkelig
echelon	Echelon
echinacea	echinacea
echo	ekko
eclectic	eklektisk
eclipse	formørkelse
ecliptic	ekliptikken
ecological	økologiske
economic	økonomisk
economical	økonomisk
economics	økonomi
economy	økonomi
ecosystem	økosystem
ecstasy	ecstasy
ecstatic	ekstatisk
ecumenical	økumenisk
eddy	eddy
edema	ødem
edge	kant
edging	kanter
edgy	edgy
edible	spiselig
edict	edikt
edification	oppbyggelse
edifice	byggverk
edit	redigere
editing	redigering
edition	utgave
editor	redaktør
editorial	redaksjonell
educate	utdanne
educated	utdannet
education	utdanning
educational	pedagogisk
educator	lærer
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	ål
eerie	uhyggelig
effect	effekt
effective	effektiv
effectiveness	effektivitet
effects	effekter
effectual	effektive
effectually	effectually
effectuate	effektuere
effeminate	feminin
efficacious	effektive
efficacy	effekten
efficiency	effektivitet
efficient	effektiv
effigy	dukke
effort	anstrengelse
effortless	uanstrengt
effusion	effusjon
effyou	NO TRANSLATION
egg	egg
egghead	egghead
eggnog	eggnog
eggplant	aubergine
eggshell	eggeskall
ego	ego
egomaniac	egomaniac
egotistical	selvopptatt
egregious	skjerpende
egress	egress
eight	åtte
eighteen	atten
eighth	åttende
eighty	åtti
ejaculate	ejakulere
ejaculation	utløsning
eject	støte
ejection	utstøting
elaborate	utdype
elaboration	utdypning
elan	NO TRANSLATION
elapse	forløpe
elapsed	forløpt
elastic	elastisk
elasticity	elastisitet
elated	opprømt
elation	spenstighet
elbow	albue
eld	eld
elder	eldre
elderly	eldre
elders	eldste
eldest	eldst
elect	velge
election	valg
elective	valgfag
elector	velgeren
electoral	valg
electorate	velgerne
electric	elektrisk
electric slide	elektrisk lysbilde
electrical	elektrisk
electrician	elektriker
electricity	elektrisitet
electrify	elektrifisere
electrocute	elektrosjokk
electrocution	elektrosjokk
electromagnetic	elektromagnetisk
electron	elektron
electronic	elektronisk
electronics	elektronikk
elegance	eleganse
elegant	elegant
element	element
elemental	elemental
elementary	elementær
elements	elementer
elephant	elefant
elevate	heve
elevated	forhøyede
elevation	høyde
elevator	heis
eleven	elleve
eleventh	ellevte
elf	Alv
elicit	lokke fram
eligible	kvalifisert
eliminate	eliminere
elimination	eliminering
elite	elite
elitist	elitist
elixir	elixir
elk	elg
ell	ell
ellipse	ellipse
ellipsis	ellipse
ellipsoid	ellipsoiden
elliptic	elliptisk
elliptical	elliptisk
elm	alm
elongate	langstrakte
elongation	forlengelse
elope	stikke
eloquence	veltalenhet
eloquent	veltalende
elucidate	belyse
elucidation	elucidation
elude	unnslippe
elusive	flyktig
emaciated	avmagret
email	e-post
emanate	utgå
emancipation	frigjøring
embankment	voll
embargo	NO TRANSLATION
embark	legge ut på
embarrass	flau
embarrassed	flau
embarrassing	pinlig
embarrassment	flause
embassy	ambassade
embattled	krigsherjede
embed	embed
embellish	dekorere
embellishment	utsmykning
embers	glør
embezzlement	underslag
embezzler	embezzler
emblem	emblem
emblematic	symbolske
embodiment	utførelsesform
embolism	emboli
embossed	pregede
embrace	omfavne
embroidered	brodert
embroidery	broderi
embroiled	involvert
embryo	embryo
embryonic	embryonale
emcee	emcee
emerald	smaragd
emerge	dukke opp
emergence	veksten
emergency	nødsituasjon
emeritus	emeritus
emery	Emery
emetophobia	emetofobi
emigrate	emigrere
emigration	emigrasjon
eminence	eminense
eminent	eminent
eminently	utpreget
emir	NO TRANSLATION
emissary	utsending
emission	utslipp
emit	avgir
emo	emo
emotion	følelse
emotional	emosjonelle
emotive	emotive
empathic	empatisk
empathize	innlevelse
empathy	empati
emperor	keiser
emphasis	vektlegging
emphasize	understreke
emphatic	empatisk
emphysema	emfysem
empire	imperium
empirical	empirisk
empiricism	empiri
employ	ansette
employee	ansatt
employer	arbeidsgiver
employment	arbeid
emporium	emporium
empower	myndiggjøre
empress	keiserinne
emptiness	tomhet
emption	fortrinnsrett
empty	tømme
emu	emu
emulate	etterligne
emulsion	emulsjonen
enable	Aktiver
enablement	aktivering
enact	vedta
enactment	lovfesting
enamel	emalje
encampment	leir
enchant	fortrylle
enchanted	fortryllet
enchanting	fortryllende
enchantment	fortryllelse
enchantress	enchantress
enchilada	enchilada
encircle	omringe
encircling	omkranser
enclave	enklave
enclose	omslutte
enclosure	innhegning
encode	kode
encomiastic	NO TRANSLATION
encomium	encomium
encompass	omfatte
encore	NO TRANSLATION
encounter	støte på
encourage	oppmuntre
encouraged	oppfordret
encouragement	oppmuntring
encouraging	oppmuntrende
encroach	gripe
encroachment	inngrep
encrypt	kryptere
encryption	kryptering
encumbrance	heftelse
encyclopedia	leksikon
end	slutt
end table	sluttbordet
endanger	sette i fare
endangered	truet
endangerment	satt i fare
endearing	inntagende
endeavor	bestrebelse
ended	endte
endemic	endemisk
endgame	endgame
ending	ending
endless	endeløs
endocarditis	endokarditt
endorse	påtegne
endorsement	påtegning
endow	gi gave
endowed	begavet
endowment	legat
endpapers	endpapers
endpoint	endepunkt
endurance	utholdenhet
endure	utholde
enduring	varig
enema	klyster
enemy	fiende
energetic	energisk
energize	energi
energy	energi
enforce	håndheve
enforcement	håndhevelse
enforcer	Enforcer
engage	engasjere
engaged	engasjert
engagement	inngrep
engaging	engasjerende
engender	avle
engine	motor
engineer	ingeniør
engineering	prosjektering
engrave	gravere
engraved	gravert
engraver	gravør
engraving	gravering
engrossed	oppslukt
engrossing	fengslende
engulf	oppsluke
enhance	forbedre
enhancement	Forbedring
enigma	gåte
enigmatic	gåtefull
enjoin	pålegge
enjoy	Nyt
enjoyable	hyggelig
enjoying	Nyter
enjoyment	fornøyelse
enlarge	forstørre
enlarged	forstørret
enlargement	forstørrelse
enlighten	opplyse
enlightened	opplyst
enlightening	opplysende
enlightenment	opplysning
enlist	verve
enliven	live opp
enmity	fiendskap
ennui	ennui
enormity	uhyrlige
enormous	enorm
enormously	enormt
enraged	rasende
enrich	berike
enroll	registrere
enrollment	registrering
ensemble	ensemble
ensign	banner
enslave	slavebinde
enslaved	slaver
enslavement	slaveri
ensue	følge
ensure	sørge for
entail	innebære
entangled	viklet
entanglement	forviklinger
enter	Tast inn
enterprise	bedriften
enterprising	driftige
entertain	underholde
entertained	holdt
entertainer	underholder
entertaining	underhold
entertainment	underholdning
enthralled	fengslet
enthusiasm	entusiasme
