Word	hu
decorating	díszítő
decoration	dekoráció
decorative	dekoratív
decorator	díszlettervező
decorum	illem
decoy	csali
decrease	csökken
decreased	csökkent
decreasing	csökkenő
decree	rendelet
decrement	fogás
decrepit	elaggott
decry	becsmérel
decryption	dekódolás
dedicate	szán
dedication	ajánlás
deduce	következtet
deduct	levonási
deductible	levonható
deduction	levonás
deed	tett
deejay	deejay
deem	tekint
deep	mély
deepen	mélyül
deer	szarvas
defamation	rágalmazás
defamatory	gyalázkodó
default	alapértelmezett
defeat	vereség
defeated	legyőzött
defeatist	kishitű
defect	disszidál
defection	disszidálás
defective	hiányos
defector	disszidens
defend	megvédeni
defendant	alperes
defended	védte
defender	védő
defending	védekező
defense	védelem
defenseless	védtelen
defensible	védhető
defensive	védekező
defer	elhalasztja
deference	beleegyezés
deferral	halasztás
deferring	elhalasztását
defiance	ellenszegülés
defiant	dacos
defibrillator	defibrillátor
deficiency	hiány
deficient	hiányos
deficit	hiány
define	meghatározzák
defined	meghatározott
definite	határozott
definition	meghatározás
definitive	végleges
deflate	kienged
deflation	defláció
deflect	elterel
deflection	elhajlás
defloration	megbecstelenítés
deform	eltorzít
deformed	deformált
deformity	torzulás
defraud	csal
defray	fedez költséget
defrost	felenged
deft	ügyes
defunct	elhunyt
defuse	hatástalanit
defy	dacol
degeneracy	degenerációja
degenerate	elfajzott
degeneration	degeneráció
degradation	degradáció
degrade	lebontják
degraded	degradált
degrading	megalázó
degree	fokozat
dehydrated	dehidratált
dehydration	kiszáradás
dejected	levert
delay	késleltetés
delayed	késleltetett
delectable	kellemes
delegate	delegált
delegation	delegáció
delete	töröl
deleterious	káros
deletion	törlés
deli	csemege
deliberate	szándékos
deliberation	mérlegelés
deliberative	tanácskozó
delicacy	finomság
delicate	finom
delicatessen	csemege
delicious	finom
delight	élvezet
delighted	elragadtatva
delightful	bűbájos
delineate	vázol
delineation	vázlat
delinquency	bűnözés
delinquent	vétkes
delirious	eszelős
delirium	delírium
deliver	szállít
deliverance	megszabadítás
delivery	kézbesítés
dell	kis erdős völgy
delta	delta
delude	becsap
deluge	özönvíz
delusion	csalódás
delusional	téveszmés
deluxe	luxus
delve	ás
demand	igény
demanding	igényes
demeaned	megalázva
demeaning	megalázó
demeanor	viselkedés
demented	háborodott
dementia	elmebaj
demise	kimúlását
demo	demó
democracy	demokrácia
democrat	demokrata
democratic	demokratikus
demographic	demográfiai
demolish	lerombol
demolished	bontott
demolition	bontási
demon	démon
demonic	démoni
demonstrable	bizonyítható
demonstrate	igazolni
demonstrated	igazolták
demonstrating	bemutatását,
demonstration	demonstráció
demonstrative	meggyőző
demonstrator	tüntető
demoralized	demoralizált
demos	demók
demure	kiegyensúlyozott
den	NO TRANSLATION
deniability	tagadhatóság
denial	tagadás
denied	tiltott
denim	farmer
denomination	megnevezés
denominational	felekezeti
denominator	névadó
denote	jelöli
denounce	felmondja
dense	sűrű
density	sűrűség
dent	horpadás
dental	fog
dentist	fogorvos
dentistry	fogászat
dentists	fogorvosok
denunciation	feljelentés
deny	tagadni
denying	megtagadják
deodorant	dezodor
depart	indul
departed	elhunyt
department	osztály
departmental	megyei
departure	indulás
depend	függ
dependable	megbízható
dependant	függő
dependence	függőség
dependency	függőség
dependent	függő
depict	ábrázol
depicting	ábrázoló
depletion	kimerülés
deplorable	siralmas
deplore	sajnál
deploy	telepíteni
deployment	bevetés
deport	deportál
deportation	kitoloncolás
depose	tanúsít
deposit	letét
depositary	letéteményes
deposition	lerakódás
depository	raktár
depot	raktár
depraved	romlott
depravity	romlottság
depreciate	becsmérel
depreciated	leértékelődött
depreciation	értékcsökkenés
depress	nyomja
depressed	nyomott
depressing	nyomasztó
depression	depresszió
depressive	depresszív
depresson	NO TRANSLATION
deprivation	megfosztás
deprive	megfoszt
deprived	megfosztott
depth	mélység
deputy	helyettes
derail	kisiklat
deranged	rendetlen
derelict	elhagyott
derision	kicsúfolás
derivation	származtatás
derivative	derivált
derive	származik
dermal	bőr-
dermatologist	bőrgyógyász
dermatology	bőrgyógyászat
derogation	eltérés
derogatory	méltatlan
descend	leszáll
descendant	leszármazott
descendent	NO TRANSLATION
descending	csökkenő
descent	Származás
describe	leírni
description	leírás
descriptive	leíró
desecrate	meggyaláz
desecration	meggyalázás
desert	sivatag
deserted	elhagyatott
deserter	katonaszökevény
desertion	dezertálás
deserve	megérdemel
deserved	megérdemelt
deserving	érdemes
design	tervezés
designate	kijelöl
designated	kijelölt
designation	kijelölés
designed	tervezett
designer	tervező
designing	tervezés
desirability	kívánatosság
desirable	kívánatos
desire	vágy
desiring	azzal az óhajjal,
desirous	sóvárgó
desist	eláll
desk	asztal
desolate	elhagyatott
desolation	pusztaság
despair	kétségbeesés
despairing	kétségbeesett
despatch	feladási
desperado	orgyilkos
desperate	kétségbeesett
desperation	kétségbeesés
despicable	megvetendő
despise	megvet
despondent	csüggedt
despotic	zsarnoki
despotism	zsarnokság
dessert	desszert
destination	rendeltetési hely
destined	szánt
destiny	sors
destitute	nyomorgó
destroy	elpusztítani
destroyed	elpusztított
destroyer	romboló
destroying	pusztító
destruct	megsemmisítő
destruction	megsemmisítés
destructive	romboló
detach	le
detached	különálló
detachment	leválás
detail	Részlet
detailed	részletes
details	részletek
detain	visszatart
detainee	őrizetes
detect	felismerni
detectable	kimutatható
detection	érzékelés
detective	nyomozó
detector	detektor
detention	fogva tartás
deter	megakadályozására
detergent	mosószer
deteriorate	romlik
deteriorated	romlott
deteriorating	romló
deterioration	romló
determinable	meghatározható
determinate	meghatározó
determination	meghatározás
determine	meghatározására
determined	eltökélt
deterrent	elrettentő
detest	utál
detestation	utálat
detonate	felrobbant
detonation	robbanás
detonator	detonátor
detour	kerülőút
detract	elvesz
detriment	hátrány
detrimental	hátrányos
detritus	törmelék
deuce	balszerencse
deutschmark	márkakötvények
devalued	leértékelődött
devastate	elpusztít
devastated	elpusztított
devastating	pusztító
devastation	pusztulás
develop	fejleszt
developer	fejlesztő
developing	fejlesztés
development	fejlődés
deviant	deviáns
deviate	eltér
deviating	eltérő
deviation	eltérés
device	eszköz
devil	ördög
deviled	deviled
devilish	ördögi
devious	fondorlatos
devise	dolgozzon
devoid	mentes
devolution	decentralizáció
devolve	átruház
devote	szán
devoted	elkötelezett
devotee	híve
devotion	odaadás
devotional	vallásos
devour	felfal
devout	istenfélő
dew	harmat
dexter	jobboldali
dexterity	ügyesség
dextrose	dextróz
diabetes	cukorbetegség
diabetic	cukorbeteg
diabolical	ördögi
diagnose	diagnosztizál
diagnosis	diagnózis
diagnostic	diagnosztikai
diagnostics	diagnosztika
diagonal	átlós
diagram	diagram
dial	tárcsa
dialect	nyelvjárás
dialectic	dialektikus
dialogue	párbeszéd
dialysis	dialízis
diameter	átmérő
diamond	gyémánt
diamonds	gyémánt
diaper	pelenka
diaphragm	diafragma
diarrhea	hasmenés
diarrhoea	hasmenés
diary	napló
diatribe	gyalázkodás
dib	NO TRANSLATION
dibs	játékcsontocskák
dice	dobókocka
dicey	kétes
dichotomous	dichotóm
dichotomy	kettősség
dick	fasz
dickhead	faszfej
dicks	farkukat
dictate	diktál
dictation	diktálás
dictator	diktátor
dictatorial	diktatórikus
dictatorship	diktatúra
diction	előadásmód
dictionary	szótár
dictum	NO TRANSLATION
didactic	didaktikus
diddle	becsap
die	NO TRANSLATION
died	meghalt
diesel	dízel
diet	diéta
dietary	étrendi
differ	különbözik
difference	különbség
differences	különbségek
different	különböző
differential	differenciális
differentiation	különbségtétel
differently	eltérően
differing	eltérő
difficult	nehéz
difficulties	nehézségek
difficulty	nehézség
diffuse	szétszórt
diffusion	diffúzió
dig	NO TRANSLATION
digest	megemészteni
digestion	emésztés
digestive	emésztési
digit	számjegy
digital	digitális
dignified	méltóságteljes
dignify	megtisztel
dignity	méltóság
digress	elkalandozik
digs	NO TRANSLATION
dike	gát
dilapidated	megrongált
dilatation	tágítás
dilation	tágulás
dildo	vibrátor
dilemma	dilemma
diligence	szorgalom
diligent	szorgalmas
dill	kapor
diluent	hígító
dilute	hígított
diluted	hígított
dilution	hígítás
dim	homályos
dime	tízcentes
dimension	dimenzió
dimensional	dimenziós
diminish	csökkent
diminished	csökkentett
diminution	csökkenés
diminutive	kicsinyítő
dimwit	seggfej
din	NO TRANSLATION
dine	étkezik
diner	étkező
dinghy	lélekvesztő
dingo	dingó
dingy	kopott
dining	étkező
dinky	jelentéktelen
dinner	vacsora
dinnertime	vacsoraidő
dinosaur	dinoszaurusz
dint	erőfeszítés
diocesan	egyházkerületi
diocese	egyházmegye
diorama	dioráma
dioxide	dioxid
dip	BEMÁRT
diploma	oklevél
diplomacy	diplomácia
diplomat	diplomata
diplomatic	diplomáciai
dipper	áztató munkás
dippy	bolond
dipstick	nívópálca
dire	NO TRANSLATION
direct	közvetlen
directed	irányított
direction	irány
directive	irányelv
directly	közvetlenül
director	rendező
directory	Könyvtár
dirt	piszok
dirty	piszkos
disability	fogyatékosság
disable	letiltása
disabled	Tiltva
disadvantage	hátrány
disaffected	elégedetlen
disagree	nem ért egyet
disagreeable	kellemetlen
disagreeing	értett egyet
disagreement	nézeteltérés
disallow	helytelenít
disallowed	nem engedélyezett
disapointment	NO TRANSLATION
disappear	eltűnik
disappearance	eltűnés
disappearing	eltűnő
disappoint	csalódást okoz
disappointed	csalódott
disappointing	kiábrándító
disappointment	csalódás
disapproval	rosszallás
disapprove	elítél
disapproved	elutasítva
disapproving	rosszalló
disarm	hatástalanítására
disarray	rendetlenség
disaster	katasztrófa
disastrous	katasztrofális
disband	elbocsát
disbelief	hitetlenség
disbelieve	nem hisz
disburse	kifizet
disbursement	kifizetés
disc	lemez
discard	megválni
discarded	eldobott
discards	visszaengedett
discern	megkülönböztet
discernible	megfigyelhető
discerning	kifinomult
discernment	megkülönböztetés
discharge	mentesítés
disciple	tanítvány
disciplinary	fegyelmi
discipline	fegyelem
disciplined	fegyelmezett
disclaim	elutasít
disclaimer	lemondás
disclose	nyilvánosságra
disclosed	nyilvánosságra
disclosure	közzététel
disco	disco
discoloration	elszíneződés
discolored	kifakult
discomfort	kényelmetlenség
disconcerted	meghiúsult
disconcerting	nyugtalanító
disconnect	szétkapcsol
disconnected	szétkapcsolt
disconnection	lekapcsolás
disconnects	szétkapcsol
discontent	elégedetlenség
discontinuance	megszakítás
discontinue	abba
discontinuity	megszakítás
discontinuous	szakaszos
discord	viszály
discount	kedvezmény
discounted	kedvezményes
discourage	elbátortalanít
discouraged	kedvét
discouragement	elbátortalanítás
discouraging	elcsüggesztő
discourse	társalgás
discover	felfedez
discovery	felfedezés
discredit	lejáratni
discredited	hitelét
discreet	NO TRANSLATION
discrepancy	eltérés
discrete	diszkrét
discretion	belátása
discretionary	diszkrecionális
discriminate	megkülönböztetést
discriminating	megkülönböztető
discrimination	megkülönböztetés
discus	diszkosz
discuss	megvitatása
discussion	vita
disdain	megvetés
disdainful	megvető
disease	betegség
diseased	beteg
disembodied	elválasztott
disengage	felold
disengagement	elszakadás
disfigured	eltorzított
disgrace	szégyen
disgraced	kegyvesztett
disgraceful	szégyenletes
disgruntled	elégedetlen
disguise	elrejt
disguised	rejtett
disgust	undor
disgusted	felháborodott
disgusting	undorító
dish	tál
disheartened	csüggedt
disheartening	elszomorító
dishonest	tisztességtelen
dishonesty	tisztességtelenség
dishonor	becstelenség
dishonorable	becstelen
dishwasher	mosogatógép
disillusionment	kiábrándulás
disinclination	ellenszenv
disincline	elkedvetlenít
disinclined	kedvük
disinfect	fertőtlenít
disinfectant	fertőtlenítő
disinfection	fertőtlenítés
disinformation	hamis információ
disingenuous	hamis
disintegrate	szétesik
disintegration	szétesés
disinterested	önzetlen
disjoint	különálló
disjointed	összefüggéstelen
disjunctive	szétválasztó
disk	korong
diskette	hajlékonylemez
dislike	ellenszenv
disliked	Nem kedvelt
disliking	nem tetszik tevékenységgel
dislocated	kificamodott
dislocation	eltolódás
dislodge	eltávolít
disloyal	hűtlen
disloyalty	hűtlenség
dismal	komor
dismantle	szétszedni
dismay	döbbenet
dismayed	megdöbbent
dismemberment	feldarabolás
dismiss	utasítsa
dismissal	elbocsátás
dismissive	elutasító
dismount	leszerel
disobedience	engedetlenség
disobedient	engedetlen
disobey	nem fogad szót
disorder	rendellenesség
disordered	rendezetlen
disorderly	rendetlen
disorganized	szervezetlen
disorientation	tájékozódási zavar
disoriented	eltévedt
disown	megtagad
disparage	becsmérel
disparaging	becsmérlő
disparate	eltérő
disparity	különbség
dispassionate	szenvtelen
dispatch	Elküldés
dispatcher	diszpécser
dispel	eloszlatni
dispensary	gyógyszertár
dispensation	felmentés
dispense	mellőzését
dispenser	elosztó
dispersal	szétszórtság
disperse	eloszlassa
dispersed	szétszórt
dispersion	szórás
dispirited	csüggedt
displace	kiszorítják
displaced	kényszerült
displacement	elmozdulás
displacency	displacency
display	kijelző
displease	bosszant vkit
displeased	elégedetlen
displeasure	nemtetszés
disposable	egyszer használatos
disposal	ártalmatlanítása
dispose	rendelkezik
disposed	elhelyezve
disposition	diszpozíció
dispossessed	kisemmizett
disprove	megcáfol
dispute	vita
disqualification	diszkvalifikáció
disqualified	diszkvalifikált
disqualify	kizár
disquieted	nyugtalanította
disregard	figyelmen kívül hagyása
disregarded	figyelmen kívül hagyta
disrelish	irtózás
disreputable	rosszhírű
disrepute	rossz hírnév
disrespect	tiszteletlenség
disrespectful	tiszteletlen
disrupt	megzavarhatja
disrupting	megbontó
disruption	zavar
disruptive	bomlasztó
dissatisfaction	elégedetlenség
dissatisfied	elégedetlen
dissect	elemez
dissection	boncolás
disseminate	terjesztése
dissemination	elterjesztés
dissension	széthúzás
dissent	nézeteltérés
dissenting	nemleges
dissertation	értekezés
disservice	rossz szolgálat
dissident	szakadár
dissimilar	különböző
dissipate	elherdál
dissipated	kicsapongó
dissociation	disszociáció
dissociative	szétválasztó
dissolution	oldódás
dissolve	feloldódik
dissonance	disszonancia
dissuade	lebeszél
distal	disztális
distance	távolság
distant	távoli
distaste	ellenszenv
distasteful	undorító
distillate	párlat
distillation	lepárlás
distilled	desztillált
distinct	különböző
distinction	megkülönböztetés
distinctive	megkülönböztető
distinguish	különbséget tesz
distinguishable	megkülönböztethető
distinguished	kiváló
distinguishing	megkülönböztető
distort	torzítják
distorted	eltorzult
distortion	torzítás
distract	eltérít
distracted	zaklatott
distracting	zavaró
distraction	zaklatottság
distraught	zavarodott
distress	szorongás
distressed	szomorú
distressing	lesújtó
distribute	terjeszteni
distribution	terjesztés
distributor	elosztó
district	kerület
distrust	bizalmatlanság
disturb	zavar
disturbance	zavarás
