Word	ja
cradle	受け台
craft	クラフト
crafts	工芸品
craftsman	職人
craftsmanship	職人技
crafty	狡猾な
craig	クレイグ
cram	詰め込む
crammed	詰め込まれた
cramp	けいれん
cramped	窮屈な
cranberry	クランベリー
cranberry juice	クランベリージュース
crane	クレーン
cranial	頭蓋骨
cranium	頭蓋骨
crank	クランク
cranky	不気味な
cranny	鈍い
crap	ひどい
crappy	愚かな
craps	クラップス
crash	クラッシュ
crass	塊
crate	クレート
crater	クレーター
crave	渇望する
craving	渇望
crawfish	ザリガニ
crawl	クロール
crayon	クレヨン
crayons	クレヨン
craze	熱狂
crazed	狂った
craziness	狂気
crazy	狂った
creak	くしゃみ
creaking	ぎこちない
cream	クリーム
creamed	クリーム状
creamer	クリーマー
creamy	クリーミーな
crease	折り目
create	作成する
creation	創造
creative	創造的な
creativity	創造性
creator	創作者
creature	生き物
credence	信用
credential	信用証明書
credentials	資格情報
credibility	信頼性
credible	信頼できる
credit	クレジット
credit card	クレジットカード
creditable	信用できる
credited	貸方
crediting	クレジット
creditor	債権者
creed	信条
creek	クリーク
creep	クリープ
creeper	クリーパー
creeping	忍び寄る
creepy	気味悪い
cremation	火葬
creole	クレオール
crepe	クレープ
crescendo	クレッシェンド
crescent	三日月
crest	紋章
crestfallen	クレストフォールテン
cretin	クレチン
cretins	クレチン類
crevice	隙間
crew	クルー
crewman	乗組員
crib	ベビーベッド
cricket	クリケット
cried	泣いた
crime	犯罪
criminal	犯罪者
criminality	犯罪
crimp	クリンプ
crimson	真紅
cringe	うんざりする
cripple	窮屈な
crippled	不自由な
crippling	窮地
crisis	危機
crisp	鮮明
crispy	サクサク
criterion	基準
critic	評論家
critical	クリティカルな
criticise	批判する
criticism	批判
criticize	批判する
criticized	批判された
critique	批判
critter	クリッター
croak	卑劣な
croc	クロ
crock	ひどい
crockery	食器
crocodile	クロコダイル
croft	クロフト
croissant	クロワッサン
crook	詐欺
crooked	曲がった
crop	作物
croquet	クロッケー
cross	クロス
cross country	クロスカントリー
crossbow	クロスボウ
crossed	交差した
crossfire	クロスファイア
crossing	交差点
crossover	クロスオーバ
crosswalk	横断歩道
crossword	クロスワード
crotch	股
crouch	卑劣な
crouched	ぶら下がった
crouching	股間
croupier	仲介者
crow	カラス
crowbar	クローバー
crowd	群集
crowded	混雑した
crowds	群衆
crown	クラウン
crowning	クラウニング
crucial	重大な
cruciate	十字架
crucifix	十字架
crucifixion	十字架
crucify	十字架
crud	粗い
crude	原油
cruel	残酷な
cruelly	残酷に
cruelty	残酷
cruise	クルーズ
cruise ship	クルーズ船
cruiser	クルーザー
cruising	クルージング
crumb	クラム
crumble	砕ける
crumbling	崩壊する
crummy	おいしい
crunch	クランチ
crunchy	カリカリ
crusade	十字軍
crusader	十字軍
crush	粉砕する
crushed	破砕されました
crusher	クラッシャー
crushing	粉砕する
crust	地殻
crusty	痂皮
crutch	松葉杖
crux	要点
cry	泣く
crybaby	赤ちゃんを泣き
crying	泣く
crypt	陰謀
cryptic	謎めいた
cryptography	暗号
crystal	結晶
crystalline	結晶
crystallization	結晶
cub	カブ
cubby	キュービー
cube	立方体
cubic	キュービック
cubicle	キュービクル
cuckold	カッコウッド
cuckoo	鳩
cucumber	きゅうり
cuddle	抱きしめる
cuddled	抱き合った
cuddles	抱擁
cuddling	抱き合う
cue	合図
cuff	袖口
cuisine	料理
culinary	料理
cull	切る
culminate	頂点に達する
culmination	頂点
culpability	犯罪性
culpable	犯罪者
culprit	犯人
cult	カルト
cultivate	耕す
cultivated	栽培された
cultivation	栽培
cultural	文化的
culture	文化
cultured	培養された
culvert	暗渠
cumbersome	面倒
cumulus	卵丘
cunning	狡猾な
cunt	おとぎ話
cup	カップ
cupboard	食器棚
cupcake	カップケーキ
cupping	カッピング
cur	カール
curable	硬化可能な
curate	キュレート
curative	治療薬
curator	キュレーター
curb	縁石
curd	カード
cure	治す
curfew	門限
curiosity	好奇心
curious	好奇心
curl	カール
curling	カーリング
currency	通貨
current	現在
curriculum	カリキュラム
curry	カレー
curse	呪い
cursed	呪われた
cursing	呪い
cursory	小物
curt	カルト
curtail	縮小する
curtailment	削減
curtain	カーテン
curtains	カーテン
curtsy	カーツィー
curvature	曲率
curve	曲線
curved	湾曲した
curvilinear	曲線
cushion	クッション
cushy	甘い
cusp	カスプ
cuss	カス
cussed	落ち込んだ
custard	カスタード
custodial	保管
custodian	カストディアン
custody	親権
custom	カスタム
customary	習慣的な
customer	顧客
customized	カスタマイズされた
cut	カット
cutaneous	皮膚
cute	可愛い
cuticle	キューティクル
cutie	キューティー
cutlass	草履
cutlery	カトラリー
cutoff	断つ
cutter	カッター
cutters	カッター
cutthroat	卑劣な
cutting	切断
cutting board	まな板
cuttings	切削
cwt	cwt
cyanide	シアン化物
cyberspace	サイバースペース
cycle	サイクル
cyclical	周期的な
cyclist	サイクリスト
cyclone	サイクロン
cylinder	シリンダー
cylindrical	円筒形
cymbal	シンバル
cynic	冷笑的な
cynical	シニカル
cynicism	皮肉
cyst	嚢胞
cystic	嚢胞性の
cytomegalovirus	サイトメガロウイルス
cytoplasm	細胞質
czar	皇帝
dab	ダブ
dabble	手を伸ばす
dabbling	ダブリング
dad	パパ
daddy	パパ
dado	NO TRANSLATION
daemon	デーモン
daft	怪物
dagger	短剣
daily	毎日
dainty	穏やかな
daiquiri	ダイキリ
dairy	乳製品
daisy	デイジー
dak	NO TRANSLATION
dale	デール
dam	ダム
damage	損傷
damaged	損傷した
damages	損害
dame	デイム
damn	くそー
damnation	間違い
damned	卑劣な
damp	湿った
dampened	湿らせた
damper	ダンパー
damsel	ダーゼル
dance	ダンス
dancer	ダンサー
dancing	ダンシング
dandruff	ふけ
dandy	ダンディー
danger	危険
dangerous	危険な
dangerously	危険な
dangit	NO TRANSLATION
dangle	つぶやく
dank	NO TRANSLATION
dapper	大胆な
dare	あえて
daredevil	命知らず
daresay	おそらく
daring	大胆
dark	ダーク
darken	暗く
darkened	暗くなった
darkly	暗い
darkness	闇
darkroom	暗い部屋
darkside	暗黒面
darling	ダーリン
darn	駄目
dart	ダーツ
dash	ダッシュ
dashboard	ダッシュボード
dashed	破線
dashing	ダッシュ
dastardly	荒々しく
data	データ
database	データベース
date	日付
datenight	NO TRANSLATION
daughter	娘
dawdle	揺れる
dawn	夜明け
dawned	夜明け
day	日
daybreak	夜明け
daycare	保育
daydream	空想
daydreaming	空想
daylight	昼光
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	昼間
daze	ぞっとする
dazed	ぼんやりした
dazzle	眩惑する
dazzling	眩しい
deacon	助祭
deactivate	非アクティブ化する
dead	デッド
deadbeat	デッドビート
deadline	締め切り
deadlines	締め切り
deadlock	デッドロック
deadly	致命的
deaf	聴覚障害者
deafening	聴覚障害
deafness	難聴
deal	対処
dealer	ディーラー
dealership	ディーラー
dealing	対処する
dealings	取引
dean	ディーン
dear	親愛な
dearest	親愛なる
dearth	不足
death	死
deathbed	臨終
deathly	死ぬほど
debacle	大失敗
debased	衰弱した
debatable	論争の的となる
debate	ディベート
debauchery	放蕩
debenture	債券
debilitating	衰弱させる
debit	デビット
debrief	報告
debriefing	デブリーフィング
debris	デブリ
debt	債務
debtor	債務者
debut	デビュー
debutante	デビュタント
decade	10年
decadence	退廃
decadent	退廃的な
decaf	デカフ
decanter	デカンター
decathlon	十種競技
decay	減衰
decayed	腐った
decaying	腐敗
deceased	故人
decedent	死ぬ
deceit	詐欺
deceitful	欺く
deceive	欺く
deceived	騙された
deceiving	欺く
december	12月
decency	良識
decent	まともな
deception	欺瞞
deceptive	偽りの
decide	決めます
decidedly	確かに
deciduous	落葉
decimal	小数点以下の
decimeter	デシメートル
decipher	解読する
decision	決定
decisive	決定的
deck	デッキ
declaration	宣言
declaratory	宣言的
declare	宣言する
declination	偏位
decline	低下
declining	衰退する
deco	デコ
decode	デコード
decoder	デコーダ
decompose	分解する
decomposed	分解された
decomposition	分解
decompress	解凍する
decompression	減圧
decontamination	汚染除去
decor	装飾
decorate	飾る
decorating	飾る
decoration	装飾
decorative	装飾的な
decorator	デコレータ
decorum	礼儀正しい
decoy	デコイ
decrease	減少
decreased	減少した
decreasing	減少する
decree	法令
decrement	デクリメント
decrepit	老朽化した
decry	デクリ
decryption	解読
dedicate	捧げる
dedication	献身
deduce	推論する
deduct	差し引く
deductible	控除可能
deduction	控除
deed	証書
deejay	ディジャイ
deem	考える
deep	深い
deepen	深める
deer	鹿
defamation	名誉毀損
defamatory	名誉毀損
default	デフォルト
defeat	敗北
defeated	敗北した
defeatist	敗北主義者
defect	欠陥
defection	脱退
defective	欠陥のある
defector	脱出者
defend	守る
defendant	被告
defended	守られた
defender	ディフェンダー
defending	防御する
defense	防衛
defenseless	無防備
defensible	防御可能な
defensive	防御的
defer	延期する
deference	尊敬
deferral	延期する
deferring	延期する
defiance	反抗
defiant	反抗的
defibrillator	除細動器
deficiency	欠乏
deficient	不完全な
deficit	赤字
define	定義する
defined	定義された
definite	明確
definition	定義
definitive	決定的な
deflate	収縮する
deflation	デフレ
deflect	偏向する
deflection	偏向
defloration	脱塩
deform	変形する
deformed	変形した
deformity	変形
defraud	欺瞞
defray	デフレー
defrost	解凍
deft	巧みな
defunct	失われた
defuse	解散する
defy	無視する
degeneracy	縮退
degenerate	縮退する
degeneration	変性
degradation	分解
degrade	劣化する
degraded	劣化した
degrading	劣化する
degree	度
dehydrated	脱水された
dehydration	脱水
dejected	忌まわしい
delay	ディレイ
delayed	遅延
delectable	おいしい
delegate	デリゲート
delegation	代表団
delete	削除
deleterious	有害な
deletion	削除
deli	デリ
deliberate	審議する
deliberation	審議
deliberative	審議
delicacy	繊細
delicate	繊細
delicatessen	デリカテッセン
delicious	おいしい
delight	喜び
delighted	喜んで
delightful	楽しい
delineate	輪郭を描く
delineation	描写
delinquency	非行
delinquent	延滞
delirious	狂った
delirium	せん妄
deliver	配信する
deliverance	救出
delivery	配達
dell	デル
delta	デルタ
delude	妄想する
deluge	大洪水
delusion	妄想
delusional	妄想
deluxe	デラックス
delve	掘り下げる
demand	デマンド
demanding	要求の厳しい
demeaned	卑劣な
demeaning	卑劣な
demeanor	物腰
demented	痴呆
dementia	痴呆
demise	没する
demo	デモ
democracy	民主主義
democrat	民主党
democratic	民主的
demographic	人口統計学
demolish	解体する
demolished	破壊された
demolition	解体
demon	悪魔
demonic	悪魔的な
demonstrable	実証可能な
demonstrate	実証する
demonstrated	実証済み
demonstrating	デモ
demonstration	デモンストレーション
demonstrative	説明的な
demonstrator	デモンストレーター
demoralized	腐った
demos	デモ
demure	固くする
den	NO TRANSLATION
deniability	拒否権
denial	拒否
