Word	kn
caring	ಆರೈಕೆ
carjack	ಕಾರ್ಜಾಕ್
carnage	ಕಗ್ಗೊಲೆ
carnal	ವಿಷಯಲೋಲುಪತೆಯ
carnation	ಕಾರ್ನೇಷನ್
carnival	ಕಾರ್ನೀವಲ್
carnivorous	ಮಾಂಸಾಹಾರಿ
carol	ಕ್ಯಾರೋಲ್
carols	ಕ್ಯಾರೋಲ್ಗಳು
carousel	ಏರಿಳಿಕೆ
carp	ಕಾರ್ಪ್
carpal	ಕಾರ್ಪಲ್
carpenter	ಬಡಗಿ
carpentry	ಮರಗೆಲಸ
carpet	ಕಾರ್ಪೆಟ್
carpeting	ಕಾರ್ಪೆಟ್
carpool	ಕಾರ್ಪೂಲ್
carriage	ಸಾರೋಟು
carried	ನಡೆಸಿತು
carrier	ವಾಹಕ
carrot	ಕ್ಯಾರೆಟ್
carry	ಸಾಗಿಸು
carrying	ಸಾಗಿಸುತ್ತಿರುವುದು
carsick	ಕಾರುಗಳು
cart	ಕಾರ್ಟ್
carte	NO TRANSLATION
cartel	ಕಾರ್ಟೆಲ್
carter	ಕಾರ್ಟರ್
cartilage	ಕಾರ್ಟಿಲೆಜ್
cartographic	ಕಾರ್ಟೊಗ್ರಾಫಿಕ್
cartography	ಕಾರ್ಟೊಗ್ರಫಿ
carton	ಕಾರ್ಟೊನ್
cartoon	ಕಾರ್ಟೂನ್
cartouche	NO TRANSLATION
cartridge	ಕಾರ್ಟ್ರಿಡ್ಜ್
carve	ಕೆತ್ತು
carver	ಕಾರ್ವರ್
carving	ಕೆತ್ತನೆ
cascade	ಕ್ಯಾಸ್ಕೇಡ್
case	ಕೇಸ್
casein	ಕೇಸಿನ್
cash	ನಗದು
cashier	ಕ್ಯಾಷಿಯರ್
cashmere	ಕ್ಯಾಶ್ಮೀರ್
casing	ಕವಚ
casino	ಕ್ಯಾಸಿನೊ
cask	ಮುಸುಕು
casket	ಕ್ಯಾಸ್ಕೆಟ್
casserole	ಶಾಖರೋಧ ಪಾತ್ರೆ
cassette	ಕ್ಯಾಸೆಟ್
cast	ಎರಕಹೊಯ್ದ
castaway	ಬಿಡಲಾಗುತ್ತಿದೆ
caste	ಜಾತಿ
caster	ಕ್ಯಾಸ್ಟರ್
castle	ಕೋಟೆ
castor	ಕ್ಯಾಸ್ಟರ್
castrate	ಎರಕಹೊಯ್ದ
castration	ಎರಕಹೊಯ್ದ
casual	ಸಾಂದರ್ಭಿಕ
casually	ಆಕಸ್ಮಿಕವಾಗಿ
casualty	ಅಪಘಾತ
cat	ಬೆಕ್ಕು
catabolism	ಕ್ಯಾಟಾಬಲಿಸಮ್
catalog	ಕ್ಯಾಟಲಾಗ್
catalogue	ಕ್ಯಾಟಲಾಗ್
catalysis	ವೇಗವರ್ಧನೆ
catalyst	ವೇಗವರ್ಧಕ
catalytic	ವೇಗವರ್ಧಕ
catamaran	ಬೆದರಿಕೆ
catapult	ಕವಣೆ
cataract	ಕಣ್ಣಿನ ಪೊರೆ
catastrophe	ದುರಂತ
catastrophic	ದುರಂತ
catatonic	ಕ್ಯಾಟಟೋನಿಕ್
catch	ಕ್ಯಾಚ್
catcher	ಕ್ಯಾಚರ್
catching	ಹಿಡಿಯುವುದು
catchphrase	ಕ್ಯಾಚ್ಫ್ರೇಸ್
catchy	ಆಕರ್ಷಕ
catechism	ಪ್ರಶ್ನೋತ್ತರ
categorical	ವರ್ಗೀಯ
category	ವರ್ಗದಲ್ಲಿ
cater	ಪೂರೈಸು
caterer	ಆಹಾರ ಒದಗಿಸುವವ
caterpillar	ಕ್ಯಾಟರ್ಪಿಲ್ಲರ್
cates	ಕೇಟ್ಗಳು
catfish	ಬೆಕ್ಕುಮೀನು
cathartic	ಕ್ಯಾಥಾರ್ಟಿಕ್
cathedral	ಕ್ಯಾಥೆಡ್ರಲ್
catheter	ಕ್ಯಾತಿಟರ್
catholic	ಕ್ಯಾಥೊಲಿಕ್
cathouse	ಕ್ಯಾಥೌಸ್
catnip	catnip
cattle	ಜಾನುವಾರು
catwalk	ಕಿರುದಾರಿ
caucus	ಸಭೆ
caudal	ಕಾಡಲ್
cauldron	ಕೌಲ್ಡ್ರನ್
cauliflower	ಹೂಕೋಸು
caulk	ಕೋಲ್ಕು
causal	ಕಾರಣ
causality	ಕಾರಣ
causation	ಕಾರಣ
cause	ಕಾರಣ
caused	ಉಂಟಾಗುತ್ತದೆ
causeway	ಕಾಸ್ವೇ
caution	ಎಚ್ಚರಿಕೆ
cautionary	ಎಚ್ಚರಿಕೆಯಿಂದ
cautious	ಜಾಗರೂಕತೆಯಿಂದ
cautiously	ಎಚ್ಚರಿಕೆಯಿಂದ
cavalier	ಕವಲಿಯರ್
cavalry	ಅಶ್ವದಳ
cave	ಗುಹೆ
caveat	ಕೇವ್ಟ್
caveman	ಗುಹಾನಿವಾಸಿ
cavern	ಗುಡಿಸಲು
cavernous	ಕವಲೊಡೆಯುವ
caviar	ಕ್ಯಾವಿಯರ್
caving	ಕೇವಿಂಗ್
cavity	ಕುಳಿ
cayenne	ಕಯೆನ್ನೆ
cease	ನಿಲ್ಲಿಸಿರಿ
ceasefire	ಕದನ ವಿರಾಮ
ceaseless	ceaseless
cedar	ಸೀಡರ್
cede	ಬಿಟ್ಟುಕೊಡು
ceiling	ಸೀಲಿಂಗ್
celebrant	ಖ್ಯಾತ
celebrate	ಆಚರಿಸು
celebrated	ಆಚರಿಸಲಾಗುತ್ತದೆ
celebrating	ಆಚರಿಸುವುದು
celebration	ಆಚರಣೆ
celebrations	ಆಚರಣೆಗಳು
celebratory	ಸಂಭ್ರಮಾಚರಣೆ
celebrity	ಪ್ರಸಿದ್ಧ ವ್ಯಕ್ತಿ
celery	ಸೆಲರಿ
celestial	ಖಗೋಳ
celibacy	ಬ್ರಹ್ಮಚರ್ಯೆ
celibate	ಸೆಲಿಬೇಟ್
cell	ಕೋಶ
cellar	ನೆಲಮಾಳಿಗೆ
cellblock	ಸೆಲ್ಬ್ಲಾಕ್
cellist	ಚೆಲೋವಾದಕ
cellmate	ಸೆಲ್ಮೇಟ್
cello	ಸೆಲ್ಲೋ
cellophane	ಸೆಲ್ಫೋನ್
cellular	ಸೆಲ್ಯುಲಾರ್
cellulite	ಸೆಲ್ಯುಲೈಟ್
celluloid	ಸೆಲ್ಯುಲಾಯ್ಡ್
cement	ಸಿಮೆಂಟ್
cemented	ಗಟ್ಟಿಗೊಳಿಸಲಾಯಿತು
cemetery	ಸ್ಮಶಾನ
censor	ಸೆನ್ಸರ್
censorship	ಸೆನ್ಸಾರ್ಶಿಪ್
censure	ಖಂಡನೆ
census	ಜನಗಣತಿ
cent	ಶೇಕಡಾ
centenary	ಶತಮಾನೋತ್ಸವ
centennial	ಶತಮಾನೋತ್ಸವದ
center	ಕೇಂದ್ರ
centerfold	ಸೆಂಟರ್ಫೋಲ್ಡ್
centerpiece	ಮಧ್ಯಭಾಗ
centimeter	ಸೆಂಟಿಮೀಟರ್
centipede	ಸೆಂಟಿಪೆಡೆ
central	ಕೇಂದ್ರ
centrality	ಕೇಂದ್ರೀಯತೆ
centralization	ಕೇಂದ್ರೀಕರಣ
centralize	ಕೇಂದ್ರೀಕರಿಸು
centrally	ಕೇಂದ್ರೀಯವಾಗಿ
centrifugal	ಕೇಂದ್ರಾಪಗಾಮಿ
centrifuge	ಕೇಂದ್ರಾಪಗಾಮಿ
centurion	ಸೆಂಚುರಿಯನ್
century	ಶತಮಾನ
ceramic	ಸೆರಾಮಿಕ್
ceramics	ಪಿಂಗಾಣಿ
cereal	ಧಾನ್ಯ
cereals	ಧಾನ್ಯಗಳು
cerebral	ಸೆರೆಬ್ರಲ್
ceremonial	ವಿಧ್ಯುಕ್ತ
ceremony	ಕಾರ್ಯಕ್ರಮ
certain	ಕೆಲವು
certainty	ನಿಶ್ಚಿತತೆ
certifiable	ಪ್ರಮಾಣೀಕರಿಸಬಹುದಾದ
certificate	ಪ್ರಮಾಣಪತ್ರ
certified	ಪ್ರಮಾಣೀಕರಿಸಲಾಗಿದೆ
certify	ದೃಢೀಕರಿಸಿ
cervical	ಗರ್ಭಕಂಠದ
cervix	ಗರ್ಭಕಂಠದ
cess	ಸೆಸ್
cessation	ನಿಲುಗಡೆ
cesspool	ಸೆಸ್ಪುಲ್
cha cha	NO TRANSLATION
chaff	ಚಾಫ್
chafing	ಚಾಫಿಂಗ್
chagrin	ದುರಾಸೆ
chagrined	ದುಃಖದಿಂದ
chai	ಚಾಯ್
chain	ಸರಣಿ
chainsaw	ಚೈನ್ಸಾ
chair	ಕುರ್ಚಿ
chairman	ಅಧ್ಯಕ್ಷ
chairperson	ಅಧ್ಯಕ್ಷೆ
chairwoman	ಅಧ್ಯಕ್ಷೆ
chaise	ಚೈಸ್
chalet	ಗುಡಿಸಲು
chalice	ಕವಚ
chalk	ಚಾಕ್
challenge	ಸವಾಲು
challenger	ಚಾಲೆಂಜರ್
chamber	ಚೇಂಬರ್
chambermaid	ಚೇಂಬರ್ಮೆಡ್
chambers	ಕೋಣೆಗಳು
chameleon	ಊಸರವಳ್ಳಿ
champ	ಚಾಂಪಿಯನ್
champagne	ಷಾಂಪೇನ್
champion	ಚಾಂಪಿಯನ್
championship	ಚಾಂಪಿಯನ್ ಶಿಪ್
chance	ಅವಕಾಶ
chancellor	ಚಾನ್ಸೆಲರ್
chandelier	ಗೊಂಚಲು
chandler	ಚಾಂಡ್ಲರ್
change	ಬದಲಾವಣೆ
changeable	ಬದಲಾಯಿಸಬಹುದಾದ
changed	ಬದಲಾಗಿದೆ
changer	ಬದಲಾಯಿಸುವವರು
changing	ಬದಲಾಗುತ್ತಿದೆ
channel	ಚಾನಲ್
chant	ಪಠಣ
chaos	ಅವ್ಯವಸ್ಥೆ
chaotic	ಅಸ್ತವ್ಯಸ್ತವಾಗಿದೆ
chap	ಅಧ್ಯಾಯ
chapel	ಚಾಪೆಲ್
chaperon	ಚೇಪರ್ನ್
chaplain	ಚಾಪ್ಲಿನ್
chapman	ಚಾಪ್ಮನ್
chaps	ಚಾಪ್ಸ್
chapter	ಅಧ್ಯಾಯ
char	ಚಾರ್
character	ಪಾತ್ರ
characteristic	ವಿಶಿಷ್ಟ
characterize	ನಿರೂಪಿಸು
charade	ಚೇರೆ
charcoal	ಇದ್ದಿಲು
chardonnay	ಚಾರ್ಡೋನ್ನಿ
charge	ಶುಲ್ಕ
chargeable	ವಿಧಿಸಲಾಗುವುದು
charger	ಚಾರ್ಜರ್
chariot	ರಥ
charisma	ಕರಿಜ್ಮಾ
charismatic	ವರ್ಚಸ್ವಿ
charitable	ದತ್ತಿ
charity	ದಾನ
charlatan	ಚಾರ್ಲಾಟನ್
charm	ಮೋಡಿ
charmed	ಆಕರ್ಷಕವಾಗಿ
charmer	ಹಾವಾಡಿಗರು
charming	ಆಕರ್ಷಕ
charred	ಸುಟ್ಟ
chart	ಚಾರ್ಟ್
charter	ಚಾರ್ಟರ್
chartered	ಚಾರ್ಟರ್ಡ್
chase	ಚೇಸ್
chased	ಓಡಿಸಿದರು
chaser	ಚೇಸರ್
chasm	ಕಮರಿ
chassis	ಚಾಸಿಸ್
chaste	ಪರಿಶುದ್ಧ
chastened	ಶಿಕ್ಷಿಸಲ್ಪಟ್ಟ
chastisement	ಶಿಕ್ಷೆ
chastity	ಪವಿತ್ರತೆ
chat	ಚಾಟ್ ಮಾಡಿ
chateau	ಕೋಟೆ
chatter	ವಟಗುಟ್ಟುವಿಕೆ
chatterbox	ಚಟರ್ಬಾಕ್ಸ್
chattering	ವಟಗುಟ್ಟುವಿಕೆ
chatty	ಚಾಟ್ಟಿ
chauffeur	ಚಾಲಕ
chauvinist	ಚತುರವಾದಿ
cheap	ಅಗ್ಗ
cheapened	ಅಗ್ಗವಾಗಿದೆ
cheapskate	ಚೀಪ್ಸ್ಕೇಟ್
cheat	ಚೀಟ್
cheater	ವಂಚಕ
check	ಪರಿಶೀಲಿಸಿ
checkbook	ಚೆಕ್ಬುಕ್
checker	ಪರೀಕ್ಷಕ
checkered	ತಪಾಸಣೆ
checkers	ಚೆಕ್ಕರ್
checklist	ಪರಿಶೀಲನಾಪಟ್ಟಿ
checkmate	ಚೆಕ್ಮೇಟ್
checkout	ಚೆಕ್ಔಟ್
checkpoint	ಚೆಕ್ಪಾಯಿಂಟ್
checkup	ತಪಾಸಣೆ
cheek	ಕೆನ್ನೆಯ
cheeks	ಕೆನ್ನೆ
cheeky	ಚೀಕಿ
cheep	ಚೆಪ್
cheer	ಹುರಿದುಂಬಿಸು
cheered	ಹರ್ಷೋದ್ಗಾರ
cheerful	ಹರ್ಷಚಿತ್ತದಿಂದ
cheerfulness	ಹರ್ಷಚಿತ್ತತೆ
cheering	ಹರ್ಷೋದ್ಗಾರ
cheerleader	ಚೀರ್ಲೀಡರ್
cheerleading	ಚೀರ್ಲೀಡಿಂಗ್
cheerless	ಚೈರ್ಲೆಸ್
cheers	ಚೀರ್ಸ್
cheery	ಚೆರ್ರಿ
cheese	ಗಿಣ್ಣು
cheeseburger	ಚೀಸ್ಬರ್ಗರ್
cheesecake	ಚೀಸ್
cheesy	ಚೀಸೀ
cheetah	ಚಿರತೆ
chef	ಬಾಣಸಿಗ
chemical	ರಾಸಾಯನಿಕ
chemise	NO TRANSLATION
chemist	ರಸಾಯನಶಾಸ್ತ್ರಜ್ಞ
chemistry	ರಸಾಯನಶಾಸ್ತ್ರ
chemo	ಕೀಮೋ ಜೋಡಣೆ
chemotherapy	ಕೀಮೋಥೆರಪಿ
cheque	ಪರಿಶೀಲಿಸಿ
cherish	ಪಾಲಿಸು
cherishing	ಚೆನ್ನಾಗಿದೆ
cherry	ಚೆರ್ರಿ
cherub	ಕೆರೂಬ್
chess	ಚೆಸ್
chest	ಎದೆ
chestnut	ಚೆಸ್ಟ್ನಟ್
chevron	ಚೆವ್ರನ್
chew	ಅಗಿಯುತ್ತಾರೆ
chewy	ಚೆವಿ
chic	ಚಿಕ್
chicane	ಚಿಕೇನ್
chick	ಮರಿಯನ್ನು
chicken	ಚಿಕನ್
chicken pox	ಚಿಕನ್ ಪೋಕ್ಸ್
chickenpox	ಚಿಕನ್ಪಾಕ್ಸ್
chief	ಮುಖ್ಯ
chiefly	ಮುಖ್ಯವಾಗಿ
chieftain	ಮುಖ್ಯಸ್ಥ
chiffon	ಚಿಫೋನ್
child	ಮಗು
childbirth	ಹೆರಿಗೆ
childhood	ಬಾಲ್ಯ
childish	ಬಾಲಿಶ
childless	ಮಕ್ಕಳಿಲ್ಲದ
childlike	ಬಾಲಿಶ
childloss	NO TRANSLATION
children	ಮಕ್ಕಳು
chili	ಮೆಣಸಿನಕಾಯಿ
chill	ಚಿಲ್
chilled	ಶೀತಲವಾಗಿರುವ
chilling	ತಣ್ಣಗಾಗುವುದು
chilly	ಚಳಿಯನ್ನು
chime	ಘಂಟಾಮೇಳ
chimera	ಚಿಮರಾ
chimes	ಚೈಮ್ಸ್
chimney	ಚಿಮಣಿ
chimp	chimp
chimpanzee	ಚಿಂಪಾಂಜಿ
chin	ಗದ್ದ
china	ಚೀನಾ
chinchilla	ಚಿಂಚಿಲ್ಲಾ
chine	NO TRANSLATION
chinook	ಚಿನುಕ್
chip	ಚಿಪ್
chipmunk	ಚಿಪ್ಮಂಕ್
chipper	ಚಿಪ್ಪರ್
chipping	ಚಿಪ್ಪಿಂಗ್
chiropractor	ಕೈಯರ್ಪ್ರ್ಯಾಕ್ಟರ್
chirp	ಚಿರ್ಪ್
chirping	ಚಿರ್ಪಿಂಗ್
chisel	ಉಳಿ
chiseler	ಚಿಸೆಲರ್
chit	ಚಿಟ್
chitchat	ಚಿಚ್ಟ್
chivalry	ಅಶ್ವದಳ
chloride	ಕ್ಲೋರೈಡ್
chlorine	ಕ್ಲೋರೀನ್
chloroform	ಕ್ಲೋರೋಫಾರ್ಮ್
chocolate	ಚಾಕೊಲೇಟ್
choice	ಆಯ್ಕೆ
choir	ಗಾಯಕವೃಂದ
choke	ಚಾಕ್
cholera	ಕಾಲರಾ
cholesterol	ಕೊಲೆಸ್ಟರಾಲ್
choose	ಆಯ್ಕೆ
choosing	ಆಯ್ಕೆ
choosy	ಆಯ್ಕೆಮಾಡು
chop	ಕೊಚ್ಚು
chopper	ಚಾಪರ್
choppers	ಚಾಪರ್ಸ್
chopping	ಕುಯ್ಯುವ
chops	ಚಾಪ್ಸ್
choral	ವೃತ್ತಾಂತ
chord	ಸ್ವರಮೇಳ
chords	ಸ್ವರಮೇಳಗಳು
chore	ಕೆಲಸ
choreographer	ನೃತ್ಯ ನಿರ್ದೇಶಕ
choreography	ನೃತ್ಯ ಸಂಯೋಜನೆ
chorus	ಕೋರಸ್
chosen	ಆಯ್ಕೆ
chow	ಚೌ
chowder	ಚೌಡರ್
christ	ಕ್ರಿಸ್ತ
christen	NO TRANSLATION
christening	ನಾಮಕರಣ
christian	ಕ್ರಿಶ್ಚಿಯನ್
christmas	ಕ್ರಿಸ್ಮಸ್
christmasbreak	NO TRANSLATION
christmaseve	NO TRANSLATION
christmasspirit	NO TRANSLATION
christmassy	ಕ್ರಿಸ್ ಮಸ್ಸಿ
christmastime	ಕ್ರಿಸ್ತನ ಸಮಯ
chromatic	ವರ್ಣೀಯ
chromatography	ಕ್ರೊಮ್ಯಾಟೋಗ್ರಫಿ
chrome	ಕ್ರೋಮ್
chromium	ಕ್ರೋಮಿಯಂ
chromosome	ವರ್ಣತಂತು
chronic	ದೀರ್ಘಕಾಲದ
chronicle	ಕ್ರಾನಿಕಲ್
chronograph	ವರ್ಷಬಂಧ
chronological	ಕಾಲಾನುಕ್ರಮದ
chubby	ಚುಬ್ಬಿ
chuck	ಚಕ್
chuckle	ಚಕಲ್
chug	ಚಗ್
chum	ಚುಮ್
chummy	chummy
chump	ಚಂಪ್
chunk	ಚಂಕ್
chunky	ದಪ್ಪನಾದ
church	ಚರ್ಚ್
churchyard	ಚರ್ಚ್ಯಾರ್ಡ್
churn	ಮಂಥನ
chute	ಗಾಳಿಕೊಡು
chutney	ಚಟ್ನಿ
ciao	ಸಿಯಾವೋ
cider	ಸೈಡರ್
cigar	ಸಿಗಾರ್
cigarette	ಸಿಗರೇಟ್
cilantro	ಸಿಲಾಂಟ್ರೋ
cinch	ಸಿಂಚ್
cinder	ಸಿಂಡರ್
cinema	ಸಿನಿಮಾ
cinematic	ಸಿನಿಮೀಯ
cinematographer	ಛಾಯಾಗ್ರಾಹಕ
cinematography	ಛಾಯಾಗ್ರಹಣ
cinnamon	ದಾಲ್ಚಿನ್ನಿ
cipher	ಸೈಫರ್
circle	ವೃತ್ತ
circling	ವೃತ್ತಾಕಾರ
circuit	ಸರ್ಕ್ಯೂಟ್
circuitry	ಸರ್ಕ್ಯೂಟ್ರಿ
circular	ವೃತ್ತಾಕಾರದ
circulate	ಪ್ರಸಾರ ಮಾಡಿ
circulation	ಪರಿಚಲನೆ
circulatory	ರಕ್ತಪರಿಚಲನೆಯು
circumcision	ಸುನತಿ
circumference	ಸುತ್ತಳತೆ
circumferential	ಸುತ್ತಳತೆ
circumscribed	ಸುತ್ತುವರೆದಿದೆ
circumstance	ಪರಿಸ್ಥಿತಿ
circumstances	ಸಂದರ್ಭಗಳಲ್ಲಿ
circumstantial	ಸಂದರ್ಭೋಚಿತ
circumvent	ತಪ್ಪಿಸಿಕೊಳ್ಳಲು
circumvention	ತಪ್ಪಿಸಿಕೊಳ್ಳುವಿಕೆ
circus	ಸರ್ಕಸ್
cirque	ಸರ್ಕ್ಯು
cirrhosis	ಸಿರೋಸಿಸ್
cirrus	ಸಿರಸ್
cistern	ಸಿಸ್ಟೆನ್
citadel	ಸಿಟಾಡೆಲ್
citation	ಉಲ್ಲೇಖ
cite	ಉಲ್ಲೇಖ
citizen	ನಾಗರಿಕ
citizenship	ಪೌರತ್ವ
citrine	ಸಿಟ್ರಿನ್
citrus	ಸಿಟ್ರಸ್
city	ನಗರ
citywide	ನಗರದಾದ್ಯಂತ
civic	ನಾಗರಿಕ
civics	ನಾಗರಿಕರು
civil	ನಾಗರಿಕ
civilian	ನಾಗರಿಕ
civilians	ನಾಗರಿಕರು
civility	ನಾಗರಿಕತೆ
civilization	ನಾಗರಿಕತೆಯ
civilized	ನಾಗರಿಕ
clad	ಧರಿಸುತ್ತಾರೆ
claim	ಹಕ್ಕು
claimant	ಹಕ್ಕುದಾರ
clairvoyant	ಕ್ಲೈರ್ವಿಯಾಂಟ್
clam	ಮಡಿಕೆ
clambake	ಕ್ಲ್ಯಾಂಬಕ್
clammy	ಕ್ಲಾಮಿ
clamor	ಕೂಗಾಡು
clamp	ಕ್ಲಾಂಪ್
clan	ಕುಲ
clandestine	ಕುಟಿಲ
clang	ಖಣಿಲು
clap	ಚಪ್ಪಾಳೆ
clapper	ಚಪ್ಪಾಳೆ
clapping	ಕೊಲ್ಲುವುದು
clarification	ಸ್ಪಷ್ಟೀಕರಣ
clarify	ಸ್ಪಷ್ಟಪಡಿಸು
clarinet	ಕ್ಲಾರಿನೆಟ್
clarion	ತೆರವು
clarity	ಸ್ಪಷ್ಟತೆ
clash	ಘರ್ಷಣೆ
clashing	ಘರ್ಷಣೆ
clasp	ಕೊಕ್ಕೆ
class	ವರ್ಗ
classic	ಕ್ಲಾಸಿಕ್
classic rock	ಕ್ಲಾಸಿಕ್ ರಾಕ್
classical	ಶಾಸ್ತ್ರೀಯ
classics	ಶ್ರೇಷ್ಠತೆ
classification	ವರ್ಗೀಕರಣ
classified	ವರ್ಗೀಕರಿಸಲಾಗಿದೆ
classify	ವರ್ಗೀಕರಿಸಿ
classmate	ಸಹಪಾಠಿ
classroom	ತರಗತಿಯ
classy	ಕ್ಲಾಸಿ
clatter	ಒಡೆದುಹಾಕು
clause	ಷರತ್ತು
clauses	ಉಪನ್ಯಾಸಗಳು
claustrophobia	ಕ್ಲಾಸ್ಟ್ರೊಫೋಬಿಯಾ
claustrophobic	ಕ್ಲಾಸ್ಟ್ರೊಫೋಬಿಕ್
clavicle	ಕ್ವಾವಿಲ್ಲಲ್
claw	ಪಂಜ
claws	ಉಗುರುಗಳು
clay	ಮಣ್ಣಿನ
clean	ಸ್ವಚ್ಛಗೊಳಿಸಲು
cleaner	ಕ್ಲೀನರ್
cleaning	ಸ್ವಚ್ಛಗೊಳಿಸುವ
cleanliness	ಶುಚಿತ್ವ
cleanly	ಸ್ವಚ್ಛವಾಗಿ
cleanse	ಶುದ್ಧೀಕರಿಸು
cleanser	ಕ್ಲೆನ್ಸರ್
cleansing	ಶುದ್ಧೀಕರಣ
cleanup	ಸ್ವಚ್ಛಗೊಳಿಸಲು
clear	ಸ್ಪಷ್ಟ
clearance	ಕ್ಲಿಯರೆನ್ಸ್
clearing	ತೆರವುಗೊಳಿಸುವುದು
clearness	ಸ್ಪಷ್ಟತೆ
cleat	ತೆರವುಗೊಳಿಸಿ
cleavage	ಸೀಳುವುದು
cleave	ಅಂಟಿಸು
cleaver	NO TRANSLATION
clef	ಕ್ಲೆಫ್
cleft	ಸೀಳುವುದು
clemency	ಕ್ಷಮೆ
clench	ಹಿಗ್ಗಿಸು
clergy	ಪಾದ್ರಿಗಳು
clergyman	ಪಾದ್ರಿ
cleric	ಕ್ಲೆರಿಕ್
clerical	ಕ್ಲೆರಿಕಲ್
clerk	ಗುಮಾಸ್ತ
clerkship	ಗುಮಾಸ್ತತ್ವ
clever	ಚತುರ
cleverness	ಬುದ್ಧಿವಂತಿಕೆ
click	ಕ್ಲಿಕ್
clicker	ಕ್ಲಿಕ್ ಮಾಡುವವನು
client	ಕ್ಲೈಂಟ್
clientele	ಗ್ರಾಹಕರು
cliff	ಬಂಡೆ
climate	ಹವಾಮಾನ
climatology	ವಾಯುಗುಣ ಶಾಸ್ತ್ರ
climax	ಪರಾಕಾಷ್ಠೆ
climb	ಏರಲು
climber	ಆರೋಹಿ
clinch	ಸಾಧಿಸು
cling	ಅಂಟಿಕೊಳ್ಳುವುದು
clingy	clingy
clinic	ಕ್ಲಿನಿಕ್
clinical	ಪ್ರಾಯೋಗಿಕ
clink	ಕ್ಲಿಂಕ್
clip	ಕ್ಲಿಪ್
clipboard	ಕ್ಲಿಪ್ಬೋರ್ಡ್
clipper	ಕ್ಲಿಪ್ಪರ್
clipping	ಕ್ಲಿಪಿಂಗ್
clique	NO TRANSLATION
clitoris	ಚಂದ್ರನಾಡಿ
cloak	ಗಡಿಯಾರ
cloaking	ಮುಚ್ಚಿಕೊಳ್ಳುವುದು
cloakroom	ಉಡುಪು
clobber	clobber
clock	ಗಡಿಯಾರ
clockwork	ಗಡಿಯಾರವನ್ನು
clod	ಗುಂಡಿ
clog	ಅಡ್ಡಿಪಡಿಸು
cloister	ಕಠಾರಿ
clone	ಕ್ಲೋನ್
cloning	ಅಬೀಜ ಸಂತಾನೋತ್ಪತ್ತಿ
close	ಮುಚ್ಚಿ
closed	ಮುಚ್ಚಲಾಗಿದೆ
closeness	ನಿಕಟತೆ
closet	ಕ್ಲೋಸೆಟ್
closure	ಮುಚ್ಚಿದ
clot	ಹೆಪ್ಪುಗಟ್ಟುವಿಕೆ
cloth	ಬಟ್ಟೆ
clothe	ಉಡುಪು
clothes	ಬಟ್ಟೆ
clothesline	ಬಟ್ಟೆ ಲೈನ್
clothing	ಉಡುಪು
cloud	ಮೋಡ
clouded	ಮೋಡ ಕವಿದಿದೆ
cloudiness	ಮೋಡ
clouds	ಮೋಡಗಳು
cloudy	ಮೋಡ
clout	ಹೇಳಿಕೆ
clove	ಲವಂಗ
clover	ಕ್ಲೋವರ್
cloves	ಲವಂಗಗಳು
clown	ಹಾಸ್ಯಗಾರ
clowns	ವಿದೂಷಕರು
club	ಕ್ಲಬ್
clubhouse	ಕ್ಲಬ್ಹೌಸ್
clubs	ಕ್ಲಬ್ಗಳು
cluck	ಗಡಿಯಾರ
clue	ಸುಳಿವು
clueless	ಕ್ಲೂಲೆಸ್
clump	ಗುಂಪು
clumsy	ನಾಜೂಕಿಲ್ಲದ
clunk	ಅಡ್ಡಿಪಡಿಸು
cluster	ಕ್ಲಸ್ಟರ್
clutch	ಕ್ಲಚ್
clutches	ಹಿಡಿತಗಳು
clutter	ಗೊಂದಲ
coach	ಕೋಚ್
coachman	ಕೋಚ್ಮನ್
coagulation	ಘನೀಕರಣ
coal	ಕಲ್ಲಿದ್ದಲು
coalesce	ಒಗ್ಗೂಡಿ
coalition	ಸಮ್ಮಿಶ್ರ
coarse	ಒರಟಾದ
coast	ಕರಾವಳಿ
coastal	ಕರಾವಳಿ
coaster	ಕೋಸ್ಟರ್
coastline	ಕರಾವಳಿ
coat	ಕೋಟ್
coating	ಲೇಪನ
coax	ಏರಿಸು
cobalt	ಕೋಬಾಲ್ಟ್
cobble	ಕಬ್ಬು
cobbler	ಚಮ್ಮಾರ
cobra	ಕೋಬ್ರಾ
cocaine	ಕೊಕೇನ್
cock	ಕೋಳಿ
cockamamie	ಕೋಕಾಮಮಿ
cockeyed	ಕೋಕಾಕಾರ
cockpit	ಕಾಕ್ಪಿಟ್
cockroach	ಜಿರಲೆ
cocksucker	ಕಾಕ್ಸ್ಕರ್
cocktail	ಕಾಕ್ಟೈಲ್
cocky	ಜಂಬದ
cocoa	ಕೋಕೋ
coconut	ತೆಂಗಿನ ಕಾಯಿ
cocoon	ಕೊಕೊನ್
cod	ಕಾಡ್
code	ಕೋಡ್
codeine	ಕೊಡೈನ್
codex	ಕೋಡೆಕ್ಸ್
codfish	ಕಾಡ್ಫಿಶ್
codification	ಕ್ರೋಡೀಕರಣ
codify	ಕೋಡೆಫೈ
coding	ಕೋಡಿಂಗ್
coed	ಸಹವಿದ್ಯಾರ್ಥಿನಿ
coefficient	ಗುಣಾಂಕ
coerce	ಒತ್ತಾಯಿಸು
