Word	su
doctrine	doktrin
document	surat penting
documentary	dokumenter
documentation	dokuméntasi
documents	dokumén
dodge	Dodge
dodger	dodger
dodging	dodging
dodgy	dodgy
dodo	dodol
doe	doe
doer	migawe
dog	anjing
dogface	dogface
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	dogmatis
dogsick	NO TRANSLATION
doings	doings
doit	NO TRANSLATION
dojo	dojo
doldrums	patah hati teh
dole	Rasana
doll	boneka
dollar	dollar
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	lauk lumba-lumba
domain	domain
dome	kubah
domestic	di jerona nagara
domesticated	domesticated
domestication	doméstikasi
domicile	domicile
domiciled	domiciled
dominance	leuwih dominan
dominant	hal boga pangaruh kuat
dominate	ngajadikeun boga pangaruh kuat
dominating	dominating
domination	dominasi
dominatrix	dominatrix
dominion	Dominion
domino	domino
don	sunda
donate	nulungan
donation	tutulung
donkey	kalde
donor	donor
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	doom
doomed	doomed
doomsday	kiamat
door	panto
doorbell	doorbell
doorknob	doorknob
doorman	doorman
doormat	doormat
doornail	doornail
doorstep	doorstep
doorway	doorway
dopamine	dopamin
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	dormant
dormitory	asrama
dorsal	dorsal
dosage	takeran
dose	dosis
dossier	dossier
dot	titik
doting	doting
dotted	dotted
dotty	dotty
double	ganda
doubled	dua kali
doublet	doublet
doubling	duka kali
doubt	cangcaya
doubtful	asa-asa
doubting	doubting
doubtless	doubtless
doubts	mamang
douche	douche
douchebags	douchebags
dough	adonan
doughboy	doughboy
doughnut	donat
dour	dour
douse	douse
dove	japati
down	turun
downcast	downcast
downer	downer
downfall	karuksakan
downfield	downfield
downhearted	downhearted
downhill	Turun gunung
download	download
downpour	downpour
downright	downright
downriver	downriver
downside	downside
downtime	downtime
downward	handap
downy	downy
dowry	mahar
doze	doze
dozen	losin
drab	drab
draft	draf
drafty	drafty
drag	nyered
dragon	naga
dragonfly	papatong
drain	solokan
drainage	drainase
drained	lemes
draining	draining
drainpipe	drainpipe
drake	Drake
drama	drama
dramaqueen	NO TRANSLATION
dramatic	dramatis
drape	drape
drapery	drapery
drastic	drastis
drat	NO TRANSLATION
draught	draf
draw	ngagambar
drawback	aral
drawbridge	drawbridge
drawer	laci
drawers	drawers
drawing	gambar
dread	dread
dreaded	dreaded
dreadful	dreadful
dreadfully	dreadfully
dreading	dreading
dream	ngimpi
dreamboat	dreamboat
dreamer	pemimpi
dreaming	ngimpi
dreamland	dreamland
dreams	impian
dreamt	ngimpi
dreamy	cupang
dreary	dreary
dredge	dredge
drenched	drenched
dress	pake pakean
dresser	dresser
dressmaker	dressmaker
dressy	dressy
dribble	NO TRANSLATION
dried	garing
drier	drier
drift	drift
drifted	drifted
drifter	drifter
driftwood	driftwood
drill	ngabur
drink	inuman
drinker	drinker
drinking	minum
drinks	inuman
drip	ngeclak
dripping	dripping
drive	nyetir
drivel	drivel
driver	nu nyetir
driveway	driveway
drizzle	drizzle
droll	droll
drone	drone
drones	drones
drool	drool
drooping	drooping
droopy	droopy
drop	ngaragragkeun
droplet	droplet
dropout	pegat sakola
dropper	dropper
drought	halodo
drove	NO TRANSLATION
drown	ngalelepkeun
drowsiness	drowsiness
drowsy	drowsy
drudgery	drudgery
drug	ubar
drug dealing	kaayaan ubar
drugged	drugged
druggist	tukang obat
drugs	obat
drugstore	toko ubar
druid	druid
drum	dreum
drummer	tukang nabeuh dram
drumming	drumming
drunk	mabok
drunk driving	mabok nyetir
drunkard	drunkard
drunken	drunken
drunkenness	mabok
dry	garing
dryer	dryer
dryness	kagaringan
dual	dual
dualism	dualisme
duality	dualitas
dub	dub
dubious	dubious
duchess	duchess
duck	bebek
ducking	ducking
duckling	duckling
ducky	ducky
duct	saluran
ductile	pangleuleusna ti antara
dud	Dud
dude	dude
duds	duds
due	alatan
duel	tanding
dues	iuran
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	Patih
dull	kusam
dullard	dullard
dumb	belet
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	dump
dumpling	pangsit
dumps	dumps
dumpster	dumpster
dun	dun
dunce	dunce
dune	pasir keusik
dung	NO TRANSLATION
dungeon	bui
dunk	dunk
duo	duo
dupe	dupe
duplex	duplex
duplicate	duplikat
duplication	turunan
duplicity	duplicity
durability	kakuatan keur nahan
durable	awet
duration	waktu
duress	duress
dusk	burit
dusky	dusky
dust	lebu
duster	duster
dustpan	dustpan
dusty	loba lewuna
dutiful	dutiful
duty	kawajiban
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	Huni
dweller	dweller
dwelling	dwelling
dye	ngalelep
dying	dying
dyke	Dyke
dynamic	dinamis
dynamical	dinamis
dynamics	dinamika
dynamite	dinamit
dynamo	dinamo
dynasty	dinasti
dysentery	disentri
dysfunction	disfungsi
dysfunctional	dysfunctional
dyspepsia	dyspepsia
eager	hayang pisan
eagerness	eagerness
eagle	manuk galudra
ear	ceuli
earful	earful
earl	gelar kebangsawanan
earlier	baheula
early	awal
earn	ngahasilkeun
earnest	earnest
earnestly	earnestly
earnestness	earnestness
earnings	earnings
earpiece	earpiece
earring	anting-anting
earrings	anting
earshot	earshot
earth	bumi
earthenware	earthenware
earthling	earthling
earthly	earthly
earthquake	lindu
earthy	earthy
ease	katentreman
easel	easel
easement	easement
easily	gampang
east	wetan
eastbound	eastbound
eastern	sabeulah wetan
easy	gampil
easygoing	henteu sesah
eat	dahar
eater	eater
eating	dahar
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	eavesdropping
ebb	ebb
ebony	ebony
ebullient	ebullient
eccentric	saendeng
eccentricity	eccentricity
ecclesiastical	ecclesiastical
echelon	pajabat eselon
echinacea	echinacea
echo	gema
eclectic	eclectic
eclipse	samagaha
ecliptic	ecliptic
ecological	ékologis
economic	ékonomi
economical	ekonomis
economics	ékonomi
economy	ekonomi
ecosystem	ékosistem
ecstasy	ekstasi
ecstatic	ecstatic
ecumenical	ecumenical
eddy	eddy
edema	busung lapar
edge	sisi
edging	edging
edgy	edgy
edible	plant
edict	edict
edification	edification
edifice	edifice
edit	édit
editing	ngedit
edition	édisi
editor	jelema nu nyunting
editorial	redaksi
educate	ngadidik
educated	loba diajar
education	pendidikan
educational	atikan
educator	pendidik
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	belut
eerie	eerie
effect	epek
effective	epektip
effectiveness	éféktivitas
effects	épék
effectual	effectual
effectually	effectually
effectuate	effectuate
effeminate	effeminate
efficacious	efficacious
efficacy	efficacy
efficiency	episiensi
efficient	episien
effigy	effigy
effort	upaya
effortless	effortless
effusion	effusion
effyou	NO TRANSLATION
egg	endog
egghead	egghead
eggnog	eggnog
eggplant	terong
eggshell	eggshell
ego	ego
egomaniac	egomaniac
egotistical	egotistical
egregious	kalakuan kakoncara
egress	egress
eight	dalapan
eighteen	dalapan belas
eighth	kadalapan
eighty	dalapan puluh
ejaculate	éjakulasi
ejaculation	éjakulasi
eject	ngaluarkeun
ejection	ejection
elaborate	kawincik nepi ka bubuk leutikna
elaboration	elaboration
elan	NO TRANSLATION
elapse	elapse
elapsed	tos dilakonan
elastic	elastis
elasticity	élastisitas
elated	elated
elation	elation
elbow	siku
eld	eld
elder	kokolot
elderly	manula
elders	sesepuh
eldest	cikal
elect	milih
election	pamilihan
elective	elective
elector	elector
electoral	Panwaslu
electorate	electorate
electric	listrik
electric slide	slide listrik
electrical	listrik
electrician	Tukang
electricity	listrik
electrify	electrify
electrocute	electrocute
electrocution	electrocution
electromagnetic	éléktromagnétik
electron	éléktron
electronic	éléktronik
electronics	éléktronika
elegance	kamewahan
elegant	elegan
element	unsur
elemental	unsur
elementary	dasar
elements	elemen
elephant	gajah
elevate	Nyiar
elevated	luhur:
elevation	luhurna
elevator	tangga jalan
eleven	sawelas
eleventh	Sawala
elf	elf
elicit	méré
eligible	minuhan sarat
eliminate	nyisikeun
elimination	éliminasi
elite	élit
elitist	elitist
elixir	elixir
elk	Elk
ell	ell
ellipse	elips
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	elm
elongate	elongate
elongation	elongation
elope	elope
eloquence	eloquence
eloquent	eloquent
elucidate	napak
elucidation	Penjelasan
elude	nyingkahan
elusive	hese dihartikeun
emaciated	emaciated
email	email
emanate	emanate
emancipation	emansipasi
embankment	embankment
embargo	NO TRANSLATION
embark	naek kapal
embarrass	ngerakeun
embarrassed	embarrassed
embarrassing	ngerakeun
embarrassment	isin
embassy	kedutaan ageng
embattled	embattled
embed	Lebetkeun
embellish	embellish
embellishment	embellishment
embers	embers
embezzlement	embezzlement
embezzler	embezzler
emblem	lancana
emblematic	emblematic
embodiment	perwujudan
embolism	embolism
embossed	embossed
embrace	nangkeup
embroidered	embroidered
embroidery	sulaman
embroiled	embroiled
embryo	bakal bayi
embryonic	émbrionik
emcee	emcee
emerald	Empang
emerge	muncul
emergence	mecenghulna
emergency	kaayaan nu walurat
emeritus	emeritus
emery	Emery
emetophobia	emetophobia
emigrate	pindah ka nagara lain sarta nyicing di ditu
emigration	emigrasi
eminence	Nyiar
eminent	eminent
eminently	eminently
emir	NO TRANSLATION
emissary	emissary
emission	émisi
emit	emit
emo	emo
emotion	pangrasa
emotional	emosional
emotive	emotive
empathic	empathic
empathize	empathize
empathy	empati
emperor	maharaja
emphasis	tekenan
emphasize	ngantebkeun
emphatic	emphatic
emphysema	emphysema
empire	kekaisaran
empirical	empiris
empiricism	empiricism
employ	migawekeun
employee	pagawe
employer	dunungan
employment	pagawean
emporium	emporium
empower	empower
empress	permaisuri
emptiness	emptiness
emption	emption
empty	kosong
emu	emu
emulate	emulate
emulsion	emulsion
enable	bisa jadi
enablement	enablement
enact	enact
enactment	enactment
enamel	enamel
encampment	encampment
enchant	enchant
enchanted	dihapunten
enchanting	enchanting
enchantment	enchantment
enchantress	enchantress
enchilada	enchilada
encircle	ngalingkerin
encircling	encircling
enclave	enclave
enclose	ngalampirkeun
enclosure	lemah nu dipager
encode	encode
encomiastic	NO TRANSLATION
encomium	encomium
encompass	ngawengku
encore	NO TRANSLATION
encounter	papanggih
encourage	nyurung
encouraged	wanti
encouragement	anjuran
encouraging	encouraging
encroach	encroach
encroachment	encroachment
encrypt	encrypt
encryption	enkripsi
encumbrance	encumbrance
encyclopedia	énsiklopédi
end	tungtung
end table	méja tungtung
endanger	ngabahayakeun
endangered	Badak
endangerment	endangerment
endearing	endearing
endeavor	buburuhan
ended	réngsé
endemic	endemik
endgame	endgame
ending	tungtung
endless	euweuh beakna
endocarditis	Endocarditis
endorse	ngesahkeun
endorsement	ngesahan
endow	endow
endowed	endowed
endowment	endowment
endpapers	endpapers
endpoint	titik
endurance	kakuatan keur nahan
endure	nahan
enduring	enduring
enema	enema
enemy	musuh
energetic	energetic
energize	energize
energy	tanaga
enforce	ngajalankeun
enforcement	penegak
enforcer	enforcer
engage	kalibet
engaged	aktipitas
engagement	papacangan
engaging	ngalakonan
engender	engender
engine	mesin
engineer	insinyur
engineering	rékayasa
engrave	ngukir
engraved	engraved
engraver	engraver
engraving	ukiran
engrossed	engrossed
engrossing	engrossing
engulf	engulf
enhance	ningkatkeun
enhancement	enhancement
enigma	enigma
enigmatic	enigmatic
enjoin	enjoin
enjoy	ngaraosan
enjoyable	nikmat
enjoying	ngarasakeun
enjoyment	enjoyment
enlarge	ngagedekeun
enlarged	enlarged
enlargement	kaayaan ngagedekeun
enlighten	enlighten
enlightened	enlightened
enlightening	enlightening
enlightenment	pencerahan
enlist	enlist
enliven	enliven
enmity	enmity
ennui	ennui
enormity	enormity
enormous	gede pisan
enormously	enormously
enraged	enraged
enrich	enrich
enroll	ngadaptar
enrollment	daptaran
ensemble	ensemble
ensign	ensign
enslave	enslave
enslaved	enslaved
enslavement	enslavement
ensue	ensue
ensure	ngajamin
entail	entail
entangled	entangled
entanglement	entanglement
enter	asup
enterprise	pausahaan
enterprising	enterprising
entertain	ngahibur
entertained	entertained
entertainer	penghibur
entertaining	entertaining
entertainment	raramean
enthralled	enthralled
enthusiasm	sumanget pisan
enthusiast	enthusiast
enthusiastic	sumanget pisan
entice	entice
entire	sakabeh
entirety	entirety
entitle	entitle
entity	éntitas
entomology	paré
entourage	rombongan
entrails	entrails
entrance	Panto lebet
entrapment	entrapment
entreat	entreat
entree	entree
entrepreneur	pengusaha
entrust	mercayakeun
entry	asup
enumerate	enumerate
enumeration	enumeration
envelope	amplop
envious	sirik
environ	NO TRANSLATION
environment	lingkungan
environmental	lingkungan
environs	environs
envision	envision
envoy	utusan
envy	sirik
enzyme	énzim
ephemeral	ephemeral
ephemeris	ephemeris
epic	epik
epidemic	pagebug
epidermis	épidermis
epidural	epidural
epilepsy	epilepsy
epileptic	epileptic
epilogue	epilog
epiphany	epiphany
episcopal	episcopal
episode	episode
episodic	episodic
epistle	epistle
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	epoch
equal	sarua
equality	sasaruaan hak
equalization	bébédaan
equalize	equalize
equalizer	ékualiser
equally	sasarengan
equate	equate
equation	persamaan
equator	katulistiwa
equatorial	katulistiwa
equestrian	equestrian
equidistant	equidistant
equilibration	Kasatimbangan
equilibrium	kasaimbangan
equip	ngajangkepkeun
equipment	pakakas
equitable	adil
equity	kaadilan
equivalence	sarua
equivalent	sarua jeung
equivocal	equivocal
era	era
eradicate	ngabasmi
eradication	ngabasmi
erase	mupus
eraser	pamupus
erasure	erasure
ere	NO TRANSLATION
erect	ngadegkeun
erectile	erectile
erection	cacakan
ergo	NO TRANSLATION
erode	ngahupus ajén
erosion	kela
erotic	erotis
erotica	erotica
err	err
errand	errand
errant	errant
erratic	erratic
erratum	erratum
erroneous	erroneous
error	kasalahan
erst	NO TRANSLATION
erudite	erudite
erupt	bitu
eruption	bibitu
escalade	escalade
escalate	ngalebarkeun
escalating	escalating
escalation	escalation
escalator	escalator
escape	kabur
escaped	lolos
escarpment	escarpment
eschew	eschew
escort	pangawal
escrow	pangawal
esophagus	esophagus
esoteric	esoteric
especial	NO TRANSLATION
espionage	spionase
espouse	espouse
espresso	espresso
esprit	esprit
esquire	esquire
essay	karangan
essayist	essayist
essence	panggih
essential	perlu
essentially	dasarna
establish	ngadegkeun
established	ngadegkeun
establishment	pamadegan
estate	estate
esteem	diri
esteemed	esteemed
esthetic	esthetic
estimable	estimable
estimate	ngirakeun
estimation	estimasi
estoppel	estoppel
estranged	estranged
estrogen	éstrogén
estuary	salawe
etch	etch
etching	etching
eternal	langgeng
eternity	kalanggengan
ethanol	étanol
ether	éter
ethereal	ethereal
ethic	etos
ethical	etika
ethics	étika
ethnic	étnis
ethnography	ethnography
etiology	etiology
etiquette	tata titi
etymology	étimologi
eucalyptus	kayu putih
euchre	euchre
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemism
euphoria	euforia
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	neangan jeung nulungan
evacuation	epakuasi
evade	nyinkahkeun
evaluate	ngepaluasi
evaluation	meunteun
evanescence	evanescence
evangelical	Evangelis
evangelist	evangelist
evangelistic	evangelistic
evaporate	ngebulkeun
evaporation	évaporasi
evasion	ngajauhan
evasive	nyingcet
eve	wengi
evening	burit
evens	NO TRANSLATION
event	kajadian
eventful	penting
eventual	ahirna
eventuality	eventuality
evergreen	evergreen
everlasting	langgeng
evermore	evermore
everyday	unggal dinten
everyman	everyman
evict	nundung
eviction	nundung
evidence	bukti
evident	dibuktikeun
evidentiary	evidentiary
evil	jahat
evoke	membangkitkan
evolution	epolusi
evolutionary	évolusionér
evolve	mekar
ewe	ewe
ex	ex
exacerbate	exacerbate
exacerbation	exacerbation
exact	pas
exacting	exacting
exaggerate	ngaleuleuwihkeun
exaggerated	ngaleuleuwihkeun
exaggeration	nu kaleuleuwihan
exalt	exalt
exaltation	exaltation
exalted	Maha Agung
exam	ujian
examination	ujian
examine	nguji
examiner	examiner
example	conto
exasperated	exasperated
exasperation	exasperation
excavate	ngali
excavation	ngagalian
excavator	excavator
exceed	ngaleuwihan
exceeding	exceeding
excel	Excel
excellence	kaunggulan
excellent	alus teuing
excelsior	excelsior
excepting	excepting
exception	ngabeda-beda
exceptional	hebat pisan
excerpt	excerpt
excess	kaleuwihan
excessive	kaleuleuwihan
excessively	kacida
exchange	nukeuran
excise	excise
