Word	de
distraught	verstört
distress	Not
distressed	betrübt
distressing	peinlich
distribute	verteilen
distribution	Verteilung
distributor	Verteiler
district	Kreis
distrust	Misstrauen
disturb	stören
disturbance	Störung
disturbed	gestört
disturbing	störend
disuse	Nichtgebrauch
disused	ausgedient
ditch	Graben
ditto	genauso
ditty	Liedchen
diurnal	tagaktiv
diva	Diva
divan	NO TRANSLATION
dive	tauchen
diver	Taucher
diverge	divergieren
divergence	Abweichungen
divergent	abweichend
diverging	divergierend
divers	Taucher
diverse	vielfältig
diversified	diversifiziert
diversify	diversifizieren
diversion	Umleitung
diversionary	Ablenkungsmanöver
diversity	Vielfalt
divert	umleiten
diverting	umleiten
divest	veräußern
divested	veräußerte
divestment	Veräusserung
divide	Teilen
divided	geteilt
dividend	Dividende
divination	Divination
divine	göttlich
divinity	Gottheit
divisible	teilbar
division	Aufteilung
divisor	Divisor
divorce	Scheidung
divorcee	Geschiedene
divulge	enthüllen
divvy	verschworen
dizziness	Schwindel
dizzy	schwindlig
do	machen
doable	machbar
doc	Dok
docile	fügsam
dock	Dock
docked	angedockt
docket	docket
docking	Docking
doctor	Arzt
doctorate	Promotion
doctrinal	lehrmäßig
doctrine	Lehre
document	Dokument
documentary	Dokumentarfilm
documentation	Dokumentation
documents	Unterlagen
dodge	ausweichen
dodger	Versprecher
dodging	ausweichen
dodgy	zwielichtig
dodo	Dodo
doe	Damhirschkuh
doer	Macher
dog	Hund
dogface	Dogface
dogged	verbissen
doggy	Hündchen
doghouse	Hundehütte
dogma	Dogma
dogmatic	dogmatisch
dogsick	NO TRANSLATION
doings	Taten
doit	NO TRANSLATION
dojo	Dojo
doldrums	Flaute
dole	dole
doll	Puppe
dollar	Dollar
dollhouse	Puppenhaus
dolor	NO TRANSLATION
dolphin	Delphin
domain	Domain
dome	Kuppel
domestic	inländisch
domesticated	häuslich
domestication	Domestikation
domicile	Domizil
domiciled	wohnhaft
dominance	Dominanz
dominant	Dominant
dominate	dominieren
dominating	dominierend
domination	Herrschaft
dominatrix	Domina
dominion	Herrschaft
domino	Domino
don	Don
donate	spenden
donation	Spende
donkey	Esel
donor	Spender
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	nicht spanisch
dontunderstand	NO TRANSLATION
doodle	Gekritzel
doom	Untergang
doomed	verurteilt
doomsday	Weltuntergang
door	Tür
doorbell	Türklingel
doorknob	Türknauf
doorman	Türsteher
doormat	Fußabtreter
doornail	Türnagel
doorstep	Haustür
doorway	Türöffnung
dopamine	Dopamin
dope	Dope
dopey	blöd
dork	Idiot
dorky	bekloppt
dorm	Wohnheim
dormant	schlafend
dormitory	Schlafsaal
dorsal	dorsal
dosage	Dosierung
dose	Dosis
dossier	Dossier
dot	Punkt
doting	dotting
dotted	punktiert
dotty	dotty
double	doppelt
doubled	verdoppelt
doublet	Dublette
doubling	Verdoppelung
doubt	Zweifel
doubtful	zweifelhaft
doubting	zweifelnd
doubtless	zweifellos
doubts	Zweifel
douche	Dusche
douchebags	Spucktüten
dough	Teig
doughboy	Teigjunge
doughnut	Krapfen
dour	mürrisch
douse	begießen
dove	Taube
down	Nieder
downcast	niedergeschlagen
downer	Wermutstropfen
downfall	Untergang
downfield	Downfield
downhearted	niedergeschlagen
downhill	bergab
download	herunterladen
downpour	Platzregen
downright	regelrecht
downriver	flussabwärts
downside	Nachteil
downtime	Ausfallzeit
downward	nach unten
downy	flaumig
dowry	Mitgift
doze	dösen
dozen	Dutzend
drab	eintönig
draft	Entwurf
drafty	zugig
drag	ziehen
dragon	Drachen
dragonfly	Libelle
drain	ablassen
drainage	Drainage
drained	abgelassen
draining	Entwässerung
drainpipe	Abflussrohr
drake	Erpel
drama	Theater
dramaqueen	NO TRANSLATION
dramatic	dramatisch
drape	drapieren
drapery	Vorhang
drastic	drastisch
drat	NO TRANSLATION
draught	Entwurf
draw	zeichnen
drawback	Nachteil
drawbridge	Zugbrücke
drawer	Schublade
drawers	Schubladen
drawing	Zeichnung
dread	fürchten
dreaded	gefürchtet
dreadful	furchtbar
dreadfully	schrecklich
dreading	fürchten
dream	Traum
dreamboat	Traumboot
dreamer	Träumer
dreaming	träumen
dreamland	Traumland
dreams	Träume
dreamt	träumte
dreamy	verträumt
dreary	trist
dredge	ausbaggern
drenched	durchnässt
dress	Kleid
dresser	Kommode
dressmaker	Schneider
dressy	elegant
dribble	NO TRANSLATION
dried	getrocknet
drier	Wäschetrockner
drift	Drift
drifted	getrieben
drifter	Herumtreiber
driftwood	Treibholz
drill	bohren
drink	Getränk
drinker	Trinker
drinking	Trinken
drinks	Getränke
drip	tropfen
dripping	tropft
drive	Fahrt
drivel	Gefasel
driver	Treiber
driveway	Auffahrt
drizzle	Nieselregen
droll	drollig
drone	Drohne
drones	Drohnen
drool	sabbern
drooping	Herabhängen
droopy	droopy
drop	fallen
droplet	Tröpfchen
dropout	aussteigen
dropper	Tropfer
drought	Dürre
drove	NO TRANSLATION
drown	ertrinken
drowsiness	Schläfrigkeit
drowsy	schläfrig
drudgery	Plackerei
drug	Droge
drug dealing	Drogenhandel
drugged	unter Drogen gesetzt
druggist	Apotheker
drugs	Drogen
drugstore	Drogerie
druid	Druide
drum	Trommel
drummer	Schlagzeuger
drumming	Trommeln
drunk	betrunken
drunk driving	betrunken fahren
drunkard	Säufer
drunken	betrunken
drunkenness	Trunkenheit
dry	trocken
dryer	Trockner
dryness	Trockenheit
dual	Dual
dualism	Dualismus
duality	Dualität
dub	überspielen
dubious	zweifelhaft
duchess	Herzogin
duck	Ente
ducking	duckend
duckling	Entlein
ducky	ducky
duct	Leitung
ductile	duktil
dud	Blindgänger
dude	Kumpel
duds	Klamotten
due	fällig
duel	Duell
dues	Gebühren
duet	Duett
duffel	Duffel
dugout	Einbaum
duh	Duh
duke	Herzog
dull	Stumpf
dullard	Dummkopf
dumb	Dumm
dumbasses	Dummköpfe
dumbbell	Hantel
dumbbitch	NO TRANSLATION
dumfound	verblüffen
dumfounder	NO TRANSLATION
dummy	Dummy
dump	ablegen
dumpling	Knödel
dumps	Müllhalden
dumpster	Müllcontainer
dun	dun
dunce	Dunce
dune	Düne
dung	NO TRANSLATION
dungeon	Verlies
dunk	Dunk
duo	Duo
dupe	betrügen
duplex	Duplex
duplicate	Duplikat
duplication	Vervielfältigung
duplicity	Duplizität
durability	Haltbarkeit
durable	dauerhaft
duration	Dauer
duress	Zwang
dusk	Dämmerung
dusky	düster
dust	Staub
duster	Staubtuch
dustpan	Schaufel
dusty	staubig
dutiful	pflichtbewusst
duty	Pflicht
dwarf	Zwerg
dwarfed	in den Schatten gestellt
dweeb	Dweeb
dwell	wohnen
dweller	Bewohner
dwelling	Wohnung
dye	Farbstoff
dying	sterben
dyke	Deich
dynamic	dynamisch
dynamical	dynamisch
dynamics	Dynamik
dynamite	Dynamit
dynamo	Dynamo
dynasty	Dynastie
dysentery	Ruhr
dysfunction	Dysfunktion
dysfunctional	dysfunktional
dyspepsia	Dyspepsie
eager	eifrig
eagerness	Eifer
eagle	Adler
ear	Ohr
earful	gehörig
earl	Graf
earlier	vorhin
early	früh
earn	verdienen
earnest	Ernst
earnestly	ernsthaft
earnestness	Ernst
earnings	Verdienste
earpiece	Hörmuschel
earring	Ohrring
earrings	Ohrringe
earshot	Hörweite
earth	Erde
earthenware	Steingut
earthling	Erdling
earthly	irdisch
earthquake	Erdbeben
earthy	erdig
ease	Leichtigkeit
easel	Staffelei
easement	Erleichterung
easily	leicht
east	Osten
eastbound	ostwärts
eastern	östlich
easy	einfach
easygoing	läuft einfach
eat	Essen
eater	Esser
eating	Essen
eatingdisorders	NO TRANSLATION
eavesdrop	lauschen
eavesdropping	lauschen
ebb	Ebbe
ebony	Ebenholz
ebullient	überschwänglich
eccentric	Exzenter
eccentricity	Exzentrizität
ecclesiastical	kirchlich
echelon	Echelon
echinacea	Echinacea
echo	Echo
eclectic	eklektisch
eclipse	Finsternis
ecliptic	Ekliptik
ecological	ökologisch
economic	wirtschaftlich
economical	wirtschaftlich
economics	Wirtschaft
economy	Wirtschaft
ecosystem	Ökosystem
ecstasy	Ekstase
ecstatic	begeistert
ecumenical	ökumenisch
eddy	Wirbel
edema	Ödem
edge	Kante
edging	Einfassung
edgy	nervös
edible	essbar
edict	Edikt
edification	Erbauung
edifice	Gebäude
edit	bearbeiten
editing	Bearbeitung
edition	Auflage
editor	Editor
editorial	Redaktion
educate	erziehen
educated	gebildet
education	Bildung
educational	lehrreich
educator	Erzieher
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	Aal
eerie	unheimlich
effect	bewirken
effective	Wirksam
effectiveness	Wirksamkeit
effects	Auswirkungen
effectual	wirksam
effectually	wirksam
effectuate	bewirken
effeminate	weibisch
efficacious	wirksam
efficacy	Wirksamkeit
efficiency	Effizienz
efficient	effizient
effigy	Bildnis
effort	Anstrengung
effortless	mühelos
effusion	Erguss
effyou	NO TRANSLATION
egg	Ei
egghead	Egghead
eggnog	Eierlikör
eggplant	Aubergine
eggshell	Eierschale
ego	Ego
egomaniac	Egomane
egotistical	egoistisch
egregious	ungeheuerlich
egress	Austritt
eight	acht
eighteen	achtzehn
eighth	achte
eighty	achtzig
ejaculate	ejakulieren
ejaculation	Ejakulation
eject	auswerfen
ejection	Auswurf
elaborate	erarbeiten
elaboration	Ausarbeitung
elan	NO TRANSLATION
elapse	verstreichen
elapsed	abgelaufen
elastic	elastisch
elasticity	Elastizität
elated	begeistert
elation	Begeisterung
elbow	Ellbogen
eld	Feld
elder	ältere
elderly	Alten
elders	Älteste
eldest	älteste
elect	wählen
election	Wahl
elective	Wahlfach
elector	Kurfürst
electoral	Wahlen
electorate	Wählerschaft
electric	elektrisch
electric slide	elektrische Rutsche
electrical	elektrisch
electrician	Elektriker
electricity	Elektrizität
electrify	elektrifizieren
electrocute	Stromschlag
electrocution	Stromschlag
electromagnetic	elektromagnetisch
electron	Elektron
electronic	elektronisch
electronics	Elektronik
elegance	Eleganz
elegant	elegant
element	Element
elemental	elementar
elementary	elementar
elements	Elemente
elephant	Elefant
elevate	erheben
elevated	erhöht
elevation	Elevation
elevator	Aufzug
eleven	elf
eleventh	elfte
elf	Elf
elicit	entlocken
eligible	berechtigt
eliminate	beseitigen
elimination	Beseitigung
elite	Elite
elitist	elitär
elixir	Elixier
elk	Elch
ell	ell
ellipse	Ellipse
ellipsis	Ellipse
ellipsoid	Ellipsoid
elliptic	elliptisch
elliptical	elliptisch
elm	Ulme
elongate	länglich
elongation	Verlängerung
elope	durchbrennen
eloquence	Beredsamkeit
eloquent	beredt
elucidate	aufzuklären
elucidation	Aufklärung
elude	entziehen
elusive	schwer fassbar
emaciated	abgemagert
email	Email
emanate	ausgehen
emancipation	Emanzipation
embankment	Damm
embargo	NO TRANSLATION
embark	einsteigen
embarrass	in Verlegenheit bringen
embarrassed	verlegen
embarrassing	peinlich
embarrassment	Verlegenheit
embassy	Botschaft
embattled	umkämpft
embed	einbetten
embellish	verschönern
embellishment	Verschönerung
embers	Glut
embezzlement	Unterschlagung
embezzler	Veruntreuer
emblem	Emblem
emblematic	emblematisch
embodiment	Ausführungsform
embolism	Embolie
embossed	geprägt
embrace	Umarmung
embroidered	bestickt
embroidery	Stickerei
embroiled	verwickelt
embryo	Embryo
embryonic	embryonal
emcee	Moderator
emerald	Smaragd
emerge	entstehen
emergence	Entstehung
emergency	Notfall
emeritus	Emeritus
emery	Schmirgel
emetophobia	Emetophobie
emigrate	auswandern
emigration	Auswanderung
eminence	Eminenz
eminent	herausragend
eminently	hervorragend
emir	NO TRANSLATION
emissary	Emissär
emission	Emission
emit	emittieren
emo	emo
emotion	Emotion
emotional	emotional
emotive	emotional
empathic	empathisch
empathize	einfühlen
empathy	Empathie
emperor	Kaiser
emphasis	Betonung
emphasize	betonen
emphatic	nachdrücklich
emphysema	Emphysem
empire	Reich
empirical	empirisch
empiricism	Empirismus
employ	beschäftigen
employee	Mitarbeiter
employer	Arbeitgeber
employment	Beschäftigung
emporium	Emporium
empower	ermächtigen
empress	Kaiserin
emptiness	Leere
emption	Wahl
empty	leer
emu	Emu
emulate	emulieren, nacheifern
emulsion	Emulsion
enable	aktivieren
enablement	Aktivierung
enact	erlassen
enactment	Erlass
enamel	Emaille
encampment	Lager
enchant	verzaubern
enchanted	verzaubert
enchanting	zauberhaft
enchantment	Verzauberung
enchantress	Zauberin
enchilada	Enchilada
encircle	umgeben
encircling	umkreist
enclave	Enklave
enclose	umschließen
enclosure	Gehege
encode	kodieren
encomiastic	NO TRANSLATION
encomium	Lobrede
encompass	umfassen
encore	NO TRANSLATION
encounter	Begegnung
encourage	ermutigen
encouraged	ermutigt
encouragement	Förderung
encouraging	ermutigend
encroach	eingreifen
encroachment	Eingriff
encrypt	verschlüsseln
encryption	Verschlüsselung
encumbrance	Belastung
encyclopedia	Enzyklopädie
end	Ende
end table	Endtabelle
endanger	gefährden
endangered	gefährdet
endangerment	Gefährdung
endearing	liebenswert
endeavor	bemühen
ended	beendet
endemic	endemisch
endgame	Endspiel
ending	Ende
endless	endlos
endocarditis	Endokarditis
endorse	befürworten
endorsement	Billigung
endow	schenken
endowed	ausgestattet
endowment	Ausstattung
endpapers	Vorsätze
endpoint	Endpunkt
endurance	Ausdauer
endure	ertragen
enduring	ausdauernd
enema	Einlauf
enemy	Feind
energetic	energetisch
energize	ansporn
energy	Energie
enforce	erzwingen
enforcement	Durchsetzung
enforcer	Vollstrecker
engage	engagieren
engaged	beschäftigt, verlobt
engagement	Engagement
engaging	engagiert
engender	erzeugen
engine	Motor
engineer	Ingenieur
engineering	Ingenieurwesen
engrave	gravieren
engraved	graviert
engraver	Graveur
engraving	Gravur
engrossed	vertieft
engrossing	fesselnd
engulf	verschlingen
enhance	verbessern
enhancement	Erweiterung
enigma	Rätsel
enigmatic	rätselhaft
enjoin	gebieten
enjoy	genießen
enjoyable	angenehm
enjoying	genießen
enjoyment	Vergnügen
enlarge	vergrößern
enlarged	vergrößert
enlargement	Erweiterung
enlighten	erleuchten
enlightened	erleuchtet
enlightening	aufschlussreich
enlightenment	Aufklärung
enlist	gewinnen
enliven	beleben
enmity	Feindschaft
ennui	Langeweile
enormity	Ungeheuerlichkeit
enormous	enorm
enormously	enorm
enraged	wütend
enrich	bereichern
enroll	einschreiben
enrollment	Einschreibung
ensemble	Ensemble
ensign	Fähnrich
enslave	versklaven
enslaved	versklavt
enslavement	Versklavung
ensue	erfolgen
ensure	dafür sorgen
entail	mit sich bringen
entangled	verstrickt
entanglement	Verstrickung
enter	eingeben
enterprise	Unternehmen
enterprising	unternehmungslustig
entertain	unterhalten
entertained	unterhalten
entertainer	Entertainer
entertaining	unterhaltsam
entertainment	Unterhaltung
enthralled	bezaubert
enthusiasm	Begeisterung
enthusiast	Enthusiast
enthusiastic	begeistert
entice	locken
entire	ganz
entirety	Gesamtheit
entitle	berechtigen
entity	Entität
entomology	Entomologie
entourage	Gefolge
entrails	Eingeweide
entrance	Eingang
entrapment	Einklemmung
entreat	anflehen
entree	Hauptgericht
entrepreneur	Unternehmer
entrust	anvertrauen
entry	Eintrag
enumerate	aufzählen
enumeration	Aufzählung
envelope	Briefumschlag
envious	neidisch
environ	NO TRANSLATION
environment	Umgebung
environmental	Umwelt
environs	Umgebung
envision	vorstellen
envoy	Gesandte
envy	Neid
enzyme	Enzym
ephemeral	flüchtig
ephemeris	Ephemeriden
epic	Epos
epidemic	Epidemie
epidermis	Epidermis
epidural	epidural
epilepsy	Epilepsie
epileptic	epileptisch
epilogue	Epilog
epiphany	Offenbarung
episcopal	bischöflich
episode	Folge
episodic	episodisch
epistle	Brief
epitaph	Epitaph
epithet	Beiname
epitome	Inbegriff
epoch	Epoche
equal	gleich
equality	Gleichberechtigung
equalization	Ausgleich
equalize	entzerren
equalizer	Equalizer
equally	gleichermaßen
equate	gleichsetzen
equation	Gleichung
equator	Äquator
equatorial	äquatorial
equestrian	Reiter
equidistant	äquidistant
equilibration	Äquilibrierung
equilibrium	Gleichgewicht
equip	ausrüsten
equipment	Ausrüstung
equitable	gerecht
equity	Eigenkapital
equivalence	Gleichwertigkeit
equivalent	gleichwertig
equivocal	zweideutig
era	Epoche
eradicate	auszurotten
eradication	Ausrottung
erase	löschen
eraser	Radiergummi
erasure	Löschen
ere	NO TRANSLATION
erect	aufrecht
erectile	erektil
erection	Erektion
ergo	NO TRANSLATION
erode	erodieren
erosion	Erosion
erotic	erotisch
erotica	Erotik
err	err
errand	Auftrag
errant	fehlgeleitet
erratic	sprunghaft
erratum	Erratum
erroneous	fehlerhaft
error	Error
erst	NO TRANSLATION
erudite	gelehrt
erupt	ausbrechen
eruption	Eruption
escalade	Eskalade
escalate	eskalieren
escalating	eskaliert
escalation	Eskalation
escalator	Rolltreppe
escape	Flucht
escaped	entkam
escarpment	Böschung
eschew	vermeiden
escort	begleiten
escrow	Schief
esophagus	Speiseröhre
esoteric	esoterisch
especial	NO TRANSLATION
espionage	Spionage
espouse	zu unterstützen
espresso	Espresso
esprit	Esprit
esquire	Esquire
essay	Aufsatz
essayist	Essayist
essence	Wesen
essential	wesentlich
essentially	im Wesentlichen
establish	Gründen
established	etabliert
establishment	Einrichtung
estate	Immobilien
esteem	Wertschätzung
esteemed	geschätzt
esthetic	ästhetisch
estimable	schätzbar
estimate	schätzen
estimation	Einschätzung
estoppel	estoppel
estranged	entfremdet
estrogen	Östrogen
estuary	Mündung
etch	ätzen
etching	Radierung
eternal	ewig
eternity	Ewigkeit
ethanol	Ethanol
ether	Äther
ethereal	ätherisch
ethic	Ethik
ethical	ethisch
ethics	Ethik
ethnic	ethnisch
ethnography	Ethnographie
etiology	Ätiologie
etiquette	Etikette
etymology	Etymologie
eucalyptus	Eukalyptus
euchre	Euchre
eugenics	Eugenik
eulogistic	Lobgesang
eulogium	Eulogium
eulogize	loben
eulogy	Lobrede
euphemism	Euphemismus
euphoria	Euphorie
euphoric	euphorisch
euro	Euro
euthanasia	Euthanasie
evacuate	evakuieren
evacuation	Evakuierung
evade	ausweichen
evaluate	bewerten
evaluation	Auswertung
evanescence	Vergänglichkeit
evangelical	evangelisch
evangelist	Evangelist
evangelistic	evangelistisch
evaporate	verdampfen
evaporation	Verdunstung
evasion	Ausweichen
evasive	ausweichend
eve	Vorabend
evening	Abend
evens	NO TRANSLATION
event	Veranstaltung
eventful	ereignisreich
eventual	eventuell
eventuality	Fall
evergreen	immergrün
everlasting	ewig
evermore	immer
everyday	jeden Tag
everyman	jeder Mann
evict	vertreiben
eviction	Vertreibung
evidence	Beweise
evident	offensichtlich
evidentiary	Beweismittel
evil	böse
evoke	hervorrufen
evolution	Evolution
evolutionary	evolutionär
evolve	entwickeln
ewe	Mutterschaf
ex	Ex
exacerbate	verschärfen
exacerbation	Exazerbation
exact	genau
exacting	anspruchsvoll
exaggerate	übertreiben
exaggerated	übertrieben
exaggeration	Übertreibung
exalt	erhöhen
exaltation	Erhöhung
exalted	erhaben
exam	Prüfung
examination	Untersuchung
examine	untersuchen
examiner	Prüfer
example	Beispiel
exasperated	verärgert
exasperation	Verzweiflung
excavate	ausgraben
excavation	Ausgrabung
excavator	Bagger
exceed	überschreiten
exceeding	Überschreitung
excel	übertreffen
excellence	Exzellenz
excellent	Ausgezeichnet
excelsior	Holzwolle
excepting	ausgenommen von
exception	Ausnahme
exceptional	außergewöhnlich
excerpt	Auszug
excess	Überschuss
excessive	übermäßig
excessively	übermäßig
exchange	Austausch-
excise	Verbrauchsteuer
excision	Exzision
excitability	Erregbarkeit
excitable	erregbar
excitation	Erregung
excite	anregen
excited	aufgeregt
