Word	ha
detonator	detonator
detour	detour
detract	detract
detriment	detriment
detrimental	detrimental
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	devalued
devastate	lalata
devastated	lalata
devastating	yanci
devastation	lalata
develop	ci gaba
developer	Developer
developing	tasowa
development	ci gaba
deviant	ɓata
deviate	karkata
deviating	karkata
deviation	bambanta
device	na'urar
devil	shaidan
deviled	deviled
devilish	shaidan
devious	yaudara
devise	ƙulla
devoid	ba tare da
devolution	devolution
devolve	ƙaddara
devote	ba da ku
devoted	sadaukarwa
devotee	bawa
devotion	sadaukarwa
devotional	sadaukarwa
devour	cinye
devout	m
dew	dew
dexter	dexter
dexterity	dexterity
dextrose	dextrose
diabetes	ciwon sukari
diabetic	ciwon sukari
diabolical	diabolical
diagnose	gano asali
diagnosis	ganewar asali
diagnostic	bincike
diagnostics	diagnostics
diagonal	diagonal
diagram	zane
dial	bugun kira
dialect	yare
dialectic	harshen
dialogue	tattaunawa
dialysis	dialysis
diameter	diamita
diamond	lu'u-lu'u
diamonds	Diamonds
diaper	diaper
diaphragm	diaphragm
diarrhea	zawo
diarrhoea	zawo
diary	diary
diatribe	diatribe
dib	NO TRANSLATION
dibs	shafuka
dice	dice
dicey	dicey
dichotomous	dichotomous
dichotomy	dichotomy
dick	dick
dickhead	dickhead
dicks	dicks
dictate	yanke shawara
dictation	dictation
dictator	dictator
dictatorial	dictatorial
dictatorship	mulkin kama karya
diction	diction
dictionary	ƙamus
dictum	NO TRANSLATION
didactic	didactic
diddle	kaddara
die	NO TRANSLATION
died	ya mutu
diesel	diesel
diet	abinci
dietary	abincin abincin
differ	bambanta
difference	bambanci
differences	bambanta
different	daban
differential	bambanci
differentiation	bambanta
differently	daban
differing	bambanta
difficult	wuya
difficulties	matsaloli
difficulty	wahala
diffuse	watsawa
diffusion	watsawa
dig	NO TRANSLATION
digest	digest
digestion	narkewa
digestive	narkewa
digit	lambar
digital	dijital
dignified	girmamawa
dignify	girmamawa
dignity	mutunci
digress	digress
digs	NO TRANSLATION
dike	karfi
dilapidated	dilapidated
dilatation	dilatation
dilation	dilation
dildo	dildo
dilemma	matsala
diligence	mahimmanci
diligent	m
dill	Dill
diluent	diluent
dilute	tsarma
diluted	diluted
dilution	dilution
dim	dim
dime	dime
dimension	girman
dimensional	girma
diminish	rage
diminished	rage
diminution	ragewa
diminutive	jere
dimwit	dimdo
din	NO TRANSLATION
dine	cin abinci
diner	din din
dinghy	dinghy
dingo	dingo
dingy	dingy
dining	cin abinci
dinky	dinky
dinner	abincin dare
dinnertime	abincin dare
dinosaur	dinosaur
dint	dint
diocesan	diocesan
diocese	diocese
diorama	diorama
dioxide	dioxide
dip	tsoma
diploma	diploma
diplomacy	diplomacy
diplomat	jami'in diflomasiyya
diplomatic	diplomasiyya
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	kai tsaye
directed	shiryarwa
direction	shugabanci
directive	umarnin
directly	kai tsaye
director	darektan
directory	shugabanci
dirt	datti
dirty	datti
disability	rashin lafiya
disable	musaki
disabled	an kashe su
disadvantage	rashin hasara
disaffected	disaffected
disagree	ba daidai ba
disagreeable	ba daidai ba
disagreeing	rashin daidaituwa
disagreement	rashin daidaituwa
disallow	disallow
disallowed	an haramta
disapointment	NO TRANSLATION
disappear	bace
disappearance	bacewa
disappearing	bace
disappoint	rashin takaici
disappointed	masanan basu ji dadin
disappointing	m
disappointment	jin kunya
disapproval	rashin yarda
disapprove	ƙi amincewa
disapproved	ƙi amincewa
disapproving	rashin yarda
disarm	disarm
disarray	kwance
disaster	bala'i
disastrous	m
disband	watsa
disbelief	kafirci
disbelieve	kafirci
disburse	bazawa
disbursement	biyawa
disc	Disc
discard	zubar
discarded	jituwa
discards	disards
discern	gane
discernible	wanda aka sani
discerning	fahimta
discernment	hankali
discharge	fitarwa
disciple	almajiri
disciplinary	horo
discipline	horo
disciplined	da horo
disclaim	disclaim
disclaimer	disclaimer
disclose	bayyana
disclosed	bayyana
disclosure	watsawa
disco	disco
discoloration	discoloration
discolored	ganowa
discomfort	rashin jin daɗi
disconcerted	bace
disconcerting	disconcerting
disconnect	cire haɗin
disconnected	katsewa
disconnection	cire haɗin
disconnects	cire haɗin
discontent	rashin haƙuri
discontinuance	katsewa
discontinue	dakatar
discontinuity	katsewa
discontinuous	barci
discord	rikici
discount	rangwame
discounted	discounted
discourage	rashin takaici
discouraged	hana
discouragement	damuwa
discouraging	tawuwa
discourse	jawabai
discover	gano
discovery	gano
discredit	rashin amincewa
discredited	rashin amincewa
discreet	NO TRANSLATION
discrepancy	rashin jituwa
discrete	m
discretion	hankali
discretionary	hankali
discriminate	nuna bambanci
discriminating	nuna bambanci
discrimination	nuna bambanci
discus	discus
discuss	tattaunawa
discussion	tattaunawa
disdain	disdain
disdainful	abin raini
disease	cuta
diseased	marasa lafiya
disembodied	ba a yi ba
disengage	disengage
disengagement	disengagement
disfigured	disfigured
disgrace	wulakanci
disgraced	abin kunya
disgraceful	abin kunya
disgruntled	raunana
disguise	canzawa
disguised	disguised
disgust	ƙyama
disgusted	wulakanci
disgusting	abin banƙyama
dish	tasa
disheartened	raunana
disheartening	damuwa
dishonest	rashin gaskiya
dishonesty	rashin gaskiya
dishonor	wulakanci
dishonorable	dishonorable
dishwasher	tasa
disillusionment	rikice-rikice
disinclination	rudani
disincline	baƙanci
disinclined	rashin tausayi
disinfect	disinfect
disinfectant	disinfectant
disinfection	disinfection
disinformation	disinformation
disingenuous	m
disintegrate	disintegrate
disintegration	disintegration
disinterested	ba a dage
disjoint	disjoint
disjointed	disjointed
disjunctive	disjunctive
disk	disk
diskette	diskette
dislike	ƙiyayya
disliked	ƙi
disliking	ƙiyayya
dislocated	bace
dislocation	dislocation
dislodge	dislodge
disloyal	disloyal
disloyalty	rashin adalci
dismal	m
dismantle	rushe
dismay	damuwa
dismayed	baƙin ciki
dismemberment	dismemberment
dismiss	watsi
dismissal	aikawa
dismissive	dismissive
dismount	Ƙasa
disobedience	rashin biyayya
disobedient	marasa biyayya
disobey	rashin biyayya
disorder	cuta
disordered	rikicewa
disorderly	rashin lafiya
disorganized	an tsara su
disorientation	disorientation
disoriented	disoriented
disown	ƙi
disparage	disparage
disparaging	disparaging
disparate	disparate
disparity	bace
dispassionate	rashin tausayi
dispatch	aikawa
dispatcher	aikawa
dispel	kwashe
dispensary	dispensary
dispensation	lokaci
dispense	aikawa
dispenser	rarraba
dispersal	watsawa
disperse	watsa
dispersed	tarwatsa
dispersion	watsawa
dispirited	wanda aka sallama
displace	cire
displaced	yan gudun hijirar
displacement	motsi
displacency	rashin daidaito
display	nuni
displease	baƙin ciki
displeased	ba daidai ba
displeasure	fushi
disposable	iya yarwa
disposal	dashi
dispose	sakawa
disposed	shirya
disposition	halaye
dispossessed	an fitar
disprove	kwance
dispute	jayayya
disqualification	disqualification
disqualified	an katse
disqualify	rashin cancanta
disquieted	rikice
disregard	watsi
disregarded	ba a kula ba
disrelish	bawa
disreputable	disreputable
disrepute	disrepute
disrespect	rashin girmamawa
disrespectful	rashin girmamawa
disrupt	rushe
disrupting	rushewa
disruption	rushewa
disruptive	rushewa
dissatisfaction	rashin jin daɗi
dissatisfied	rashin amincewa
dissect	dissect
dissection	dissection
disseminate	watsa
dissemination	watsawa
dissension	rikici
dissent	ƙiyayya
dissenting	rikici
dissertation	dissertation
disservice	rikici
dissident	dissident
dissimilar	wanda ba kamarsa ba
dissipate	dissipate
dissipated	rabu
dissociation	dissociation
dissociative	dissociative
dissolution	rushe
dissolve	narke
dissonance	dissonance
dissuade	dissuade
distal	distal
distance	nesa
distant	nisa
distaste	gurbata
distasteful	m
distillate	distillate
distillation	distillation
distilled	distilled
distinct	bambanta
distinction	bambanci
distinctive	rarrabe
distinguish	bambanta
distinguishable	bambanta
distinguished	bambanta
distinguishing	rarrabewa
distort	karkatarwa
distorted	gurbata
distortion	murdiya
distract	damuwa
distracted	jawo hankali
distracting	gurzawa
distraction	damuwa
distraught	damuwa
distress	wahala
distressed	baƙin ciki
distressing	wahala
distribute	rarraba
distribution	rarraba
distributor	rarraba
district	gundumar
distrust	rashin amana
disturb	rikita
disturbance	tashin hankali
disturbed	damuwa
disturbing	damuwa
disuse	disuse
disused	kwashe
ditch	tsanya
ditto	rahoto
ditty	ditty
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	nutse
diver	janye
diverge	diverge
divergence	bambanta
divergent	bambanta
diverging	diverging
divers	iri-iri
diverse	bambancin
diversified	daban
diversify	musanya
diversion	diversion
diversionary	diversionary
diversity	bambancin
divert	karkatarwa
diverting	diverting
divest	divest
divested	divested
divestment	divestment
divide	raba
divided	rabu
dividend	rarraba
divination	duba
divine	allahntaka
divinity	allahntaka
divisible	rarraba
division	rarraba
divisor	raba
divorce	saki
divorcee	saki
divulge	bayyana
divvy	rarraba
dizziness	dizziness
dizzy	dizzy
do	yi
doable	doable
doc	doc
docile	docile
dock	Dock
docked	docked
docket	fakiti
docking	kullawa
doctor	likita
doctorate	doctorate
doctrinal	koyarwa
doctrine	koyarwar
document	daftarin aiki
documentary	shirye-shirye
documentation	takardun
documents	takardu
dodge	dodge
dodger	dodger
dodging	dodgewa
dodgy	dodgy
dodo	dodo
doe	yi
doer	doer
dog	kare
dogface	dogface
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	m
dogsick	NO TRANSLATION
doings	ayyuka
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	yar tsana
dollar	dollar
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	dabbar dolfin
domain	yankin
dome	dome
domestic	gida
domesticated	domesticated
domestication	domestication
domicile	gida
domiciled	domiciled
dominance	dominance
dominant	rinjaye
dominate	mamaye
dominating	rinjaye
domination	rinjaye
dominatrix	dominatrix
dominion	mulki
domino	domino
don	don
donate	ba da kyauta
donation	kyauta
donkey	jaki
donor	mai bayarwa
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	wandamesswithme
dontpanic	wandapanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	halaka
doomed	hallaka
doomsday	doomsday
door	ƙofar
doorbell	doorbell
doorknob	doorknob
doorman	doorman
doormat	doormat
doornail	kullun
doorstep	ƙofar
doorway	doorway
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	dormant
dormitory	ɗakin kwana
dorsal	dorsal
dosage	sashi
dose	kashi
dossier	fayil
dot	dot
doting	doting
dotted	ƙaddara
dotty	dotty
double	biyu
doubled	ninki biyu
doublet	sau biyu
doubling	sau biyu
doubt	shakka
doubtful	shakka
doubting	shakka
doubtless	Babu shakka
doubts	shakka
douche	douche
douchebags	douchebags
dough	kullu
doughboy	babyboy
doughnut	donut
dour	dour
douse	douse
dove	kurciya
down	ƙasa
downcast	downcast
downer	downer
downfall	lalacewa
downfield	downfield
downhearted	ƙasƙantattu
downhill	saukarwa
download	saukewa
downpour	ruwan sama
downright	downright
downriver	downriver
downside	downside
downtime	downtime
downward	ƙasa
downy	downy
dowry	sadaka
doze	doze
dozen	dozin
drab	drab
draft	takarda
drafty	m
drag	Jawo
dragon	dragon
dragonfly	dragonfly
drain	magudana
drainage	malalewa
drained	drained
draining	draining
drainpipe	drainpipe
drake	drake
drama	wasan kwaikwayo
dramaqueen	NO TRANSLATION
dramatic	ban mamaki
drape	drape
drapery	tasiri
drastic	m
drat	NO TRANSLATION
draught	takarda
draw	zana
drawback	sake dawowa
drawbridge	tashoshi
drawer	dakin dako
drawers	drawers
drawing	zane
dread	tsoro
dreaded	tsoro
dreadful	tsoro
dreadfully	tsoro
dreading	tsoro
dream	mafarki
dreamboat	mafarki
dreamer	mafarki
dreaming	mafarki
dreamland	mafarki
dreams	mafarkai
dreamt	mafarki
dreamy	mafarki
dreary	dreary
dredge	dredge
drenched	drenched
dress	tufafi
dresser	mahakar
dressmaker	dressmaker
dressy	tufafi
dribble	NO TRANSLATION
dried	dried
drier	drier
drift	drift
drifted	drifted
drifter	drifter
driftwood	driftwood
drill	drill
drink	sha
drinker	abin sha
drinking	sha
drinks	sha
drip	drip
dripping	dripping
drive	drive
drivel	drivel
driver	direba
driveway	driveway
drizzle	drizzle
droll	droll
drone	drone
drones	drones
drool	drool
drooping	drooping
droopy	droopy
drop	drop
droplet	droplet
dropout	daina
dropper	dropper
drought	fari
drove	NO TRANSLATION
drown	nutsar
drowsiness	damuwa
drowsy	drowsy
drudgery	dabarar
drug	magani
drug dealing	miyagun ƙwayoyi
drugged	magani
druggist	magunguna
drugs	magunguna
drugstore	kantin sayar da kantin
druid	druid
drum	drum
drummer	drummer
drumming	drumming
drunk	bugu
drunk driving	bugu da aka bugu
drunkard	mashayi
drunken	giya
drunkenness	giya
dry	bushe
dryer	na'urar bushewa
dryness	bushewa
dual	dual
dualism	dualism
duality	duality
dub	dub
dubious	dubious
duchess	duchess
duck	duck
ducking	lalata
duckling	duckling
ducky	ducky
duct	duct
ductile	ductile
dud	dud
dude	dude
duds	duds
due	saboda
duel	duel
dues	dues
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	duke
dull	maras kyau
dullard	dullard
dumb	bakar
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	dump
dumpling	dumpling
dumps	dumps
dumpster	dumpster
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	gidan kurkuku
dunk	dunk
duo	duo
dupe	dupe
duplex	duplex
duplicate	kwafi
duplication	kwafi
duplicity	daidaituwa
durability	durability
durable	m
duration	tsawon lokaci
duress	duress
dusk	ruwan dare
dusky	dusky
dust	ƙura
duster	duster
dustpan	gurɓataccen abu
dusty	m
dutiful	mai tausayi
duty	wajibi
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	zauna
dweller	mazaunin
dwelling	zama
dye	dye
dying	mutuwa
dyke	dyke
dynamic	Dynamic
dynamical	Dynamic
dynamics	Dynamics
dynamite	dynamite
dynamo	dynamo
dynasty	daular
dysentery	dysentery
dysfunction	dysfunction
dysfunctional	dysfunctional
dyspepsia	dyspepsia
eager	marmarin
eagerness	sha'awa
eagle	mikiya
ear	kunne
earful	earful
earl	kullun
earlier	a baya
early	farkon
earn	sami
earnest	gaske
earnestly	da gaske
earnestness	gaske
earnings	albashi
earpiece	abin kunne
earring	abin kunne
earrings	'yan kunne
earshot	earshot
earth	ƙasa
earthenware	earthenware
earthling	ƙasa
earthly	duniya
earthquake	girgizar kasa
earthy	earthy
ease	sauƙi
easel	easel
easement	sauƙi
easily	sauƙi
east	gabas
eastbound	eastbound
eastern	gabashin
easy	sauƙi
easygoing	sauƙi
eat	ku ci
eater	mai cin abinci
eating	cin abinci
eatingdisorders	NO TRANSLATION
eavesdrop	eavesdrop
eavesdropping	eavesdropping
ebb	ebb
ebony	ebony
ebullient	mota
eccentric	eccentric
eccentricity	rashin daidaituwa
ecclesiastical	ecclesiastical
echelon	echelon
echinacea	echinacea
echo	Kira
eclectic	eclectic
eclipse	eclipse
ecliptic	ecliptic
ecological	muhalli
economic	tattalin arziki
economical	tattalin arziki
economics	tattalin arziki
economy	tattalin arziki
ecosystem	yan adam
ecstasy	ecstasy
ecstatic	m
ecumenical	ecumenical
eddy	eddy
edema	edema
edge	baki
edging	edging
edgy	edgy
edible	edible
edict	umarnin
edification	ingantawa
edifice	gini
edit	gyara
editing	gyarawa
edition	edition
editor	edita
editorial	edita
educate	koya
educated	ilimi
education	ilimi
educational	ilimi
educator	malami
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	yanki
effect	sakamako
effective	tasiri
effectiveness	tasiri
effects	sakamako
effectual	tasiri
effectually	sosai
effectuate	tasiri
effeminate	daukaka
efficacious	mahimmanci
efficacy	inganci
efficiency	dacewa
efficient	m
effigy	farar fata
effort	kokarin
effortless	rashin aiki
effusion	girgiza
effyou	NO TRANSLATION
egg	kwai
egghead	egghead
eggnog	eggnog
eggplant	eggplant
eggshell	eggshell
ego	kudi
egomaniac	misali
egotistical	egotistical
egregious	ba bisa doka ba
egress	farka
eight	takwas
eighteen	goma sha takwas
eighth	na takwas
eighty	arba'in
ejaculate	ejaculate
ejaculation	ejaculation
eject	fita
ejection	ejection
elaborate	bayani dalla-dalla
elaboration	bayani
elan	NO TRANSLATION
elapse	elapse
elapsed	elapsed
elastic	na roba
elasticity	elasticity
elated	farin ciki
elation	elation
elbow	gwiwar hannu
eld	eld
elder	elder
elderly	tsofaffi
elders	dattawa
eldest	babba
elect	zaɓaɓɓu
election	zaben
elective	zaɓaɓɓe
elector	mai zabe
electoral	zaben
electorate	yan takara
electric	lantarki
electric slide	gilashin lantarki
electrical	lantarki
electrician	lantarki
electricity	wutar lantarki
electrify	electrify
electrocute	electrocute
electrocution	raguwa
electromagnetic	electromagnetic
electron	lantarki
electronic	lantarki
electronics	lantarki
elegance	ladabi
elegant	m
element	kashi
elemental	elemental
elementary	farko
elements	abubuwa
elephant	giwa
elevate	daukaka
elevated	daukaka
elevation	matsayi
elevator	kaya
eleven	goma sha ɗaya
eleventh	na sha ɗaya
elf	elf
elicit	ya fito
eligible	m
eliminate	kawar
elimination	kawarwa
elite	sarauta
elitist	elitist
elixir	elixir
elk	elk
ell	ell
ellipse	ellipse
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptic
elliptical	elliptical
elm	elm
elongate	elongate
elongation	elongation
elope	musa
eloquence	magana
eloquent	m
elucidate	samacidate
elucidation	upcidation
elude	elude
elusive	elusive
emaciated	yanci
email	imel
emanate	emanate
emancipation	emancipation
embankment	kullawa
embargo	NO TRANSLATION
embark	farawa
embarrass	kunya
embarrassed	kunya
embarrassing	abin kunya
embarrassment	kunya
embassy	ofishin jakadancin
embattled	saka shi
embed	embed
embellish	embellish
embellishment	ƙawata
embers	farawa
embezzlement	almubazzaranci
embezzler	embezzler
emblem	alama
emblematic	emblematic
embodiment	aiwatarwa
