Word	ka
chauffeur	მძღოლი
chauvinist	შოვინისტური
cheap	იაფი
cheapened	იაფია
cheapskate	cheapskate
cheat	მოტყუებას
cheater	cheater
check	ჩეკი
checkbook	checkbook
checker	შემოწმება
checkered	შემოწმდა
checkers	ქვები
checklist	ჩამონათვალი
checkmate	checkmate
checkout	გადახდა
checkpoint	საგუშაგოს
checkup	შემოწმება
cheek	cheek
cheeks	cheeks
cheeky	თავხედი
cheep	cheep
cheer	გულშემატკივართა
cheered	გაახსენდა
cheerful	მხიარულ
cheerfulness	მხიარულება
cheering	cheering
cheerleader	cheerleader
cheerleading	შერიდე
cheerless	უგუნური
cheers	გაუმარჯოს
cheery	ყველი
cheese	ყველი
cheeseburger	ჩიზბურგერი
cheesecake	ყველი
cheesy	ყველიანი
cheetah	cheetah
chef	მზარეული
chemical	ქიმიური
chemise	NO TRANSLATION
chemist	ქიმიკოსი
chemistry	ქიმია
chemo	ჩემო
chemotherapy	ქიმიოთერაპია
cheque	ჩეკი
cherish	ვაფასებთ
cherishing	სურვილისამებრ
cherry	ალუბალი
cherub	ქერუბი
chess	ჭადრაკი
chest	მკერდზე
chestnut	წაბლი
chevron	შევრონი
chew	საღეჭი
chewy	chewy
chic	chic
chicane	chicane
chick	chick
chicken	ქათამი
chicken pox	ჩუტყვავილა
chickenpox	ჩუტყვავილა
chief	მთავარი
chiefly	ძირითადად
chieftain	თავდამსხმელი
chiffon	chiffon
child	ბავშვი
childbirth	მშობიარობა
childhood	ბავშვობა
childish	ბავშვური
childless	უშვილო
childlike	ბავშვი
childloss	NO TRANSLATION
children	ბავშვები
chili	chili
chill	შილინგი
chilled	გაცივებული
chilling	კანკალი
chilly	გრილი
chime	chime
chimera	chimera
chimes	ზარები
chimney	ბუხარი
chimp	chimp
chimpanzee	შიმპანზე
chin	chin
china	ჩინეთი
chinchilla	chinchilla
chine	NO TRANSLATION
chinook	chinook
chip	ჩიპი
chipmunk	chipmunk
chipper	chipper
chipping	ჩიპი
chiropractor	chiropractor
chirp	chirp
chirping	chirping
chisel	chisel
chiseler	chiseler
chit	ჩით
chitchat	chitchat
chivalry	chivalry
chloride	ქლორიდი
chlorine	ქლორი
chloroform	ქლოროფორმა
chocolate	შოკოლადი
choice	არჩევანი
choir	გუნდი
choke	choke
cholera	ქოლერა
cholesterol	ქოლესტერინი
choose	აირჩიე
choosing	არჩევა
choosy	არჩევანი
chop	chop
chopper	chopper
choppers	choppers
chopping	chopping
chops	chops
choral	საგუნდო
chord	აკორდი
chords	აკორდები
chore	chore
choreographer	ქორეოგრაფი
choreography	ქორეოგრაფია
chorus	გუნდი
chosen	არჩეული
chow	chow
chowder	chowder
christ	ქრისტე
christen	NO TRANSLATION
christening	ნათლობა
christian	ქრისტიან
christmas	საშობაო
christmasbreak	NO TRANSLATION
christmaseve	NO TRANSLATION
christmasspirit	NO TRANSLATION
christmassy	christmassy
christmastime	christmastime
chromatic	chromatic
chromatography	ქრომატოგრაფია
chrome	ქრომი
chromium	ქრომი
chromosome	ქრომოსომა
chronic	ქრონიკული
chronicle	ქრონიკა
chronograph	ქრონოგრაფი
chronological	ქრონოლოგიური
chubby	chubby
chuck	chuck
chuckle	chuckle
chug	chug
chum	ჩუმი
chummy	chummy
chump	chump
chunk	ბლოკი
chunky	chunky
church	ეკლესია
churchyard	ეკლესია
churn	churn
chute	chute
chutney	chutney
ciao	ciao
cider	სიდრი
cigar	სიგარა
cigarette	სიგარეტი
cilantro	cilantro
cinch	cinch
cinder	cinder
cinema	კინო
cinematic	კინემატოგრაფია
cinematographer	კინემატოგრაფისტი
cinematography	კინემატოგრაფია
cinnamon	დარიჩინი
cipher	cipher
circle	წრე
circling	circling
circuit	ჩართვა
circuitry	სქემით
circular	წრიული
circulate	ტირაჟირება
circulation	მიმოქცევაში
circulatory	მიმოქცევაში
circumcision	წინადაცვეთა
circumference	წრფივი
circumferential	წრეწირზე
circumscribed	მიმოწერა
circumstance	გარემოება
circumstances	გარემოებები
circumstantial	გარემოება
circumvent	circumvent
circumvention	circumvention
circus	ცირკი
cirque	cirque
cirrhosis	ციროზი
cirrus	cirrus
cistern	ცისტერნა
citadel	ციტადელი
citation	ციტირება
cite	მოინიშნოს
citizen	მოქალაქე
citizenship	მოქალაქეობა
citrine	ციტრუსი
citrus	ციტრუსი
city	ქალაქი
citywide	ქალაქის მასშტაბით
civic	სამოქალაქო
civics	სამოქალაქო
civil	სამოქალაქო
civilian	სამოქალაქო
civilians	სამოქალაქო პირები
civility	მოქალაქეობა
civilization	ცივილიზაცია
civilized	ცივილიზებული
clad	მიტკეცილი
claim	მოთხოვნა
claimant	მოსარჩელე
clairvoyant	მეუღლე
clam	clam
clambake	clambake
clammy	კამათი
clamor	კამათის
clamp	clamp
clan	კლანი
clandestine	საიდუმლო
clang	clang
clap	clap
clapper	clapper
clapping	clapping
clarification	განმარტება
clarify	განმარტავს
clarinet	კლარნეტი
clarion	შენიშვნა
clarity	სიწმინდე
clash	შეტაკება
clashing	შეჯახება
clasp	clasp
class	კლასი
classic	კლასიკური
classic rock	კლასიკური როკი
classical	კლასიკური
classics	კლასიკა
classification	კლასიფიკაცია
classified	კლასიფიცირებული
classify	დაალაგეთ
classmate	კლასელი
classroom	საკლასო ოთახში
classy	classy
clatter	clatter
clause	პუნქტი
clauses	დებულებები
claustrophobia	კლაუსტროფობია
claustrophobic	კლაუსტროფობია
clavicle	ქსოვილი
claw	claw
claws	ბრჭყალები
clay	თიხა
clean	სუფთა
cleaner	სუფთა
cleaning	გაწმენდა
cleanliness	სისუფთავე
cleanly	სუფთა
cleanse	გაწმენდის
cleanser	გამწმენდი
cleansing	წმენდა
cleanup	გაწმენდა
clear	ნათელია
clearance	კლირენსი
clearing	გაწმენდის
clearness	სისუფთავე
cleat	cleat
cleavage	cleavage
cleave	გაიქეცი
cleaver	NO TRANSLATION
clef	clef
cleft	cleft
clemency	გაუფრთხილებლობით
clench	clench
clergy	სამღვდელოება
clergyman	სასულიერო პირი
cleric	სასულიერო პირი
clerical	სასულიერო
clerk	კლერკი
clerkship	clerkship
clever	ჭკვიანი
cleverness	ჭკვიანი
click	დააწკაპუნეთ
clicker	clicker
client	კლიენტი
clientele	კლიენტებს
cliff	კლდეში
climate	კლიმატი
