Word	tl
exuberance	sobrang saya
exude	lumabas
eye	mata
eyeball	eyeball
eyebrow	kilay
eyeful	eyeful
eyeglass	salamin sa mata
eyeglasses	salamin sa mata
eyelash	pilikmata
eyelet	eyelet
eyeliner	eyeliner
eyepiece	eyepiece
eyes	mata
eyesight	paningin
eyewitness	saksi
fab	fab
fable	fable
fabled	fabled
fabric	tela
fabricate	gumawa
fabricated	gawa-gawa
fabrication	katha
fabulous	hindi kapani-paniwala
facade	harapan
face	mukha
faceless	walang mukha
facet	facet
facial	facial
facile	NO TRANSLATION
facilitate	pangasiwaan
facility	pasilidad
facing	nakaharap
facsimile	facsimile
fact	katotohanan
faction	pangkatin
factor	kadahilanan
factory	pabrika
facts	katotohanan
factual	katotohanan
faculties	faculties
faculty	guro
fad	libangan
fade	lumabo
faded	kupas
faeces	alak
fag	fag
faggot	bading
fail	mabibigo
failing	nanghihina
failure	kabiguan
fain	NO TRANSLATION
faint	mahina
fainting	mahina
fair	makatarungan
fairly	nang walang kinikilingan
fairness	pagkamakatarungan
fairway	fairway
fairy	engkanto
faith	pananampalataya
faithful	tapat
faithfulness	katapatan
faithless	walang pananampalataya
fake	pekeng
faker	manloloko
falafel	falafel
falcon	salamin
fall	mahulog
fallacious	nakakalason
fallacy	kamalian
fallback	umurong
fallible	maaaring mabawasan
falling	bumabagsak
fallopian	fallopian
fallout	fallout
fallow	wala
false	Mali
falsehood	kasinungalingan
falsely	kasinungalingan
falsification	pagkakamali
falsified	huwad
falsify	huwad
falsity	kasinungalingan
falter	pagkawasak
fame	katanyagan
famed	sikat
familiar	pamilyar
familiarity	pamilyar
familiarize	kilalanin
family	pamilya
familytime	oras ng pamilya
famine	gutom
famished	gutom
famous	sikat
famously	paliwanag
fan	fan
fanatic	panatiko
fanatical	panatikong
fanaticism	panatismo
fanciful	imahinatibo
fancy	magarbong
fandango	fandango
fanfare	panoorin
fang	NO TRANSLATION
fangs	fangs
fanning	fanning
fantasia	pantasiya
fantasize	fantasize
fantastic	napakaganda
fantasy	pantasiya
faraway	malayo
farce	sayaw
farcical	malay
fare	pamasahe
farewell	paalam
farm	sakahan
farmer	magsasaka
farmhouse	farmhouse
farming	pagsasaka
farmland	bukiran
faro	faro
fart	umut-ot
farther	mas malayo pa
fascia	fascia
fascinate	magaganda
fascinated	nabighani
fascinating	kamangha-manghang
fascination	pagkahumaling
fascism	pasismo
fascist	pasista
fashion	fashion
fashionable	fashionable
fastball	fastball
fasten	ikabit
fastener	fastener
fastening	pangkabit
fasting	pag-aayuno
fat	taba
fatal	nakamamatay
fatalism	fatalism
fatality	kamatayan
fate	kapalaran
fated	fated
fateful	nakamamatay
fathead	fathead
father	ama
fatherhood	pagiging ama
fatherland	amang bayan
fatherly	amang
fathom	fathom
fatigue	pagkapagod
fatigued	pagod
fatso	fatso
fatten	tumaba
fatty	mataba
faucet	gripo
fault	kasalanan
faultless	walang kasalanan
faulty	may sira
faun	faun
fauna	palahayupan
faux	kamalian
favor	pabor
favorable	kanais-nais
favorite	paborito
favoriteholiday	NO TRANSLATION
favoritism	paboritismo
fawn	kalokohan
fax	fax
faze	NO TRANSLATION
fear	takot
feared	kinatakutan
fearful	natatakot
fearfully	takot
fearing	takot
fearless	walang takot
fears	takot
fearsome	nakakatakot
feasibility	pagiging posible
feasible	magagawa
feast	kapistahan
feat	gawa
feather	balahibo
feathered	feathered
feature	tampok
features	mga tampok
febrile	febrile
fecal	fecal
feces	feces
fecundity	fecundity
fed	fed
federal	pederal
federation	federation
fedup	NO TRANSLATION
fee	bayad
feeble	mahina
feed	magpakain
feedback	feedback
feeder	tagapagpakain
feel	pakiramdam
feelgood	masarap sa pakiramdam
feeling	pakiramdam
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	paa
feign	magkagulo
feigned	magkakamali
feisty	feisty
felicity	kaligayahan
feline	pusa
fell	nahulog
feller	feller
fellow	kapwa
fellowship	pakikisama
felon	felon
felony	felony
felt	nadama
female	babae
feminine	pambabae
femininity	pagkababae
feminism	pambabae
feminist	feminist
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	bakod
fenced	nabakuran
fencing	eskrima
fend	fend
fender	depensa
fennel	haras
ferment	umuulan
fermentation	pagbuburo
fern	pako
ferocious	galit na galit
ferocity	kabangisan
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	mayaman
fertility	pagkamayabong
fertilize	lagyan ng pataba
fertilizer	pataba
fervent	taimtim
fervor	lakas ng loob
fess	fess
fest	fest
festival	pagdiriwang
festive	maligaya
fetal	pangsanggol
fetch	kunin
fete	NO TRANSLATION
fetish	fetish
fetus	sanggol
feud	matinding away
feudal	pyudal
feudalism	pyudalismo
fever	lagnat
feverish	nilalagnat
fiancee	NO TRANSLATION
fiasco	kabiguan
fiat	fiat
fib	fib
fiber	hibla
fiberglass	payberglas
fibrosis	fibrosis
fibrous	mahibla
fickle	pabagu-bago
fiction	fiction
fictional	kathang-isip
fictitious	fictitious
fiddle	magbiyolin
fiddler	fiddler
fidelity	katapatan
fidgety	malungkot
fiduciary	katiwala
field	patlang
field hockey	field hockey
fielder	fielder
fiend	fiend
fiendish	napakalupit
fierce	mabangis
fiery	nagniningas
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	labinlimang
fifty	limampu
fig	fig
fight	labanan
fighter	manlalaban
fighting	lumalaban
fights	mga laban
figment	figment
figurative	makasagisag
figure	figure
figurine	pigurin
filament	filament
filamentous	filamentous
file	file
filet	filet
filibuster	filibuster
filigree	filigree
filing	paghaharap
filings	filing
fill	punan
filler	tagapuno
fillet	fillet
filling	pagpuno
filly	mabula
film	pelikula
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	filter
filth	dumi
filthy	marumi
filtration	pagsasala
fin	NO TRANSLATION
final	huling
finale	katapusan
finalist	finalist
finality	panghuli
finalize	tapusin
finalized	tinatapos
finally	sa wakas
finance	pananalapi
financial	pinansiyal
financier	financier
finch	finch
find	hanapin
finder	tagahanap
finding	paghahanap
fine	fine
finery	pananamit
finesse	pagkapino
finger	daliri
fingernail	kuko sa kuko
fingerprint	fingerprint
fingerscrossed	NO TRANSLATION
finish	tapusin
finished	tapos na
finite	wakas
fink	kumot
fir	piraso
fire	apoy
firearm	armas
firearms	mga baril
fireball	pabilog na apoy
firecracker	paputok
firefight	firefight
firefighter	firefighter
firefly	firefly
firehouse	firehouse
firelight	firelight
fireman	bombero
fireplace	tsiminea
firepower	firepower
fireproof	hindi masusunog
fireside	fireside
firestorm	firestorm
firewall	firewall
firewood	kahoy na panggatong
firework	firework
fireworks	mga paputok
firing	pagpapaputok
firm	matatag
firmament	kalangitan
firmly	matatag
firmness	katatagan
first	una
firstborn	panganay
firstworldprobs	NO TRANSLATION
fiscal	piskal
fish	isda
fisherman	mangingisda
fishery	palaisdaan
fishing	pangingisda
fishing boat	pangingisda bangka
fishy	hindi kapani-paniwala
fissile	fissile
fission	fission
fissure	fissure
fist	kamao
fistfight	suntukan
fistful	fistful
fistula	fistula
fit	magkasya
fitness	fitness
fits	Tama ang sukat
fitted	nilagyan
fitting	angkop
fittings	mga kasangkapan
five	lima
fiver	fiver
fix	ayusin
fixable	maayos
fixation	pag-aayos
fixed	nakapirming
fixer	tagaayos
fixture	kabit
fixtures	fixtures
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	flabbergasted
flabby	malungkot
flaccid	malambot
flag	bandila
flagging	pag-flag
flagpole	flagpole
flagrant	maliwanag
flagship	punong barko
flagstaff	flagstaff
flair	likas na talino
flak	flak
flake	manipis na piraso
flaky	patigasin
flamboyant	flamboyant
flame	apoy
flamethrower	flamethrower
flaming	nagniningas
flamingo	flamingo
flammable	nasusunog
flan	flan
flange	patigasin
flank	flank
flanked	flanked
flanking	flanking
flannel	flannel
flap	flap
flapping	flapping
flare	sumiklab
flares	flares
flaring	naglalagablab
flash	flash
flashback	flashback
flashing	kumikislap
flashlight	flashlight
flashy	makintab
flask	prasko
flat	flat
flatbed	flatbed
flatfoot	flatfoot
flatness	kapatagan
flatten	patagin
flatter	payapa
flattered	flattered
flattering	nakakabigay-puri
flattery	pagpapakababa
flatulence	utak
flaunt	ipagparangalan
flavor	lasa
flaw	kapintasan
flawed	flawed
flawless	walang kamalian
flea	pulgas
fleabag	fleabag
fled	tumakas
flee	tumakas
fleece	balahibo ng tupa
fleet	armada
fleeting	panandalian
flesh	laman
fleshy	mataba
flex	ibaluktot
flexibility	kakayahang umangkop
flexible	nababaluktot
flexin	flexin
flexion	pagbaluktot
flick	pumitik
flicker	andap
flickering	pagkutitap
flier	manlalakbay
flight	flight
flighty	lumilipad
flimsy	manipis
flinch	kumislap
fling	paghahagis
flint	bato
flip	paltik
flip flop	tsinelas
flipper	flipper
flipping	flipping
flirt	lumandi
flirtation	paglilibot
flirting	pang-aakit
flirty	malandi
float	lumutang
floater	floater
flock	kawan
flog	pagwasak
flood	baha
floor	sahig
flooring	sahig
floozy	floozy
flop	kabiguan
floppy	tumbok
flora	flora
floral	floral
florist	florist
floss	floss
flotation	lutang
flounder	lumutang
flour	harina
flourish	umunlad
flow	daloy
flower	bulaklak
flowering	namumulaklak
flowers	bulaklak
flowery	mabulaklak
flows	daloy
flu	trangkaso
fluctuate	magbago
fluctuating	nag-fluctuating
fluctuation	pagbabagu-bago
flue	tambutso
fluency	katatasan
fluent	matatas
fluff	pahimulmulin
fluffy	mahimulmol
fluid	likido
fluidity	pagkalikido
fluke	apoy
flunk	basagin
flunky	flunky
fluorescence	pag-ilaw
fluorescent	fluorescent
flurries	flurries
flurry	malungkot
flush	kapantay
flustered	naglalakad
flute	plauta
fluted	gulong
flutter	magbalat
fluvial	fluvial
flux	pagkilos ng bagay
fly	lumipad
flyboy	flyboy
flyer	flyer
flying	lumilipad
flywheel	flywheel
foal	kabayo
foam	bula
foaming	foaming
foamy	mabula
fob	fob
focal	focal
focus	tumuon
fodder	fodder
foe	kaaway
fog	hamog na ulan
foggy	malabo
foil	palara
foiled	napawalang-sala
fold	fold
folded	nakatiklop
folder	folder
foliage	Mga dahon
folio	folio
folk	folk
folklore	alamat
follicle	follicle
follicular	follicular
follow	sundin
follower	tagasunod
folly	kahangalan
fond	mahilig
fondle	kumusta
fondling	pagmamahal
fondness	pagmamahal
fondue	pondok
font	font
food	pagkain
foodie	pagkain
fool	tanga
fooled	nalinlang
foolhardy	malungkot
fooling	panlilinlang
foolish	hangal
foolishness	kamangmangan
foolproof	walang palya
foot	paa
foot stool	paa stool
footage	footage
football	football
footbridge	footbridge
foothold	naglalakad
footing	pataas
footlocker	footlocker
footloose	footloose
footpath	daanan ng sasakyan
footprint	bakas ng paa
footwear	sapatos
footwork	gawa sa paa
fop	fop
forage	kumuha ng pagkain
foray	pandaraya
forbearance	pagtitiis
forbid	ipagbawal
forbidding	pagbabawal
force	lakas
forced	sapilitang
forceful	malakas
forceps	mga tiyat
forces	pwersa
forcibly	sapilitang
ford	ford
fore	unahan
forearm	bisig
foreboding	nanghihinayang
forecast	forecast
forecaster	forecaster
foreclose	foreclose
foreclosure	foreclosure
forefathers	mga ninuno
forefinger	hintuturo
forefront	harapan
forego	nanghihina
foregoing	nauuna
foregone	foregone
foreground	harapan
forehead	noo
foreign	dayuhan
foreigner	dayuhan
foreman	foreman
foremost	una
forensic	forensic
forensics	forensics
foreplay	foreplay
forerunner	tagapagsalita
foresee	nakikita
foreseen	foreseen
foresight	pag-iintindi
forest	kagubatan
forestall	tumigil ka
forethought	pag-iisip
foreveralone	para sa ilang tao
forevermore	magpakailanman
forewarned	forewarned
foreword	paunang salita
forfeit	mawawalan ng bisa
forfeited	tapos na
forfeiture	pagkawalang-sala
forge	gumawa ng pandaraya
forger	manghuhuwad
forgery	palsipikasyon
forget	kalimutan mo
forgetful	malilimutin
forgetfulness	pagkalimot
forgive	patawarin
forgiven	pinatawad
forgiveness	kapatawaran
forgiving	mapagpatawad
forgotten	nakalimutan
fork	tinidor
forked	nabibihag
forking	forking
forklift	forklift
forlorn	mapanglaw
form	form
formal	pormal
formaldehyde	pormaldehayd
formalism	pormalismo
formality	pormalidad
format	format
formation	pagbuo
formative	mapaghugis
formed	nabuo
formidable	kakila-kilabot
forming	pagbabalangkas
formless	walang anyo
formula	formula
formulary	pormularyo
formulate	bumalangkas
fornicate	pakikiapid
fornication	pakikiapid
forsake	talikuran
forsaken	pinabayaan
forsooth	sa katunayan
fort	depensa
forte	NO TRANSLATION
forthcoming	darating
forthright	tahasan
forthwith	kaagad
fortification	kuta
fortify	patibayin
fortitude	lakas ng loob
fortnight	dalawang linggo
fortnightly	makalawa
fortress	kuta
fortuitous	kakaiba
fortunate	masuwerte
fortune	kapalaran
fortunes	kayamanan
forty	apatnapu
forum	forum
forward	pasulong
forwarding	pagpapasa
fossil	fossil
fossils	fossils
foul	napakarumi
found	natagpuan
foundation	pundasyon
founder	tagapagtatag
founding	pagtatatag
foundry	pandayan
fountain	fountain
four	apat
fourfold	apat na beses
foursome	foursome
fourteen	labing apat
fourth	ikaapat
fowl	unggoy
fox	soro
foxhole	foxhole
foxtrot	foxtrot
foxy	foxy
foyer	pasukan
fraction	maliit na bahagi
fractional	fractional
fracture	bali
fragile	marupok
fragility	hina
fragment	fragment
fragmentary	fragmentary
fragrance	samyo
fragrant	mabango
frail	mahina
frailty	mahina
frame	frame
framework	balangkas
franc	franc
franchise	franchise
frank	lantad
frankenstorm	NO TRANSLATION
frankness	prankness
frantic	galit na galit
frantically	frantically
frat	frat
fraternal	kapatiran
fraternity	kapatiran
fraud	panloloko
fraudulent	mapanlinlang
fraught	puno
fray	fray
frayed	frayed
frazzled	frazzled
freak	pambihira
freaked	nakakatakot
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	nakakatakot
freakout	freakout
freaky	freaky
freckle	freckle
free	libre
freebie	freebie
freedom	kalayaan
freehold	freehold
freelance	malayang trabahador
freelancer	freelancer
freely	malaya
freeman	malayang tao
freestyle	freestyle
freeway	freeway
freeze	i-freeze
freezer	freezer
freezing	nagyeyelo
freight	kargamento
freighter	kargador
french horn	pritong sungay
frenetic	masilakbo
frenzied	ulol
frenzy	siklab ng galit
frequency	dalas
frequent	madalas
frequently	madalas
fresco	fresco
fresh	sariwa
freshair	NO TRANSLATION
freshen	magpasariwa
freshener	freshener
freshman	freshman
freshness	pagiging bago
freshstart	bagong simula
freshwater	freshwater
fret	mabalisa
fretful	nagagalit
friar	prayle
fricking	fricking
friction	alitan
friday	Biyernes
fridge	refrigerator
fried	pinirito
friend	kaibigan
friendless	walang kaibigan
friendliness	pagkamagiliw
friendly	friendly
friends	mga kaibigan
friendship	pagkakaibigan
frigate	frigate
friggen	NO TRANSLATION
fright	takot
frighten	takutin
frightened	takot
frightening	nakakatakot
frightful	nakakatakot
frigid	napakalamig
fringe	palawit
fringed	fringed
frisbee	frisbee
frisk	NO TRANSLATION
frisky	maliksi
frivolous	walang kabuluhang
frock	siksik
frog	palaka
froggy	froggy
frolic	nagsasaya
front	harap
frontage	harapan
frontal	pangharap
frontier	duluhan
fronting	fronting
frontispiece	frontispiece
frost	hamog na nagyelo
frostbite	frostbite
frosted	nagyelo
frosting	Pagyelo
frosty	mayelo
froth	froth
frothy	frothy
frown	pagsimangot
frowning	frowning
frozen	frozen
frugal	frugal
fruit	prutas
fruit punch	fruit punch
fruitcake	fruitcake
fruitful	masagana
fruition	nagbubunga
fruitless	walang bunga
fruits	mga prutas
fruity	maprutas
frustrate	biguin
frustrated	bigo
frustrates	nagwawasak
frustrating	nakakabigo
frustration	pagkabigo
fry	magprito
fryer	fryer
fuchsia	pusiya
fuck	fuck
fuckedoff	fuckedoff
fucker	fucker
fucking	fucking
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	gawing kalokohan
fuel	gasolina
fugitive	takas
fulcrum	fulcrum
fulfill	tuparin
fulfilled	natupad
fulfilling	tuparin
fulfillment	katuparan
full	buong
fullback	fullback
fullness	kapuspusan
fully	ganap
fulsome	matunog
fumble	magmadali
fume	singaw
fumigation	pagpapausok
fumin	NO TRANSLATION
fuming	fuming
fun	masaya
function	function
functional	functional
fund	pondo
fundamental	pangunahing
fundamentalist	fundamentalist
fundamentally	sa panimula
funday	Masayang araw
funding	pagpopondo
fundraiser	fundraiser
fundraising	fundraising
funds	pondo
funeral	libing
fungus	halamang-singaw
funk	funk
funky	funky
funnel	funnel
funny	nakakatawa
fur	balahibo
furious	galit na galit
furiously	maramdaman
furlong	furlong
furlough	furlough
furnace	pugon
furnish	magkaloob
furnishings	kasangkapan
furniture	kasangkapan
furor	kaguluhan
furrow	kulubot
furry	mabalahibo
furtherance	pagsulong
fury	galit
fuse	fuse
fuselage	fuselage
fusion	pagsasanib
fuss	pagkabahala
fussy	maselan
fustrated	NO TRANSLATION
futile	walang saysay
futility	pagkawalang halaga
futon	futon
future	hinaharap
fuzz	kalokohan
fuzzy	malabo
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	gadget
gaff	gaff
gag	kalokohan
gaga	gaga
gage	guhit
gaggle	gaggle
gahhh	NO TRANSLATION
gaiety	katuwaan
gain	pakinabang
gainful	pakinabang
gaining	pagkakaroon
gait	lakad
gal	gal
gala	gala
galactic	galactic
galaxy	kalawakan
gale	buhangin
gall	apdo
gallant	makapangyarihan
gallantry	katapangan
gallbladder	gallbladder
galled	galled
gallery	gallery
galley	galley
gallon	galon
gallop	kumalbit
galloping	naglalakad
gallows	bitayan
galore	masagana
galvanic	galbaniko
gamble	magsugal
gambler	sugarol
gambling	pagsusugal
game	laro
gameday	araw ng laro
gametime	gametime
gaming	paglalaro
gamma	gamma
gammon	gammon
gamut	gamut
gander	gander
gang	gang
gangland	gangland
gangrene	gangrene
gangster	gangster
gangway	gangway
gaol	gaol
gap	puwang
gape	gape
gaping	nakanganga
garage	garahe
garb	damit
garbage	basura
garbled	magulo
garden	hardin
gardener	hardinero
gardening	paghahardin
gardens	hardin
gargle	magmumog
gargoyle	gargoyle
garish	mabait
garlic	bawang
garment	damit
garner	kumita
garnet	garnet
garnish	palamuti
garrison	garrison
garter	garter
gas	gas
gaseous	gaseous
gash	gash
gasification	gasification
gasket	gasket
gasoline	gasolina
gasp	gasp
gasping	hininga
gassy	gassy
gastric	ng o ukol sa sikmura
gastronomy	gastronomy
gate	gate
gatekeeper	tagapangasiwa ng bantay
gateway	gateway
gather	magtipon
gatherer	mangangalakal
gathering	pagtitipon
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	matingkad
gauge	panukat
gauging	gauging
gaunt	payat
gauntlet	gauntlet
gauze	gasa
gavel	gavel
gawk	gawk
gay	gay
gaze	tumitingin
gazebo	gazebo
gazelle	gasel
gazette	gazette
gazetteer	gazetteer
gazillion	gazillion
gazing	gazing
gear	gear
geek	geek
geeky	geeky
geez	geez
geezer	geezer
