Word	km
confuse	ច្រឡំ
confused	យល់ច្រឡំ
confusing	ច្រឡំ
confusion	ការយល់ច្រឡំ
conga	conga
congenial	ល្អ
congenital	កំណើត
congestion	ការកកស្ទះ
conglomerate	ក្រុមហ៊ុន
conglomeration	ការប្រមូលផ្តុំ
congrats	អបអរសាទរ
congratulate	អបអរសាទរ
congratulation	សូមអបអរសាទរ
congratulations	សូមអបអរសាទរ
congratulatory	អបអរសាទរ
congregate	ជួបជុំគ្នា
congregation	ក្រុមជំនុំ
congress	សមាជ
congressional	សមាជ
congressman	សមាជ
congruence	congruence
conic	សាជី
conical	រាងសាជី
conjecture	ការសន្និដ្ឋាន
conjugal	គូ
conjugate	ផ្សំ
conjugation	conjugation
conjunction	ការ​ភ្ជាប់
conjunctive	ការតភ្ជាប់
conjure	conjure
conjuring	conjuring
conk	conk
connect	ភ្ជាប់
connected	បានតភ្ជាប់
connection	ការតភ្ជាប់
connective	តភ្ជាប់
connoisseur	connoisseur
conquer	យកឈ្នះ
conquering	យកឈ្នះ
conqueror	ជ័យជំនះ
conquest	សញ្ជ័យ
conscience	មនសិការ
conscientious	មនសិការ
conscious	ដឹង
consciousness	ស្មារតី
conscription	ការចុះបញ្ជិកា
consecrated	consecrated
consecration	ការឧទ្ទិស
consecutive	តជាប់គ្នា
consensual	កិច្ចព្រមព្រៀង
consensus	មតិឯកច្ឆន្ទ
consent	យល់ព្រម
consenting	យល់ព្រម
consequence	ផលវិបាក
consequent	ផលវិបាក
conservation	ការអភិរក្ស
conservatism	អភិរក្ស
conservative	អភិរក្ស
conservatory	អភិរក្ស
conserve	អភិរក្ស
consider	ពិចារណា
considerable	សន្ធឹកសន្ធាប់
considerate	ពិចារណា
consideration	ពិចារណា
consignee	អ្នកទទួល
consignment	ការដឹកជញ្ជូន
consist	មាន
consistency	ស្ថិរភាព
consistent	ស្រប
consolation	ការលួងលោម
console	កុងសូល
consoled	លួងលោម
consolidate	បង្រួបបង្រួម
consolidated	បញ្ចូលគ្នា
consolidation	ការ​ច្របាច់​បញ្ចូល​គ្នា
consonant	ព្យញ្ជនៈ
consort	ដៃគូ
conspicuous	គំនិត
conspiracy	ក្បត់
conspirator	អ្នកក្បត់
conspire	conspire
constable	Constable
constancy	ថេរ
constant	ថេរ
constantly	ជានិច្ច
constellation	ផ្កាយ
consternation	ការងងឹត
constipation	ការទល់លាមក
constituency	មណ្ឌល
constituent	constituent
constituents	constituents
constitute	បង្កើត
constitution	រដ្ឋធម្មនុញ្ញ
constitutional	រដ្ឋធម្មនុញ្ញ
constitutionality	ធម្មនុញ្ញ
constrain	បង្ខំ
constrained	ឧបសគ្គ
constraint	ឧបសគ្គ
construct	ស្ថាបនា
construction	សំណង់
constructive	ស្ថាបនា
construe	construe
consul	កុងស៊ុល
consulate	ស្ថានកុងស៊ុល
consult	ពិគ្រោះ
consultant	អ្នកពិគ្រោះយោបល់
consultation	ពិគ្រោះយោបល់
consume	ប្រើប្រាស់
consumer	អតិថិជន
consuming	ការប្រើប្រាស់
consummate	consummate
consummation	បញ្ចប់
consumption	ការប្រើប្រាស់
contact	ទំនាក់ទំនង
contagion	ការរីករាលដាល
contagious	ឆ្លង
contain	មាន
container	ធុង
containment	ទប់ស្កាត់
contaminate	កខ្វក់
contaminated	កខ្វក់
contamination	ការចម្លងរោគ
contemplate	សញ្ជឹងគិត
contemplation	ការសញ្ជឹងគិត
contemplative	contemplative
contemporaneous	contemporaneous
contemporary	សហសម័យ
contempt	មើលងាយ
contemptible	មើលងាយ
contemptuous	មើលងាយ
contend	តស៊ូ
contender	បូកសរុប
contending	ប្រកួតប្រជែង
content	មាតិកា
contented	ពេញចិត្ត
contention	ទំនាស់
contentious	ចម្រូងចម្រាស
contentment	ពេញចិត្ត
contents	មាតិកា
contest	ការប្រកួតប្រជែង
contestant	បេក្ខជន
context	បរិបទ
contiguous	ជាប់គ្នា
continence	continence
continent	ទ្វីប
continental	ទ្វីប
contingency	ភាពអាសន្ន
contingent	ក្រុម
continual	បន្ត
continually	បន្ត
continuance	បន្ត
continuation	បន្ត
continue	បន្ត
continued	បានបន្ត
continuing	បន្ត
continuity	បន្ត
continuous	បន្ត
continuously	បន្ត
continuum	បន្ត
contour	វណ្ឌវង្ក
contraband	ឃាត់ខ្លួន
contraception	ការពន្យាកំណើត
contract	កិច្ចសន្យា
contracted	ចុះកិច្ចសន្យា
contractile	contractile
contracting	ចុះកិច្ចសន្យា
contraction	ការធ្លាក់ចុះ
contractor	អ្នកម៉ៅការ
contradict	ផ្ទុយ
contradiction	ផ្ទុយ
contradictory	ផ្ទុយ
contraption	contraption
contrary	ផ្ទុយ
contrast	ផ្ទុយ
contrasted	ផ្ទុយ
contravene	បំពាន
contravention	ការបំពាន
contribute	រួមចំណែក
contribution	វិភាគទាន
contributor	អ្នកចូលរួម
contrite	ខកចិត្ត
contrition	ផ្ទុយ
contrived	contrived
control	គ្រប់គ្រង
controller	ឧបករណ៍បញ្ជា
controlling	គ្រប់គ្រង
controversial	ចម្រូង​ចម្រាស់
controversy	ភាពចម្រូងចម្រាស
contusion	លេប
conundrum	conundrum
convalescent	convalescent
convection	convection
convene	កោះហៅ
convenience	ភាពងាយស្រួល
conveniences	ភាពងាយស្រួល
convenient	ងាយស្រួល
convent	មហាវិហារ
convention	អនុសញ្ញា
conventional	សាមញ្ញ
converge	បង្រួម
convergence	ចំណុចរួម
convergent	បង្រួបបង្រួម
conversant	សន្ទនា
conversation	ការសន្ទនា
conversational	សន្ទនា
conversationalist	ការសន្ទនា
converse	សន្ទនា
conversing	សន្ទនា
conversion	ការបម្លែង
convert	បម្លែង
converted	បានបម្លែង
convertible	ប្តូរ
convex	ប៉ោង
convexity	ប៉ោង
convey	បញ្ជូន
conveyance	ការដឹកជញ្ជូន
conveyancing	បញ្ជូន
convict	ផ្តន្ទាទោស
conviction	ការផ្តន្ទាទោស
convince	បញ្ចុះបញ្ចូល
convinced	ជឿ
convincing	បញ្ចុះបញ្ចូល
convocation	ការកោះហៅ
convoluted	convoluted
convolution	convolution
convoy	ក្បួន
coo	coo
cook	ចម្អិន
cookbook	សៀវភៅវិជ្ជា
cooker	ចង្ក្រាន
cookery	ចំអិនម្ហូប
cookie	ខូឃី
cookies	ខូឃីស៍
cooking	ចម្អិនអាហារ
cookout	ចម្អិនអាហារ
cool	ត្រជាក់
coolant	ត្រជាក់
cooler	ត្រជាក់
cooling	ត្រជាក់
coolness	ត្រជាក់
coon	coon
coop	coop
cooperate	សហការ
cooperating	សហការ
cooperation	កិច្ចសហប្រតិបត្តិការ
cooperative	សហករណ៍
coordinate	សំរបសំរួល
coordination	ការសម្របសម្រួល
coordinator	អ្នកសម្របសម្រួល
cop	ប៉ូលិស
copacetic	NO TRANSLATION
cope	ដោះស្រាយ
copier	ចម្លង
copilot	copilot
coping	តស៊ូ
copious	copious
copper	ស្ពាន់
copter	copter
copy	ចម្លង
copycat	copycat
copying	ចម្លង
copyright	រក្សាសិទ្ធិ
coral	ផ្កាថ្ម
coral snake	ពស់ផ្កាថ្ម
cord	ខ្សែ
cordial	cordial
cordless	ឥតខ្សែ
cordon	cordon
corduroy	ក្រណាត់
core	core
cork	cork
corkscrew	corkscrew
corn	ពោត
cornball	បាល់ពោត
cornbread	cornbread
cornea	កែវភ្នែក
corned	corned
corner	ជ្រុង
cornerstone	គ្រឹះ
cornet	cornet
cornfield	cornfield
cornflakes	NO TRANSLATION
cornice	ពោត
cornstarch	cornstarch
corny	ល្អ
corollary	corollary
corona	corona
coronary	coronary
coronation	ពិធីជប់លៀង
coroner	coroner
corporal	corporal
corporate	សហការ
corporation	សាជីវកម្ម
corporeal	corporeal
corps	ក្រុម
corpse	សាកសព
corpsman	សាកសព
corpus	corpus
corral	corral
correct	ត្រឹមត្រូវ
correction	កែ
correctional	ការកែតម្រូវ
corrective	កែតម្រូវ
correctness	ត្រឹមត្រូវ
correlation	ទំនាក់ទំនង
correlative	ទំនាក់ទំនង
correspond	ទាក់ទង
correspondence	ការ​ឆ្លើយឆ្លង
correspondent	អ្នកឆ្លើយឆ្លងព័ត៌មាន
corresponding	ដែលត្រូវគ្នា
corridor	ច្រករបៀង
corroborate	បញ្ជាក់
corroboration	ការបញ្ជាក់
corrosion	corrosion
corrosive	corrosive
corrupt	ពុករលួយ
corrupting	ខូច
corruption	អំពើពុករលួយ
corsage	corsage
corse	NO TRANSLATION
corset	corset
cortex	cortex
cortical	cortical
cortisone	cortisone
corvette	corvette
cosmetic	គ្រឿងសំអាង
cosmetics	គ្រឿងសំអាង
cosmic	លោហធាតុ
cosmology	លោហធាតុ
cosmopolitan	ជាតិសាសន៍
cosmos	cosmos
cost	តម្លៃ
costly	ថ្លៃ
costume	សំលៀកបំពាក់
cosy	កក់ក្ដៅ
cot	គ្រែ
cote	cote
cottage	ខ្ទម
cotton	កប្បាស
couch	គ្រែ
cougar	cougar
cough	ក្អក
council	ក្រុមប្រឹក្សា
councilman	សមាជិកក្រុមប្រឹក្សា
counsel	មេធាវី
counseling	ការផ្តល់ប្រឹក្សា
counsellor	ទីប្រឹក្សា
counselor	ទីប្រឹក្សា
count	រាប់
countdown	រាប់ថយក្រោយ
countenance	មុខ
counter	រាប់
counteract	ប្រឆាំង
counterattack	ការតបត
counterbalance	តុល្យភាព
counterclaim	បណ្តឹងតប
counterfeit	ក្លែងក្លាយ
counterpart	សមភាគី
counterpoint	ចំណុច counterpoint
countess	រាប់
countless	រាប់មិនអស់
country	ប្រទេស
countryman	ជនជាតិ
countrymusic	NO TRANSLATION
countryside	ជនបទ
counts	រាប់
county	ស្រុក
coup	រដ្ឋប្រហារ
coupe	រថយន្ត
couple	ប្តីប្រពន្ធ
coupled	គូ
coupling	គូ
coupon	គូប៉ុង
courage	ភាពក្លាហាន
courageous	ក្លាហាន
courier	អ្នកនាំសំបុត្រ
courses	វគ្គសិក្សា
coursing	coursing
court	តុលាការ
courteous	កិត្តិយស
courtesy	មានការអនុញ្ញាត
courthouse	តុលាការ
courtroom	បន្ទប់សវនាការ
courts	តុលាការ
courtship	ស្នេហា
courtside	តុលាការ
courtyard	ទីធ្លា
cousin	ប្អូនជីដូនមួយ
cousins	បងប្អូនជីដូនមួយ
cove	cove
coven	coven
covenant	កិច្ចព្រមព្រៀង
cover	គ្របដណ្តប់
coverage	គ្រប​ដ​ណ្ត​ប់
covered	គ្របដណ្តប់
covering	គ្របដណ្តប់
covert	សម្ងាត់
covet	ចង់បាន
coveted	លោភចង់បាន
cow	គោ
coward	ឃាតករ
cowardice	cowardice
cowardly	កំសាក
cowboy	គង្វាល
cowgirl	cowgirl
cowhand	សត្វគោ
cowhide	cowhide
cowl	សត្វគោ
coworker	សហការី
coy	coy
coyote	coyote
cozy	កក់ក្ដៅ
crab	ក្តាម
crabby	ក្តាម
crack	បំបែក
cracked	បង្ក្រាប
cracker	នំកែកឃឺ
