Word	bg
engraving	гравиране
engrossed	погълната
engrossing	увлекателен
engulf	поглъщам
enhance	повишаване на
enhancement	усилване
enigma	загадка
enigmatic	загадъчен
enjoin	нареждам
enjoy	наслади се
enjoyable	приятен
enjoying	наслаждавайки
enjoyment	наслада
enlarge	уголемяване
enlarged	увеличен
enlargement	уголемяване
enlighten	просвещавам
enlightened	просветен
enlightening	поучителен
enlightenment	просвещение
enlist	завербувам
enliven	съживявам
enmity	враждебност
ennui	досада
enormity	чудовищност
enormous	огромен
enormously	безкрайно
enraged	разярен
enrich	обогатявам
enroll	записвам се
enrollment	записване
ensemble	ансамбъл
ensign	знаме
enslave	заробвам
enslaved	поробен
enslavement	поробване
ensue	настъпвам
ensure	гарантира,
entail	води
entangled	впримчен
entanglement	заплитане
enter	въведете
enterprise	начинание
enterprising	предприемчив
entertain	забавлявам
entertained	забавляваха
entertainer	артист
entertaining	забавен
entertainment	забавление
enthralled	очаровани
enthusiasm	ентусиазъм
enthusiast	ентусиаст
enthusiastic	ентусиазиран
entice	примами
entire	цял
entirety	цялост
entitle	право
entity	единица
entomology	ентомология
entourage	антураж
entrails	вътрешности
entrance	вход
entrapment	заклещване
entreat	умолявам
entree	предястие
entrepreneur	предприемач
entrust	възлагам
entry	влизане
enumerate	изброявам
enumeration	изброяване
envelope	плик
envious	завистлив
environ	NO TRANSLATION
environment	заобикаляща среда
environmental	на околната среда
environs	околности
envision	Envision
envoy	пратеник
envy	завист
enzyme	ензим
ephemeral	ефимерен
ephemeris	ефемеридата
epic	епопея
epidemic	епидемия
epidermis	епидермис
epidural	епидурална
epilepsy	епилепсия
epileptic	епилептичен
epilogue	епилог
epiphany	Богоявление
episcopal	епископски
episode	епизод
episodic	епизодичен
epistle	послание
epitaph	епитафия
epithet	епитет
epitome	въплъщение
epoch	епоха
equal	равен
equality	равенство
equalization	изравняване
equalize	изравнявам
equalizer	изравнител
equally	по равно
equate	уравнявам
equation	уравнение
equator	екватор
equatorial	екваториален
equestrian	конен
equidistant	равноотстоящ
equilibration	уравновесяване
equilibrium	равновесие
equip	оборудва
equipment	оборудване
equitable	справедлив
equity	справедливост
equivalence	равностойност
