Word	co
excluding	escludennu
exclusion	spusizioni
exclusive	sclusività
excrement	scogliu
excretion	excretion
excruciating	excruciating
excursion	scursioni
excuse	scusa
exec	exec
execute	eseguite
execution	esecutà
executioner	vaghjimu
executive	executive
executor	in burlatu
exegesis	esegesi
exemplar	exemplu
exemplary	exemplariu
exemplify	exemplificà
exempt	esse exemptu
exemption	esencia
exercise	esercitu
exert	esercite
exertion	sforzu
exhale	exhale
exhaust	eseguitu
exhausted	esitatu
exhaustion	espansione
exhaustive	exhaustive
exhibit	esposizione
exhibition	esposizione
exhilarated	rinfuzzatu
exhilarating	eccitanti
exhilaration	assicurazioni
exhort	esurtaveni
exhortation	esurtazione
exhumation	exhumation
exhume	exhume
exigent	NO TRANSLATION
exile	esiliu
exist	esistenu
existence	esistenza
existent	esistenti
existential	esencialistiche
existing	esistenti
exit	surtite
exodus	esodu
exonerate	esculcaru
exorbitant	eservatu
exorcism	exorcismu
exorcist	exorcist
exotic	esotico
expand	espansione
expanded	hà sviluppatu
expanse	expanse
expansion	espansione
expansive	espansione
expatriate	expatriate
expect	aspetta
expectance	expectation
expectancy	expectation
expectant	expectante
expectation	aspittativa
expected	spetta
expecting	aspittà
expediency	spirantà
expedient	spedizione
expedite	aghjusta
expedition	spidizioni
expeditious	fastidiosa
expel	scacciallu
expendable	esse dispunibili
expenditure	u spaziu
expense	a gastu
expenses	spese
expensive	caru
experience	sperienza
experienced	cunnisciutu
experiences	Esperienze
experiment	spirimèntu
experimental	spirimintali
experimentation	spirimintazzioni
experimenter	sperimentale
expert	spetturista
expertise	sapè fà
expiration	'aghjustu
expire	caducà
expired	hà vultatu
expiry	scadenza
explain	spiega
explanation	spiegazione
explanatory	spiegazione
expletive	spettaculu
explication	spiegazione
explicit	esplicitu
explode	scopre
exploit	sfruttà
exploitation	sfruttamentu
exploration	scuperta
exploratory	exploratori
explore	scopra
explorer	espluratori
explosion	split
explosions	splusioni
explosive	splusivi
expo	esposizione
exponent	espunenti
exponential	espunenti
export	export
exportation	spurtazione
expose	esposi
exposed	esse esposti
exposition	esposizione
expository	expository
exposure	esposizione
expound	expound
express	espressu
expression	espressione
expressive	sprissivu
expressway	expressway
expropriation	expropriazione
expulsion	expulsione
exquisite	exquisite
exquisitely	exquisitely
extant	stante
extend	allargari
extendable	esse prudenu
extended	estesa
extension	allargamentu
extensive	largu
extent	puntu
exterior	esterno
exterminate	stirminate
extermination	stirminiu
exterminator	esternatore
external	esterni
externally	esternamente
extinct	extinct
extinction	estinzione
extinguish	extinguish
extinguisher	extinguisher
extol	abbandunà
extort	arrubate
extortion	extorsioni
extra	extra
extract	strae
extracting	estraevanu
extraction	estrazzioni
extractor	extracteur
extracurricular	extracurricular
extradition	extradizioni
extrajudicial	extrajudicial
extramural	extramural
extraneous	stranieri
extraordinaire	extraordinaire
extraordinary	straordinariu
extraterrestrial	extraterrestrial
extravagance	extravaganza
extravagant	extravagant
extravaganza	extravaganza
extreme	estremu
extreme anticipation	estremità extreme
extreme disgust	raggi ultimatumu
extreme surprise	surprisa estremita
extreme trust	confiada estrema
extremely	assai
extremely negative	assai negativu
extremely positive	assai positivi
extremity	extremità
extricate	abbandunà
extrinsic	extrinsic
extrusion	extrusioni
exuberance	exuberanza
exude	exude
eye	occhiu
eyeball	lunedì
eyebrow	a cella
eyeful	eyeful
eyeglass	eyeglass
eyeglasses	eyeglasses
eyelash	catu
eyelet	ominu
eyeliner	eyeliner
eyepiece	oculista
eyes	ochji
eyesight	vista
eyewitness	tistimuniatu
fab	fab
fable	fàbrica
fabled	fabled
fabric	tela
fabricate	fabricà
fabricated	fabricatu
fabrication	fabricazioni
fabulous	fabulosa
facade	facciata
face	facci
faceless	faceless
facet	facet
facial	facciale
facile	NO TRANSLATION
facilitate	facilità
facility	facilità
facing	affruntà
facsimile	facsimile
fact	fattu
faction	facció
factor	fattore
factory	fabbrica
facts	fatti
factual	fattu
faculties	facultati
faculty	facultà
fad	moddu
fade	fade
faded	sfundate
faeces	faeces
fag	fag
faggot	fagot
fail	fallu
failing	fallimentu
failure	fallimentu
fain	NO TRANSLATION
faint	debbuli
fainting	muriri
fair	giustu
fairly	abbastanza
fairness	ghjustizia
fairway	via ferrata
fairy	fata
faith	a fede
faithful	fideli
faithfulness	fideltà
faithless	fideli
fake	falsa
faker	faker
falafel	falafel
falcon	falcone
fall	cascarà
fallacious	falaccia
fallacy	falumpia
fallback	fallback
fallible	fallible
falling	cascata
fallopian	fallopian
fallout	cascà
fallow	guerre mundiale
false	FALSE
falsehood	falsità
falsely	falsamente
falsification	falsificazione
falsified	falsificatu
falsify	falsificar
falsity	falsità
falter	falter
fame	fama
famed	famosa
familiar	familiar
familiarity	familiarità
familiarize	familiarizà
family	famiglia
familytime	familytime
famine	famine
famished	famished
famous	famoso
famously	famosu
fan	fan
fanatic	fanàticu
fanatical	fanàticu
fanaticism	fanaticismu
fanciful	fantasia
fancy	fantasia
fandango	fandango
fanfare	fanfara
fang	NO TRANSLATION
fangs	di fangs
fanning	fanning
fantasia	fantasia
fantasize	fantasizzà
fantastic	fantastichi
fantasy	fantasia
faraway	assai luntanu
farce	farfalla
farcical	fuddie
fare	tariffa
farewell	adè
farm	splutazioni
farmer	agricultori
farmhouse	agricula
farming	agricultura
farmland	terra agricula
faro	faro
fart	fart
farther	più luntanu
fascia	fascia
fascinate	fascinate
fascinated	affascinatu
fascinating	fascinante
fascination	fascinazione
fascism	fascismu
fascist	fascista
fashion	moda
fashionable	di moda
fastball	fastball
fasten	aghjustate
fastener	pezzuletta
fastening	fastening
fasting	dighjunu
fat	grassa
fatal	fatale
fatalism	fatalismu
fatality	fatalitati
fate	destinu
fated	fated
fateful	fateful
fathead	fathead
father	babbu
fatherhood	paternità
fatherland	patria
fatherly	paternu
fathom	fathom
fatigue	fatigue
fatigued	fatigatu
fatso	fatso
fatten	cuddà
fatty	grassi
faucet	faucet
fault	curpa
faultless	facile
faulty	difettu
faun	faun
fauna	fauna
faux	faux
favor	favore
favorable	favurevuli
favorite	favuritu
favoriteholiday	NO TRANSLATION
favoritism	favoriutu
fawn	cervu
fax	fax
faze	NO TRANSLATION
fear	scantu
feared	temutu
fearful	scantu
fearfully	scantu
fearing	scantannusi
fearless	scantu
fears	teme
fearsome	teme
feasibility	viasibilità
feasible	pratiche
feast	festa
feat	feat
feather	piuma
feathered	piuma
feature	funzione
features	funzioni
febrile	febrile
fecal	fecal
feces	feces
fecundity	fecundità
fed	alimentatu
federal	fidirali
federation	federazione
fedup	una techja
fee	tarifu
feeble	dèbule
feed	nutizzia
feedback	feedback
feeder	alimentariu
feel	sente
feelgood	sentu santu
feeling	sintimu
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	pedi
feign	feign
feigned	facìanu
feisty	feisty
felicity	felicità
feline	felina
fell	cariu
feller	feller
fellow	cumpagnu
fellowship	fraternità
felon	felon
felony	felonia
felt	sintia
female	femina
feminine	feminile
femininity	feminità
feminism	feminismu
feminist	feminista
femme	NO TRANSLATION
femoral	femoricu
femur	femur
fen	NO TRANSLATION
fence	fissa
fenced	fenced
fencing	scherma
fend	fend
fender	salvaticu
fennel	finocchiu
ferment	ferment
fermentation	fermentazioni
fern	fern
ferocious	firoci
ferocity	firocia
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	fertili
fertility	fertili
fertilize	fertilizzà
fertilizer	fertilizzante
fervent	fervente
fervor	fervore
fess	fess
fest	fest
festival	festa
festive	festive
fetal	fetu
fetch	pigliate
fete	NO TRANSLATION
fetish	fetitică
fetus	fetu
feud	feudu
feudal	fiudali
feudalism	feudalismu
fever	frevi
feverish	frevi
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	fibra
fiberglass	Fibreglass
fibrosis	fibrosi
fibrous	fibru
fickle	fickle
fiction	ficzioni
fictional	fictionale
fictitious	fictitious
fiddle	fiddle
fiddler	fiddler
fidelity	fideli
fidgety	fidgety
fiduciary	fiduciariu
field	campu
field hockey	i ghjucatori di campu
fielder	felice
fiend	fiend
fiendish	fiendish
fierce	feroci
fiery	fiery
fiesta	festa
fiesty	NO TRANSLATION
fifteen	quindici
fifty	cinquanta
fig	fig
fight	cummattiri
fighter	u lugelu
fighting	cummattiri
fights	cummattimenti
figment	figment
figurative	figurativu
figure	figura
figurine	figurina
filament	filamentu
filamentous	filamentu
file	schedariu
filet	filet
filibuster	filibuster
filigree	filigree
filing	prisentazione
filings	prisentazione
fill	riempite
filler	muli
fillet	fillet
filling	à rientri
filly	lignu
film	film
filmmaker	filicista
filmy	NO TRANSLATION
filter	filtru
filth	impuru
filthy	brutale
filtration	filtrazzioni
fin	NO TRANSLATION
final	finali
finale	finale
finalist	finalista
finality	finalità
finalize	finalizà
finalized	finalizatu
finally	finarmenti
finance	finanziarii
financial	finanziariu
financier	financier
finch	finch
find	truvà
finder	finder
finding	truvà
fine	fine
finery	fini
finesse	finesse
finger	dito
fingernail	unghje
fingerprint	'identità
fingerscrossed	NO TRANSLATION
finish	finissamentu
finished	finita
finite	finite
fink	fink
fir	fir
fire	u focu
firearm	arma di focu
firearms	arma di focu
fireball	bola di focu
firecracker	bassa petra
firefight	di u focu
firefighter	bomfu
firefly	lucian
firehouse	firehouse
firelight	u focu
fireman	u bumbardariu
fireplace	cheminée
firepower	firepower
fireproof	ignifugati
fireside	fireside
firestorm	firestorm
firewall	firewall
firewood	lignu
firework	focu
fireworks	pirotecnica
firing	firing
firm	firmu
firmament	firmamentu
firmly	fermu
firmness	fermezza
first	primu
firstborn	primunatu
firstworldprobs	NO TRANSLATION
fiscal	fiscali
fish	pisci
fisherman	pescatore
fishery	pesca
fishing	pesca
fishing boat	barca di pesca
fishy	fishy
fissile	fissile
fission	fisioni
fissure	fissura
fist	pugnu
fistfight	fistfight
fistful	fistful
fistula	fistula
fit	fit
fitness	fitness
fits	ncontra
fitted	fitted
fitting	muntà
fittings	armarii
five	cinque
fiver	fiver
fix	riparà
fixable	fixable
fixation	fixazioni
fixed	fissi
fixer	fixer
fixture	attellu
fixtures	attrazzi
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	flabbergasted
flabby	flabby
flaccid	flaccid
flag	bandiera
flagging	bandiera
flagpole	bandpole
flagrant	flagrante
flagship	flagship
flagstaff	flagstaff
flair	gustu
flak	flak
flake	flake
flaky	flaky
flamboyant	flamant
flame	chjama
flamethrower	culumbetta
flaming	flaming
flamingo	flamingo
flammable	inflammable
flan	flan
flange	briganu
flank	flancu
flanked	flanchi
flanking	flanking
flannel	flanelle
flap	flap
flapping	flapping
flare	flare
flares	flares
flaring	flaring
flash	lampu
flashback	i flashback
flashing	lampendu
flashlight	lampara
flashy	viulente
flask	pezzu
flat	flat
flatbed	plateau
flatfoot	flatfoot
flatness	flatness
flatten	flatten
flatter	più flatter
flattered	appiccicatu
flattering	flattering
flattery	appiccicatu
flatulence	flatulence
flaunt	flaunt
flavor	sapori
flaw	difettu
flawed	difettu
flawless	perfetta
flea	flea
fleabag	fleabag
fled	scappò
flee	fughje
fleece	piuvaccia
fleet	flotta
fleeting	fugace
flesh	carne
fleshy	pulposi
flex	flex
flexibility	a flixibilità
flexible	prublema
flexin	flexin
flexion	flexione
flick	flick
flicker	parli
flickering	parolle
flier	flier
flight	volu
flighty	in flighty
flimsy	cchiu ranni
flinch	flinch
fling	fling
flint	silex
flip	flip
flip flop	flip flop
flipper	flipper
flipping	flipping
flirt	flirt
flirtation	flirtation
flirting	flirting
flirty	cosi
float	float
floater	floater
flock	banda
flog	flog
flood	inundazione
floor	pianu
flooring	pavimenti
floozy	floozy
flop	flop
floppy	discu
flora	flora
floral	fiurali
florist	floristeria
floss	filoss
flotation	flutation
flounder	flutter
flour	farina
flourish	fiurìscenu
flow	flussu
flower	fiore
flowering	fiuritura
flowers	fiori
flowery	fiorite
flows	flussu
flu	gripe
fluctuate	fluttu
fluctuating	fluctant
fluctuation	fluttuazioni
flue	flue
fluency	simplicità
fluent	fluente
fluff	pelusa
fluffy	fluffy
fluid	fluidu
fluidity	fluidu
fluke	cunflittu
flunk	flunk
flunky	flunky
fluorescence	fluoriscenza
fluorescent	fluoriscente
flurries	curruzzioni
flurry	inghjuliatu
flush	scrusciu
flustered	stancu
flute	flauta
fluted	stinnutu
flutter	flutter
fluvial	fluviale
flux	flussu
fly	mosca
flyboy	flyboy
flyer	flyer
flying	vola
flywheel	volanti
foal	puledro
foam	scuma
foaming	sciuma
foamy	spamy
fob	fob
focal	focal
focus	focus
fodder	foraggi
foe	inghjùlia
fog	nebbia
foggy	brumeux
foil	foil
foiled	frustu
fold	doblegà
folded	dove
folder	cartulare
foliage	folla
folio	folio
folk	folk
folklore	u folkloru
follicle	follicle
follicular	follicular
follow	seguitate
follower	seguitore
folly	locu
fond	fond
fondle	accatastallu
fondling	accuminciannu
fondness	prufezia
fondue	fondue
font	font
food	alimentariu
foodie	foodie
fool	stupidu
fooled	imbarcatu
foolhardy	tentativamente
fooling	stupidu
foolish	stupidu
foolishness	stuposa
foolproof	ignifuge
foot	pede
foot stool	taburete per i pezzi
footage	filmatu
football	football
footbridge	passerella
foothold	ind'u locu
footing	pidamentu
footlocker	footlocker
footloose	pezzi
footpath	roccia
footprint	a petra
footwear	calzature
footwork	pratiche
fop	fop
forage	forage
foray	foray
forbearance	paci t'abbandianu
forbid	impedite
forbidding	impediscendu
force	forza
forced	furzatu
forceful	forza
forceps	forceps
forces	forzi
forcibly	forza
ford	ford
fore	prima
forearm	antimi
foreboding	imprudendu
forecast	meteo
forecaster	forecaster
foreclose	foreclose
foreclosure	foreclosure
forefathers	antichi
forefinger	dittatura
forefront	vanguardia
forego	invece
foregoing	supra
foregone	perdiu
foreground	primu pianu
forehead	frunti
foreign	straniera
foreigner	straneru
foreman	capatoghju
foremost	primu postu
forensic	forensic
forensics	forensics
foreplay	pattu prima
forerunner	precunera
foresee	impensee
foreseen	hà previstu
foresight	preghjudiziu
forest	foresta
forestall	annunzià
forethought	u pensamentu
foreveralone	solu per sempre
forevermore	pi sempri
forewarned	impruditu
foreword	Prélude
forfeit	perde
forfeited	si sfalla
forfeiture	perdimentu
forge	furzata
forger	forger
forgery	falsificazione
forget	scurdate
forgetful	forgetful
forgetfulness	scurdà
forgive	pirduna
forgiven	pardunatu
forgiveness	u pirdunu
forgiving	pirduna
forgotten	scurdatu
fork	furcculu
forked	forked
forking	perchè
forklift	carrettaglia
forlorn	forlorn
form	forma
formal	formale
formaldehyde	formaldehyde
formalism	formalismu
formality	a formalità
format	furmatu
formation	furmazione
formative	formative
formed	furmatu
formidable	formidivoli
forming	furmazione
formless	formless
formula	formula
formulary	formulariu
formulate	formule
fornicate	fornicate
fornication	fornication
forsake	abbandunà
forsaken	abbandunatu
forsooth	di trisoru
fort	forte
forte	NO TRANSLATION
forthcoming	avà
forthright	dirittu
forthwith	perchè
fortification	fortificazione
fortify	furtificà
fortitude	fortitude
fortnight	ghjurnale
fortnightly	ogni ghjornu
fortress	fortezza
fortuitous	fortuitous
fortunate	furtunati
fortune	furtuna
fortunes	furtune
forty	quaranta
forum	foru
forward	avanti
forwarding	reenviu
fossil	fossili
fossils	i fossili
foul	foul
found	truvata
foundation	fundamentu
founder	fundatore
founding	fundazioni
foundry	fundazioni
fountain	fontana
four	quattru
fourfold	quattru
foursome	quartetto
fourteen	quattordeci
fourth	quartu
fowl	acelli
fox	fox
foxhole	foxhole
foxtrot	foxtrot
foxy	Foxy
foyer	foyer
fraction	frazzioni
fractional	frazzioni
fracture	frattura
fragile	dilicata
fragility	fragilità
fragment	frammentu
fragmentary	framatura
fragrance	fragranza
fragrant	prufumatu
frail	frail
frailty	fragilità
frame	quadru
framework	marcu
franc	franc
franchise	franchise
frank	frank
frankenstorm	NO TRANSLATION
frankness	francizza
frantic	frantic
frantically	franticamente
frat	frat
fraternal	fraterne
fraternity	fraternità
fraud	fraud
fraudulent	fraudulent
fraught	inzuccaratu
fray	fray
frayed	rutilata
frazzled	frazzled
freak	freak
freaked	afflittu
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	freakish
freakout	freakout
freaky	freaky
freckle	freckle
free	libera
freebie	freebie
freedom	libertà
freehold	libiru
freelance	freelance
freelancer	freelancer
freely	liberamente
freeman	freeman
freestyle	freestyle
freeway	autostrada
freeze	freeze
freezer	u freezer
freezing	iffricamentu
freight	freight
freighter	carguera
french horn	corno francese
frenetic	frenètica
frenzied	frenzied
frenzy	furia
frequency	freccia
frequent	friquenti
frequently	freti
fresco	frescu
fresh	frescu
