Word	sq
eve	prag
evening	mbrëmje
evens	NO TRANSLATION
event	ngjarje
eventful	i rëndësishëm
eventual	përfundimtar
eventuality	rastisje
evergreen	me gjelbërim të përjetshëm
everlasting	i përjetshëm
evermore	gjithmonë
everyday	çdo ditë
everyman	njeri i zakonshëm
evict	dëboj
eviction	dëbim
evidence	dëshmi
evident	i dukshëm
evidentiary	provave
evil	e keqe
evoke	ndjell
evolution	evolucion
evolutionary	evolucionar
evolve	evoluoj
ewe	dele
ex	ish
exacerbate	keqësoj
exacerbation	rëndim
exact	i saktë
exacting	kërkues
exaggerate	ekzagjeroj
exaggerated	i tepruar
exaggeration	ekzagjerim
exalt	lartësoj
exaltation	ekzaltim
exalted	i zgjuar
exam	Provimi
examination	provim
examine	ekzaminoj
examiner	pedagog
example	shembull
exasperated	irrituar
exasperation	zemërim
excavate	gërmoj
excavation	gërmim
excavator	ekskavator
exceed	tejkaloj
exceeding	tejkalon
excel	shquhem
excellence	përsosmëri
excellent	i shkëlqyer
excelsior	tallazh
excepting	me përjashtim të
exception	përjashtim
exceptional	i jashtëzakonshëm
excerpt	fragment
excess	i tepërt
excessive	i tepërt
excessively	tepër
exchange	shkëmbim
excise	akciza
excision	prerje
excitability	excitability
excitable	nervoz
excitation	ngacmim
excite	nxeh
excited	i ngacmuar
excitement	eksitim
exciting	emocionuese
exclaim	thërras
exclamation	thirrje
exclude	përjashtoj
excluded	përjashtuar
excluding	me përjashtim të
exclusion	përjashtim
exclusive	përjashtues
excrement	jashtëqitje
excretion	sekretim
excruciating	torturues
excursion	ekskursion
excuse	justifikim
exec	Exec
execute	zbatoj
execution	ekzekutim
executioner	xhelat
executive	ekzekutiv
executor	përmbarues
exegesis	shpjegim
exemplar	ekzemplar
exemplary	shembullor
exemplify	ilustroj me shembull
exempt	përjashtohen
exemption	përjashtimi
exercise	ushtrim
exert	ushtrojë
exertion	tendosje
exhale	nxjerr
exhaust	shter
exhausted	i rraskapitur
exhaustion	rraskapitje
exhaustive	shterues
exhibit	ekspozitë
exhibition	ekspozitë
exhilarated	i dehur
exhilarating	exhilarating
exhilaration	dehje
exhort	këshilloj
exhortation	nxitje
exhumation	zhvarrosja
exhume	zhvarros
exigent	NO TRANSLATION
exile	mërgim
exist	ekzistoj
existence	ekzistencë
existent	ekzistues
existential	ekzistenciale
existing	ekzistues
exit	dalje
exodus	larfim në masë
exonerate	shkarkues
exorbitant	i tepruar
exorcism	ekzorcizëm
exorcist	ekzorcist
exotic	ekzotike
expand	zgjeroj
expanded	i zgjeruar
expanse	hapësirë
expansion	zgjerim
expansive	i shtrirë
expatriate	emigrant
expect	pres
expectance	pritje
expectancy	pritje
expectant	në pritje
expectation	pritje
expected	i pritur
expecting	duke pritur
expediency	dobi
expedient	i përshtatshëm
expedite	shtyj përpara
expedition	ekspeditë
expeditious	i shpejtë
expel	përjashtoj
expendable	shpenzues
expenditure	shpenzim
expense	shpenzim
expenses	shpenzim
expensive	i shtrenjtë
experience	përvojë
experienced	me përvojë
experiences	eksperienca
experiment	eksperiment
experimental	eksperimental
experimentation	eksperimentimi
experimenter	eksperimentues
expert	ekspert
expertise	ekspertizë
expiration	mbarim
expire	vdes
expired	i skaduar
expiry	skadim
explain	shpjegoj
explanation	shpjegim
explanatory	shpjegues
expletive	pasthirrmë
explication	shtjellim
explicit	i qartë
explode	shpërthej
exploit	shfrytëzoj
exploitation	shfrytëzimi
exploration	eksplorim
exploratory	kërkimor
explore	shqyrtuar
explorer	eksplorues
explosion	shpërthyes
explosions	shpërthime
explosive	eksploziv
expo	expo
exponent	shprehje
exponential	tregues
export	eksport
exportation	eksportim
expose	vë në dukje
exposed	ekspozuar
exposition	ekspozitë
expository	shpjegues
exposure	ekspozim
expound	shpjegoj
express	shpreh
expression	shprehje
expressive	shprehës
expressway	autostradë e shpejtë
expropriation	shpronësim
expulsion	dëbim
exquisite	i hollë
exquisitely	exquisitely
extant	ekzistues
extend	shpreh
extendable	shtyhet
extended	i zgjeruar
extension	zgjerim
extensive	i gjerë
extent	shtrirje
exterior	që vjen nga jashtë
exterminate	shfarosin
extermination	asgjësim
exterminator	shfarosës
external	i jashtëm
externally	jashtë
extinct	i shuar
extinction	zhdukje
extinguish	shuaj
extinguisher	zjarrfikës
extol	lartësoj
extort	shkul
extortion	zhvatje
extra	shtesë
extract	ekstrakt
extracting	nxjerrjen
extraction	ekstraktim
extractor	heqës
extracurricular	jashtë programit
extradition	ekstradim
extrajudicial	jashtëgjyqësore
extramural	jashtë qytetit
extraneous	pa lidhje
extraordinaire	Extraordinaire
extraordinary	i jashtëzakonshëm
extraterrestrial	extraterrestrial
extravagance	teprim
extravagant	i tepruar
extravaganza	veprim pa menduar
extreme	ekstrem
extreme anticipation	parashikim ekstrem
extreme disgust	neveri ekstrem
extreme surprise	surprizë ekstreme
extreme trust	besim ekstrem
extremely	jashtëzakonisht
extremely negative	jashtëzakonisht negative
extremely positive	jashtëzakonisht pozitive
extremity	skaj
extricate	shpëtoj
extrinsic	jokarakteristik
extrusion	nxjerrje
exuberance	bollëk
exude	kulloj
eye	sy
eyeball	kokërdhok
eyebrow	vetull
eyeful	eyeful
eyeglass	syze
eyeglasses	syze
eyelash	qerpik
eyelet	vrima e gjilpërës
eyeliner	eyeliner
eyepiece	syze
eyes	sytë
eyesight	të parë
eyewitness	dëshmitar okular
fab	Fab
fable	legjendë
fabled	legjendar
fabric	pëlhurë
fabricate	shpik
fabricated	i sajuar
fabrication	trillim
fabulous	i shkëlqyer
facade	fasadë
face	fytyrë
faceless	faceless
facet	aspekt
facial	i fytyrës
facile	NO TRANSLATION
facilitate	lehtësoj
facility	objektit
facing	përballet
facsimile	faksimile
fact	fakt
faction	fraksion
factor	faktor
factory	fabrikë
facts	fakte
factual	faktik
faculties	fakultetet
faculty	fakultet
fad	trill
fade	zbehet
faded	i venitur
faeces	feçe
fag	zar
faggot	bythëqirë
fail	dështoj
failing	dështim
failure	dështim
fain	NO TRANSLATION
faint	të fikët
fainting	i dobët
fair	i drejtë
fairly	mjaft
fairness	drejtësi
fairway	rrugë e lirë
fairy	zanash
faith	besim
faithful	besnik
faithfulness	besnikëri
faithless	i pabesë
fake	falso
faker	kusar
falafel	falafel
falcon	skifter
fall	bie
fallacious	i gabuar
fallacy	ide e gabuar
fallback	tërhiqem
fallible	i gabueshëm
falling	rënie
fallopian	fallopian
fallout	bie, deshtoj, bie poshte
fallow	ugar
false	I RREMË
falsehood	falsitet
falsely	në mënyrë të gabuar
falsification	falsifikim
falsified	falsifikuar
falsify	bëj pohime të rreme
falsity	falsitet
falter	belbëzoj
fame	famë
famed	i famshëm
familiar	i njohur
familiarity	intimitet
familiarize	njoh nga afër
family	familje
familytime	Koha e familjes
famine	uri
famished	i uritur
famous	i famshëm
famously	shkëlqyeshëm
fan	tifoz
fanatic	fanatik
fanatical	fanatik
fanaticism	fanatizëm
fanciful	i çuditshëm
fancy	i zbukuruar
fandango	Fandango
fanfare	fanfarë
fang	NO TRANSLATION
fangs	fangs
fanning	Fanning
fantasia	fantazi
fantasize	fantasize
fantastic	fantastik
fantasy	fantazi
faraway	shumë larg
farce	farsë
farcical	absurd
fare	tarifë
farewell	lamtumirë
farm	fermë
farmer	fermer
farmhouse	shtëpi në fermë
farming	bujqësi
farmland	tokë bujqësore
faro	lojë me letra
fart	pordhë
farther	më larg
fascia	tabelë
fascinate	magjeps
fascinated	i hipnotizuar
fascinating	magjepsës
fascination	magjepsje
fascism	fashizëm
fascist	fashist
fashion	mënyrë
fashionable	elegant
fastball	fastball
fasten	kapem
fastener	shul
fastening	fiksim
fasting	agjërimit
fat	yndyrë
fatal	fatal
fatalism	fatalizëm
fatality	fatalitet
fate	fat
fated	i destinuar
fateful	fatal
fathead	budalla
father	baba
fatherhood	atësi
fatherland	atdhe
fatherly	atëror
fathom	kuptoj
fatigue	lodhje
fatigued	i lodhur
fatso	trashaluq
fatten	majm
fatty	i yndyrshëm
faucet	rubinet
fault	faj
faultless	i patëmetë
faulty	me të meta
faun	faun
fauna	faunë
faux	faux
favor	favor
favorable	i favorshëm
favorite	i preferuar
favoriteholiday	NO TRANSLATION
favoritism	favoritizëm
fawn	pjell
fax	faks
faze	NO TRANSLATION
fear	frikë
feared	frikë
fearful	i frikshëm
fearfully	frikshëm
fearing	frika
fearless	i patrembur
fears	frika
fearsome	i frikshëm
feasibility	fizibilitetit
feasible	i mundshëm
feast	banket
feat	feat
feather	pendë
feathered	feathered
feature	tipar
features	karakteristika
febrile	në ethe
fecal	fekal
feces	feces
fecundity	pjellori
fed	ushqyer
federal	Federale
federation	federatë
fedup	fedup
fee	tarifë
feeble	i dobët
feed	ushqim
feedback	reagim
feeder	ushqyes
feel	ndihem
feelgood	FEELGOOD
feeling	ndjenje
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	këmbët
feign	shtirem
feigned	i imagjinuar
feisty	feisty
felicity	lumturi
feline	i familjes së maces
fell	ra
feller	Feller
fellow	shok
fellowship	shoqëri
felon	kriminel
felony	krim
felt	shajak
female	femër
feminine	femëror
femininity	feminitet
feminism	feminizëm
feminist	feminist
femme	NO TRANSLATION
femoral	i femurit
femur	femur
fen	NO TRANSLATION
fence	gardh
fenced	i shmangur
fencing	skermë
fend	qëndroj
fender	parafango
fennel	kopër
ferment	eksitohet
fermentation	fermentim
fern	fier
ferocious	i egër
ferocity	egërsi
ferret	zbuloj
ferry	traget
ferryboat	NO TRANSLATION
fertile	pjellor
fertility	pjellori
fertilize	fekondoj
fertilizer	pleh
fervent	i zjarrtë
fervor	entuziazëm
fess	fess
fest	fest
festival	festival
festive	festiv
fetal	fetal
fetch	shkoj të marr
fete	NO TRANSLATION
fetish	fetish
fetus	fetus
feud	armiqësi
feudal	feudal
feudalism	feudalizëm
fever	ethe
feverish	me temperaturë
fiancee	NO TRANSLATION
fiasco	fiasko
fiat	urdhëresë
fib	goditje
fiber	fibër
fiberglass	tekstil me fije qelqi
fibrosis	fibrozë
fibrous	fijor
fickle	i ndryshueshëm
fiction	trillim
fictional	imagjinar
fictitious	fiktiv
fiddle	violinë
fiddler	violinist
fidelity	besnikëri
fidgety	nervoz
fiduciary	tutor
field	fushë
field hockey	fusha hokej
fielder	Fielder
fiend	dreq
fiendish	djallëzor
fierce	i egër
fiery	i zjarrtë
fiesta	festë
fiesty	NO TRANSLATION
fifteen	pesëmbëdhjetë
fifty	pesëdhjetë
fig	fik
fight	përleshje
fighter	luftëtar
fighting	luftimet
fights	Lufton
figment	pjellë e imagjinatës
figurative	figurativ
figure	figurë
figurine	figurinë
filament	filament
filamentous	fijezor
file	skedar
filet	fileto
filibuster	pirat
filigree	filigran
filing	paraqitjen
filings	tallash metali
fill	mbush
filler	mbushës
fillet	fileto
filling	mbushje
filly	vajzë e hedhur
film	film
filmmaker	prodhues filmash
filmy	NO TRANSLATION
filter	filtër
filth	ndyrësi
filthy	i ndyrë
filtration	filtrim
fin	NO TRANSLATION
final	përfundimtar
finale	finale
finalist	finalist
finality	mbarim
finalize	përfundoj
finalized	finalizuar
finally	më në fund
finance	financë
financial	financiar
financier	financier
finch	trishtil
find	Gjej
finder	gjetës
finding	zbulim
fine	gjobë
finery	stolira
finesse	finesë
finger	gisht
fingernail	thua
fingerprint	gjurmë gishtash
fingerscrossed	NO TRANSLATION
finish	finish
finished	i përfunduar
finite	i caktuar
fink	grevëthyes
fir	bredh
fire	zjarr
firearm	armë zjarri
firearms	armëve të zjarrit
fireball	Fireball
firecracker	firecracker
firefight	përleshje me armë
firefighter	zjarrfikës
firefly	Firefly
firehouse	Firehouse
firelight	Firelight
fireman	zjarrfikës
fireplace	fireplace
firepower	firepower
fireproof	Fireproof
fireside	Fireside
firestorm	stuhi
firewall	firewall
firewood	dru zjarri
firework	firework
fireworks	fishekzjarr
firing	qitje
firm	firmë
firmament	kupë qiellore
firmly	në mënyrë të vendosur
firmness	qëndrueshmëri
first	i parë
firstborn	parëlinduri
firstworldprobs	NO TRANSLATION
fiscal	fiskal
fish	peshk
fisherman	peshkatar
fishery	peshkim
fishing	peshkimi
fishing boat	varke peshkimi
fishy	si peshk
fissile	i zbërthyeshëm
fission	ndarje
fissure	çarje
fist	grusht
fistfight	përleshje fizike
fistful	një dorë
fistula	gyp
fit	i aftë
fitness	durim
fits	fits
fitted	i pajisur
fitting	montim
fittings	pajisje
five	pesë
fiver	pesësterlinëshe
fix	fix
fixable	i ndreqshëm
fixation	fiksim
fixed	fiks
fixer	fiksues
fixture	instalime
fixtures	ndeshjeve
fizz	vërshëllen
fjord	fiord
flabbergast	mahnis
flabbergasted	i befasuar
flabby	i butë
flaccid	i dobët
flag	flamur
flagging	i lodhur
flagpole	shtizë flamuri
flagrant	flagrant
flagship	produkti më i shitshëm
flagstaff	shtizë flamuri
flair	dhunti
flak	kritikë e ashpër
flake	shtresë
flaky	i krisur
flamboyant	pompoz
flame	flakë
flamethrower	Flamethrower
flaming	flakërues
flamingo	zog flamingo
flammable	i djegshëm
flan	tortë
flange	fllanxhë
flank	krah
flanked	rrethuar
flanking	flanking
flannel	fanellë
flap	përplasje
flapping	flapping
flare	shpërthim
flares	fishekzjarre
flaring	që bie në sy
flash	flash
flashback	kthim mbrapa
flashing	ndezje
flashlight	dritë sinjalizimi
flashy	i çastit
flask	balonë
flat	i sheshtë
flatbed	flatbed
flatfoot	shputë e rrafshët
flatness	mërzi
flatten	shkatërroj
flatter	ka hije
flattered	qejfi
flattering	miklues
flattery	lajka
flatulence	fryrje
flaunt	lë pas dore
flavor	aromë
flaw	e metë
flawed	me të meta
flawless	i përsosur
flea	plesht
fleabag	Fleabag
fled	iku
flee	ikin
fleece	qeth
fleet	flotë
fleeting	i rrufeshëm
flesh	mish
fleshy	me mish
flex	përkul
flexibility	lakueshmëri
flexible	elastik
flexin	Flexin
flexion	përkulje
flick	lëvizje e lehtë
flicker	rrah
flickering	dridhje
flier	aviator
flight	fluturim
flighty	me trille
flimsy	joserioz
flinch	dridhem
fling	hallakatje
flint	strall
flip	rrokullisje
flip flop	rrokullisje
flipper	dorë
flipping	Flipping
flirt	flirtoj
flirtation	flirt
flirting	flirtim
flirty	koket
float	shket
floater	sigurim
flock	tufë
flog	shes
flood	përmbytje
floor	kat
flooring	parket
floozy	femër e përdalë
flop	dështim
floppy	dembel
flora	flora
floral	me lule
florist	luleshitës
floss	pastroj dhëmbët me pe
flotation	notim
flounder	ngec
flour	Miell
flourish	lulëzoj
flow	rrjedhë
flower	lule
flowering	lulëzim
flowers	lule
flowery	me lule
flows	rrjedh
flu	grip
fluctuate	luhatet
fluctuating	luhatshme
fluctuation	luhatje
flue	push
fluency	rrjedhshmëri
fluent	i rrjedhshëm
fluff	push
fluffy	me gëzof
fluid	lëng
fluidity	rrjedhshmëri
fluke	pikë për shans
flunk	flunk
flunky	lajkatar
fluorescence	ndriçim fluoreshent
fluorescent	fluoreshent
flurries	Shkulmet
flurry	stuhi
flush	turret
flustered	i shqetësuar
flute	flaut
fluted	melodik
flutter	vibrim
fluvial	lumor
flux	dyndje
fly	fluturoj
flyboy	Flyboy
flyer	sprovë
flying	fluturues
flywheel	volant
foal	kërriç
foam	shkumë
foaming	shkumës
foamy	i mbuluar me shkumë
fob	medalion
focal	kryesor
focus	fokus
fodder	foragjere
foe	armik
fog	mjegull
foggy	i errët
foil	fletë metalike
foiled	prishur
fold	dele
folded	palosur
folder	dosje
foliage	gjeth
folio	faqe dorëshkrimi
folk	folklorik
folklore	folklor
follicle	fshikëz
follicular	si qeskë
follow	ndjek
follower	pasues
folly	marrëzi
fond	i dashur
fondle	ledhatoj
fondling	përkëdhelje
fondness	dashuri
fondue	Fondue
font	burim
food	ushqim
foodie	Foodie
fool	budalla
fooled	mashtrohen
foolhardy	i dalldisur
fooling	bëra shaka
foolish	i pamend
foolishness	marrëzi
foolproof	i pagabueshëm
foot	këmbë
foot stool	kokë këmbë
footage	varg figurash
football	futboll
footbridge	urë këmbësorësh
foothold	pikëmbështetje
footing	pikëmbështetje
footlocker	footlocker
footloose	i lirë
footpath	shteg
footprint	gjurmë
footwear	këpucë
footwork	lëvizjet e këmbëve
fop	kokëbosh
forage	tagji
foray	bastisje
forbearance	vetëpërmbajtje
forbid	ndaloj
forbidding	ndaluar
force	forcë
forced	i detyruar
forceful	i fortë
forceps	pincë
forces	forcat
forcibly	me forcë
ford	va
fore	ballë
forearm	parakrah
foreboding	parandjenjë
forecast	parashikim
forecaster	analist
foreclose	përjashtoj
foreclosure	foreclosure
forefathers	paraardhësit
forefinger	gisht tregues
forefront	ballë
forego	heq dorë nga
foregoing	paraprirës
foregone	i pashmangshëm
foreground	i prioritetit
forehead	ballë
foreign	i huaj
foreigner	i huaj
foreman	kryetar i jurisë
foremost	kryesor
forensic	mjeko-ligjor
forensics	mjeko-ligjore
foreplay	Puthja
forerunner	paraardhës
foresee	parashikoj
foreseen	parashikuar
foresight	largpamësi
forest	pyll
forestall	parandaloj
forethought	maturi
foreveralone	foreveralone
forevermore	përgjithmonë
forewarned	forewarned
foreword	parathënie libri
forfeit	humb
forfeited	konfiskohet
forfeiture	konfiskim
forge	krijoj
forger	falsifikues
forgery	falsifikim
forget	harroj
forgetful	harraq
forgetfulness	harresë
forgive	fal
forgiven	i falur
forgiveness	falje
forgiving	që fal
forgotten	harruar
fork	pirun
forked	si pirun
forking	forking
forklift	Forklift
forlorn	i mjerë
form	formë
formal	formal
formaldehyde	formaldehyde
formalism	formalizëm
formality	formalitet
format	format
formation	formacion
formative	formues
formed	formuar
formidable	i frikshëm
forming	formim
formless	i çrregullt
formula	formulë
formulary	formularit
formulate	formuloj
fornicate	kurvërohen
fornication	kurvërim
forsake	braktis
forsaken	i braktisur
forsooth	njëmend
fort	fortesë
forte	NO TRANSLATION
forthcoming	i ardhshëm
forthright	i hapur
forthwith	menjëherë
fortification	fortifikim
fortify	pasuroj
fortitude	qëndresë
fortnight	dyjavor
fortnightly	dyjavor
fortress	kala
fortuitous	i rastësishëm
fortunate	me fat
fortune	pasuri
fortunes	fati
forty	dyzetë
forum	Forum
forward	përpara
forwarding	forwarding
fossil	fosil
fossils	fosilet
foul	faull
found	gjetur
foundation	themel
founder	themelues
founding	themelues
foundry	shkritore
fountain	Burim
four	katër
fourfold	katërfish
foursome	foursome
fourteen	katërmbëdhjetë
fourth	i katërt
fowl	pulë
fox	dhelpër
foxhole	strofull
foxtrot	fokstrot
foxy	dhelparak
foyer	holl
fraction	fraksion
fractional	i pjesshëm
fracture	thyerje
fragile	i brishtë
fragility	brishtësi
fragment	fragment
fragmentary	fragmentar
fragrance	aromë
fragrant	aromatik
frail	i brishtë
frailty	dobësi
frame	kornizë
framework	strukturë
franc	frang
franchise	ekskluzivitet
frank	i sinqertë
frankenstorm	NO TRANSLATION
frankness	sinqeritet
frantic	i tërbuar
frantically	çmendurisht
frat	Frat
fraternal	vëllazëror
fraternity	vëllazëri
fraud	mashtrim
fraudulent	mashtrues
fraught	i mbushur
fray	tensionohet
frayed	i nevrikosur
frazzled	i rraskapitur
freak	fanatik
freaked	freaked
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	tekanjoz
freakout	tmerrohesh
freaky	freaky
freckle	mbushet me prenka
free	falas
freebie	freebie
freedom	liri
freehold	Freehold
freelance	i pavarur
freelancer	freelancer
freely	lirisht
freeman	njeri i lirë
freestyle	stil i lirë
freeway	autostradë pa pagesë
