Word	sv
forecaster	prognosmakare
foreclose	utestänga
foreclosure	avskärmning
forefathers	förfäder
forefinger	pekfinger
forefront	förgrunden
forego	avstå från
foregoing	föregående
foregone	uteblivna
foreground	förgrund
forehead	panna
foreign	utländsk
foreigner	utlänning
foreman	förman
foremost	främst
forensic	forensic
forensics	kriminalteknik
foreplay	förspel
forerunner	föregångare
foresee	förutse
foreseen	planerade
foresight	framsynthet
forest	skog
forestall	förebygga
forethought	förtänksamhet
foreveralone	för evigt ensam
forevermore	evigt
forewarned	förvarnade
foreword	förord
forfeit	förverka
forfeited	förverkade
forfeiture	förverkande
forge	förfalska
forger	förfalskare
forgery	förfalskning
forget	glömma
forgetful	glömsk
forgetfulness	glömska
forgive	förlåta
forgiven	förlåtna
forgiveness	förlåtelse
forgiving	förlåtande
forgotten	glömt
fork	gaffel
forked	kluven
forking	forking
forklift	gaffeltruck
forlorn	övergiven
form	form
formal	formell
formaldehyde	formaldehyd
formalism	formalism
formality	formalitet
format	formatera
formation	bildning
formative	formande
formed	bildad
formidable	formidabel
forming	formning
formless	formlös
formula	formel
formulary	Formulary
formulate	formulera
fornicate	bedriva otukt
fornication	otukt
forsake	överge
forsaken	övergiven
forsooth	forsooth
fort	fort
forte	NO TRANSLATION
forthcoming	kommande
forthright	rättframt
forthwith	genast
fortification	befästning
fortify	befästa
fortitude	mod
fortnight	två veckor
fortnightly	var fjortonde dag
fortress	fästning
fortuitous	tillfällig
fortunate	lyckligt lottad
fortune	förmögenhet
fortunes	öde
forty	fyrtio
forum	forum
forward	fram-
forwarding	spedition
fossil	fossil
fossils	fossil
foul	ojust spel
found	hittades
foundation	fundament
founder	grundare
founding	grundande
foundry	gjuteri
fountain	fontän
four	fyra
fourfold	fyrfaldig
foursome	foursome
fourteen	fjorton
fourth	fjärde
fowl	fjäderfä
fox	räv
foxhole	foxhole
foxtrot	foxtrot
foxy	rävaktig
foyer	foyer
fraction	fraktion
fractional	fraktionerad
fracture	fraktur
fragile	ömtålig
fragility	bräcklighet
fragment	fragment
fragmentary	ofullständig
fragrance	doft
fragrant	doftande
frail	bräcklig
frailty	svaghet
frame	ram
framework	ramverk
franc	franc
franchise	franchise
frank	frank
frankenstorm	NO TRANSLATION
frankness	uppriktighet
frantic	utom sig
frantically	bläddrande
frat	frat
fraternal	broderlig
fraternity	broderskap
fraud	bedrägeri
fraudulent	bedräglig
fraught	fylld
fray	fransa sig
frayed	fransig
frazzled	frazzled
freak	freak
freaked	freaked
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	underlig
freakout	flippa ur
freaky	galen
freckle	fräkne
free	fri
freebie	gratisgrunka
freedom	frihet
freehold	äganderätt
freelance	frilans
freelancer	frilansare
freely	fritt
freeman	fri man
freestyle	freestyle
freeway	motorväg
freeze	frysa
freezer	frys
freezing	frysning
freight	frakt
freighter	fraktfartyg
french horn	valthorn
frenetic	frenetisk
frenzied	frenetisk
frenzy	frenesi
frequency	frekvens
frequent	frekvent
frequently	ofta
fresco	fresk
fresh	färsk
freshair	NO TRANSLATION
freshen	friska
freshener	freshener
freshman	förstaårselev
freshness	friskhet
freshstart	nystart
freshwater	sötvatten
fret	band
fretful	retlig
friar	tiggarmunk
fricking	fricking
friction	friktion
friday	fredag
fridge	kylskåp
fried	stekt
friend	vän
friendless	utan vänner
friendliness	vänlighet
friendly	vänlig
friends	vänner
friendship	vänskap
frigate	fregatt
friggen	NO TRANSLATION
fright	skrämsel
frighten	skrämma
frightened	skrämd
frightening	skrämmande
frightful	förskräcklig
frigid	kylig
fringe	frans
fringed	fransad
frisbee	frisbee
frisk	NO TRANSLATION
frisky	yster
frivolous	lättsinnig
frock	klänning
frog	groda
froggy	froggy
frolic	upptåg
front	främre
frontage	fasad
frontal	frontal
frontier	gräns
fronting	fronting
frontispiece	frontispiece
frost	Frost
frostbite	förfrysning
frosted	matt
frosting	glasyr
frosty	frostig
froth	skum
frothy	skummande
frown	rynka pannan
frowning	rynkar
frozen	frysta
frugal	sparsam
fruit	frukt
fruit punch	saft
fruitcake	fruktkaka
fruitful	givande
fruition	förverkligande
fruitless	fruktlös
fruits	frukt
fruity	fruktig
frustrate	omintetgöra
frustrated	frustrerad
frustrates	omintetgör
frustrating	frustrerande
frustration	frustration
fry	steka
fryer	fritös
fuchsia	fuchsia
fuck	knulla
fuckedoff	fuckedoff
fucker	fucker
fucking	jävla
fuckoff	fuckoff
fucksake	fucksake
fucktard	Fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	bränsle
fugitive	flykting
fulcrum	stödjepunkt
fulfill	uppfylla
fulfilled	uppfyllda
fulfilling	uppfylla
fulfillment	uppfyllelse
full	full
fullback	fullback
fullness	fullhet
fully	fullt
fulsome	överdrivna
fumble	fumla
fume	rök
fumigation	desinfektion
fumin	NO TRANSLATION
fuming	rykande
fun	roligt
function	fungera
functional	funktionell
fund	fond
fundamental	grundläggande
fundamentalist	fundamentalist
fundamentally	fundamentalt
funday	rolig dag
funding	finansiering
fundraiser	välgörenhetsgala
fundraising	insamlingar
funds	medel
funeral	begravning
fungus	svamp
funk	funk
funky	stinkande
funnel	tratt
funny	rolig
fur	päls
furious	rasande
furiously	ursinnigt
furlong	furlong
furlough	permission
furnace	ugn
furnish	lämna
furnishings	inredning
furniture	möbel
furor	furor
furrow	fåra
furry	hårig
furtherance	främjande
fury	raseri
fuse	säkring
fuselage	flygkroppen
fusion	fusion
fuss	väsen
fussy	kinkig
fustrated	NO TRANSLATION
futile	meningslös
futility	meningslöshet
futon	futon
future	framtida
fuzz	ludd
fuzzy	suddig
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	grej
gaff	gaffel
gag	gag
gaga	gaggig
gage	tolk
gaggle	snattra
gahhh	NO TRANSLATION
gaiety	glädje
gain	få
gainful	förvärvs
gaining	få
gait	gång
gal	tjej
gala	gala
galactic	galaktisk
galaxy	galax
gale	storm
gall	galla
gallant	galant
gallantry	galanteri
gallbladder	gallblåsan
galled	hopskäming
gallery	Galleri
galley	pentry
gallon	gallon
gallop	galopp
galloping	galopperande
gallows	galge
galore	i överflöd
galvanic	galvanisk
gamble	spela
gambler	spelare
gambling	spelande
game	spel
gameday	spel dag
gametime	speltid
gaming	gaming
gamma	gamma
gammon	humbug
gamut	gamut
gander	gåskarl
gang	gäng
gangland	gangland
gangrene	gangrän
gangster	gangster
gangway	landgång
gaol	fängelse
gap	gap
gape	gapa
gaping	gapande
garage	garage
garb	dräkt
garbage	sopor
garbled	förvrängd
garden	trädgård
gardener	trädgårdsmästare
gardening	trädgårdsarbete
gardens	trädgårdar
gargle	gurgla
gargoyle	person med groteskt ansikte
garish	skrikig
garlic	vitlök
garment	plagg
garner	garner
garnet	granat
garnish	garnering
garrison	garnison
garter	strumpeband
gas	gas
gaseous	gasformig
gash	jack
gasification	förgasning
gasket	packning
gasoline	bensin
gasp	flämtning
gasping	kippar
gassy	gasfyllda
gastric	mag-
gastronomy	gastronomi
gate	Port
gatekeeper	portvakt
gateway	inkörsport
gather	samla
gatherer	samlare
gathering	sammankomst
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	grann
gauge	mätare
gauging	mätning
gaunt	mager
gauntlet	gatlopp
gauze	flor
gavel	klubban
gawk	gawk
gay	Gay
gaze	blick
gazebo	lusthus
gazelle	gasell
gazette	officiell tidning
gazetteer	gazetteer
gazillion	gazillion
gazing	gazing
gear	redskap
geek	nörd
geeky	nördig
geez	Herregud
geezer	geezer
geisha	geisha
gel	gel
gelatin	gelatin
geld	NO TRANSLATION
gelding	valack
gem	pärla
gemini	tvillingarna
gender	kön
genealogy	genealogi
general	allmän
generality	genera
generalization	generalisering
generally	allmänt
generate	generera
generation	generation
generative	generativ
generator	generator
generic	generisk
generosity	generositet
generous	generös
genesis	uppkomst
genetic	genetisk
genetics	genetik
genial	gemytlig
genie	ande
genital	genital
genitalia	genitalier
genius	geni
genocide	folkmord
genome	genomet
genre	genre
gent	gent
genteel	elegans
gentile	hedning
gentle	mild
gentleman	herre
gentlemanly	gentlemanly
gentleness	mildhet
gently	försiktigt
gentry	herrskap
genuine	äkta
genus	släkte
geographic	geografisk
geographical	geografisk
geography	geografi
geological	geologisk
geologist	geolog
geology	geologi
geometric	geometrisk
geometry	geometri
geranium	geranium
gerbil	gerbil
geriatric	geriatrisk
germ	bakterie
german	tysk
germane	germane
germinate	gro
germination	groning
germs	bakterier
gestation	dräktighet
gesture	gest
get	skaffa sig
getaway	flykt
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	gå upp
getyourown	Skaffa din egen
ghastly	ghastly
ghetto	getto
ghost	spöke
ghostly	spöklik
ghoul	ond ande
giant	jätte
gibberish	rotvälska
giddy	yr
gift	gåva
gifted	begåvad
gifts	gåvor
gig	spelning
gigantic	gigantisk
giggle	fnissa
giggles	giggles
giggling	fnittrande
gigolo	gigolo
gilded	förgyllda
gill	gill
gills	gälar
gilt	förgylld
gimmick	gimmick
gimp	gimp
gin	gin
ginger	ingefära
gingerbread	pepparkaka
gingerly	försiktigt
ginseng	ginseng
giraffe	giraff
girder	balk
girdle	gördel
girl	flicka
girlfriend	flickvän
girlie	tös
girlish	flickaktiga
girly	flickaktigt
girth	omkrets
gist	kontentan
give	ge
giveaway	ge bort
giver	NO TRANSLATION
giving	ger
gizmo	manick
gizzard	muskelmage
glabrous	kal
glacial	glacial-
glacier	glaciär
glad	glad
glade	glänta
gladiator	gladiator
gladness	glädje
glamorous	glamorös
glamour	glamour
glance	blick
gland	körtel
glare	lysa skarpt
glaring	bländande
glass	glas
glasses	glasögon
glassware	glas
glaucoma	glaukom
glaze	glasyr
glazed	glaserad
gleam	glimt
gleaming	glimmande
glean	glean
glee	glädje
gleeful	munter
glen	dalgång
glib	glib
glide	glida
glider	segelflygplan
glimmer	glimma
glimpse	glimt
glint	glimt
glisten	glittra
glitch	tekniskt fel
glitter	glitter
glittering	glittrande
gloat	glo
global	global
globe	klot
globular	klotformig
gloom	dysterhet
gloomy	dyster
glorification	förhärligande
glorified	förhärligad
glorify	förhärliga
glorious	härlig
glory	ära
gloss	glans
glossary	ordlista
glossy	glansig
glove	handske
gloves	handskar
glow	glöd
glowing	lysande
glucose	glukos
glue	lim
glum	dyster
glut	glut
gluten	gluten
glutton	frossare
gluttony	frosseri
glycerin	glycerin
gnat	knott
gnome	gnome
go	gå
goal	mål
goalie	målvakt
goals	mål
goat	get
goatee	pipskägg
gob	gob
gobble	sluka
goblet	bägare
goblin	troll
god	Gud
godbless	NO TRANSLATION
goddamn	helvete
goddamned	jävla
goddess	gudinna
godfather	gudfader
godforsaken	gudsförgäten
godisgood	Gud är god
godisgreat	NO TRANSLATION
godless	gudlös
godlike	gudalik
godly	gudfruktig
godmother	gudmor
godsend	gudagåva
godson	gudson
gofuckyourself	gofuckyourself
goggle	glasögonen
goggles	glasögon
gold	guld-
golden	gyllene
goldfish	guldfisk
golf	golf
golfer	golfspelare
golfing	golf
gondola	gondol
gone	borta
goner	goner
gong	NO TRANSLATION
gonorrhea	gonorrhea
goo	gegga
goober	jordnöt
good	Bra
goodbye	adjö
goodday	NO TRANSLATION
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	goodie
goodies	godsaker
goodlife	bra liv
goodly	ansenlig
goodmood	NO TRANSLATION
goodmorning	god morgon
goodmusic	bra musik
goodness	godhet
goodnews	goda nyheter
goods	varor
goodtimes	härliga tider
goodvibes	NO TRANSLATION
goodwill	goodwill
goody	karamell
gooey	sliskig
goof	goof
goofball	goofball
goofy	fånig
goon	Fortsätt
gooood	gooood
goop	goop
goose	gås
gopher	gopher
gore	levrat blod
gorge	klyfta
gorgeous	underbar
gorilla	gorilla
gory	blodig
gospel	evangelium
gossip	skvaller
gothic	gotiska
gouge	trycka ut
goulash	gulasch
gourd	kalebass
gourmet	gourmet
gout	gikt
govern	styra
governess	guvernant
governing	styrande
government	regering
governmental	statliga
governor	guvernör
gown	klänning
grab	hugg
grace	nåd
graceful	graciös
gracias	NO TRANSLATION
gracious	nådig
graciously	älskvärt
grad	NO TRANSLATION
gradation	gradering
grade	kvalitet
graded	graderade
grader	grader
grades	betyg
gradient	lutning
gradschool	NO TRANSLATION
gradual	gradvis
gradually	gradvis
graduate	examen
graduation	gradering
graffiti	graffiti
graft	ympa
grail	graal
grain	spannmål
gram	gram
grammar	grammatik
grand	stor
grand theft auto	grand theft auto
grandchild	barnbarn
grandchildren	barnbarn
granddad	farfar
granddaddy	morfar
granddaughter	barnbarn
grandeur	prakt
grandfather	farfar
grandiose	grandios
grandma	mormor
grandmother	mormor
grandpa	morfar
grandson	barnbarn
grandstand	läktare
grange	grange
granite	granit
granny	farmor
granola	granola
grant	bevilja
granted	beviljats
grantee	grantee
grantor	överlåtaren
granular	grynig
granule	granul
grape	druva
grape juice	druvjuice
grapefruit	grapefrukt
grapes	vindruvor
grapevine	vinranka
graph	Graf
graphic	grafisk
graphics	grafik
graphite	grafit
grapple	brottas
grappling	grappling
grasp	grepp
grasping	gripande
grass	gräs
grasshopper	gräshoppa
grassy	gräs-
grate	galler
grated	riven
grateful	tacksam
gratification	tillfredsställelse
gratified	gratified
gratify	gratify
gratifying	glädjande
grating	galler
gratis	NO TRANSLATION
gratitude	tacksamhet
gratuitous	gratuitous
gratuity	dricks
grave	grav
gravel	grus
graver	NO TRANSLATION
graveyard	kyrkogård
gravitate	gravitera
gravitation	gravitation
gravitational	gravitations
gravity	allvar
gravy	sås
gray	grå
graze	beta
grease	fett
greased	smord
greaser	greaser
greasy	oljig
great	bra
great anticipation	stor förväntan
great aunt	gammelfaster
great disgust	stor avsky
great grandfather	farfar
great grandma	gammelmormor
great grandmother	gammelmormor
great grandpa	gammelfarfar
great surprise	stor överraskning
great trust	stor förtroende
great uncle	stor farbror
greatday	NO TRANSLATION
greater	större
greatest	störst
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	mycket
greatly negative	väldigt negativ
greatly positive	mycket positivt
greatness	storhet
greatnight	NO TRANSLATION
greed	girighet
greedy	girig
green	grön
green bean	grön böna
green pepper	grön peppar
green snake	grön orm
greenhouse	växthus
greenish	grönaktig
greenwood	greenwood
greet	hälsa
greeted	hälsade
greeting	hälsning
gregarious	sällskaplig
grenade	granat
grey	grå
greyhound	vinthund
grid	rutnät
gridiron	halster
grief	sorg
grievance	klagomål
grieve	sörja
grieved	sörjde
grieving	sörjande
grievous	svår
griffin	grip
grill	grill
grille	grill
grilled	grillad
grim	bister
grime	smuts
grimy	grimy
grin	flin
grind	slipa
grinder	kvarn
grinding	slipning
grindstone	slipsten
gringo	gringo
grip	grepp
gripe	gnälla
grisly	hemsk
grist	mäld
grit	grus
grits	gröpe
gritty	grynig
grizzly	grizzly
groan	stön
grocer	specerihandlare
groceries	specerier
grocery	matvaror
groggy	ostadig
groin	ljumske
groom	brudgum
groove	räffla
groovy	häftig
grope	famla
gross	brutto
grotesque	grotesk
grotto	grotta
grouch	surpuppa
grouchy	vresig
ground	jord
grounded	grundad
groundhog	groundhog
grounding	grundstötning
groundless	grundlös
grounds	grunder
groundwork	grunden
group	grupp
groupie	groupie
grouping	gruppering
grouse	ripa
grout	puts
grove	lund
grovel	kräla
grow	växa
growl	morra
growling	morrande
growls	morr
grownup	vuxen
growth	tillväxt
growthefuckup	growthefuckup
grr	grr
grrr	grrr
grrrrr	grrrrr
grub	röja
grubby	grubby
grudge	agg
grudging	missunnsam
grudgingly	motvilligt
gruel	välling
grueling	ansträngande
gruesome	hemsk
gruff	barsk
grumble	klaga
grump	grump
grumpy	vresig
grunt	grymta
grunting	grunting
guacamole	guacamole
guano	guano
guarantee	garanti
guaranty	garanti
guard	vakt
guarded	bevakad
guardhouse	vakt hus
guardian	väktare
guardianship	förmynderskap
guards	vakter
gubernatorial	guvernörs-
guerilla	gerilla-
guerrilla	gerilla-
guess	gissa
guesser	guesser
guesswork	gissningar
guest	gäst
guesthouse	gästhus
guidance	vägledning
guide	guide
guidebook	guidebok
guidelines	riktlinjer
guiding	styrning
guild	gille
guile	svek
guillotine	giljotin
guilt	skuld
guilty	skyldig
guinea	guinea
guise	sken
guitar	gitarr
guitarist	gitarrist
gules	gules
gulf	golf
gull	mås
gullet	matstrupe
gullible	godtrogen
gully	ravin
gulp	klunk
gum	gummi
gumbo	gumbo
gummy	klibbig
gumption	gumption
gun	pistol
gunboat	kanonbåt
gunfight	eldstrid
gunfighter	gunfighter
gunfire	skottlossning
gunk	gunk
gunman	gunman
gunmen	beväpnade män
gunner	artillerist
gunnery	gunnery
gunplay	gunplay
gunpoint	pistolhot
gunpowder	krut
gunshot	skott
gunslinger	gunslinger
gurney	brits
guru	guru
gush	välla
gusher	gusher
gusset	kil
gust	vindil
gusto	NO TRANSLATION
gusty	byig
gut	mage
gutless	feg
guts	tarmar
gutsy	gutsy
gutter	ränna
guy	kille
guzzler	guzzler
guzzling	guzzling
gym	Gym
gymnasium	gymnasium
gymnast	gymnast
gymnastic	gymnastiska
gymnastics	gymnastik
gynecologist	gynekolog
gynecology	gynekologi
gypsy	zigenare
gyroscope	gyroskop
habit	vana
habitat	livsmiljö
habitation	boning
habitual	vanlig
habitually	vanligtvis
hacienda	hacienda
hack	hacka
hacker	hacker
hacksaw	bågfil
hadenough	NO TRANSLATION
hag	hagga
haggard	tärd
haggle	pruta
haiku	haiku
hail	hagel
hair	hår
hairball	hairball
hairbrush	hårborste
haircut	frisyr
hairdo	frisyr
hairdresser	frisör
hairdryer	hårtork
hairless	hårlös
hairline	hårfäste
hairpin	hårnål
hairspray	hårspray
hairstyle	frisyr
hairy	hårig
hale	frisk
half	halv
half dollar	halv dollar
halfback	HALVBACK
halftime	halvtid
halfway	halvvägs
halibut	hälleflundra
hall	hall
hallelujah	halleluja
hallmark	kännemärke
hallowed	helgat
hallucination	hallucination
hallway	hall
halo	halo
halt	stanna
halter	grimma
halting	halting
halve	halvera
halving	halvering
ham	skinka
hamburger	hamburgare
hamlet	liten by
hammer	hammare
hammerhead	hammarhaj
hammering	hamring
hammock	hängmatta
hamper	korg
hamster	hamster
hamstring	knäsena
hand	hand
handbag	handväska
handball	handboll
handbook	handbok
handcuff	handbojor
handful	näve
handgun	handeldvapen
handheld	handhållen
