Word	az
doctrinal	doktrina
doctrine	Doktrina
document	sənəd
documentary	sənədli
documentation	sənədlər
documents	sənədlər
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	təhlükəli
dodo	dodo
doe	doe
doer	Deyirlər
dog	it
dogface	dogface
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	dogmatik
dogsick	NO TRANSLATION
doings	əməllər
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	kukla
dollar	dollar
dollhouse	bebek evi
dolor	NO TRANSLATION
dolphin	Yunus
domain	domain
dome	kubbe
domestic	daxili
domesticated	evlənmişdir
domestication	evlənmə
domicile	domicile
domiciled	daşınmaz
dominance	hakimiyyət
dominant	dominant
dominate	hakim
dominating	hakim
domination	hökmranlıq
dominatrix	dominatrix
dominion	hakimiyyət
domino	domino
don	don
donate	bağışla
donation	hədiyyə
donkey	eşşək
donor	donor
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	qiyamət
doomed	məhkum oldum
doomsday	qiyamət günü
door	qapı
doorbell	qapı zərbəsi
doorknob	dükkan
doorman	qapıçı
doormat	qapılar
doornail	doornail
doorstep	qapılar
doorway	qapılar
dopamine	dopamin
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	yataqxana
dormant	hərəkətsiz
dormitory	yataqxana
dorsal	dorsal
dosage	dozası
dose	doza
dossier	fayl
dot	nöqtə
doting	dotinq
dotted	nöqtə
dotty	dotty
double	ikiqat
doubled	ikiqat oldu
doublet	ikiqat
doubling	ikiqat
doubt	Şübhə
doubtful	Şübhəli
doubting	şübhə doğurur
doubtless	şübhəsizdir
doubts	şübhələr
douche	duş
douchebags	douchebags
dough	xəmir
doughboy	doughboy
doughnut	donut
dour	dır
douse	dəbdədir
dove	göyərçin
down	aşağı
downcast	aşağı
downer	aşağı
downfall	düşmə
downfield	downfield
downhearted	xəyanət etdi
downhill	yoxsulluq
download	yükləyin
downpour	yağış
downright	dürüst
downriver	aşağı
downside	aşağı
downtime	aşağı vaxt
downward	aşağı
downy	pəri
dowry	çayır
doze	doze
dozen	düzəldir
drab	drab
draft	layihə
drafty	hazırlamaq
drag	sürükleyin
dragon	dragon
dragonfly	cızırtılı
drain	drenaj
drainage	drenaj
drained	drained
draining	draining
drainpipe	drainpipe
drake	drake
drama	Drama
dramaqueen	NO TRANSLATION
dramatic	dramatik
drape	örtük
drapery	drapery
drastic	kəskin
drat	NO TRANSLATION
draught	layihə
draw	çəkmək
drawback	qüsur
drawbridge	çəkiliş
drawer	çekmece
drawers	çekmece
drawing	rəsm
dread	qorxu
dreaded	dəhşətli
dreadful	qorxunc
dreadfully	dəhşətli
dreading	dreading
dream	yuxu
dreamboat	yuxu qayəsi
dreamer	xəyalçı
dreaming	xəyal
dreamland	dreamland
dreams	xəyallar
dreamt	xəyal
dreamy	xəyalpərəst
dreary	dəhşətli
dredge	qaralama
drenched	süzülmüşdür
dress	paltar
dresser	paltar
dressmaker	dressmaker
dressy	paltarlı
dribble	NO TRANSLATION
dried	qurudulmuş
drier	kurutucu
drift	drift
drifted	sürükləndi
drifter	drifter
driftwood	driftwood
drill	qazma
drink	içmək
drinker	içən
drinking	içməli
drinks	içkilər
drip	damcı
dripping	damlama
drive	sürücü
drivel	sürücülük
driver	sürücü
driveway	yol kənarı
drizzle	çiskin
droll	droll
drone	drone
drones	dronlar
drool	drool
drooping	drooping
droopy	droopy
drop	damcı
droplet	damlalar
dropout	atmaq, yerə salmaq
dropper	dondurma
drought	quraqlıq
drove	NO TRANSLATION
drown	boğmaq
drowsiness	yuxusuzluq
drowsy	yuxulu
drudgery	drudgery
drug	dərman
drug dealing	narkotiklə məşğul olmaq
drugged	narkotik maddədir
druggist	druggist
drugs	narkotik
drugstore	aptek
druid	druid
drum	drum
drummer	davulcu
drumming	drumming
drunk	sərxoş
drunk driving	sərxoş sürüş
drunkard	sərxoş
drunken	sarhoş
drunkenness	sərxoşluq
dry	quru
dryer	qurutucu
dryness	quruluq
dual	ikili
dualism	dualizm
duality	dualilik
dub	dub
dubious	şübhəli
duchess	Düşes
duck	ördək
ducking	döyənək
duckling	ördək balası
ducky	şanslı
duct	kanal
ductile	süni
dud	dud
dude	dostum
duds	duds
due	görə
duel	duel
dues	haqları
duet	duet
duffel	duffel
dugout	dükan
duh	duh
duke	dük
dull	darıxdırıcı
dullard	dullard
dumb	lal
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	dökümü
dumpling	dəmlənmə
dumps	döküntülər
dumpster	çöplük
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	zindan
dunk	dunk
duo	duo
dupe	dupe
duplex	dubleks
duplicate	dublikat
duplication	təkrarlama
duplicity	ikiqatlıq
durability	davamlılıq
durable	davamlı
duration	müddəti
duress	zorla
dusk	dusk
dusky	təəccüblü
dust	toz
duster	təmizləyici
dustpan	dustpan
dusty	tozlu
dutiful	dudiful
duty	vəzifə
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	yaşamaq
dweller	dweller
dwelling	yaşayış
dye	boya
dying	ölür
dyke	dyke
dynamic	dinamik
dynamical	dinamik
dynamics	dinamika
dynamite	dinamit
dynamo	dinamo
dynasty	hanedanlıq
dysentery	dizenteriya
dysfunction	disfunksiya
dysfunctional	dysfunctional
dyspepsia	dispepsi
eager	istəkli
eagerness	dözümsüzlük
eagle	qartal
ear	qulaq
earful	qulaqlıq
earl	earl
earlier	əvvəllər
early	erkən
earn	qazanmaq
earnest	cəsarətli
earnestly	ciddiyyətlə
earnestness	ciddilik
earnings	mənfəət
earpiece	qulaqlıq
earring	Sırğa
earrings	sırğalar
earshot	qulaqlıq
earth	yer
earthenware	saxsı qablar
earthling	torpaq
earthly	dünyəvi
earthquake	zəlzələ
earthy	dünyəvi
ease	asanlıqla
easel	fırtına
easement	amansızlıq
easily	asanlıqla
east	Şərq
eastbound	şərqşünaslıq
eastern	şərq
easy	asan
easygoing	yolagedən
eat	yemək
eater	yeyən
eating	yemək
eatingdisorders	NO TRANSLATION
eavesdrop	qulaq asmaq
eavesdropping	qulaq asmaq
ebb	ebb
ebony	qaranlıq
ebullient	ebullient
eccentric	eksantrik
eccentricity	eksantriklik
ecclesiastical	din xadimi
echelon	eşelon
echinacea	Echinacea
echo	yankı
eclectic	eklektik
eclipse	tutma
ecliptic	ecliptic
ecological	ekoloji
economic	iqtisadi
economical	iqtisadi
economics	iqtisadiyyat
economy	iqtisadiyyat
ecosystem	ekosistem
ecstasy	ecstasy
ecstatic	ecstatic
ecumenical	ekümenik
eddy	eddy
edema	ödəmə
edge	kənar
edging	kəpənək
edgy	kədərli
edible	yeməli
edict	hökm
edification	inkişaf etdirmək
edifice	bina
edit	redaktə
editing	redaktə
edition	nəşr
editor	Redaktor
editorial	redaksiya
educate	yetişdirmək
educated	təhsilli
education	təhsil
educational	təhsil
educator	pedaqoq
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	eel
eerie	Eerie
effect	təsiri
effective	effektiv
effectiveness	effektivliyi
effects	effektləri
effectual	təsirli
effectually	effektiv olaraq
effectuate	təsir göstərir
effeminate	effeminat
efficacious	effektiv
efficacy	effektivlik
efficiency	effektivlik
efficient	səmərəli
effigy	effigy
effort	səy
effortless	asanlıqla
effusion	effüzyon
effyou	NO TRANSLATION
egg	yumurta
egghead	egghead
eggnog	yumurta
eggplant	badımcan
eggshell	yumurta
ego	ego
egomaniac	egomaniac
egotistical	eqoistik
egregious	yumşaq
egress	çıxmaq
eight	səkkiz
eighteen	on səkkiz
eighth	səkkizinci
eighty	səksən
ejaculate	ejaculate
ejaculation	boşanma
eject	çıxarmaq
ejection	ejeksiyon
elaborate	ətraflı
elaboration	hazırlanması
elan	NO TRANSLATION
elapse	keçmə
elapsed	keçmişdir
elastic	elastik
elasticity	elastiklik
elated	qəribədir
elation	elədir
elbow	dirsək
eld	eld
elder	böyüklər
elderly	yaşlı
elders	ağsaqqallar
eldest	böyükdür
elect	seçilir
election	seçki
elective	seçməli
elector	seçici
electoral	seçki
electorate	seçicilər
electric	elektrik
electric slide	elektrik slaydı
electrical	elektrik
electrician	elektrikçi
electricity	elektrik
electrify	elektrifiya
electrocute	elektrokut
electrocution	elektrik mühərriki
electromagnetic	elektromaqnit
electron	elektron
electronic	elektron
electronics	elektronika
elegance	zəriflik
elegant	zərif
element	element
elemental	elementar
elementary	ibtidai
elements	elementləri
elephant	fil
elevate	yüksəltmək
elevated	yüksəlmişdir
elevation	yüksəklik
elevator	lift
eleven	on bir
eleventh	on birinci
elf	elf
elicit	etiketi
eligible	uyğun
eliminate	ortadan qaldırın
elimination	aradan qaldırılması
elite	elit
elitist	elitist
elixir	eliksir
elk	elk
ell	ell
ellipse	ellips
ellipsis	ellipsis
ellipsoid	ellipsoid
elliptic	elliptik
elliptical	elliptik
elm	elm
elongate	uzatmaq
elongation	uzatma
elope	elə
eloquence	elastiklik
eloquent	fəsahətli
elucidate	aydınlaşdırmaq
elucidation	aydınlıq
elude	elude
elusive	məcburi
emaciated	boşaldılar
email	e-poçt
emanate	çıxmaq
emancipation	azadlıq
embankment	göyərtmə
embargo	NO TRANSLATION
embark	girmək
embarrass	utandırmaq
embarrassed	utanır
embarrassing	utanc verici
embarrassment	xəcalət
embassy	səfirlik
embattled	dəhşətə saldı
embed	embed
embellish	bəzəmək
embellishment	bəzək
embers	kəmərlər
embezzlement	mənimsəmə
embezzler	mənimsəməçi
emblem	emblem
emblematic	emblematic
embodiment	tövsiyə
embolism	embolizm
embossed	kabartma
embrace	əhatə edir
embroidered	naxışlıdır
embroidery	tikmə
embroiled	xəyanət etdi
embryo	embrion
embryonic	embrionik
emcee	emcee
emerald	zümrüd
emerge	ortaya çıxır
emergence	çıxma
emergency	fövqəladə
emeritus	emeritus
emery	zımpara
emetophobia	emetofobiya
emigrate	göç et
emigration	göç
eminence	üstünlük
eminent	görkəmli
eminently	Əminliklə
emir	NO TRANSLATION
emissary	emissary
emission	emissiya
emit	yaymaq
emo	emo
emotion	duyğu
emotional	duygusal
emotive	duygusal
empathic	empatik
empathize	empati et
empathy	empati
emperor	imperator
emphasis	vurğulamaq
emphasize	vurğulayır
emphatic	empatik
emphysema	amfizem
empire	imperiya
empirical	empirik
empiricism	empirikizm
employ	işə götürürəm
employee	işçi
employer	işəgötürən
employment	məşğulluq
emporium	emporium
empower	gücləndirin
empress	İmperator
emptiness	boşluq
emption	imtiyaz
empty	boş
emu	emu
emulate	öyünmək
emulsion	emulsiya
enable	imkan verir
enablement	imkan
enact	qüvvəyə minir
enactment	qüvvəyə minmə
enamel	emaye
encampment	düşərgə
enchant	möhtəşəm
enchanted	möhtəşəm
enchanting	sehrli
enchantment	sehrbazlıq
enchantress	bürcü
enchilada	enchilada
encircle	ətrafı
encircling	ətraf mühit
enclave	anklav
enclose	əlavə edin
enclosure	muhafaza
encode	kodlaşdırın
encomiastic	NO TRANSLATION
encomium	encomium
encompass	əhatə edir
encore	NO TRANSLATION
encounter	qarşılaşma
encourage	təşviq edin
encouraged	həvəsləndirdi
encouragement	təşviqi
encouraging	həvəsləndirici
encroach	təcavüzkarlıq
encroachment	təcavüzkarlıq
encrypt	şifrelemek
encryption	şifrələmə
encumbrance	ağırlıq
encyclopedia	ensiklopediya
end	son
end table	son masa
endanger	təhlükə yaradır
endangered	təhlükə altındadır
endangerment	təhlükə
endearing	sevindirici haldır
endeavor	cəhd
ended	sona çatdı
endemic	endemik
endgame	endgame
ending	bitmə
endless	sonsuz
endocarditis	endokardit
endorse	təsdiq et
endorsement	təsdiqləmə
endow	təslim edin
endowed	verilmişdir
endowment	ianə
endpapers	fon şəkilləri
endpoint	son nöqtə
endurance	dözümlülük
endure	dözüm
enduring	davamlıdır
enema	həzm
enemy	düşmən
energetic	enerjili
energize	enerjiyə qənaət edin
energy	enerji
enforce	tətbiq etmək
enforcement	mühafizə
enforcer	əngəlləyici
engage	məşğul
engaged	məşğul olurdu
engagement	nişan
engaging	məşğulluq
engender	engender
engine	mühərrik
engineer	mühəndis
engineering	mühəndislik
engrave	oyma
engraved	oyulmuş
engraver	oyma
engraving	oyma
engrossed	qaçırdılar
engrossing	qaçırma
engulf	engulf
enhance	artırmaq
enhancement	genişlənmə
enigma	əngmə
enigmatic	sirli
enjoin	cəzalandırmaq
enjoy	zövq
enjoyable	keyifli
enjoying	zövq almaq
enjoyment	həzz
enlarge	böyüt
enlarged	genişlənmişdir
enlargement	genişlənmə
enlighten	aydınlaşdırmaq
enlightened	aydındır
enlightening	maarifləndirmə
enlightenment	maarifləndirmə
enlist	cəlb etmək
enliven	canlandırmaq
enmity	düşmənçilik
ennui	ennui
enormity	böyüklük
enormous	böyük
enormously	böyükdür
enraged	qəzəbləndi
enrich	zənginləşdirmək
enroll	qeyd et
enrollment	qeydiyyat
ensemble	ansamblı
ensign	mühafizəçi
enslave	quldurluq
enslaved	quldur
enslavement	quldurluq
ensue	baş verəcək
ensure	təmin edin
entail	daxildir
entangled	qarışdı
entanglement	hiyləgərlik
enter	daxil edin
enterprise	müəssisə
enterprising	təşəbbüskar
entertain	əyləndirin
entertained	əyləndi
entertainer	əyləncəli
entertaining	əyləncəli
entertainment	əyləncə
enthralled	təəccübləndi
enthusiasm	həvəs
enthusiast	meraklısı
enthusiastic	həvəsli
entice	aldatmaq
entire	tamam
entirety	tamamilə
entitle	hüquq
entity	varlıq
entomology	entomologiya
entourage	ətraf mühit
entrails	içərilər
entrance	giriş
entrapment	tıxanma
entreat	dua et
entree	antre
entrepreneur	sahibkar
entrust	əmanət
entry	giriş
enumerate	numaralandırmak
enumeration	sayma
envelope	zərf
envious	qəribədir
environ	NO TRANSLATION
environment	mühit
environmental	ətraf mühit
environs	ətrafı
envision	düşünmək
envoy	elçi
envy	həsəd
enzyme	ferment
ephemeral	efemerli
ephemeris	ephemeris
epic	epik
epidemic	epidemiya
epidermis	epidermis
epidural	epidural
epilepsy	epilepsiya
epileptic	epileptik
epilogue	epiloq
epiphany	epiphany
episcopal	episkopal
episode	epizod
episodic	epizodik
epistle	epistle
epitaph	epitaph
epithet	epithet
epitome	epitome
epoch	dövr
equal	bərabərdir
equality	bərabərlik
equalization	bərabərlik
equalize	bərabərləşdirin
equalizer	ekvalayzer
equally	bərabərdir
equate	bərabərdir
equation	tənlik
equator	ekvator
equatorial	ekvatorial
equestrian	atçılıq
equidistant	bərabərdir
equilibration	balanslaşdırma
equilibrium	balans
equip	təchiz edin
equipment	avadanlıqlar
equitable	ədalətli
equity	ədalət
equivalence	ekvivalentlik
equivalent	bərabərdir
equivocal	bərabərdir
era	dövr
eradicate	aradan qaldırmaq
eradication	eradikasiya
erase	silmək
eraser	silgi
erasure	silinmə
ere	NO TRANSLATION
erect	dik
erectile	erektil
erection	ereksiyası
ergo	NO TRANSLATION
erode	erode
erosion	eroziya
erotic	erotik
erotica	erotika
err	err
errand	errand
errant	həssasdır
erratic	səhvsiz
erratum	erratum
erroneous	səhv
error	səhv
erst	NO TRANSLATION
erudite	Eduit
erupt	püskürmək
eruption	püskürmə
escalade	escalade
escalate	tökmək
escalating	artan
escalation	eskalasyon
escalator	eskalator
escape	qaçma
escaped	qaçdı
escarpment	boşluq
eschew	eschew
escort	müşayiət
escrow	əmanət
esophagus	özofagus
esoteric	ezoterik
especial	NO TRANSLATION
espionage	casusluq
espouse	dəstəkləyirəm
espresso	espresso
esprit	esprit
esquire	esquire
essay	inşallah
essayist	yazıçı
essence	mahiyyət
essential	vacibdir
essentially	əsasən
establish	qurmaq
established	qurulmuşdur
establishment	müəssisə
estate	əmlak
esteem	hörmət
esteemed	hörmətli
esthetic	estetik
estimable	qiymətləndirilə bilər
estimate	qiymətləndirmə
estimation	qiymətləndirmə
estoppel	estoppel
estranged	xaric
estrogen	estrogen
estuary	həsəd
etch	etch
etching	aşınma
eternal	əbədi
eternity	əbədiyyət
ethanol	etanol
ether	eter
ethereal	ethereal
ethic	etik
ethical	etik
ethics	etika
ethnic	etnik
ethnography	etnoqrafiya
etiology	etiyoloji
etiquette	etiketi
etymology	etimologiya
eucalyptus	okaliptüs
euchre	euchre
eugenics	eugenics
eulogistic	eulogistic
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemizm
euphoria	euphoria
euphoric	euphoric
euro	avro
euthanasia	ötanazi
evacuate	boşaltmaq
evacuation	evakuasiya
evade	qaçmaq
evaluate	qiymətləndirmək
evaluation	qiymətləndirmə
evanescence	evanescence
evangelical	evangelical
evangelist	evangelist
evangelistic	evangelist
evaporate	buxarlanma
evaporation	buxarlanma
evasion	qaçmaq
evasive	evakuasiya
eve	eve
evening	axşam
evens	NO TRANSLATION
event	hadisə
eventful	hadisəli
eventual	nəhayət
eventuality	ehtimalı
evergreen	həmişəlik
everlasting	əbədi
evermore	hər zaman
everyday	hər gün
everyman	hər kəs
evict	çıxarmaq
eviction	evakuasiya
evidence	sübut
evident	aydındır
evidentiary	sübut
evil	pis
evoke	uyandırın
evolution	təkamül
evolutionary	təkamülçü
evolve	inkişaf edir
ewe	ewe
ex	ex
exacerbate	aldatmaq
exacerbation	alovlanma
exact	dəqiqliklə
exacting	Tələbə
exaggerate	şişirtmək
exaggerated	şişirdilmişdir
exaggeration	abartı
exalt	yüksəltmək
exaltation	yüksəlmə
exalted	yüksəldi
exam	imtahan
examination	imtahan
examine	araşdırın
examiner	imtahançı
example	nümunə
exasperated	təəssüfləndi
exasperation	istismar
excavate	qazmaq
excavation	qazıntı
excavator	ekskavator
exceed	artıq
exceeding	aşan
excel	excel
excellence	mükəmməllik
excellent	əla
excelsior	Excelsior
excepting	istisna olmaqla
exception	istisna
exceptional	müstəsna
excerpt	çıxarış
excess	artıq
excessive	həddindən artıqdır
excessively	həddindən artıqdır
exchange	mübadilə
excise	aksiz
excision	eksizyon
excitability	həyəcan
excitable	həyəcan verici
excitation	həyəcan
excite	həyəcanlandıracaq
excited	həyəcanlandı
excitement	həyəcan
exciting	heyecan verici
exclaim	hörmət
exclamation	hörmət
exclude	istisna etmir
excluded	istisna edildi
excluding	istisna olmaqla
exclusion	təcrid
exclusive	eksklüziv
excrement	boşluq
excretion	atılma
excruciating	həyəcanlandırıcı
excursion	ekskursiya
excuse	bəhanə
exec	exec
execute	icra etmək
execution	icra
executioner	cəllad
executive	icraçı
executor	icraçı
exegesis	exegesis
exemplar	nümunə
exemplary	nümunə
exemplify	nümunədir
exempt	azaddır
exemption	istisna
exercise	həyata keçirir
exert	göstərmək
exertion	zorla
exhale	nəfəs alma
exhaust	egzoz
exhausted	tükəndi
exhaustion	tükənmək
exhaustive	hərtərəfli
exhibit	sərgi
exhibition	sərgi
exhilarated	həyəcanlandı
exhilarating	həyəcan verici
exhilaration	həyəcan
exhort	nəsihət verin
exhortation	nəsihətdir
exhumation	exhumation
exhume	köləlik
exigent	NO TRANSLATION
exile	sürgün
exist	mövcüd olmaq
existence	varlığı
existent	mövcuddur
existential	varlıqlı
existing	mövcud
exit	çıxış
exodus	exodus
exonerate	imtina etmə
exorbitant	hədsiz
exorcism	exorcism
exorcist	exorcist
exotic	ekzotik
