Word	am
eternity	ዘለዓለማዊ
ethanol	ኤታኖል
ether	ኤተር
ethereal	ምሰሶ
ethic	ሥነ ምግባር
ethical	ሥነ ምግባር
ethics	ሥነ ምግባር
ethnic	ብሄር
ethnography	ኢትኖግራፊ
etiology	ሥነ-ሕይወት
etiquette	ሥነ ምግባር
etymology	ስነ-ቋንቋ
eucalyptus	የባሕር ዛፍ
euchre	euchre
eugenics	ኢዩጀኒክስ
eulogistic	eulogistic
eulogium	ኢሉዶሚየም
eulogize	በምስጢር
eulogy	የምስጋና ቃል
euphemism	euphemism
euphoria	ጓጉዝ
euphoric	አስደንጋጭ
euro	ዩሮ
euthanasia	ኢታንካኒያ
evacuate	ሰለማቀቅ
evacuation	ፍሳሽ
evade	ተንሸራታ
evaluate	ገምግም
evaluation	ግምገማ
evanescence	ብልሹነት
evangelical	ወንጌላዊ
evangelist	ወንጌላዊ
evangelistic	ወንጌላዊ
evaporate	ተተን
evaporation	ትነት
evasion	ሽርሽር
evasive	ተፋጦ
eve	ም በፊት
evening	ምሽት
evens	NO TRANSLATION
event	ክስተት
eventful	አስደሳች
eventual	በመጨረሻም
eventuality	ወቅታዊነት
evergreen	አረንጓዴ
everlasting	ዘለአለማዊ
evermore	ሁልጊዜ
everyday	በየቀኑ
everyman	ሁሉም ሰው
evict	ማስወጣት
eviction	ማስወጣት
evidence	ማስረጃ
evident	በግልጽ የሚታይ
evidentiary	ማስረጃ
evil	ክፉ
evoke	ተነሣ
evolution	ዝግመተ ለውጥ
evolutionary	የዝግመተ ለውጥ
evolve	መሻሻል
ewe	ባል
ex	ለምሳሌ:
exacerbate	ተባብሷል
exacerbation	አስከፊነት
exact	ትክክል
exacting	ጥንቁቅ
exaggerate	አጋን
exaggerated	የተጋነነ
exaggeration	ማጋነን
exalt	ከፍ ከፍ አለ
exaltation	መከበር
exalted	ከፍ ከፍ አለ
exam	ፈተና
examination	ምርመራ
examine	መመርመር
examiner	ፈታኝ
example	ለምሳሌ
exasperated	የተበሳጨ
exasperation	ብስጭት
excavate	ቁፋሮ
excavation	ቁፋሮ
excavator	ቁፋሮ
exceed	ይሻላል
exceeding	ይበልጣል
excel	ብልጫ
excellence	ጥራት ያለው
excellent	በጣም ጥሩ
excelsior	እጅግ የላቀ
excepting	በስተቀር
exception	ልዩነት
exceptional	ያልተለመደ
excerpt	ትርጓሜ
excess	ከልክ በላይ
excessive	ከልክ በላይ
excessively	ከልክ በላይ
exchange	ልውውጥ
excise	ማጠንጠኛ
excision	መቁረጥ
excitability	ተነሳሽነት
excitable	ተለዋዋጭ
excitation	መነቃቃት
excite	አስደሰተ
excited	ተደስቷል
excitement	ስሜት
exciting	አስደሳች
exclaim	ጮኽኩ
exclamation	ቃለ አጋኖ
exclude	አታካትት
excluded	አልተካተተም
excluding	ያለፈ
exclusion	መከልከል
exclusive	ልዩ
excrement	ዓይነ ምድር
excretion	ፈሳሽ
excruciating	በጣም የሚያሠቃየ
excursion	ጉዞ
excuse	ይቅርታ
exec	ሥራ
execute	ተፈጻሚ
execution	ማስፈጸሚያ
executioner	አስገዳጅ
executive	አስፈፃሚ
executor	ሥራ አስኪያጅ
exegesis	ትርጓሜ
exemplar	ምሳሌ
exemplary	ምሳሌ
exemplify	ምሳሌ
exempt	ነፃ
exemption	ነጻ
exercise	ልምምድ
exert	ተጠቀም
exertion	መፈወስ
exhale	ፈሳሽ
exhaust	ማስወጣት
exhausted	ድካም
exhaustion	ድካም
exhaustive	ተፋጥሞ
exhibit	ትርዒት
exhibition	ኤግዚቢሽን
exhilarated	ተነካ
exhilarating	አስደሳች
exhilaration	ብስጭት
exhort	አጥበ
exhortation	ማበረታቻ
exhumation	የመነጣጠል
exhume	ፈገግታ
exigent	NO TRANSLATION
exile	ግዞት
exist	አለ
existence	መኖር
existent	አለ
existential	አሁን ያለው
existing	አሁን ያሉ
exit	ውጣ
exodus	ዘፀአት
exonerate	ነጻነት
exorbitant	በጣም አስፈሪ
exorcism	አጋንንት ማስወጣት
exorcist	አስወጣ
exotic	እንግዳ
expand	ይዘርጉ
expanded	ተዘርግቷል
expanse	ጠፈር
expansion	ማስፋፋት
expansive	ሰፋፊ
expatriate	ሩቢ
expect	ይጠበቃል
expectance	ተስፋ
expectancy	ተስፋ
expectant	ተጠባባቂ
expectation	ተስፋ
expected	ይጠበቃል
expecting	እየተጠበቀ ነው
expediency	ብቃትና
expedient	ጠቃሚ
expedite	ፍጥነት
expedition	ጉዞ
expeditious	በፍጥነት
expel	አስወጣ
expendable	የሚፈለግ
expenditure	ወጪ
expense	ወጪ
expenses	ወጪዎች
expensive	በጣም ውድ
experience	ተሞክሮ
experienced	ልምድ ነበራቸው
experiences	ተሞክሮዎች
experiment	ሙከራ
experimental	የሙከራ
experimentation	ሙከራ
experimenter	ተሞካሪ
expert	ባለሙያ
expertise	እውቀት
expiration	ጊዜው የሚያልፍበት
expire	ጊዜው ይቃጠላል
expired	ጊዜው አልፎበታል
expiry	ጊዜው የሚያበቃበት
explain	ይግለጹ
explanation	ማብራሪያ
explanatory	ማብራሪ
expletive	አስገራሚ
explication	ማብራሪያ
explicit	ግልጽ
explode	ፈነጠቀ
exploit	መጠቀሚያ
exploitation	ብዝበዛ
exploration	ፍለጋ
exploratory	መመርመር
explore	አስስ
explorer	አስስ
explosion	ፍንዳታ
explosions	ፍንዳታዎች
explosive	ፈንጂ
expo	ትርኢት
exponent	ትርፍ
exponential	????
export	ወደ ውጪ መላክ
exportation	ወደ ውጪ መላክ
expose	ያቅርቡ
exposed	የተጋለጡ
exposition	ትርኢት
expository	ተለይቶ የቀረበ
exposure	ተጋላጭነት
expound	ያብራራል
express	ግልጽ
expression	ገለጻ
expressive	ስሜት ቀስቃሽ
expressway	ፈጣን መንገድ
expropriation	የመሬት መውረስ
expulsion	ማስወጣት
exquisite	ውብ
exquisitely	በዘዴ
extant	ስፋት
extend	ማራዘም
extendable	ሊሰፋ የሚችል
extended	ተዘግቷል
extension	ቅጥያ
extensive	ሰፊ ነው
extent	መጠን
exterior	ውጫዊ
exterminate	አጥፋው
extermination	መግደል
exterminator	አጥለፋ
external	ውጫዊ
externally	ውጭ
extinct	ጠፍቷል
extinction	መጥፋት
extinguish	ይደፋል
extinguisher	እሳት ማጥፊያ
extol	ዘውግ
extort	ጸጥ
extortion	ማስቀረት
extra	ተጨማሪ
extract	ማውጣት
extracting	ማውጣት
extraction	ማስወጣት
extractor	አስኪ
extracurricular	ከመደበኛ ትምህርት ውጭ
extradition	ወደአገር ማጣራት
extrajudicial	ከዳክራሲያዊነት
extramural	ከፋፋይ
extraneous	ተለዋጭ ያልሆኑ
extraordinaire	አስገራሚ
extraordinary	ያልተለመደ
extraterrestrial	ከምድር ውጭ ያሉ ናቸው
extravagance	ትርፍ ገንዘብ
extravagant	ተጭኗል
extravaganza	ትርፍጋጭ
extreme	ጽንፍ
extreme anticipation	ከፍተኛ የሆነ ትንበያ
extreme disgust	እጅግ አስጸያፊ ነው
extreme surprise	በጣም አስደንጋጭ
extreme trust	ጽኑ እምነት
extremely	እጅግ በጣም
extremely negative	በጣም አሉታዊ
extremely positive	በጣም አዎንታዊ
extremity	መጨረሻ
extricate	አስፊ
extrinsic	ተጭኗል
extrusion	ማፍሰስ
exuberance	ተለወጠ
exude	ወጣ ገባ
eye	ዓይን
eyeball	ዓይን ኳስ
eyebrow	ቅንድብ
eyeful	ዓይን ያወጣ
eyeglass	መነጽር
eyeglasses	መነጽር
eyelash	እብጠት
eyelet	ዓይን
eyeliner	eyeliner
eyepiece	ዓይን
eyes	ዓይኖች
eyesight	ዓይን
eyewitness	የዓይን ምስክር
fab	ፍሬ
fable	ተረት
fabled	ተረት
fabric	ጨርቅ
fabricate	ይሠራል
fabricated	የተፈበረከ
fabrication	መፈጠር
fabulous	እጅግ በጣም ጥሩ
facade	ፊት
face	ፊት
faceless	ፊትለፊት
facet	ገጽታ
facial	ፊት
facile	NO TRANSLATION
facilitate	ማመቻቸት
facility	ተቋም
facing	ፊት ለፊት
facsimile	ፋክስ
fact	እውነታ
faction	ቡድን
factor	ምክንያት
factory	ፋብሪካ
facts	እውነታው
factual	እውነታ
faculties	ፍልስፍናዎች
faculty	መምህርነት
fad	ፋድ
fade	ዘገምተኛ
faded	ደብዛዛ
faeces	ፍሳሽ
fag	fag
faggot	fagot
fail	አልተሳካም
failing	ብልሽት
failure	አለመሳካት
fain	NO TRANSLATION
faint	ደካማ
fainting	መቁረጥ
fair	ፍትሃዊ
fairly	በፍትሃዊነት
fairness	ፍትሃዊነት
fairway	fairway
fairy	ውበት
faith	እምነት
faithful	ታማኝ
faithfulness	ታማኝነት
faithless	እምነት የለሽ
fake	የሐሰት
faker	ምግብ ሰጪ
falafel	ፈላፌል
falcon	ፎጣ
fall	ሞልቷል
fallacious	አሳፋሪ
fallacy	እብሪት
fallback	ወደ ኋላ መውደቅ
fallible	ሊሳሳት የሚችል
falling	ወድቋል
fallopian	የዉስጢያን
fallout	መውደቅ
fallow	መስኖ
false	FALSE
falsehood	ውሸት
falsely	ውሸት
falsification	ማጭበርበር
falsified	ውሸት
falsify	ሐሰት
falsity	ሐሰትነት
falter	ተበሳጨ
fame	ዝና
famed	ዝነኛ
familiar	የሚታወቅ
familiarity	ማወቅ
familiarize	በደንብ ያውቁ
family	ቤተሰብ
familytime	የቤተሰብ ጊዜ
famine	ረሃብ
famished	ረሃብ
famous	ታዋቂ
famously	በታዋቂነት
fan	አድናቂ
fanatic	አክራሪ
fanatical	ተጣቃቂ
fanaticism	አክራሪነት
fanciful	ምናባዊ
fancy	ተወዳጅ
fandango	fandango
fanfare	ድብደባ
fang	NO TRANSLATION
fangs	ፉጊዎች
fanning	አክሰናል
fantasia	ፍልሚያ
fantasize	የፈገግታ
fantastic	አስደናቂ
fantasy	ምናባዊ
faraway	በጣም ሩቅ
farce	ቅዠት
farcical	አስቀያሚ
fare	ዋጋ
farewell	ተሰበሰበ
farm	እርሻ
farmer	ገበሬ
farmhouse	የእርሻ ቤት
farming	እርሻ
farmland	የእርሻ መሬት
faro	faro
fart	ፈስ
farther	ከዚያ ይርቃል
fascia	ፋፋይ
fascinate	በጣም ያስደንቀኛል
fascinated	በጣም አስደመተ
fascinating	በጣም የሚያስደስት
fascination	ቀልድ
fascism	ፋሺዝም
fascist	ፋሺስት
fashion	ፋሽን
fashionable	ፋሽን
fastball	ፈጣን ኳስ
fasten	ማጠፍ
fastener	ተጣባቂ
fastening	ማጠናቀቅ
fasting	ጾም
fat	ስብ
fatal	ሞት የሚያስከትል
fatalism	አስከፊነት
fatality	ሞት
fate	ዕድል
fated	የተለያይ
fateful	እጣ ፈንታ
fathead	ጅማቱ
father	አባት
fatherhood	አባትነት
fatherland	አባትland
fatherly	አባት
fathom	fathom
fatigue	ድካም
fatigued	ድካም
fatso	ወፍራም
fatten	ድኩላ
fatty	ወፍራም
faucet	ፎጣ
fault	ስህተት
faultless	እንከን የለሽ
faulty	የተሳሳተ
faun	ድብቅ
fauna	እንስሳ
faux	የተሳሳተ
favor	ሞገስ
favorable	ምቹ
favorite	የሚወደድ
favoriteholiday	NO TRANSLATION
favoritism	አድልዎነት
fawn	ጭማቂ
fax	ፋክስ
faze	NO TRANSLATION
fear	ፍርሃት
feared	የፈራ
fearful	አስፈሪ
fearfully	በፍርሃት
fearing	የሚያስፈራ
fearless	ያለፍርሃት
fears	ፍርሃት
fearsome	አስፈሪ
feasibility	ተመጣጣኝነት
feasible	ሊከሰት የሚችል
feast	ግብዣ
feat	ጉልበት
feather	ላባ
feathered	ለስላሳ
feature	ባህሪ
features	ዋና መለያ ጸባያት
febrile	febrile
fecal	ፈካ
feces	እብጠት
fecundity	ቅመም
fed	መመገብ
federal	ፌዴራል
federation	ፌዴሬሽን
fedup	መሰልቸት
fee	ክፍያ
feeble	ደካማ
feed	ምግብ
feedback	ግብረመልስ
feeder	መጋቢ
feel	ስሜት
feelgood	ስሜት
feeling	ስሜት
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	እግር
feign	ፊደል
feigned	ፈገግታ
feisty	ታማኝ
felicity	ዝና
feline	ፌሊን
fell	ወድቋል
feller	አጥቂ
fellow	ጓደኛ
fellowship	ጓደኝነት
felon	ወንጀለኛ
felony	ወንጀል
felt	ተሰማ
female	ሴት
feminine	አንስታይ
femininity	ሴትነት
feminism	ሴትነት
feminist	ሴትነት
femme	NO TRANSLATION
femoral	ሴት ልጅ
femur	ፈረስ
fen	NO TRANSLATION
fence	አጥር
fenced	የተከለለ
fencing	ማጠር
fend	ድብደባ
fender	መቆንጠጫ
fennel	ፋኖል
ferment	ፍላት
fermentation	ማፍሰስ
fern	የበሰለ
ferocious	ኃይለኛ
ferocity	ፍርሀት
ferret	ፍርፍ
ferry	ጀልባ
ferryboat	NO TRANSLATION
fertile	ፍሬያማ
fertility	መራባት
fertilize	ማዳበሪያ
fertilizer	ማዳበሪያ
fervent	ከልብ
fervor	ትዕግስት
fess	fess
fest	fest
festival	በዓል
festive	አስደሳች
fetal	እብጠት
fetch	ፈልጉ
fete	NO TRANSLATION
fetish	ሴት ልጅ
fetus	ሽሉ
feud	ዘለፋ
feudal	የፊውዲያን
feudalism	ፊውዳሊዝም
fever	ትኩሳት
feverish	ትኩሳት
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	Fiat
fib	ፋቢ
fiber	ፋይበር
fiberglass	ከፋይበርግላስ
fibrosis	ፋይብሮሲስ
fibrous	ፈዛዛ
fickle	ተለዋዋጭ
fiction	ልብ ወለድ
fictional	ልብ ወለድ
fictitious	ምስጢራዊ
fiddle	እንቆቅልሽ
fiddler	ተናጋሪ
fidelity	ታማኝነት
fidgety	እምቢታ
fiduciary	ተጠባባቂ
field	መስክ
field hockey	የመስክ ሆኪ
fielder	ተጫዋች
fiend	ድብቅ
fiendish	ክፉኛ
fierce	ኃይለኛ
fiery	እሳታማ
fiesta	Fiesta
fiesty	NO TRANSLATION
fifteen	አስራ አምስት
fifty	ሃምሳ
fig	fig
fight	ተዋጉ
fighter	ተዋጊ
fighting	ውጊያ
fights	ግጭቶች
figment	አምድ
figurative	ምሳሌያዊ
figure	ምስል
figurine	ምስል
filament	ዘይት
filamentous	ዘፋኝ
file	ፋይል
filet	filet
filibuster	ፈገግታ
filigree	ፈዳይ
filing	ማጠናቀቅ
filings	ሰነዶች
fill	ሙላ
filler	ሙላ
fillet	ዶሴ
filling	መሙላት
filly	ወዘተ
film	ፊልም
filmmaker	ፊልም ሰሪ
filmy	NO TRANSLATION
filter	ማጣሪያ
filth	ቆሻሻ
filthy	ቆሻሻ
filtration	ማጣሪያ
fin	NO TRANSLATION
final	የመጨረሻው
finale	መጨረሻ
finalist	የመጨረሻው
finality	የመጨረሻው
finalize	ማጠናቀቅ
finalized	ተጠናቋል
finally	በመጨረሻ
finance	ፋይናንስ
financial	ገንዘብ ነክ
financier	ገንዘብ ነክ
finch	ፊንች
find	ፈልግ
finder	ፈልግ
finding	ግኝት
fine	ጥሩ
finery	አለባበስ
finesse	ጨዋነት
finger	ጣት
fingernail	ጥፍር
fingerprint	የጣት አሻራ
fingerscrossed	NO TRANSLATION
finish	ጨርስ
finished	ተጠናቅቋል
finite	ውሱን
fink	fink
fir	fir
fire	እሳት
firearm	ጠመንጃ
firearms	ጠመንጃዎች
fireball	የእሳት ኳስ
firecracker	የእሳት መርከብ
firefight	የእሳት አደጋ
firefighter	የእሳት አደጋ ተከላካይ
firefly	የወፍ ዝርያ
firehouse	የእሳት አደጋ መከላከያ ቤት
firelight	እሳት
fireman	የእሳት አደጋ ሰራተኛ
fireplace	ምድጃ
firepower	የኃይል ማመንጫ
fireproof	እሳትን
fireside	እሳቱ
firestorm	እሳት አደጋ
firewall	ፋየርዎል
firewood	የማገዶ እንጨት
firework	ርችት
fireworks	ርችቶች
firing	ተኩስ
firm	ጥብቅ
firmament	ጠፈር
firmly	በጽኑ
firmness	ጥብቅነት
first	አንደኛ
firstborn	በኩር
firstworldprobs	NO TRANSLATION
fiscal	በፋይናን
fish	ዓሳ
fisherman	ዓሣ አጥማጆች
fishery	ዓሳ አስጋሪዎች
fishing	አሳ ማጥመድ
fishing boat	የማጥመጃ ጀልባ
fishy	ዓሣ
fissile	ተስፈኛ
fission	መፍጨት
fissure	ፍሳሽ
fist	ቡጢ
fistfight	ምከስ
fistful	የሚጣፍጥ
fistula	ፊስቱላ
fit	ተስማሚ
fitness	አካል ብቃት
fits	የሚስማማ
fitted	የተገጠመ
fitting	ተስማሚ
fittings	ዕቃዎች
five	አምስት
fiver	ድካም
fix	ማስተካከል
fixable	ሊስተካከል የሚችል
fixation	ጥገና
fixed	ቋሚ
fixer	ተጠባባቂ
fixture	እቃ
fixtures	ግጥሚያዎች
fizz	ቅዝቃዜ
fjord	fjord
flabbergast	flabbergast
flabbergasted	ተጭበረበረ
flabby	እሽታ
flaccid	ብስጭት
flag	ዕልባት
flagging	ዕልባት ማድረግ
flagpole	ሰንፔል
flagrant	ግልጽ ያልሆነ
flagship	ተምሳሌት
flagstaff	ሰንደቅ
flair	ሽታ
flak	ብልጭታ
flake	ፍሳሽ
flaky	እብጠት
flamboyant	ብሩህ ሆኗል
flame	ነበልባል
flamethrower	ፍላጀቴ
flaming	ፍንዳታ
flamingo	ፍላይዞ
flammable	በቀላሉ የሚቀዘቅዝ
flan	እብጠት
flange	ጭረት
flank	ጎን
flanked	ጎን
flanking	ጎን
flannel	flanel
flap	እጠፍ
flapping	ዘለላ
flare	ፍንዳታ
flares	ፍንጣዎች
flaring	ፍንዳታ
flash	ብልጭታ
flashback	ብልጭታ
flashing	ብልጭታ
flashlight	የብርሃን መብራት
flashy	ቀጭን
flask	እንፋሎት
flat	ስፋት
flatbed	በረዶ
flatfoot	ጠፍጣፋ
flatness	ስፋት
flatten	ጎበዝ
flatter	እሰነት
flattered	እምቅ ነበር
flattering	እበታለሁ
flattery	መሳለቂያ
flatulence	የጋለ ስሜት
flaunt	ድንበር
flavor	ጣዕም
flaw	ጉድለት
flawed	ጉድለት
flawless	እንከን የለሽ
flea	ቁንጫ
fleabag	ፍቃዱ
fled	ሸሸ
flee	ሸሽቷል
fleece	የበግ ፀጉር
fleet	የጦር መርከብ
fleeting	ድንገተኛ
flesh	ሥጋ
fleshy	ሥጋ
flex	ተለዋዋጭ
flexibility	ተለዋዋጭነት
flexible	ተለዋዋጭ
flexin	flexin
flexion	ድፍረትን
flick	????
flicker	ፍንጮ
flickering	እየወረወረ
flier	ተኛ
flight	በረራ
flighty	ተስፈኛ
flimsy	እምቢተኛ
flinch	ፍላጭ
fling	እጥፋት
flint	ጥይት
flip	ፍለፈ
flip flop	ተሻገረ
flipper	ጠመንጃ
flipping	በመመለስ ላይ
flirt	ማሽኮርመም
flirtation	ማሽኮርመም
flirting	ማሽኮርመም
flirty	የሚጣፍጥ
float	ተንሳፈፈ
floater	ተንሳፋፊ
flock	መንጋ
flog	እፉኝት
flood	ጎርፍ
floor	ወለል
flooring	ወለሎች
floozy	ፍሎሚዝ
flop	እብጠቱ
floppy	ፍሎፒ
flora	ዕፅዋት
floral	አበባ
florist	አበባ ሻጭ
floss	እጀታ
flotation	ጭነት
flounder	ዘጋቢ
flour	ዱቄት
flourish	ያብባል
flow	ፍሰት
flower	አበባ
flowering	አበባ ላይ
flowers	አበቦች
flowery	ፍራፍሬ
flows	ፍሰቶች
flu	ጉንፋን
fluctuate	ተለዋዋጭ
fluctuating	ተለዋዋጭ
fluctuation	ጭማሬ
flue	ጉድጓድ
fluency	አቀባበል
fluent	አቀላ
fluff	ፍካት
fluffy	ብሩሽ
fluid	ፈሳሽ
fluidity	ፍሰት
fluke	ሽርሽር
flunk	ብስጭት
flunky	ተጭኗል
fluorescence	ብሩማንስነት
fluorescent	ብሩከን
flurries	አውሎ ነፋስ
flurry	ተበታተነ
flush	ፈነጠቀ
flustered	የተበሳጨ
flute	ዋሽንት
fluted	የተዘለለ
flutter	ነጠብጣብ
fluvial	ወንዝ
flux	ፍሰት
fly	ዝንብ
flyboy	flyboy
flyer	በራሪ ወረቀት
flying	እየበረረ ነው
flywheel	flywheel
foal	ሐሰል
foam	አረፋ
foaming	አረፋ
foamy	አረፋ
fob	fob
focal	ትኩረት
focus	ትኩረት
fodder	መመገብ
foe	ጠላት
fog	ጭጋግ
foggy	ጭጋጋማ
foil	ፎይል
foiled	የተሸለመ
fold	እጥፋት
folded	ተጣብቋል
folder	አቃፊ
foliage	ቅጠል
folio	ሕዝባዊ
