Word	ga
fooling	amadán
foolish	amaideach
foolishness	amadán
foolproof	foolproof
foot	chos
foot stool	stól chos
footage	scannán
football	peile
footbridge	droichead droichid
foothold	cos
footing	bonn
footlocker	coisbheart
footloose	scéala
footpath	cosán
footprint	lorg
footwear	coisbheart
footwork	obair chos
fop	fop
forage	foráiste
foray	foray
forbearance	forbearance
forbid	forbid
forbidding	forbidding
force	bhfeidhm
forced	éigean
forceful	cumhachtach
forceps	forceps
forces	fórsaí
forcibly	go forleathan
ford	ford
fore	fore
forearm	forearm
foreboding	foreboding
forecast	réamhaisnéis
forecaster	réamhtheachtaire
foreclose	foreclose
foreclosure	foreclosure
forefathers	seanathair
forefinger	forefinger
forefront	tosaigh
forego	forego
foregoing	roimhe seo
foregone	thar lear
foreground	tulra
forehead	forehead
foreign	eachtrach
foreigner	eachtrannach
foreman	stiúrthóir
foremost	is fearr
forensic	fóiréinseach
forensics	fóiréinseach
foreplay	foreplay
forerunner	réamhtheachtóir
foresee	tuar
foreseen	réamh-mheasta
foresight	réamhfhianaise
forest	foraoise
forestall	foraoise
forethought	réamhthought
foreveralone	go deo ina n-aonar
forevermore	go deo
forewarned	forewarned
foreword	réamhrá
forfeit	forghéilleadh
forfeited	forghéilleadh
forfeiture	forghéilleadh
forge	forge
forger	bréagán
forgery	brionnú
forget	déan dearmad
forgetful	dearmadach
forgetfulness	dearmad
forgive	maithiúnas
forgiven	maithe
forgiveness	maithiúnas
forgiving	forgiving
forgotten	dearmad
fork	forc
forked	forked
forking	forking
forklift	forklift
forlorn	scorlán
form	foirm
formal	foirmiúil
formaldehyde	formaildéad
formalism	foirmiúlacht
formality	foirmiúlacht
format	formáid
formation	foirmiú
formative	foirmitheach
formed	déanta
formidable	formidable
forming	ag déanamh
formless	gan dídean
formula	foirmle
formulary	formulary
formulate	foirmiú
fornicate	dífhostú
fornication	fornication
forsake	forsake
forsaken	tréigthe
forsooth	toradh
fort	dún
forte	NO TRANSLATION
forthcoming	atá le teacht
forthright	ceart
forthwith	láithreach
fortification	daingne
fortify	fortify
fortitude	fortitude
fortnight	coicís
fortnightly	coicís
fortress	fortress
fortuitous	fortuitous
fortunate	ádh
fortune	fortune
fortunes	fortunes
forty	daichead
forum	fóram
forward	ar aghaidh
forwarding	ar aghaidh
fossil	iontaise
fossils	iontaisí
foul	salach
found	fuair
foundation	bunús
founder	bunaitheoir
founding	bunaithe
foundry	teilgcheárta
fountain	tobair
four	ceithre
fourfold	ceithre uair
foursome	foursome
fourteen	ceithre cinn déag
fourth	an ceathrú
fowl	éanlaithe
fox	sionnach
foxhole	sionnach
foxtrot	foxtrot
foxy	foxy
foyer	foyer
fraction	codán
fractional	codánach
fracture	briseadh
fragile	leochaileach
fragility	leochaileacht
fragment	fragment
fragmentary	ilroinnteach
fragrance	cumhráin
fragrant	cumhra
frail	lag
frailty	éadroime
frame	fráma
framework	creat
franc	franc
franchise	saincheadúnais
frank	ceart
frankenstorm	NO TRANSLATION
frankness	fírinneacht
frantic	frantic
frantically	frantically
frat	frat
fraternal	fraternal
fraternity	bráithreachas
fraud	calaois
fraudulent	calaoiseach
fraught	fraught
fray	fray
frayed	frayed
frazzled	frazzled
freak	freak
freaked	freaked
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	freakish
freakout	freakout
freaky	freaky
freckle	freckle
free	saor
freebie	freebie
freedom	saoirse
freehold	saorálach
freelance	neamhspleách
freelancer	freelancer
freely	faoi ​​shaoirse
freeman	freeman
freestyle	saorstíle
freeway	saorbhealach
freeze	reoite
freezer	reoiteoir
freezing	reo
freight	lasta
freighter	saoirseoir
french horn	adharc Fraincis
frenetic	frenetic
frenzied	frenzied
frenzy	fionnzy
frequency	minicíocht
frequent	go minic
frequently	go minic
fresco	fresco
fresh	úr
freshair	NO TRANSLATION
freshen	freshen
freshener	freshener
freshman	fear úr
freshness	úr
freshstart	freshstart
freshwater	fionnuisce
fret	fret
fretful	fretful
friar	friar
fricking	fricking
friction	cuimilte
friday	Dé hAoine
fridge	cuisneoir
fried	friochta
friend	cara
friendless	gan chara
friendliness	cairdiúlacht
friendly	cairdiúil
friends	cairde
friendship	cairdeas
frigate	frigate
friggen	NO TRANSLATION
fright	fright
frighten	eagla
frightened	eagla
frightening	scanrúil
frightful	eagal
frigid	frigid
fringe	imeall
fringed	fringed
frisbee	frisbee
frisk	NO TRANSLATION
frisky	frisky
frivolous	neamhbhriste
frock	froic
frog	frog
froggy	froggy
frolic	frolic
front	tosaigh
frontage	tosaigh
frontal	tosaigh
frontier	teorainn
fronting	tosaigh
frontispiece	frontispiece
frost	sioc
frostbite	frostbite
frosted	frosted
frosting	frosting
frosty	frosty
froth	froth
frothy	frothy
frown	frown
frowning	frowning
frozen	reoite
frugal	frugal
fruit	torthaí
fruit punch	punch torthaí
fruitcake	cíog torthaí
fruitful	torthúil
fruition	toradh
fruitless	gan toradh
fruits	torthaí
fruity	fruity
frustrate	frustrachas
frustrated	frustrated
frustrates	frustrachas
frustrating	frustrating
frustration	frustrachas
fry	Fry
fryer	fryer
fuchsia	fuchsia
fuck	fuck
fuckedoff	fuckedoff
fucker	fucker
fucking	fucking
fuckoff	fuckoff
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	fudge
fuel	breosla
fugitive	teifeach
fulcrum	fulcrum
fulfill	comhlíonadh
fulfilled	comhlíonta
fulfilling	ag comhlíonadh
fulfillment	comhlíonadh
full	iomlán
fullback	fullback
fullness	iomláine
fully	go hiomlán
fulsome	lán
fumble	fumble
fume	múch
fumigation	fumigation
fumin	NO TRANSLATION
fuming	fuming
fun	craic
function	feidhm
functional	feidhmiúil
fund	ciste
fundamental	bunúsach
fundamentalist	bunúsach
fundamentally	go bunúsach
funday	funday
funding	maoiniú
fundraiser	ciste airgid
fundraising	bailiú airgid
funds	cistí
funeral	sochraide
fungus	fungas
funk	funk
funky	funky
funnel	tonnadóir
funny	greannmhar
fur	fionnaidh
furious	furious
furiously	furiously
furlong	furlong
furlough	furlough
furnace	foirnéis
furnish	tabhair
furnishings	feistis
furniture	troscán
furor	fionnadh
furrow	ardaigh
furry	fionnadh
furtherance	dul chun cinn
fury	fury
fuse	meascán
fuselage	fuselage
fusion	comhleá
fuss	fuadar
fussy	fussy
fustrated	NO TRANSLATION
futile	todhchaí
futility	todhchaí
futon	futon
future	sa todhchaí
fuzz	fuzz
fuzzy	fuzzy
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	gadget
gaff	gaff
gag	gag
gaga	gaga
gage	gage
gaggle	gaggle
gahhh	NO TRANSLATION
gaiety	gaiety
gain	gnóthachan
gainful	buan
gaining	a fháil
gait	gait
gal	gal
gala	galar
galactic	réaltrach
galaxy	réaltra
gale	gale
gall	gall
gallant	galánta
gallantry	gaolmhar
gallbladder	gallbladder
galled	galled
gallery	gailearaí
galley	béil
gallon	galún
gallop	gallop
galloping	galloping
gallows	gallows
galore	galore
galvanic	galbhánach
gamble	gamble
gambler	gambler
gambling	cearrbhachas
game	cluiche
gameday	gameday
gametime	tréimhse ama
gaming	cearrbhachas
gamma	gamma
gammon	gammon
gamut	gamut
gander	gander
gang	gang
gangland	gangland
gangrene	gangrene
gangster	gangster
gangway	gangway
gaol	gaol
gap	bearna
gape	gape
gaping	bearna
garage	gharáiste
garb	garb
garbage	truflais
garbled	garbh
garden	gairdín
gardener	garraíodóir
gardening	garraíodóireacht
gardens	gairdíní
gargle	gargle
gargoyle	gargoyle
garish	garish
garlic	gairleog
garment	éadaigh
garner	garner
garnet	garnet
garnish	garnish
garrison	garrison
garter	garter
gas	gás
gaseous	gásach
gash	gash
gasification	gásúcháin
gasket	gasket
gasoline	gásailín
gasp	gasp
gasping	gasping
gassy	gassy
gastric	gastric
gastronomy	gastronomy
gate	geata
gatekeeper	geataireoir
gateway	geata
gather	bailigh
gatherer	gatherer
gathering	ag bailiú
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	gaudy
gauge	tomhas
gauging	tomhas
gaunt	gaunt
gauntlet	gauntlet
gauze	uige
gavel	gavel
gawk	gawk
gay	aerach
gaze	gaze
gazebo	gazebo
gazelle	gazelle
gazette	Gailearaí
gazetteer	leagan amach
gazillion	gazillion
gazing	gazing
gear	fearas
geek	geek
geeky	geeky
geez	geez
geezer	geezer
geisha	geisha
gel	glóthach
gelatin	geilitín
geld	NO TRANSLATION
gelding	gelding
gem	GEM
gemini	gemini
gender	inscne
genealogy	ginealais
general	ginearálta
generality	ginearáltacht
generalization	ginearálú
generally	go ginearálta
generate	ghiniúint
generation	giniúint
generative	giniúna
generator	gineadóir
generic	cineálach
generosity	fhlaithiúlacht
generous	fialmhar
genesis	genesis
genetic	géiniteach
genetics	géineolaíocht
genial	gleoite
genie	genie
genital	giniúna
genitalia	giniúna
genius	genius
genocide	cinedhíothú
genome	genome
genre	seánra
gent	gent
genteel	genteel
gentile	ciúin
gentle	milis
gentleman	uasal
gentlemanly	uasal
gentleness	bocht
gently	go réidh
gentry	uaisle
genuine	fíor
genus	géineas
geographic	geografach
geographical	geografach
geography	tíreolaíocht
geological	geolaíochta
geologist	geolaí
geology	geolaíocht
geometric	geoiméadrach
geometry	céimseata
geranium	geranium
gerbil	gerbil
geriatric	gariatric
germ	germ
german	Gearmáinis
germane	gearmánach
germinate	germinate
germination	péacadh
germs	frídíní
gestation	gestation
gesture	gesture
get	a fháil
getaway	getaway
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	éirigh suas
getyourown	getyourown
ghastly	ghastly
ghetto	ghetto
ghost	Púca
ghostly	taibhseach
ghoul	ghoul
giant	fathach
gibberish	gibberish
giddy	giddy
gift	bronntanas
gifted	cumasach
gifts	bronntanais
gig	gig
gigantic	gigantic
giggle	giggle
giggles	giggles
giggling	giggling
gigolo	gigolo
gilded	gilded
gill	gill
gills	gills
gilt	gilt
gimmick	gimmick
gimp	gimp
gin	gin
ginger	ginger
gingerbread	seanskin
gingerly	gingerly
ginseng	ginseng
giraffe	sioráf
girder	girder
girdle	girdle
girl	cailín
girlfriend	chailín
girlie	cailín
girlish	girlish
girly	girly
girth	girth
gist	gist
give	a thabhairt
giveaway	tugadh
giver	NO TRANSLATION
giving	ag tabhairt
gizmo	gizmo
gizzard	gizzard
glabrous	glabrous
glacial	oighreach
glacier	oighearshruth
glad	sásta
glade	glade
gladiator	gladiator
gladness	sásta
glamorous	glamorous
glamour	glamour
glance	Sracfhéachaint
gland	faireog
glare	glare
glaring	glaring
glass	gloine
glasses	spéaclaí
glassware	earraí gloine
glaucoma	glaucoma
glaze	glaze
glazed	glazed
gleam	bréige
gleaming	gléasadh
glean	glean
glee	glee
gleeful	gleeful
glen	gleann
glib	glib
glide	Sleamhnaigh
glider	glider
glimmer	glimmer
glimpse	léargas
glint	glint
glisten	glisten
glitch	glitch
glitter	glitter
glittering	glittering
gloat	gloat
global	domhanda
globe	cruinne
globular	globular
gloom	gloom
gloomy	gruama
glorification	glorification
glorified	glorified
glorify	glorify
glorious	glórmhar
glory	glóir
gloss	snasta
glossary	gluais
glossy	snasta
glove	glove
gloves	lámhainní
glow	glow
glowing	glowing
glucose	glúcóis
glue	gliú
glum	glum
glut	glut
gluten	glútan
glutton	glutton
gluttony	gluttony
glycerin	glicéirín
gnat	gnat
gnome	gnome
go	dul
goal	sprioc
goalie	goalie
goals	spriocanna
goat	gabhar
goatee	goatee
gob	gob
gobble	gobble
goblet	goblet
goblin	goblin
god	dia
godbless	NO TRANSLATION
goddamn	goddamn
goddamned	goddamned
goddess	bandia
godfather	athair
godforsaken	diabhal
godisgood	godisgood
godisgreat	NO TRANSLATION
godless	godless
godlike	godlike
godly	godly
godmother	godmother
godsend	godsend
godson	godson
gofuckyourself	cuimhneamh féin
goggle	goggle
goggles	goggles
gold	óir
golden	órga
goldfish	iasc órga
golf	gailf
golfer	golfer
golfing	gailf
gondola	gondola
gone	imithe
goner	goner
gong	NO TRANSLATION
gonorrhea	gonorrhea
goo	goo
goober	goober
good	maith
goodbye	slán
goodday	lá maith
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	goodie
goodies	goodies
goodlife	saol maith
goodly	go maith
goodmood	NO TRANSLATION
goodmorning	maidin mhaith
goodmusic	dea-cheol
goodness	maitheas
goodnews	Nuacht Maith
goods	earraí
goodtimes	craic mhaith
goodvibes	NO TRANSLATION
goodwill	dea-thoil
goody	maith
gooey	gooey
goof	goof
goofball	goofball
goofy	goofy
goon	goon
gooood	gooood
goop	goop
goose	gé
gopher	gopher
gore	gore
gorge	gorge
gorgeous	taibhseach
gorilla	gorilla
gory	gory
gospel	soiscéal
gossip	gossip
gothic	gótach
gouge	gouge
goulash	goulash
gourd	gourd
gourmet	gourmet
gout	gout
govern	rialaíonn
governess	gnólacht
governing	rialaithe
government	rialtas
governmental	rialtasach
governor	Gobharnóir
gown	gúna
grab	grab
grace	cairde
graceful	cairdeach
gracias	NO TRANSLATION
gracious	gracious
graciously	graciously
grad	NO TRANSLATION
gradation	céimniú
grade	grád
graded	grádaithe
grader	grader
grades	gráid
gradient	grádán
gradschool	NO TRANSLATION
gradual	de réir a chéile
gradually	de réir a chéile
graduate	céimithe
graduation	céim
graffiti	graifítí
graft	graft
grail	grail
grain	gráin
gram	gram
grammar	gramadach
grand	mór
grand theft auto	goid ghluaisteáin
grandchild	uaisle
grandchildren	leanaí clainne
granddad	granddad
granddaddy	granddaddy
granddaughter	gariníon
grandeur	grandeur
grandfather	seanathair
grandiose	grandiose
grandma	Mhamó
grandmother	seanmháthair
grandpa	grandpa
grandson	ogha
grandstand	grandstand
grange	grange
granite	eibhir
granny	granny
granola	granola
grant	deontas
granted	deonaithe
grantee	deontaí
grantor	deontóir
granular	gráinneach
granule	gráinneach
grape	fíonchaor
grape juice	sú fíonchaor
grapefruit	grapefruit
grapes	fíonchaora
grapevine	grapevine
graph	graf
graphic	grafach
graphics	grafaicí
graphite	graifít
grapple	grapple
grappling	grappling
grasp	tuiscint
grasping	grasping
grass	féar
grasshopper	ceamair
grassy	féar
grate	gráta
grated	grátáilte
grateful	buíoch
gratification	sásamh
gratified	sásúil
gratify	gratify
gratifying	gratifying
grating	grating
gratis	NO TRANSLATION
gratitude	buíochas
gratuitous	saor in aisce
gratuity	aisce
grave	uaigh
gravel	gairbhéal
graver	NO TRANSLATION
graveyard	reilig
gravitate	léirigh
gravitation	dreapadh
gravitational	imtharraingteach
gravity	domhantarraingthe
gravy	meáchan
gray	liath
graze	féarach
grease	ramhar
greased	greased
greaser	greaser
greasy	gréisceach
great	iontach
great anticipation	ag súil go mór
great aunt	seanaintín
great disgust	díscéal mór
great grandfather	sin-seanathair
great grandma	grandma mór
great grandmother	seanmháthair mór
great grandpa	grandpa mór
great surprise	iontas mór
great trust	iontaobhas mór
great uncle	seanuncail
greatday	NO TRANSLATION
greater	níos mó
greatest	is mó
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	go mór
greatly negative	mór diúltach
greatly positive	dearfach go mór
greatness	iontach
greatnight	NO TRANSLATION
greed	greed
greedy	greedy
green	glas
green bean	Bean Glas
green pepper	piobar glas
green snake	nathair glas
greenhouse	cheaptha teasa
greenish	greenish
greenwood	greenwood
greet	beannú
greeted	bheannaigh
greeting	beannacht
gregarious	gregarious
grenade	grenade
grey	liath
greyhound	con
grid	greille
gridiron	gridiron
grief	dólás
grievance	gearán
grieve	grieve
grieved	brónach
grieving	gráin
grievous	grievous
griffin	griffin
grill	grill
grille	grille
grilled	grilled
grim	grim
grime	grime
grimy	grimy
grin	grin
grind	meileann
grinder	grinder
grinding	meilt
grindstone	grindstone
gringo	gringo
grip	greim
gripe	gripe
grisly	grisly
grist	grist
grit	grit
grits	grits
gritty	gritty
grizzly	grizzly
groan	groan
grocer	grocer
groceries	grósaera
grocery	grósaera
groggy	groggy
groin	groin
groom	groom
groove	groove
groovy	groovy
grope	grope
gross	comhlán
grotesque	grotesque
grotto	grotto
grouch	cearc
grouchy	ceathrú
ground	talamh
grounded	bunaithe
groundhog	groundhog
grounding	talamh
groundless	gan talamh
grounds	forais
groundwork	obair talún
group	grúpa
groupie	grúpa
grouping	grúpáil
grouse	cearcach
grout	grout
grove	garrán
grovel	grovel
grow	ag fás
growl	growl
growling	ag fás
growls	folaíonn
grownup	fásta suas
growth	fás
growthefuckup	growthefuckup
grr	grr
grrr	grrr
grrrrr	grrrrr
grub	grub
grubby	grubby
grudge	grudge
grudging	grudging
grudgingly	grudgingly
gruel	gruel
grueling	grueling
gruesome	gruesome
gruff	gruff
grumble	grumble
grump	grump
grumpy	grumpy
grunt	grunt
grunting	grunting
guacamole	guacamole
guano	guano
guarantee	ráthaíocht
guaranty	guaranty
guard	garda
guarded	cosanta
guardhouse	teach garda
guardian	caomhnóir
guardianship	caomhnóireacht
guards	gardaí
gubernatorial	rialtasach
guerilla	NO TRANSLATION
guerrilla	guerrilla
guess	buille faoi thuairim
guesser	guesser
guesswork	guesswork
guest	aoi
guesthouse	Teach loistín
guidance	treoir
guide	treoir
guidebook	leabharleabhar
guidelines	treoirlínte
guiding	treoraithe
guild	guild
guile	guile
guillotine	gilillín
guilt	cionta
guilty	ciontach
guinea	guine
guise	gleoite
guitar	giotár
guitarist	giotár
gules	gules
gulf	gulf
gull	faoileán
gullet	gullet
gullible	gullible
gully	gully
gulp	gulp
gum	guma
gumbo	gumbo
gummy	gummy
gumption	gumption
gun	gunna
gunboat	gunboat
gunfight	gunfight
gunfighter	gunfighter
gunfire	gunfire
gunk	gunc
gunman	gunman
gunmen	gunmen
gunner	gunner
gunnery	gunnery
gunplay	gunplay
gunpoint	gunpoint
gunpowder	gunpowder
gunshot	gunshot
gunslinger	gunslinger
gurney	gurney
guru	gúrú
gush	gush
gusher	buachaill
gusset	gusset
gust	sásta
gusto	NO TRANSLATION
gusty	gusty
gut	gut
gutless	gutless
guts	iontacha
gutsy	gutsy
gutter	gutter
guy	fear
guzzler	guzzler
guzzling	guzzling
gym	ionad Spórt
gymnasium	giomnáisiam
gymnast	gymnast
gymnastic	gymnastach
gymnastics	gleacaíocht
gynecologist	gynecologist
gynecology	gínéiceolaíocht
gypsy	gipsealach
gyroscope	gyroscope
habit	nós
habitat	gnáthóg
habitation	áit chónaithe
habitual	de ghnáth
habitually	de ghnáth
hacienda	hacienda
hack	hack
hacker	hacker
hacksaw	hacksaw
hadenough	NO TRANSLATION
hag	geal
haggard	haggard
haggle	haggle
haiku	haiku
hail	hail
hair	gruaige
hairball	hairball
hairbrush	hairbrush
haircut	haircut
hairdo	hairdo
hairdresser	gruagaire
hairdryer	TRIOMADÓIR gruaige
hairless	gan ghruaig
hairline	hairline
hairpin	hairpin
hairspray	hairspray
hairstyle	stíl gruaige
hairy	hairy
hale	hale
half	leath
half dollar	leath dollar
halfback	halfback
halftime	leathama
halfway	leathbhealach
halibut	halibut
hall	halla
hallelujah	hallelujah
hallmark	marcáilte
hallowed	coinnithe
hallucination	hallucination
hallway	halla
halo	halo
halt	stop
halter	halter
