Word	mk
counterfeit	фалсификувани
counterpart	колега
counterpoint	контрапункт
countess	грофица
countless	безброј
country	земја
countryman	сонародник
countrymusic	NO TRANSLATION
countryside	село
counts	брои
county	округот
coup	државен удар
coupe	купе
couple	двојка
coupled	заедно
coupling	спојка
coupon	купон
courage	храброст
courageous	храбри
courier	Курир
courses	курсеви
coursing	coursing
court	суд
courteous	љубезен
courtesy	учтивост
courthouse	судницата
courtroom	судница
courts	судови
courtship	додворување
courtside	тенис
courtyard	двор
cousin	братучед
cousins	роднини
cove	залив
coven	ковчег
covenant	завет
cover	покритие
coverage	покриеност
covered	покриена
covering	покривање
covert	тајно
covet	пожелавам
coveted	посакувана
cow	крава
coward	кукавица
cowardice	кукавичлук
cowardly	кукавички
cowboy	каубој
cowgirl	cowgirl
cowhand	cowhand
cowhide	кованица
cowl	калап
coworker	соработник
coy	coy
coyote	којот
cozy	пријатен
crab	рак
crabby	crabby
crack	пукнатина
cracked	разбиена
cracker	бомбичка
crackerjack	крекер
cracking	пукање
crackle	пукнатина
crackpot	crackpot
cradle	лулка
craft	занает
crafts	занаети
craftsman	занаетчија
craftsmanship	занаетчиство
crafty	лукав
craig	craig
cram	cram
crammed	преполн
cramp	грч
cramped	тесна
cranberry	брусница
cranberry juice	сок од брусница
crane	кран
cranial	кранијален
cranium	череп
crank	чудак
cranky	чудно
cranny	пукнатина
crap	глупости
crappy	crappy
craps	зарове
crash	несреќа
crass	глупав
crate	гајба
crater	кратер
crave	жедни
craving	желба
crawfish	ракчиња
crawl	ползи
crayon	боичка
crayons	боици
craze	лудост
crazed	избрзани
craziness	лудост
crazy	луд
creak	скрипта
creaking	крцкање
cream	крем
creamed	крем
creamer	засладувач
creamy	крем
crease	браздата
create	креирај
creation	создавање
creative	креативни
