Word	sd
crooked	ڏڪار
crop	فصل
croquet	ڪچا
cross	پار
cross country	ڪراس ملڪ
crossbow	کرسبو
crossed	گذريو
crossfire	پارڪ
crossing	گذرڻ
crossover	سنسر
crosswalk	ٽرٻر
crossword	صفت
crotch	crotch
crouch	سڏڻو آهي
crouched	ڪري ڇڏڻ
crouching	ٻڪڻ
croupier	ڪائوڊرئر
crow	ڪانو
crowbar	چرچ
crowd	گڏ
crowded	گهڻا
crowds	گهڻا
crown	تاج
crowning	ٻرندڙ
crucial	انتهائي
cruciate	زبردست
crucifix	خطرناڪ
crucifixion	بدمعاشي
crucify	سورج ڏيو
crud	ڪاوڙ
crude	خشڪ
cruel	ظلم
cruelly	ظالم
cruelty	ظلم
cruise	ايڏو وڏو
cruise ship	ٽائيم جو ٻيڙو
cruiser	کروزر
cruising	مزيدار
crumb	گونگا
crumble	ڪڪر
crumbling	ٽڪر
crummy	ڪريم
crunch	کڙو
crunchy	نوڪري
crusade	صليبي
crusader	صدارتي
crush	هلايو
crushed	وڪوڙي ويو
crusher	کولہو
crushing	پگهار
crust	ڪچا
crusty	ڪٽيل
crutch	ڪڇ
crux	crux
cry	رھيو
crybaby	ٽڪر
crying	رھيو
crypt	فريبل
cryptic	فريبل
cryptography	ڪرپشن
crystal	ڪرڪيٽ
crystalline	ڪرڪيٽ
crystallization	ٽڪرائڻ
cub	ڪع
cubby	ڪعبي
cube	ڪعبي
cubic	ڪعبي
cubicle	مذاق
cuckold	cuckold
cuckoo	ڪڪڙ
cucumber	ڪڪڙ
cuddle	ڪچو
cuddled	کٽيو
cuddles	ڪفن
cuddling	ٿڪجي پيو
cue	ڪري ڇڏيو
cuff	ڪف
cuisine	کاڌا
culinary	کاڌا
cull	ٻيلو
culminate	مذاق
culmination	سمجهه
culpability	ڪفايت
culpable	ڪجه
culprit	مجرم
cult	ٻوڙا
cultivate	پوکي ٿو
cultivated	پوکي ڇڏيو
cultivation	پوکي
cultural	ثقافتي
culture	ثقافت
cultured	هنر
culvert	ٻرندڙ
cumbersome	منجهيل
cumulus	سوراخ
cunning	وهنوار
cunt	چاچي
cup	پيالو
cupboard	پيارو بورڊ
cupcake	پيالوڪ
cupping	پيالو
cur	واھ
curable	مناسب
curate	قسمت
curative	جانبدار
curator	کاڌو
curb	ڪري ڇڏيو
curd	ڪاوڙ
cure	علاج
curfew	خوفناڪ
curiosity	تجسس
curious	ذليل
curl	زنده
curling	واپرائڻ
currency	ڪرنسي
current	موجوده
curriculum	نصاب
curry	هار
curse	لعنت
cursed	لعنت ڪئي
cursing	تيسين
cursory	سموري
curt	ڪجهه
curtail	جهڙا
curtailment	گهڻائي
curtain	پردو
curtains	پردو
curtsy	لعنت آهي
curvature	گهميل
curve	وکر
curved	ويران
curvilinear	Curvilinear
cushion	جوش
cushy	ڪشادو
cusp	ڪريس
cuss	ڪريس
cussed	پيش ڪيو
custard	دستور
custodial	گادي
custodian	گادي
custody	تحويل
custom	ڪسٽم
customary	روايتي
customer	گراهڪ
customized	ڪتب آندو ويو
cut	ڪٽڻ
cutaneous	ذلت
cute	پيارو
cuticle	تصويري
cutie	پيٽ
cutlass	ڪٽڙڪ
cutlery	ڪٽيل
cutoff	ڪٽيو
cutter	ڪڪر
cutters	ڪترڪ
cutthroat	ڪٽيل
cutting	ڪٽڻ
cutting board	ڪٽي بورڊ
cuttings	ڪپڙا
cwt	ڪٽيو
cyanide	سري لنڪا
cyberspace	سائبر اسپيس
cycle	چڪر
cyclical	سائيڪل
cyclist	سائيڪل
cyclone	چورس
cylinder	سلنڈر
cylindrical	سلنڊر
cymbal	سيلاب
cynic	غيرتمند
cynical	مخلص
cynicism	مخلص
cyst	سسٽم
cystic	سيسٽڪ
cytomegalovirus	سيٽيڪوگولوفورس
cytoplasm	جيوٽيڪل
czar	زار
dab	ڊاب
dabble	ڏٻر
dabbling	کائڻ
dad	بابا
daddy	پيء
dado	NO TRANSLATION
daemon	داون
daft	ديوار
dagger	خنجر
daily	روزاني
dainty	شاهي
daiquiri	ڊائيريري
dairy	شاميه
daisy	داڙو
dak	NO TRANSLATION
dale	ڪٿا
dam	ڊيم
damage	نقصان
damaged	خراب ٿيو
damages	نقصان
dame	شهرت
damn	ٻوڏ
damnation	سازش
damned	ڀريل
damp	خاڪ
dampened	ختم ٿي ويو
damper	واپرائڻ
damsel	ونسل
dance	ناچ
dancer	ناچ نگاري
dancing	ناچ
dandruff	دڙو
dandy	ماني
danger	خطرو
dangerous	خطرناڪ
dangerously	خطرناڪ طور تي
dangit	NO TRANSLATION
dangle	ڊيلنگ
dank	NO TRANSLATION
dapper	ڊيپر
dare	راضي ٿيو
daredevil	ڊيوٽل
daresay	ٻٻريو
daring	ويران
dark	ڪارو
darken	ڪارا
darkened	اونداهي
darkly	آهستي آهستي
darkness	اونداهي
darkroom	اونداهو
darkside	اونداھون رخ
darling	ٿي سگهي ٿو
darn	مزاج
dart	ڊار
dash	ڊش
dashboard	ڊيش بورڊ
dashed	ڀڄي ويو
dashing	ويهي رهيو
dastardly	خفيه طور تي
data	ڊيٽا
database	ڊيٽابيس
date	تاريخ
datenight	NO TRANSLATION
daughter	ڌيءَ
dawdle	فضا
dawn	صبح جو
dawned	ٿڌو
day	ڏينهن
daybreak	صبح جو
daycare	روزگار جا مالڪ
daydream	روزانو
daydreaming	وڳي رهيو آهي
daylight	روشني
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	ڏينهن جو وقت
daze	مرڪي
dazed	خشڪ آهي
dazzle	چڪر
dazzling	چمڪندڙ
deacon	ٻوڏ
deactivate	چٽيو
dead	مئل
deadbeat	مقتول
deadline	حدود
deadlines	حدود
deadlock	بند
deadly	مقتول
deaf	ٻوڙا
deafening	ٻوڙا
deafness	ٻوڙا
deal	ڊيل
dealer	ڊيلر
dealership	ڊيلرشپ
dealing	ڊيلنگ
dealings	ڪاروبار
dean	ڏندن
dear	پيارا
dearest	پيارا
dearth	پيارا
death	موت
deathbed	موت جو
deathly	موت آهي
debacle	بيماري
debased	بحث ڪيو
debatable	بحث سان
debate	بحث
debauchery	ٿڪ
debenture	debenture
debilitating	ماتحت
debit	ڊيبٽ
debrief	بحث
debriefing	ٿڪ
debris	ٻوڏ
debt	قرض
debtor	قرضدار
debut	پهرين
debutante	آمريڪ
decade	ڏهاڪي
decadence	تقسيم
decadent	تقسيم ڪندڙ
decaf	فيصلا
decanter	ڪوڪٽر
decathlon	فيصلا
decay	فيصلا
decayed	فيصلي ۾
decaying	آخر ۾
deceased	مقتول
decedent	فيصلي وارو
deceit	دوکي
deceitful	دوکي
deceive	ٺڳي
deceived	ٺڳي ڇڏيو
deceiving	ٺڳي
december	ڊسمبر
decency	صداقت
decent	مهذب
deception	ٺٺوليون
deceptive	گمراهه آهي
decide	فيصلو ڪيو
decidedly	فيصلو ڪيو
deciduous	فيصلي ۾
decimal	दशमलव
decimeter	تقسيم ڪندڙ
decipher	فيصلا
decision	فيصلو
decisive	فيصلو ڪندڙ
deck	ڊڪ
declaration	اعلان
declaratory	وضاحت ڪندڙ
declare	بيان ڪيو
declination	گهٽجڻ
decline	رد
declining	گهٽائڻ
deco	deco
decode	بيان
decoder	کٽيندڙ
decompose	چٽيو
decomposed	تبديل ٿيل
decomposition	نوڪري
decompress	ٻيڙي
decompression	ڪوڙي
decontamination	رعايت
decor	سجاو
decorate	سينگارڻ
decorating	سجائڻ
decoration	سينگاريو
decorative	آرائشي
decorator	سجاائيندڙ
decorum	سجاوم
decoy	فيصلي ۾
decrease	گهٽتائي
decreased	گهٽجي ويو
decreasing	گهٽتائي
decree	فرمان
decrement	گهٽتائي
decrepit	گهٽتائي
decry	نڪتو
decryption	فيصلا
dedicate	وقف
dedication	وقف
deduce	حصو وٺندو
deduct	ڪٽيو
deductible	ڪٽيل
deduction	ڪٽيل
deed	منڍ
deejay	هيئن
deem	ياداشت
deep	سخت
deepen	وغيره
deer	منير
defamation	افتتاح
defamatory	افتتاح
default	رٿيل
defeat	هار
defeated	هارائي
defeatist	شڪست
defect	عيب
defection	کليل
defective	عيب
defector	کٽيندڙ
defend	دفاع ڪيو
defendant	مدعا
defended	دفاع ڪيو
defender	محافظ
defending	دفاع ڪرڻ
defense	دفاع
defenseless	دفاعي
defensible	محافظ
defensive	دفاعي
defer	ڇڏ
deference	جڳهه
deferral	ٻوڏ
deferring	ختم ڪيو
defiance	دفاع
defiant	بيوقوف
defibrillator	کٽيندڙ
deficiency	گهٽتائي
deficient	کائڻ
deficit	خساري
define	وضاحت
defined	بيان ڪيو ويو آهي
definite	وضاحت
definition	وضاحت
definitive	نڀاڳو
deflate	کليل
deflation	غفلت
deflect	ڇڪيو
deflection	کليل
defloration	defloration
deform	اختر
deformed	کليل
deformity	اختياري
defraud	غداري ڪندؤ
defray	ڪري ڇڏيو
defrost	گهڙو
deft	ڪري ڇڏيو
defunct	غلط استعمال
defuse	غلط استعمال
defy	محافظ آهي
degeneracy	تخليق
degenerate	اڀار
degeneration	تخليق
degradation	وهنوار
degrade	ٻڏل
degraded	اجايو
degrading	مناجل
degree	درجه بندي
dehydrated	ٻرندڙ
dehydration	ديڊيوشن
dejected	ختم ٿيل
delay	دير سان
delayed	دير ٿي رهيو آهي
delectable	صفا
delegate	وفد
delegation	وفد
delete	ختم ڪريو
deleterious	بدمعاشي
deletion	ختم ٿيل
deli	شيل
deliberate	جانبدار
deliberation	سوچ
deliberative	نظرياتي
delicacy	خوش مزاج
delicate	نازڪ
delicatessen	ڊسڪشن
delicious	مزيدار
delight	نعمت
delighted	خوش ٿيو
delightful	مزيدار
delineate	خوشبوء
delineation	تڪليف
delinquency	فريب
delinquent	مان ٺهيل
delirious	عموما
delirium	نيلم
deliver	پهچائڻ
deliverance	نجات
delivery	ترسيل
dell	ڊيل
delta	ڊيلٽا
delude	پريشاني
deluge	پاڙيسري
delusion	ٺهيل
delusional	ڄاڻي واڻي
deluxe	ڊيلڪس
delve	ٽيلو
demand	مطالبو
demanding	مطالبو ڪيو
demeaned	ٺٺوليون ڪيون ويون
demeaning	ٿڪجي پيو
demeanor	خوفناڪ
demented	سمورو
dementia	دتمني
demise	وڃڻ
demo	ڊيم
democracy	جمهوريت
democrat	جمهوريت
democratic	جمهوري
demographic	ڊيموگرافڪ
demolish	تباهه ڪرڻ
demolished	ختم ٿي ويو
demolition	ويران
demon	ڀڄڻ
demonic	شديد
demonstrable	ڪارڻ
demonstrate	ظاهر ڪيو
demonstrated	ظاهر ڪيو ويو آهي
demonstrating	ظاهر ڪرڻ
demonstration	سمجهڻ
demonstrative	ظاهر
demonstrator	ڪارڻ
demoralized	پيش ڪبي
demos	ڊيم
demure	ڄاڻي ٿو
den	NO TRANSLATION
deniability	ناڪاري
denial	انڪار ڪيو
denied	انڪار ڪيو
denim	denim
denomination	مذمت
denominational	منقوف
denominator	ڀڄڻ وارو
denote	ظاهر ڪيو
denounce	رد ڪيو
dense	گندم
density	کثافت
dent	ڏند
dental	ڏندن
dentist	ڏندن جو ڊاڪٽر
dentistry	دندان واريون
dentists	ڏندن جي
denunciation	شرڪ
deny	انڪار ڪيو
denying	انڪار ڪرڻ
deodorant	ڊيوڊورٽ
depart	وڃڻ
departed	لڪي ويو
department	ڊپارٽمينٽ
departmental	جدا جدا
departure	وڇوڙي
depend	ڀاڙي
dependable	مصلحت
dependant	ڀاڙي
dependence	انحصار
dependency	انحصار
dependent	ڀاڙي
depict	ظاهر آهي
depicting	ظاهر ڪرڻ
depletion	ختم ٿيڻ
deplorable	غلط استعمال
deplore	منسٽر
deploy	ٺهرايو
deployment	نوڪريون
deport	هلايو
deportation	ورهاڱي
depose	ذخيرو
deposit	جمع ڪرايو
depositary	گڏجاڻي
deposition	جڳهه
depository	ذخيرو
depot	ذخيرو
depraved	وهنوار
depravity	ذلت
depreciate	قدرتي
depreciated	قدرتي آهي
depreciation	قدرتي
depress	بيماري
depressed	ڏڪار
depressing	ناپسنديده
depression	بيماري
depressive	بيچيني
depresson	NO TRANSLATION
deprivation	محروميت
deprive	محروم ٿي چڪو آهي
deprived	محروم ٿي ويو آهي
depth	کوٽائي
deputy	ڊپٽي
derail	نڪتل
deranged	ويران
derelict	نڪتل
derision	نتيجو
derivation	اشتقاق
derivative	نڪتل
derive	نڪتو
dermal	چمڙي
dermatologist	چمڙي جي ماھر
dermatology	چمڙي جي بيماري
derogation	نڪتل
derogatory	ناپسنديده
descend	الذي
descendant	اولاد
descendent	NO TRANSLATION
descending	هيٺ ڏٺي
descent	زنده
describe	وضاحت ڪريو
description	تفصيل
descriptive	اڻ ڄاڻيو
desecrate	بيڪاريو
desecration	رعايت
desert	ريگستان
deserted	ويران
deserter	ٽرڻو
desertion	ماتحت
deserve	مستحق آهي
deserved	لائق آهي
deserving	مستحق آهي
design	ڊزائين
designate	نامزد
designated	نامزد ٿيل
designation	نامزدگي
designed	ٺهيل
designer	ڊزائينر
designing	ڊزائيننگ
desirability	تڪليف
desirable	تمام ضروري آهي
desire	خواهشون
desiring	نوڪري
desirous	متضاد آهي
desist	نڀاڳ
desk	ڊيزبان
desolate	ويران
desolation	ويران
despair	نااميد
despairing	نااميد ٿي
despatch	ساٿي
desperado	خطرناڪ
desperate	خطرناڪ
desperation	خطرناڪ
despicable	نااهل
despise	ناراض
despondent	تنهنجو
despotic	ناپسنديده
despotism	ناپسنديده
dessert	مٺاڻ
destination	منزل
destined	گهڻائي
destiny	قسمت
destitute	ڪمزور
destroy	تباهه ڪريو
destroyed	تباهه ٿيو
destroyer	تباهه ڪندڙ
destroying	تباهه ڪرڻ
destruct	تباهي
destruction	تباهي
destructive	تباهي
detach	ڇڏڻ
detached	ون يونٽ
detachment	وجھڻ
detail	تفصيل
detailed	تفصيلي
details	تفصيلات
detain	ڳولڻ
detainee	قيدي
detect	سڃاڻڻ
detectable	سڃاڻپ
detection	سڃاڻڻ
detective	جاسوسي
detector	سڃاڻڻ وارو
detention	مقدمو
deter	ڇڏيندڙ
detergent	کٽيندڙ
deteriorate	خراب رهي
deteriorated	خراب ٿي وئي
deteriorating	خراب رهي
deterioration	خرابي
determinable	حلال
determinate	سمجهان ٿو
determination	پابندي
determine	ٻڌائڻ
determined	طئي ڪيو
deterrent	ويران
detest	سڃاڻي ٿو
detestation	تاليف
detonate	ٽوڙي ڇڏيو
detonation	وهنوار
detonator	واھپوٽر
detour	زخم
detract	تخليق ڪيو
detriment	نقصان
detrimental	جانبدار آهي
detritus	هٿيار
deuce	ڇڏڻو پوندو
deutschmark	ڊٽسچ مارڪ
devalued	وصف
devastate	تباهي
devastated	تباھ ٿيو
devastating	تباهه ڪندڙ
devastation	تباهي
develop	ترقي ڪريو
developer	ترقي ڪندڙ
developing	ترقي
development	ترقي
deviant	ديول
deviate	عقيدت
deviating	ويران
deviation	انحرافي
device	ڊوائيس
devil	شيطان
deviled	خليل آهي
devilish	شيطان
devious	ويندڙ
devise	ميڙ
devoid	ناحق
devolution	وصف
devolve	ويران
devote	عقيدت
devoted	مريد
devotee	عقيدت
devotion	عقيدت
devotional	عقيدت
devour	کاڌو
devout	عقيدتمند
dew	اوپن
dexter	ماھر
dexterity	آڌار تي
dextrose	ڊاڪٽرو
diabetes	ذیابيطس
diabetic	شوگر
diabolical	ڊاڪٽريٽو
diagnose	تشخيص
diagnosis	تشخيص
diagnostic	تشخيص
diagnostics	تشخيص
diagonal	درجي
diagram	ڊاڪٽري
dial	ڊيل
dialect	ڪنيڪشن
dialectic	ڊاڪٽريڪ
dialogue	ڪچهري
dialysis	ڊيلسيز
diameter	نيم
diamond	هيرن
diamonds	هيرن
diaper	ڊڪر
diaphragm	ڊاڪٽراگم
diarrhea	ڊراما
diarrhoea	ڊراما
diary	ڊراما
diatribe	ڊرامي
dib	NO TRANSLATION
dibs	dibs
dice	جوڌو
dicey	ڊسيڪ
dichotomous	ڊيوٽمنٽ
dichotomy	انساني حق
dick	dick
dickhead	ڊائريڊٽر
dicks	کاڌا
dictate	آمريت
dictation	آمريت
dictator	آمريت
dictatorial	آمريت
dictatorship	آمريت
diction	ڏندن
dictionary	لغت
dictum	NO TRANSLATION
didactic	سمجهي ويو
diddle	درياء
die	NO TRANSLATION
died	مري ويو
diesel	ڊيزل
diet	غذا
dietary	غذا
differ	اختلاف
difference	فرق
differences	اختلاف
different	مختلف
differential	فرق
differentiation	تفاوت
differently	مختلف طرح
differing	اختلاف
difficult	مشڪل
difficulties	مشڪلاتون
difficulty	مشڪل
diffuse	ڪري ڇڏيو
diffusion	هيٺيون
dig	NO TRANSLATION
digest	هان
digestion	هضم
digestive	هاضمي
digit	عدد
digital	ڊجيٽل
dignified	وقار
dignify	وقار ڪر
dignity	عزت
digress	حيرت
digs	NO TRANSLATION
dike	ائين
dilapidated	زهرون
dilatation	افطار
dilation	تخليق
dildo	dildo
dilemma	دلما
diligence	خوشگوار
diligent	خوشگوار
dill	ڊيل
diluent	فيروز
dilute	تڪليف
diluted	ٿڪل
dilution	مزاج
dim	ٿڪو
dime	ماني
dimension	هيٺيون
dimensional	مڪاني
diminish	ختم ٿي ويو آهي
diminished	ختم ٿيو
diminution	زخم
diminutive	گهٽجي ويو آهي
dimwit	dimwit
din	NO TRANSLATION
dine	کاڌو
diner	Diner
dinghy	کاڌا
dingo	ڊنگو
dingy	ڊنگ
dining	کاڌا
dinky	ڪڙو
dinner	رات جي ماني
dinnertime	رات جي ماني جو وقت
dinosaur	ڊاڪٽور
dint	ڊنگ
diocesan	ڊيوزنس
diocese	ڊسڪس
diorama	ڊائرياما
dioxide	ڊاء آڪسائيڊ
dip	ڊپ
diploma	ڊپلوما
diplomacy	سفارتي
diplomat	سفارتڪار
diplomatic	سفارتي
dipper	ڦاپر
dippy	شڪست
dipstick	ٿڪ
dire	NO TRANSLATION
direct	سڌو
directed	هدايت ڪئي
direction	هدايت
directive	سڌو رستو
directly	سڌو سنئون
director	ڊائريڪٽر
directory	ڊاريڪٽري
dirt	گندو
dirty	گندو
disability	معذور
disable	ناھي
disabled	معذور
disadvantage	نقصان وڌائڻ
disaffected	ناهن
disagree	نااهل
disagreeable	ناھي
disagreeing	اختلاف ناھي
disagreement	اختلاف
disallow	ناهن
disallowed	ناھي
disapointment	NO TRANSLATION
disappear	غائب ٿي ويو آهي
disappearance	غائب
disappearing	غائب ٿي وئي آهي
disappoint	مايوس
disappointed	مايوس
disappointing	مايوس
disappointment	مايوسي
disapproval	ناڪاري
disapprove	ناھي
disapproved	ناھي
disapproving	ناھي
disarm	بيزار ڪرڻ
disarray	ڇڏائڻ
disaster	آفت
disastrous	تباهي
disband	ختم ڪرڻ
disbelief	ڪفر
disbelieve	ڪفر ڪيو
disburse	ڏنڊ
disbursement	تقسيم
disc	ڊسڪ
discard	ختم ڪريو
discarded	رد ڪيو ويو آهي
discards	ناپسند
discern	سمجھندا آهن
discernible	سمجھدار
discerning	سمجھندڙ
discernment	سمجھڻ
discharge	مصلحت
disciple	شاگرد
disciplinary	ذيلي تقسيم
discipline	نظم و ضبط
disciplined	تقسيم ڪيو ويو
disclaim	اعلان ڪريو
disclaimer	اعلان ڪندڙ
