Word	th
disprove	พิสูจน์หักล้าง
dispute	พิพาท
disqualification	การตัดสิทธิ์
disqualified	ตัดสิทธิ์
disqualify	ตัดสิทธิ์
disquieted	กระสับกระส่าย
disregard	ไม่สนใจ
disregarded	ปัดทิ้ง
disrelish	disrelish
disreputable	ไม่น่าไว้วางใจ
disrepute	ความเสียชื่อเสียง
disrespect	การดูหมิ่น
disrespectful	ไม่สุภาพ
disrupt	ทำลาย
disrupting	กระทบ
disruption	การหยุดชะงัก
disruptive	ซึ่งทำให้ยุ่ง
dissatisfaction	ความไม่พอใจ
dissatisfied	ไม่พอใจ
dissect	ผ่า
dissection	การผ่า
disseminate	เผยแพร่
dissemination	การเผยแพร่
dissension	ความร้าวฉาน
dissent	ไม่เห็นด้วย
dissenting	ซึ่งไม่เห็นด้วย
dissertation	วิทยานิพนธ์
disservice	การก่อความเสียหาย
dissident	ไม่เห็นด้วย
dissimilar	แตกต่างกัน
dissipate	กระจายไป
dissipated	สำมะเลเทเมา
dissociation	การแยกตัวออก
dissociative	ทิฟ
dissolution	การละลาย
dissolve	ละลาย
dissonance	ความไม่สอดคล้องกัน
dissuade	ห้ามปราม
distal	ปลาย
distance	ระยะทาง
distant	ไกล
distaste	ความไม่พอใจ
distasteful	น่ารังเกียจ
distillate	ยาต้มกลั่น
distillation	การกลั่น
distilled	กลั่น
distinct	แตกต่าง
distinction	ความแตกต่าง
distinctive	เด่น
distinguish	เห็นความแตกต่าง
distinguishable	ซึ่งสังเกตได้
distinguished	เด่น
distinguishing	ที่แตกต่าง
distort	บิดเบือน
distorted	บิดเบี้ยว
distortion	การบิดเบือน
distract	กวนใจ
distracted	วอกแวก
distracting	ซึ่งทำให้วอกแวก
distraction	ความว้าวุ่นใจ
distraught	ใจลอย
distress	ความทุกข์
distressed	เป็นทุกข์
distressing	น่าวิตก
distribute	กระจาย
distribution	การกระจาย
distributor	ผู้จัดจำหน่าย
district	ตำบล
distrust	ไม่ไว้วางใจ
disturb	รบกวน
disturbance	การรบกวน
disturbed	กระวนกระวายใจ
disturbing	รบกวน
disuse	เลิกใช้
disused	ร้าง
ditch	คู
ditto	เหมือนกัน
ditty	เพลงสั้น ๆ
diurnal	เวลากลางวัน
diva	นักร้อง
divan	NO TRANSLATION
dive	ดำน้ำ
diver	ประดาน้ำ
diverge	แตกต่าง
divergence	การแตกต่าง
divergent	แตกต่าง
diverging	ถ่างออก
divers	หลากหลาย
diverse	หลากหลาย
diversified	นานา
diversify	เปลี่ยน
diversion	นันทนาการ
diversionary	แทคติก
diversity	ความหลากหลาย
divert	เบนเข็ม
diverting	สนุก
divest	ปลด
divested	เบือนหน้า
divestment	การขายเงินลงทุน
divide	การแบ่ง
divided	แบ่งแยกออกจากกัน
dividend	เงินปันผล
divination	ดวงชะตา
divine	ศักดิ์สิทธิ์
divinity	เทพบุตร
divisible	สามารถแบ่งได้
division	แผนก
divisor	จำนวนหาร
divorce	หย่า
divorcee	แม่ร้าง
divulge	เป็นที่เปิดเผย
divvy	divvy
dizziness	เวียนหัว
dizzy	วิงเวียน
do	ทำ
doable	doable
doc	คุณหมอ
docile	ว่านอนสอนง่าย
dock	ท่าเรือ
docked	เชื่อมต่อ
docket	ใบปะหน้า
docking	การเทียบท่า
doctor	คุณหมอ
doctorate	ปริญญาเอก
doctrinal	เกี่ยวกับหลัก
doctrine	หลักคำสอน
document	เอกสาร
documentary	สารคดี
documentation	เอกสาร
documents	เอกสาร
dodge	หลบ
dodger	Dodger
dodging	หลบ
dodgy	ซึ่งหลบ
dodo	นกโดโด
doe	กวางตัวเมีย
doer	ผู้ลงมือ
dog	หมา
dogface	dogface
dogged	พากเพียร
doggy	คนชอบสุนัข
doghouse	บ้านหมา
dogma	ความเชื่อ
dogmatic	ดันทุรัง
dogsick	NO TRANSLATION
doings	การปฏิบัติ
doit	NO TRANSLATION
dojo	โดโจ
doldrums	ซบเซา
dole	เงินที่รัฐบาลแจกให้ผู้ไม่มีงานทำ
doll	ตุ๊กตา
dollar	ดอลลาร์
dollhouse	บ้านตุ๊กตา
dolor	NO TRANSLATION
dolphin	ปลาโลมา
domain	โดเมน
dome	โดม
domestic	ในประเทศ
domesticated	ในบ้าน
domestication	domestication
domicile	ภูมิลำเนา
domiciled	ภูมิลำเนา
dominance	การปกครอง
dominant	เด่น
dominate	ครอบงำ
dominating	มีอำนาจเหนือ
domination	การปกครอง
dominatrix	dominatrix
dominion	การปกครอง
domino	โดมิโน
don	สวม
donate	บริจาค
donation	การบริจาค
donkey	ลา
donor	ผู้บริจาค
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	เส้นขยุกขยิก
doom	วาระ
doomed	ถึงวาระ
doomsday	วันโลกาวินาศ
door	ประตู
doorbell	ออด
doorknob	ลูกบิดประตู
doorman	คนเรียกรถ
doormat	พรมเช็ดเท้า
doornail	doornail
doorstep	บันไดหน้าประตู
doorway	ทางเข้าประตู
dopamine	โดพามีน
dope	ยาเสพติด
dopey	มึงเมา
dork	ดอก
dorky	dorky
dorm	หอพัก
dormant	อยู่เฉยๆ
dormitory	หอพัก
dorsal	ที่หลัง
dosage	ปริมาณ
dose	ปริมาณ
dossier	พิชัยสงคราม
dot	จุด
doting	ยัย
dotted	ด่างดวง
dotty	ขี้หลงขี้ลืม
double	สอง
doubled	สองเท่า
doublet	เสื้อสมัยก่อน
doubling	การเสแสร้ง
doubt	สงสัย
doubtful	น่าสงสัย
doubting	ไม่ชอบมาพากล
doubtless	อย่างไม่ต้องสงสัย
doubts	ข้อสงสัย
douche	ฉีด
douchebags	douchebags
dough	แป้งโด
doughboy	Doughboy
doughnut	โดนัท
dour	ดื้อดึง
douse	สาดน้ำ
dove	นกพิราบ
down	ลง
downcast	เศร้าใจ
downer	ประสาท
downfall	ความหายนะ
downfield	ร่น
downhearted	เศร้าซึม
downhill	ตกต่ำ
download	ดาวน์โหลด
downpour	ฝนห่าใหญ่
downright	จริงจัง
downriver	ตามน้ำ
downside	ข้อเสีย
downtime	หยุดทำงาน
downward	ลง
downy	มีขนนุ่ม
dowry	สินสอดทองหมั้น
doze	เคลิ้ม
dozen	โหล
drab	น่าเบื่อ
draft	ร่าง
drafty	เบียร์
drag	ลาก
dragon	มังกร
dragonfly	แมลงปอ
drain	ท่อระบายน้ำ
drainage	การระบายน้ำ
drained	การระบายน้ำ
draining	การระบายน้ำ
drainpipe	ท่อระบายน้ำ
drake	เป็ด
drama	ละคร
dramaqueen	dramaqueen
dramatic	น่าทึ่ง
drape	ผ้าม่าน
drapery	ผ้าม่าน
drastic	รุนแรง
drat	NO TRANSLATION
draught	ร่าง
draw	วาด
drawback	ข้อเสียเปรียบ
drawbridge	สะพานชัก
drawer	ลิ้นชัก
drawers	ลิ้นชัก
drawing	การวาดภาพ
