Word	lo
diocese	diocese
diorama	diorama
dioxide	dioxide
dip	ລົງ
diploma	ປະລິນຍາຕີ
diplomacy	ການທູດ
diplomat	ນັກການທູດ
diplomatic	ທາງການທູດ
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	ໂດຍກົງ
directed	directed
direction	ທິດທາງ
directive	directive
directly	ໂດຍກົງ
director	ຜູ້ອໍານວຍການ
directory	ໄດເລກະທໍລີ
dirt	ຝຸ່ນ
dirty	ເປື້ອນ
disability	ຄວາມພິການ
disable	ປິດການໃຊ້ວຽກ
disabled	disabled
disadvantage	ຂໍ້ເສຍຫາຍ
disaffected	disaffected
disagree	ບໍ່ເຫັນດີນໍາ
disagreeable	ບໍ່ເຫັນດີນໍາ
disagreeing	ບໍ່ເຫັນດີນໍາ
disagreement	disagreement
disallow	ບໍ່ອະນຸຍາດ
disallowed	ບໍ່ອະນຸຍາດ
disapointment	NO TRANSLATION
disappear	ຫາຍໄປ
disappearance	ຫາຍໄປ
disappearing	ຫາຍໄປ
disappoint	ຜິດຫວັງ
disappointed	ຕົກໃຈ
disappointing	ຜິດຫວັງ
disappointment	ຄວາມຜິດຫວັງ
disapproval	disapproval
disapprove	ບໍ່ເຫັນດີນໍາ
disapproved	disapproved
disapproving	disapproving
disarm	ປົດອາວຸດ
disarray	disarray
disaster	ໄພພິບັດ
disastrous	ຮ້າຍແຮງ
disband	disband
disbelief	ຄວາມບໍ່ເຊື່ອ
disbelieve	ບໍ່ເຊື່ອ
disburse	ຈ່າຍໃຫ້
disbursement	ເງິນກູ້ຢືມ
disc	ແຜ່ນດິດ
discard	ຍົກເລີກ
discarded	ຖືກຍົກເລີກ
discards	ຍົກເລີກ
discern	ເຂົ້າໃຈ
discernible	ເຫັນໄດ້ຊັດເຈນ
discerning	discerning
discernment	discernment
discharge	ລົງຂາວ
disciple	ສາວົກ
disciplinary	disciplinary
discipline	ລະບຽບວິໄນ
disciplined	ລະບຽບວິໄນ
disclaim	ປະຕິເສດ
disclaimer	ຄໍາປະຕິເສດ
disclose	ເປີດເຜີຍ
disclosed	ເປີດເຜີຍ
disclosure	ການເຜີຍແຜ່
disco	disco
discoloration	ການປ່ຽນສີ
discolored	ບໍ່ປ່ຽນແປງ
discomfort	ຄວາມບໍ່ສະບາຍ
disconcerted	disconcerted
disconcerting	disconcerting
disconnect	ປິດການເຊື່ອມຕໍ່
disconnected	disconnected
disconnection	ການເຊື່ອມຕໍ່
disconnects	disconnects
discontent	ຄວາມບໍ່ພໍໃຈ
discontinuance	ການຢຸດເຊົາ
discontinue	ຢຸດ
discontinuity	ຄວາມບໍ່ຢຸດຢັ້ງ
discontinuous	discontinuous
discord	discord
discount	ການຫຼຸດຜ່ອນ
discounted	ລາຄາຜ່ອນຜັນ
discourage	ທໍ້ຖອຍໃຈ
discouraged	ທໍ້ຖອຍໃຈ
discouragement	ການທໍ້ຖອຍໃຈ
discouraging	ທໍ້ຖອຍໃຈ
discourse	discourse
discover	ຄົ້ນພົບ
discovery	ການຄົ້ນພົບ
discredit	ຄວາມຫນ້າຢ້ານກົວ
discredited	ປະຕິເສດ
discreet	NO TRANSLATION
discrepancy	ຄວາມແຕກຕ່າງ
discrete	discrete
discretion	ຄວາມລະມັດລະວັງ
discretionary	discretionary
discriminate	ການຈໍາແນກ
discriminating	discriminating
discrimination	ການຈໍາແນກ
discus	discus
discuss	ປຶກສາຫາລື
discussion	ການສົນທະນາ
disdain	disdain
disdainful	disdainful
disease	ພະຍາດ
diseased	ເຈັບປ່ວຍ
disembodied	disembodied
disengage	disengage
disengagement	disengagement
disfigured	disfigured
disgrace	ຫນ້າຢ້ານ
disgraced	ຂັດຂວາງ
disgraceful	ຫນ້າຢ້ານກົວ
disgruntled	disgruntled
disguise	disguise
disguised	disguised
disgust	ເຮັດໃຫ້ກຽດຊັງ
disgusted	ເຮັດໃຫ້ກຽດຊັງ
disgusting	ຫນ້າກຽດຊັງ
dish	ອາຫານ
disheartened	ຫນ້າເສຍດາຍ
disheartening	disheartening
dishonest	dishonest
dishonesty	dishonesty
dishonor	ຄວາມອັບອາຍຂາຍຫນ້າ
dishonorable	dishonorable
dishwasher	ເຄື່ອງ​ລ້າງ​ຈານ
disillusionment	disillusionment
disinclination	disinclination
disincline	disincline
disinclined	disinclined
disinfect	ປົນເປື້ອນ
disinfectant	disinfectant
disinfection	disinfection
disinformation	disinformation
disingenuous	disingenuous
disintegrate	ທໍາລາຍ
disintegration	disintegration
disinterested	ບໍ່ສົນໃຈ
disjoint	disjoint
disjointed	disjointed
disjunctive	disjunctive
disk	ແຜ່ນດິດ
diskette	diskette
dislike	ບໍ່ມັກ
disliked	ບໍ່ຊອບ
disliking	disliking
dislocated	dislocated
dislocation	dislocation
dislodge	ຂັດຂວາງ
disloyal	ບໍ່ເຊື່ອຟັງ
disloyalty	ຄວາມບໍ່ສັດຊື່
dismal	ຫນ້າຢ້ານ
dismantle	dismantle
dismay	ຕົກໃຈ
dismayed	ຕົກໃຈ
dismemberment	dismemberment
dismiss	ຍົກເລີກ
dismissal	ຍົກເລີກ
dismissive	ອອກກໍາລັງກາຍ
dismount	dismount
disobedience	ການບໍ່ເຊື່ອຟັງ
disobedient	ບໍ່ເຊື່ອຟັງ
disobey	ບໍ່ເຊື່ອຟັງ
disorder	ບໍ່ເປັນລະບຽບ
disordered	ຜິດປົກກະຕິ
disorderly	disorderly
disorganized	disorganized
disorientation	disorientation
disoriented	disoriented
disown	ປະຕິເສດ
disparage	disparage
disparaging	disparaging
disparate	ແຕກຕ່າງກັນ
disparity	disparity
dispassionate	dispassionate
dispatch	dispatch
dispatcher	dispatcher
dispel	dissolve
dispensary	dispensary
dispensation	dispensation
dispense	ແຈກຈ່າຍ
dispenser	dispenser
dispersal	ການກະຈາຍ
disperse	ແບ່ງອອກ
dispersed	ກະຈາຍໄປ
dispersion	ການແຜ່ກະຈາຍ
dispirited	dispirited
displace	ຍົກເລີກ
displaced	ຖືກຍົກຍ້າຍ
displacement	ການຍົກຍ້າຍ
displacency	ການຍົກຍ້າຍ
display	ສະແດງໃຫ້ເຫັນ
displease	ບໍ່ພໍໃຈ
displeased	ບໍ່ພໍໃຈ
displeasure	displeasure
disposable	ສາມາດຖີ້ມໄດ້
disposal	ການກໍາຈັດ
dispose	ຈັດວາງ
disposed	disposed
disposition	disposition
dispossessed	ຖືກໂຍນຖິ້ມ
disprove	ພິສູດວ່າ
dispute	ຂັດແຍ້ງ
disqualification	disqualification
disqualified	disqualified
disqualify	disqualify
disquieted	ຂັດສົນ
disregard	ບໍ່ສົນໃຈ
disregarded	ບໍ່ສົນໃຈ
disrelish	disrelish
disreputable	disreputable
disrepute	disrepute
disrespect	ບໍ່ນັບຖື
disrespectful	ບໍ່ນັບຖື
disrupt	disrupt
disrupting	disrupting
disruption	disruption
disruptive	disruptive
dissatisfaction	dissatisfaction
dissatisfied	dissatisfied
dissect	dissect
dissection	dissection
disseminate	ເຜີຍແຜ່
dissemination	ການເຜີຍແຜ່
dissension	dissension
dissent	dissent
dissenting	dissenting
dissertation	dissertation
disservice	ເສຍໃຈ
dissident	dissident
dissimilar	dissimilar
dissipate	dissipate
dissipated	dissipated
dissociation	dissociation
dissociative	dissociative
dissolution	dissolution
dissolve	ເຮັດໃຫ້ລະລາຍ
dissonance	dissonance
dissuade	dissuade
distal	distal
distance	ໄລຍະໄກ
distant	ຫ່າງໄກ
distaste	ຂົມຂື່ນ
distasteful	ຫນ້າກຽດຊັງ
distillate	ຂີ້ເຫຍື້ອ
distillation	distillation
distilled	ແກະສະຫຼັກ
distinct	ແຕກຕ່າງກັນ
distinction	ຄວາມແຕກຕ່າງ
distinctive	ທີ່ແຕກຕ່າງກັນ
distinguish	ແຍກແຍະ
distinguishable	ທີ່ແຕກຕ່າງກັນ
distinguished	ແຍກຕ່າງຫາກ
distinguishing	ການຈໍາແນກ
distort	ບິດເບືອນ
distorted	ຖືກບິດເບືອນ
distortion	ການບິດເບືອນ
distract	ລົບກວນ
distracted	ຖືກລົບກວນ
distracting	distracting
distraction	ການລົບກວນ
distraught	distraught
distress	ຄວາມຫຍຸ້ງຍາກ
distressed	ຕົກໃຈ
distressing	ຄວາມທຸກທໍລະມານ
distribute	ແຈກຈ່າຍ
distribution	ການແຈກຢາຍ
distributor	distributor
district	ເມືອງ
distrust	ບໍ່ຫມັ້ນໃຈ
disturb	ລົບກວນ
disturbance	ການລົບກວນ
disturbed	ຖືກລົບກວນ
disturbing	ເປັນຫ່ວງ
disuse	disuse
disused	disused
ditch	ditch
ditto	ditto
ditty	ditty
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	ລ່ອງເຮືອ
diver	diver
diverge	diverge
divergence	ຄວາມແຕກແຍກ
divergent	ແຕກຕ່າງກັນ
diverging	diverging
divers	divers
diverse	ຫຼາກຫຼາຍ
diversified	diversified
diversify	ຫລາກຫລາຍ
diversion	ການຫຼີກລ້ຽງ
diversionary	diversionary
diversity	ຄວາມຫຼາກຫຼາຍ
divert	divert
diverting	diverting
divest	ແບ່ງປັນ
divested	ຖອນຕົວ
divestment	ການແບ່ງປັນ
divide	ແບ່ງປັນ
divided	ແບ່ງອອກ
dividend	ເງິນປັນຜົນ
divination	divination
divine	divine
divinity	divinity
divisible	ແບ່ງອອກໄດ້
division	ການແບ່ງແຍກ
divisor	divisor
divorce	ການຢ່າຮ້າງ
divorcee	divorcee
divulge	divulge
divvy	divvy
dizziness	dizziness
dizzy	dizzy
do	ເຮັດ
doable	doable
doc	doc
docile	docile
dock	dock
docked	docked
docket	docket
docking	docking
doctor	ທ່ານຫມໍ
doctorate	ປະລິນຍາເອກ
doctrinal	ຄໍາສອນ
doctrine	ຄໍາສອນ
document	document
documentary	documentary
documentation	ເອກະສານ
documents	ເອກະສານ
dodge	dodge
dodger	dodger
dodging	dodging
dodgy	dodgy
dodo	dodo
doe	doe
doer	doer
dog	ຫມາ
dogface	dogface
dogged	dogged
doggy	doggy
doghouse	doghouse
dogma	dogma
dogmatic	dogmatic
dogsick	NO TRANSLATION
doings	doings
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	ຕຸ໊ກກະຕາ
dollar	ເງິນໂດລາ
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	ປາ​ໂລ​ມາ
domain	ໂດເມນ
dome	dome
domestic	ພາຍໃນປະເທດ
domesticated	ພາຍໃນປະເທດ
domestication	domestication
domicile	ບ້ານ
domiciled	domiciled
dominance	ເດັ່ນ
dominant	ເດັ່ນ
dominate	ຄອບຄອງ
dominating	ປົກຄອງ
domination	ການເດັ່ນ
dominatrix	dominatrix
dominion	dominion
domino	domino
don	don
donate	ບໍ​ລິ​ຈາກ
donation	ການບໍລິຈາກ
donkey	donkey
donor	ຜູ້ໃຫ້ທຶນ
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	doom
doomed	ຖືກຕ້ອງ
doomsday	doomsday
door	ປະຕູ
doorbell	doorbell
doorknob	doorknob
doorman	doorman
doormat	doormat
doornail	doornail
doorstep	doorstep
doorway	doorway
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	dormant
dormitory	dormitory
dorsal	dorsal
dosage	dosage
dose	dose
dossier	dossier
dot	dot
doting	doting
dotted	ຈຸດເດັ່ນ
dotty	dotty
double	double
doubled	ເພີ່ມຂຶ້ນສອງເທົ່າ
doublet	doublet
doubling	ເພີ່ມຂຶ້ນສອງເທົ່າ
doubt	ສົງ​ໄສ
doubtful	ສົງໃສ
doubting	ສົງໄສ
doubtless	ບໍ່ແນ່ນອນ
doubts	ຄວາມສົງໄສ
douche	shower
douchebags	douchebags
dough	dough
doughboy	doughboy
doughnut	ໂດ​ນັດ
dour	dour
douse	douse
dove	ກະດູກ
down	ລົງ
downcast	downcast
downer	downer
downfall	ຫຼຸດລົງ
downfield	downfield
downhearted	ຕົກໃຈ
downhill	downhill
download	ດາວໂຫລດ
downpour	ຝົນຕົກ
downright	ຢ່າງແນ່ນອນ
downriver	downriver
downside	downside
downtime	downtime
downward	ລົງລຸ່ມ
downy	downy
dowry	dowry
doze	doze
dozen	dozen
drab	drab
draft	ຮ່າງ
drafty	drafty
drag	drag
dragon	ມັງກອນ
dragonfly	dragonfly
drain	drain
drainage	drainage
drained	drained
draining	draining
drainpipe	drainpipe
drake	drake
drama	drama
dramaqueen	NO TRANSLATION
dramatic	dramatic
drape	drape
drapery	ຜ້າປູທີ່ນອນ
drastic	ຢ່າງລຸນແຮງ
drat	NO TRANSLATION
draught	ຮ່າງ
draw	ແຕ້ມ
drawback	ຂໍ້ບົກພ່ອງ
drawbridge	drawbridge
drawer	drawer
drawers	drawers
drawing	ການແຕ້ມຮູບ
dread	dread
dreaded	dreaded
dreadful	dreadful
dreadfully	dreadfully
dreading	dreading
dream	ຝັນ
dreamboat	dreamboat
dreamer	dreamer
dreaming	ຄວາມຝັນ
dreamland	dreamland
dreams	ຄວາມ​ຝັນ
dreamt	ຝັນຢາກ
dreamy	ຄວາມຝັນ
dreary	dreary
dredge	dredge
drenched	ລື່ນເລີງ
dress	ແຕ່ງຕົວ
dresser	dresser
dressmaker	dressmaker
dressy	dressy
dribble	NO TRANSLATION
dried	ແຫ້ງ
drier	ແຫ້ງແລ້ງ
drift	drift
drifted	ລ້າວ
drifter	drifter
driftwood	driftwood
drill	ເຈາະ
drink	ດື່ມ
drinker	drinker
drinking	ດື່ມ
drinks	ເຄື່ອງດື່ມ
drip	drip
dripping	dripping
drive	ຂັບລົດ
drivel	drivel
driver	driver
driveway	driveway
drizzle	ຝົນຕົກ
droll	droll
drone	drone
drones	drones
drool	drool
drooping	drooping
droopy	droopy
drop	ຫຼຸດລົງ
droplet	droplet
dropout	dropout
dropper	dropper
drought	ໄພແຫ້ງແລ້ງ
drove	NO TRANSLATION
drown	ເສຍຊີວິດ
drowsiness	ຄວາມວຸ່ນວາຍ
drowsy	ນອນຫລັບ
drudgery	drudgery
drug	ຢາເສບຕິດ
drug dealing	ຢາເສບຕິດ
drugged	drugged
druggist	druggist
drugs	ຢາເສບຕິດ
drugstore	ຮ້ານ​ຂາຍ​ຢາ
druid	druid
drum	drum
drummer	drummer
drumming	drumming
drunk	ຂີ້ເມົາ
drunk driving	ຂັບລົດເຫຼົ້າ
drunkard	drunkard
drunken	ຂົມຂື່ນ
drunkenness	ການດື່ມເຫຼົ້າ
dry	ແຫ້ງແລ້ງ
dryer	dryer
dryness	ຄວາມແຫ້ງແລ້ງ
dual	ສອງ
dualism	dualism
duality	duality
dub	dub
dubious	dubious
duchess	duchess
duck	duck
ducking	ducking
duckling	duckling
ducky	ducky
duct	ທໍ່
ductile	ductile
dud	dud
dude	dude
duds	duds
due	due
duel	duel
dues	dues
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	duke
dull	ຂົມຂື່ນ
dullard	dullard
dumb	dumb
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	dummy
dump	dump
dumpling	ການຕົ້ມ
dumps	dumps
dumpster	dumpster
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	dungeon
dunk	dunk
duo	duo
dupe	dupe
duplex	duplex
duplicate	duplicate
duplication	duplication
duplicity	duplicity
durability	ຄວາມທົນທານ
durable	ທົນທານ
duration	ໄລຍະເວລາ
duress	ບັງຄັບ
dusk	ຕອນເຢັນ
dusky	dusky
dust	ຂີ້ຝຸ່ນ
duster	duster
dustpan	dustpan
dusty	ຂີ້ຝຸ່ນ
dutiful	dutiful
duty	duty
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	ອາໄສຢູ່
dweller	dweller
dwelling	ທີ່ຢູ່ອາໄສ
dye	dye
dying	ເສຍຊີວິດ
dyke	dyke
dynamic	dynamic
dynamical	dynamical
dynamics	dynamics
dynamite	dynamite
dynamo	dynamo
dynasty	dynasty
dysentery	dysentery
dysfunction	dysfunction
dysfunctional	dysfunctional
dyspepsia	dyspepsia
eager	eager
eagerness	ຄວາມກະຕືລືລົ້ນ
eagle	eagle
ear	ຫູ
earful	ຫູຫນວກ
earl	earl
earlier	ກ່ອນຫນ້ານັ້ນ
