Word	gd
destination	ceann-uidhe
destined	dh 'fhalbh
destiny	dànachd
destitute	sìorraidh
destroy	sgrios
destroyed	sgrios
destroyer	sgriosair
destroying	a 'milleadh
destruct	destruct
destruction	sgrios
destructive	millteach
detach	sgaoileadh
detached	air leth
detachment	sgaoileadh
detail	mion-fhiosrachadh
detailed	mionaideach
details	mion-fhiosrachadh
detain	cùm a chumail
detainee	cùlaibh
detect	lorg
detectable	lorg
detection	lorg
detective	detective
detector	detector
detention	glèidheadh
deter	stad
detergent	uisge-beatha
deteriorate	dol sìos
deteriorated	milleadh
deteriorating	a 'crìonadh
deterioration	ìsleachadh
determinable	deiseil
determinate	a 'dearbhadh
determination	dearbhadh
determine	co-dhùnadh
determined	air a dhearbhadh
deterrent	stad
detest	faireachdainn
detestation	cladhach
detonate	sgaoileadh
detonation	cladhach
detonator	bhriseadh
detour	sgaoileadh
detract	cuir stad air
detriment	droch bhuaidh
detrimental	droch bhuaidh
detritus	sgaoileadh
deuce	deuce
deutschmark	deutschmark
devalued	luachmhor
devastate	sgrios
devastated	air a sgrios
devastating	tubaisteach
devastation	tubaist
develop	leasachadh
developer	leasachaidh
developing	leasachadh
development	leasachadh
deviant	s an Iar-
deviate	sgaradh
deviating	sgaoileadh
deviation	rèiteachadh
device	inneal
devil	diabhal
deviled	s an Iar-
devilish	deamach
devious	devious
devise	dealbhadh
devoid	gun fhiosta
devolution	fèin-riaghladh
devolve	sgaoileadh
devote	a 'toirt seachad
devoted	s an Iar-
devotee	dìleab
devotion	dealachadh
devotional	devotional
devour	dealachadh
devout	beòthail
dew	dew
dexter	dexter
dexterity	dìomhaireachd
dextrose	dextrose
diabetes	siùcair
diabetic	diadhachdach
diabolical	sgaoileadh
diagnose	breithneachadh
diagnosis	breithneachadh
diagnostic	sgrùdadh
diagnostics	breithneachaidh
diagonal	trastanach
diagram	diagram
dial	dhìleas
dialect	dualchainnt
dialectic	dualchainnt
dialogue	còmhradh
dialysis	dialysis
diameter	trast-thomhas
diamond	daoimean
diamonds	diamonds
diaper	diaper
diaphragm	diaphragm
diarrhea	buinneach
diarrhoea	buinneach
diary	leabhar-latha
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	dàin
dicey	Dìleas
dichotomous	dichotomous
dichotomy	dichotomy
dick	dick
dickhead	dannsa
dicks	dicks
dictate	ag ràdh
dictation	òrdugh
dictator	deachdaire
dictatorial	deachdaire
dictatorship	deachdaireachd
diction	aithris
dictionary	faclair
dictum	NO TRANSLATION
didactic	sgaoileadh
diddle	diddle
die	NO TRANSLATION
died	bàs
diesel	diesel
diet	daithead
dietary	biadh
differ	eadar-dhealaichte
difference	eadar-dhealachadh
differences	eadar-dhealachaidhean
different	eadar-dhealaichte
differential	diofraichte
differentiation	eadar-dhealachadh
differently	eadar-dhealaichte
differing	eadar-dhealaichte
difficult	duilich
difficulties	duilgheadasan
difficulty	duilgheadas
diffuse	eadar-dhealaichte
diffusion	sgaoileadh
dig	NO TRANSLATION
digest	cladhach
digestion	cladhach
digestive	cladhach
digit	digit
digital	digiteach
dignified	urramach
dignify	urramach
dignity	urram
digress	sgaoileadh
digs	NO TRANSLATION
dike	dike
dilapidated	sgaoileadh
dilatation	dilatation
dilation	dilation
dildo	dildo
dilemma	duilgheadas
diligence	dìcheall
diligent	dìcheallach
dill	dill
diluent	sgaoileadh
dilute	caolaich
diluted	air a thiormachadh
dilution	dilution
dim	dim
dime	dime
dimension	tomhas
dimensional	dimensional
diminish	lùghdaich
diminished	lùghdachadh
diminution	lùghdachadh
diminutive	beag
dimwit	cha mhòr
din	NO TRANSLATION
dine	dine
diner	dinneir
dinghy	dinghy
dingo	dingo
dingy	dingy
dining	biadh
dinky	dinky
dinner	dinnear
dinnertime	dinnertime
dinosaur	dineosaur
dint	dint
diocesan	diocesan
diocese	sgìre-easbaig
diorama	diorama
dioxide	dà-ogsaid
dip	dip
diploma	diploma
diplomacy	diplomacy
diplomat	dioplòmair
diplomatic	dioplòmasach
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	dìreach
directed	stiùirichte
direction	slighe
directive	stiùireadh
directly	gu dìreach
director	stiùiriche
directory	eòlaire
dirt	dirt
dirty	salach
disability	ciorram
disable	dhì-cheadachadh
disabled	ciorramach
disadvantage	ana-cothrom
disaffected	mì-thoilichte
disagree	ag eas-aontachadh
disagreeable	mì-thoilichte
disagreeing	ag eas-aontachadh
disagreement	eas-aonta
disallow	gun a bhith a 'fàgail
disallowed	gun chead
disapointment	NO TRANSLATION
disappear	a 'dol à sealladh
disappearance	falbh
disappearing	a 'dol à bith
disappoint	briseadh dùil
disappointed	briseadh dùil
disappointing	briseadh dùil
disappointment	briseadh-dùil
disapproval	diofraichte
disapprove	mì-thoilichte
disapproved	mì-fhreagarrach
disapproving	mì-fhreagarrach
disarm	dì-armachadh
disarray	mì-fhortanach
disaster	tubaist
disastrous	tubaist
disband	sgaoileadh
disbelief	creideamh
disbelieve	dì-chreidsinn
disburse	sgaoileadh
disbursement	sgaoileadh
disc	diosg
discard	Cuir air chùl
discarded	sgaoileadh
discards	fàgail
discern	a 'faicinn
discernible	aithnichte
discerning	a 'faicinn
discernment	tuigse
discharge	sgaoileadh
disciple	disciple
disciplinary	smachdachadh
discipline	smachd
disciplined	smachdachadh
disclaim	sgaoileadh
disclaimer	àicheadh
disclose	sgaoileadh
disclosed	sgaoileadh
disclosure	sgaoileadh
disco	disco
discoloration	mì-chothromachadh
discolored	sgaoileadh
discomfort	mì-chofhurtachd
disconcerted	mì-chinnteach
disconcerting	mì-chinnteach
disconnect	dì-cheangal
disconnected	sgaoileadh
disconnection	dì-cheangal
disconnects	sgaoileadh
discontent	mì-thoilichte
discontinuance	crìochnachadh
discontinue	stad
discontinuity	neo-leantalachd
discontinuous	sgaoileadh
discord	dragh
discount	lasachadh
discounted	lasachadh
discourage	dì-mhisneachadh
discouraged	mì-mhisneach
discouragement	mì-mhisneachadh
discouraging	mì-mhisneachadh
discourse	còmhradh
discover	faighinn a-mach
discovery	lorg
discredit	mì-fhortanach
discredited	mì-fhortanach
discreet	NO TRANSLATION
discrepancy	mì-chothrom
discrete	air leth
discretion	roghainn
discretionary	roghainn
discriminate	lethbhreith
discriminating	lethbhreith
discrimination	lethbhreith
discus	sgaoileadh
discuss	bruidhinn
discussion	deasbad
disdain	dì-mhisneachadh
disdainful	mì-chinnteach
disease	galar
diseased	galar
disembodied	sgaoileadh
disengage	stad
disengagement	dol an sàs
disfigured	neo-fhoirmeil
disgrace	nàire
disgraced	dìomhaireachd
disgraceful	nàireil
disgruntled	mì-thoilichte
disguise	smuaineachadh
disguised	sgaoileadh
disgust	dìomhaireachd
disgusted	aodach
disgusting	sgreamhail
dish	dish
disheartened	mì-chinnteach
disheartening	mì-fhortanach
dishonest	neo-onarach
dishonesty	eas-onair
dishonor	mì-onair
dishonorable	dishonorable
dishwasher	inneal-aiteachaidh
disillusionment	milleadh
disinclination	mì-mhìneachadh
disincline	mì-chriochnachadh
disinclined	mì-chinnteach
disinfect	dì-ghalarachadh
disinfectant	dì-ghalamh
disinfection	dì-ghalarachadh
disinformation	mì-fhiosrachadh
disingenuous	mì-thoilichte
disintegrate	sgaoileadh
disintegration	sgaradh
disinterested	neo-inntinneach
disjoint	sgaoileadh
disjointed	sgaoileadh
disjunctive	mì-ghnàthach
disk	diosca
diskette	sgaoileadh
dislike	mì-thoilichte
disliked	mì-thoilichte
disliking	mì-thoilichte
dislocated	sgaoileadh
dislocation	sgaoileadh
dislodge	sgaoileadh
disloyal	mì-fhoirmeil
disloyalty	dìleasachd
dismal	gun teagamh
dismantle	sgaoileadh
dismay	sàrachadh
dismayed	eagal
dismemberment	dùnadh
dismiss	fàgail
dismissal	dìmeas
dismissive	dhiùlt
dismount	sgaoileadh
disobedience	mì-chomas
disobedient	neo-eisimeileach
disobey	mì-chinnt
disorder	mì-rian
disordered	neo-òrdaichte
disorderly	mì-rianail
disorganized	mì-eagraichte
disorientation	sàrachadh
disoriented	mì-thoilichte
disown	dì-ghairm
disparage	mì-thoilichte
disparaging	sàmhach
disparate	dhealaichte
disparity	neo-ionannachd
dispassionate	sgaoileadh
dispatch	sgaoileadh
dispatcher	sgaoileadh
dispel	sgaoileadh
dispensary	sgaoileadh
dispensation	sgaoileadh
dispense	sgaoileadh
dispenser	sgaoileadh
dispersal	sgaoileadh
disperse	sgaoileadh
dispersed	sgapte
dispersion	sgaoileadh
dispirited	sgaoileadh
displace	àiteachadh
displaced	sgaoileadh
displacement	àiteachadh
displacency	mì-chùis
display	taisbeanadh
displease	mì-thoilichte
displeased	mì-thoilichte
displeasure	mì-thoilichte
disposable	tairgse
disposal	sgaoileadh
dispose	dhìteadh
disposed	sgaoileadh
disposition	sgaoileadh
dispossessed	àicheadh
disprove	sgaoileadh
dispute	deasbad
disqualification	dì-cheadachadh
disqualified	dì-cheadachadh
disqualify	dì-cheadachadh
disquieted	èibhinn
disregard	àicheadh
disregarded	neo-eisimeileach
disrelish	sgeadachadh
disreputable	mì-chothromach
disrepute	mì-mhisneachd
disrespect	dìomhaireachd
disrespectful	mì-thoilichte
disrupt	briseadh
disrupting	a 'cur dragh air
disruption	briseadh
disruptive	duilich
dissatisfaction	mì-thoilichte
dissatisfied	mì-riaraichte
dissect	sgaoileadh
dissection	sgaoileadh
disseminate	sgaoileadh
dissemination	sgaoileadh
dissension	an-aghaidh
dissent	mì-thoilichte
dissenting	ag aontachadh
dissertation	tràchdas
disservice	mì-thoilichte
dissident	dissident
dissimilar	eadar-dhealaichte
dissipate	sgaoileadh
dissipated	sgaoileadh
dissociation	sgaoileadh
dissociative	dissociative
dissolution	sgaoileadh
dissolve	sgaoileadh
dissonance	sgaoileadh
dissuade	sàrachadh
distal	distal
distance	astar
distant	fada
distaste	sgaoileadh
distasteful	mì-thoilichte
distillate	sgileil
distillation	grùdaireachd
distilled	sgileadh
distinct	eadar-dhealaichte
distinction	sgaradh
distinctive	sònraichte
distinguish	eadar-dhealachadh
distinguishable	eadar-dhealaichte
distinguished	cliùiteach
distinguishing	comharrachadh
distort	a 'toirt buaidh air
distorted	air a dhubhadh às
distortion	sgoltadh
distract	bualadh
distracted	bualadh
distracting	a 'bualadh air
distraction	tàladh
distraught	dragh
distress	èiginn
distressed	duilich
distressing	duilich
distribute	sgaoileadh
distribution	sgaoileadh
distributor	sgaoileadh
district	sgìre
distrust	mì-earbsa
disturb	dragh
disturbance	dragh
disturbed	dragh air
disturbing	dragh
disuse	mì-chleachdadh
disused	sgaoileadh
ditch	dìg
ditto	ditto
ditty	ditty
diurnal	latha
diva	diva
divan	NO TRANSLATION
dive	sgaoileadh
diver	diver
diverge	sgaoileadh
divergence	sgaoileadh
divergent	sgaoilte
diverging	sgaoileadh
divers	diversaichean
diverse	eadar-mheasgte
diversified	iomadachadh
diversify	iomadachadh
diversion	iomadachd
diversionary	gluasadan
diversity	iomadachd
divert	tarraing air falbh
diverting	ag adhartachadh
divest	sgaoileadh
divested	air a leigeil dheth
divestment	sgaoileadh
divide	divide
divided	roinnte
dividend	dividend
divination	divinachd
divine	diadhaidh
divinity	diadhachd
divisible	sgaradh
division	roinn
divisor	divisor
divorce	sgaradh
divorcee	sgaradh
divulge	sgaoileadh
divvy	divvy
dizziness	mearachd
dizzy	dizzy
do	dèan
doable	do-dhèanta
doc	doc
docile	duilich
dock	dock
docked	air an dùnadh
docket	docket
docking	docking
doctor	dotair
doctorate	dotaireachd
doctrinal	teagasg
doctrine	teagaisg
document	sgrìobhainn
documentary	aithriseachd
documentation	sgrìobhainnean
documents	sgrìobhainnean
dodge	dodge
dodger	sgaoileadh
dodging	tighinn a-mach
dodgy	tighinn
dodo	dodo
doe	dèan
doer	dh 'fhalbh
dog	cù
dogface	Cùmhnantan-cleachdaidh
dogged	s an Iar-
doggy	cùram
doghouse	doghouse
dogma	dogma
dogmatic	cuspair
dogsick	NO TRANSLATION
doings	dèan
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	dole
doll	doll
dollar	dollar
dollhouse	dollhouse
dolor	NO TRANSLATION
dolphin	leumadair
domain	àrainn
dome	droma
domestic	dachaigh
domesticated	s an Iar-
domestication	dachaigh
domicile	dachaigh
domiciled	dachaigh
dominance	ceannasachd
dominant	uachdarain
dominate	gu mòr
dominating	a 'toirt buaidh air
domination	uachdaranachd
dominatrix	dominatrix
dominion	riaghladh
domino	domino
don	don
donate	toirt seachad
donation	tabhartas
donkey	asal
donor	toirt seachad
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	gun teagamh
dontpanic	dontpanach
dontunderstand	NO TRANSLATION
doodle	doodle
doom	tha
doomed	s an Iar-
doomsday	Dimàirt
door	doras
doorbell	clachan an dorais
doorknob	doorknob
doorman	neach-raoin
doormat	drùid
doornail	doras
doorstep	doras
doorway	doras
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	dorm
dormant	sàmhach
dormitory	seòmar-cadail
dorsal	dorsal
dosage	dosage
dose	dose
dossier	dossier
dot	dot
doting	doting
dotted	dotted
dotty	dotty
double	dùbailte
doubled	dùblachadh
doublet	dùbailte
doubling	dùblachadh
doubt	teagamh
doubtful	teagmhach
doubting	a 'teagamh
doubtless	Gun teagamh
doubts	teagamh
douche	douche
douchebags	douchebags
dough	taois
doughboy	doughboy
doughnut	donut
dour	dour
douse	douse
dove	colman
down	sìos
downcast	sgaoileadh
downer	nas ìsle
downfall	tuiteam
downfield	faiche sìos
downhearted	sàmhach
downhill	cnoc sìos
download	luchdaich sìos
downpour	sgaoileadh
downright	gu dearbh
downriver	sgaoileadh
downside	sìos
downtime	downtime
downward	sìos
downy	sneachda
dowry	toraidh
doze	s an Iar-
dozen	dusan
drab	drab
draft	dreachd
drafty	draoidh
drag	dragh
dragon	dragan
dragonfly	nathrach-dè
drain	drain
drainage	draenadh
drained	drèanadh
draining	draining
drainpipe	pìob drain
drake	draoidh
drama	dràma
dramaqueen	NO TRANSLATION
dramatic	dràma
drape	drape
drapery	drapery
drastic	drasta
drat	NO TRANSLATION
draught	dreachd
draw	tarraing
drawback	s an Iar-
drawbridge	drochaid-thogalach
drawer	drathair
drawers	dealbhan
drawing	tarraing
dread	eagal
dreaded	eagal
dreadful	eagalach
dreadfully	gu dòigheil
dreading	eagal
dream	aisling
dreamboat	aislingboat
dreamer	bruadar
dreaming	bruadar
dreamland	aisling
dreams	aislingean
dreamt	aisling
dreamy	aisling
dreary	dreary
dredge	dredge
drenched	sgaoileadh
dress	aodach
dresser	dreasair
dressmaker	aodach
dressy	èideadh
dribble	NO TRANSLATION
dried	tiormachadh
drier	tioram
drift	drift
drifted	sgaoileadh
drifter	drifter
driftwood	driftwood
drill	drile
drink	deoch
drinker	deoch
drinking	ag òl
drinks	deochan
drip	drip
dripping	a 'bleith
drive	dràibheadh
drivel	sgaoileadh
driver	dràibhear
driveway	slighe
drizzle	Frasan tàirneanaich
droll	droll
drone	drone
drones	drones
drool	drool
drooping	dol fodha
droopy	droopy
drop	tuiteam
droplet	droplet
dropout	Leig às
dropper	sgaoileadh
drought	tart
drove	NO TRANSLATION
drown	bàthadh
drowsiness	trioblaid
drowsy	duilich
drudgery	drudgery
drug	druga
drug dealing	dèiligeadh ri drogaichean
drugged	drogaichean
druggist	drugaiche
drugs	drugaichean
drugstore	drugaireachd
druid	draid
drum	druma
drummer	drumaire
drumming	drumaireachd
drunk	deoch
drunk driving	dràibheadh ​​le deoch
drunkard	deoch
drunken	deoch
drunkenness	deoch
dry	tioram
dryer	tiormaiche
dryness	driadachd
dual	dà-chànanach
dualism	dualism
duality	dà-chànanas
dub	dub
dubious	dubhach
duchess	dà-diùc
duck	tunnag
ducking	dol fodha
duckling	duckling
ducky	ducky
duct	duct
ductile	sgaoileadh
dud	dud
dude	dude
duds	duds
due	a dhìth
duel	duel
dues	cìsean
duet	duet
duffel	duffel
dugout	dugout
duh	duh
duke	duke
dull	gann
dullard	deasaich |
dumb	balbh
dumbasses	dumbasses
dumbbell	dumbbell
dumbbitch	NO TRANSLATION
dumfound	rèidh
dumfounder	NO TRANSLATION
dummy	falach
dump	dump
dumpling	dumpling
dumps	trannsaichean
dumpster	dumpster
dun	dun
dunce	dunce
dune	dune
dung	NO TRANSLATION
dungeon	dungeon
dunk	dunk
duo	dithis
dupe	dupe
duplex	duplex
duplicate	dùblachadh
duplication	dùblachadh
duplicity	dùblachadh
durability	durability
durable	seasmhach
duration	ùine
duress	tubaist
dusk	oidhche
dusky	dusky
dust	dust
duster	duster
dustpan	saoghail
dusty	dusty
dutiful	diadhaidh
duty	dleasdanas
dwarf	dwarf
dwarfed	dwarfed
dweeb	dweeb
dwell	fuireach
dweller	còmhnaidh
dwelling	còmhnaidh
dye	dath
dying	a 'bàsachadh
dyke	gàrradh
dynamic	fiùghantach
dynamical	dà-chànanach
dynamics	dinamics
dynamite	dynamite
dynamo	dynamo
dynasty	rìghrean
dysentery	dysentery
dysfunction	dysfunction
dysfunctional	mì-ghnìomhach
dyspepsia	dyspepsia
eager	èibhinn
eagerness	èiginn
eagle	iolaire
ear	cluas
earful	s an Iar-
earl	iarla
earlier	na bu tràithe
early	tràth
earn	cosnadh
earnest	sìorrachd
earnestly	gu dùrachdach
earnestness	sìorrachd
earnings	cosnadh
earpiece	earball
earring	cluaise
earrings	cluaisean
earshot	cluasan
earth	talamh
earthenware	talamh crèadha
earthling	crith-talmhainn
earthly	saoghail
earthquake	crith-thalmhainn
earthy	saoghalach
ease	furasta
easel	easel
easement	easement
easily	furasta
east	ear
eastbound	air an taobh an ear
eastern	an ear
easy	furasta
easygoing	Gluasad gu furasta
eat	ithe
eater	luchd-ithe
eating	ag ithe
eatingdisorders	NO TRANSLATION
eavesdrop	alasdrop
eavesdropping	sgaoileadh
ebb	ebb
ebony	ebony
ebullient	eireachdail
eccentric	sgaoileadh
eccentricity	eireachdail
ecclesiastical	eaglaiseil
echelon	echelon
echinacea	echinacea
echo	echo
eclectic	sgaoileadh
eclipse	eclipse
ecliptic	ecliptic
ecological	eag-eòlas
economic	eaconamach
economical	eaconamach
economics	eaconamachd
economy	eaconamaidh
ecosystem	eag-shiostam
ecstasy	sgaoileadh
ecstatic	s an Iar-
ecumenical	eachdraidheil
eddy	eddy
edema	edema
edge	oir
edging	iomall
edgy	deasaich |
edible	deiseil
edict	edict
edification	edification
edifice	edifice
edit	deasaich
editing	deasachadh
edition	eagrachadh
editor	deasaiche
editorial	deasachadh
educate	foghlam
educated	foghlam
education	foghlam
educational	foghlam
educator	foghlam
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	easgann
eerie	eerie
effect	buaidh
effective	èifeachdach
effectiveness	èifeachdas
effects	buaidh
effectual	èifeachdach
effectually	gu h-èifeachdach
effectuate	sgaoileadh
