Word	ru
etching	травление
eternal	вечный
eternity	вечность
ethanol	спирт этиловый
ether	эфир
ethereal	эфирный
ethic	этический
ethical	этический
ethics	этика
ethnic	этнической
ethnography	этнография
etiology	этиология
etiquette	этикет
etymology	этимология
eucalyptus	эвкалипт
euchre	перехитрить
eugenics	евгеника
eulogistic	панегирический
eulogium	панегирик
eulogize	восхвалять
eulogy	панегирик
euphemism	эвфемизм
euphoria	эйфория
euphoric	эйфории
euro	евро
euthanasia	эвтаназия
evacuate	эвакуировать
evacuation	эвакуация
evade	уклоняться
evaluate	оценивать
evaluation	оценка
evanescence	эфемерность
evangelical	евангельский
evangelist	евангелист
evangelistic	евангелистский
evaporate	испаряться
evaporation	испарение
evasion	уклонение
evasive	уклончивый
eve	канун
evening	вечер
evens	NO TRANSLATION
event	мероприятие
eventful	богатый событиями
