Word	hi
escort	अनुरक्षण
escrow	एस्क्रो
esophagus	घेघा
esoteric	गुप्त
especial	NO TRANSLATION
espionage	जासूसी
espouse	सहायता देना
espresso	एस्प्रेसो
esprit	एस्प्रिट
esquire	साहब
essay	निबंध
essayist	निबंधकार
essence	सार
essential	आवश्यक
essentially	अनिवार्य रूप से
establish	स्थापित करना
established	कायम करना
establishment	स्थापना
estate	जायदाद
esteem	आदर
esteemed	सम्मानित
esthetic	सौंदर्यशास्र-संबंधी
estimable	आदर लायक़
estimate	आकलन
estimation	अनुमान
estoppel	विबंधन
estranged	पराया
estrogen	एस्ट्रोजन
estuary	मुहाना
etch	खोदना
etching	नक़्क़ाशी
eternal	सनातन
eternity	अनंत काल
ethanol	इथेनॉल
ether	ईथर
ethereal	ईथर का
ethic	नैतिक
ethical	नैतिक
ethics	आचार विचार
ethnic	संजाति विषयक
ethnography	नृवंशविज्ञान
etiology	एटियलजि
etiquette	शिष्टाचार
etymology	शब्द-साधन
eucalyptus	युकलिप्टुस
euchre	युके
eugenics	युजनिक्स
eulogistic	प्रशंसात्मक
eulogium	eulogium
eulogize	स्तुति करना
eulogy	प्रशंसा भाषण
euphemism	व्यंजना
euphoria	उत्साह
euphoric	जश्न
euro	यूरो
euthanasia	इच्छामृत्यु
evacuate	खाली
evacuation	निकास
evade	बचना
evaluate	मूल्यांकन करना
evaluation	मूल्यांकन
evanescence	लोप
evangelical	इंजील का
evangelist	इंजीलवादी
evangelistic	सुसमाचार
evaporate	लुप्त हो जाना
evaporation	भाप
evasion	टालना
evasive	कपटपूर्ण
eve	पूर्व संध्या
evening	शाम
evens	NO TRANSLATION
event	घटना
eventful	घटनेवाला
eventual	अंतिम
eventuality	संभावना
evergreen	सदाबहार
everlasting	चिरस्थायी
evermore	हमेशा के लिये
everyday	हर दिन
everyman	हर आदमी
evict	बेदख़ल करना
eviction	निष्कासन
evidence	सबूत
evident	प्रत्यक्ष
evidentiary	जाहिर तौर पर
evil	बुराई
evoke	पुकारना
evolution	क्रमागत उन्नति
evolutionary	विकासवादी
evolve	विकसित करना
ewe	भेड़
ex	भूतपूर्व
exacerbate	ख़राब करना
exacerbation	तेज़ हो जाना
exact	सटीक
exacting	मांग करनेवाला
exaggerate	अतिरंजना करना
exaggerated	अतिरंजित
exaggeration	अतिशयोक्ति
exalt	प्रशंसा करना
exaltation	उमंग
exalted	ऊंचा
exam	परीक्षा
examination	इंतिहान
examine	की जांच
examiner	परीक्षक
example	उदाहरण
exasperated	हताश
exasperation	खीज
excavate	खोदना
excavation	उत्खनन
excavator	खोदक मशीन
exceed	से अधिक
exceeding	से अधिक
excel	एक्सेल
excellence	उत्कृष्टता
excellent	अति उत्कृष्ट
excelsior	छीलन
excepting	के सिवा
exception	अपवाद
exceptional	असाधारण
excerpt	अंश
excess	अधिक
excessive	अत्यधिक
excessively	अधिकता से
exchange	अदला बदली
excise	उत्पाद शुल्क
excision	छांटना
excitability	उत्तेजना
excitable	उत्तेजनीय
excitation	उत्तेजना
excite	उत्तेजित
excited	उत्साहित
excitement	उत्साह
exciting	उत्तेजित करनेवाला
exclaim	चिल्लाना
exclamation	विस्मयादिबोधक
exclude	निकालना
excluded	बाहर रखा गया
excluding	के सिवा
exclusion	बहिष्कार
exclusive	अनन्य
excrement	मलमूत्र
excretion	मलत्याग
excruciating	कष्टदायी
excursion	सैर
excuse	बहाना
exec	कार्यकारी
execute	निष्पादित
execution	क्रियान्वयन
executioner	जल्लाद
executive	कार्यकारी अधिकारी
executor	निष्पादक
exegesis	टीका
exemplar	नमूना
exemplary	अनुकरणीय
exemplify	उदाहरण देना
exempt	मुक्त
exemption	छूट
exercise	व्यायाम
exert	खींचना
exertion	तनाव
exhale	साँस छोड़ना
exhaust	निकास
exhausted	थका
exhaustion	थकावट
exhaustive	संपूर्ण
exhibit	एक्ज़िबिट
exhibition	प्रदर्शनी
exhilarated	ख़ुश
exhilarating	प्राणपोषक
exhilaration	ज़िंदादिली
exhort	समझाना
exhortation	प्रबोधन
exhumation	उत्खनन
exhume	पृथ्वी खोद कर निकालना
exigent	NO TRANSLATION
exile	निर्वासन
exist	मौजूद
existence	अस्तित्व
existent	मौजूद
existential	अस्तित्व
existing	मौजूदा
exit	बाहर जाएं
exodus	एक्सोदेस
exonerate	हक़ बहाल करना
exorbitant	अत्यधिक
exorcism	झाड़-फूंक
exorcist	जादू देनेवाला
exotic	विदेशी
expand	विस्तार
expanded	विस्तार
expanse	प्रसार
expansion	विस्तार
expansive	प्रशस्त
expatriate	प्रवासी
expect	उम्मीद
expectance	आशा
expectancy	उम्मीद
expectant	इंतिज़ार करनेवाला
expectation	उम्मीद
expected	अपेक्षित होना
expecting	उम्मीद
expediency	मुनाफ़ा
expedient	उपाय
expedite	शीघ्र
expedition	अभियान
expeditious	शीघ्र
expel	निष्कासित
expendable	उपभोजित
expenditure	व्यय
expense	व्यय
expenses	खर्चों
expensive	महंगा
experience	अनुभव
experienced	अनुभव
experiences	अनुभवों
experiment	प्रयोग
experimental	प्रयोगात्मक
experimentation	प्रयोग
experimenter	प्रयोगकर्ता
expert	विशेषज्ञ
expertise	विशेषज्ञता
expiration	समाप्ति
expire	समय सीमा समाप्त
expired	समय सीमा समाप्त
expiry	समाप्ति
explain	समझाना
explanation	व्याख्या
explanatory	व्याख्यात्मक
expletive	दुर्वचन
explication	व्याख्या
explicit	मुखर
explode	विस्फोट
exploit	शोषण, अनुचित लाभ उठाना
