Word	ig
debtor	onye ji ụgwọ
debut	mmalite
debutante	onye mbido
decade	afọ iri
decadence	decadence
decadent	decadent
decaf	decaf
decanter	decanter
decathlon	ndetu
decay	ire
decayed	decayed
decaying	emebi emebi
deceased	onye nwụrụ
decedent	dị
deceit	aghụghọ
deceitful	aghụghọ
deceive	na-eduhie
deceived	ghọgburu
deceiving	na-aghọ aghụghọ
december	ọnwa
decency	ezighị ezi
decent	ezi
deception	aghụghọ
deceptive	aghụghọ
decide	kpebie
decidedly	kpebisiri ike
deciduous	deciduous
decimal	ọnụ ọgụgụ
decimeter	decimeta
decipher	decipher
decision	mkpebi
decisive	ikpe
deck	oche
declaration	nkwupụta
declaratory	ekwupụta
declare	kwupụta
declination	nkwụsị
decline	ọda
declining	na-ebelata
deco	mma
decode	decode
decoder	decoder
decompose	decompose
decomposed	decomposed
decomposition	decomposition
decompress	decompress
decompression	decompression
decontamination	nkwụsị
decor	ihe ndozi
decorate	icho mma
decorating	adọrọ mma
decoration	mma
decorative	achọ mma
decorator	onye nlekota
decorum	ezi
decoy	mma
decrease	ọnụ
decreased	belata
decreasing	na-ebelata
decree	iwu
decrement	decrement
decrepit	decrepit
decry	decry
decryption	decryption
dedicate	nyefee
dedication	nraranye
deduce	wepu
deduct	deduct
deductible	deductible
deduction	npu
deed	eme
deejay	deejay
deem	eche
deep	miri
deepen	miri emi
deer	deer
defamation	nkwulu
defamatory	nkwulu
default	ndabara
defeat	mmeri
defeated	meriri
defeatist	emeri
defect	nkwarụ
defection	mgba okpuru
defective	nkwarụ
defector	defector
defend	chebe
defendant	onye ikpe
defended	kwadoro ya
defender	onye agbachitere
defending	na-agbachitere
defense	nchebe
defenseless	enweghị nchebe
defensible	onye nwere ike imebi
defensive	echebe
defer	kwụsị
deference	ekele
deferral	deferral
deferring	na-agbatị
defiance	nkwenye
defiant	ike
defibrillator	defibrillator
deficiency	enweghị ike
deficient	enweghị
deficit	ezughị oke
define	kọwaa
defined	akọwa
definite	doro anya
definition	nkọwa
definitive	nkwenye
deflate	ekwu okwu
deflation	ncha
deflect	gbanyụọ
deflection	na-enweghị isi
defloration	nkwụsị
deform	deform
deformed	deformed
deformity	nrụrụ
defraud	njide
defray	mebie
defrost	agwụ
deft	akwa
defunct	gbanwee
defuse	na-agbagha
defy	na-asọ oyi
degeneracy	degeneracy
degenerate	ọ dị njọ
degeneration	mmechi
degradation	mbibi
degrade	degrade
degraded	degraded
degrading	eweda ala
degree	ogo
dehydrated	dehydrated
dehydration	akpịrị ịkpọ nkụ
dejected	daa
delay	egbu oge
delayed	egbu oge
delectable	delectable
delegate	nnyefe
delegation	ndị nnọchiteanya
delete	ehichapụ
deleterious	nhichapụ
deletion	nhichapu
deli	ụ
deliberate	kpachaara anya
deliberation	nyocha
deliberative	achọpụta
delicacy	nri
delicate	siri
delicatessen	ọmarịcha nri
delicious	ụtọ
delight	obi ụtọ
delighted	Obi Ụtọ
delightful	obi ụtọ
delineate	delineate
delineation	ntinye
delinquency	ezighi ezi
delinquent	ezighi ezi
delirious	obi ụtọ
delirium	na-achọpụta
deliver	nyefee
deliverance	nnapụta
delivery	nnyefe
dell	dell
delta	delta
delude	ndị aghụghọ
deluge	iju mmiri
delusion	nrọ
delusional	ihe mgbagha
deluxe	deluxe
delve	delve
demand	achọ
demanding	achọ
demeaned	edozi
demeaning	eweda ya ala
demeanor	edozi
demented	demented
dementia	nsogbu
demise	egbu
demo	ngosi
democracy	ochichi onye kwuo uche
democrat	democrat
democratic	onye kwuo uche ya
demographic	ihu igwe
demolish	kwatuo
demolished	kwatuo
demolition	akwatu
demon	mmụọ ọjọọ
demonic	ndị mmụọ ọjọọ
demonstrable	egosi
demonstrate	gosiputa
demonstrated	gosiri
demonstrating	egosi
demonstration	ngosipụta
demonstrative	egosi
demonstrator	demonstrator
demoralized	mberede
demos	ọkara
demure	ọ dị njọ
den	NO TRANSLATION
deniability	enweghi ike
denial	ịgọnahụ
denied	gọnahụ
denim	denim
denomination	denomination
denominational	denominational
denominator	denominator
denote	gosi
denounce	ịkatọ
dense	ok
density	njupụta
dent	ezé
dental	eze
dentist	dọkịta
dentistry	dentistry
dentists	ndị dọkịta
denunciation	ikpe
deny	agọnahụ
denying	na-agọnahụ
deodorant	deodorant
depart	pụọ
departed	pụọ
department	ngalaba
departmental	ngalaba
departure	ọpụpụ
depend	adabere
dependable	atụkwasị obi
dependant	dabere
dependence	ndabere
dependency	adabere
dependent	dabere
depict	egosi
depicting	na-egosipụta
depletion	nkwụsị
deplorable	dị njọ
deplore	deplore
deploy	dozie
deployment	nhazi
deport	wepụ
deportation	mbupụ
depose	wepụ
deposit	nkwụnye ego
depositary	depositary
deposition	ntinye
depository	nkwụnye ego
depot	ebe nchekwa
depraved	abaghị uru
depravity	mmebi iwu
depreciate	abaghị uru
depreciated	abaghị uru
depreciation	mbenata ego
depress	obi mgbawa
depressed	dara mbà n'obi
depressing	enwe mwute
depression	ịda mbà n'obi
depressive	obi mgbawa
depresson	NO TRANSLATION
deprivation	abaghị uru
deprive	wepụ
deprived	enweghi
depth	omimi
deputy	onye osote
derail	derail
deranged	gbapụ
derelict	derelict
derision	ịkwa emo
derivation	ihe omuma
derivative	ihe mgbaru ọsọ
derive	enweta
dermal	dermal
dermatologist	ọkachamara n'ihe banyere ọgwụ
dermatology	dermatology
derogation	nkwụsị
derogatory	derogatory
descend	gbadata
descendant	nwa
descendent	NO TRANSLATION
descending	agbada
descent	ụmụ
describe	kọwaa
description	nkọwa
descriptive	nkọwa
desecrate	deecrate
desecration	adịghị ọcha
desert	ọzara
deserted	gbahapụrụ
deserter	na-agba ọsọ
desertion	agbahapụ
deserve	kwesịrị
deserved	kwesịrị
deserving	kwesịrị
design	imewe
designate	mara
designated	họpụtara
designation	aha
designed	haziri
designer	onye mmebe
designing	emebe
desirability	achọ
desirable	achọ mma
desire	ọchịchọ
desiring	achọ
desirous	achọ
desist	kwụsị
desk	tebụl
desolate	ebe tọgbọrọ n'efu
desolation	mbibi
despair	obi nkoropụ
despairing	enwe olileanya
despatch	ezipụ
desperado	deperado
desperate	agwụ ike
desperation	enweghị olileanya
despicable	ihe jọgburu onwe ya
despise	leda anya
despondent	ndị dara mbà n'obi
despotic	despotic
despotism	enweghị nkwenye
dessert	nzacha
destination	ebe
destined	kpebiri
destiny	akara aka
destitute	ndị nọ n'ụkọ
destroy	ebibi
destroyed	ebibi
destroyer	onye mbibi
destroying	ebibi
destruct	ebibi
destruction	mbibi
destructive	ebibi
detach	wepu
detached	echekwa
detachment	njedebe
detail	nkọwa
detailed	nkọwa zuru ezu
details	nkọwa
detain	ejide
detainee	detainee
detect	nchọpụta
detectable	achọpụta
detection	nchọpụta
detective	onye nchọpụta
detector	onye nchọpụta
detention	njide
deter	kwụsị
detergent	onye na-edozi ya
deteriorate	njọ
deteriorated	njọ
deteriorating	esiwanye njọ
deterioration	njọ
determinable	achọpụta
determinate	chọpụta
determination	mkpebi
determine	chọpụta
determined	kpebisiri ike
deterrent	igbochi
detest	asị
detestation	mmejọ
detonate	detonate
detonation	detonation
detonator	detonator
detour	uzo
detract	detract
detriment	nsogbu
detrimental	dị njọ
detritus	detritus
deuce	deuce
deutschmark	deutschmark
devalued	wezugara
devastate	mbibi
devastated	bibiri
devastating	ihe ojoo
devastation	mbibi
develop	mepee
developer	onye mmepụta
developing	emepe
development	mmepe
deviant	di iche
deviate	gbapụ
deviating	wepụ
deviation	nkewa
device	ngwaọrụ
devil	Ekwensu
deviled	agbagha
devilish	ekwensu
devious	aghụghọ
devise	chepụta
devoid	enweghị
devolution	devolution
devolve	kwụ ọtọ
devote	nyefe
devoted	eme ihe
devotee	devotee
devotion	nraranye
devotional	nraranye
devour	rie
devout	obi ebere
dew	igirigi
dexter	dexter
dexterity	dexterity
dextrose	dextrose
diabetes	ọrịa shuga
diabetic	ọrịa shuga
diabolical	ekwensu
diagnose	nyochaa
diagnosis	nchoputa
diagnostic	diagnostic
diagnostics	nyocha
diagonal	diagonal
diagram	eserese
dial	pịa
dialect	ederede
dialectic	dialectic
dialogue	mkparịta ụka
dialysis	akpọnwụ
diameter	dayameta
diamond	diamond
diamonds	diamonds
diaper	ederede
diaphragm	diaphragm
diarrhea	afọ ọsịsa
diarrhoea	afọ ọsịsa
diary	ederede
diatribe	diatribe
dib	NO TRANSLATION
dibs	nchịkọta
dice	dice
dicey	dicey
dichotomous	dichotomous
dichotomy	dichotomy
dick	dick
dickhead	dickhead
dicks	dicks
dictate	dictate
dictation	dictation
dictator	onye ochichi aka
dictatorial	dictatorial
dictatorship	ọchịchị aka ike
diction	ederede
dictionary	akwụkwọ ọkọwa okwu
dictum	NO TRANSLATION
didactic	doactic
diddle	ejiji
die	NO TRANSLATION
died	nwụrụ
diesel	diesel
diet	nri
dietary	nri
differ	dị iche
difference	ọdịiche
differences	esemokwu
different	dị iche
differential	iche
differentiation	iche
differently	dị iche
differing	dị iche
difficult	siri ike
difficulties	nsogbu
difficulty	nsogbu
diffuse	agbasa
diffusion	nkesa
dig	NO TRANSLATION
digest	digest
digestion	mgbaze
digestive	digestive
digit	nọmba
digital	dijitalụ
dignified	dị ùgwù
dignify	nsọpụrụ
dignity	ebube
digress	digress
digs	NO TRANSLATION
dike	dike
dilapidated	dilapidated
dilatation	ngbaputa
dilation	dilation
dildo	dildo
dilemma	nsogbu
diligence	ịdị uchu
diligent	ike
dill	dil
diluent	diluent
dilute	tụgharịa
diluted	diluted
dilution	dilution
dim	acha
dime	dime
dimension	akụkụ
dimensional	akụkụ
diminish	belata
diminished	belata
diminution	mbelata
diminutive	belata
dimwit	dimwit
din	NO TRANSLATION
dine	nri
diner	nri abalị
dinghy	uzo
dingo	dingo
dingy	dingy
dining	iri nri
dinky	dinky
dinner	nri abalị
dinnertime	nri abalị
dinosaur	dinosaur
dint	dint
diocesan	diocesan
diocese	diocese
diorama	diorama
dioxide	dioxide
dip	tinye
diploma	diploma
diplomacy	diplomacy
diplomat	diploma
diplomatic	diplomatic
dipper	dipper
dippy	dippy
dipstick	dipstick
dire	NO TRANSLATION
direct	kpọmkwem
directed	eduzi
direction	nduzi
directive	ntụziaka
directly	ozugbo
director	onye nduzi
directory	ndekọ
dirt	unyi
dirty	unyi
disability	nkwarụ
disable	gbanyụọ
disabled	enwe nkwarụ
disadvantage	adịghị mma
disaffected	enweghị nchekasị
disagree	ekwenyeghị
disagreeable	ekwesighi
disagreeing	enweghị nghọta
disagreement	enweghị nghọta
disallow	disallow
disallowed	ekwesighi
disapointment	NO TRANSLATION
disappear	ga-apụ n'anya
disappearance	okpu
disappearing	na-apụ n'anya
disappoint	emechu ihu
disappointed	ndakpọ olileanya
disappointing	ndakpọ
disappointment	ndakpọ olileanya
disapproval	nkwenye
disapprove	ekwetaghị
disapproved	ekwetaghị
disapproving	ekwetaghị
disarm	ngbasa
disarray	enweghị nsogbu
disaster	ọdachi
disastrous	ọdachi
disband	wepu
disbelief	ekweghị ekwe
disbelieve	ekweghị ekwe
disburse	kwatuo
disbursement	nkwụnye ego
disc	diski
discard	tụfuo
discarded	tụfuo
discards	nkwụsị
discern	chọpụta
discernible	mara
discerning	nghọta
discernment	nghọta
discharge	nnyefe
disciple	eso ụzọ
disciplinary	ịdọ aka ná ntị
discipline	ịdọ aka ná ntị
disciplined	ịdọ aka ná ntị
disclaim	wepụ
disclaimer	nkwenye
disclose	igosipụta
disclosed	mara
disclosure	ngosi
disco	ihe ngosi
discoloration	nchọpụta ihe
discolored	kpochapụrụ
discomfort	obi erughị ala
disconcerted	enwe nkụda mmụọ
disconcerting	nkasi obi
disconnect	kwupu
disconnected	kwụsịrị
disconnection	ịkwụsị
disconnects	kwụsịrị
discontent	enweghị obi ụtọ
discontinuance	kwụsị
discontinue	kwụsị
discontinuity	kwụsị
discontinuous	kwụsị
discord	esemokwu
discount	ego
discounted	ego
discourage	belata
discouraged	nkụda mmụọ
discouragement	nkụda mmụọ
discouraging	na-akụda mmụọ
discourse	okwu
discover	chọpụta
discovery	nchọpụta
discredit	kwusara
discredited	weghaara
discreet	NO TRANSLATION
discrepancy	adịghị mma
discrete	okwu
discretion	ezi uche
discretionary	ezi uche
discriminate	ịkpa ókè
discriminating	ịkpa ókè
discrimination	ịkpa ókè
discus	discus
discuss	tụlee
discussion	mkparịta ụka
disdain	disdain
disdainful	ihere
disease	ọrịa
diseased	ọrịa
disembodied	wezugara onwe ya
disengage	disengage
disengagement	ịhapụ
disfigured	disfigured
disgrace	ihere
disgraced	ihere
disgraceful	ihere
disgruntled	ewe iwe
disguise	nyighari
disguised	disguised
disgust	akparị
disgusted	kpọrọ asị
disgusting	na-asọ oyi
dish	efere
disheartened	obi mgbawa
disheartening	obi mgbawa
dishonest	emeghị ihe n'eziokwu
dishonesty	emeghị ihe n'eziokwu
dishonor	ihere
dishonorable	dishonorable
dishwasher	efere efere
disillusionment	enweghị nchekasị
disinclination	enweghị mgbagha
disincline	adịghị mma
disinclined	enweghị nchegbu
disinfect	disinfect
disinfectant	disinfectant
disinfection	disinfection
disinformation	disinformation
disingenuous	disingenuous
disintegrate	disintegrate
disintegration	disintegration
disinterested	enweghị mmasị
disjoint	obi ụtọ
disjointed	na-arụ ọrụ
disjunctive	arụ ọrụ
disk	diski
diskette	diskette
dislike	enweghị mmasị
disliked	enweghị mmasị
disliking	enweghị mmasị
dislocated	akwusiri
dislocation	dislocation
dislodge	dislodge
disloyal	adịghị eguzosi ike n'ihe
disloyalty	adịghị eguzosi ike n'ihe
dismal	ihere
dismantle	nkwụsị
dismay	nhụsianya
dismayed	Idem ama akpa
dismemberment	nkwenye
dismiss	kpochapu
dismissal	nchụpụ
dismissive	wepụ
dismount	elu
disobedience	nnupu isi
disobedient	ndị nupụ isi
disobey	nupụ isi
disorder	nsogbu
disordered	nsogbu
disorderly	enweghị nsogbu
disorganized	disorganized
disorientation	nkwenye
disoriented	disoriented
disown	jụ
disparage	disparage
disparaging	na-atụgharị uche
disparate	disparate
disparity	ezighi ezi
dispassionate	enweghị ọmịiko
dispatch	zipu
dispatcher	ezipụ
dispel	hapụ
dispensary	nkesa
dispensation	oge
dispense	hapụ
dispenser	nhazi
dispersal	mgbasa ozi
disperse	kesaa
dispersed	chụgara
dispersion	dispersion
dispirited	enweghi
displace	wepụ
displaced	agafe
displacement	nnyefe
displacency	ezighi ezi
display	ngosi
displease	iwe
displeased	ewe iwe
displeasure	iwe
disposable	enwere ike
disposal	mkpofu
dispose	wepụta
disposed	achọrọ
disposition	ndokwa
dispossessed	wepụrụ ya
disprove	kwenye
dispute	esemokwu
disqualification	ezighi ezi
disqualified	ezighi ezi
disqualify	adịghị eru
disquieted	obi erughị ala
disregard	eleghara anya
disregarded	elegharaghị ya anya
disrelish	ezighi ezi
disreputable	enweghị ihe ọ bụla
disrepute	enweghị nkwanye ùgwù
disrespect	enweghị nkwanye ùgwù
disrespectful	enweghị nkwanye ùgwù
disrupt	kwatuo
disrupting	na-akpaghasị
disruption	nkwụsị
disruptive	ọgba aghara
dissatisfaction	enweghị afọ ojuju
dissatisfied	enweghị afọ ojuju
dissect	dissect
dissection	dissection
disseminate	kesaa
dissemination	mgbasa ozi
dissension	esemokwu
dissent	ekweta
dissenting	ekwenye
dissertation	nyocha
disservice	arụ ọrụ
dissident	disident
dissimilar	enweghị otu
dissipate	gbasaa
dissipated	kpochapu
dissociation	nkwarịta
dissociative	dissociative
dissolution	mgbasa
dissolve	gbasaa
dissonance	dissonance
dissuade	kwusi
distal	distal
distance	anya
distant	anya
distaste	gbasaa
distasteful	obi ọjọọ
distillate	distillate
distillation	distillation
distilled	distilled
distinct	iche
distinction	oke
distinctive	iche
distinguish	ịmata
distinguishable	ịmata
distinguished	ama ama
distinguishing	ịmata
distort	gbanwee
distorted	agbagọ
distortion	mgbagha
distract	dọpụ uche
distracted	dọpụ uche
distracting	na-adọpụ uche
distraction	ndọpụ uche
distraught	enweghị nchegbu
distress	nsogbu
distressed	obi erughị ala
distressing	nsogbu
distribute	kesaa
distribution	nkesa
distributor	onye nkesa
district	district
distrust	enweghị ntụkwasị obi
disturb	ichegbu
disturbance	nsogbu
disturbed	nsogbu
disturbing	agbagha
disuse	kwusaa
disused	kwusara
ditch	okporo mmiri
ditto	sị
ditty	sịty
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	gbanye
diver	digharia
diverge	diverge
divergence	divergence
divergent	di iche iche
diverging	diverging
divers	dị iche iche
diverse	iche iche
diversified	dị iche iche
diversify	megharia
diversion	diversion
diversionary	diversionary
diversity	di iche iche
divert	gbagharịa
diverting	na-agbagharị
divest	divest
divested	divested
divestment	divestment
divide	kewaa
divided	kewara
dividend	dividend
divination	ịgba afa
divine	Chineke
divinity	Chineke
divisible	divisible
division	nkewa
divisor	nkewa
divorce	ịgba alụkwaghịm
divorcee	ịgba alụkwaghịm
divulge	kwupụta
divvy	ịgba afa
dizziness	dizziness
dizzy	dizzy
do	eme
doable	dị mma
doc	doc
docile	eme ihe ike
dock	ụgbọ mmiri
docked	mechie
docket	docket
docking	nkwụsị
doctor	dọkịta
doctorate	doctorate
doctrinal	ozizi
doctrine	ozizi
document	akwụkwọ
documentary	akwukwo
documentation	akwụkwọ
documents	akwụkwọ
dodge	zoo
dodger	dodger
dodging	zoo
dodgy	dọọ
dodo	dodo
doe	mee
doer	eme
dog	nkịta
dogface	dogface
dogged	kụrụ
doggy	nkịta
doghouse	nkịta
dogma	nkwenye
dogmatic	ekwenye
dogsick	NO TRANSLATION
doings	eme ihe
doit	NO TRANSLATION
dojo	na-eme
doldrums	doldrums
dole	aghaghi
doll	nwa bebi
dollar	dollar
dollhouse	ụlọ bebii
dolor	NO TRANSLATION
dolphin	dolphin
domain	ngalaba
dome	dome
domestic	ụlọ
domesticated	domesticated
domestication	domestication
domicile	obibi
domiciled	domiciled
dominance	ịchịisi
dominant	bụ isi
dominate	achị
dominating	na-achịkwa
domination	achị
dominatrix	isi ihe
dominion	achị
domino	domino
don	nye
donate	nye onyinye
donation	onyinye
donkey	ịnyịnya ibu
donor	onye nyere onyinye
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	nkemmadu
dontpanic	mba
dontunderstand	NO TRANSLATION
doodle	doodle
doom	mbibi
doomed	ga-ala n'iyi
doomsday	doomsday
door	ọnụ ụzọ
doorbell	mgbịrịgba ọnụ ụzọ
doorknob	ọnụ ụzọ
doorman	eme ihe
doormat	eme
doornail	elu
doorstep	ọnụ ụzọ
doorway	ọnụ ụzọ
dopamine	dopamine
dope	dope
dopey	dopey
dork	dork
dorky	dorky
dorm	ezumike
dormant	dormant
dormitory	ezumike
dorsal	dorsal
dosage	usoro ogwu
dose	dose
dossier	nchekwa
dot	ntụpọ
doting	njide
dotted	kwadoro
dotty	dotty
double	okpukpu abụọ
doubled	okpukpu abụọ
doublet	okpukpu abụọ
doubling	abụọ
doubt	obi abụọ
doubtful	obi abụọ
doubting	obi abụọ
doubtless	obi abụọ adịghị ya
doubts	obi abụọ
douche	douche
douchebags	douchebags
dough	ntụ ọka
doughboy	nwa nwoke
doughnut	onyinye
dour	dour
douse	eme ihe
dove	nduru
down	ala
downcast	na-ebelata
downer	ala
downfall	ọdịda
downfield	ala
downhearted	obi
downhill	elu ala
download	download
downpour	mmiri ozuzo
downright	ezi
downriver	ala
downside	ala
downtime	ezumike
downward	ala
downy	ala
dowry	ego
doze	beze
dozen	iri na abuo
drab	drab
draft	ederede
drafty	dị egwu
drag	dọrọ
dragon	dragon
dragonfly	dragonfly
drain	igbapu
