Word	bn
fag	কঠোর পরিশ্রম
faggot	লাঠি
fail	ব্যর্থ
failing	ব্যর্থতা
failure	ব্যর্থতা
fain	NO TRANSLATION
faint	ভীরু
fainting	মূচ্র্ছা
fair	ন্যায্য
fairly	নিরপেক্ষভাবে
fairness	সততা
fairway	সেরা
fairy	পরী
faith	বিশ্বাস
faithful	বিশ্বস্ত
faithfulness	বিশ্বস্ততা
faithless	অবিশ্বস্ত
fake	নকল
faker	জুয়াচোর
falafel	ফালাফেল
falcon	বাজপাখি
fall	পড়া
fallacious	প্রতারণাপূর্ণ
fallacy	হেত্বাভাস
fallback	পিছু হট
fallible	ভ্রমপ্রবণ
falling	পতনশীল
fallopian	ফ্যালোপিয়ান
fallout	বিপর্যয়
fallow	পতিত
false	মিথ্যা
falsehood	মিথ্যা
falsely	মিথ্যাভাবে
falsification	বিকৃতকরণ
falsified	falsified
falsify	মিথ্যা বর্ণনা করা
falsity	মিথ্যা কথা
falter	তোতলান
fame	খ্যাতি
famed	বিখ্যাত
familiar	পরিচিত
familiarity	ঘনিষ্ঠতা
familiarize	অভ্যস্ত করান
family	পরিবার
familytime	familytime
famine	দুর্ভিক্ষ
famished	ক্ষুধাকাতর
famous	বিখ্যাত
famously	বিখ্যাত
fan	পাখা
fanatic	ধর্মান্ধ
fanatical	ধর্মান্ধ
fanaticism	ধর্মান্ধতা
fanciful	কল্পনাপ্রসূত
fancy	অভিনব
fandango	ছ্যাবলামি
fanfare	তূর্যনিনাদ
fang	NO TRANSLATION
fangs	বিষদাঁত
fanning	বীজন
fantasia	ফ্যানটাসিয়া
fantasize	দিবাস্বপ্ন
fantastic	চমত্কার
fantasy	কল্পনা
faraway	বহুদূর
farce	প্রহসন
farcical	হাস্যকর
fare	ভাড়া
farewell	বিদায়কালীন
farm	খামার
farmer	কৃষক
farmhouse	গোলাবাড়ী
farming	কৃষি
farmland	কৃষিজমি
faro	ফারো
fart	বাতকর্ম
farther	অধিকতর
fascia	ড্যাশবোর্ড
fascinate	মুগ্ধ করা
fascinated	মুগ্ধ
fascinating	চটুল
fascination	মোহ
fascism	ফ্যাসিবাদ
fascist	ফ্যাসিস্ট
fashion	ফ্যাশন
fashionable	কেতাদুরস্ত
fastball	fastball
fasten	বন্ধন করা
fastener	দৃঢ়ভাবে আবদ্ধকারী
fastening	বন্ধন
fasting	উপবাস
fat	চর্বি
fatal	মারাত্মক
fatalism	অদৃষ্টবাদ
fatality	নশ্বরতা
fate	ভাগ্য
fated	নিয়তি দ্বারা নির্দিষ্ট
fateful	অবশ্যম্ভাবী
fathead	গণ্ডমূর্খ
father	পিতা
fatherhood	পিতৃত্ব
fatherland	জন্মভূমি
fatherly	পিতৃতুল্য
fathom	ব্যাম
fatigue	অবসাদ
fatigued	অবসন্ন
fatso	মোটকা
fatten	মোটা করা
fatty	মোটা
faucet	কল
fault	দোষ
faultless	ত্রুটিহীন
faulty	ত্রুটিপূর্ণ
faun	রোমক পুরাণে বর্ণিত ছাগলের শিং ও লেজযুক্ত গ্রাম্য দেবতা
fauna	প্রাণিকুল
faux	ভুল
favor	আনুকূল্য
favorable	অনুকূল
favorite	প্রিয়
favoriteholiday	NO TRANSLATION
favoritism	পক্ষপাত
fawn	ধামা ধরা
fax	ফ্যাক্স
faze	NO TRANSLATION
fear	ভয়
feared	ভয়
fearful	ভীতিজনক
fearfully	সশঙ্কে
fearing	ভয়ে
fearless	নির্ভীক
fears	ভয়
fearsome	ভয়ঙ্কর
feasibility	সম্ভাব্যতা
feasible	সাধ্য
feast	পরব
feat	কৃতিত্ব
feather	পালক
feathered	পালক
feature	বৈশিষ্ট্য
features	বৈশিষ্ট্য
febrile	জ্বরোজ্বরো
fecal	গাদ
feces	মল
fecundity	উর্বরতা
fed	প্রতিপালিত
federal	যুক্তরাষ্ট্রীয়
federation	সঙ্ঘ
fedup	বিরক্ত
fee	ফী
feeble	দুর্বল
feed	ভোজন
feedback	প্রতিক্রিয়া
feeder	মেষপালক
feel	মনে
feelgood	ভালো লাগছে
feeling	অনুভূতি
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	ফুট
feign	ছল করা
feigned	ছলনাপূর্ণ
feisty	কুস্বভাব
felicity	সুখ
feline	বিড়ালজাতীয়
fell	খোলস
feller	কাঠুরিয়া
fellow	সহকর্মী
fellowship	সহকারিতা
felon	নৃশংস
felony	গুরুতর অপরাধ
felt	অনুভূত
female	মহিলা
feminine	নারী সংক্রান্ত
femininity	নারীত্ব
feminism	নারী অধিকারের সমর্থন
feminist	নারীবাদী
femme	NO TRANSLATION
femoral	ঊরূ-সম্বন্ধীয়
femur	ঊর্বস্থি
fen	NO TRANSLATION
fence	বেড়া
fenced	বেড়ার দ্বারা পরিবেষ্টিত
fencing	পরিবেষ্টনী
fend	প্রতিহত করা
fender	ফেন্ডার
fennel	মৌরি
ferment	উত্তেজিত করা
fermentation	গাঁজন
fern	পর্ণাঙ্গ
ferocious	হিংস্র
ferocity	হিংস্রতা
ferret	সুতী ফিতা
ferry	খেয়া
ferryboat	NO TRANSLATION
fertile	উর্বর
fertility	উর্বরতা
fertilize	উর্বর করা
fertilizer	সার
fervent	তপ্ত
fervor	উত্সাহ
fess	fess
fest	উল্লাসের
festival	উৎসব
festive	উল্লসিত
fetal	ভ্রূণের
fetch	আনা
fete	NO TRANSLATION
fetish	ফেটিশ
fetus	ভ্রূণ
feud	জাতিবিবাদ
feudal	সামন্ততান্ত্রিক
feudalism	সামন্ততন্ত্র
fever	জ্বর
feverish	জ্বরাক্রান্ত
fiancee	NO TRANSLATION
fiasco	চরম ব্যর্থতা
fiat	ক্ষমতাপ্রদান
fib	গুল
fiber	তন্তু
fiberglass	ফাইবার গ্লাস
fibrosis	সূক্ষ্ম অংশুসমূহের বৃদ্ধি
fibrous	অংশুল
fickle	চপল
fiction	উপন্যাস
fictional	কল্পিত
fictitious	কল্পিত
fiddle	বেহালা
fiddler	বেহালাবাদক
fidelity	বিশ্বস্ততা
fidgety	অস্থির
fiduciary	জিম্মাদার
field	ক্ষেত্র
field hockey	হকি মাঠ
fielder	ফিল্ডার
fiend	পাষণ্ড
fiendish	পৈশাচিক
fierce	হিংস্র
fiery	অগ্নিসদৃশ
fiesta	ছুটির দিন
fiesty	NO TRANSLATION
fifteen	পনের
fifty	পঞ্চাশ
fig	ডুমুর
fight	যুদ্ধ
fighter	যোদ্ধা
fighting	যুদ্ধ
fights	মারামারি
figment	মিথ্যা উদ্ভাবন
figurative	গালভরা
figure	ব্যক্তিত্ব
figurine	ক্ষুদ্র প্রস্তরমূর্তি
filament	অংশু
filamentous	filamentous
file	ফাইল
filet	ফিলেট
filibuster	জলদসু্য
filigree	তারের
filing	ফাইলিং
filings	উখার গুঁড়া
fill	পূরণ করা
filler	গর্ত ইত্যাদি বোজানো
fillet	মাছ-মাংস
filling	ভর্তি
filly	শিশু ঘোটকী
film	চলচ্চিত্র
filmmaker	চলচ্চিত্র নির্মাতা
filmy	NO TRANSLATION
filter	ছাঁকনি
filth	অশ্লীলতা
filthy	অকথ্য
filtration	পরিস্রাবণ
fin	NO TRANSLATION
final	চূড়ান্ত
finale	লয়
finalist	ফাইনালিস্ট
finality	উপসংহার
finalize	পাকা করা
finalized	চূড়ান্ত
finally	পরিশেষে
finance	ফাইনান্স
financial	আর্থিক
financier	ধনিক
finch	একপ্রকার গায়ক পক্ষী
find	আবিষ্কার
finder	আবিষ্কর্তা
finding	আবিষ্কার
fine	জরিমানা
finery	অলঙ্কার
finesse	চাতুরতা
finger	আঙ্গুল
fingernail	পুনর্নব
fingerprint	অঙ্গুলাঙ্ক
fingerscrossed	NO TRANSLATION
finish	শেষ
finished	সমাপ্ত
finite	সসীম
fink	ধর্মঘট ভঙ্গকারী
fir	দেবদারূ গাছ
fire	আগুন
firearm	আগ্নেয়াস্ত্র
firearms	আগ্নেয়াস্ত্র
fireball	উল্কা
firecracker	firecracker
firefight	firefight
firefighter	অগ্নিকাণ্ড-নির্বাপণকারী দমকলকর্মী
firefly	জোনাকি
firehouse	Firehouse
firelight	আগুনের আলো
fireman	অগ্নিনির্বাপক
fireplace	অগ্নিকুণ্ড
firepower	এতোগুলো গুলি
fireproof	অদাহ্য
fireside	বাসগৃহ
firestorm	firestorm
firewall	ফায়ারওয়াল
firewood	জ্বাল
firework	আতশবাজি
fireworks	আতশবাজি
firing	অগ্নিসংযোগ
firm	দৃঢ়
firmament	মহাকাশ
firmly	দৃঢ়রূপে
firmness	কাঠিন্য
first	প্রথম
firstborn	প্রথমজাত
firstworldprobs	NO TRANSLATION
fiscal	রাজকোষ
fish	মাছ
fisherman	জেলে
fishery	মাছের চাষ
fishing	মাছ ধরা
fishing boat	মাছ ধরার নৌকা
fishy	সন্দেহজনক
fissile	বিভাগী
fission	বিদারণ
fissure	ফাটল
fist	মুষ্টি
fistfight	মুষ্টি যুদ্ধ
fistful	fistful
fistula	ভগন্দর
fit	ফিট
fitness	জুত
fits	তড়কা
fitted	লাগানো
fitting	মানানসই
fittings	জিনিসপত্র
five	পাঁচ
fiver	fiver
fix	ঠিক করা
fixable	নির্ধার্য
