Word	gu
delude	ભ્રષ્ટ કરવું
deluge	અનરાધાર
delusion	ભ્રામકતા
delusional	ભ્રામક
deluxe	ડીલક્સ
delve	અન્વેષણ કરવું
demand	માંગ
demanding	માગણી
demeaned	નિખાલસ
demeaning	નિરાશાજનક
demeanor	વર્તન
demented	મૂર્છા
dementia	ઉન્માદ
demise	મોત
demo	ડેમો
democracy	લોકશાહી
democrat	ડેમોક્રેટ
democratic	લોકશાહી
demographic	વસ્તીવિષયક
demolish	તોડી પાડવું
demolished	તોડી પાડવામાં
demolition	ધ્વંસ
demon	રાક્ષસ
demonic	શૈતાની
demonstrable	દેખીતી
demonstrate	નિદર્શન
demonstrated	દર્શાવ્યું
demonstrating	નિદર્શન
demonstration	પ્રદર્શન
demonstrative	નિદર્શન
demonstrator	નિદર્શનકાર
demoralized	નિષ્ઠુરતાભર્યું
demos	જનતા
demure	નિસ્તેજ
den	NO TRANSLATION
deniability	અસ્વીકાર્યતા
denial	અસ્વીકાર
denied	નકારી
denim	ડેનિમ
denomination	સંપ્રદાય
denominational	સાંપ્રદાયિક
denominator	છેદ
denote	સૂચિત કરો
denounce	નિંદા
dense	ગાઢ
density	ઘનતા
dent	ખાડો
dental	ડેન્ટલ
dentist	દંત ચિકિત્સક
dentistry	ડેન્ટીસ્ટ્રી
dentists	ડેન્ટિસ્ટ
denunciation	તિરસ્કાર
deny	નામંજૂર
denying	નામંજૂર
deodorant	ગંધનાશક
depart	પ્રયાણ
departed	વિદાય
department	વિભાગ
departmental	ખાતાકીય
departure	પ્રસ્થાન
depend	આધાર રાખે છે
dependable	ભરોસાપાત્ર
dependant	આશ્રિત
dependence	પરાધીનતા
dependency	નિર્ભરતા
dependent	આશ્રિત
depict	વર્ણવે છે
depicting	દર્શાવતી
depletion	અવક્ષય
deplorable	ખેદજનક
deplore	પજવવું
deploy	જમાવવા
deployment	જમાવટ
deport	દેશનિકાલ
deportation	દેશનિકાલ
depose	વંચિત
deposit	ડિપોઝિટ
depositary	ડિપોઝિટરી
deposition	જુબાની
depository	ડિપોઝિટરી
depot	ડેપો
depraved	બદનક્ષીભર્યું
depravity	દુષ્ટતા
depreciate	ઘટાડવું
depreciated	અવમૂલ્યન
depreciation	અવમૂલ્યન
depress	ડિપ્રેસ
depressed	હતાશ
depressing	નિરાશાજનક
depression	હતાશા
depressive	ડિપ્રેસિવ
depresson	NO TRANSLATION
deprivation	વંચિતતા
deprive	વંચિત
deprived	વંચિત
depth	ઊંડાણ
deputy	નાયબ
derail	રેલગાડી
deranged	ઉદ્ધત
derelict	જર્જરિત
derision	મજાક
derivation	વ્યુત્પત્તિ
derivative	વ્યુત્પન્ન
derive	તારવેલું
dermal	ત્વચીય
dermatologist	ત્વચારોગ વિજ્ઞાની
dermatology	ત્વચારોગવિજ્ઞાન
derogation	અપમાન
derogatory	અપમાનજનક
descend	નીચે ઊતરવું
descendant	વંશજ
descendent	NO TRANSLATION
descending	ઉતરતા
descent	મૂળના
describe	વર્ણન કરો
description	વર્ણન
descriptive	વર્ણનાત્મક
desecrate	અપવિત્ર કરવું
desecration	અપવિત્ર
desert	રણ
deserted	રણના
deserter	deserter
desertion	ત્યાગ
deserve	લાયક
deserved	લાયક
deserving	લાયક
design	ડિઝાઇન
designate	નિયુક્ત કરો
designated	નિયુક્ત
designation	હોદ્દો
designed	ડિઝાઇન
designer	ડિઝાઇનર
designing	ડિઝાઇનિંગ
desirability	ઇચ્છનીયતા
desirable	ઇચ્છનીય
desire	ઇચ્છા
desiring	ઇચ્છા
desirous	ઇચ્છુક
desist	અવગણવું
desk	ડેસ્ક
desolate	નિર્જન
desolation	નિરાકરણ
despair	નિરાશા
despairing	નિરાશાજનક
despatch	રવાનગી
desperado	ભયાવહ
desperate	ભયાવહ
desperation	નિરાશા
despicable	ધિક્કારપાત્ર
despise	ધિક્કારવું
despondent	નિરાશાજનક
despotic	અપમાનજનક
despotism	આપખુદશાહી
dessert	ડેઝર્ટ
destination	ગંતવ્ય
destined	નિયુક્ત
destiny	નિયતિ
destitute	નિરાધાર
destroy	નાશ
destroyed	નાશ
destroyer	વિનાશક
destroying	નાશ
destruct	નાશ કરવો
destruction	વિનાશ
destructive	વિનાશક
detach	અલગ કરો
detached	અલગ
detachment	ટુકડી
detail	વિગતવાર
detailed	વિગતવાર
details	વિગતો
detain	અટકાયત
detainee	અટકાયતી
detect	શોધો
detectable	શોધી શકાય તેવું
detection	શોધ
detective	ડિટેક્ટીવ
detector	ડિટેક્ટર
detention	અટકાયત
deter	અટકાવવું
detergent	સફાઈકારક
deteriorate	બગડેલું
deteriorated	બગડ્યું
deteriorating	બગડતી
deterioration	બગાડ
determinable	નિર્ણાયક
determinate	નિર્ધારિત
determination	નિર્ણય
determine	નક્કી કરો
determined	નિર્ધારિત
deterrent	પ્રતિબંધક
detest	નિંદા
detestation	ઘૃણા
detonate	ફાટવું
detonation	વિસ્ફોટ
detonator	પલીતો
detour	ચકરાવો
detract	ઘટાડવું
detriment	હાનિ
detrimental	હાનિકારક
detritus	અટક
deuce	દુષ્ટ
deutschmark	ડીઉટ્સચિમાર્ક
devalued	અવમૂલ્યન
devastate	વેર્યો
devastated	વેર્યો
devastating	વિનાશક
devastation	બરબાદી
develop	વિકાસ
developer	વિકાસકર્તા
developing	વિકાસશીલ
development	વિકાસ
deviant	વિચલિત
deviate	ચલિત થવું
deviating	વિચલિત
deviation	વિચલન
device	ઉપકરણ
devil	શેતાન
deviled	deviled
devilish	અસુર
devious	આડુંઅવળું
devise	ઘડી
devoid	વંચિત
devolution	સોંપણી
devolve	સોંપવું
devote	સમર્પિત
devoted	સમર્પિત
devotee	ભક્ત
devotion	ભક્તિ
devotional	ભક્તિમય
devour	આગથી નાશ કરવો
devout	શ્રદ્ધાળુ
dew	ઝાકળ
dexter	ડેક્સ્ચર
dexterity	નિપુણતા
dextrose	ડેક્સટ્રોઝ
diabetes	ડાયાબિટીસ
diabetic	ડાયાબિટીક
diabolical	શેતાની
diagnose	નિદાન
diagnosis	નિદાન
diagnostic	તપાસ
diagnostics	ડાયગ્નોસ્ટિક્સ
diagonal	કર્ણ
diagram	રેખાકૃતિ
dial	ડાયલ કરો
dialect	બોલી
dialectic	ડાયાલેક્ટિક
dialogue	સંવાદ
dialysis	ડાયાલિસિસ
diameter	વ્યાસ
diamond	હીરા
diamonds	હીરા
diaper	બાળોતિયું
diaphragm	પડદાની
diarrhea	ઝાડા
diarrhoea	ઝાડા
diary	ડાયરી
diatribe	ડાયથરી
dib	NO TRANSLATION
dibs	ડબ્સ
dice	ડાઇસ
dicey	ડ્યૂસી
dichotomous	દ્વિપોટા
dichotomy	દ્વિભાજી
dick	ડિક
dickhead	ડિકહેડ
dicks	ડિકસ
dictate	આદેશ
dictation	શ્રુતલેખન
dictator	સરમુખત્યાર
dictatorial	સરમુખત્યારશાહી
dictatorship	સરમુખત્યારશાહી
diction	બોલવાની શૈલી
dictionary	શબ્દકોશ
dictum	NO TRANSLATION
didactic	ભાષાની
diddle	કાણું
die	NO TRANSLATION
died	મૃત્યુ પામ્યા હતા
diesel	ડીઝલ
diet	આહાર
dietary	આહાર
differ	અલગ પડે છે
difference	તફાવત
differences	તફાવતો
different	અલગ
differential	તફાવત
differentiation	ભિન્નતા
differently	અલગ રીતે
differing	અલગ
difficult	મુશ્કેલ
difficulties	મુશ્કેલીઓ
difficulty	મુશ્કેલી
diffuse	પ્રસરે
diffusion	ફેલાવો
dig	NO TRANSLATION
digest	ડાયજેસ્ટ
digestion	પાચન
digestive	પાચન
digit	અંક
digital	ડિજિટલ
dignified	પ્રતિષ્ઠિત
dignify	આદરભાવ
dignity	પ્રતિષ્ઠા
digress	વિષયાંતર કરવું
digs	NO TRANSLATION
dike	ડિક
dilapidated	જર્જરિત
dilatation	ફેલાવવું
dilation	વિસ્તરણ
dildo	dildo
dilemma	દ્વિધા
diligence	ખંત
diligent	મહેનતું
dill	સુવાદાણા
diluent	મદ્યપાન કરનાર
dilute	પાતળું
diluted	નરમ પાડેલું
dilution	મંદન
dim	ધૂંધળું
dime	ડાઇમ
dimension	પરિમાણ
dimensional	પરિમાણીય
diminish	ઘટવું
diminished	ઘટાડો
diminution	ઘટાડા
diminutive	નાનું
dimwit	ડિમિવિટ
din	NO TRANSLATION
dine	જમવું
diner	ડીનર
dinghy	મૂર્તિ
dingo	ડિંગો
dingy	કંજૂસ
dining	ડાઇનિંગ
dinky	સુશોભન
dinner	રાત્રિભોજન
dinnertime	રાત્રિભોજન સમય
dinosaur	ડાયનાસૌર
dint	ડિનટ
diocesan	બિશપના પંથકનું
diocese	પંથકના
diorama	diorama
dioxide	ડાયોક્સાઇડ
dip	ડૂબવું
diploma	ડિપ્લોમા
diplomacy	મુત્સદ્દીગીરી
diplomat	રાજદૂત
diplomatic	રાજદ્વારી
dipper	ડીપર
dippy	ડીપી
dipstick	ડીપસ્ટિક
dire	NO TRANSLATION
direct	ડાયરેક્ટ
directed	દિગ્દર્શન
direction	દિશા
directive	નિર્દેશક
directly	સીધા
director	ડિરેક્ટર
directory	ડિરેક્ટરી
dirt	ધૂળ
dirty	ગંદા
disability	અપંગતા
disable	અક્ષમ કરો
disabled	અક્ષમ કરેલું
disadvantage	ગેરલાભ
disaffected	અસંતુષ્ટ
disagree	અસંમત થાઓ
disagreeable	અસભ્ય
disagreeing	અસંમત
disagreement	મતભેદ
disallow	નામંજૂર કરવું
disallowed	નામંજૂર
disapointment	NO TRANSLATION
disappear	અદૃશ્ય થઈ
disappearance	અંતર્ધાન
disappearing	અદ્રશ્ય થઈ
disappoint	નિરાશ કરવું
disappointed	નિરાશ
disappointing	નિરાશાજનક
disappointment	નિરાશા
disapproval	નામંજૂર
disapprove	નામંજૂર કરો
disapproved	નામંજૂર
disapproving	નામંજૂર કરવું
disarm	નિઃશસ્ત્ર
disarray	અવ્યવસ્થા
disaster	આપત્તિ
disastrous	વિનાશક
disband	વિખેરી નાખવું
disbelief	અવિશ્વાસ
disbelieve	નાસ્તિકતા
disburse	વિતરણ કરવું
