Word	hr
differing	razlikuju
difficult	težak
difficulties	teškoće
difficulty	teškoća
diffuse	razliti
diffusion	difuzija
dig	NO TRANSLATION
digest	probaviti
digestion	digestija
digestive	probavni
digit	broj
digital	digitalni
dignified	dostojanstven
dignify	udostojiti
dignity	dostojanstvo
digress	odstupiti
digs	iskopina
dike	nasip
dilapidated	trošan
dilatation	dilatacija
dilation	dilatacija
dildo	dildo
dilemma	dilema
diligence	marljivost
diligent	marljiv
dill	kopar
diluent	otapalo
dilute	razrijediti
diluted	razrijeđen
dilution	razrjeđivanje
dim	zamagliti
dime	deset centi
dimension	dimenzija
dimensional	prostoran
diminish	smanjiti
diminished	smanjen
diminution	umanjenje
diminutive	deminutiv
dimwit	glupan
din	NO TRANSLATION
dine	objedovati
diner	restoran
dinghy	mali čamac
dingo	dingo
dingy	prljav
dining	blagovaonica
dinky	nakićen
dinner	večera
dinnertime	vrijeme za večeru
dinosaur	dinosaurus
dint	napor
diocesan	episkopija
diocese	episkopija
diorama	diorama
dioxide	dioksid
dip	umočiti
diploma	diploma
diplomacy	diplomatija
diplomat	diplomata
diplomatic	diplomatski
dipper	crpka
dippy	budalast
dipstick	Šipka za mjerenje razine
dire	NO TRANSLATION
direct	direktno
directed	usmjerene
direction	smjer
directive	direktiva
directly	direktno
director	direktor
directory	imenik
dirt	prljavština
dirty	prljav
disability	invalidnost
disable	onesposobiti
disabled	onemogućeno
disadvantage	hendikep
disaffected	nezadovoljan
disagree	ne slagati se
disagreeable	neprijatan
disagreeing	nesaglasan
disagreement	neslaganje
disallow	opovrgavati
disallowed	odbijena
disapointment	NO TRANSLATION
disappear	nestati
disappearance	nestanak
disappearing	nestaju
disappoint	razočarati
disappointed	razočaran
disappointing	razočaravajući
disappointment	razočaranje
disapproval	neodobravanje
disapprove	usprotiviti se
disapproved	odobreni
disapproving	neodobravajuće
disarm	razoružati
disarray	nered
disaster	katastrofa
disastrous	katastrofalan
disband	raspustiti
disbelief	nevjerica
disbelieve	ne vjerovati
disburse	isplatiti
disbursement	isplata
disc	disk
discard	odbaciti
discarded	odbačena
discards	odbacuje
discern	raspoznati
discernible	primjetan
discerning	vidovit
discernment	razlikovanje
discharge	pražnjenje
disciple	učenik
disciplinary	disciplinski
discipline	disciplina
disciplined	disciplinovan
disclaim	odreći se
disclaimer	odricanje
disclose	otkriti
disclosed	opisana
disclosure	otkriće
disco	diskoteka
discoloration	obezbojenje
discolored	obezbojen
discomfort	nelagodnost
disconcerted	uznemiren
disconcerting	uznemirujući
disconnect	isključiti
disconnected	isključen
disconnection	razjedinjenost
disconnects	rastaviti
discontent	nezadovoljstvo
discontinuance	prekid
discontinue	prestati
discontinuity	nepovezanost
discontinuous	isprekidan
discord	razdor
discount	popust
discounted	diskontiraju
discourage	obeshrabriti
discouraged	obeshrabreni
discouragement	odgovaranje
discouraging	obeshrabrujući
discourse	diskurs
discover	otkriti
discovery	otkriće
discredit	sram
discredited	diskreditiran
discreet	NO TRANSLATION
discrepancy	raskorak
discrete	diskretna
discretion	diskrecija
discretionary	diskrecijski
discriminate	praviti razliku
discriminating	koji zapaža razlike
discrimination	diskriminacija
discus	diskus
discuss	raspravljati
discussion	rasprava
disdain	prezir
disdainful	nadmen
disease	bolest
diseased	bolestan
disembodied	bestjelesan
disengage	osloboditi
disengagement	oslobođenje
disfigured	unakažen
disgrace	sramota
disgraced	osramoćena
disgraceful	sramotan
disgruntled	nezadovoljan
disguise	maskirati
disguised	prerušena
disgust	gađenje
disgusted	zgrožen
disgusting	odvratan
dish	jelo
disheartened	demoraliziran
disheartening	rastužujući
dishonest	nepošten
dishonesty	nepoštenje
dishonor	sramota
dishonorable	nečastan
dishwasher	perilica suđa
disillusionment	razočaranje
disinclination	nenaklonost
disincline	ubijati volju
disinclined	nesklon
disinfect	dezinfikovati
disinfectant	sredstvo za dezinfekciju
disinfection	dezinfekcija
disinformation	dezinformacija
disingenuous	neiskren
disintegrate	dezintegrirati
disintegration	dezintegracija
disinterested	nezainteresiran
disjoint	iščašen
disjointed	rastavljen
disjunctive	rastavni
disk	disk
diskette	disketa
dislike	ne voljeti
disliked	nevoljen
disliking	disliking
dislocated	dislocirani
dislocation	dislokacija
dislodge	istjerati
disloyal	nevjeran
disloyalty	nelojalnost
dismal	tužan
dismantle	rastavljati
dismay	zaprepašćenje
dismayed	plaši
dismemberment	komadanje
dismiss	odbaciti
dismissal	otkaz
dismissive	odbacujući
dismount	sjahati
disobedience	neposlušnost
disobedient	neposlušan
disobey	biti neposlušan
disorder	poremećaj
disordered	neuređeni
disorderly	nesređen
disorganized	neuređen
disorientation	dezorijentiranost
disoriented	dezorijentiran
disown	odricati se
disparage	podcjenjivati
disparaging	podcjenjivački
disparate	različit
disparity	disparitet
dispassionate	nepristran
dispatch	otpremiti
dispatcher	dispečer
dispel	rastjerati
dispensary	apoteka
dispensation	davanje
dispense	izostaviti
dispenser	dispenzer
dispersal	raspršenje
disperse	raspršiti
dispersed	raspršena
dispersion	disperzija
dispirited	potišten
displace	premjestiti
displaced	raseljeni
displacement	premještanje
displacency	displacency
display	prikaz
displease	zamjeriti se
displeased	nezadovoljan
displeasure	nezadovoljstvo
disposable	za jednokratnu upotrebu
disposal	raspolaganje
dispose	raspolagati
disposed	sklon
disposition	raspored
dispossessed	protjeraju
disprove	pobiti
dispute	rasprava
disqualification	diskvalifikacija
disqualified	diskvalificiran
disqualify	diskvalificirati
disquieted	uznemiren
disregard	zanemariti
disregarded	zanemaruju
disrelish	disrelish
disreputable	zloglasan
disrepute	zloglasnost
disrespect	nepoštovanje
disrespectful	neučtiv
disrupt	poremetiti
disrupting	Ometanje
disruption	prekid
disruptive	koji remeti
dissatisfaction	nezadovoljstvo
dissatisfied	nezadovoljan
dissect	secirati
dissection	disekcija
disseminate	raširiti
dissemination	širenje
dissension	razdor
dissent	neslaganje
dissenting	izdvojeno
dissertation	disertacija
disservice	hrđava usluga
dissident	disident
dissimilar	različit
dissipate	trošiti
dissipated	rasut
dissociation	odvajanje
dissociative	disocijativan
dissolution	otapanje
dissolve	otopiti
dissonance	disonanca
dissuade	odvratiti
distal	distalni
distance	udaljenost
distant	udaljen
distaste	nenaklonost
distasteful	neukusan
distillate	destilat
distillation	destilacija
distilled	destiliran
distinct	izrazit
distinction	razlika
distinctive	karakterističan
distinguish	razlikovati
distinguishable	koji se razlikuje
distinguished	razlikuje
distinguishing	razlikovna
distort	iskriviti
distorted	iskrivljen
distortion	iskrivljenje
distract	odvratiti
distracted	ometen
distracting	zbunjujući
distraction	odvlačenje pažnje
distraught	izbezumljen
distress	nevolja
distressed	tužan
distressing	tužan
distribute	raspodijeliti
distribution	distribucija
distributor	distributer
district	okrug
distrust	nepovjerenje
disturb	smetati
disturbance	poremećaj
disturbed	uznemiren
disturbing	uznemirujući
disuse	neupotreba
disused	iskorištenih
ditch	jarak
ditto	isto
ditty	pjesmica
diurnal	diurnalni
diva	diva
divan	NO TRANSLATION
dive	ronjenje
diver	ronilac
diverge	razilaziti se
divergence	divergencija
divergent	odvojit
diverging	divergentno
divers	ronioci
diverse	drugačiji
diversified	raznolika
diversify	preinačiti
diversion	diverzija
diversionary	diversionary
diversity	raznovrsnost
divert	odvratiti
diverting	zabavan
divest	svući
divested	oduzeta
divestment	svlačenje
divide	podijeliti
divided	podijeljen
dividend	dividenda
divination	predviđanje
divine	božanski
divinity	božanstvenost
divisible	djeljiv
division	podjela
divisor	djelilac
divorce	razvod
divorcee	raspuštenica
divulge	otkriti
divvy	podijeliti
dizziness	vrtoglavica
dizzy	ošamućen
do	čini
doable	izvodljiv
doc	doktor
docile	poslušan
dock	pristanište
docked	usidren
docket	etiketa
docking	spajanje
doctor	liječnik
doctorate	doktorat
doctrinal	naučan
doctrine	doktrina
document	dokument
documentary	dokumentarni film
documentation	dokumentacija
documents	dokumenti
dodge	izbjeći
dodger	vrdalama
dodging	dodging
dodgy	dodgy
dodo	dodo
doe	srna
doer	izvršitelj
dog	pas
dogface	vojnik pešak
dogged	uporan
doggy	inferioran
doghouse	nemilost
dogma	dogma
dogmatic	dogmatski
dogsick	NO TRANSLATION
doings	djela
doit	NO TRANSLATION
dojo	Dojo
doldrums	mrtva sezona
dole	razdijeliti
doll	lutka
dollar	dolar
dollhouse	kućica za lutke
dolor	NO TRANSLATION
dolphin	dupin
domain	domena
dome	kupola
domestic	domaći
domesticated	pripitomljen
domestication	pripitomljenje
domicile	prebivalište
domiciled	naseljavali
dominance	dominacija
dominant	dominantan
dominate	dominirati
dominating	momčadi
domination	dominacija
dominatrix	domina
dominion	vlast
domino	domino
don	Don
donate	darovati
donation	donacija
donkey	magarac
donor	donor
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	škrabotine
doom	sudbina
doomed	proklet
doomsday	Sudnji dan
door	vrata
doorbell	zvonce na vratima
doorknob	kvaka
doorman	vratar
doormat	otirač
doornail	doornail
doorstep	prag
doorway	ulaz
dopamine	dopamin
dope	droga
dopey	budalast
dork	Dork
dorky	dorky
dorm	spavaonica
dormant	latentan
dormitory	spavaonica
dorsal	dorzalni
dosage	doziranje
dose	doza
dossier	dosije
dot	točka
doting	boluje
dotted	točkast
dotty	nesiguran
double	dvostruko
doubled	udvostručio
doublet	duplikat
doubling	dubliranje
doubt	sumnjati
doubtful	sumnjiv
doubting	nepovjerljiv
doubtless	bez sumnje
doubts	sumnje
douche	tuš
douchebags	douchebags
dough	tijesto
doughboy	prašinar
doughnut	krafna
dour	strog
douse	ugasiti
dove	golubica
down	dolje
downcast	oboren
downer	Downer
downfall	pad
downfield	nižim poljima
downhearted	utučenim
downhill	nizbrdo
download	preuzimanje datoteka
downpour	pljusak
downright	stvarno
downriver	nizvodno
downside	Loša
downtime	stanke
downward	silazni
downy	paperjast
dowry	miraz
doze	drijemati
dozen	tucet
drab	sivilo
draft	Nacrt
drafty	izložen promaji
drag	opterećenje
dragon	zmaj
dragonfly	vilin konjic
drain	odvod
drainage	drenaža
drained	isušen
draining	isušivanje
drainpipe	odvodna cijev
drake	patak
drama	drama
dramaqueen	NO TRANSLATION
dramatic	dramatičan
drape	ogrnuti
drapery	draperija
drastic	drastičan
drat	NO TRANSLATION
draught	Nacrt
draw	crtati
drawback	mana
drawbridge	pokretni most
drawer	crtač
drawers	gaće
drawing	crtanje
dread	strah
dreaded	zastrašujuća
dreadful	strašan
dreadfully	strašno
dreading	strepeći
dream	san
dreamboat	dreamboat
dreamer	sanjar
dreaming	sanjanje
dreamland	zemlja snova
dreams	snovi
dreamt	sanjao
dreamy	sanjalački
dreary	turoban
dredge	bager
drenched	natopljen
dress	haljina
dresser	komoda
dressmaker	krojačica
dressy	svečan
dribble	NO TRANSLATION
dried	suho
drier	sušara
drift	zanošenje
drifted	nanijet
drifter	skitnica
driftwood	drvena građa za splav
drill	bušilica
drink	piće
drinker	pijanica
drinking	piće
drinks	pića
drip	kapati
dripping	kapanje
drive	voziti
drivel	baljezganje
driver	vozač
driveway	kolovoz
drizzle	rominjati
droll	smiješan
drone	trut
drones	trutovi
drool	balaviti
drooping	opuštene
droopy	Droopy
drop	pad
droplet	kapljica
dropout	maloljetnik koji se ispisao iz škole
dropper	kapalica
drought	suša
drove	NO TRANSLATION
drown	utopiti
drowsiness	mamurluk
drowsy	mamuran
drudgery	naporan
drug	droga
drug dealing	dilati drogu
drugged	drogiran
druggist	apotekar
drugs	lijekovi
drugstore	ljekarna
druid	druid
drum	bubanj
drummer	bubnjar
drumming	bubnjanje
drunk	pijan
drunk driving	Vožnja u pijanom stanju
drunkard	pijanica
drunken	u pripitom stanju
drunkenness	pijanstvo
dry	suho
dryer	sušilica
dryness	suhoća
dual	dual
dualism	dvojnost
duality	dvojnost
dub	dublirati
dubious	neizvjestan
duchess	vojvotkinja
duck	patka
ducking	zagnjurivanje
duckling	pače
ducky	ljubak
duct	kanal
ductile	rastegljiv
dud	neuspjeh
dude	Čovječe
duds	kicoši
due	uslijed
duel	dvoboj
dues	članarina
duet	duet
duffel	grubo sukno
dugout	zemunica
duh	duh
duke	vojvoda
dull	glup
dullard	tupoglavac
dumb	glup
dumbasses	dumbasses
dumbbell	budaletina
dumbbitch	NO TRANSLATION
dumfound	dumfound
dumfounder	NO TRANSLATION
dummy	lutka
dump	istovariti
dumpling	knedla
dumps	snuždenost
dumpster	dumpster
dun	sivosmeđ
dunce	glupan
dune	dina
dung	NO TRANSLATION
dungeon	tamnica
dunk	namočiti
duo	dvojac
dupe	nasamariti
duplex	dupleks
duplicate	duplikat
duplication	kopiranje
duplicity	dvoličnost
durability	izdržljivost
durable	trajan
duration	trajanje
duress	prinuda
dusk	sumrak
dusky	mračan
dust	prah
duster	ogrtač za zaštitu od prašine
dustpan	lopatica za smeće
dusty	prašnjav
dutiful	savjestan
duty	dužnost
dwarf	patuljak
dwarfed	poput patuljka
dweeb	dweeb
dwell	stanovati
dweller	stanovnik
dwelling	stan
dye	boja
dying	umiranje
dyke	nasip
dynamic	dinamičan
dynamical	dinamička
dynamics	dinamika
dynamite	dinamit
dynamo	dinamo
dynasty	dinastija
dysentery	dizenterija
dysfunction	disfunkcija
dysfunctional	nefunkcionalno
dyspepsia	dispepsija
eager	željan
eagerness	žudnja
eagle	orao
ear	uho
earful	earful
earl	grof
earlier	ranije
early	rano
earn	zaraditi
earnest	iskren
earnestly	ozbiljno
earnestness	ozbiljnost
earnings	zarada
earpiece	dio za uši
earring	naušnica
earrings	naušnice
earshot	čujnost
earth	Zemlja
earthenware	grnčarija
earthling	Zemljanin
earthly	zemaljski
earthquake	potres
earthy	zemljani
ease	olakšati
easel	stalak
easement	služnost
easily	lako
east	istočno
eastbound	koji ide prema istoku
eastern	istočni
easy	lako
easygoing	opušteno
eat	jesti
eater	osoba koja jede
eating	jelo
eatingdisorders	NO TRANSLATION
eavesdrop	prisluškivati
eavesdropping	prisluškivanje
ebb	opadanje
ebony	abonos
ebullient	kipući
eccentric	ekscentričan
eccentricity	nastranost
ecclesiastical	crkveni
echelon	postroj
echinacea	Echinacea
echo	jeka
eclectic	eklektičan
eclipse	zasjeniti
ecliptic	ekliptika
ecological	ekološki
economic	ekonomski
economical	ekonomičan
economics	ekonomija
economy	Ekonomija
ecosystem	ekosustav
ecstasy	ekstaza
ecstatic	presretan
ecumenical	ekumenski
eddy	vrtlog
edema	edem
edge	rub
edging	ivica
edgy	nervozan
edible	jestiv
edict	ukaz
edification	prosvjećivanje
edifice	građevina
edit	Uredi
editing	montaža
edition	izdanje
editor	urednik
editorial	urednički
educate	obrazovati
educated	obrazovan
education	obrazovanje
educational	obrazovni
educator	nastavnik
eeeek	NO TRANSLATION
eeek	NO TRANSLATION
eek	eek
eel	jegulja
eerie	jeziv
effect	posljedica
effective	djelotvoran
effectiveness	efikasnost
effects	efekti
effectual	uspješan
effectually	djelotvorno
effectuate	ostvariti
effeminate	ženstven
efficacious	efikasan
efficacy	efikasnost
efficiency	efikasnost
efficient	učinkovit
effigy	obličje
effort	napor
effortless	bez napora
effusion	izlijevanje
effyou	NO TRANSLATION
egg	jaje
egghead	intelektualac
eggnog	eggnog
eggplant	patlidžan
eggshell	ljuska od jajeta
ego	ja
egomaniac	egomaniac
egotistical	egoistički
egregious	nečuven
egress	izlazak
eight	osam
eighteen	osamnaest
eighth	osmi
eighty	osamdeset
ejaculate	ejakulirati
ejaculation	ejakulacija
eject	izbaciti
ejection	izbacivanje
elaborate	razraditi
elaboration	razrađivanje
elan	NO TRANSLATION
elapse	prolaziti
elapsed	proteklo
elastic	elastičan
elasticity	elastičnost
elated	ushićen
elation	ushićenje
elbow	lakat
eld	drevnost
elder	stariji
elderly	postariji
elders	starješine
eldest	najstariji
elect	izabrati
election	izbor
elective	izborni
elector	birač
electoral	izborni
electorate	glasačko tijelo
electric	električni
electric slide	električni klizač
electrical	električna
electrician	električar
electricity	elektricitet
electrify	elektrifikovati
electrocute	pogubiti električnom strujom
electrocution	pogubljenje električnom strujom
electromagnetic	elektromagnetski
electron	elektron
electronic	elektronička
electronics	elektronika
elegance	elegancija
elegant	elegantan
element	element
elemental	stihijski
elementary	osnovni
elements	elementi
elephant	slon
elevate	podići
elevated	povišen
elevation	visina
elevator	lift
eleven	jedanaest
eleventh	jedanaesti
elf	patuljak
elicit	izmamiti
eligible	ispunjava uvjete
eliminate	eliminirati
elimination	eliminacija
elite	elita
elitist	elitistički
elixir	eliksir
elk	los
ell	lakat
ellipse	elipsa
ellipsis	elipsa
ellipsoid	elipsoid
elliptic	eliptičan
elliptical	eliptičan
elm	brijest
elongate	produžiti
