Word	eu
emperor	enperadorea
emphasis	nabarmenduz
emphasize	nabarmendu
emphatic	emphatic
emphysema	enfisema
empire	inperio
empirical	enpirikoak
empiricism	enpirismo
employ	enplegatzen
employee	langilea
employer	enplegatzaile
employment	enplegua
emporium	aldizkaria
empower	indartu
empress	enperatriz
emptiness	hutsunearen
emption	emption
empty	Hutsik
emu	emu
emulate	emulatzeko
emulsion	emultsio
enable	gaitu
enablement	gaikuntza
enact	enact
enactment	aldarrikatu
enamel	esmalteak
encampment	kanpamentura
enchant	enchant
enchanted	sorgindutako
enchanting	enchanting
enchantment	xarma
enchantress	sorgintzailea
enchilada	enchilada
encircle	inguratu
encircling	inguratzen
enclave	kokagune
enclose	ixteko
enclosure	itxitura
encode	kodetzen
encomiastic	NO TRANSLATION
encomium	encomium
encompass	biltzen
encore	NO TRANSLATION
encounter	topaketa
encourage	animatu
encouraged	animatu
encouragement	animoak
encouraging	pozgarria
encroach	encroach
encroachment	encroachment
encrypt	encrypt
encryption	enkriptatze
encumbrance	karga
encyclopedia	askea
end	end
end table	amaierako taula
endanger	arriskuan
endangered	arriskuan dauden
endangerment	endangerment
endearing	maitagarria
endeavor	ahaleginduko
ended	amaitu
endemic	endemiko
endgame	endgame
ending	bukatzen
endless	amaigabeak
endocarditis	endocarditis
endorse	gatoz
endorsement	abal
endow	endow
endowed	eurokoa
endowment	zuzkidura
endpapers	endpapers
endpoint	amaiera
endurance	erresistentzia
endure	jasan
enduring	iraunkorrak
enema	enema
enemy	etsaia
energetic	energetikoa
energize	dinamizatzeko
energy	energia
enforce	betearazi
enforcement	betearaztea
enforcer	betetzaile
engage	ihardun
engaged	arduratzen
engagement	konpromiso
engaging	Bimbela
engender	engender
engine	motorra
engineer	ingeniaria
engineering	ingeniaritza
engrave	engrave
engraved	grabatuta
engraver	grabatzaile
engraving	grabatua
engrossed	engrossed
engrossing	engrossing
engulf	engulf
enhance	hobetu
enhancement	hobekuntza
enigma	enigma
enigmatic	enigmatiko
enjoin	enjoin
enjoy	gozatzeko
enjoyable	atseginagoa
enjoying	gozatzen
enjoyment	gozamena
enlarge	handitzeko
enlarged	ampliada
enlargement	handitze
enlighten	enlighten
enlightened	ilustratuak
enlightening	argigarria
enlightenment	Ilustrazioaren
enlist	enlist
enliven	enliven
enmity	etsaigoa
ennui	ennui
enormity	enormity
enormous	izugarria
enormously	izugarri
enraged	haserre
enrich	aberasteko
enroll	matrikula
enrollment	Matrikulazio
ensemble	ensemble
ensign	ensign
enslave	enslave
enslaved	esklabu
enslavement	morrontza
ensue	etor
ensure	ziurtatzeko
entail	ekarriko
entangled	korapilatu
entanglement	entanglement
enter	sartzen
enterprise	enpresa
enterprising	ekintzailea
entertain	Harkaitz
entertained	entretenitu
entertainer	Entertainer
entertaining	entretenigarria
entertainment	entretenimendu
enthralled	enthralled
enthusiasm	gogo
enthusiast	zalea
enthusiastic	gogotsu
entice	baliagarri
entire	osoa
entirety	osotasunean
entitle	eskubiderik
entity	Erakunde
entomology	entomologia
entourage	segizioa
entrails	erraiak
entrance	sarreran
entrapment	entrapment
entreat	erregutzen
entree	entree
entrepreneur	Enpresariak
entrust	esku utzi
entry	Istorio
enumerate	aipa
enumeration	zenbaketa
envelope	gutun-azal
envious	inbidia
environ	NO TRANSLATION
environment	ingurumena
environmental	ingurumen
environs	inguruak
envision	kenduko zituela
envoy	envoy
envy	inbidia
enzyme	entzima
ephemeral	iragankorrak
ephemeris	ephemeris
epic	epiko
epidemic	epidemia
epidermis	epidermis
epidural	epidural
epilepsy	epilepsia
epileptic	epilepsia
epilogue	Epilogo
epiphany	epiphany
episcopal	gotzain
episode	Pasarte
episodic	episodikoa
epistle	epistola
epitaph	epitafioa
epithet	epitetoa
epitome	epitome
epoch	aro
equal	berdina
equality	berdintasuna
equalization	berdintasuna
equalize	berdintzeko
equalizer	berdinketa
equally	berdin
equate	equate
equation	ekuazio
equator	ekuatorea
equatorial	ekuatore
equestrian	hipika
equidistant	distantziakide
equilibration	orekatzeko
equilibrium	oreka
equip	hornitzea
equipment	ekipamendu
equitable	zuzenagoa
equity	ekitatea
equivalence	baliokidetza
equivalent	baliokide
equivocal	dudazko
era	aro
eradicate	desagerrarazteko
eradication	desagerraraztea
erase	ezabatu
eraser	borragoma
erasure	erasure
ere	NO TRANSLATION
erect	tente
erectile	zutitzearen
erection	muntaketa
ergo	NO TRANSLATION
erode	higatzen
erosion	higadura
erotic	erotiko
erotica	erotismoaren
err	err
errand	mandatu
errant	ibiltari
erratic	alderrai
erratum	Erratum
erroneous	okerrak
error	error
erst	NO TRANSLATION
erudite	eruditu
erupt	lehertuko
eruption	erupzioa
escalade	escalade
escalate	eskalatzea
escalating	escalating
escalation	eskalatze
escalator	eskailera mekanikoak
escape	ihes
escaped	ihes
escarpment	malkar
eschew	eschew
escort	eskolta
escrow	fiduziario
esophagus	esophagus
esoteric	esoterikoak
especial	NO TRANSLATION
espionage	espioitza
espouse	espouse
espresso	espresso
esprit	esprit
esquire	Esquire
essay	saiakera
essayist	saiakera
essence	Funtsean
essential	ezinbestekoa
essentially	funtsean
establish	ezarri
established	ezarri
establishment	establezimendu
estate	higiezinen
esteem	autoestimua
esteemed	esteemed
esthetic	estetikoa
estimable	estimable
estimate	aurrekontua
estimation	estimazioa
estoppel	estoppel
estranged	estranged
estrogen	estrogeno
estuary	itsasadarrean
etch	etch
etching	akuaforte
eternal	betierekoa
eternity	betikotasunaren
ethanol	etanol
ether	eter
ethereal	etereo
ethic	etika
ethical	etiko
ethics	etika
ethnic	etnikoa
ethnography	etnografia
etiology	etiologia
etiquette	protokoloak
etymology	etimologia
eucalyptus	eukalipto
euchre	Euchre
eugenics	Eugenesia
eulogistic	gorespenezko
eulogium	Jn.aren Gorazarrean
eulogize	eulogize
eulogy	eulogy
euphemism	eufemismo
euphoria	euforia
euphoric	euforiko
euro	euro
euthanasia	eutanasia
evacuate	atera
evacuation	ebakuazio
evade	evade
evaluate	ebaluatu
evaluation	ebaluazio
evanescence	hutsaltasun
evangelical	Ebanjelioko
evangelist	sustatzaile
evangelistic	evangelistic
evaporate	ameskeria
evaporation	lurrunketa
evasion	evasion
evasive	iheskorra
eve	bezperan
evening	arratsaldean
evens	NO TRANSLATION
event	gertaera
eventful	gorabeheratsua
eventual	balizko
eventuality	Hipotesi
evergreen	iraunkorreko
everlasting	Betiko
evermore	gero
everyday	egunero
everyman	Everyman
evict	kanporatu
eviction	desalojoa
evidence	frogak
evident	agerikoa
evidentiary	evidentiary
evil	gaiztoak
evoke	gogorarazten
evolution	eboluzioaren
evolutionary	eboluzio
evolve	eboluzionatzen
ewe	ardi
ex	ex
exacerbate	areagotu
exacerbation	areagotzen
exact	zehatza
exacting	exacting
exaggerate	exaggerate
exaggerated	puztu
exaggeration	gehiegikeria
exalt	exalt
exaltation	gorespena
exalted	goraipatzen
exam	Proba orokorrak
examination	azterketa
examine	aztertu
examiner	aztertzaile
example	Adibidez
exasperated	exasperated
exasperation	exasperation
excavate	induskatu
excavation	indusketa
excavator	excavator
exceed	gainditzen
exceeding	gainditzen
excel	excel
excellence	bikaintasuna
excellent	bikaina
excelsior	excelsior
excepting	salbu
exception	salbuespen
exceptional	aparteko
excerpt	Puska
excess	gehiegizko
excessive	gehiegizko
excessively	gehiegi
exchange	truke
excise	Zerga
excision	excision
excitability	excitability
excitable	excitable
excitation	kitzikapen
excite	urduritu
excited	ilusioa
excitement	zirrara
exciting	zirraragarria
exclaim	deiadar
exclamation	harridura
exclude	baztertzeko
excluded	baztertutako
excluding	salbuetsiz
exclusion	bazterketa
exclusive	esklusiboa
excrement	gorotz
excretion	iraizketa
excruciating	excruciating
excursion	txangoa
excuse	aitzakia
exec	exec
execute	exekutatu
execution	exekuzioa
executioner	borreroak
executive	exekutiboa
executor	ERAGILEAK
exegesis	exegesi
exemplar	eredua
exemplary	eredugarria
exemplify	irudiek
exempt	salbuetsita
exemption	salbuespena
exercise	ariketa
exert	aldentzeko
exertion	exertion
exhale	arnastu
exhaust	ihes
exhausted	agortu
exhaustion	neke
exhaustive	zehatza
exhibit	erakusketa
exhibition	Erakusketaren
exhilarated	exhilarated
exhilarating	exhilarating
exhilaration	exhilaration
exhort	exhortatzen
exhortation	exhortation
exhumation	exhumation
exhume	lurpetik
exigent	NO TRANSLATION
exile	erbestean
exist	existitzen
existence	existentziaren
existent	existitzen
existential	existentzial
existing	Dagoen
exit	irteera
exodus	exodoa
exonerate	exonerate
exorbitant	exorbitant
exorcism	Exorcism
exorcist	Exorcist
exotic	exotikoak
expand	zabaldu
expanded	zabaldu
expanse	hedadura
expansion	hedapen
expansive	hedapen
expatriate	erbesteratuen
expect	espero
expectance	expectance
expectancy	itxaropena
expectant	adi
expectation	esperantza
expected	espero
expecting	espero
expediency	komenigarritasun
expedient	komenigarria
expedite	azkartzeko
expedition	espedizioan
expeditious	expeditious
expel	kanporatzeko
expendable	expendable
expenditure	gastuan
expense	gastu
expenses	gastuak
expensive	garestia
experience	esperientzia
experienced	bizi
experiences	esperientziak
experiment	esperimentua
experimental	esperimentala
experimentation	esperimentazioa
experimenter	esperimentalista
expert	aditua
expertise	esperientzia
expiration	iraungitze
expire	iraungitzear
expired	iraungi
expiry	iraungitze
explain	azaldu
explanation	azalpen
explanatory	azalpen
expletive	expletive
explication	azalpen
explicit	esplizituak
explode	lehertu
exploit	ustiatzeko
exploitation	esplotazioa
exploration	esplorazioa
exploratory	esploratzaile
explore	arakatu
explorer	esploratzaile
explosion	leherketa
explosions	leherketak
explosive	lehergai
expo	expo
exponent	adierazgarririk
exponential	esponentzialean
export	esportazio
exportation	esportazio
expose	busti
exposed	agerian
exposition	exposition
expository	expositiva
exposure	esposizio
expound	azaltzen
express	adierazteko
expression	adierazpen
expressive	adierazkorra
expressway	EXPRESSWAY
expropriation	desjabetze
expulsion	kanporatzea
exquisite	dotoreak
exquisitely	fintasun
extant	extant
extend	zabaldu
extendable	luza
extended	luzatu
extension	luzapena
extensive	zabala
extent	neurri
exterior	exterior
exterminate	suntsitzeko
extermination	sarraski
exterminator	exterminador
external	kanpoko
externally	kanpotik
extinct	desagertua
extinction	desagertzeko
extinguish	itzaltzea
extinguisher	itzalgailua
extol	goretsi
extort	extort
extortion	estortsio
extra	aparteko
extract	extract
extracting	ateratzean
extraction	erauzketa
extractor	ke
extracurricular	eskolaz kanpoko
extradition	estradizio
extrajudicial	judizioz kanpoko
extramural	kanpoko
extraneous	extraneous
extraordinaire	Extraordinaires
extraordinary	aparteko
extraterrestrial	estralurtarren
extravagance	extravagance
extravagant	bitxiak
extravaganza	extravaganza
extreme	muturreko
extreme anticipation	muturreko aurrea
extreme disgust	muturreko nazkagarria
extreme surprise	muturreko harridurarako
extreme trust	muturreko konfiantza
extremely	oso
extremely negative	oso negatiboa
extremely positive	Oso positiboa
extremity	muturrak
extricate	extricate
extrinsic	kanpoko
extrusion	estrusio
exuberance	oparoan
exude	arnasten
eye	begi
eyeball	Eyeball
eyebrow	eyebrow
eyeful	eyeful
eyeglass	Monokulo
eyeglasses	betaurrekoak
eyelash	Betile
eyelet	zuloa
eyeliner	eyeliner
eyepiece	eyepiece
eyes	begiak
eyesight	ikusmena
eyewitness	eyewitness
fab	fab
fable	fabula
fabled	berebat
fabric	oihal
fabricate	fabrikatzeko
fabricated	MENDAZA
fabrication	fabrikazio
fabulous	primerako
facade	fatxada
face	aurpegia
faceless	faceless
facet	facet
facial	aurpegiko
facile	NO TRANSLATION
facilitate	errazteko
facility	instalazioak
facing	begira
facsimile	faksimile
fact	Izan
faction	faction
factor	faktore
factory	fabrika
facts	gertaerak
factual	faktual
faculties	fakultate
faculty	fakultatean
fad	moda
fade	iraungitze
faded	desagertu
faeces	gorozkiak
fag	fag
faggot	fagot
fail	huts
failing	Huts
failure	porrota
fain	NO TRANSLATION
faint	apal
fainting	Desmayo
fair	bidezko
fairly	nahiko
fairness	zuzentasuna
fairway	fAIRWAY
fairy	maitagarri
faith	fede
faithful	fidela
faithfulness	fideltasuna
faithless	desleial
fake	faltsuak
faker	faker
falafel	falafel
falcon	falcon
fall	erori
fallacious	fallacious
fallacy	gezurra
fallback	erori
fallible	fallible
falling	erortzen
fallopian	fallopian
fallout	erori
fallow	lugorriak
false	FALSE
falsehood	faltsutasuna
falsely	sasi
falsification	faltsutze
falsified	faltsutu
falsify	faltsutu
falsity	faltsukeria
falter	falter
fame	ospea
famed	ospetsu
familiar	ezagunak
familiarity	etxekotasuna
familiarize	ezagutzea
family	familia
familytime	familytime
famine	gosetea
famished	famished
famous	ospetsua
famously	famously
fan	fan
fanatic	fanatiko
fanatical	fanatiko
fanaticism	fanatismo
fanciful	Nahikari
fancy	dotoreetan
fandango	fandango
fanfare	fanfarrea
fang	NO TRANSLATION
fangs	fangs
fanning	Fanning
fantasia	fantasia
fantasize	fantasize
fantastic	fantastiko
fantasy	fantasia
faraway	urrun
farce	fartsa
farcical	farcical
fare	tarifa
farewell	agur
farm	baserriko
farmer	Baserritarrak
farmhouse	baserri
farming	nekazaritza
farmland	nekazaritza
faro	faro
fart	fart
farther	urrunago
fascia	fascia
fascinate	liluratuko
fascinated	liluratuta
fascinating	liluragarriak
fascination	lilura
fascism	faxismoaren
fascist	faxista
fashion	moda
fashionable	modan
fastball	fastball
fasten	Lotu
fastener	krokadura
fastening	finkapen
fasting	BARAUALDI
fat	potolo
fatal	larria
fatalism	fatalismo
fatality	fatality
fate	patu
fated	hots,
fateful	zoritxarreko
fathead	fathead
father	aita
fatherhood	aitatasunari
fatherland	aberri
fatherly	aita
fathom	fathom
fatigue	nekea
fatigued	fatigued
fatso	fatso
fatten	loditu
fatty	gantz
faucet	txorrota
fault	akats
faultless	zeresanik
faulty	akastuna
faun	Faun
fauna	fauna
faux	faux
favor	mesede
favorable	favorable
favorite	gogoko
favoriteholiday	NO TRANSLATION
favoritism	favoritism
fawn	kumea
fax	fax
faze	NO TRANSLATION
fear	beldurra
feared	beldurgarri
fearful	fearful
fearfully	izugarri
fearing	beldur
fearless	beldurrik
fears	beldurrak
fearsome	fearsome
feasibility	bideragarritasun
feasible	bideragarria
feast	besta
feat	Euskal Herria
feather	luma
feathered	lumadun
feature	Ezaugarri
features	Ezaugarriak
febrile	febril
fecal	gorotz
feces	denbora
fecundity	emankortasun
fed	elikatutako
federal	federal
federation	federazioa
fedup	Elikatu
fee	kuota
feeble	ahula
feed	feed
feedback	iritzia
feeder	elikadura
feel	sentitzen
feelgood	ondo sentitu
feeling	sentimendu
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	oinak
feign	itxurak
feigned	itxurak
feisty	feisty
felicity	zorion
feline	feline
fell	jaitsi
feller	feller
fellow	ikaskide
fellowship	beka
felon	felon
felony	delitu
felt	sentitu
female	emakumezkoak
feminine	femenino
femininity	feminitatearen
feminism	feminismoa
feminist	feminista
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	hesia
fenced	hesituta
fencing	hesiak
fend	fend
fender	Fender
fennel	mihilua
ferment	hartzigarri
fermentation	hartzidura
fern	garo
ferocious	ferocious
ferocity	ferocity
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	emankorrak
fertility	emankortasuna
fertilize	ernaltzeko
fertilizer	ongarri
fervent	sutsua
fervor	debozio
fess	fess
fest	fest
festival	jaialdia
festive	jai
fetal	fetal
fetch	eskuratu
fete	NO TRANSLATION
fetish	fetitxe
fetus	fetua
feud	feud
feudal	feudal
feudalism	feudalismoaren
fever	sukarra
feverish	sukarra
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	FIB
fiber	zuntz
fiberglass	beira-zuntz
fibrosis	fibrosi
fibrous	zuntz
fickle	fickle
fiction	fikzio
fictional	fikziozko
fictitious	fikziozkoak
fiddle	biolina
fiddler	biolin
fidelity	fideltasun
fidgety	fidgety
fiduciary	fiduziarioak
field	eremu
field hockey	eremuan hockeya
fielder	fIELDER
fiend	fiend
fiendish	fiendish
fierce	baden
fiery	suzko
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	hamabost
fifty	Berrogeita hamar
fig	piku
fight	borroka
fighter	borrokalaria
fighting	itzaltze
fights	borrokak
figment	figment
figurative	figuratiboa
figure	Kopuru
figurine	figurine
filament	harizpia
filamentous	filamentous
file	fitxategia
filet	filet
filibuster	filibuster
filigree	filigree
filing	Aurkezteko
filings	filings
fill	bete
filler	betegarri
fillet	solomoa
filling	betetze
filly	filly
film	film
filmmaker	zinegile
filmy	NO TRANSLATION
filter	iragazkia
filth	filth
filthy	filthy
filtration	filtrazio
fin	NO TRANSLATION
final	final
finale	finale
finalist	finalista
finality	Helburu
finalize	amaitzeko
finalized	amaitu
finally	azkenik
finance	finantzen
financial	finantza
financier	financier
finch	txonta
find	aurkitu
finder	bilatzailea
finding	Aurkikuntza
fine	fina
finery	finery
finesse	fintasuna
finger	hatz
fingernail	fingernail
fingerprint	hatz-
fingerscrossed	NO TRANSLATION
finish	akabera
finished	amaitutako
finite	finitu
fink	fink
fir	fir
fire	sute
firearm	armen
firearms	suzko
fireball	Fireball
firecracker	firecracker
firefight	firefight
firefighter	suhiltzaile
firefly	firefly
firehouse	firehouse
firelight	firelight
fireman	suhiltzaile
fireplace	tximinia
firepower	firepower
fireproof	suaren aurkako
fireside	sutondoan
firestorm	firestorm
firewall	firewall
firewood	egurra
firework	firework
fireworks	su artifizialak
firing	tiro
firm	irmo
firmament	ortzia
firmly	irmoki
firmness	irmotasuna
first	lehenengo
firstborn	seme zaharrena
firstworldprobs	NO TRANSLATION
fiscal	fiscal
fish	arrain
fisherman	arrantzale
fishery	arrantza
fishing	arrantza
fishing boat	arrantza itsasontzia
fishy	fishy
fissile	fissile
fission	fisio
fissure	arraila
fist	ukabil
fistfight	fistfight
fistful	fistful
fistula	fistula
fit	kabitzen
fitness	fitness
fits	FITS
fitted	hornitua
fitting	egokitzea
fittings	ontziak
five	bost
fiver	fiver
fix	konpondu
fixable	fixable
fixation	orientazioa
fixed	finkoa
fixer	fixer
fixture	fixture
fixtures	lanabesak
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	flabbergasted
flabby	flabby
flaccid	flaccid
flag	bandera
flagging	markatu
flagpole	flagpole
flagrant	flagrant
flagship	enblematiko
