Word	pl
freshair	NO TRANSLATION
freshen	odświeżać
freshener	odświeżacz
freshman	student pierwszego roku
freshness	świeżość
freshstart	nowy początek
freshwater	słodkowodne
fret	denerwować
fretful	niespokojny
friar	zakonnik
fricking	szyderczy
friction	tarcie
friday	piątek
fridge	lodówka
fried	smażona
friend	przyjaciel
friendless	samotny
friendliness	życzliwość
friendly	przyjazny
friends	przyjaciele
friendship	przyjaźń
frigate	fregata
friggen	NO TRANSLATION
fright	strach
frighten	przestraszyć
frightened	przerażony
frightening	przerażający
frightful	straszny
frigid	lodowaty
fringe	frędzle
fringed	frędzlami
frisbee	frisbee
frisk	NO TRANSLATION
frisky	rozbrykany
frivolous	frywolny
frock	kitel
frog	żaba
froggy	żaba
frolic	wybryk
front	z przodu
frontage	pierzeja
frontal	czołowy
frontier	granica
fronting	fronting
frontispiece	fronton
frost	mróz
frostbite	odmrożenie
frosted	oszroniony
frosting	lukier
frosty	mroźny
froth	spienić
frothy	pienisty
frown	marszczyć brwi
frowning	marszcząc brwi
frozen	mrożony
frugal	oszczędny
fruit	owoc
fruit punch	Poncz owocowy
fruitcake	ciasto owocowe
fruitful	owocny
fruition	urzeczywistnienie
fruitless	bezowocny
fruits	owoce
fruity	owocowy
frustrate	paraliżować
frustrated	sfrustrowany
frustrates	frustruje
frustrating	denerwujący
frustration	udaremnienie
fry	smażyć
fryer	frytownica
fuchsia	fuksja
fuck	pierdolić
fuckedoff	fuckedoff
fucker	skurwiel
fucking	pierdolony
fuckoff	kurwa
fucksake	fucksake
fucktard	fucktard
fuckyeah	fuckyeah
fudge	banialuki
fuel	paliwo
fugitive	zbieg
fulcrum	punkt podparcia
fulfill	spełnić
fulfilled	spełniony
fulfilling	spełnianie
fulfillment	spełnienie
full	pełny
fullback	fullback
fullness	pełnia
fully	całkowicie
fulsome	przesadny
fumble	grzebanie się
fume	opar
fumigation	odymianie
fumin	NO TRANSLATION
fuming	wściekły
fun	zabawa
function	funkcjonować
functional	funkcjonalny
fund	fundusz
fundamental	fundamentalny
fundamentalist	fundamentalista
fundamentally	zasadniczo
funday	dzień zabawy
funding	finansowanie
fundraiser	fundraiser
fundraising	zbieranie funduszy
funds	fundusze
funeral	pogrzeb
fungus	grzyb
funk	boj
funky	odjechany
funnel	lejek
funny	zabawny
fur	futro
furious	wściekły
furiously	wściekle
furlong	furlong
furlough	urlop
furnace	piec
furnish	umeblować
furnishings	umeblowanie
furniture	meble
furor	furora
furrow	bruzda
furry	futrzany
furtherance	dążenie
fury	Furia
fuse	bezpiecznik
fuselage	kadłub samolotu
fusion	połączenie
fuss	zamieszanie
fussy	wybredny
fustrated	NO TRANSLATION
futile	daremny
futility	daremność
futon	futon
future	przyszłość
fuzz	kędziory
fuzzy	zamazany
gab	NO TRANSLATION
gaby	dureń
gad	gad
gadget	urządzenie
gaff	gafel
gag	knebel
gaga	zramolały
gage	zastaw
gaggle	gęganie
gahhh	NO TRANSLATION
gaiety	wesołość
gain	zdobyć
gainful	zyskowny
gaining	zyskuje
gait	chód
gal	gal
gala	gala
galactic	galaktyczny
galaxy	galaktyka
gale	wichura
gall	żółć
gallant	dzielny
gallantry	galanteria
gallbladder	woreczek żółciowy
galled	zatwardziałe
gallery	Galeria
galley	galera
gallon	galon
gallop	galop
galloping	galopujący
gallows	szubienica
galore	w bród
galvanic	galwaniczny
gamble	hazard
gambler	hazardzista
gambling	hazard
game	gra
gameday	dzień gry
gametime	czas gry
gaming	hazard
gamma	gamma
gammon	baleron
gamut	gama
gander	gąsior
gang	banda
gangland	gangland
gangrene	zgorzel
gangster	gangster
gangway	przejście
gaol	areszt
gap	luka
gape	rozwarcie
gaping	rozdziawiony
garage	garaż
garb	strój
garbage	Śmieci
garbled	zniekształcony
garden	ogród
gardener	ogrodnik
gardening	prace ogrodowe
gardens	ogród botaniczny
gargle	płukać gardło
gargoyle	gargulec
garish	krzykliwy
garlic	czosnek
garment	część garderoby
garner	zbierać
garnet	granat
garnish	garnirunek
garrison	garnizon
garter	podwiązka
gas	gaz
gaseous	gazowy
gash	blizna
gasification	gazyfikacja
gasket	uszczelka
gasoline	benzyna
gasp	łapanie tchu
gasping	bez tchu
gassy	gazowy
gastric	żołądkowy
gastronomy	gastronomia
gate	brama
gatekeeper	portier
gateway	przejście
gather	zbierać
gatherer	zbieracz
gathering	zebranie
gator	gator
gatorade	gatorade
gauche	NO TRANSLATION
gaudy	jaskrawy
gauge	wskaźnik
gauging	sprawdzanie
gaunt	wychudzony
gauntlet	rękawica
gauze	gaza
gavel	młotek licytacyjny
gawk	gapić się
gay	wesoły
gaze	spojrzenie
gazebo	balkon
gazelle	gazela
gazette	gazeta
gazetteer	słownik nazw geograficznych
gazillion	gazillion
gazing	patrząc
gear	koło zębate
geek	maniak
geeky	geeky
geez	geez
geezer	starowina
geisha	gejsza
gel	żel
gelatin	żelatyna
geld	NO TRANSLATION
gelding	wałach
gem	klejnot
gemini	Bliźnięta
gender	płeć
genealogy	genealogia
general	generał
generality	ogólność
generalization	uogólnienie
generally	ogólnie
generate	Generować
generation	generacja
generative	generatywny
generator	generator
generic	ogólny
generosity	hojność
generous	hojny
genesis	geneza
genetic	genetyczny
genetics	genetyka
genial	bródkowy
genie	dżin
genital	płciowy
genitalia	genitalia
genius	geniusz
genocide	ludobójstwo
genome	genom
genre	gatunek muzyczny
gent	pan
genteel	dystyngowany
gentile	Goj
gentle	delikatny
gentleman	pan
gentlemanly	kulturalny
gentleness	łagodność
gently	łagodnie
gentry	szlachta
genuine	prawdziwy
genus	rodzaj
geographic	geograficzny
geographical	geograficzny
geography	geografia
geological	geologiczny
geologist	geolog
geology	geologia
geometric	geometryczny
geometry	geometria
geranium	pelargonia
gerbil	Myszoskoczek
geriatric	geriatryczny
germ	zalążek
german	Niemiecki
germane	związany z tematem
germinate	kiełkować
germination	kiełkowanie
germs	zarazki
gestation	ciąża
gesture	gest
get	otrzymać
getaway	uciec
getoverit	NO TRANSLATION
getoveryourself	NO TRANSLATION
getup	Wstań
getyourown	Zdobądź swoją własną
ghastly	upiorny
ghetto	getto
ghost	duch
ghostly	widmowy
ghoul	wampir
giant	ogromny
gibberish	szwargot
giddy	roztrzepany
gift	prezent
gifted	utalentowany
gifts	prezenty
gig	gig
gigantic	gigantyczny
giggle	chichot
giggles	chichot
giggling	chichocząc
gigolo	gigolo
gilded	pozłacany
gill	skrzele
gills	dzwonki
gilt	pozłacany
gimmick	sztuczka
gimp	kordonek
gin	Gin
ginger	imbir
gingerbread	piernik
gingerly	ostrożnie
ginseng	żeń-szeń
giraffe	żyrafa
girder	dźwigar
girdle	pas
girl	dziewczyna
girlfriend	dziewczyna
girlie	dziewuszka
girlish	dziewczęcy
girly	dziewczęcy
girth	obwód
gist	sens
give	dać
giveaway	gratisów
giver	NO TRANSLATION
giving	dający
gizmo	Gizmo
gizzard	drugi żołądek
glabrous	gładki
glacial	lodowaty
glacier	lodowiec
glad	zadowolony
glade	polana
gladiator	gladiator
gladness	radość
glamorous	czarujący
glamour	przepych
glance	spojrzenie
gland	gruczoł
glare	blask
glaring	rażący
glass	szkło
glasses	okulary
glassware	wyroby szklane
glaucoma	jaskra
glaze	Glazura
glazed	oszklony
gleam	blask
gleaming	lśniące
glean	zbierać
glee	radość
gleeful	radosny
glen	dolina górska
glib	bez zająknienia
glide	poślizg
glider	szybowiec
glimmer	ogienek
glimpse	dojrzeć
glint	migotanie
glisten	błyszczeć
glitch	usterka
glitter	brokat
glittering	błyszczące
gloat	wesoły
global	światowy
globe	glob
globular	kulisty
gloom	mrok
gloomy	ponury
glorification	gloryfikacja
glorified	uwielbiony
glorify	chwalić
glorious	wspaniały
glory	chwała
gloss	połysk
glossary	słownik
glossy	lśniący
glove	rękawica
gloves	rękawiczki
glow	poświata
glowing	rozjarzony
glucose	glukoza
glue	klej
glum	ponury
glut	nadmiar
gluten	gluten
glutton	żarłok
gluttony	obżarstwo
glycerin	gliceryna
gnat	komar
gnome	gnom
go	udać się
goal	cel
goalie	bramkarz
goals	cele
goat	Koza
goatee	kozia bródka
gob	gęba
gobble	pożerać
goblet	czara
goblin	chochlik
god	Bóg
godbless	NO TRANSLATION
goddamn	przeklęty
goddamned	przeklęty
goddess	bogini
godfather	ojciec chrzestny
godforsaken	bezludny
godisgood	Bóg jest dobry
godisgreat	NO TRANSLATION
godless	bezbożny
godlike	boski
godly	pobożny
godmother	matka chrzestna
godsend	wybawienie
godson	chrześniak
gofuckyourself	gofuckyourself
goggle	wytrzeszczać oczy
goggles	okulary ochronne
gold	złoto
golden	złoty
goldfish	złota Rybka
golf	golf
golfer	golfista
golfing	gra w golfa
gondola	gondola
gone	odszedł
goner	umarlak
gong	NO TRANSLATION
gonorrhea	rzeżączka
goo	maź
goober	Goober
good	dobry
goodbye	do widzenia
goodday	dobry dzień
goodfeeling	NO TRANSLATION
goodhealth	NO TRANSLATION
goodie	dobrze
goodies	gadżety
goodlife	dobre życie
goodly	niemały
goodmood	NO TRANSLATION
goodmorning	dzień dobry
goodmusic	dobra muzyka
goodness	dobroć
goodnews	dobre wieści
goods	dobra
goodtimes	dobre czasy
goodvibes	NO TRANSLATION
goodwill	życzliwość
goody	cukierek
gooey	lepki
goof	głupi
goofball	Goofball
goofy	głupkowaty
goon	trwać
gooood	gooood
goop	Goop
goose	gęś
gopher	suseł
gore	klin
gorge	wąwóz
gorgeous	wspaniały
gorilla	goryl
gory	krwawy
gospel	ewangelia
gossip	plotka
gothic	gotyk
gouge	wyżłobienie
goulash	Gulasz
gourd	gurda
gourmet	smakosz
gout	dna
govern	rządzić
governess	guwernantka
governing	rządzenie
government	rząd
governmental	rządowy
governor	gubernator
gown	suknia
grab	chwycić
grace	wdzięk
graceful	wdzięczny
gracias	NO TRANSLATION
gracious	łaskawy
graciously	łaskawie
grad	NO TRANSLATION
gradation	stopniowanie
grade	stopień
graded	ocenione
grader	równiarka
grades	klas
gradient	gradient
gradschool	NO TRANSLATION
gradual	stopniowy
gradually	stopniowo
graduate	ukończyć
graduation	ukończenie szkoły
graffiti	graffiti
graft	zaszczepić
grail	Graal
grain	ziarno
gram	gram
grammar	gramatyka
grand	wielki
grand theft auto	GTA
grandchild	wnuczka
grandchildren	wnuki
granddad	dziadunio
granddaddy	dziadek
granddaughter	wnuczka
grandeur	wielkość
grandfather	Dziadek
grandiose	wspaniały
grandma	babcia
grandmother	babcia
grandpa	dziadek
grandson	wnuk
grandstand	główna trybuna
grange	folwark
granite	granit
granny	babunia
granola	muesli
grant	dotacja
granted	Zgoda
grantee	obdarowany
grantor	nadawca
granular	ziarnisty
granule	granulka
grape	winogrono
grape juice	sok winogronowy
grapefruit	grejpfrut
grapes	winogrona
grapevine	winorośl
graph	wykres
graphic	graficzny
graphics	grafika
graphite	grafit
grapple	borykać się
grappling	grappling
grasp	chwycić
grasping	chwytający
grass	trawa
grasshopper	konik polny
grassy	trawiasty
grate	ruszt
grated	tarty
grateful	wdzięczny
gratification	gratyfikacja
gratified	zaspokojony
gratify	zaspokoić
gratifying	satysfakcjonujące
grating	krata
gratis	NO TRANSLATION
gratitude	wdzięczność
gratuitous	darmowy
gratuity	napiwek
grave	grób
gravel	żwir
graver	NO TRANSLATION
graveyard	cmentarz
gravitate	grawitować
gravitation	grawitacja
gravitational	grawitacyjny
gravity	powaga
gravy	sos
gray	szary
graze	wypasać
grease	smar
greased	nasmarowany
greaser	smarowacz
greasy	tłusty
great	wspaniały
great anticipation	wielkie oczekiwanie
great aunt	wspaniała ciotka
great disgust	wielki niesmak
great grandfather	pradziadek
great grandma	świetna babcia
great grandmother	pra babcia
great grandpa	wspaniały dziadek
great surprise	świetna niespodzianka
great trust	wielkie zaufanie
great uncle	dobry wujek
greatday	NO TRANSLATION
greater	większy
greatest	największy
greatfriends	NO TRANSLATION
greatful	NO TRANSLATION
greatly	bardzo
greatly negative	bardzo negatywny
greatly positive	bardzo pozytywne
greatness	wielkość
greatnight	NO TRANSLATION
greed	chciwość
greedy	chciwy
green	Zielony
green bean	Zielona fasola
green pepper	zielony pieprz
green snake	zielony wąż
greenhouse	szklarnia
greenish	zielonkawy
greenwood	Greenwood
greet	powitać
greeted	pozdrowiony
greeting	Powitanie
gregarious	towarzyski
grenade	granat
grey	szary
greyhound	chart
grid	krata
gridiron	ruszt
grief	smutek
grievance	skarga
grieve	smucić
grieved	zasmucony
grieving	rozpaczać
grievous	ciężki
griffin	gryf bajeczny
grill	grill
grille	krata
grilled	grillowany
grim	ponury
grime	brud
grimy	umorusany
grin	szeroki uśmiech
grind	szlifować
grinder	szlifierka
grinding	szlifowanie
grindstone	kamień szlifierski
gringo	gringo
grip	uchwyt
gripe	narzekać
grisly	przerażający
grist	przemiał
grit	piasek
grits	grys
gritty	piaszczysty
grizzly	siwy
groan	jęk
grocer	właściciel sklepu spożywczego
groceries	artykuły spożywcze
grocery	sklep spożywczy
groggy	podpity
groin	pachwina
groom	Pan młody
groove	rowek
groovy	groovy
grope	iść po omacku
gross	obrzydliwy
grotesque	groteskowy
grotto	grota
grouch	zrzęda
grouchy	zrzędliwy
ground	ziemia
grounded	uziemiony
groundhog	świstak
grounding	grunt
groundless	bezzasadny
grounds	fusy
groundwork	podkład
group	Grupa
groupie	groupie
grouping	grupowanie
grouse	pardwa
grout	cement
grove	gaj
grovel	czołgać się
grow	rosnąć
growl	warczeć
growling	warczenie
growls	warczy
grownup	dorosły
growth	wzrost
growthefuckup	growthefuckup
grr	grr
grrr	grrr
grrrrr	grrrrr
grub	żarcie
grubby	brudny
grudge	uraza
grudging	szczędzący
grudgingly	niechętnie
gruel	kleik
grueling	wyczerpujący
gruesome	makabryczny
gruff	gburowaty
grumble	narzekać
grump	zrzęda
grumpy	gderliwy
grunt	chrząknięcie
grunting	pochrząkiwanie
guacamole	guacamole
guano	guano
guarantee	gwarancja
guaranty	poręczenie
guard	strzec
guarded	ostrożny
guardhouse	wartownia
guardian	opiekun
guardianship	opieka
guards	gwardia
gubernatorial	gubernatorski
guerilla	NO TRANSLATION
guerrilla	partyzant
guess	odgadnąć
guesser	zgadywacz
guesswork	zgadywanie
guest	Gość
guesthouse	domek gościnny
guidance	poradnictwo
guide	przewodnik
guidebook	przewodnik
guidelines	wytyczne
guiding	przewodnictwo
guild	gildia
guile	podstęp
guillotine	gilotyna
guilt	wina
guilty	winny
guinea	Gwinea
guise	przebranie
guitar	gitara
guitarist	gitarzysta
gules	czerwony
gulf	Zatoka
gull	frajer
gullet	przełyk
gullible	łatwowierny
gully	wąwóz
gulp	łyk
gum	guma
gumbo	gumbo
gummy	lepki
gumption	spryt
gun	pistolet
gunboat	kanonierka
gunfight	strzelanina
gunfighter	rewolwerowiec
gunfire	obstrzał
gunk	gunk
gunman	bandyta
gunmen	bandyci
gunner	artylerzysta
gunnery	artyleria
gunplay	strzelanie
gunpoint	gunpoint
gunpowder	proch strzelniczy
gunshot	postrzałowy
gunslinger	rewolwerowiec
gurney	gurney
guru	guru
gush	wytrysk
gusher	gejzer
gusset	klin
gust	poryw
gusto	NO TRANSLATION
gusty	porywisty
gut	jelito
gutless	bez jaj
guts	wnętrzności
gutsy	odwrotny
gutter	rynna
guy	chłopak
guzzler	obżartuch
guzzling	żłopie
gym	siłownia
gymnasium	Gimnazjum
gymnast	gimnastyk
gymnastic	gimnastyczny
gymnastics	gimnastyka
gynecologist	ginekolog
gynecology	ginekologia
gypsy	cygański
gyroscope	żyroskop
habit	nawyk
habitat	siedlisko
habitation	mieszkanie
habitual	zwykły
habitually	zwykle
hacienda	hacjenda
hack	włamać się
hacker	haker
hacksaw	piła do metalu
hadenough	NO TRANSLATION
hag	wiedźma
haggard	mizerny
haggle	targować się
haiku	haiku
hail	grad
hair	włosy
hairball	włosy
hairbrush	Szczotka do włosów
haircut	ostrzyżenie
hairdo	fryzura
hairdresser	fryzjer
hairdryer	suszarka do włosów
hairless	bezwłosy
hairline	linia włosów
hairpin	spinka do włosów
hairspray	lakier do włosów
hairstyle	fryzura
hairy	włochaty
hale	krzepki
half	pół
half dollar	pół dolara
halfback	halfback
halftime	połowa czasu
halfway	wpół
halibut	halibut
hall	hol
hallelujah	Alleluja
hallmark	piętno
hallowed	święcone
hallucination	halucynacja
hallway	korytarz
halo	aureola
halt	postój
halter	kantar
halting	postojowy
halve	przepoławiać
halving	połowę
ham	szynka
hamburger	Hamburger
hamlet	mała wioska
hammer	młot
hammerhead	młot
hammering	kucie
hammock	hamak
hamper	utrudniać
hamster	chomik
hamstring	ścięgno udowe
hand	dłoń
handbag	torebka
handball	gra w piłkę ręczną
handbook	podręcznik
handcuff	kajdanki
handful	garść
handgun	pistolet
handheld	ręczny
handicap	upośledzenie
handicapped	upośledzony
handicraft	rękodzieło
handiwork	praca ręczna
handkerchief	chusteczka
handle	uchwyt
handler	treser
handmade	Wykonany ręcznie
handout	materiały informacyjne
handprint	ręczny druk
handshake	uścisk dłoni
handsome	przystojny
handwriting	pismo odręczne
handy	poręczny
handyman	złota rączka
hang	powiesić
hangar	hangar
hanger	wieszak
hanging	wiszące
hangman	kat
hangout	Hangout
hangover	kac
hangry	powiesić
hank	motek
hankering	tęsknota
hanky	chusteczka
hap	NO TRANSLATION
haphazard	bezplanowo
hapless	nieszczęśliwy
happen	zdarzyć
happening	wydarzenie
happier	szczęśliwsi
happiest	najszczęśliwszy
happily	szczęśliwie
happiness	szczęście
happy	szczęśliwy
happydance	radosny taniec
happyday	szczęśliwy dzień
happyheart	szczęśliwe serce
happyholidays	NO TRANSLATION
happynewyear	NO TRANSLATION
happyplace	NO TRANSLATION
happytweet	NO TRANSLATION
happyvalentinesday	NO TRANSLATION
harass	nękać
harassing	niepokojenie
harassment	niepokojenie
harbinger	zwiastun
harbor	port
hard	ciężko
hardball	hardball
hardcore	hardcore
harden	stwardnieć
hardened	utwardzony
hardening	hartowanie
hardheaded	twardogłowy
hardness	twardość
hardship	trudność
hardware	sprzęt komputerowy
hardwood	drewno liściaste
hardworking	pracowity, ciężka praca
hardy	wytrzymały
hare	zając
harebrained	niedorzeczny
harem	harem
hark	słuchać uważnie
harlot	nierządnica
harm	szkoda
harmful	szkodliwy
harmless	nieszkodliwy
harmonica	harmonijka
harmonics	harmonia
harmonious	harmonijny
harmoniously	harmonijnie
harmonize	zharmonizować
harmony	Harmonia
harness	uprząż
harp	harfa
harper	harfiarka
harpoon	harpun
harpsichord	klawesyn
harrowing	Bielenie
harry	złupić
harsh	szorstki
harshness	szorstkość
hart	jeleń
harvest	żniwa
hash	haszysz
hashish	haszysz
hassle	kłopot
haste	pośpiech
hasten	przyśpieszyć
hastily	pochopnie
hasty	pochopny
hat	kapelusz
hatch	właz
hatchet	topór
hate	nienawidzić
hateeee	NO TRANSLATION
hateeveryone	NO TRANSLATION
hateful	nienawistny
hater	hater
hateyou	NO TRANSLATION
hating	nienawidzić
hatred	nienawiść
haughty	wyniosły
haul	zaciąg
haulage	transport
haunt	nawiedzać
haunted	nawiedzany
have	mieć
haven	przystań
havoc	spustoszenie
haw	głóg
hawk	jastrząb
hawking	hawking
hay	NO TRANSLATION
haye	Haye
hayride	hayride
haystack	stóg siana
haywire	pogmatwany
hazard	zaryzykować
hazardous	niebezpieczny
haze	mgła
hazmat	hazmat
