Word	ro
embroiled	embroiled
embryo	embrion
embryonic	embrionar
emcee	emcee
emerald	smarald
emerge	apărea
emergence	apariție
emergency	de urgență
emeritus	emerit
emery	şmirghel
emetophobia	emetophobia
emigrate	emigra
emigration	emigrare
eminence	eminenţă
eminent	eminent
eminently	eminamente
emir	NO TRANSLATION
emissary	emisar
emission	emisie
emit	emite
emo	emo
emotion	emoţie
emotional	emoţional
emotive	emotiv
empathic	empatică
empathize	empatiza
empathy	empatie
emperor	împărat
emphasis	accent
emphasize	scoate in evidenta
emphatic	categoric
emphysema	emfizem
empire	imperiu
empirical	empiric
empiricism	empirism
employ	angaja
employee	angajat
employer	patron
employment	ocuparea forței de muncă
emporium	magazin
empower	împuternici
empress	împărăteasă
emptiness	goliciune
emption	preemtiune
empty	gol
emu	emu
emulate	emula
emulsion	emulsie
enable	permite
enablement	imputernicirea
enact	decreta
enactment	punere în scenă
enamel	smalț
encampment	tabără
enchant	încânta
enchanted	fermecat
enchanting	feeric
enchantment	încântare
enchantress	vrăjitoare
enchilada	enchilada
encircle	înconjura
encircling	încercuire
enclave	enclavă
enclose	închide
enclosure	împrejmuire
encode	codifica
encomiastic	NO TRANSLATION
encomium	elogiu
encompass	înconjura
encore	NO TRANSLATION
encounter	întâlni
encourage	a incuraja
encouraged	incurajata
encouragement	încurajare
encouraging	încurajator
encroach	atenteze
encroachment	uzurpare
encrypt	criptați
encryption	criptare
encumbrance	obstacol
encyclopedia	enciclopedie
end	Sfârşit
end table	masa finala
endanger	periclita
endangered	pe cale de dispariție
endangerment	periclitarea
endearing	duios
endeavor	efort
ended	încheiat
endemic	endemic
endgame	Endgame
ending	final
endless	fără sfârşit
endocarditis	endocardită
endorse	susține
endorsement	aprobare
endow	înzestra
endowed	înzestrat
endowment	dotare
endpapers	endpapers
endpoint	punct final
endurance	rezistență
endure	îndura
enduring	de durată
enema	clismă
enemy	dusman
energetic	energic
energize	galvaniza
energy	energie
enforce	impune
enforcement	executare
enforcer	Enforcer
engage	angaja
engaged	angajat
engagement	logodnă
engaging	captivant
engender	da naștere la
engine	motor
engineer	inginer
engineering	Inginerie
engrave	grava
engraved	gravate
engraver	gravor
engraving	gravare
engrossed	preocupat
engrossing	captivant
engulf	devora
enhance	spori
enhancement	sporire
enigma	enigmă
enigmatic	enigmatic
enjoin	interzice
enjoy	se bucura
enjoyable	agreabil
enjoying	se bucură
enjoyment	bucurie
enlarge	mări
enlarged	mărită
enlargement	mărire
enlighten	lumina
enlightened	luminat
enlightening	edificator
enlightenment	iluminism
enlist	înrola
enliven	anima
enmity	antipatie
ennui	plictiseală
enormity	enormitate
enormous	enorm
enormously	enorm
enraged	înfuriat
enrich	îmbogăţi
enroll	înscrie
enrollment	înrolare
ensemble	ansamblu
ensign	stegar
enslave	subjuga
enslaved	înrobit
enslavement	înrobire
ensue	rezulta
ensure	asigura
entail	implica
entangled	obscur
entanglement	rețea de sârmă ghimpată
enter	introduce
enterprise	afacere
enterprising	întreprinzător
entertain	distra
entertained	distrați
entertainer	animatoare
entertaining	distractiv
entertainment	divertisment
enthralled	captivat
enthusiasm	entuziasm
enthusiast	entuziast
enthusiastic	entuziast
entice	atrage
entire	întreg
entirety	întregime
entitle	îndreptăți
entity	entitate
entomology	entomologie
entourage	anturaj
entrails	intestine
entrance	Intrare
entrapment	entrapment
entreat	implora
entree	antreu
entrepreneur	antreprenor
entrust	încredinţa
entry	intrare
enumerate	enumera
enumeration	enumerare
envelope	plic
envious	invidios
environ	NO TRANSLATION
environment	mediu inconjurator
environmental	de mediu
environs	împrejurimi
envision	imagina
envoy	reprezentant
envy	invidie
enzyme	enzimă
ephemeral	efemer
ephemeris	efemeridelor
epic	epic
epidemic	epidemie
epidermis	epidermă
epidural	epidurala
epilepsy	epilepsie
epileptic	epileptic
epilogue	epilog
epiphany	Epifanie
episcopal	episcopal
episode	episod
episodic	episodic
epistle	epistolă
epitaph	epitaf
epithet	epitet
epitome	rezumat
epoch	epocă
equal	egal
equality	egalitate
equalization	egalizare
equalize	egaliza
equalizer	egalizator
equally	in aceeasi masura
equate	echivala
equation	ecuaţie
equator	ecuator
equatorial	ecuatorial
equestrian	ecvestru
equidistant	echidistant
equilibration	echilibrării
equilibrium	echilibru
equip	echipa
equipment	echipament
equitable	echitabil
equity	capitaluri proprii
equivalence	echivalenţă
equivalent	echivalent
equivocal	echivoc
era	eră
eradicate	eradica
eradication	eradicarea
erase	şterge
eraser	radieră
erasure	ştergere
ere	NO TRANSLATION
erect	Ridica
erectile	erectilă
erection	ridicare
ergo	NO TRANSLATION
erode	eroda
erosion	eroziune
erotic	erotic
erotica	Erotica
err	greși
errand	misiune
errant	rătăcitor
erratic	neregulat
erratum	erată
erroneous	eronat
error	eroare
erst	NO TRANSLATION
erudite	erudit
erupt	erupe
eruption	erupţie
escalade	escaladare
escalate	escalada
escalating	escaladarea
escalation	escaladare
escalator	scară rulantă
escape	evadare
escaped	scăpat
escarpment	ridicatura
eschew	se feri
escort	escorta
escrow	împuternicire legală
esophagus	esofag
esoteric	ezoteric
especial	NO TRANSLATION
espionage	spionaj
espouse	se însura
espresso	espresso
esprit	spirit
esquire	nobil
essay	eseu
essayist	eseist
essence	esență
essential	esenţial
essentially	in esenta
establish	a stabili
established	stabilit
establishment	stabilire
estate	imobiliar
esteem	stima
esteemed	stimat
esthetic	estetic
estimable	stimabil
estimate	estima
estimation	evaluare
estoppel	estoppel
estranged	înstrăinat
estrogen	estrogen
estuary	estuar
etch	etch
etching	gravură
eternal	etern
eternity	eternitate
ethanol	etanol
ether	eter
ethereal	eteric
ethic	etic
ethical	etic
ethics	etică
ethnic	etnic
ethnography	etnografie
etiology	etiologie
etiquette	etichetă
etymology	etimologie
eucalyptus	eucalipt
euchre	Euchre
eugenics	eugenie
eulogistic	laudativ
eulogium	elogiu
eulogize	elogia
eulogy	elogiu
euphemism	eufemism
euphoria	euforie
euphoric	euforic
euro	euro
euthanasia	eutanasie
evacuate	evacua
evacuation	evacuare
evade	se sustrage
evaluate	a evalua
evaluation	evaluare
evanescence	dispariție
evangelical	evanghelic
evangelist	evanghelist
evangelistic	evanghelizare
evaporate	evapora
evaporation	evaporare
evasion	evaziune
evasive	evaziv
eve	ajun
evening	seară
evens	NO TRANSLATION
event	eveniment
eventful	bogat în evenimente
eventual	eventual
eventuality	eventualitate
evergreen	vesnic verde
everlasting	veșnic
evermore	întotdeauna
everyday	in fiecare zi
everyman	fiecare om
evict	evacua
eviction	evacuare
evidence	evidență
evident	evident
evidentiary	probatorii
evil	rău
evoke	evoca
evolution	evoluţie
evolutionary	evolutiv
evolve	evolua
ewe	oaie
ex	fără
exacerbate	exacerba
exacerbation	exacerbare
exact	corect
exacting	exigent
exaggerate	exagera
exaggerated	exagerat
exaggeration	exagerare
exalt	înălţa
exaltation	exaltare
exalted	exaltat
exam	examen
examination	examinare
examine	examina
examiner	examinator
example	exemplu
exasperated	exasperată
exasperation	exasperare
excavate	dezgropa
excavation	excavare
excavator	excavator
exceed	depăși
exceeding	depășire
excel	excela
excellence	excelență
excellent	excelent
excelsior	excelsior
excepting	cu exceptia
exception	excepție
exceptional	excepţional
excerpt	extras
excess	exces
excessive	excesiv
excessively	excesiv
exchange	schimb valutar
excise	accize
excision	extirpare
excitability	excitabilitate
excitable	excitabil
excitation	excitaţie
excite	excita
excited	excitat
excitement	entuziasm
exciting	emoționant
exclaim	exclama
exclamation	exclamare
exclude	exclude
excluded	exclus
excluding	F? r?
exclusion	excludere
exclusive	exclusiv
excrement	excremente
excretion	excreţie
excruciating	chinuitor
excursion	excursie
excuse	scuză
exec	Exec
execute	a executa
execution	execuţie
executioner	călău
executive	executiv
executor	executor testamentar
exegesis	exegeză
exemplar	exemplar
exemplary	exemplar
exemplify	exemplifica
exempt	scuti
exemption	scutire
exercise	exercițiu
exert	exercita
exertion	efort
exhale	exala
exhaust	epuiza
exhausted	epuizat
exhaustion	epuizare
exhaustive	exhaustiv
exhibit	expoziţie
exhibition	expoziţie
exhilarated	înveselit
exhilarating	înveselitor
exhilaration	bucurie
exhort	îndemna
exhortation	îndemnare
exhumation	exhumare
exhume	exhuma
exigent	NO TRANSLATION
exile	exil
exist	exista
existence	existenţă
existent	existent
existential	existențială
existing	existent
exit	Ieșire
exodus	exod
exonerate	absolvi
exorbitant	exorbitant
exorcism	exorcism
exorcist	exorcist
exotic	exotic
expand	extinde
expanded	extins
expanse	întindere
expansion	expansiune
expansive	expansiv
expatriate	expatria
expect	aştepta
expectance	sperana
expectancy	așteptare
expectant	care așteaptă
expectation	așteptare
expected	așteptat
expecting	așteptându-
expediency	oportunitate
expedient	expedient
expedite	accelera
expedition	expediție
expeditious	expeditiv
expel	expulza
expendable	consumabil
expenditure	cheltuieli
expense	cheltuială
expenses	cheltuieli
expensive	scump
experience	experienţă
experienced	cu experienta
experiences	experiențe
experiment	experiment
experimental	experimental
experimentation	experimentare
experimenter	experimentator
expert	expert
expertise	expertiză
expiration	expirare
expire	expira
expired	expirat
expiry	expirare
explain	explica
explanation	explicaţie
explanatory	explicativ
expletive	expletiv
explication	explicare
explicit	explicit
explode	exploda
exploit	exploata
exploitation	exploatare
exploration	explorare
exploratory	exploratorie
explore	explora
explorer	explorator
explosion	explozie
explosions	explozii
explosive	exploziv
expo	Expo
exponent	exponent
exponential	exponențială
export	export
exportation	export
expose	expune
exposed	expuse
exposition	expunere
expository	expozitiv
exposure	expunere
expound	expune
express	expres
expression	expresie
expressive	expresiv
expressway	Expressway
expropriation	expropriere
expulsion	expulzare
exquisite	rafinat
exquisitely	minunat
extant	existent
extend	extinde
extendable	extensibil
extended	extins
extension	extensie
extensive	extensiv
extent	măsură
exterior	exterior
exterminate	extermina
extermination	exterminare
exterminator	distrugător
external	extern
externally	extern
extinct	dispărut
extinction	extincţie
extinguish	a stinge
extinguisher	stingător
extol	preamări
extort	stoarce
extortion	stoarcere
extra	suplimentar
extract	extrage
extracting	extragere
extraction	extracţie
extractor	extractor
extracurricular	extracurricular
extradition	extrădare
extrajudicial	extrajudiciar
extramural	extramural
extraneous	străin
extraordinaire	extraordinar
extraordinary	extraordinar
extraterrestrial	extraterestru
extravagance	extravaganţă
extravagant	extravagant
extravaganza	extravaganta
extreme	extrem
extreme anticipation	anticipare extremă
extreme disgust	dezgust extrem
extreme surprise	surpriză extremă
extreme trust	încrederea extremă
extremely	extrem
extremely negative	extrem de negativ
extremely positive	extrem de pozitiv
extremity	extremitate
extricate	degaja
extrinsic	extrinsecă
extrusion	extrudare
exuberance	exuberanţă
exude	transpira
eye	ochi
eyeball	globul ocular
eyebrow	sprânceană
eyeful	eyeful
eyeglass	lupă
eyeglasses	ochelari de vedere
eyelash	geană
eyelet	capsă
eyeliner	tus de ochi
eyepiece	ocular
eyes	ochi
eyesight	vedere
eyewitness	martor ocular
fab	fab
fable	fabulă
fabled	născocit
fabric	țesătură
fabricate	fabrica
fabricated	fabricate
fabrication	fabricare
fabulous	fabulos
facade	faţadă
face	față
faceless	fără chip
facet	faţetă
facial	facial
facile	NO TRANSLATION
facilitate	facilita
facility	facilitate
facing	cu care se confruntă
facsimile	reproducere
fact	fapt
faction	facţiune
factor	factor
factory	fabrică
facts	fapte
factual	faptic
faculties	facultăți
faculty	facultate
fad	moft
fade	decolorare
faded	stins
faeces	excremente
fag	corvoadă
faggot	snop
fail	eșua
failing	în lipsa
failure	eșec
fain	NO TRANSLATION
faint	slab
fainting	leșin
fair	echitabil
fairly	destul de
fairness	dreptate
fairway	șenal navigabil
fairy	Zana
faith	credinţă
faithful	credincios
faithfulness	fidelitate
faithless	necredincios
fake	fals
faker	escroc
falafel	Falafel
falcon	şoim
fall	cădea
fallacious	greșit
fallacy	eroare
fallback	da înapoi
fallible	supus greșelii
falling	cădere
fallopian	uterina
fallout	cade afară
fallow	nedezvoltat
false	FALS
falsehood	falsitate
falsely	în mod fals
falsification	falsificare
falsified	falsificate
falsify	falsifica
falsity	falsitate
falter	șovăi
fame	faimă
famed	renumit
familiar	familiar
familiarity	familiaritate
familiarize	familiariza
family	familie
familytime	timp pentru familie
famine	foamete
famished	înfometat
famous	celebru
famously	faimos
fan	ventilator
fanatic	fanatic
fanatical	fanatic
fanaticism	fanatism
fanciful	fantezist
fancy	extravagant
fandango	Fandango
fanfare	fanfară
fang	NO TRANSLATION
fangs	colti
fanning	Fanning
fantasia	fantezie muzicală
fantasize	fantasize
fantastic	fantastic
fantasy	fantezie
faraway	departe
farce	farsă
farcical	ridicol
fare	tarif
farewell	ramas bun
farm	fermă
farmer	agricultor
farmhouse	fermă
farming	agricultură
farmland	teren agricol
faro	stos
fart	bășina
farther	mai departe
fascia	fasciei
fascinate	fascina
fascinated	fascinat
fascinating	fascinant
fascination	farmec
fascism	fascism
fascist	fascist
fashion	Modă
fashionable	la modă
fastball	fastball
fasten	fixa
fastener	element de fixare
fastening	fixare
fasting	post
fat	gras
fatal	fatal
fatalism	fatalism
fatality	fatalitate
fate	soartă
fated	predestinat
fateful	funest
fathead	fathead
father	Tată
fatherhood	paternitate
fatherland	patrie
fatherly	părintesc
fathom	cerceta atent
fatigue	oboseală
fatigued	obosite
fatso	Fatso
fatten	îngrăşa
fatty	gras
faucet	robinet
fault	eroare
faultless	fără cusur
faulty	defect
faun	faun
fauna	faună
faux	Faux
favor	favoare
favorable	favorabil
favorite	favorit
favoriteholiday	NO TRANSLATION
favoritism	favoritism
fawn	cafeniu
fax	fax
faze	NO TRANSLATION
fear	frică
feared	temut
fearful	fricos
fearfully	teamă
fearing	temându-se
fearless	neînfricat
fears	temerile
fearsome	înfricoșător
feasibility	fezabilitate
feasible	realizabil
feast	sărbătoare
feat	ispravă
feather	pană
feathered	cu pene
feature	caracteristică
features	caracteristici
febrile	febril
fecal	fecale
feces	fecale
fecundity	fecunditate
fed	hrănit
federal	federal
federation	federaţie
fedup	NO TRANSLATION
fee	taxă
feeble	slab
feed	a hrani
feedback	parere
feeder	fider
feel	simți
feelgood	se simte bine
feeling	sentiment
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	picioare
feign	preface
feigned	simulat
feisty	feisty
felicity	fericire
feline	felin
fell	căzut
feller	pădurar
fellow	coleg
fellowship	tovărășie
felon	infractor
felony	crimă
felt	simțit
female	Femeie
feminine	feminin
femininity	feminitate
feminism	feminism
feminist	feministă
femme	NO TRANSLATION
femoral	femural
femur	femur
fen	NO TRANSLATION
fence	gard
fenced	împrejmuită
fencing	scrimă
fend	se îngriji de
fender	aripă
fennel	chimen dulce
ferment	ferment
fermentation	fermentaţie
fern	ferigă
ferocious	feroce
ferocity	ferocitate
ferret	dihor
ferry	BAC
ferryboat	NO TRANSLATION
fertile	fertil
fertility	fertilitate
fertilize	fertiliza
fertilizer	îngrăşământ
fervent	fierbinte
fervor	fervoare
fess	Fess
fest	fest
festival	festival
festive	festiv
fetal	de fetus
fetch	aduce
fete	NO TRANSLATION
fetish	fetiş
fetus	făt
feud	feudă
feudal	feudal
feudalism	feudalism
fever	febră
feverish	febril
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	decret
fib	născocire
fiber	fibră
fiberglass	fibra de sticla
fibrosis	fibroză
fibrous	fibros
fickle	nestatornic
fiction	fictiune
fictional	fictiv
fictitious	fictiv
fiddle	violă
fiddler	lăutar
fidelity	fidelitate
fidgety	zvăpăiat
fiduciary	fiduciar
field	camp
field hockey	hochei pe iarbă
fielder	jucător de cricket
fiend	satana
fiendish	diabolic
fierce	feroce
fiery	de foc
fiesta	petrecere
fiesty	NO TRANSLATION
fifteen	cincisprezece
