Word	lb
defiance	Héichwaasser
defiant	beandrockt
defibrillator	Defibrillator
deficiency	Mangel un
deficient	net duerf ginn
deficit	Defizit
define	definéieren
defined	definéiert sinn
definite	definitiv wier
definition	Definitioun
definitive	definitiv ass
deflate	ferméissen
deflation	Deflatioun
deflect	ofwiesselnd
deflection	Ofschwong
defloration	Defloratioun
deform	verformt
deformed	deforméiert
deformity	Verformung
defraud	ze plauderen
defray	ofsoen
defrost	Tränen
deft	staark
defunct	verfollegt
defuse	verdeedegt
defy	sech erausfuerderen
degeneracy	degeneréieren
degenerate	degeneréieren
degeneration	Degeneratioun
degradation	ofgeschnidden
degrade	z'erhiewen
degraded	ofgebaut ginn
degrading	entwürdegend sinn
degree	Grad
dehydrated	Dehydrat
dehydration	Dehydratioun
dejected	verdrësslech sinn
delay	Retard
delayed	Verspéidung
delectable	ganz besonnesch
delegate	delegéierte
delegation	delegatioun
delete	läschen
deleterious	schlechter
deletion	Läschen
deli	Schwaarzer
deliberate	ze bewäerten
deliberation	Diskussioun
deliberative	Décédatif
delicacy	Epicerie
delicate	delikat ass
delicatessen	Epicerien
delicious	lecker
delight	begeeschtert
delighted	erfreelech
delightful	iwwerglécklech
delineate	ze definéieren
delineation	Entdeckung
delinquency	Iwwergangsziler
delinquent	ze verzette ginn
delirious	schlemm
delirium	Schwaarzaarbecht
deliver	geliwwert
deliverance	Rettung
delivery	Liwwerung
dell	Dell
delta	Delta
delude	dégoutéieren
deluge	Rëtsch Explikatioun
delusion	Fro
delusional	Wahnwurz
deluxe	Deluxe
delve	verdéiwen
demand	gefuerdert
demanding	verlaangen
demeaned	beaflosst
demeaning	begeeschtert
demeanor	Haltung
demented	dementéiert
dementia	Demenz
demise	ofhuele loossen
demo	Demo
democracy	Demokratie
democrat	Demokrat
democratic	demokratesch sinn
demographic	demographesch
demolish	ofstierzen
demolished	ofgebrach
demolition	Ofbruch
demon	Demon
demonic	demonescher
demonstrable	ze demonstriéieren
demonstrate	weisen
demonstrated	bewisen
demonstrating	ze weisen
demonstration	demonstréieren
demonstrative	demonstrativ
demonstrator	Demonstrator
demoralized	demoraliséiert
demos	Demoversiounen
demure	gefuer
den	NO TRANSLATION
deniability	deniabilty
denial	refuséiert
denied	verweigert goufen
denim	Denim
denomination	Bezeechnung
denominational	denominational
denominator	Denominator
denote	bezeechent
denounce	ze veruerteelen
dense	dichter
density	Dicht
dent	dent
dental	Zänn
dentist	Zänndokter
dentistry	Zänndienst
dentists	Zänndokter
denunciation	ugeet
deny	verleegnen
denying	ze verwalten
deodorant	Deodorant
depart	fort
departed	fortgaang
department	Departement
departmental	Departement
departure	fort
depend	hänken
dependable	zouhuelbar sinn
dependant	ofhängeg sinn
dependence	Ofhängegkeet
dependency	Ofhängegkeet
dependent	ofhängeg sinn
depict	weisen
depicting	virstellen
depletion	Ofsécherung
deplorable	schloën
deplore	beweegen
deploy	setzen
deployment	Depliant
deport	deportéiert
deportation	deportéieren
depose	ofginn
deposit	ofginn
depositary	depositary
deposition	Oflagerung
depository	Depot
depot	Depot
depraved	Schildkröt
depravity	Schiedlechkeet
depreciate	ageschriwen
depreciated	abegraff
depreciation	Abschiebung
depress	depressiv
depressed	depriméiert
depressing	depressiv
depression	Depressioun
depressive	depressiv
depresson	NO TRANSLATION
deprivation	Entzuch
deprive	ze verginn
deprived	entfouert
depth	Déift
deputy	Vizestabschef
derail	d 'Liewe geholl
deranged	verwiesselt huet
derelict	ofginn
derision	ofgerappt
derivation	Derivatioun
derivative	Derivat
derive	ofgeleet
dermal	dermal
dermatologist	Hautarzt
dermatology	Hautkrankheet
derogation	Ausname ginn
derogatory	Ausname
descend	nidderléisst
descendant	Nofolger
descendent	NO TRANSLATION
descending	erofgaang
descent	Ofstamung
describe	beschreiwen
description	Beschreiwung
descriptive	beschreiwen
desecrate	z'erleeden
desecration	bezeechent
desert	Wüst
deserted	desertéiert
deserter	Desérter
desertion	verdeelt
deserve	verdéngt
deserved	verdéngt huet
deserving	verdéngt
design	Design
designate	ze bestëmmen
designated	bezeechent
designation	Bezeechnung hunn
designed	entwéckelt
designer	Designer
designing	ze designen
desirability	Wënsch
desirable	wënschenswäert
desire	Wonsch
desiring	Wëllen
desirous	Desir
desist	Ofkierzung
desk	Schreifdësch
desolate	Wëllen
desolation	Ustall
despair	Verzweiflung
despairing	verzweifelt
despatch	Sendung
desperado	Verzweiflung
desperate	verzweifelt no
desperation	Verzweiflung
despicable	ze feelen
despise	veruerteelt
despondent	verzögert
despotic	Despoten
despotism	Despotismus
dessert	Dessert
destination	Destinatioun
destined	uginn
destiny	Schicksal
destitute	Nofolger
destroy	ze zerstéieren
destroyed	zerstéiert
destroyer	Zerstéierung
destroying	ze zerstéieren
destruct	zerstéiert ginn
destruction	zerstéiert
destructive	zerstéiert
detach	Abenteuer
detached	auserneen
detachment	Abriecher
detail	Detail
detailed	detailléiert
details	Detailer
detain	festhalen
detainee	Prisonnéier
detect	ze entdecken
detectable	feststelle kënnt
detection	Detectioun
detective	Detektiv
detector	Detektort
detention	Haftbedingungen
deter	ze halen
detergent	Detergent
deteriorate	verschlechtert
deteriorated	verschlechtert
deteriorating	verschlechtert
deterioration	Verschlechterung
determinable	festleetbar
determinate	ze bestëmmen
determination	Bestëmmen
determine	bestëmmen
determined	festgeluecht
deterrent	Abrochbehandlung
detest	Onsécherheet
detestation	ënnergoen
detonate	zëcken
detonation	Detonatioun
detonator	Sprengstoff
detour	Ëmwee
detract	vergiesse gelooss
detriment	gefouert
detrimental	gefouert huet
detritus	Detritus
deuce	droen
deutschmark	deutschmark
devalued	entwert
devastate	devastéiert
devastated	zerstéiert
devastating	devastéiert
devastation	Zerstéierung
develop	entwéckelen
developer	Entwéckler
developing	entwéckelen
development	Entwécklung
deviant	deviant
deviate	ofwäichen
deviating	ofgëtt
deviation	Ofwécklung
device	Apparat
devil	Däiwel
deviled	enttäuscht
devilish	verzicht ginn
devious	Neiduerf
devise	entwéckelen
devoid	entdeckt
devolution	Verännerung
devolve	entwéckelen
devote	widmen
devoted	beschäftegt
devotee	Devotee
devotion	Hellef
devotional	ze verzichten
devour	zerwéiert
devout	verdeedegt
dew	Téi
dexter	dexter
dexterity	Geschécklechkeet
dextrose	dextrose
diabetes	Diabetis
diabetic	Diabetiker
diabolical	diabolesch sinn
diagnose	ze diagnostéieren
diagnosis	Diagnos
diagnostic	Diagnos
diagnostics	Diagnos
diagonal	diagonal
diagram	Diagramm
dial	wielt
dialect	Dialekt
dialectic	Dialektik
dialogue	Dialog
dialysis	Dialysefakte
diameter	Duerchmiesser
diamond	Diamanten
diamonds	Diamanten
diaper	geet
diaphragm	Blend gouf
diarrhea	d`Toilette
diarrhoea	d`Toilette
diary	Tagebuch
diatribe	Haaptstrooss
dib	NO TRANSLATION
dibs	Dibs
dice	Wierfel
dicey	dicey
dichotomous	dichotom
dichotomy	Dichotomie
dick	Schwänz
dickhead	dickhead
dicks	dicks
dictate	Diktat
dictation	Diktatioun
dictator	Diktator
dictatorial	Diktatorescht
dictatorship	Diktatur
diction	Dictionnaire
dictionary	Wierderbuch steet
dictum	NO TRANSLATION
didactic	didaktesch
diddle	Geck
die	NO TRANSLATION
died	gestuerwen ass
diesel	Diesel
diet	Ernährung
dietary	Nahrung
differ	ënnerscheeden
difference	Ënnerscheed
differences	Differenzen
different	ënnerschiddlech ass
differential	differentiell
differentiation	Differenzial
differently	ënnerschiddlech ass
differing	ënnerscheed
difficult	schwiereg
difficulties	Schwieregkeeten
difficulty	Schwieregkeeten
diffuse	diffus
diffusion	Diffusioun
dig	NO TRANSLATION
digest	verdauen
digestion	Verdauung
digestive	Verdauung
digit	Zifferen
digital	digital
dignified	wierdegt
dignify	Dignifizéierung
dignity	Dignitéit
digress	loossen
digs	NO TRANSLATION
dike	Dike
dilapidated	verfall gemaach
dilatation	Dilatatioun
dilation	dilatatioun
dildo	Dildo
dilemma	Dilemma
diligence	Suerg
diligent	gewëssenhaft
dill	Dill
diluent	Verdünnung
dilute	verdënnen
diluted	verdënnegt
dilution	Verdünnung
dim	dämmert
dime	Zénger
dimension	Dimensioun
dimensional	Dimensiounen
diminish	nidderegen
diminished	reduzéiert
diminution	Diminutioun
diminutive	Diminutif
dimwit	zimlech
din	NO TRANSLATION
dine	Iessen
diner	Iessen
dinghy	Dinghy
dingo	Dingo
dingy	ongefälscht
dining	Iesswon
dinky	dankbar
dinner	iessen
dinnertime	dinnertime
dinosaur	Dinosaurier
dint	dunt
diocesan	Diözes
diocese	Diözes
diorama	Diorama
dioxide	Dioxyd
dip	Dip
diploma	Diplom hunn
diplomacy	Diplomatie
diplomat	Diplomat
diplomatic	diplomatesch
dipper	dipper
dippy	dippy
dipstick	Dipstick
dire	NO TRANSLATION
direct	direkt
directed	geleet
direction	Richtung
directive	Directive
directly	direkt
director	Direkter
directory	directory
dirt	Dreck
dirty	dreckeg
disability	Behënnerung
disable	auszeschalten
disabled	Handikapéierten
disadvantage	Nodeel
disaffected	entfouert
disagree	net averstanen
disagreeable	net
disagreeing	net averstane sinn
disagreement	Meenungsverschiddenheet
disallow	ze räissen
disallowed	net zougelooss
disapointment	NO TRANSLATION
disappear	verschwannen
disappearance	verschwonnen ass
disappearing	verschwannen
disappoint	enttäuscht
disappointed	enttäuscht
disappointing	enttäuschend
disappointment	enttäuscht
disapproval	Mëssbrauch
disapprove	net verhandelen
disapproved	net ofgebrach
disapproving	Vëlofferecht
disarm	entwéckelen
disarray	Onrouen
disaster	Katastroph
disastrous	fatal
disband	zerklengert
disbelief	Misschienen
disbelieve	net gleewen
disburse	entloossen
disbursement	Ausstierwen
disc	disc
discard	ofbriechen
discarded	verschwonnen ass
discards	verfaasst
discern	erkennen
discernible	erkennbar sinn
discerning	ze erkennen
discernment	Diskriminéierung
discharge	Auslaascht
disciple	Jünger
disciplinary	Disziplinar
discipline	Disziplin
disciplined	disziplinéiert
disclaim	iwwerpréift
disclaimer	Héichwaasser
disclose	verroden
disclosed	bekanntginn
disclosure	präisgëtt
disco	Disco
discoloration	Verfärlechung
discolored	verschmëlzest ginn
discomfort	Nikotin
disconcerted	net besiegen
disconcerting	Mëssverständnis
disconnect	ze verbannen
disconnected	ofgerappt
disconnection	ofschalten
disconnects	ofgerappt
discontent	Onzefriddenheet
discontinuance	ofzeschwächen
discontinue	ze stoppen
discontinuity	Ofstëmmung
discontinuous	diskontinuéiert
discord	verglaichen
discount	Remise
discounted	reduzéiert
discourage	découragéiert
discouraged	decouragéiert
discouragement	Vergehéieregkeet
discouraging	decouragéiert
discourse	Discours
discover	entdecken
discovery	Entdeckung
discredit	diskreditéieren
discredited	diskreditéiert
discreet	NO TRANSLATION
discrepancy	Ënnerscheeder
discrete	diskret
discretion	Diskretioun
discretionary	Diskretion
discriminate	diskriminéieren
discriminating	diskriminéieren
discrimination	Diskriminatioun
discus	Discus
discuss	diskutéieren
discussion	Diskussioun
disdain	Veruechtung
disdainful	Veruechtung
disease	Krankheet
diseased	Krankheet
disembodied	proklaméiert
disengage	ze rappen
disengagement	Erhuelung
disfigured	z'entwéckelen
disgrace	Schreck
disgraced	vergraben
disgraceful	Onglécklech
disgruntled	enttäuscht
disguise	Verkleedung
disguised	verschwonnen
disgust	Ekus
disgusted	enttäuscht
disgusting	ekbäi
dish	gitt
disheartened	verziert ginn
disheartening	dogéint därmoosse schlecht
dishonest	Räich
dishonesty	onbestänneg
dishonor	geleiert
dishonorable	onverzichtbar sinn
dishwasher	Spullmaschinn
disillusionment	Enttäuschung
disinclination	Desinfektioun
disincline	disinn
disinclined	net erwähnt
disinfect	Desinfektioun
disinfectant	Desinfektioun
disinfection	Desinfektioun
disinformation	Desinformation
disingenuous	onfallsfäeg
disintegrate	zerglitt
disintegration	Verfall
disinterested	net interesséiert
disjoint	disjoint
disjointed	zerglitt
disjunctive	disjunktiv
disk	ze diskutéieren
diskette	Plaatz
dislike	net
disliked	gefillt
disliking	net geféierlech
dislocated	geläscht
dislocation	Vulkanatioun
dislodge	entlooss goufen
disloyal	rëselt
disloyalty	Onerlaabons
dismal	gutt Chancen
dismantle	ze zerklengeren
dismay	net kadréiert
dismayed	ustrengen
dismemberment	zerklengert
dismiss	entloossen
dismissal	Entloossung
dismissive	entlooss goufen
dismount	erausgeholl
disobedience	net gefuerdert
disobedient	ongefrot
disobey	net gefollegt
disorder	Stéierungen
disordered	ongewëss ass
disorderly	veränneren
disorganized	organiséiert
disorientation	Desorientéierung
disoriented	dezorientéiert
disown	iwwerlooss
disparage	ze verdréinen
disparaging	sech verännert
disparate	sech disparéiert
disparity	Unerkennung
dispassionate	dispassionéiert
dispatch	ze verschécken
dispatcher	Dispatcher
dispel	zerstéieren
dispensary	Dispens
dispensation	Erspuertes
dispense	verhënneren
dispenser	Spender
dispersal	Verbreedung
disperse	verwiesselen
dispersed	verspreet sinn
dispersion	Dispersioun
dispirited	enttäuscht
displace	verléieren
displaced	verdroen
displacement	Verzweiflung
displacency	Déplacitéit
display	ugewisen
displease	net gefalen
displeased	gefillt
displeasure	net gefalen
disposable	Wegwerf
disposal	entsuergen
dispose	entsuergt
disposed	entsuergt ginn
disposition	Dispositioun
dispossessed	ausgeliwwert
disprove	iwwerpréift
dispute	Dispute
disqualification	Ausqualifizéierung
disqualified	disqualifizéiert
disqualify	disqualifizéieren
disquieted	beandrockt
disregard	net respektéiert
disregarded	net respektéiert
disrelish	ze stierwen
disreputable	Verstouss
disrepute	veruerteelt
disrespect	Veruechtung
disrespectful	respektvoll
disrupt	ze stéieren
disrupting	ze stéieren
disruption	Stéierungen
disruptive	ze stéieren
dissatisfaction	Onzefriddenheet
dissatisfied	net zefridden
dissect	d 'Scheck
dissection	ofgeschnidden
disseminate	verbreet
dissemination	Verbreedung
dissension	Drohung
dissent	Dingscht
dissenting	diffuséieren
dissertation	Dissertatioun
disservice	ze zerwéieren
dissident	Dissident
dissimilar	ongestall
dissipate	verginn
dissipated	verginn
dissociation	Dissociatioun
dissociative	dissoziativ
dissolution	opgeléist ginn
dissolve	opléisen
dissonance	Dissonanz
dissuade	verwiesselt
distal	distal ass
distance	Distanz
distant	wäit
distaste	distasteiert sinn
distasteful	entwéckelt
distillate	destilléiert
distillation	destilléiert
distilled	destilléiert
distinct	z'ënnerscheed
distinction	Ënnerscheedung
distinctive	ënnerscheed hunn
distinguish	z'ënnerscheeden
distinguishable	z'ënnerscheeden
distinguished	ënnerscheet
distinguishing	z'ënnerscheeden
distort	verformen
distorted	verformt sinn
distortion	Verzerrung
distract	ze zéien
distracted	ofgelenkt ze hunn
distracting	ze distractéieren
distraction	ofgelenkt
distraught	zerstéiert
distress	Nout
distressed	beandrockt
distressing	beandrockt
distribute	verdeelen
distribution	Verdeelung
distributor	Distributeur
district	Distrikt
distrust	Mësstrauen
disturb	ze stéieren
disturbance	Stéierunge sinn
disturbed	gestéiert ginn
disturbing	stierwen
disuse	ofzelueden
disused	ausgedréckt
ditch	z'ereechen
ditto	ditto
ditty	gefleckt
diurnal	dagsiwwer gesinn
diva	Diva
divan	NO TRANSLATION
dive	daucht
diver	diver
diverge	divergéieren
divergence	Divergenz
divergent	divergenter
diverging	divergéieren
divers	Diversitéit
diverse	verschidden
diversified	diversifizéiert
diversify	ze diversifizéieren
diversion	Diversioun
diversionary	Diversioun
diversity	Diversitéit
divert	zerŽck
diverting	Ofgrenzung
divest	Verzweiflung
divested	verdriwwe ginn
divestment	Verdeelung
divide	trennen
divided	gedeelt
dividend	Dividenden
divination	Divination
divine	göttlech
divinity	Göttlechkeet
divisible	deelbar sinn
division	Divisioun
divisor	Divisor
divorce	Scheedung
divorcee	divorcee
divulge	verzeien
divvy	Divisioun
dizziness	ze bleiwen
dizzy	schwindeleg
do	maachen
doable	ze maachen
doc	soen
docile	docile
dock	Dock
docked	agehale ginn
docket	Docket
docking	Docking
doctor	Dokter
doctorate	Doktorat
doctrinal	Doctrinal
doctrine	Doktrin
document	Dokument
documentary	Dokumentarfilm
documentation	Dokumentatioun
documents	Dokumenter
dodge	doduerch
dodger	Dodger
dodging	erënneren
dodgy	dodgy
dodo	dodo
doe	war
doer	ze maachen
dog	Hond
dogface	Dogface
dogged	dogged
doggy	doo
doghouse	Hondshouse
dogma	erofklammen
dogmatic	dogmatesch sinn
dogsick	NO TRANSLATION
doings	do
doit	NO TRANSLATION
dojo	dojo
doldrums	Doldrums
dole	Dole
doll	Popp
dollar	Dollar
dollhouse	Puppelcher
dolor	NO TRANSLATION
dolphin	Delphin
domain	Beräich
dome	Kuppel
domestic	heiheem
domesticated	domestizéiert
domestication	domestizéiert
domicile	Wunnsëtz
domiciled	Dir wunnt
dominance	dominanz
dominant	dominant
dominate	dominéieren
dominating	dominéiert
domination	dominéiert
dominatrix	dominatrix
dominion	dominéiert
domino	Domino
don	Don
donate	spenden
donation	Don
donkey	Esel
donor	Donateuren
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	dontpanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	Falen
doomed	veruerteelt ginn
doomsday	doomsday
door	Dier
doorbell	Dier
doorknob	Doorn
doorman	Doorman
doormat	Doormat
doornail	Doornail
doorstep	Reesender
doorway	Paus
dopamine	Dopamin
dope	Velossport
dopey	Drénkwaasser
dork	dork
dorky	dorky
dorm	Dorm
dormant	liewenslaang
dormitory	Haus
dorsal	dorsal
dosage	Doséierung
dose	Dosis
dossier	Dossier
dot	Punkt
doting	ze doting
dotted	gesat ginn
dotty	dotty
double	Duebelstär
doubled	verduebelt
doublet	doublet
doubling	Verdueblung
doubt	Zweiwel
doubtful	Zweifel
doubting	Zweifel hunn
doubtless	onbezuelbar
doubts	Zweifel hunn
douche	Duschen
douchebags	Duschtbags
dough	Teig
doughboy	doughboy
doughnut	Mécken
dour	dour
douse	gedauert
dove	Dauf
down	erof
downcast	verréckt
downer	Downer
downfall	niddergelooss
downfield	Feld
downhearted	niddergeschloen
downhill	erof
download	Download
downpour	Fësch
downright	direkt
downriver	Downriver
downside	Nodeel
downtime	offline ass
downward	no ënnen
downy	downy
dowry	Bommen
doze	doze
dozen	Dose maachen
drab	grausam
draft	Projet
drafty	Projet
drag	zitt
dragon	Draach
