Word	be
factor	фактар
factory	завод
facts	факты
factual	фактычны
faculties	здольнасці
faculty	факультэт
fad	капрыз
fade	вянуць
faded	згублены
faeces	фекаліі
fag	підарам
faggot	педзікам
fail	трываць няўдачу
failing	правал
failure	адмова
fain	NO TRANSLATION
faint	слабы
fainting	прытомнасць
fair	кірмаш
fairly	даволі
fairness	справядлівасць
fairway	фарватэр
fairy	фея
faith	вера
faithful	верны
faithfulness	вернасць
faithless	вераломны
fake	падробка
faker	ашуканец
falafel	фалафель
falcon	сокал
fall	падзенне
fallacious	памылковы
fallacy	памылковасць
fallback	адступленне
fallible	памылковы
falling	падзенне
fallopian	фалопіевых
fallout	выпадаць
fallow	пар
false	ХЛУСНЯ
falsehood	памылковасць
falsely	ілжыва
falsification	фальсіфікацыя
falsified	фальсіфікаваны
falsify	фальсіфікаваць
falsity	памылковасць
falter	спатыкацца
fame	вядомасць
famed	славуты
familiar	знаёмы
familiarity	знаёмства
familiarize	пазнаёміць
family	сям'я
familytime	familytime
famine	голад
famished	згаладалы
famous	вядомы
famously	ліха
fan	вентылятар
fanatic	фанатык
fanatical	фанатычна
fanaticism	фанатызм
fanciful	прыхаматлівых
fancy	маскарадны
fandango	фанданго
fanfare	фанфара
fang	NO TRANSLATION
fangs	іклы
fanning	раздзіманне
fantasia	фантазія
fantasize	фантазіяваць
fantastic	фантастычны
fantasy	фантастыка
faraway	далёка
farce	фарс
farcical	смяхотны
fare	плата за праезд
farewell	развітальны
farm	ферма
farmer	фермер
farmhouse	дом
farming	сельская гаспадарка
farmland	сельгасугоддзяў
faro	фараон
fart	пердеть
farther	далей
fascia	фасцыя
fascinate	зачароўваць
fascinated	зачараваны
fascinating	чароўны
fascination	зачараванне
fascism	фашызм
fascist	фашыст
fashion	мода
fashionable	модны
fastball	Fastball
fasten	змацаваць
fastener	зашпілька
fastening	мацаванне
fasting	галаданне
fat	тлушч
fatal	фатальны
fatalism	фаталізм
fatality	фатальнасць
fate	лёс
fated	асуджаны
fateful	фатальны
fathead	дурань
father	бацька
fatherhood	бацькоўства
fatherland	бацькаўшчыну
fatherly	бацькоўскі
fathom	сажань
fatigue	стомленасць
fatigued	стомлены
fatso	таўстун
fatten	адкормліваць
fatty	тоўсты
faucet	кран
fault	прыдзірацца
faultless	беспамылковы
faulty	дэфектны
faun	Фаўн
fauna	фауна
faux	фо
favor	спрыяць
favorable	спрыяльны
favorite	любімы
favoriteholiday	NO TRANSLATION
favoritism	фаварытызм
fawn	жаўтлява-карычневы
fax	факс
faze	NO TRANSLATION
fear	страх
feared	баяліся
fearful	напалоханы
fearfully	жахліва
fearing	баючыся
fearless	бясстрашны
fears	апасенні
fearsome	грозны
feasibility	здзяйсняльнасць
feasible	выканальны
feast	свята
feat	подзвіг
feather	пяро
feathered	птушынага
feature	асаблівасць
features	Асаблівасці
febrile	ліхаманкавы
fecal	фекальная
feces	фекаліі
fecundity	пладавітасць
fed	афсетныя
federal	федэральны
federation	федэрацыя
fedup	надакучыла
fee	плата
feeble	слабы
feed	падача
feedback	зваротная сувязь
feeder	пажыўны
feel	адчуваць
feelgood	Feelgood
feeling	пачуццё
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	ногі
feign	сімуляваць
feigned	няшчыры
feisty	энергічны
felicity	трапнасць
feline	каціны
fell	ўпаў
feller	лесаруб
fellow	чалавек
fellowship	таварыства
felon	панариций
felony	фелонь
felt	лямец
female	жанчына
feminine	жаноцкі
femininity	жаноцкасць
feminism	фемінізм
feminist	феміністка
femme	NO TRANSLATION
femoral	сцегнавы
femur	сцегнавая костка
fen	NO TRANSLATION
fence	плот
fenced	ахаваны
fencing	агароджу
fend	парыраваць
fender	крыло
fennel	кроп
ferment	закісанне
fermentation	закісанне
fern	папараць
ferocious	люты
ferocity	лютасць
ferret	тхор
ferry	парай
ferryboat	NO TRANSLATION
fertile	ўрадлівы
fertility	фертыльнасць
fertilize	ўгнойваць
fertilizer	ўгнаенне
fervent	палкі
fervor	гарачнасць
fess	Фесс
fest	фэст
festival	фестываль
festive	святочны
fetal	эмбрыянальных
fetch	атрымліваць
fete	NO TRANSLATION
fetish	фетыш
fetus	плод
feud	міжусобіцы
feudal	феадальны
feudalism	феадалізм
fever	ліхаманка
feverish	ліхаманкавы
fiancee	NO TRANSLATION
fiasco	аблом
fiat	указ
fib	выдумка
fiber	валакно
fiberglass	шкловалакно
fibrosis	фіброз
fibrous	кудзелісты
fickle	непастаянны
fiction	фантастыка
fictional	выдуманы
fictitious	фіктыўны
fiddle	гуляць на скрыпцы
fiddler	ашуканец
fidelity	вернасць
fidgety	вяртлявы
fiduciary	давераная асоба
field	поле
field hockey	хакей на траве
fielder	які прымае гулец
fiend	выкінуў
fiendish	д'ябальскі
fierce	люты
fiery	палымяны
fiesta	фіеста
fiesty	NO TRANSLATION
fifteen	пятнаццаць
fifty	пяцьдзесят
fig	інжыр
fight	бой
fighter	баец
fighting	барацьба
fights	баі
figment	фікцыя
figurative	выяўленчы
figure	фігура
figurine	статуэтка
filament	нітка
filamentous	ніткападобныя
file	файл
filet	філе
filibuster	пірат
filigree	філігрань
filing	падача
filings	габлюшка
fill	запоўніць
filler	напаўняльнік
fillet	філе
filling	запаўненне
filly	кабыліца
film	фільм
filmmaker	кінарэжысёр
filmy	NO TRANSLATION
filter	фільтр
filth	гадасць
filthy	агідны
filtration	фільтраванне
fin	NO TRANSLATION
final	канчатковы
finale	фінал
finalist	фіналіст
finality	канчаткова
finalize	завяршаць
finalized	дапрацаваны
finally	у рэшце рэшт
finance	фінансы
financial	фінансавы
financier	фінансіст
finch	Берасцянка
find	знайсці
finder	шукальнік
finding	выяўленне
fine	выдатна
finery	ўпрыгожвання
finesse	тонкасць
finger	палец
fingernail	пазногаць
fingerprint	адбітак пальца
fingerscrossed	NO TRANSLATION
finish	аздабленне
finished	скончаны
finite	канчатковы
fink	даносчык
