Word	kk
fluent	еркін сөйлейді
fluff	жұмсақ
fluffy	пушистый
fluid	сұйықтық
fluidity	сұйықтық
fluke	шырышты
flunk	құйылған
flunky	жалын
fluorescence	флюоресценция
fluorescent	флуоресцентті
flurries	шуылдар
flurry	жалын
flush	жуу
flustered	қызған
flute	флейта
fluted	жалтылған
flutter	шыңырау
fluvial	флювиальды
flux	ағыны
fly	ұшу
flyboy	ұшқыш
flyer	флайер
flying	ұшу
flywheel	ұшақ
foal	қылқалам
foam	көбік
foaming	көбіктенеді
foamy	көбік
fob	фоб
focal	үйлестіруші
focus	фокус
fodder	жемшөп
foe	қарсылас
fog	тұман
foggy	тұман
foil	фольга
foiled	бұзылған
fold	қабаты
folded	бүктелген
folder	қалта
foliage	жапырақтар
folio	фолий
folk	халық
folklore	фольклор
follicle	фолликул
follicular	фолликулярлық
follow	ұстаныңыз
follower	ізбасарлары
folly	ақылсыздық
fond	қор
fondle	қорек
fondling	ұнтақтау
fondness	сүйіспеншілік
fondue	қорығы
font	қаріп
food	тағам
foodie	тамақ талғағыш
fool	ақымақ
fooled	ақымақ
foolhardy	ақылға сыймайды
fooling	алдау
foolish	ақылсыз
foolishness	ақымақтық
foolproof	ақылсыз
foot	аяқ
foot stool	аяқ табаны
footage	сурет
football	футбол
footbridge	жаяу жүргінші
foothold	тірек
footing	аяғы
footlocker	footlocker
footloose	аяғы
footpath	жаяу жүргіншілер жолы
footprint	із қалдыру
footwear	аяқ киім
footwork	аяқ киім
fop	fop
forage	жемшөп
foray	әңгіме
forbearance	сабырлық
forbid	тыйым салынады
forbidding	тыйым салу
force	күш
forced	мәжбүрлеп
forceful	күшті
forceps	форсиптер
forces	күштер
forcibly	мәжбүрлеп
ford	форд
fore	алдымен
forearm	білек
foreboding	алдын ала болжау
forecast	болжау
forecaster	синоптиер
foreclose	ұстау
foreclosure	өндіріп алу
forefathers	ата-бабаларымыз
forefinger	саусағыңызбен
forefront	алдыңғы орында
forego	бас тарту
foregoing	Жоғарыда айтылғандар
foregone	алға
foreground	алдыңғы жоспар
forehead	маңдай
foreign	шетелдік
foreigner	шетелдіктер
foreman	шебері
foremost	ең алдымен
forensic	сот сараптамасы
forensics	сот сараптамасы
foreplay	алдын-ала ойнау
forerunner	алдын ала жазылған
foresee	алдын ала қарау
foreseen	болжанған
foresight	форсайт
forest	орман
forestall	алдын ала ескерту
forethought	алдын ала ескерту
foreveralone	әрқашан жалғыз
forevermore	біржола
forewarned	алдын ала ескертілді
foreword	Алғы сөз
forfeit	тұрақсыздық
forfeited	жоғалтты
forfeiture	тәркілеу
forge	құрастыру
forger	шабуылшы
forgery	жалғандық
forget	ұмытпаңыз
forgetful	ұмытшақ
forgetfulness	ұмытшақтық
forgive	кешіріңіз
forgiven	кешірді
forgiveness	кешірім
forgiving	кешірімді
forgotten	ұмытып кеткен
fork	шанышқы
forked	форсированный
forking	аралау
forklift	тиегіш
forlorn	жарамсыз
form	нысаны
formal	формальды
formaldehyde	формальдегид
formalism	формализм
formality	формальдылық
format	пішім
formation	қалыптастыру
formative	қалыптастырушы
formed	қалыптасты
formidable	төзімді
forming	қалыптастыру
formless	формасыз
formula	формула
formulary	формулярлық
formulate	тұжырымдау
fornicate	зұлымдық
fornication	азғындық
forsake	қалдырыңыз
forsaken	қалдырылды
forsooth	үшін
fort	Форт
forte	NO TRANSLATION
forthcoming	алдағы уақытта
forthright	ашық
forthwith	дереу
fortification	фортификациялау
fortify	нығайту
fortitude	тұрақтылық
fortnight	екі апта
fortnightly	екі апта бойы
fortress	бекініс
fortuitous	бақытсыз
fortunate	бақытты
fortune	бақыт
fortunes	сәттілік
forty	қырық
forum	форум
forward	алға
forwarding	экспедициялау
fossil	қазба
fossils	қазба
foul	фол
found	табылды
foundation	негізі
founder	негізін қалаушы
founding	құрылтайшы
foundry	құю өндірісі
fountain	субұрқақ
four	төртеуі
fourfold	төрт есе
foursome	төртеуі
fourteen	он төрт
fourth	төртінші
fowl	құс
fox	түлкі
foxhole	фокшол
foxtrot	foxtrot
foxy	фокси
foyer	фойе
fraction	фракциясы
fractional	бөлшек
fracture	сыну
fragile	нәзік
fragility	сынғыштық
fragment	фрагмент
fragmentary	фрагментті
fragrance	хош иіс
fragrant	хош иісті
frail	әлсіз
frailty	әлсіздік
frame	кадрға
framework	құрылымы
franc	франк
franchise	франчайзинг
frank	ашық
frankenstorm	NO TRANSLATION
frankness	ашықтық
frantic	шулы
frantically	шатастырып
frat	frat
fraternal	бауырластық
fraternity	бауырластық
fraud	алаяқтық
fraudulent	алаяқтық
fraught	ұрпақ
fray	сарқылу
frayed	тозған
frazzled	frazzled
freak	қасірет
freaked	қасіретін
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	қасіретін
freakout	қате
freaky	қатал
freckle	фракль
free	Тегін
freebie	тегін
freedom	Бостандық
freehold	ақысыз
freelance	штаттан тыс
freelancer	фрилансер
freely	еркін
freeman	freeman
freestyle	фристайл
freeway	Автострада
freeze	мұздату
freezer	мұздатқыштар
freezing	мұздату
freight	жүк
freighter	жүкші
french horn	француз мүйізі
frenetic	ақылсыз
frenzied	қуғынға ұшырады
frenzy	қиянат
frequency	жиілік
frequent	жиі
frequently	жиі
fresco	фреска
fresh	жаңа піскен
freshair	NO TRANSLATION
freshen	жаңару
freshener	сергіткіш
freshman	бірінші курс студенті
freshness	балғындық
freshstart	жаңадан бастау
freshwater	тұщы су
fret	жіңішке
fretful	қатал
friar	фриар
fricking	бұралу
friction	үйкеліс
friday	жұма
fridge	тоңазытқыш
fried	қуырылған
friend	дос
friendless	достарсыз
friendliness	достық
friendly	достық
friends	достар
friendship	достық
frigate	фрегат
friggen	NO TRANSLATION
fright	қорқыныш
frighten	қорқу
frightened	қорқады
frightening	қорқыныш
frightful	қорқынышты
frigid	суық
fringe	шеттер
fringed	жалған
frisbee	фризби
frisk	NO TRANSLATION
frisky	шырынды
frivolous	непривилен
frock	соққы
frog	лягушка
froggy	froggy
frolic	ермек
front	алдыңғы
frontage	фронт
frontal	фронтальды
frontier	шекара
fronting	фронтинг
frontispiece	алдыңғы бөлік
frost	аяз
frostbite	аязды
frosted	мұздатылған
frosting	мұздату
frosty	аязды
froth	көбік
frothy	тозған
frown	қасық
frowning	қасіретін
frozen	мұздатылған
frugal	ұқыпты
fruit	жеміс
fruit punch	жеміс бұрышы
fruitcake	жеміс-көкөніс
fruitful	жемісті
fruition	жеміс
fruitless	жеміссіз
fruits	жемістер
fruity	жеміс
frustrate	ақылсыз
frustrated	бұзылған
frustrates	бұзылады
frustrating	қайғылы
frustration	бұзылулар
fry	қуыру
fryer	қуырғышты
fuchsia	фуксия
fuck	Қарғы сатқыр
fuckedoff	ұрып-соғу
fucker	Оңбаған
fucking	жалаңаштау
fuckoff	ұрып-соғу
fucksake	тамақ дайындауға арналған
fucktard	порты
fuckyeah	қарғыс
fudge	сусын
fuel	отын
fugitive	қашқын
fulcrum	шұңқыр
fulfill	орындаңыз
fulfilled	орындады
fulfilling	орындау
fulfillment	орындау
full	толық
fullback	қорғаушы
fullness	толықтығы
fully	толық
fulsome	күшті
fumble	құлдырау
fume	түтін
fumigation	фумигация
fumin	NO TRANSLATION
fuming	тұман
fun	көңілді
function	функциясы
functional	функционалды
fund	қор
fundamental	іргелі
fundamentalist	фундаменталист
fundamentally	негізінен
funday	жоқ
funding	қаржыландыру
fundraiser	ақша жинаушы
fundraising	фандрайзинг
funds	қорлар
funeral	жерлеу рәсімі
fungus	саңырауқұлақтар
funk	фанк
funky	көңілді
funnel	шұңқыр
funny	көңілді
fur	тері
furious	ашуланған
furiously	қызықтырды
furlong	furlong
furlough	furlough
furnace	пештер
furnish	жабдықтау
furnishings	жиһаздар
furniture	жиһаз
furor	фурор
furrow	боран
furry	фурри
furtherance	әрі қарай жалғастыру
fury	қасірет
fuse	сақтандырғыш
fuselage	фюзеляж
fusion	біріктіру
fuss	шатқал
fussy	жалынды
fustrated	NO TRANSLATION
futile	пайдасыз
futility	пайдасыздық
futon	футон
future	келешек
fuzz	fuzz
fuzzy	анық емес
gab	NO TRANSLATION
gaby	қоян
gad	гад
gadget	гаджет
gaff	gaff
gag	гаг
gaga	гага
gage	градус
gaggle	шірік
gahhh	NO TRANSLATION
