Word	ml
expressive	എക്സ്ക്ലൂസീവ്
expressway	എക്സ്പ്രസ്വേ
expropriation	പിടിച്ചെടുക്കൽ
expulsion	പുറത്താക്കൽ
exquisite	സുന്ദരനാണ്
exquisitely	മനോഹരമായി
extant	നിലനിൽക്കുന്നു
extend	വിപുലീകരിക്കുക
extendable	നീട്ടിയത്
extended	വിപുലീകരിച്ചു
extension	വിപുലീകരണം
extensive	വിപുലമായ
extent	പരിധിവരെ
exterior	പുറം
exterminate	ഉന്മൂലനം ചെയ്യുക
extermination	ഉന്മൂലനം
exterminator	അവസാനിപ്പിക്കുക
external	ബാഹ്യ
externally	ബാഹ്യമായി
extinct	വംശനാശം സംഭവിച്ചു
extinction	വംശനാശം
extinguish	കെടുത്തുക
extinguisher	മോഷ്ടിക്കുക
extol	എക്സ്ട്രാ
extort	പിടികൂടുക
extortion	പിടിച്ചുപറി
extra	അധികമായി
extract	എക്സ്ട്രാക്റ്റ് ചെയ്യുക
extracting	പുറംതള്ളുന്നു
extraction	എക്സ്ട്രാക്ഷൻ
extractor	എക്സ്ട്രാക്ടർ
extracurricular	പാഠ്യേതരമായ
extradition	എക്സ്ട്രാഡിഷൻ
extrajudicial	അസാധാരണമായ
extramural	പുറംചട്ട
extraneous	ബാഹ്യമായ
extraordinaire	അസാധാരണമായ
extraordinary	അസാധാരണമായ
extraterrestrial	അന്യഗ്രഹ
extravagance	അതിരുകടന്ന
extravagant	അതിരുകടന്ന
extravaganza	അതിരുകടന്ന
extreme	അങ്ങേയറ്റം
extreme anticipation	അങ്ങേയറ്റത്തെ മുൻകരുതൽ
extreme disgust	അങ്ങേയറ്റം വെറുപ്പ്
extreme surprise	അതിശയമാണ്
extreme trust	തീവ്രമായ വിശ്വാസം
extremely	വളരെ
extremely negative	വളരെ നെഗറ്റീവ്
extremely positive	വളരെ നല്ലത്
extremity	അറ്റകുറ്റം
extricate	പുറത്താക്കൽ
extrinsic	ബാഹ്യമായ
extrusion	എക്സ്ട്രൂഷൻ
exuberance	ഉദാരവൽക്കരണം
exude	exude
eye	കണ്ണ്
eyeball	കണ്ണ്ബോൾ
eyebrow	പുഞ്ചിരി
eyeful	കണ്ണ്
eyeglass	കണ്ണട
eyeglasses	കണ്ണടകൾ
eyelash	കണ്പോള
eyelet	നഖം
eyeliner	eyeliner
eyepiece	കണ്ണാടി
eyes	കണ്ണുകൾ
eyesight	കാഴ്ചശക്തി
eyewitness	ദൃക്സാക്ഷി
fab	കൊള്ളാം
fable	കഥ
fabled	പ്രശസ്തിയുണ്ട്
fabric	തുണി
fabricate	കെട്ടിച്ചമച്ചതാണ്
fabricated	കെട്ടിച്ചമച്ചു
fabrication	കൃത്രിമ സൃഷ്ടി
fabulous	അസാധാരണമായ
facade	മുഖംമൂടി
face	മുഖം
faceless	അനുകൂലമല്ലാത്ത
facet	വശ
facial	മുഖം
facile	NO TRANSLATION
facilitate	എളുപ്പമാക്കുക
facility	സൗകര്യം
facing	അഭിമുഖീകരിക്കുന്നു
facsimile	പകർത്തലിനുള്ളത്
fact	വസ്തുത
faction	വിഭാഗം
factor	ഘടകം
factory	ഫാക്ടറി
facts	വസ്തുതകൾ
factual	സത്യം
faculties	ഫാക്കൽറ്റികൾ
faculty	ഫാക്കൽറ്റി
fad	മടി
fade	മങ്ങുന്നത്
faded	മങ്ങിയത്
faeces	ഫ്യൂസുകൾ
fag	മടി
faggot	fagot
fail	പരാജയപ്പെടുന്നു
failing	പരാജയപ്പെടുകയാണ്
failure	പരാജയം
fain	NO TRANSLATION
faint	ക്ഷീണിച്ചിരിക്കുന്നു
fainting	മടുപ്പ്
fair	നല്ലത്
fairly	നന്നായി
fairness	നല്ലത്
fairway	ഫെയർവേ
fairy	ഫെയറി
faith	വിശ്വാസം
faithful	വിശ്വസ്ത
faithfulness	വിശ്വസ്തത
faithless	വിശ്വാസമില്ലാത്ത
fake	വ്യാജ
faker	ഫേക്കർ
falafel	ഫലാഫൽ
falcon	ഗന്ധകം
fall	വീഴും
fallacious	വഞ്ചനാപരമായ
fallacy	വഞ്ചന
fallback	പിന്നോക്കം പോകുക
fallible	വീണുപോകുന്നു
falling	വീഴുന്നു
fallopian	വീക്കം
fallout	തെറ്റിപ്പിരിയുക
fallow	തരിശുനിലം
false	തെറ്റായ
falsehood	കള്ളം
falsely	കള്ളം പറയുക
falsification	വഞ്ചനാപരമായ
falsified	വഞ്ചിച്ചു
falsify	വഞ്ചിക്കുക
falsity	വഞ്ചന
falter	പുഞ്ചിരി
fame	പ്രശസ്തി
famed	പ്രശസ്തമാണ്
familiar	പരിചിതമായ
familiarity	പരിചയം
familiarize	പരിചയപ്പെടുത്തുക
family	കുടുംബം
familytime	കുടുംബത്തിന്റെ
famine	ക്ഷാമം
famished	ക്ഷീണിച്ചു
famous	പ്രശസ്ത
famously	പ്രശസ്തമാണ്
fan	ഫാൻ
fanatic	മോഹഭംഗം
fanatical	തീക്ഷ്ണമായ
fanaticism	മതഭ്രാന്ത്
fanciful	വിചിത്രമായ
fancy	ഫാൻസി
fandango	ഫെണ്ടോഗോ
fanfare	ആരാധകനാണ്
fang	NO TRANSLATION
fangs	വേദന
fanning	ഫാനിംഗ്
fantasia	ഫാമിലിയ
fantasize	fantasize ചെയ്യുക
fantastic	അതിശയകരമായത്
fantasy	ഫാന്റസി
faraway	ദൂരെ
farce	ഫർസ്
farcical	ഫാർട്ടിക്കൽ
fare	കൂലി
farewell	വിടവാങ്ങൽ
farm	ഫാം
farmer	കർഷകൻ
farmhouse	ഫാം ഹൌസ്
farming	കൃഷി
farmland	കൃഷിഭൂമി
faro	ഫറോ
fart	വളി
farther	ദൂരെ
fascia	ക്ഷീണം
fascinate	ആകർഷിക്കുക
fascinated	ആകർഷിച്ചു
fascinating	ആകർഷണീയമായ
fascination	ആകർഷണം
fascism	ഫാസിസം
fascist	ഫാസിസ്റ്റ്
fashion	ഫാഷൻ
fashionable	കഥാകാരി
fastball	ഫാസ്റ്റ്ബോൾ
fasten	ഉറപ്പിക്കുക
fastener	ഫാക്ടർ
fastening	തൂക്കിയിടുക
fasting	നോമ്പ്
fat	കൊഴുപ്പ്
fatal	മാരകമായ
fatalism	ഫതിലിസം
fatality	മരണം
fate	വിധി
fated	വഞ്ചന
fateful	ദുരന്തം
fathead	കാമുകൻ
father	പിതാവ്
fatherhood	പിതൃത്വം
fatherland	അച്ഛൻ
fatherly	പിതാവ്
fathom	അതിരുകടന്ന
fatigue	ക്ഷീണം
fatigued	ക്ഷീണിച്ചിരിക്കുന്നു
fatso	കൊഴുപ്പ്
fatten	തട്ടുക
fatty	കൊഴുപ്പ്
faucet	കുഴൽ
fault	തെറ്റ്
faultless	നിഷ്കളങ്കമായ
faulty	തെറ്റ്
faun	faun
fauna	ജന്തുജാലം
faux	faux
favor	അനുകൂലിക്കുക
favorable	അനുകൂലമായ
favorite	പ്രിയപ്പെട്ട
favoriteholiday	NO TRANSLATION
favoritism	ആരാധനാക്രമം
fawn	നാശം
fax	ഫാക്സ്
faze	NO TRANSLATION
fear	പേടി
feared	ഭയമായിരുന്നു
fearful	ഭയങ്കര
fearfully	ഭയങ്കരമായി
fearing	ഭയപ്പെടുന്നു
fearless	ഭയമില്ലാത്ത
fears	ഭയങ്ങൾ
fearsome	ഭയങ്കര
feasibility	സാധ്യത
feasible	സാദ്ധ്യമായ
feast	ഉത്സവം
feat	യന്ത്രം
feather	തൂവൽ
feathered	ഉജ്ജ്വലമായത്
feature	സവിശേഷത
features	സവിശേഷതകൾ
febrile	ചർമ്മം
fecal	ഫെൽക്കൽ
feces	മലം
fecundity	ഗർഭപാത്രം
fed	ആഹാരം
federal	ഫെഡറൽ
federation	ഫെഡറേഷൻ
fedup	NO TRANSLATION
fee	ഫീസ്
feeble	ദുർബലമായി
feed	തീറ്റ
feedback	ഫീഡ്ബാക്ക്
feeder	തീറ്റ
feel	തോന്നുക
feelgood	വികാരം
feeling	തോന്നൽ
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	അടി
feign	വൃത്തികെട്ട
feigned	വഞ്ചന
feisty	രസകരമാണ്
felicity	സന്തോഷം
feline	feline
fell	വീണു
feller	വഞ്ചകൻ
fellow	സഹ
fellowship	കൂട്ടായ്മ
felon	കുറ്റക്കാരൻ
felony	felony
felt	തോന്നി
female	സ്ത്രീ
feminine	സ്ത്രീലിംഗം
femininity	സ്ത്രീത്വം
feminism	ഫെമിനിസം
feminist	ഫെമിനിസ്റ്റ്
femme	NO TRANSLATION
femoral	നട്ടെല്ല്
femur	തുമ്പിക്കൈ
fen	NO TRANSLATION
fence	വേലി
fenced	ഉറപ്പിച്ചു
fencing	ഫെൻസിംഗ്
fend	കെട്ടഴിച്ചുവിടുക
fender	പേന
fennel	പെരുംജീരകം
ferment	പുളിപ്പിക്കൽ
fermentation	അഴുകൽ
fern	പരുപ്പ്
ferocious	ഭീകരമായ
ferocity	രോഷം
ferret	വേദന
ferry	കടത്തുവട്ടം
ferryboat	NO TRANSLATION
fertile	ഫലഭൂയിഷ്ഠമായ
fertility	ഫെർട്ടിലിറ്റി
fertilize	വളം
fertilizer	വളം
fervent	ഉഗ്രമായ
fervor	ധീര
fess	ഫെസ്
fest	ഉത്സവം
festival	ഉത്സവം
festive	ഉത്സവം
fetal	ഗര്ഭപിണ്ഡം
fetch	കൊണ്ടുവരിക
fete	NO TRANSLATION
fetish	പെട്ടെന്നുള്ള
fetus	ഗര്ഭപിണ്ഡം
feud	മമത
feudal	ഫ്യൂഡൽ
feudalism	ഫ്യൂഡലിസം
fever	പനി
feverish	പരുക്കന്
fiancee	NO TRANSLATION
fiasco	പരാജയം
fiat	ഫിയറ്റ്
fib	നാരങ്ങ
fiber	നാര്
fiberglass	ഫൈബർഗ്ലാസ്
fibrosis	ഫൈബ്രോസിസ്
fibrous	നാരുകൾ
fickle	ഞെക്കുക
fiction	ഫിക്ഷൻ
fictional	ഭാവന
fictitious	ഭാവനയുടെ
fiddle	ഫിഡഡ്
fiddler	ഫിഡ്ലർ
fidelity	ദൃഢത
fidgety	വഞ്ചന
fiduciary	നിശബ്ദത
field	ഫീൽഡ്
field hockey	ഫീൽഡ് ഹോക്കി
fielder	ഫീൽഡർ
fiend	കൂലി
fiendish	കാമുകൻ
fierce	ഭീകരമായ
fiery	അഗ്നിപർവ്വതം
fiesta	ഫിസ്റ്റ്
fiesty	NO TRANSLATION
fifteen	പതിനഞ്ച്
fifty	അമ്പതു
fig	അത്തിപ്പഴം
fight	പൊരുതുക
fighter	പോരാടാം
fighting	യുദ്ധം
fights	വഴക്കുകൾ
figment	figment
figurative	ആലങ്കാരികമായ
figure	ചിത്രം
figurine	പൂരിപ്പിക്കൽ
filament	ഫിൽറ്റർ
filamentous	ഫിലിമസ്
file	ഫയൽ
filet	filet
filibuster	ഫിലിബസ്റ്റർ
filigree	ഫിലിഗറി
filing	ഫയറിംഗ്
filings	ഫയറിംഗ്
fill	പൂരിപ്പിക്കൂ
filler	ഫില്ലർ
fillet	ഫിൽറ്റ്
filling	പൂരിപ്പിക്കൽ
filly	മയക്കമരുന്ന്
film	സിനിമ
filmmaker	സിനിമാ നിർമ്മാതാവ്
filmy	NO TRANSLATION
filter	ഫിൽറ്റർ ചെയ്യുക
filth	അഴുക്കു
filthy	മലിനമായത്
filtration	ഫിൽട്രേഷൻ
fin	NO TRANSLATION
final	അന്തിമ
finale	അവസാനം
finalist	ഫൈനലിസ്റ്റ്
finality	അന്തിമ
finalize	ഉറപ്പിക്കുക
finalized	അന്തിമമായി
finally	അവസാനം
finance	ധനകാര്യം
financial	സാമ്പത്തിക
financier	ഫിനാൻസിയർ
finch	ഫിഞ്ച്
find	കണ്ടെത്താം
finder	കണ്ടെത്തൽ
finding	കണ്ടെത്തുന്നു
fine	കൊള്ളാം
finery	finery
finesse	കരുതൽ
finger	വിരല്
fingernail	വിരലടയാളം
fingerprint	വിരലടയാളം
fingerscrossed	NO TRANSLATION
finish	പൂർത്തിയാക്കുക
finished	പൂർത്തിയായി
finite	പരിധി
fink	വെട്ടിക്കള
fir	ഫിർ
fire	തീ
firearm	തോക്ക്
firearms	തോക്കുകൾ
fireball	ഫയർബോൾ
firecracker	ഫയർക്രാക്കർ
firefight	തീയറ്റർ
firefighter	തീയറ്റർ
firefly	തീച്ചൂള
firehouse	ഫയർ ഹൌസ്
firelight	തീയേറ്റർ
fireman	ഫയർമാൻ
fireplace	അടുപ്പ്
firepower	വെടിക്കെട്ട്
fireproof	വൃത്തിയാക്കൽ
fireside	തീപിടിക്കുക
firestorm	തീപ്പൊള്ളൽ
firewall	ഫയർവാൾ
firewood	വിറക്
firework	പടക്കം
fireworks	വെടിക്കെട്ട്
