Word	mi
dandy	Tuhinga o mua
danger	haumaru
dangerous	kino
dangerously	kino
dangit	NO TRANSLATION
dangle	kanikani
dank	NO TRANSLATION
dapper	kapi
dare	toha
daredevil	Tuhinga
daresay	daresay
daring	tautohe
dark	pouri
darken	pouri
darkened	pouri
darkly	pouri
darkness	pouri
darkroom	pouri
darkside	te pouri
darling	aroha
darn	darn
dart	Tuhinga o mua
dash	pakaru
dashboard	panuku
dashed	pakaru
dashing	pakaru
dastardly	maata
data	raraunga
database	pātengi raraunga
date	rā
datenight	NO TRANSLATION
daughter	tamahine
dawdle	tawhata
dawn	ata
dawned	ka puta
day	ra
daybreak	te ata
daycare	tiaki ratonga
daydream	rangi
daydreaming	whakawhitiwhiti
daylight	marama
daymade	NO TRANSLATION
dayoff	NO TRANSLATION
daytime	te ra
daze	whakawai
dazed	ka maata
dazzle	pupuhi
dazzling	maama
deacon	diakono
deactivate	taunoa
dead	mate
deadbeat	mate
deadline	te wa mutunga
deadlines	waahi
deadlock	poraka
deadly	mate
deaf	turi
deafening	whakatipu
deafness	turi
deal	mahi
dealer	kaihoko
dealership	kaihoko
dealing	mahi
dealings	mahi
dean	Tuhinga o mua
dear	aroha
dearest	te aroha
dearth	mate
death	mate
deathbed	mate
deathly	mate
debacle	whakaheke
debased	Tuhinga o mua
debatable	Tuhinga
debate	tautohe
debauchery	Tuhinga o mua
debenture	nama
debilitating	whakaheke
debit	Tuhinga
debrief	Tuhinga
debriefing	Tuhinga
debris	nga otaota
debt	nama
debtor	nama
debut	tuatahi
debutante	debutante
decade	tekau tau
decadence	Tuhinga o mua
decadent	Tuhinga
decaf	decaf
decanter	whakaheke
decathlon	Tuhinga o mua
decay	pirau
decayed	kua pirau
decaying	pakaru
deceased	mate
decedent	Tuhinga
deceit	tinihanga
deceitful	tinihanga
deceive	tinihanga
deceived	tinihangatia
deceiving	tinihanga
december	Tuhinga o mua
decency	maama
decent	tika
deception	tinihanga
deceptive	tinihanga
decide	whakatau
decidedly	maatau
deciduous	Tuhinga o mua
decimal	Tuhinga
decimeter	taapiri
decipher	whakaheke
decision	whakatau
decisive	Tuhinga
deck	Tuhinga
declaration	Tuhinga
declaratory	Tuhinga
declare	whakapuaki
declination	Tuhinga
decline	heke
declining	whakaheke
deco	whakapaipai
decode	whakaheke
decoder	kaiwhakarato
decompose	whakaheke
decomposed	Tuhinga
decomposition	Tuhinga
decompress	takahi
decompression	Tuhinga o mua
decontamination	whakaheke
decor	whakapaipai
decorate	whakapaipai
decorating	whakapaipai
decoration	whakapaipai
decorative	whakapaipai
decorator	kaiwhakapai
decorum	Tuhinga
decoy	whakapaipai
decrease	heke
decreased	kua heke iho
decreasing	heke iho
decree	ture
decrement	Tuhinga
decrepit	Tuhinga o mua
decry	Tuhinga o mua
decryption	Tuhinga
dedicate	whakatapua
dedication	whakataunga
deduce	tangohia
deduct	tango
deductible	ka taea te tango
deduction	toronga
deed	Tuhinga
deejay	deejay
deem	whakaarohia
deep	hohonu
deepen	hohonu ake
deer	whee
defamation	whakapae
defamatory	whakapae
default	taunoa
defeat	hinga
defeated	hinga
defeatist	rangatira
defect	mate
defection	Tuhinga
defective	mate
defector	mate
defend	tiaki
defendant	te kaipupuri
defended	tiaki
defender	kaitiaki
defending	tiaki
defense	tiaki
defenseless	korekore
defensible	ka taea
defensive	tiaki
defer	toha
deference	Tuhinga o mua
deferral	Tuhinga o mua
deferring	whakaroa
defiance	whakahē
defiant	Tuhinga o mua
defibrillator	defibrillator
deficiency	kore
deficient	korepa
deficit	kore
define	tautuhi
defined	kua tautuhia
definite	Tuhinga
definition	whakatau
definitive	tautuhi
deflate	whakapae
deflation	Tuhinga
deflect	whakapehapeha
deflection	whakaheke
defloration	whakapae
deform	whakaheke
deformed	ka pakaru
deformity	te paruparu
defraud	tinihanga
defray	whakapoke
defrost	whakaheke
deft	Tuhinga
defunct	tautuhi
defuse	whakahē
defy	whakahē
degeneracy	degeneracy
degenerate	whakaheke
degeneration	te degeneration
degradation	Tuhinga o mua
degrade	whakaheke
degraded	whakaheke
degrading	whakaheke
degree	tohu
dehydrated	Tuhinga o mua
dehydration	Tuhinga o mua
dejected	pouri
delay	roa
delayed	kua roa
delectable	Tuhinga
delegate	kaituku
delegation	Tuhinga
delete	muku
deleterious	Tuhinga
deletion	mukua
deli	Tuhinga
deliberate	whakaaro
deliberation	te whiriwhiri
deliberative	te whiriwhiri
delicacy	Tuhinga o mua
delicate	maheni
delicatessen	Tuhinga o mua
delicious	reka
delight	koa
delighted	koa
delightful	pai
delineate	whakaata
delineation	Tuhinga
delinquency	Tuhinga o mua
delinquent	whakaheke
delirious	Tuhinga o mua
delirium	Tuhinga
deliver	tuku
deliverance	te whakaora
delivery	tuku
dell	pana
delta	Tuhinga o mua
delude	tinihanga
deluge	pounamu
delusion	tinihanga
delusional	tinihanga
deluxe	Tuhinga o mua
delve	Tuhinga o mua
demand	tono
demanding	me te tono
demeaned	whakaiti
demeaning	whakaiti
demeanor	Tuhinga
demented	Tuhinga o mua
dementia	Tuhinga o mua
demise	Tuhinga o mua
demo	whakaaturanga
democracy	te manapori
democrat	democrat
democratic	te manapori
demographic	taupori
demolish	whakataka
demolished	kua hinga
demolition	ruinga
demon	rewera
demonic	rewera
demonstrable	he tohu
demonstrate	whakaatu
demonstrated	whakaatuhia
demonstrating	whakaatu
demonstration	whakaaturanga
demonstrative	whakaaturanga
demonstrator	kaiwhakaatu
demoralized	whakaheke
demos	Tuhinga
demure	Tuhinga o mua
den	NO TRANSLATION
deniability	whakahē
denial	whakahē
denied	whakakahore
denim	Tuhinga o mua
denomination	ingoa
denominational	whakahirahira
denominator	tauwehe
denote	tohu
denounce	whakapae
dense	Tuhinga o mua
density	nui
dent	toha
dental	niho
dentist	dentist
dentistry	potae
dentists	niho
denunciation	Tuhinga o mua
deny	whakakahore
denying	whakahē
deodorant	deodorant
depart	haere
departed	ka haere
department	tari
departmental	tari
departure	Tuhinga
depend	whakawhirinaki
dependable	te ti'aturi
dependant	te ti'aturi
dependence	tautoko
dependency	te whakawhirinaki
dependent	te ti'aturi
depict	whakaatu
depicting	whakaatu
depletion	Tuhinga
deplorable	kino
deplore	pororaru
deploy	whakato
deployment	tukuna
deport	Tuhinga o mua
deportation	Tuhinga
depose	whakataka
deposit	utu
depositary	Tuhinga
deposition	te whakatakotoranga
depository	tahua
depot	mokamoka
depraved	kua pahuatia
depravity	kino
depreciate	whakaheke
depreciated	kua whakahekehia
depreciation	te whakahekenga
depress	pouri
depressed	pouri
depressing	pouri
depression	pouri
depressive	pouri
depresson	NO TRANSLATION
deprivation	Tuhinga o mua
deprive	tangohia
deprived	tangohia
depth	hohonu
deputy	takawaenga
derail	Tuhinga o mua
deranged	wehea
derelict	Tuhinga o mua
derision	whakahi
derivation	Tuhinga
derivative	Tuhinga
derive	Tuhinga ka whai mai
dermal	Tuhinga o mua
dermatologist	kaiwhakahauhau
dermatology	dermatology
derogation	Tuhinga
derogatory	Tuhinga o mua
descend	heke iho
descendant	uri
descendent	NO TRANSLATION
descending	heke iho
descent	heke
describe	whakaahua
description	whakaahua
descriptive	whakaahua
desecrate	whakaheke
desecration	haukore
desert	koraha
deserted	kua mahue
deserter	rere
desertion	Tuhinga o mua
deserve	tika
deserved	tika
deserving	tika
design	hoahoa
designate	tohua
designated	kua tohua
designation	te ingoa
designed	hoahoa
designer	kaihoahoa
designing	hoahoa
desirability	hiahia
desirable	e hiahiatia ana
desire	hiahia
desiring	hiahia
desirous	hiahia
desist	Tuhinga o mua
desk	tepu
desolate	ururua
desolation	whakangaro
despair	pouri
despairing	Tuhinga o mua
despatch	Tuhinga
desperado	desperado
desperate	Tuhinga o mua
desperation	Tuhinga o mua
despicable	kino
despise	whakahawea
despondent	pouri
despotic	Tuhinga o mua
despotism	Tuhinga o mua
dessert	kai reka
destination	ūnga
destined	kua whakaritea
destiny	Tuhinga
destitute	rawakore
destroy	whakangaro
destroyed	ngaro
destroyer	kaihoko
destroying	whakangaro
destruct	whakangaro
destruction	whakangaro
destructive	whakangaro
detach	wehe
detached	ka wehe
detachment	Tuhinga o mua
detail	taipitopito
detailed	taipitopito
details	taipitopito
detain	pupuri
detainee	kaitiaki
detect	kitea
detectable	ka kitea
detection	kitea
detective	kaitiaki
detector	kaipupuri
detention	te here
deter	tohua
detergent	mate
deteriorate	ka mate
deteriorated	ka mate
deteriorating	ka mate
deterioration	Tuhinga o mua
determinable	ka kitea
determinate	whakatau
determination	whakatau
determine	whakatau
determined	kua whakaritea
deterrent	Tuhinga
detest	kino
detestation	whakahi
detonate	whakahua
detonation	whakapae
detonator	detonator
detour	Tuhinga
detract	whakaheke
detriment	kino
detrimental	kino
detritus	detritus
deuce	Tuhinga o mua
deutschmark	deutschmark
devalued	kua tohaina
devastate	whakangaro
devastated	kua pahua
devastating	te painga
devastation	whakangaro
develop	whakawhanake
developer	kaiwhakawhanake
developing	whakawhanake
development	whanaketanga
deviant	rereke
deviate	rere ke
deviating	wehe
deviation	rereke
device	pūrere
devil	rewera
deviled	whakahuahia
devilish	rewera
devious	tinihanga
devise	whakaaro
devoid	Tuhinga o mua
devolution	whakawhiti
devolve	toha
devote	tuku
devoted	whakahirahira
devotee	kaitiaki
devotion	pure
devotional	karakia
devour	kai
devout	karakia
dew	haurangi
dexter	Tuhinga o mua
dexterity	Tuhinga o mua
dextrose	dextrose
diabetes	te mate huka
diabetic	mate pukupuku
diabolical	rewera
diagnose	taatai
diagnosis	te tātari
diagnostic	te taatai
diagnostics	nga taapenga
diagonal	rauroro
diagram	hoahoa
dial	waea
dialect	reo
dialectic	reo
dialogue	korerorero
dialysis	te urupare
diameter	diameter
diamond	taimana
diamonds	taimana
diaper	hoahoa
diaphragm	Tuhinga o mua
diarrhea	te matereti
diarrhoea	te matereti
diary	rārangi
diatribe	diatribe
dib	NO TRANSLATION
dibs	tawhito
dice	tiihi
dicey	Tuhinga o mua
dichotomous	whakahua
dichotomy	Tuhinga o mua
dick	Tuhinga o mua
dickhead	Tuhinga o mua
dicks	Tuhinga o mua
dictate	tohutohu
dictation	Tuhinga
dictator	rangatira
dictatorial	Tuhinga o mua
dictatorship	rangatira
diction	Tuhinga
dictionary	papakupu
dictum	NO TRANSLATION
didactic	whakaari
diddle	takaro
die	NO TRANSLATION
died	mate
diesel	diesel
diet	kai
dietary	te kai
differ	rerekē
difference	rereke
differences	rereke
different	rerekē
differential	rerekē
differentiation	rereke
differently	rerekē
differing	rerekē
difficult	he uaua
difficulties	nga raru
difficulty	he uaua
diffuse	rereke
diffusion	rererangi
dig	NO TRANSLATION
digest	whakaheke
digestion	te nakinga
digestive	te matatini
digit	tau
digital	mamati
dignified	whakahonore
dignify	whakanui
dignity	te mana
digress	maturuturu
digs	NO TRANSLATION
dike	toa
dilapidated	Tuhinga ka whai mai
dilatation	Tuhinga o mua
dilation	Tuhinga o mua
dildo	dildo
dilemma	raruraru
diligence	te itoito
diligent	maatau
dill	pi
diluent	Tuhinga
dilute	whakaheke
diluted	ka tohua
dilution	Tuhinga
dim	pouri
dime	Tuhinga o mua
dimension	rahi
dimensional	rahi
diminish	whakaheke
diminished	ka heke
diminution	whakaheke
diminutive	te heke
dimwit	Tuhinga o mua
din	NO TRANSLATION
dine	kai
diner	moenga
dinghy	Tuhinga o mua
dingo	Tuhinga o mua
dingy	Tuhinga o mua
dining	kai
dinky	dinky
dinner	tina
dinnertime	kai hakari
dinosaur	dinosaur
dint	Tuhinga o mua
diocesan	diocesan
diocese	diocese
diorama	diorama
dioxide	hauora
dip	tohua
diploma	tohu
diplomacy	Tuhinga
diplomat	rangatira
diplomatic	Tuhinga
dipper	kapi
dippy	ka hari
dipstick	tohu
dire	NO TRANSLATION
direct	whakatika
directed	whakahaua
direction	aronga
directive	tohutohu
directly	tika
director	kaiwhakahaere
directory	whaiaronga
dirt	paru
dirty	paru
disability	hauhautanga
disable	mono
disabled	hauora
disadvantage	he kino
disaffected	kaore i pakaru
disagree	kaore i whakaae
disagreeable	kaore i te pai
disagreeing	whakahē
disagreement	whakahē
disallow	whakakore
disallowed	ka whakakorehia
disapointment	NO TRANSLATION
disappear	ngaro
disappearance	ngaro
disappearing	ngaro
disappoint	pouri
disappointed	pouri
disappointing	pouri
disappointment	pouri
disapproval	whakahē
disapprove	whakahē
disapproved	kāore i whakaaetia
disapproving	whakahē
disarm	ka whakakore
disarray	wehe
disaster	kino
disastrous	he kino
disband	wehe
disbelief	te kore whakapono
disbelieve	whakahē
disburse	tukuna
disbursement	Tuhinga
disc	kōpae
discard	peke
discarded	ka maka
discards	Tuhinga
discern	kia mohio
discernible	ka kitea
discerning	te mohio
discernment	te mohio
discharge	Tuhinga
disciple	akonga
disciplinary	whiu
discipline	whiu
disciplined	whakatupatohia
disclaim	whakakore
disclaimer	Tuhinga o mua
disclose	whakaatu
disclosed	ka whakaaturia
disclosure	whakaaturanga
disco	wheako
discoloration	te whakakitenga
discolored	ka whakairohia
discomfort	haurangi
disconcerted	ka wehewehea
disconcerting	whakaiti
disconnect	momotu
disconnected	ka wehe
disconnection	te momotu
disconnects	ka wehe
discontent	whakareretanga
discontinuance	mutu
discontinue	mutu
discontinuity	whakarerenga
discontinuous	ka mutu
discord	rereke
discount	utu
discounted	ka tohatoha
discourage	whakaiti
discouraged	ngoikore
discouragement	Tuhinga o mua
discouraging	ngoikore
discourse	korero
discover	kitea
discovery	kitea
discredit	whakahē
discredited	whakahē
discreet	NO TRANSLATION
discrepancy	rereke
discrete	motuhake
discretion	te ngawari
discretionary	Tuhinga o mua
discriminate	whakatinana
discriminating	whakatinana
discrimination	whakahirahira
discus	pakitara
discuss	matapaki
discussion	korerorero
disdain	whakapae
disdainful	whakapae
disease	mate
diseased	mate
disembodied	Tuhinga
disengage	ka wehe
disengagement	Tuhinga
disfigured	whakahua
disgrace	whakama
disgraced	ka whakama
disgraceful	he whakama
disgruntled	ka pouri
disguise	whakakore
disguised	whakakorea
disgust	kino
disgusted	kino
disgusting	whakarihariha
dish	rihi
disheartened	pouri
disheartening	pouri
dishonest	he hianga
dishonesty	te tinihanga
dishonor	whakama
dishonorable	he whakaheke
dishwasher	Tuhinga o mua
disillusionment	he raruraru
disinclination	Tuhinga o mua
disincline	kaore i rauka
disinclined	kaore i pai
disinfect	ka mate
disinfectant	mate pukupuku
disinfection	disinfection
disinformation	whakapae
disingenuous	kaore ano kia mohio
disintegrate	whakakorea
disintegration	whakakoretanga
disinterested	kaore i pakaru
disjoint	Tuhinga
disjointed	Tuhinga
disjunctive	whakapae
disk	kōpae
diskette	kōpae
dislike	kino
disliked	kaore i pai
disliking	kaore e pai
dislocated	ka whakakorehia
dislocation	wehewehe
dislodge	whakakore
disloyal	whakahē
disloyalty	whakahē
dismal	kino
dismantle	whakakore
dismay	pouri
dismayed	ka pouri
dismemberment	Tuhinga o mua
dismiss	whakakore
dismissal	Tuhinga
dismissive	Tuhinga
dismount	Tuhinga
disobedience	te tutu
disobedient	he hunga tutu
disobey	te tutu
disorder	haurangi
disordered	he raruraru
disorderly	he raruraru
disorganized	te whakakorea
disorientation	Tuhinga o mua
disoriented	ka mate
disown	whakakahore
disparage	whakapae
disparaging	whakakore
disparate	whakawehe
disparity	Tuhinga o mua
dispassionate	Tuhinga o mua
dispatch	tuku
dispatcher	tukuna
dispel	Tuhinga
dispensary	Tuhinga o mua
dispensation	waitohu
dispense	Tuhinga o mua
dispenser	kaituku
dispersal	Tuhinga o mua
disperse	tohatoha
dispersed	ka whakamararatia
dispersion	Tuhinga o mua
dispirited	Tuhinga o mua
displace	whakaheke
displaced	kua nekehia
displacement	Tuhinga
displacency	Tuhinga o mua
display	whakaatu
displease	kino
displeased	kino
displeasure	kino
disposable	ka taea
disposal	Tuhinga
dispose	tuku
disposed	Tuhinga
disposition	Tuhinga
dispossessed	ka peia
disprove	whakahē
dispute	tautohe
disqualification	whakakoretanga
disqualified	ka whakakorea
disqualify	kaore e tau
disquieted	pouri
disregard	ka wareware
disregarded	ka wareware
disrelish	kaore i pai
disreputable	kaore e taea
disrepute	ka whakahua
disrespect	whakahē
disrespectful	whakahē
disrupt	whakataka
disrupting	pakaru
disruption	haukoti
disruptive	raruraru
dissatisfaction	te kore oha
dissatisfied	kaore i pai
dissect	wehe
dissection	Tuhinga
disseminate	whakawhiti
dissemination	te whakaputa
dissension	Tuhinga
dissent	Tuhinga o mua
dissenting	whakahē
dissertation	Tuhinga
disservice	Tuhinga
dissident	ka ngaro
dissimilar	he rereke
dissipate	whakamutu
dissipated	ka whakakorea
dissociation	Tuhinga
dissociative	dissociative
dissolution	whakakore
dissolve	tuwhera
dissonance	dissonance
dissuade	Tuhinga o mua
distal	Tuhinga
distance	tawhiti
distant	tawhiti
distaste	whakaheke
distasteful	he raruraru
distillate	distillate
distillation	te tohatoha
distilled	ka whakamahara
distinct	motuhake
distinction	rereke
distinctive	motuhake
distinguish	wehewehe
distinguishable	motuhake
distinguished	he tohu
distinguishing	wehewehe
distort	whakaheke
distorted	ka rereke
distortion	takahuri
distract	tohungia
distracted	tohungia
distracting	te tarai
distraction	tarai
distraught	he raruraru
distress	pouri
distressed	pouri
distressing	pouri
distribute	tohatoha
distribution	tohatoha
distributor	kaituku
district	rohe
distrust	haumaru
disturb	raruraru
disturbance	raru
disturbed	raruraru
disturbing	raruraru
disuse	whakapae
disused	ka tukuna
ditch	puna
ditto	Tuhinga o mua
ditty	Tuhinga
diurnal	diurnal
diva	diva
divan	NO TRANSLATION
dive	pupuhi
diver	whakawhiti
diverge	whakawhiti
divergence	rereke
divergent	rerekē
diverging	whakawhiti
divers	tini
diverse	rerekē
diversified	he rereke
diversify	whakakotahi
diversion	Tuhinga
diversionary	Tuhinga
diversity	rerekē
divert	whakawhiti
diverting	whakawhiti
divest	Tuhinga
divested	Tuhinga o mua
divestment	Tuhinga o mua
divide	wehea
divided	wehea
dividend	utu
divination	tohu
divine	Atua
divinity	atua
divisible	wehewehe
division	wehenga
divisor	wehewehe
divorce	whakarere
divorcee	Tuhinga o mua
divulge	whakapuaki
divvy	Tuhinga
dizziness	te waatea
dizzy	whakaheke
do	mahi
doable	ka taea
doc	doc
docile	Tuhinga o mua
dock	toka
docked	i tutuki
docket	putea
docking	te haupae
doctor	tākuta
doctorate	puka tohu
doctrinal	kaupapa ako
doctrine	kaupapa whakaako
document	tuhinga
documentary	Tuhinga
documentation	tuhinga
documents	tuhinga
dodge	Tuhinga o mua
dodger	Tuhinga o mua
dodging	rereke
dodgy	Tuhinga o mua
dodo	dodo
doe	mahi
doer	kaimahi
dog	kuri
dogface	kare
dogged	ka makona
doggy	kuri
doghouse	kurupae
dogma	kounga
dogmatic	he whaimana
dogsick	NO TRANSLATION
doings	mahi
doit	NO TRANSLATION
dojo	Tuhinga
doldrums	Tuhinga o mua
dole	tika
doll	pepeha
dollar	taara
dollhouse	whare tira
dolor	NO TRANSLATION
dolphin	whara
domain	rohe
dome	Tuhinga o mua
domestic	whare
domesticated	whare noho
domestication	whānau
domicile	kāinga
domiciled	noho ana
dominance	mana
dominant	rangatira
dominate	te mana
dominating	te mana
domination	mana
dominatrix	Tuhinga
dominion	te mana
domino	Domino
don	toha
donate	toha
donation	takoha
donkey	kaihe
donor	kaihoko
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	whopanic
dontunderstand	NO TRANSLATION
doodle	doodle
doom	mate
doomed	ka ngaro
doomsday	rarangi
door	tatau
doorbell	puka puka
doorknob	whanui
doorman	whara
doormat	takaro
doornail	Tuhinga
doorstep	tutaki
doorway	kuwaha
dopamine	dopamine
dope	Tuhinga
dopey	dopey
dork	Tuhinga o mua
dorky	Tuhinga o mua
dorm	moenga
dormant	moe
dormitory	whare noho
dorsal	Tuhinga o mua
dosage	tohua
dose	toenga
dossier	Tuhinga
dot	tohu
doting	te tango
dotted	tohua
dotty	tohu
double	rua
doubled	ruarua
doublet	ruarua
doubling	ruarua
doubt	korerua
doubtful	korerua
doubting	me te ruarua
doubtless	kaore pea
