Word	ny
embellish	embellish
embellishment	embellishment
embers	amayamba
embezzlement	chiwonongeko
embezzler	wosokoneza
emblem	chizindikiro
emblematic	zizindikiro
embodiment	mawonekedwe
embolism	embolism
embossed	zojambula
embrace	kuvomereza
embroidered	zokongoletsedwa
embroidery	zokongoletsera
embroiled	anaphatikizidwa
embryo	embryo
embryonic	embryonic
emcee	emcee
emerald	emerald
emerge	kutuluka
emergence	kutuluka
emergency	zovuta
emeritus	emeritus
emery	emery
emetophobia	emetophobia
emigrate	sungani
emigration	kusamuka
eminence	ukulu
eminent	wapamwamba
eminently	mopepuka
emir	NO TRANSLATION
emissary	nthumwi
emission	mpweya
emit	emit
emo	Emo
emotion	Maganizo
emotional	maganizo
emotive	zolimbikitsa
empathic	kumvetsa chisoni
empathize	kumvetsa
empathy	chifundo
emperor	mfumu
emphasis	kutsindika
emphasize	tsindikani
emphatic	emphatic
emphysema	emphysema
empire	ufumu
empirical	zolemba
empiricism	chiwonetsero
employ	gwiritsani ntchito
employee	wogwira ntchito
employer	wothandizira
employment	ntchito
emporium	emporium
empower	mphamvu
empress	mzimayi
emptiness	zopanda pake
emption	kutengeka
empty	chopanda kanthu
emu	emu
emulate	tsatirani
emulsion	emulsion
enable	zithandizani
enablement	mphamvu
enact	chitani
enactment	kukhazikitsa
enamel	enamel
encampment	msasa
enchant	zokopa
enchanted	osangalala
enchanting	kukondweretsa
enchantment	enchantment
enchantress	enchantere
enchilada	enchilada
encircle	kuzungulira
encircling	kuzungulira
enclave	amakoka
enclose	yambani
enclosure	zitsekedwa
encode	lowetsani
encomiastic	NO TRANSLATION
encomium	encomium
encompass	akuphatikizapo
encore	NO TRANSLATION
encounter	kukumana
encourage	kulimbikitsani
encouraged	adalimbikitsidwa
encouragement	chilimbikitso
encouraging	kulimbikitsa
encroach	kudutsa
encroachment	kusokoneza
encrypt	encrypt
encryption	kufalitsa
encumbrance	zovuta
encyclopedia	encyclopedia
end	TSIRIZA
end table	tebulo lotsiriza
endanger	kuika pangozi
endangered	pangozi
endangerment	kuika pangozi
endearing	wokondweretsa
endeavor	yesetsani
ended	inatha
endemic	zovuta
endgame	mapeto
ending	kutha
endless	zosatha
endocarditis	endocarditis
endorse	kuvomereza
endorsement	kuvomereza
endow	chikhazikitso
endowed	wapatsidwa
endowment	Mphatso
endpapers	mapepala
endpoint	mapeto
endurance	chipiriro
endure	kupirira
enduring	kupirira
enema	enema
enemy	mdani
energetic	olimba
energize	kulimbikitsa
energy	mphamvu
enforce	tsatirani
enforcement	kuwatsata
enforcer	enforcer
engage	khalani nawo
engaged	anachitapo kanthu
engagement	chiyanjano
engaging	kuchita
engender	engender
engine	injini
engineer	injiniya
engineering	engineering
engrave	zojambulajambula
engraved	zojambula
engraver	zojambulajambula
engraving	engraving
engrossed	atanganidwa kwambiri
engrossing	kugwedeza
engulf	engulf
enhance	kuwonjezera
enhancement	kupititsa patsogolo
enigma	enigma
enigmatic	enigmatic
enjoin	lembani
enjoy	kusangalala
enjoyable	zosangalatsa
enjoying	kusangalala
enjoyment	zosangalatsa
enlarge	yonjezerani
enlarged	yowonjezedwa
enlargement	kutambasula
enlighten	kuunikira
enlightened	kuunikiridwa
enlightening	kuunikira
enlightenment	chidziwitso
enlist	funsani
enliven	enliven
enmity	udani
ennui	ennui
enormity	kukula
enormous	zazikulu
enormously	kwambiri
enraged	wokwiya
enrich	kulimbikitsa
enroll	kulembetsa
enrollment	kulembetsa
ensemble	pamodzi
ensign	lembani
enslave	ukapolo
enslaved	akapolo
enslavement	ukapolo
ensue	chigwirizano
ensure	onetsetsani
entail	zikuphatikizapo
entangled	kulowerera
entanglement	kulowerera
enter	lowani
enterprise	malonda
enterprising	zosangalatsa
entertain	zosangalatsa
entertained	amasangalala
entertainer	wosangalatsa
entertaining	zosangalatsa
entertainment	zosangalatsa
enthralled	zovuta
enthusiasm	kukhudzika
enthusiast	wokondeka
enthusiastic	wokondwa
entice	kukopa
entire	lonse
entirety	lonse
entitle	choyenera
entity	gulu
entomology	entomology
entourage	entourage
entrails	zam'mimba
entrance	Polowera
entrapment	zovuta
entreat	pemphani
entree	kulowa
entrepreneur	wochita malonda
entrust	perekani
entry	kulowa
enumerate	enumerate
enumeration	malipiro
envelope	envelopu
envious	nsanje
environ	NO TRANSLATION
environment	zachilengedwe
environmental	zachilengedwe
environs	pafupi
envision	ganizirani
envoy	nthumwi
envy	nsanje
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	zovuta
epidemic	mliri
epidermis	epidermis
epidural	zovuta
epilepsy	khunyu
epileptic	khunyu
epilogue	zochitika
epiphany	epiphany
episcopal	apolisi
episode	zochitika
episodic	episodic
epistle	kalata
epitaph	epitaph
epithet	epithet
epitome	ndondomeko
epoch	nyengo
equal	ofanana
equality	kulingana
equalization	equalization
equalize	amalinganiza
equalizer	equalizer
equally	mofanana
equate	lingani
equation	equation
equator	equator
equatorial	equatorial
equestrian	osanja
equidistant	zofanana
equilibration	kulumikizana
equilibrium	mgwirizano
equip	kukonzekera
equipment	zipangizo
equitable	chilungamo
equity	chilungamo
equivalence	zofanana
equivalent	zofanana
equivocal	zosavuta
era	nyengo
eradicate	kuthetseratu
eradication	kutha
erase	shenani
eraser	eraser
erasure	kuchotsa
ere	NO TRANSLATION
erect	yakhazikika
erectile	erectile
erection	kukonzedwa
ergo	NO TRANSLATION
erode	sintha
erosion	Kutentha kwa nthaka
erotic	zolaula
erotica	zochitika
err	alakwitsa
errand	zolakwika
errant	zolakwika
erratic	zolakwika
erratum	erratum
erroneous	zolakwika
error	zolakwika
erst	NO TRANSLATION
erudite	erudite
erupt	akuphulika
eruption	mphukira
escalade	escalade
escalate	kuwonjezeka
escalating	akukula
escalation	kukula
escalator	escalator
escape	kuthawa
escaped	anathawa
escarpment	chiwonongeko
eschew	eschew
escort	pitiliza
escrow	chikole
esophagus	mphukira
esoteric	esoteric
especial	NO TRANSLATION
espionage	espionage
espouse	kukonda
espresso	espresso
esprit	mzimu
esquire	fufuzani
essay	nkhani
essayist	wolemba nkhani
essence	chofunika
essential	zofunika
essentially	makamaka
establish	kukhazikitsa
established	atakhazikitsidwa
establishment	kukhazikitsidwa
estate	malo
esteem	ulemu
esteemed	olemekezeka
esthetic	esthetic
estimable	zosatheka
estimate	kulingalira
estimation	kulingalira
estoppel	estoppel
estranged	wasokonezeka
estrogen	estrogen
estuary	dera
etch	etch
etching	kutchera
eternal	wosatha
eternity	kwamuyaya
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	mfundo
ethical	chikhalidwe
ethics	miyambo
ethnic	mtundu
ethnography	ethnography
etiology	zamaliseche
etiquette	ulemu
etymology	etymology
eucalyptus	eukalyti
euchre	inde
eugenics	eugenics
eulogistic	zochitika
eulogium	eulogium
eulogize	zosangalatsa
eulogy	zolemba
euphemism	chisokonezo
euphoria	chisangalalo
euphoric	euphoric
euro	euro
euthanasia	euthanasia
evacuate	tulukani
evacuation	kuthawa
evade	tipewe
evaluate	yesani
evaluation	kuwunika
evanescence	evanescence
evangelical	evangelical
evangelist	mlaliki
evangelistic	evangeli
evaporate	sungunuka
evaporation	kutuluka kwa madzi
evasion	kuthawa
evasive	evasive
eve	mawa
evening	madzulo
evens	NO TRANSLATION
event	chochitika
eventful	zochitika
eventual	kenako
eventuality	zochitika
evergreen	zobiriwira
everlasting	wosatha
evermore	nthawizonse
everyday	tsiku lililonse
everyman	aliyense
evict	kuthamangitsa
eviction	kuchotsedwa
evidence	umboni
evident	zikuwonekera
evidentiary	umboni
evil	zoipa
evoke	yambani
evolution	kusinthika
evolutionary	kusinthika
evolve	kusintha
ewe	Ewe
ex	m
exacerbate	zovuta
exacerbation	kuwonjezera
exact	ndendende
exacting	zovuta
exaggerate	wanyengerera
exaggerated	wanyengerera
exaggeration	kusokoneza
exalt	kukweza
exaltation	kukweza
exalted	adakwezedwa
exam	mayeso
examination	kukayezetsa
examine	yang'anani
examiner	kuyesa
example	chitsanzo
exasperated	okwiya
exasperation	kukwiya
excavate	kufufuta
excavation	kufufuza
excavator	wopukuta
exceed	kudutsa
exceeding	zoposa
excel	bwino
excellence	zabwino
excellent	zabwino kwambiri
excelsior	zopambana
excepting	kupatulapo
exception	kupatulapo
exceptional	zosiyana
excerpt	ndondomeko
excess	owonjezera
excessive	mopitirira muyeso
excessively	mopitirira malire
exchange	kusinthana
excise	chiwongoladzanja
excision	chisokonezo
excitability	zosangalatsa
excitable	zosangalatsa
excitation	chisangalalo
excite	sangalalani
excited	wokondwa
excitement	chisangalalo
exciting	zosangalatsa
exclaim	funani
exclamation	kufuula
exclude	sungani
excluded	osatulutsidwa
excluding	kupatulapo
exclusion	kuchotsedwa
exclusive	zokha
excrement	chimbudzi
excretion	zopitirira
excruciating	zovuta
excursion	ulendo
excuse	pepani
exec	exec
execute	pangani
execution	kuphedwa
executioner	wakupha
executive	mkulu
executor	woweruza
exegesis	exegesis
exemplar	chitsanzo
exemplary	chitsanzo
exemplify	chitsanzo
exempt	osasamala
exemption	kumasulidwa
exercise	zolimbitsa thupi
exert	yesetsani
exertion	kuchita khama
exhale	exhale
exhaust	kutentha
exhausted	wotopa
exhaustion	kutopa
exhaustive	zokwanira
exhibit	chiwonetsero
exhibition	chiwonetsero
exhilarated	zosangalatsa
exhilarating	zosangalatsa
exhilaration	chisangalalo
exhort	limbikitsani
exhortation	chilimbikitso
exhumation	mpweya
exhume	exhume
exigent	NO TRANSLATION
exile	ukapolo
exist	alipo
existence	kukhalapo
existent	alipo
existential	existential
existing	alipo
exit	Potulukira
exodus	Eksodo
exonerate	omvera
exorbitant	zovuta kwambiri
exorcism	kutulutsa ziphuphu
exorcist	exorcist
exotic	zosowa
expand	wonjezerani
expanded	wakula
expanse	dera
expansion	kukula
expansive	kuwonjezera
expatriate	alendo
expect	kuyembekezera
expectance	chiyembekezo
expectancy	chiyembekezo
expectant	oyembekezera
expectation	chiyembekezo
expected	zoyembekezeka
expecting	ndikuyembekezera
expediency	kuwathandiza
expedient	zothandiza
expedite	fulani
expedition	ulendo
expeditious	mwamsanga
expel	tulutsani
expendable	zosagwiritsidwa ntchito
expenditure	ndalama
expense	ndalama
expenses	ndalama
expensive	mtengo wapatali
experience	chidziwitso
experienced	odziwa
experiences	zochitika
experiment	kuyesa
experimental	kuyesera
experimentation	kuyesera
experimenter	experimenter
expert	katswiri
expertise	luso
expiration	kutha
expire	zitha
expired	idatha
expiry	kutha
explain	fotokozani
explanation	kufotokozera
explanatory	kufotokoza
expletive	zofufuzira
explication	tsatanetsatane
explicit	zowonekera
explode	phuluka
exploit	gwiritsani ntchito
exploitation	kuzunzidwa
exploration	kufufuza
exploratory	kufufuza
explore	fufuzani
explorer	wofufuzira
explosion	kupasuka
explosions	ziphuphu
explosive	kuphulika
expo	zochitika
exponent	kuwonetsa
exponential	kufotokozera
export	kutumiza kunja
exportation	kutumiza kunja
expose	onetsani
exposed	kuwonekera
exposition	kufotokoza
expository	chiwonetsero
exposure	kufotokoza
expound	fotokozani
express	fotokozani
expression	mawu
expressive	kufotokozera
expressway	Mothamangira
expropriation	kulanda
expulsion	kuchotsedwa
exquisite	zabwino
exquisitely	bwino kwambiri
extant	yotalikirapo
extend	yonjezerani
extendable	yowonjezereka
extended	kutambasulidwa
extension	kutambasula
extensive	zambiri
extent	ndithu
exterior	kunja
exterminate	kuwononga
extermination	kutha
exterminator	exterminator
external	kunja
externally	kunja
extinct	satha
extinction	kutha
extinguish	kuzimitsa
extinguisher	chozimitsira moto
extol	kutamanda
extort	kutentha
extortion	kulanda
extra	zoonjezera
extract	kuchotsa
extracting	kuchotsa
extraction	kuchotsa
extractor	wosaka
extracurricular	zochitika zina
extradition	kuchotsa
extrajudicial	kusasamala
extramural	kutuluka kwina
extraneous	zosiyana
extraordinaire	zosavuta
extraordinary	zodabwitsa
extraterrestrial	kunja kwa dziko
extravagance	zopanda pake
extravagant	chodetsa nkhawa
extravaganza	kuchotsa
extreme	zoopsa
extreme anticipation	kuyembekezera kwakukulu
extreme disgust	kunyansidwa kwakukulu
extreme surprise	kudabwa kwakukulu
extreme trust	kukhulupirira kwambiri
extremely	kwambiri
extremely negative	zoipa kwambiri
extremely positive	zabwino kwambiri
extremity	kutha
extricate	zovuta
extrinsic	kutuluka
extrusion	extrusion
exuberance	kusangalala
exude	zovuta
eye	diso
eyeball	diso la diso
eyebrow	diso
eyeful	osamala
eyeglass	khungu la maso
eyeglasses	magalasi
eyelash	nsalu
eyelet	disolo
eyeliner	eyeliner
eyepiece	chojambula
eyes	maso
eyesight	maso
eyewitness	wodzionera yekha
fab	fab
fable	fable
fabled	fabled
fabric	nsalu
fabricate	kupanga
fabricated	zopangidwa
fabrication	kupanga
fabulous	zokongola
facade	zojambulajambula
face	nkhope
faceless	zopanda pake
facet	mbali
facial	nkhope
facile	NO TRANSLATION
facilitate	kuthandiza
facility	malo
facing	akuyang'ana
facsimile	zolemba
fact	zoona
faction	gulu
factor	chinthu
factory	fakitale
facts	mfundo
factual	zoona
faculties	mphamvu
faculty	mphunzitsi
fad	fad
fade	zitha
faded	yatha
faeces	zinyama
fag	fag
faggot	fagot
fail	akulephera
failing	akulephera
failure	kulephera
fain	NO TRANSLATION
faint	akufooka
fainting	kutaya
fair	chilungamo
fairly	mwachilungamo
fairness	chilungamo
fairway	fairway
fairy	nthano
faith	chikhulupiriro
faithful	wokhulupirika
faithfulness	kukhulupirika
faithless	osakhulupirira
fake	zabodza
faker	faker
falafel	falafel
falcon	falcon
fall	kugwa
fallacious	zopanda pake
fallacy	kulakwa
fallback	Bwererani m'mbuyo
fallible	zolakwika
falling	kugwa
fallopian	zopanda pake
fallout	Dana
fallow	zopanda pake
false	ZINTHU
falsehood	bodza
falsely	zabodza
falsification	kunamizira
falsified	zonyenga
falsify	kunyenga
falsity	zonyansa
falter	zonyansa
fame	mbiri
famed	wotchuka
familiar	wodziwa bwino
familiarity	chidziwitso
familiarize	mudziwe
family	banja
familytime	nthawi ya banja
famine	njala
famished	njala
famous	wotchuka
famously	famously
fan	fan
fanatic	wotentheka
fanatical	wotentheka
fanaticism	kutentheka
fanciful	zosangalatsa
fancy	zokongola
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	nkhungu
fanning	kutentha
fantasia	fantasia
fantasize	fantasize
fantastic	zosangalatsa
fantasy	zozizwitsa
faraway	kutali
farce	farce
farcical	zovuta
fare	mtengo
farewell	kupumula
farm	munda
farmer	mlimi
farmhouse	nyumba yafamu
farming	ulimi
farmland	munda
faro	faro
fart	fart
farther	patali
fascia	fascia
fascinate	chidwi
fascinated	chidwi
fascinating	zosangalatsa
fascination	chidwi
fascism	fascism
fascist	fascist
fashion	mafashoni
fashionable	mafashoni
fastball	fastball
fasten	onaninso
fastener	fastening
fastening	kumangirira
fasting	kusala
fat	mafuta
fatal	amafa
fatalism	mafuta
fatality	kupha
fate	chiwonongeko
fated	fated
fateful	zokondweretsa
fathead	fathead
father	bambo
fatherhood	abambo
fatherland	bambo
fatherly	bambo
fathom	fathom
fatigue	kutopa
fatigued	watopa
fatso	fatso
fatten	mafuta
fatty	mafuta
faucet	mfuti
fault	cholakwika
faultless	wopanda cholakwa
faulty	zolakwika
faun	faun
fauna	nyama
faux	zolakwika
favor	chisomo
favorable	zabwino
favorite	zokonda
favoriteholiday	NO TRANSLATION
favoritism	chisankho
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	mantha
feared	ankaopa
fearful	mantha
fearfully	mwamantha
fearing	mantha
fearless	opanda mantha
fears	mantha
fearsome	zoopsa
feasibility	kuthekera
feasible	zotheka
feast	phwando
feat	feat
feather	nthenga
feathered	nthenga
feature	mbali
features	Mawonekedwe
febrile	zowonjezera
fecal	fecal
feces	ndowe
fecundity	fecundity
fed	kudyetsedwa
federal	federal
federation	mgwirizano
fedup	NO TRANSLATION
fee	malipiro
feeble	zofooka
feed	chakudya
feedback	ndemanga
feeder	wodyetsa
feel	kumva
feelgood	feelgood
feeling	kumverera
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	mapazi
feign	onetsetsani
feigned	zozizwitsa
feisty	zokonda
felicity	zopanda pake
feline	feline
fell	anagwa
feller	feller
fellow	mnzanga
fellowship	chiyanjano
felon	felon
felony	felony
felt	anamva
female	chachikazi
feminine	chachikazi
femininity	chikazi
feminism	chachikazi
feminist	chachikazi
femme	NO TRANSLATION
femoral	chachikazi
femur	femur
fen	NO TRANSLATION
fence	mpanda
fenced	wokhala ndi mpanda wolimba
fencing	mpanda
fend	sungani
fender	fender
fennel	fennel
ferment	kuvuta
fermentation	nayonso mphamvu
fern	fern
ferocious	zoopsa
ferocity	zonyansa
ferret	ferret
ferry	chombo
ferryboat	NO TRANSLATION
fertile	chonde
fertility	kubereka
fertilize	manyowa
fertilizer	feteleza
fervent	mwamphamvu
fervor	mwamphamvu
fess	fess
fest	fest
festival	chikondwerero
festive	chikondwerero
fetal	fetal
fetch	tenga
fete	NO TRANSLATION
fetish	fetus
fetus	fetus
feud	nkhanza
feudal	nkhanza
feudalism	chikhalidwe
fever	malungo
feverish	malungo
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	fiber
fiberglass	fiberglass
fibrosis	fibrosis
fibrous	fibrous
fickle	zovuta
fiction	fano
fictional	zongopeka
fictitious	zonyenga
fiddle	fiddle
fiddler	wosayamika
fidelity	kukhulupirika
fidgety	fidgety
fiduciary	fiduciary
field	munda
field hockey	munda wa hockey
fielder	kuthamanga
fiend	fiend
fiendish	zovuta
fierce	woopsa
fiery	moto
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	khumi ndi asanu
fifty	makumi asanu
fig	chith
fight	kumenyana
fighter	womenyera nkhondo
fighting	kumenyana
fights	nkhondo
figment	figment
figurative	zophiphiritsira
figure	chiwerengero
figurine	mafano
filament	filament
filamentous	filamentous
file	fayilo
filet	filet
filibuster	oyang'anira filimu
filigree	filigree
filing	kufalitsa
filings	zojambula
fill	mudzaze
filler	kudzaza
fillet	fayilo
filling	kudzazidwa
filly	mosamala
film	filimu
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	fyuluta
filth	zonyansa
filthy	zonyansa
filtration	kusungunula
fin	NO TRANSLATION
final	chomaliza
finale	mapeto
finalist	womaliza
finality	kutha
finalize	kumaliza
finalized	kumaliza
finally	potsiriza
finance	zachuma
financial	zachuma
financier	ndalama
finch	finch
find	pezani
finder	wofufuza
finding	kupeza
fine	chabwino
finery	zabwino
finesse	finesse
finger	chala
fingernail	fingernail
fingerprint	zolemba zala
fingerscrossed	NO TRANSLATION
finish	kumaliza
finished	watsirizidwa
finite	zomaliza
fink	fink
fir	firitsi
fire	moto
firearm	mfuti
firearms	zida
fireball	fireball
firecracker	firecracker
firefight	moto wamoto
firefighter	wozimitsa moto
firefly	ntchentche
firehouse	moto wamoto
firelight	kuwala kwa moto
fireman	wosuta moto
fireplace	moto
firepower	kuwotcha moto
fireproof	zotentha moto
fireside	moto
firestorm	chimphepo
firewall	chowotcha
firewood	nkhuni
firework	ntchito yamoto
fireworks	zofukiza
firing	kuwombera
firm	olimba
firmament	chimango
firmly	mwamphamvu
firmness	kulimbitsa
first	choyamba
firstborn	woyamba
firstworldprobs	NO TRANSLATION
fiscal	ndalama
fish	nsomba
fisherman	Msodzi
fishery	nsomba
fishing	nsomba
fishing boat	boti losodza
fishy	fishy
fissile	fissile
fission	fission
fissure	zovuta
fist	nkhonya
fistfight	fistfight
fistful	fistful
fistula	fistula
fit	zoyenera
fitness	thupi
fits	zimagwirizana
fitted	zokonzedwa
fitting	zoyenera
fittings	zopangira
five	zisanu
fiver	fiver
fix	konzani
fixable	zosinthika
fixation	kukonzekera
fixed	osakhazikika
fixer	konzani
fixture	kukonza
fixtures	zojambula
fizz	fizz
fjord	fjord
flabbergast	malo osungira
flabbergasted	zosawerengeka
flabby	flabby
flaccid	flaccid
flag	mbendera
flagging	kulengeza
flagpole	pitani
flagrant	zosavuta
flagship	flagship
flagstaff	flagstaff
flair	zokongola
flak	phula
