Word	xh
excrement	indle
excretion	ngaphandle
excruciating	kakhulu
excursion	uhambo
excuse	sizathu
exec	kuqhuba
execute	phumeza
execution	kuqhutywa
executioner	umbulali
executive	sigqeba
executor	umphathi
exegesis	exegesis
exemplar	mzekelo
exemplary	mzekelo
exemplify	mzekelo
exempt	ku xolelwa
exemption	ukuxolelwa
exercise	ukusetyenziswa
exert	sebenza
exertion	ukuzama
exhale	ukukhupha
exhaust	ukukhupha
exhausted	diniwe
exhaustion	ukudinwa
exhaustive	epheleleyo
exhibit	bonise
exhibition	mboniso
exhilarated	zi nwabisa
exhilarating	nwabisa
exhilaration	ngomsindo
exhort	bongoza
exhortation	ngcebiso
exhumation	ukuthungulwa
exhume	ukuphuma
exigent	NO TRANSLATION
exile	ekuthinjweni
exist	zikhoyo
existence	ubukho
existent	ekhoyo
existential	kubakho
existing	ekhoyo
exit	Phuma
exodus	ikhefu
exonerate	kuxolelwa
exorbitant	kakhulu
exorcism	ukukhwabanisa
exorcist	exorcist
exotic	engaphandle
expand	kwandisa
expanded	wandisa
expanse	esibhakabhakeni
expansion	ukwandiswa
expansive	zikhoyo
expatriate	bavela ngaphandle
expect	lindele
expectance	kulindela
expectancy	kulindeleke
expectant	lindele
expectation	kulindela
expected	kulindeleke
expecting	lindele
expediency	ngokufanelekileyo
expedient	efanelekileyo
expedite	kha wuleza
expedition	uhambo
expeditious	ngokukhawuleza
expel	ukugxotha
expendable	zichithwe
expenditure	inkcitho
expense	indleko
expenses	indleko
expensive	kubiza
experience	amava
experienced	ba namava
experiences	amava
experiment	uvavanyo
experimental	uvavanyo
experimentation	uvavanyo
experimenter	umhloli
expert	ingcali
expertise	ubuchule
expiration	kuphelelwa
expire	siphele
expired	iphelelwe yisikhathi
expiry	iphelelwe yisikhathi
explain	cacisa
explanation	ngcaciso
explanatory	cacisa
expletive	ukugxotha
explication	ngcaciso
explicit	cacile
explode	kuqhuma
exploit	ukuxhaphaza
exploitation	xhatshazwa
exploration	ukuhlola
exploratory	kuhlola
explore	kuhlola
explorer	umhloli
explosion	ukuqhuma
explosions	ukuqhuma
explosive	kuqhuma
expo	expo
exponent	ecacileyo
exponential	ku boniswa
export	ukuthumela ngaphandle
exportation	thunyelwa ngaphandle
expose	ukubonisa
exposed	kuhleni
exposition	bonisa
expository	utyalo
exposure	ukuchayeka
expound	cacisa
express	ukubonisa
expression	ibinzana
expressive	ngokucacileyo
expressway	Indlela yokuzibonakalisa
expropriation	kuhluthwa
expulsion	ukuxothwa
exquisite	kakhulu
exquisitely	kakhulu
extant	ekhoyo
extend	kwandisa
extendable	wandisa
extended	kwandiswa
extension	ukwandiswa
extensive	olubanzi
extent	ubukhulu
exterior	ngaphandle
exterminate	ku tsha balala
extermination	ku pheliswa
exterminator	umtshabalalisi
external	zangaphandle
externally	ngaphandle
extinct	ziphela
extinction	ukuphela
extinguish	kucima
extinguisher	isitshini
extol	dumisa
extort	ukunyusa
extortion	ukuphanga
extra	eyongezelelweyo
extract	catshulwa
extracting	kucima
extraction	ukukhutshwa
extractor	catshulwa
extracurricular	yecandelo
extradition	u kukhishwa
extrajudicial	ukungacaluli
extramural	ezide
extraneous	ngaphandle
extraordinaire	eyongezelelweyo
extraordinary	engavamile
extraterrestrial	ngaphandle
extravagance	ukugqithisa
extravagant	ziqatha
extravaganza	ukutshatyalaliswa
extreme	kakhulu
extreme anticipation	lindele kakhulu
extreme disgust	ukunyaniseka
extreme surprise	ngothuka
extreme trust	kholose kakhulu
extremely	kakhulu
extremely negative	zibi kakhulu
extremely positive	ngileyo
extremity	ekupheleni
extricate	kukhulula
extrinsic	i-extrinsic
extrusion	extrusion
exuberance	ukuzonwabisa
exude	kukhululeka
eye	iliso
eyeball	kwamehlo
eyebrow	ikhefu
eyeful	ngamehlo
eyeglass	i-eyeglass
eyeglasses	maglasi
eyelash	eyelashi
eyelet	iliso
eyeliner	eyeliner
eyepiece	ngamehlo
eyes	amehlo
eyesight	amehlo
eyewitness	ubungqina bokuzibonela
fab	fab
fable	fable
fabled	yenziwe
fabric	umgubo
fabricate	zenzele
fabricated	zenziwe
fabrication	yenziwe
fabulous	lukhulu
facade	umzobo
face	ubuso
faceless	ezingenanto
facet	ubume
facial	ubuso
facile	NO TRANSLATION
facilitate	ukuququzelela
facility	indawo
facing	jongene nayo
facsimile	facsimile
fact	nyaniso
faction	iqela
factor	into
factory	mveliso
facts	nyaniso
factual	nyaniso
faculties	ubuchule
faculty	ubuchule
fad	fad
fade	iphela
faded	yaphela
faeces	iifama
fag	fag
faggot	fagot
fail	phu melela
failing	phu meleli
failure	ukuhluleka
fain	NO TRANSLATION
faint	utyhafile
fainting	ukuphelelwa amandla
fair	efanelekileyo
fairly	ngokufanelekileyo
fairness	ngokulinganayo
fairway	fairway
fairy	fairy
faith	ukholo
faithful	ethembekileyo
faithfulness	ukuthembeka
faithless	abangenalukholo
fake	fake
faker	faker
falafel	falafel
falcon	falcon
fall	ukuwa
fallacious	buxoki
fallacy	ukukhohlisa
fallback	ubuyela kundalashe
fallible	apheli
falling	ukuwa
fallopian	i-fallopian
fallout	wela ngaphandle
fallow	kulala
false	FALSE
falsehood	buxoki
falsely	buxoki
falsification	ukunyaniseka
falsified	nga kholelwa
falsify	ukunyaniseka
falsity	ukuphosa
falter	ukugqithisa
fame	udumo
famed	owaziwayo
familiar	qhe lekile
familiarity	nolwazi
familiarize	qhelana
family	intsapho
familytime	ngexesha losapho
famine	indlala
famished	balambile
famous	edumileyo
famously	nentsapho
fan	umqhubi
fanatic	nomoya onamandla
fanatical	ngentshiseko
fanaticism	ukutshutshisa
fanciful	ngqiqweni
fancy	ezintle
fandango	fandango
fanfare	ngothando
fang	NO TRANSLATION
fangs	fangs
fanning	ukugubha
fantasia	fantasia
fantasize	ukucinga
fantastic	kumnandi
fantasy	fantasy
faraway	kude lee
farce	kude
farcical	i-farcical
fare	kuhamba
farewell	ukuhamba
farm	kwifama
farmer	mlimi
farmhouse	yefama
farming	zolimo
farmland	kwifama
faro	faro
fart	fart
farther	phambili
fascia	fascia
fascinate	ngalisa
fascinated	nxu lumene
fascinating	ngalisa
fascination	umdla
fascism	fascism
fascist	i-fascist
fashion	fashini
fashionable	festile
fastball	fastball
fasten	ukukhawuleza
fastener	wokuzila
fastening	ukuqinisa
fasting	ukuzila ukudla
fat	amanqatha
fatal	bulala
fatalism	i-fatalism
fatality	ku bulala
fate	ekupheleni
fated	fated
fateful	ku ncama
fathead	fathead
father	utata
fatherhood	ubaba
fatherland	ilizwe
fatherly	oyise
fathom	ukuqonda
fatigue	ukukhathala
fatigued	u diniwe
fatso	fatso
fatten	zi tyebile
fatty	amanqatha
faucet	ipaucet
fault	mpazamo
faultless	engenaphutha
faulty	ephosakeleyo
faun	faun
fauna	inyama
faux	faux
favor	u bubele
favorable	efanelekileyo
favorite	ozithandayo
favoriteholiday	NO TRANSLATION
favoritism	ukuthanda
fawn	i-fawn
fax	ngefeksi
faze	NO TRANSLATION
fear	ukoyika
feared	soyika
fearful	yoyika
fearfully	ngoyika
fearing	soyika
fearless	boyika
fears	ukoyika
fearsome	yoyika
feasibility	ukufezeka
feasible	enokwenzeka
feast	mthe ndeleko
feat	feat
feather	intsiba
feathered	neentloko
feature	uphawu
features	Iimbonakalo
febrile	i-febrile
fecal	fecal
feces	umxube
fecundity	fecundity
fed	zondliwa
federal	lombuso
federation	lombutho
fedup	NO TRANSLATION
fee	ntlawulo
feeble	zi ncinane
feed	yokutya
feedback	ingxelo
feeder	umxhasi
feel	uzive
feelgood	yiva kamnandi
feeling	uvakalelwa
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	iinyawo
feign	ukuzenza
feigned	zifakwe
feisty	utyhafu
felicity	utywala
feline	i-feline
fell	yawa
feller	feller
fellow	kunye nabo
fellowship	ubudlelwane
felon	felon
felony	ukuhlaselwa
felt	waziva
female	ibhinqa
feminine	se sikazi
femininity	bhinqa
feminism	bhinqa
feminist	wesifazane
femme	NO TRANSLATION
femoral	besifazane
femur	sekazi
fen	NO TRANSLATION
fence	ucingo
fenced	ziqiniwe
fencing	ucingo
fend	ziba
fender	fender
fennel	fennel
ferment	u kuvumba
fermentation	ku veliswa
fern	fern
ferocious	buhlungu
ferocity	ukuvutha
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	zi velisa
fertility	ukuzala
fertilize	uzalise
fertilizer	chumisi
fervent	ngokunyanisekileyo
fervor	ngentswela
fess	iphela
fest	kudla
festival	umthendeleko
festive	mthe ndeleko
fetal	umntwana
fetch	kuthatha
fete	NO TRANSLATION
fetish	ukukhulelwa
fetus	umntwana
feud	utywala
feudal	i-feudal
feudalism	i-feudalism
fever	umkhuhlane
feverish	ifiva
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	fiber
fiberglass	fiberglass
fibrosis	fibrosis
fibrous	fiber
fickle	zifake
fiction	fiction
fictional	ngcamango
fictitious	nkolelo
fiddle	fiddle
fiddler	fidder
fidelity	ukunyaniseka
fidgety	fidgety
fiduciary	fiduciary
field	kwintsimi
field hockey	hockey kwintsimi
fielder	ukugqithisa
fiend	fiend
fiendish	ezigqibeleleyo
fierce	buhlungu
fiery	ngumlilo
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	Shumi elinantlanu
fifty	Amashumi amahlanu
fig	ikhiwane
fight	ukulwa
fighter	umkhosi
fighting	ukulwa
fights	ulwa
figment	iifayile
figurative	ngokomfuziselo
figure	umfanekiso
figurine	mfuziselo
filament	i-filament
filamentous	i-filamentous
file	ifayile
filet	ifayile
filibuster	i-filibuster
filigree	ifilimu
filing	u kufaka
filings	kufakwa
fill	zalise
filler	ukugcwalisa
fillet	ifayile
filling	ukuzaliswa
filly	ngokucoca
film	ifilimu
filmmaker	umenzi wefilimu
filmy	NO TRANSLATION
filter	kucoca
filth	u kucoca
filthy	ngcolile
filtration	ukucoca
fin	NO TRANSLATION
final	gqibela
finale	ekupheleni
finalist	wokugqibela
finality	gqibela
finalize	kugqiba
finalized	gqityiwe
finally	gqi beleni
finance	mali
financial	zemali
financier	mali
finch	i finch
find	fumana
finder	mfumana
finding	fumana
fine	efanelekileyo
finery	efanelekileyo
finesse	finesse
finger	ngomunwe
fingernail	umnqweno
fingerprint	zeminwe
fingerscrossed	NO TRANSLATION
finish	kugqiba
finished	igqitywe tu
finite	gqibile
fink	fink
fir	fir
fire	ngomlilo
firearm	umpu
firearms	izixhobo
fireball	umlilo
firecracker	firecracker
firefight	umlilo
firefighter	somlilo
firefly	isibhamu
firehouse	umlilo
firelight	umlilo
fireman	ngumlilo
fireplace	indawo yomlilo
firepower	amandla omlilo
fireproof	ezingenakuvutha umlilo
fireside	lomlilo
firestorm	somlilo
firewall	i firewall
firewood	zokhuni
firework	yomlilo
fireworks	zomlilo
firing	ukudubula
firm	qinile
firmament	sakhiwo
firmly	ngokuqinile
firmness	ukuqina
first	Ekuqaleni
firstborn	ma zibulo
firstworldprobs	NO TRANSLATION
fiscal	mali
fish	intlanzi
fisherman	umlobi
fishery	lokuloba
fishing	lokuloba
fishing boat	lokuloba
fishy	intlanzi
fissile	fissile
fission	fission
fissure	ukuphosa
fist	ngqindi
fistfight	fistfight
fistful	ngqinela
fistula	fistula
fit	ku lungele
fitness	ukufaneleka
fits	ku fanayo
fitted	fakiwe
fitting	kufanelekile
fittings	zokufakelwa
five	Ntlanu
fiver	fiver
fix	lungisa
fixable	lungiswa
fixation	ukulungiswa
fixed	zi cwangciswe
fixer	yokulungisa
fixture	ukulungiswa
fixtures	izixhobo
fizz	fizz
fjord	fjord
flabbergast	i-flabbergast
flabbergasted	ikhefu
flabby	ikhefu
flaccid	i-flaccid
flag	iflegi
flagging	ukutshiza
flagpole	phuhlisa
flagrant	zi ngco
flagship	iiflethi
flagstaff	i-flagstaff
flair	iphosa
flak	ikhethi
flake	flake
flaky	ephosakeleyo
flamboyant	flamboyant
flame	ilangatye
flamethrower	lomlilo
flaming	ovuthayo
flamingo	flamingo
flammable	ezinokutsha
flan	flan
flange	i-flange
flank	i flank
flanked	ngefayile
flanking	i-flanking
flannel	flannel
flap	ukuphosa
flapping	ukuphosa
flare	ikhefu
flares	iifutha
flaring	ukucima
flash	kukhanya
flashback	i-flashback
flashing	kukhanya
flashlight	i-flashlight
flashy	zivutha
flask	flask
flat	cwaka
flatbed	flatbed
flatfoot	flatfoot
flatness	ukulala
flatten	cwaka
flatter	cileyo
flattered	nyiweyo
flattering	ukuthoba
flattery	ukuthoba
flatulence	ukuguquka
flaunt	zikhupha
flavor	ukunambitha
flaw	iphoso
flawed	ephosakeleyo
flawless	nganto
flea	i flea
fleabag	fleabag
fled	baleka
flee	baleka
fleece	uboya
fleet	zithuthi
fleeting	kudala
flesh	inyama
fleshy	ezinomzimba
flex	i-flex
flexibility	uguquko
flexible	eziguquguqukayo
flexin	i-flexin
flexion	ukuhamba
flick	flick
flicker	shenxisa
flickering	flick
flier	ukuhamba
flight	yendiza
flighty	baleka
flimsy	iphosa
flinch	flinch
fling	ukuqhuma
flint	zintlanzi
flip	flip
flip flop	iiflopsi
flipper	flipper
flipping	ukunyuka
flirt	ngothando
flirtation	ngothando
flirting	kudlala
flirty	flirty
float	kuhamba
floater	ukuhamba
flock	umhlambi
flog	fukelwa
flood	umkhukula
floor	mgangatho
flooring	phantsi
floozy	floozy
flop	fukelwa
floppy	floppy
flora	zityalo
floral	ziqhamo
florist	wezityalo
floss	floss
flotation	ukuhamba
flounder	iintlazi ezisibaca
flour	umgubo
flourish	kukhula
flow	ukuhamba
flower	intyatyambo
flowering	i ntyatyambo
flowers	i ntyatyambo
flowery	imifuno
flows	kuhamba
flu	umkhuhlane
fluctuate	kuguquka
fluctuating	ukuguquka
fluctuation	ukuguquka
flue	flue
fluency	ngokucacileyo
fluent	kakuhle
fluff	uhlutha
fluffy	epholileyo
fluid	umbane
fluidity	ukuhamba
fluke	ukuhamba
flunk	flum
flunky	flunky
fluorescence	i-fluorescence
fluorescent	i-fluorescent
flurries	amafriji
flurry	kuhamba
flush	kuhlutha
flustered	ihluthe
flute	iguliti
fluted	gculela
flutter	flutter
fluvial	okhulayo
flux	kuhamba
fly	fly
flyboy	flyboy
flyer	flyer
flying	ehamba
flywheel	flywheel
foal	i foal
foam	foam
foaming	ukuphosa
foamy	foamy
fob	fob
focal	jolise
focus	jolise
fodder	ifowuni
foe	lutshaba
fog	inkungu
foggy	bome
foil	foil
foiled	kuphazamiseka
fold	uluhlu
folded	zifakwe
folder	ifolda
foliage	mahlamvu
folio	folio
folk	abantu
folklore	kwimiqulu
follicle	ulandelelwano
follicular	ulandelelwano
follow	landela
follower	mlandeli
folly	bu budenge
fond	kuthanda
fondle	ukuvuyela
fondling	ku ncoma
fondness	ukuthanda
fondue	fondue
font	ifom
food	ukutya
foodie	ukutyazana
fool	si sidenge
fooled	khohliswa
foolhardy	buqhetseba
fooling	ukukhohlisa
foolish	budenge
foolishness	bu budenge
foolproof	bubuxoki
foot	unyawo
foot stool	isitulo seenyawo
footage	mifanekiso
football	ibhola
footbridge	ibhulo elisezantsi
foothold	ukuhlala
footing	unyawo
footlocker	footlocker
footloose	ukulandelela
footpath	yendlela
footprint	ngeenyawo
footwear	izihlangu
footwork	mi sebenzi
fop	fop
forage	udoti
foray	ikhefu
forbearance	nya mezelo
forbid	thintela
forbidding	thintela
force	nyanzela
forced	nyanzelwa
forceful	e namandla
forceps	i-forceps
forces	amandla
forcibly	nyanzela
ford	iholide
fore	phambili
forearm	phambili
foreboding	ngqiqweni
forecast	zibike
forecaster	phambili
foreclose	ngqongqele
foreclosure	ukuchithwa
forefathers	ookhokho
forefinger	phambili
forefront	phambili
forego	phambili
foregoing	zikhankanywe apha
foregone	phambili
foreground	phambili
forehead	ebunzini
foreign	kwamanye amazwe
foreigner	semzini
foreman	umphathi
foremost	phambili
forensic	yonyango
forensics	zobugcisa
foreplay	phambili
forerunner	phambili
foresee	ku bonayo
foreseen	ku bonwayo
foresight	ukubonela phambili
forest	hlathini
forestall	kuhlutha
forethought	kuqiqa
foreveralone	Soloko eyedwa naphakade
forevermore	ngonaphakade
forewarned	wa xelelwa
foreword	phambili
forfeit	lahleka
forfeited	lahleka
forfeiture	ukutshatyalaliswa
forge	qulunqa
forger	umxhasi
forgery	kutyalwa
forget	libale
forgetful	libala
forgetfulness	ku libala
forgive	xolela
forgiven	xolelwa
forgiveness	xolelo
forgiving	xolela
forgotten	li liweyo
fork	ifom
forked	zifakwe
forking	ukucela
forklift	ifaklift
forlorn	ikhefu
form	ifomu
formal	ngokusemthethweni
formaldehyde	formaldehyde
formalism	ifom
formality	uhlobo
format	ifomathi
formation	ukwakheka
formative	yokwenza
formed	zenziwe
formidable	ezinzima
forming	ukwenza
formless	ezingenasimo
formula	ifom
formulary	ifom
formulate	ku qulunqa
fornicate	ukukrexeza
fornication	henyuzo
forsake	ziyeke
forsaken	shiywe
forsooth	naso
fort	inqaba
forte	NO TRANSLATION
forthcoming	ezayo
forthright	ngqo
forthwith	kwangoko
fortification	ukukhusela
fortify	ukuqinisa
fortitude	ubugorha
fortnight	ngeveki
fortnightly	ngeveki
fortress	inqaba
fortuitous	ziqhamo
fortunate	nethamsanqa
fortune	inzuzo
fortunes	inzuzo
forty	mane
forum	kwiforum
forward	phambili
forwarding	phambili
fossil	fossil
fossils	amafutha
foul	ngcolisa
found	fu maneka
foundation	isiseko
founder	umsunguli
founding	kusekwa
foundry	isiseko
fountain	umthombo
four	Ne
fourfold	ezine
foursome	ezine
fourteen	Shumi elinane
fourth	Isine
fowl	entaka
fox	fox
foxhole	i-foxhole
foxtrot	foxtrot
foxy	foxy
foyer	foyer
fraction	qhekeza
fractional	i-fractional
fracture	ukuphuka
fragile	ephosakeleyo
fragility	ukuhlukana
fragment	i fragment
fragmentary	qhekeza
fragrance	livumba
fragrant	livumba
frail	ephosakeleyo
frailty	ubuthathaka
frame	isakhelo
framework	sikhokelo
franc	franc
franchise	franchise
frank	ephosakeleyo
frankenstorm	NO TRANSLATION
frankness	ukunyaniseka
frantic	likhulu
frantically	ngokukhawuleza
frat	i-frat
fraternal	bazalwana
fraternity	ubuhlobo
fraud	buqhetseba
fraudulent	buqhetseba
fraught	ziqhekeza
fray	ukutshatyalaliswa
frayed	yahlutha
frazzled	i-frazzled
freak	i-freak
freaked	ikhutshwe
freakedout	NO TRANSLATION
freakingout	NO TRANSLATION
freakish	lukhulu
freakout	yibanomsindo
freaky	ukhululekile
freckle	i-freckle
free	simahla
freebie	freebie
freedom	inkululeko
freehold	indawo
freelance	ukuzimela
freelancer	freelancer
freely	ngokukhululeka
freeman	ukhululekile
freestyle	freestyle
freeway	Indlela ekhululekile
freeze	nqabela
freezer	efrijini
freezing	banda
freight	imithwalo
freighter	mkhululi
french horn	uphondo lwaseFransi
frenetic	ukhululekile
frenzied	zixhamle
frenzy	ukuvutha
frequency	u buninzi
frequent	rhoqo
frequently	rhoqo
fresco	fresco
fresh	olutsha
freshair	NO TRANSLATION
freshen	epholileyo
freshener	u hlaziye
freshman	omtsha
freshness	kutsha
freshstart	i-freshstart
freshwater	amanzi amanzi
fret	kha thazeka
fretful	buhlungu
friar	ngqabileyo
fricking	ukukrakra
friction	ukuxubana
friday	uLwesihlanu
fridge	friji
fried	fried
friend	ngumhlobo
friendless	abangenamhlobo
friendliness	buhlobo
friendly	buhlobo
friends	bahlobo
friendship	buhlobo
frigate	frigate
friggen	NO TRANSLATION
fright	soyika
frighten	soyika
frightened	soyika
frightening	soyika
frightful	soyika
frigid	frigid
fringe	umgca
fringed	ziphephe
frisbee	frisbee
frisk	NO TRANSLATION
frisky	frisky
frivolous	ephosakeleyo
frock	iqhwa
frog	frog
froggy	froggy
frolic	qhaqha
front	phambili
frontage	phambili
frontal	phambili
frontier	kumda
fronting	phambili
frontispiece	ngaphambili
frost	iqhwa
frostbite	qabisa
frosted	iqhwa
frosting	banda
frosty	iqhwa
froth	iqhwa
frothy	frothy
frown	ncazela
frowning	ukukrakra
frozen	iqhwa
frugal	ziqhamo
fruit	iziqhamo
fruit punch	isiqhamo sesithelo
fruitcake	iziqhamo
fruitful	ziqhamo
fruition	ziqhamo
fruitless	ziqhamo
fruits	ziqhamo
fruity	fruity
frustrate	ukuphazamiseka
frustrated	catshukiswa
frustrates	ku pha zamisa
frustrating	ukuphazamiseka
frustration	ukukhungatheka
fry	Fry
fryer	fryer
fuchsia	fuchsia
fuck	Mka
fuckedoff	fuckedoff
fucker	Mka
fucking	fucking
fuckoff	Mka le
fucksake	fucksake
fucktard	ibhokhwe
fuckyeah	Mka yeah
fudge	umkhuhlane
fuel	mafutha
fugitive	umbaleki
fulcrum	fulcrum
fulfill	kuzalisekisa
fulfilled	liseka
fulfilling	phumeza
fulfillment	kuzaliseka
full	epheleleyo
fullback	u buyele
fullness	ngokupheleleyo
fully	ngokupheleleyo
fulsome	epheleleyo
fumble	fumble
fume	kuvutha
fumigation	ukuphefumula
fumin	NO TRANSLATION
fuming	fuming
fun	nwabisa
function	msebenzi
functional	sebenza
fund	mali
fundamental	siseko
fundamentalist	siseko
fundamentally	ngokusisiseko
funday	kumnandi
funding	mali
fundraiser	fundraiser
fundraising	ukuxhaswa kwemali
funds	mali
funeral	umngcwabo
fungus	fungus
funk	funk
funky	funky
funnel	umgca
funny	ehlekisayo
fur	ubomvu
furious	nomsindo
furiously	ngokukhawuleza
furlong	i-furlong
furlough	i-furlough
furnace	somlilo
furnish	kunika
furnishings	zixhobo
furniture	ifenitshala
furor	uboya
furrow	umsele
furry	ubomvu
furtherance	qhubela phambili
fury	bushushu
fuse	fuse
fuselage	fuselage
fusion	fusion
fuss	ngxabano
fussy	ukuxhamla
fustrated	NO TRANSLATION
futile	zilize
futility	zilize
futon	futon
future	elizayo
fuzz	fuzz
fuzzy	ngqiqweni
gab	NO TRANSLATION
gaby	gaby
gad	gad
gadget	igajethi
gaff	gaff
gag	gag
gaga	gaga
gage	i gage
gaggle	bhinqa
gahhh	NO TRANSLATION
gaiety	ukunyaniseka
gain	kuzuza
gainful	kuzuza
gaining	kuzuza
gait	gait
gal	gal
gala	gala
galactic	galactic
galaxy	galaxy
gale	ngqa
gall	ndulu
gallant	bukhulu
gallantry	i-gallantry
gallbladder	gallbladder
galled	zigqitywe
gallery	igalari
galley	i-galley
gallon	gallon
gallop	gallop
galloping	ukuhamba
gallows	umthi
galore	galore
galvanic	galvaniki
gamble	kudlala
gambler	ngcakazo
gambling	ngcakazo
game	umdlalo
gameday	gameday
gametime	ngexesha lokudlala
gaming	kudlala
gamma	gamma
gammon	gammon
gamut	gamut
gander	gander
gang	iqela
gangland	ziphithiphithi
