Word	si
diversify	විවිධාංගිකරණය කිරීමයි
diversion	හැරීමකි
diversionary	හැරවුමකි
diversity	විවිධත්වය
divert	හැරවීම
diverting	හැරවීම
divest	විසුරුවා හරින්න
divested	වෙන් කර ඇත
divestment	විමුක්තිය
divide	බෙදනවා
divided	බෙදී ඇත
dividend	ලාභාංශයක්
divination	පේන කීම
divine	දිව්යමය
divinity	දේවත්වයයි
divisible	භික්ෂුණි
division	අංශයේ
divisor	භාජකය
divorce	දික්කසාද වෙයි
divorcee	දික්කසාදයි
divulge	අනාවරණය වේ
divvy	දඩයමකි
dizziness	විස්මයභාවය
dizzy	ඔසප් වීම
do	කරන්න
doable	කළ හැකි ය
doc	ඩී
docile	කාමාශාවයි
dock	ඩොක්වේ
docked	ගොඩබා ඇත
docket	ඩොක්ටොප් එක
docking	ඩොකින් කිරීම
doctor	වෛද්යවරිය
doctorate	ආචාර්ය උපාධිය
doctrinal	මූලධර්මයයි
doctrine	මූලධර්මයකි
document	ලේඛනය
documentary	වාර්තා චිත්රපටයකි
documentation	ලියකියවිලි
documents	ලියකියවිලි
dodge	ඩොං
dodger	ඩොගර්
dodging	රැවටීම
dodgy	සමබරයි
dodo	ඩොඩෝ
doe	සිද්දිය
doer	කරන්නෙක්
dog	බල්ලා
dogface	සුනඛයා
dogged	බය වෙලා
doggy	වැසිකිළි
doghouse	සුනඛයා
dogma	ඩොග්මා
dogmatic	සාහිත්යය
dogsick	NO TRANSLATION
doings	කරන්න
doit	NO TRANSLATION
dojo	ඩොජු
doldrums	ඩොල්මියම්
dole	පහළට
doll	ෙබෝනිකි
dollar	ඩොලරයයි
dollhouse	ලොක්කා
dolor	NO TRANSLATION
dolphin	ඩොල්ෆින්
domain	වසම්
dome	ගෝලාකාර
domestic	දේශීය
domesticated	ගෘහාශ්රිතව ඇත
domestication	ගෘහස්ථකරණය කිරීමයි
domicile	වාසස්ථානයකි
domiciled	වාසස්ථානයයි
dominance	ආධිපත්යය
dominant	ආධිපත්යය
dominate	ආධිපත්යය දරයි
dominating	ආධිපත්යය දරයි
domination	ආධිපත්යය
dominatrix	පාලකයයි
dominion	ආධිපත්යය
domino	ඩොමිනෝ
don	ඩොන්
donate	පරිත්යාග කරයි
donation	පරිත්යාගයක්
donkey	කොටළුවා
donor	පරිත්යාගශීලීන්
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	දන්නේ නැහැ
dontpanic	ඩොපපැනික්
dontunderstand	NO TRANSLATION
doodle	ඩූඩ්ල්
doom	විනාශයයි
doomed	බඹරුය
doomsday	මරණ දඬුවම
door	දොර
doorbell	දොරේ බෙල්ල
doorknob	දොබයා
doorman	වැසිකිළි
doormat	මෝස්තරය
doornail	දොරටුවක්
doorstep	දොරකඩ
doorway	දොරකඩ
dopamine	ඩොපීනයින්
dope	ඩොප්
dopey	දුර්වලයි
dork	ඩෝක්
dorky	ඩොක්වයි
dorm	දුම්
dormant	සුන්දරයි
dormitory	නවාතැන්
dorsal	පෘෂ්ඪීය වේ
dosage	ද්රාවණය
dose	මාත්රාව
dossier	ලොක්කා
dot	dot
doting	ඇඩෝනයකි
dotted	තට්ටුවක්
dotty	ටොට්ටි
double	දෙගුණයක්
doubled	දෙගුණයක් විය
doublet	ඩබල්ට්
doubling	දෙගුණයක් වේ
doubt	සැකයක් නැත
doubtful	සැක සහිතය
doubting	සැක කිරීමයි
doubtless	නිසැකවම
doubts	සැක සහිතය
douche	නටනවා
douchebags	ඩූෂබාබ්
dough	ඇනූ
doughboy	ඩැග්බෝයි
doughnut	ඩෝනට්
dour	ඝෝෂාකාරී වේ
douse	ඩූවුස්
dove	පරෙවියා
down	පහළ
downcast	යටපත් කර ඇත
downer	සාගරය
downfall	වැටීම
downfield	පහල බිම
downhearted	අධෛර්යයට පත්විය
downhill	පහලට
download	බාගත
downpour	වැසි
downright	හරියටම
downriver	පහලට
downside	පහල ය
downtime	අතිකාල දීමනා
downward	පහළට
downy	නිහඩව සිටී
dowry	දෑවැද්ද
doze	ඩොසිස්
dozen	දුසිම් ගනනක්
drab	නරකයි
draft	කෙටුම්පත
drafty	කෙටුම්පත්
drag	ඇදගෙන යන්න
dragon	මකරා
dragonfly	වෙස්මුනු
drain	කාණු
drainage	ජලාපවහන
drained	කාන්දු විය
draining	ජලය බැස යෑමයි
drainpipe	ජලාපවහන
drake	ඩ්රේක්
drama	නාට්යය
dramaqueen	NO TRANSLATION
dramatic	නාට්යමය
drape	රැවුල කපනවා
drapery	සැරසිලි
drastic	බරපතළය
drat	NO TRANSLATION
draught	කෙටුම්පත
draw	දිනුම් ඇදීම
drawback	පසුබට වන්නේය
drawbridge	පාලමකි
drawer	ලාච්චු කරන්න
drawers	ලාච්චු
drawing	ඇඳීම
dread	බියෙන්
dreaded	බියෙන්
dreadful	භයංකරයි
dreadfully	භයානක ය
dreading	බියෙන්
dream	සිහිනයක්
dreamboat	සිහිනෙන්
dreamer	සිහින දකිනවා
dreaming	සිහිනෙන්
dreamland	සිහිනයක්
dreams	සිහින
dreamt	සිහිනෙන්
dreamy	සිහිනෙන්
dreary	වැළඳී ඇත
dredge	ගංවතුර
drenched	දොවාගෙන යයි
dress	ඇඳුම
dresser	ඇඳුම් කට්ටලය
dressmaker	ඇඳුම් කට්ටලය
dressy	අඳිනවා
dribble	NO TRANSLATION
dried	වියළී ගියේය
drier	වියළි ස්වභාවයකි
drift	ප්ලාවිතය
drifted	ප්ලාවිතය
drifter	ඩ්රයිප්ඩර්
driftwood	ඩ්රෆ්ට්වුඩ්
drill	සරඹ
drink	බීම
drinker	පානය කරන්නා
drinking	පානීය
drinks	බීම
drip	බිංදු
dripping	හැලෙමින් පවතී
drive	ධාවකය
drivel	ඩෙල්ටෙල්
driver	රියදුරු
driveway	ධාවනය කිරීමයි
drizzle	ගිම්හාන කාලයේ
droll	ඩිල්
drone	ඩ්රෝනය
drones	ඩ්රෝන් යානා
drool	ඇලීමයි
drooping	කඩා වැටී ඇත
droopy	අස්ථි
drop	පහළට
droplet	දියරයක්
dropout	හැර යන්න
dropper	ෆිලර්
drought	නියඟය
drove	NO TRANSLATION
drown	ගිලී ඇත
drowsiness	නිදිබර ගතිය
drowsy	නිදිමත
drudgery	වෙහෙස නොතබන්න
drug	මත්ද්රව්ය
drug dealing	මත්ද්රව්ය ගනුදෙනු කිරීම
drugged	මත්ද්රව්ය
druggist	මත්පැන්
drugs	ඖෂධ
drugstore	මත්පැන්හලක්
druid	ඩොරිඩ්
drum	බෙරය
drummer	ඩ්රම් ය
drumming	බෙරවාදනය
drunk	බීමත්ව සිටිති
drunk driving	බීමත්ව රිය පැදවීමයි
drunkard	බේබද්දෙක්
drunken	බීමත් වේ
drunkenness	බේබදුකම
dry	වියළි ස්වභාවයක්
dryer	වියළුම්
dryness	වියළි ස්වභාවයකි
dual	ද්විත්ව
dualism	ද්වෛතවාදය
duality	ද්වෛතයක්
dub	ඩබ්
dubious	සැක සහිතය
duchess	ආදිපාදවරිය
duck	තාරාවා
ducking	ඩැහැං
duckling	තොල
ducky	ඩිටී
duct	කූඩුවක්
ductile	හැඩැති
dud	ඩඞ්
dude	පැටියෝ
duds	ඩඩ්ස්
due	නියමිතයි
duel	දෙවැන්නයි
dues	නය
duet	නාට්යය
duffel	ඩෆල්
dugout	කණුවක්
duh	ආර්
duke	ආදිපාදවරයාය
dull	අඳුරු
dullard	අඳුරේ
dumb	ගොළු
dumbasses	ගොළුබෙල්ලන්
dumbbell	ගැබ්ගන්න
dumbbitch	NO TRANSLATION
dumfound	ඩිෆෙන්ඩර්
dumfounder	NO TRANSLATION
dummy	ඩම්ප්
dump	ඩම්ප්
dumpling	ඩම්ප්ලිං
dumps	ඩම්ප්
dumpster	ඩම්පස්ටර්
dun	ඩන්
dunce	ඩන්සේ
dune	ඩයින්
dung	NO TRANSLATION
dungeon	ජේසුන්
dunk	බිම
duo	ඩුව
dupe	රැවටිලයි
duplex	duplex
duplicate	පිටපත් කරන්න
duplication	පිටපත් කිරීම
duplicity	දෙබිඩි බව
durability	කල්පැවැත්මයි
durable	කල් පවත්නා
duration	කාල සීමාව
duress	තර්ජන
dusk	සන්ධ්යාව
dusky	පැටියෝ
dust	දුවිලි
duster	ඩිස්කර්
dustpan	දූශිතය
dusty	දූවිලි සහිතයි
dutiful	හිතවත්
duty	යුතුකමකි
dwarf	වාමන
dwarfed	අඟුටුමිටි
dweeb	ඩුවෙබ්
dwell	වාසය කරන්න
dweller	වාසස්ථානයකි
dwelling	වාසස්ථානයක්
dye	ඩයි වර්ගයකි
dying	මැරෙනවා
dyke	ඩික්
dynamic	ගතිකය
dynamical	ගතිකය
dynamics	ගතිකය
dynamite	ඩයිනමයිට්
dynamo	ඩෙනෝ
dynasty	පරම්පරාවයි
dysentery	අතීසාරය
