Word	tr
empire	imparatorluk
empirical	deneysel
empiricism	şarlatanlık
employ	kullanmak
employee	işçi
employer	işveren
employment	iş
emporium	market
empower	güçlendirmek
empress	imparatoriçe
emptiness	boşluk
emption	satın alma hakkı
empty	boş
emu	koşucu devekuşu
emulate	taklit
emulsion	emülsiyon
enable	etkinleştirme
enablement	etkinleştirme
enact	sahnelemek
enactment	yürürlüğe girmesi
enamel	emaye
encampment	kamp
enchant	büyülemek
enchanted	büyülü
enchanting	büyüleyici
enchantment	büyü
enchantress	büyücü kadın
enchilada	enchilada'nın
encircle	kuşatmak
encircling	çevreleyen
enclave	yerleşim bölgesi
enclose	çevrelemek
enclosure	kuşatma
encode	kodlamak
encomiastic	NO TRANSLATION
encomium	kaside
encompass	kapsamak
encore	NO TRANSLATION
encounter	karşılaşma
encourage	teşvik etmek
encouraged	cesaretlendirmemişti
encouragement	teşvik
encouraging	teşvik edici
encroach	tecâvüz etmek
encroachment	aşma
encrypt	şifrelemek
encryption	şifreleme
encumbrance	yük
encyclopedia	ansiklopedi
end	son
end table	son masa
endanger	tehlikeye atmak
endangered	nesli tükenmekte
endangerment	tehlike
endearing	çekici
endeavor	gayret
ended	Bitti
endemic	yöresel
endgame	Oyunun sonu
ending	bitirme
endless	sonsuz
endocarditis	endokardit
endorse	desteklemek
endorsement	ciro
endow	bağışlamak
endowed	bahşedilen
endowment	bağış
endpapers	endpapers
endpoint	son nokta
endurance	dayanıklılık
endure	katlanmak
enduring	sürekli
enema	lavman
enemy	düşman
energetic	enerjik
energize	enerji
energy	enerji
enforce	zorlamak
enforcement	zorlama
enforcer	Kiralık katil
engage	tutmak
engaged	nişanlı
engagement	nişan
engaging	çekici
engender	doğurmak
engine	motor
engineer	mühendis
engineering	mühendislik
engrave	oymak
engraved	kazınmış
engraver	oymacı
engraving	gravür
engrossed	dalmış
engrossing	düşündürücü
engulf	yutmak
enhance	artırmak
enhancement	artırma
enigma	bilmece
enigmatic	esrarengiz
enjoin	emretmek
enjoy	keyfini çıkarın
enjoyable	zevkli
enjoying	keyfi
enjoyment	hoşlanma
enlarge	büyütmek
enlarged	büyütülmüş
enlargement	genişleme
enlighten	aydınlatmak
enlightened	aydın
enlightening	aydınlatıcı
enlightenment	aydınlatma
enlist	kaydetmek
enliven	canlandırmak
enmity	düşmanlık
ennui	can sıkıntısı
enormity	iğrençlik
enormous	muazzam
enormously	çok
enraged	öfkeli
enrich	zenginleştirmek
enroll	kaydetmek
enrollment	kayıt
ensemble	topluluk
ensign	sancak
enslave	esir etmek
enslaved	köle
enslavement	köleleştirme
ensue	doğmak
ensure	sağlamak
entail	yol açmak
entangled	dolaşık
entanglement	dolaşıklık
enter	girmek
enterprise	kuruluş
enterprising	girişimci
entertain	eğlendirmek
entertained	ağırladı
entertainer	şovmen
entertaining	eğlenceli
entertainment	eğlence
enthralled	büyülenmiş
enthusiasm	coşku
enthusiast	hayran
enthusiastic	hevesli
entice	ikna etmek
entire	tüm
entirety	bütünlük
entitle	adlandırmak
entity	varlık
entomology	entomoloji
entourage	muhit
entrails	bağırsaklar
entrance	Giriş
entrapment	tuzak
entreat	yalvarmak
entree	antre
entrepreneur	girişimci
entrust	emanet etmek
entry	giriş
enumerate	saymak
enumeration	sayım
envelope	zarf
envious	kıskanç
environ	NO TRANSLATION
environment	çevre
environmental	çevre
environs	etraf
envision	gözünün önüne getirmek
envoy	elçi
envy	imrenme
enzyme	enzim
ephemeral	fani
ephemeris	efemerisi
epic	epik
epidemic	salgın
epidermis	epidermis
epidural	epidural
epilepsy	epilepsi
epileptic	epileptik
epilogue	son söz
epiphany	görünüş
episcopal	piskoposlar ile ilgili
episode	bölüm
episodic	olaylı
epistle	mektup
epitaph	kitabe
epithet	sıfat
epitome	özet
epoch	çağ
equal	eşit
equality	eşitlik
equalization	eşitleme
equalize	eşitlemek
equalizer	ekolayzer
equally	aynı derecede
equate	eşitlemek
equation	denklem
equator	ekvator
equatorial	ekvatoral
equestrian	atlı
equidistant	eşit uzaklıkta
equilibration	dengeleme
equilibrium	denge
equip	donatmak
equipment	ekipman
equitable	adil
equity	Eşitlik
equivalence	denklik
equivalent	eşdeğer
equivocal	belirsiz
era	çağ
eradicate	kökünü kurutmak
eradication	yok etme
erase	silmek
eraser	silgi
erasure	silme
ere	NO TRANSLATION
erect	dik
erectile	erektil
erection	ereksiyon
ergo	NO TRANSLATION
erode	aşındırmak
erosion	erozyon
erotic	erotik
erotica	erotik konulu eserler
err	yanılmak
errand	ayak işleri
errant	serseri
erratic	düzensiz
erratum	dizgi hatası
erroneous	hatalı
error	hata
erst	NO TRANSLATION
erudite	bilgili
erupt	patlamak
eruption	püskürme
escalade	merdivenle çıkarak saldırmak
escalate	kızıştırmak
escalating	tırmanan
escalation	kızışma
escalator	yürüyen merdiven
escape	kaçış
escaped	kaçtı
escarpment	eğimli yüzey
eschew	sakınmak
escort	eskort
escrow	alıkoyma
esophagus	yemek borusu
esoteric	ezoterik
especial	NO TRANSLATION
espionage	casusluk
espouse	benimsemek
espresso	espresso
esprit	neşe
esquire	bey
essay	deneme
essayist	deneme yazarı
essence	öz
essential	gerekli
essentially	esasen
establish	kurmak
established	kurulmuş
establishment	kuruluş
estate	arazi
esteem	saygı
esteemed	saygın
esthetic	estetik
estimable	saygıdeğer
estimate	tahmin
estimation	tahmin
estoppel	önceki ifadenin savunmayı engellemesi
estranged	uzaklaşmış
estrogen	estrojen
estuary	haliç
etch	oymak
etching	gravür
eternal	sonsuz
eternity	sonsuzluk
ethanol	etanol
ether	eter
ethereal	ruhani
ethic	etik
ethical	ahlâki
ethics	ahlâk
ethnic	etnik
ethnography	etnografya
etiology	etiyoloji
etiquette	görgü kuralları
etymology	etimoloji
eucalyptus	okaliptüs
euchre	baskın çıkmak
eugenics	öjenik
eulogistic	öven
eulogium	eulogium
eulogize	övmek
eulogy	methiye
euphemism	edebikelâm
euphoria	öfori
euphoric	öforik
euro	euro
euthanasia	ötenazi
evacuate	boşaltmak
evacuation	tahliye
evade	kaçınmak
evaluate	değerlendirmek
evaluation	değerlendirme
evanescence	silinme
evangelical	İncil'e ait
evangelist	gezici vaiz
evangelistic	protestanca
evaporate	buharlaştırmak
evaporation	buharlaştırma
evasion	kaçırma
evasive	baştan savma
eve	Havva
evening	akşam
evens	NO TRANSLATION
event	Etkinlik
eventful	olaylı
eventual	nihai
eventuality	olasılık
evergreen	yaprak dökmeyen
everlasting	ölümsüz
evermore	ebediyen
everyday	her gün
everyman	her adam
evict	tahliye ettirmek
eviction	tahliye
evidence	kanıt
evident	belirgin
evidentiary	apaçık
evil	kötülük
evoke	uyandırmak
evolution	evrim
evolutionary	evrimsel
evolve	gelişmek
ewe	koyun
ex	eski
exacerbate	azdırmak
exacerbation	azdırma
exact	kesin
exacting	zahmetli
exaggerate	abartmak
exaggerated	abartılı
exaggeration	abartı
exalt	heyecanlandırmak
exaltation	yüceltme
exalted	yüce
exam	sınav
examination	sınav
examine	muayene etmek
examiner	müfettiş
example	örnek
exasperated	bıkkın
exasperation	öfke
excavate	kazmak
excavation	kazı
excavator	ekskavatör
exceed	aşmak
exceeding	aşan
excel	excel
excellence	mükemmellik
excellent	mükemmel
excelsior	yonga
excepting	dışında
exception	istisna
exceptional	olağanüstü
excerpt	alıntı
excess	AŞIRI
excessive	aşırı
excessively	aşırı
exchange	değiş tokuş
excise	tüketim vergisi
excision	kesip çıkarma
excitability	heyecanlanma
excitable	heyecanlı
excitation	uyarma
excite	heyecanlandırmak
excited	heyecanlı
excitement	heyecan
exciting	heyecan verici
exclaim	haykırmak
exclamation	ünlem
exclude	dışlamak
excluded	dışlanan
excluding	hariç
exclusion	hariç tutma
exclusive	özel
excrement	dışkı
excretion	boşaltım
excruciating	ızdıraplı
excursion	gezi
excuse	bahane
exec	exec
execute	gerçekleştirmek
execution	icra
executioner	cellat
executive	yönetici
executor	vasiyet hükümlerini gerçekleştiren erkek
exegesis	Kutsal Kitap yorumu
exemplar	örnek
exemplary	örnek
exemplify	örneklemek
exempt	muaf
exemption	muafiyet
exercise	egzersiz
exert	uygulamak
exertion	çaba
exhale	nefes vermek
exhaust	egzoz
exhausted	yorgun
exhaustion	tükenme
exhaustive	etraflı
exhibit	sergi
exhibition	sergi
exhilarated	coşkulu
exhilarating	canlandırıcı
exhilaration	neşe
exhort	yüreklendirmek
exhortation	teşvik
exhumation	mezardan çıkarma
exhume	mezardan çıkarmak
exigent	NO TRANSLATION
exile	sürgün
exist	var olmak
existence	varoluş
existent	mevcut
existential	varoluşsal
existing	mevcut
exit	çıkış
exodus	göç
exonerate	temize çıkarmak
exorbitant	fahiş
exorcism	şeytan çıkarma
exorcist	cinci
exotic	egzotik
expand	genişletmek
expanded	genişletilmiş
expanse	genişlik
expansion	genişleme
expansive	geniş
expatriate	gurbetçi
expect	beklemek
expectance	beklenti
expectancy	beklenti
expectant	bebek bekleyen
expectation	beklenti
expected	beklenen
expecting	bekliyor
expediency	menfaat
expedient	uygun
expedite	hızlandırmak
expedition	sefer
expeditious	hızlı
expel	kovmak
expendable	harcanabilir
expenditure	harcama
expense	gider
expenses	giderler
expensive	pahalı
experience	deneyim
experienced	deneyimli
experiences	deneyimler
experiment	deney
experimental	deneysel
experimentation	deneme
experimenter	deneyci
expert	uzman
expertise	Uzmanlık
expiration	son
expire	sona ermek
expired	süresi doldu
expiry	vade
explain	açıklamak
explanation	açıklama
explanatory	açıklayıcı
expletive	küfür
explication	açıklama
explicit	açık
explode	patlamak
exploit	sömürmek
exploitation	istismar
exploration	keşif
exploratory	araştırma
explore	keşfetmek
explorer	kâşif
explosion	patlama
explosions	patlamalar
explosive	patlayıcı
expo	expo
exponent	üs
exponential	üstel
export	ihracat
exportation	ihracat
expose	maruz bırakmak
exposed	maruz
exposition	sergi
expository	açıklayıcı
exposure	poz
expound	yorumlamak
express	ekspres
expression	ifade
expressive	anlamlı
expressway	Otoban
expropriation	kamulaştırma
expulsion	kovma
exquisite	nefis
exquisitely	zarif
extant	kaybolmamış
extend	uzatmak
extendable	uzatılabilir
extended	Genişletilmiş
extension	uzantı
extensive	geniş
extent	derece
exterior	dış
exterminate	yok etmek
extermination	imha
exterminator	yok edici
external	dış
externally	haricen
extinct	soyu tükenmiş
extinction	sönme
extinguish	söndürmek
extinguisher	yangın söndürücü
extol	övmek
extort	koparmak
extortion	gasp
extra	ekstra
extract	Ayıkla
extracting	Ayıklanıyor
extraction	çıkarma
extractor	ekstraktör
extracurricular	ders dışı
extradition	iade
extrajudicial	dava dışı olan
extramural	kent dışında olan
extraneous	konu ile ilgisi olmayan
extraordinaire	Sıradışı
extraordinary	olağanüstü
extraterrestrial	dünya dışı
extravagance	savurganlık
extravagant	savurgan
extravaganza	fantezi
extreme	aşırı
extreme anticipation	aşırı beklenti
extreme disgust	aşırı iğrenme
extreme surprise	aşırı sürpriz
extreme trust	aşırı güven
extremely	son derece
extremely negative	son derece olumsuz
extremely positive	son derece olumlu
extremity	uç
extricate	kurtarmak
extrinsic	dış
extrusion	sıkma
exuberance	taşkınlık
exude	terlemek
eye	göz
eyeball	göz küresi
eyebrow	kaş
eyeful	güzel kız
eyeglass	gözlük
eyeglasses	gözlük
eyelash	kirpik
eyelet	delik
eyeliner	göz kalemi
eyepiece	mercek
eyes	gözleri
eyesight	görme yeteneği
eyewitness	görgü tanığı
fab	fab
fable	masal
fabled	efsanevi
fabric	kumaş
fabricate	üretmek
fabricated	fabrikasyon
fabrication	uydurma
fabulous	harika
facade	cephe
face	yüz
faceless	meçhul
facet	faseta
facial	yüz
facile	NO TRANSLATION
facilitate	kolaylaştırmak
facility	tesis
facing	karşı
facsimile	kopya
fact	gerçek
faction	hizip
factor	faktör
factory	fabrika
facts	Gerçekler
factual	gerçek
faculties	fakülteler
faculty	Fakülte
fad	heves
fade	karartmak
faded	solmuş
faeces	dışkı
fag	ibne
faggot	ibne
fail	başarısız
failing	hata
failure	başarısızlık
fain	NO TRANSLATION
faint	baygın
fainting	bayılma
fair	adil
fairly	oldukça
fairness	adalet
fairway	serbest geçit
fairy	peri
faith	inanç
faithful	sadık
faithfulness	bağlılık
faithless	imansız
fake	sahte
faker	numaracı
falafel	falafel
falcon	şahin
fall	düşmek
fallacious	aldatıcı
fallacy	safsata
fallback	geri çekil
fallible	yanılabilir
falling	düşen
fallopian	fallop
fallout	araları açılmak
fallow	nadas
false	YANLIŞ
falsehood	yalan
falsely	sahte olarak
falsification	tahrif
falsified	sahte
falsify	kalpazanlık yapmak
falsity	sahtelik
falter	titremek
fame	şöhret
famed	ünlü
familiar	tanıdık
familiarity	aşinalık
familiarize	tanıtmak
family	aile
familytime	aile zamanı
famine	kıtlık
famished	açlıktan ölen
famous	ünlü
famously	ünlü
fan	yelpaze
fanatic	fanatik
fanatical	fanatik
fanaticism	fanatizm
fanciful	hayali
fancy	fantezi
fandango	fandango
fanfare	tantana
fang	NO TRANSLATION
fangs	dişleri
fanning	yelpaze
fantasia	fantezi
fantasize	fantezi kurmak
fantastic	fantastik
fantasy	fantezi
faraway	uzak
farce	saçmalık
farcical	saçma
fare	Ücret
farewell	veda
farm	Çiftlik
farmer	çiftçi
farmhouse	çiftlik
farming	tarım
farmland	tarım arazisi
faro	bir iskambil oyunu
fart	osuruk
farther	daha uzağa
fascia	bağdoku
fascinate	cezbetmek
fascinated	büyülenmiş
fascinating	büyüleyici
fascination	çekicilik
fascism	faşizm
fascist	faşist
fashion	moda
fashionable	moda
fastball	fastball
fasten	bağlamak
fastener	raptiye
fastening	tutturma
fasting	perhiz
fat	şişman
fatal	ölümcül
fatalism	kadercilik
fatality	kısmet
fate	kader
fated	kaderde olan
fateful	kaçınılmaz
fathead	ahmak
father	baba
fatherhood	babalık
fatherland	anavatan
fatherly	babacan
fathom	kulaç
fatigue	yorgunluk
fatigued	yorgun
fatso	şişko
fatten	şişmanlamak
fatty	yağlı
faucet	musluk
fault	hata
faultless	kusursuz
faulty	arızalı
faun	yarı keçi yarı insan orman tanrısı
fauna	fauna
faux	sahte
favor	iyilik
favorable	olumlu
favorite	favori
favoriteholiday	NO TRANSLATION
favoritism	adam kayırma
fawn	Geyik yavrusu
fax	faks
faze	NO TRANSLATION
fear	korku
feared	korkulan
fearful	korkunç
fearfully	tasayla
fearing	korkan
fearless	korkusuz
fears	endişe
fearsome	korkunç
feasibility	fizibilite
feasible	mümkün
feast	bayram
feat	ustalık
feather	kuş tüyü
feathered	tüylü
feature	özellik
features	Özellikler
febrile	ateşli
fecal	dışkıya ait
feces	dışkı
fecundity	doğurtkanlık
fed	federasyon
federal	federal
federation	federasyon
fedup	NO TRANSLATION
fee	ücret
feeble	cılız
feed	besleme
feedback	geri bildirim
feeder	besleyici
feel	hissetmek
feelgood	iyi hissetmek
feeling	duygu
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	ayaklar
feign	uydurmak
feigned	sahte
feisty	alıngan
felicity	mutluluk
feline	kedi
fell	düştü
feller	sevgili
fellow	adam
fellowship	dernek
felon	suçlu
felony	suç
felt	keçe
female	kadın
feminine	kadınsı
femininity	kadınlık
feminism	feminizm
feminist	feminist
femme	NO TRANSLATION
femoral	femoral
femur	uyluk
fen	NO TRANSLATION
fence	çit
fenced	çitle çevrili
fencing	eskrim
fend	karşı koymak
fender	çamurluk
fennel	Rezene
ferment	maya
fermentation	fermantasyon
fern	eğreltiotu
ferocious	yırtıcı
ferocity	vahşilik
ferret	dağgelinciği
ferry	feribot
ferryboat	NO TRANSLATION
fertile	bereketli
fertility	doğurganlık
fertilize	döllemek
fertilizer	gübre
fervent	hararetli
fervor	şevk
fess	fess
fest	fest
festival	Festival
festive	festival
fetal	cenin
fetch	getirmek
fete	NO TRANSLATION
fetish	fetiş
fetus	cenin
feud	kavga
feudal	feodal
feudalism	feodalite
fever	ateş
feverish	ateşli
fiancee	NO TRANSLATION
fiasco	fiyasko
fiat	emir
fib	yalan
fiber	lif
fiberglass	fiberglas
fibrosis	fibrosis
fibrous	lifli
fickle	dönek
fiction	kurgu
fictional	hayali
fictitious	hayali
fiddle	keman
fiddler	kemancı
fidelity	doğruluk
fidgety	kurtlu
fiduciary	mutemet
field	alan
field hockey	çim Hokeyi
fielder	meydancı
fiend	şeytan
fiendish	şeytani
fierce	sert
fiery	ateşli
fiesta	şenlik
fiesty	NO TRANSLATION
fifteen	onbeş
fifty	elli
fig	incir
fight	kavga
fighter	savaşçı
fighting	kavga
fights	kavgalar
figment	hayal ürünü
figurative	mecazi
figure	şekil
figurine	heykelcik
filament	filaman
filamentous	ipliksi
file	dosya
filet	fileto
filibuster	haydut
filigree	filigran
filing	dosyalama
filings	eğe talaşı
fill	doldurmak
filler	doldurucu
fillet	fileto
filling	dolgu
filly	kısrak
film	film
filmmaker	film yapımcısı
filmy	NO TRANSLATION
filter	filtre
filth	pislik
filthy	pis
filtration	süzme
fin	NO TRANSLATION
final	nihai
finale	final
finalist	finalist
finality	kesinlik
finalize	Sonuçlandırmak
finalized	kesinleşmiş
finally	en sonunda
finance	maliye
financial	mali
financier	yatırımcı
finch	ispinoz
find	bulmak
finder	bulucu
finding	bulgu
fine	ince
finery	şıklık
finesse	incelik
finger	parmak
fingernail	tırnak
fingerprint	parmak izi
fingerscrossed	NO TRANSLATION
finish	bitiş
finished	bitmiş
finite	sınırlı
fink	ispiyoncu
fir	köknar
fire	ateş
firearm	ateşli silâh
firearms	ateşli silahlar
fireball	ateştopu
firecracker	fişek
firefight	çatışma
firefighter	itfaiyeci
firefly	ateş böceği
firehouse	Savage
firelight	Ateşin ışığı
fireman	itfaiyeci
fireplace	şömine
firepower	ateş gücü
fireproof	yanmaz
fireside	ocak başı
firestorm	yangının neden olduğu fırtına
firewall	güvenlik duvarı
firewood	yakacak odun
firework	havai fişek
fireworks	havai fişek
firing	ateşleme
firm	firma
firmament	sema
firmly	sıkıca
firmness	sıkılık
first	ilk
firstborn	ilk doğan
firstworldprobs	NO TRANSLATION
fiscal	mali
fish	balık
fisherman	balıkçı
fishery	balıkçılık
fishing	Balık tutma
fishing boat	balıkçı teknesi
fishy	şüpheli
fissile	bölünebilir
fission	fizyon
fissure	çatlak
fist	yumruk
fistfight	yumruk dövüşü
fistful	avuç dolusu şey
fistula	fistül
fit	uygun
fitness	Fitness
fits	nöbetleri
fitted	uygun
fitting	uydurma
fittings	bağlantı parçaları
five	beş
fiver	beş pound
fix	düzeltmek
fixable	tamir edilebilir
fixation	tespit
fixed	sabit
fixer	iş bitirici
fixture	Fikstür
fixtures	fikstürler
fizz	fışırtı
fjord	fiyort
flabbergast	şaşırtmak
flabbergasted	hayrete düşmüş
flabby	gevşek
flaccid	sarkık
flag	bayrak
flagging	cansız
flagpole	bayrak direği
flagrant	göze batan
flagship	amiral gemisi
flagstaff	bayrak direği
flair	yetenek
flak	uçaksavar
flake	pul
flaky	lapa lapa
flamboyant	gösterişli
flame	alev
flamethrower	flamethrower
