Word	fr
deserted	déserté
deserter	déserteur
desertion	désertion
deserve	mériter
deserved	mérité
deserving	méritant
design	conception
designate	désigner
designated	désigné
designation	la désignation
designed	conçu
designer	designer
designing	conception
desirability	désirabilité
desirable	souhaitable
desire	envie
desiring	désirant
desirous	désireux
desist	cesser
desk	bureau
desolate	désolé
desolation	désolation
despair	désespoir
despairing	désespéré
despatch	envoi
desperado	desperado
desperate	désespéré
desperation	désespoir
despicable	méprisable
despise	mépriser
despondent	découragé
despotic	despotique
despotism	despotisme
dessert	dessert
destination	destination
destined	destiné
destiny	destin
destitute	dépourvu
destroy	détruire
destroyed	détruit
destroyer	destructeur
destroying	détruire
destruct	détruire
destruction	destruction
destructive	destructeur
detach	détacher
detached	détaché
detachment	détachement
detail	détail
detailed	détaillé
details	détails
detain	détenir
detainee	détenu
detect	détecter
detectable	détectable
detection	détection
detective	détective
detector	détecteur
detention	retenue
deter	dissuader
detergent	détergent
deteriorate	détériorer
deteriorated	détérioré
deteriorating	se détériorer
deterioration	détérioration
determinable	déterminable
determinate	déterminé
determination	détermination
determine	déterminer
determined	déterminé
deterrent	dissuasif
detest	détester
detestation	haine
detonate	exploser
detonation	détonation
detonator	détonateur
detour	deviation
detract	diminuer
detriment	détriment
detrimental	préjudiciable
detritus	détritus
deuce	diable
deutschmark	deutschmark
devalued	dévalué
devastate	dévaster
devastated	dévasté
devastating	dévastateur
devastation	dévastation
develop	développer
developer	développeur
developing	développement
development	développement
deviant	déviant
deviate	dévier
deviating	déviant
deviation	déviation
device	dispositif
devil	diable
deviled	deviled
devilish	diabolique
devious	sournois
devise	concevoir
devoid	dépourvu
devolution	dévolution
devolve	déléguer
devote	consacrer
devoted	dévoué
devotee	passionné
devotion	dévouement
devotional	dévotionnel
devour	dévorer
devout	pieux
dew	rosée
dexter	Dexter
dexterity	dextérité
dextrose	dextrose
diabetes	Diabète
diabetic	diabétique
diabolical	diabolique
diagnose	diagnostiquer
diagnosis	diagnostic
diagnostic	diagnostique
diagnostics	diagnostics
diagonal	diagonale
diagram	diagramme
dial	cadran
dialect	dialecte
dialectic	dialectique
dialogue	dialogue
dialysis	dialyse
diameter	diamètre
diamond	diamant
diamonds	diamants
diaper	couche
diaphragm	diaphragme
diarrhea	la diarrhée
diarrhoea	la diarrhée
diary	journal intime
diatribe	diatribe
dib	NO TRANSLATION
dibs	dibs
dice	dé
dicey	risqué
dichotomous	dichotomique
dichotomy	dichotomie
dick	queue
dickhead	Dickhead
dicks	bites
dictate	dicter
dictation	Dictation
dictator	dictateur
dictatorial	dictatorial
dictatorship	dictature
diction	diction
dictionary	dictionnaire
dictum	NO TRANSLATION
didactic	didactique
diddle	faire du diddle
die	NO TRANSLATION
died	décédés
diesel	diesel
diet	régime
dietary	diététique
differ	différer
difference	différence
differences	différences
different	différent
differential	différentiel
differentiation	différenciation
differently	différemment
differing	différant
difficult	difficile
difficulties	des difficultés
difficulty	difficulté
diffuse	diffuser
diffusion	la diffusion
dig	NO TRANSLATION
digest	digérer
digestion	digestion
digestive	digestif
digit	chiffre
digital	numérique
dignified	digne
dignify	honorer
dignity	dignité
digress	digress
digs	creuse
dike	digue
dilapidated	délabré
dilatation	dilatation
dilation	dilatation
dildo	godemiché
dilemma	dilemme
diligence	diligence
diligent	diligent
dill	aneth
diluent	diluant
dilute	diluer
diluted	dilué
dilution	dilution
dim	faible
dime	dîme
dimension	dimension
dimensional	dimensions
diminish	diminuer
diminished	diminué
diminution	diminution
diminutive	diminutif
dimwit	bête
din	NO TRANSLATION
dine	dîner
diner	le dîner
dinghy	canot
dingo	dingo
dingy	sombre
dining	à manger
dinky	mignon
dinner	dîner
dinnertime	l'heure du dîner
dinosaur	dinosaure
dint	dint
diocesan	diocésain
diocese	diocèse
diorama	diorama
dioxide	dioxyde
dip	tremper
diploma	diplôme
diplomacy	diplomatie
diplomat	diplomate
diplomatic	diplomatique
dipper	louche
dippy	dippy
dipstick	jauge
dire	NO TRANSLATION
direct	direct
directed	dirigé
direction	direction
directive	directif
directly	directement
director	réalisateur
directory	annuaire
dirt	saleté
dirty	sale
disability	invalidité
disable	désactiver
disabled	désactivée
disadvantage	désavantage
disaffected	mécontent
disagree	être en désaccord
disagreeable	désagréable
disagreeing	en désaccord
disagreement	désaccord
disallow	refuser
disallowed	refusé
disapointment	NO TRANSLATION
disappear	disparaître
disappearance	disparition
disappearing	disparaître
disappoint	décevoir
disappointed	désappointé
disappointing	décevant
disappointment	déception
disapproval	désapprobation
disapprove	désapprouver
disapproved	refusé
disapproving	désapprobateur
disarm	désarmer
disarray	désarroi
disaster	catastrophe
disastrous	catastrophique
disband	dissoudre
disbelief	incrédulité
disbelieve	ne pas croire
disburse	débourser
disbursement	décaissement
disc	disque
discard	Jeter
discarded	mis au rebut
discards	rejets
discern	discerner
discernible	perceptible
discerning	perspicace
discernment	discernement
discharge	décharge
disciple	disciple
disciplinary	disciplinaire
discipline	la discipline
disciplined	discipliné
disclaim	désavouer
disclaimer	avertissement
disclose	divulguer
disclosed	divulgué
disclosure	divulgation
disco	disco
discoloration	décoloration
discolored	décoloré
discomfort	malaise
disconcerted	déconcerté
disconcerting	déroutant
disconnect	se déconnecter
disconnected	débranché
disconnection	coupure
disconnects	se déconnecte
discontent	mécontentement
discontinuance	interruption
discontinue	cesser
discontinuity	discontinuité
discontinuous	discontinu
discord	discorde
discount	remise
discounted	à prix réduit
discourage	décourager
discouraged	découragé
discouragement	découragement
discouraging	décourageant
discourse	discours
discover	découvrir
discovery	Découverte
discredit	discrédit
discredited	discrédité
discreet	NO TRANSLATION
discrepancy	contradiction
discrete	discret
discretion	discrétion
discretionary	discrétionnaire
discriminate	discriminer
discriminating	discriminant
discrimination	discrimination
discus	disque
discuss	discuter
discussion	discussion
disdain	mépris
disdainful	dédaigneux
disease	maladie
diseased	malade
disembodied	désincarné
disengage	se dégager
disengagement	désengagement
disfigured	défiguré
disgrace	disgrâce
disgraced	disgracié
disgraceful	honteux
disgruntled	mécontent
disguise	déguisement
disguised	déguisé
disgust	dégoûter
disgusted	dégoûté
disgusting	répugnant
dish	plat
disheartened	découragé
disheartening	décourageant
dishonest	malhonnête
dishonesty	malhonnêteté
dishonor	déshonorer
dishonorable	déshonorant
dishwasher	Lave-vaisselle
disillusionment	désillusion
disinclination	désinvolture
disincline	répugner
disinclined	peu disposé
disinfect	désinfecter
disinfectant	désinfectant
disinfection	désinfection
disinformation	désinformation
disingenuous	fourbe
disintegrate	désintégrer
disintegration	désintégration
disinterested	désintéressé
disjoint	disjoint
disjointed	décousu
disjunctive	disjonctif
disk	disque
diskette	disquette
dislike	Ne pas aimer
disliked	n'aimait pas
disliking	ne pas aimer
dislocated	disloquée
dislocation	dislocation
dislodge	déloger
disloyal	déloyal
disloyalty	déloyauté
dismal	lugubre
dismantle	démanteler
dismay	consternation
dismayed	consterné
dismemberment	démembrement
dismiss	rejeter
dismissal	congédiement
dismissive	dédaigneux
dismount	démonter
disobedience	désobéissance
disobedient	désobéissant
disobey	désobéir
disorder	désordre
disordered	désordonné
disorderly	désordonné
disorganized	désorganisé
disorientation	désorientation
disoriented	désorienté
disown	renier
disparage	dénigrer
disparaging	désobligeant
disparate	disparate
disparity	disparité
dispassionate	impartial
dispatch	envoi
dispatcher	répartiteur
dispel	dissiper
dispensary	dispensaire
dispensation	dispense
dispense	dispenser
dispenser	distributeur
dispersal	dispersion
disperse	disperser
dispersed	Dispersé
dispersion	dispersion
dispirited	découragé
displace	déplacer
displaced	déplacé
displacement	déplacement
displacency	déplacement
display	afficher
displease	mécontenter
displeased	mécontent
displeasure	mécontentement
disposable	jetable
disposal	disposition
dispose	disposer
disposed	disposé
disposition	disposition
dispossessed	dépossédé
disprove	réfuter
dispute	contestation
disqualification	disqualification
disqualified	disqualifié
disqualify	disqualifier
disquieted	inquiet
disregard	mépris
disregarded	ignoré
disrelish	décréer
disreputable	de mauvaise réputation
disrepute	déconsidération
disrespect	manque de respect
disrespectful	irrespectueux
disrupt	perturber
disrupting	perturber
disruption	perturbation
disruptive	perturbateur
dissatisfaction	insatisfaction
dissatisfied	mécontent
dissect	disséquer
dissection	dissection
disseminate	disséminer
dissemination	dissémination
dissension	dissension
dissent	contestation
dissenting	dissident
dissertation	thèse
disservice	mauvais service
dissident	dissident
dissimilar	différent
dissipate	se dissiper
dissipated	dissipé
dissociation	dissociation
dissociative	dissociatif
dissolution	dissolution
dissolve	dissoudre
dissonance	dissonance
dissuade	dissuader
distal	distal
distance	distance
distant	loin
distaste	dégoût
distasteful	désagréable
distillate	distiller
distillation	distillation
distilled	distillé
distinct	distinct
distinction	distinction
distinctive	distinctif
distinguish	distinguer
distinguishable	distinguable
distinguished	distingué
distinguishing	distinguer
distort	fausser
distorted	déformé
distortion	Distorsion
distract	distraire
distracted	distraits
distracting	distraire
distraction	distraction
distraught	éperdu
distress	détresse
distressed	affligé
distressing	pénible
distribute	distribuer
distribution	Distribution
distributor	distributeur
district	district
distrust	méfiance
disturb	déranger
disturbance	perturbation
disturbed	perturbé
disturbing	inquiétant
disuse	désuétude
disused	abandonné
ditch	fossé
ditto	idem
ditty	chansonnette
diurnal	diurne
diva	diva
divan	NO TRANSLATION
dive	se plonger
diver	plongeur
diverge	diverger
divergence	divergence
divergent	divergent
diverging	divergent
divers	plongeurs
diverse	diverse
diversified	diversifié
diversify	diversifier
diversion	dérivation
diversionary	détournement
diversity	la diversité
divert	dérouter
diverting	détourner
divest	dépouiller
divested	cédé
divestment	désinvestissement
divide	diviser
divided	divisé
dividend	dividende
divination	divination
divine	Divin
divinity	divinité
divisible	divisible
division	division
divisor	diviseur
divorce	divorce
divorcee	divorcée
divulge	divulguer
divvy	divvy
dizziness	vertiges
dizzy	étourdi
do	faire
doable	faisable
doc	doc
docile	docile
dock	Dock
docked	ancré
docket	rôle
docking	amarrage
doctor	docteur
doctorate	doctorat
doctrinal	doctrinal
doctrine	doctrine
document	document
documentary	documentaire
documentation	Documentation
documents	des documents
dodge	esquiver
dodger	dodger
dodging	esquiver
dodgy	épineux
dodo	dodo
doe	biche
doer	auteur
dog	chien
dogface	tête de chien
dogged	obstiné
doggy	chienchien
doghouse	niche à chien
dogma	dogme
dogmatic	dogmatique
dogsick	NO TRANSLATION
doings	actions
doit	NO TRANSLATION
dojo	dojo
doldrums	doldrums
dole	aumône
doll	poupée
dollar	dollar
dollhouse	maison de poupées
dolor	NO TRANSLATION
dolphin	dauphin
domain	domaine
dome	dôme
domestic	national
domesticated	domestiqué
domestication	domestication
domicile	domicile
domiciled	domicilié
dominance	dominance
dominant	dominant
dominate	dominer
dominating	dominateur
domination	domination
dominatrix	dominatrice
dominion	domination
domino	domino
don	Don
donate	faire un don
donation	don
donkey	âne
donor	donneur
dontlikeyou	NO TRANSLATION
dontmess	NO TRANSLATION
dontmesswithme	dontmesswithme
dontpanic	sanspanique
dontunderstand	NO TRANSLATION
doodle	griffonnage
doom	condamner
doomed	condamné
doomsday	jour du Jugement dernier
door	porte
doorbell	sonnette
doorknob	poignée de porte
doorman	portier
doormat	paillasson
doornail	doornail
doorstep	seuil de porte
doorway	porte
dopamine	dopamine
dope	dope
dopey	dopey
dork	idiot
dorky	dorky
dorm	dortoir
dormant	dormant
dormitory	dortoir
dorsal	dorsal
dosage	dosage
dose	dose
dossier	dossier
dot	point
doting	adorant
dotted	pointé
dotty	toqué
double	double
doubled	doublé
doublet	pourpoint
doubling	doubler
doubt	doute
doubtful	douteux
doubting	douter
doubtless	sans aucun doute
doubts	les doutes
