Word	yi
etiquette	עטיקעט
etymology	עטימאָלאָגי
eucalyptus	עוקאַליפּטוס
euchre	עוטשער
eugenics	עוגעניקס
eulogistic	עולאָגיסטיק
eulogium	עולאָגיום
eulogize	עולאָגיזע
eulogy	eulogy
euphemism	עופעמיסם
euphoria	euphoria
euphoric	יופאָריק
euro	ייראָ
euthanasia	יוטאַנייזשיאַ
evacuate	עוואַקוירן
evacuation	עוואַקואַטיאָן
evade	ויסמיידן
evaluate	אָפּשאַצן
evaluation	עוועלוציע
evanescence	evanescence
evangelical	עוואַנגעליקאַל
evangelist	עוואַנגעליסט
evangelistic	עוואַנגעליסטיק
evaporate	יוואַפּערייט
evaporation	יוואַפּעריישאַן
evasion	evasion
evasive	עוואַסיווע
eve	יוו
evening	אָוונט
evens	NO TRANSLATION
event	געשעעניש
eventful	אַנסוועריש
eventual	eventual
eventuality	eventuality
evergreen	עווערגרין
everlasting	אייביק
evermore	evermore
everyday	יעדן טאג
everyman	יעדער
evict	ויסמיידן
eviction	יוויקשאַן
evidence	evidence
evident	קענטיק
evidentiary	עווידענטיאַרי
evil	בייז
evoke	יוואָוקט
evolution	עוואָלוציע
evolutionary	עוואָלוטיאָנאַרי
evolve	evolve
ewe	ewe
ex	ex
exacerbate	יווענטשאַווייט
exacerbation	יגזאַסערמאַנט
exact	exactly
exacting	יגזעקיאַטיוו
exaggerate	יבערראַשן
exaggerated	איבערגעטריבען
exaggeration	יגזאַדזשעריישאַן
exalt	exalt
exaltation	exaltation
exalted	exalted
exam	exam
examination	דורכקוק
examine	ונטערזוכן
examiner	עקסאַמינער
example	בייַשפּיל
exasperated	exasperated
exasperation	exasperation
excavate	excavate
excavation	עקסקאַוויישאַן
excavator	עקסקאַווייטער
exceed	יקסיד
exceeding	exceeding
excel	excel
excellence	עקסאַלאַנס
excellent	excellent
excelsior	excelsior
excepting	excepting
exception	ויסנעם
exceptional	exceptional
excerpt	excerpt
excess	יבעריק
excessive	יבעריק
excessively	יבעריק
exchange	וועקסל
excise	עקסייז
excision	excision
excitability	excitability
excitable	excitable
excitation	excitation
excite	excite
excited	excited
excitement	excitement
exciting	exciting
exclaim	ויסשליסן
exclamation	עקסקלאַמיישאַן
exclude	ויסשליסן
excluded	יקסקלודיד
excluding	עקסקלודינג
exclusion	ויסשליסיק
exclusive	ויסשליסיק
excrement	excrement
excretion	יקסקרישאַן
excruciating	excruciating
excursion	שפּאַציר
excuse	excuse
exec	exec
execute	ויספירן
execution	דורכפירונג
executioner	עקסעקוטיאָנער
executive	executive
executor	עקסעקוטאָר
exegesis	עקסעגעסיס
exemplar	exemplar
exemplary	יגזעמפּלערי
exemplify	רעכענען
exempt	באפוילן
exemption	באַפרייונג
exercise	exercise
exert	יגזערט
exertion	יגזעקשאַן
exhale	ויסמייַדן
exhaust	ויסמאַטערן
exhausted	ויסגעמאַטערט
exhaustion	יגזאָסטשאַן
exhaustive	exhaustive
exhibit	ויסשטעלונג
exhibition	ויסשטעלונג
exhilarated	exhilarated
exhilarating	exhilarating
exhilaration	exhilaration
exhort	ויסהאָרשן
exhortation	דערקלערונג
exhumation	exhumation
exhume	exhume
exigent	NO TRANSLATION
exile	עקסייל
exist	עקסיסטירן
existence	existence
existent	existent
existential	עקסיסטענטיאַל
existing	יגזיסטינג
exit	אַרויסגאַנג
exodus	exodus
exonerate	ויסמייַדן
exorbitant	exorbitant
exorcism	עקסאָרסיסם
exorcist	exorcist
exotic	עקזאָטיש
expand	יקספּאַנד
expanded	יקספּאַנדיד
expanse	expanse
expansion	יקספּאַנשאַן
expansive	expansive
expatriate	expatriate
expect	דערוואַרטן
expectance	דערוואַרטונג
expectancy	יקספּעקטאַנסי
expectant	יקספּעקטאַנט
expectation	דערוואַרטונג
expected	expected
expecting	דערוואַרטן
expediency	עקספּעדיאַנסי
expedient	יקספּידיאַנט
expedite	שניידן
expedition	עקספּעדיטיאָן
expeditious	עקספּעדיש
expel	אַרויסטרייַבן
expendable	expendable
expenditure	expenditure
expense	expense
expenses	expenses
expensive	טייַער
experience	דערפאַרונג
experienced	experienced
experiences	יקספּיריאַנסיז
experiment	experiment
experimental	יקספּערמענאַל
experimentation	experimentation
experimenter	experimenter
expert	expert
expertise	עקספּערטיז
expiration	expiration
expire	expire
expired	אויסגעגאנגען
expiry	expiry
explain	explain
explanation	דערקלערונג
explanatory	explanatory
expletive	עקספּלעטיוו
explication	explication
explicit	explicit
explode	ופרייַסן
exploit	exploit
exploitation	עקספּלויטיישאַן
exploration	exploration
exploratory	exploratory
explore	ויספאָרשן
explorer	Explorer
explosion	יקספּלאָוזשאַן
explosions	explosions
explosive	עקספּלאָסיווע
expo	expo
exponent	exponent
exponential	exponential
export	אַרויספירן
exportation	עקספּאָרטאַטיאָן
expose	ויסשטעלן
exposed	יקספּאָוזד
exposition	ויסשטעלן
expository	expository
exposure	ויסשטעלן
expound	ויספאָרשן
express	אויסדריקן
expression	אויסדרוק
expressive	יקספּרעסיוו
expressway	עקספּרעססווייַ
expropriation	expropriation
expulsion	יקספּאַלשאַן
exquisite	מעהודערדיק
exquisitely	עקסקוויזיטלי
extant	extant
extend	פאַרברייטערן
extendable	extendable
extended	עקסטענדעד
extension	געשפּרייט
extensive	ברייט
extent	מאָס
exterior	exterior
exterminate	ויסמיידן
extermination	יקסטערמאַניישאַן
exterminator	exterminator
external	פונדרויסנדיק
externally	ויסווייניק
extinct	extinct
extinction	עקסטינקטיאָן
extinguish	פאַרלעשן
extinguisher	עקסטינגוישער
extol	extol
extort	עקסטאָרט
extortion	יקסטאָרשאַן
extra	extra
extract	עקסטראַקט
extracting	יקסטראַקטינג
extraction	עקסטראַקטיאָן
extractor	עקסטראַקטאָר
extracurricular	עקסטראַקאַטעריאַלער
extradition	עקסטראַדישאַן
extrajudicial	extrajudicial
extramural	עקסטראַמעראַל
extraneous	extraneous
extraordinaire	extraordinary
extraordinary	ויסערגעוויינלעך
extraterrestrial	עקסטראַטערעסטריאַל
extravagance	extravagance
extravagant	extravagant
extravaganza	יקסטראַוואַגאַנזאַ
extreme	עקסטרעם
extreme anticipation	עקסטרעם אַנטיסאַפּיישאַן
extreme disgust	עקסטרעם עקל
extreme surprise	עקסטרעם יבערראַשן
extreme trust	עקסטרעם צוטרוי
extremely	גאָר
extremely negative	גאָר נעגאַטיוו
extremely positive	גאָר positive
extremity	extreme
extricate	אויסשטרעקן
extrinsic	extrinsic
extrusion	extrusion
exuberance	exuberance
exude	ויסהערן
eye	אויג
eyeball	ייבאָל
eyebrow	ברעם
eyeful	eyeful
eyeglass	ברילן
eyeglasses	ברילן
eyelash	וויע
eyelet	eyelet
eyeliner	ייליינער
eyepiece	אָקפּיעסע
eyes	אויגן
eyesight	ריע
eyewitness	ייעוויטנעסס
fab	פאַב
fable	fable
fabled	פאַמעד
fabric	שטאָף
fabricate	fabricate
fabricated	פאַבריקייטיד
fabrication	פאַבריקיישאַן
fabulous	פאַביאַלאַס
facade	פאַסאַד
face	פּנים
faceless	faceless
facet	facet
facial	פיישאַל
facile	NO TRANSLATION
facilitate	צו פאַסילאַטייט
facility	מעכירעס
facing	facing
facsimile	facsimile
fact	פאַקט
faction	פאַקשאַן
factor	פאַקטאָר
factory	פאַבריק
facts	פאקטן
factual	factual
faculties	פיייקייַט
faculty	פיייקייַט
fad	פאַד
fade	וועלקן
faded	פיידאַד
faeces	faeces
fag	fag
faggot	פאַגאָט
fail	דורכפאַלן
failing	פיילינג
failure	דורכפאַל
fain	NO TRANSLATION
faint	שוואַך
fainting	פיינטינג
fair	גערעכט
fairly	fairly
fairness	יוישער
fairway	פערוויי
fairy	פייע
faith	אמונה
faithful	געטרייַ
faithfulness	אמונה
faithless	faithless
fake	שווינדל
faker	פאַקער
falafel	פאַלאַפעל
falcon	falcon
fall	פאַלן
fallacious	פויליש
fallacy	fallacy
fallback	פאַלבאַקק
fallible	פאַלאַבאַל
falling	falling
fallopian	פאַלאָופּיאַן
fallout	אַרויספאַלן
fallow	פאַלאָו
false	FALSE
falsehood	שקר
falsely	פאלן
falsification	פאַלסיפיקאַטיאָן
falsified	falsified
falsify	falsify
falsity	פאַלשקייט
falter	פאַלטער
fame	רום
famed	פאַמעד
familiar	באַקאַנט
familiarity	פאַמיליעראַטי
familiarize	באקענען זיך
family	משפּחה
familytime	familytime
famine	הונגער
famished	משפּחה
famous	באַרימט
famously	פייווראַנטלי
fan	פאָכער
fanatic	fanatic
fanatical	פאַנאַטיש
fanaticism	פאַנאַטיסיזאַם
fanciful	פאַנטלי
fancy	פאַנטאַזיע
fandango	fandango
fanfare	פאַנפער
fang	NO TRANSLATION
fangs	פאַנגז
fanning	פאַננינג
fantasia	פאַנטאַזיע
fantasize	פאַנטאַסייז
fantastic	פאַנטאַסטיש
fantasy	פאַנטאַזיע
faraway	ווייט אוועק
farce	farce
farcical	farcical
fare	אָפּצאָל
farewell	געזעגענונג
farm	פאַרם
farmer	farmer
farmhouse	farmhouse
farming	פאַרמינג
farmland	farmland
faro	faro
fart	פאַרצן
farther	ווייַטער
fascia	פאַססיאַ
fascinate	פאַסאַנייטינג
fascinated	פאַסאַנייטאַד
fascinating	געוואלדיג
fascination	פאַרכאַפּטקייַט
fascism	פאַשיזאַם
fascist	פאַשאַסט
fashion	שניט
fashionable	מאָדערן
fastball	פאַסטבאַלל
fasten	שניידן
fastener	פאַסאַנערז
fastening	פאַסאַנינג
fasting	פאַסטן
fat	פעט
fatal	פאַטאַל
fatalism	פאַטאַליזאַם
fatality	פאַטאַליטי
fate	גורל
fated	פייטיד
fateful	גלייבן
fathead	fathead
father	פאטער
fatherhood	פאַטהערהאָאָד
fatherland	פאטערלאנד
fatherly	fatherly
fathom	fathom
fatigue	מידקייַט
fatigued	fatigued
fatso	פעטאָ
fatten	ויסרינען
fatty	פאַטי
faucet	קראַן
fault	שולד
faultless	faultless
faulty	faulty
faun	faun
fauna	fauna
faux	faux
favor	טויווע
favorable	גינציק
favorite	באַליבט
favoriteholiday	NO TRANSLATION
favoritism	פאַוואָריטיסם
fawn	פאָן
fax	פאַקס
faze	NO TRANSLATION
fear	מורא
feared	feared
fearful	שרעקעדיק
fearfully	פיינטפאַלי
fearing	מורא
fearless	ומדערשראָקן
fears	פירז
fearsome	שרעקלעך
feasibility	פיזאַבילאַטי
feasible	feasible
feast	סעודה
feat	קונץ
feather	פעדער
feathered	פעדערעד
feature	feature
features	איינריכטונגען
febrile	פלייש
fecal	fecal
feces	פיס
fecundity	פעקאָנדיטי
fed	געפֿיטערט
federal	פעדעראלע
federation	פעדעריישאַן
fedup	NO TRANSLATION
fee	אָפּצאָל
feeble	שוואַך
feed	פיטער
feedback	באַמערקונגען
feeder	פידער
feel	פילן
feelgood	פיליפוס
feeling	געפיל
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	פֿיס
feign	פייַן
feigned	פיינד
feisty	feisty
felicity	felicity
feline	feline
fell	געפאלן
feller	feller
fellow	יונגערמאַן
fellowship	חברותאשאפט
felon	שעדיקן
felony	felony
felt	פּעלץ
female	ווייַבלעך
feminine	ווייַבלעך
femininity	פעמאַנינאַטי
feminism	פעמיניזם
feminist	פעמיניסט
femme	NO TRANSLATION
femoral	פעמאָראַל
femur	femur
fen	NO TRANSLATION
fence	פּלויט
fenced	פענסט
fencing	פענסינג
fend	פענד
fender	fender
fennel	פעננעל
ferment	ferment
fermentation	פערמאַנטיישאַן
fern	פער
ferocious	פעראָושאַס
ferocity	פיינטקייט
ferret	פעראַט
ferry	פּראָם
ferryboat	NO TRANSLATION
fertile	פרוכטבאַר
fertility	גיביקייַט
fertilize	פאַרפרוירן
fertilizer	פערטאַלייזער
fervent	פערווענט
fervor	ברעכן
fess	fess
fest	fest
festival	festival
festive	פעסטיוו
fetal	פעטאַל
fetch	ברענגען
fete	NO TRANSLATION
fetish	פעטיש
fetus	פעטוס
feud	feud
feudal	feudal
feudalism	פיודאַליזאַם
fever	היץ
feverish	פיבעריש
fiancee	NO TRANSLATION
fiasco	פיאַסקאָ
fiat	fiat
fib	פיב
fiber	fiber
fiberglass	fiberglass
fibrosis	fibrosis
fibrous	פייבראַס
fickle	fickle
fiction	פיקשאַן
fictional	fictional
fictitious	פיקטיטיאָוס
fiddle	פידלען
fiddler	פידלער
fidelity	פאַדעלאַטי
fidgety	פידזשיטינג
fiduciary	fiduciary
field	פעלד
field hockey	פעלד האָקי
fielder	פיעלדס
fiend	fiend
fiendish	fiendish
fierce	האַרט
fiery	פּאַטעטיש
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	פופצן
fifty	פופציק
fig	פי
fight	קאַמף
fighter	פייטער
fighting	פייטינג
fights	פייץ
figment	פיגמענט
figurative	figurative
figure	פיגור
figurine	פיגיערין
filament	פאָדעם
filamentous	filamentous
file	טעקע
filet	filet
filibuster	פיליבוסטער
filigree	filigree
filing	פילינג
filings	פילינגז
fill	פּלאָמבירן
filler	פיללער
fillet	פאַליי
filling	פילונג
filly	פּלאָמבע
film	פילם
filmmaker	פילמייקער
filmy	NO TRANSLATION
filter	filter
filth	שמוץ
filthy	שמוציק
filtration	פילטריישאַן
fin	NO TRANSLATION
final	לעצטגילטיק
finale	finale
finalist	finalist
finality	פינאַלאַטי
finalize	finalize
finalized	finalized
finally	לעסאָף
finance	finance
financial	פינאַנציעל
financier	financier
finch	פינטש
find	find
finder	finder
finding	finding
fine	פייַן
finery	finery
finesse	finesse
finger	פינגער
fingernail	נאָגל פינגער
fingerprint	פינגערפּרינט
fingerscrossed	NO TRANSLATION
finish	ענדיקן
finished	געענדיקט
finite	finite
fink	פינקלען
fir	צו
fire	פייַער
firearm	firearm
firearms	firearms
fireball	פיירבאָל
firecracker	firecracker
firefight	פיירפייט
firefighter	פיירפייטער
firefly	פייערפליי
firehouse	firehouse
firelight	פיירליגהט
fireman	fireman
fireplace	קאַמין
firepower	firepower
fireproof	פייערפּרוף
fireside	fireside
firestorm	פאָרעסטאָרם
firewall	firewall
firewood	firewood
firework	פיירווערקס
fireworks	פיירווערקס
firing	firing
firm	פעסט
firmament	firmament
firmly	פעסט
firmness	פעסטקייַט
first	ערשטער
firstborn	פערסטבאָרן
firstworldprobs	NO TRANSLATION
fiscal	פינאַנציעל
fish	פיש
fisherman	פישערמאַן
fishery	פישערייַ
fishing	פישערייַ
