Word	fy
enliven	ferlient
enmity	fijân
ennui	ennui
enormity	geweldig
enormous	enoarm
enormously	geweldig
enraged	fûleindich
enrich	berekkenje
enroll	ynskriuwe
enrollment	ynskriuwing
ensemble	ensemble
ensign	ensign
enslave	slachtoffers
enslaved	enslavde
enslavement	slavernij
ensue	ensue
ensure	soargje
entail	oantsjutte
entangled	ferbean
entanglement	ferbean
enter	yngean
enterprise	bedriuw
enterprising	ûndernimmend
entertain	besykje
entertained	fertsjinje
entertainer	amusant
entertaining	entertaining
entertainment	ferdivedaasje
enthralled	ferrassearre
enthusiasm	entûsjasme
enthusiast	entûsjast
enthusiastic	entûsjast
entice	ferwite
entire	hielendal
entirety	hielendal
entitle	rjochtfeardich
entity	entity
entomology	entomology
entourage	oansluting
entrails	entrails
entrance	yngong
entrapment	entrapment
entreat	freegje
entree	entree
entrepreneur	ûndernimmer
entrust	fertsjinje
entry	yngong
enumerate	opnimme
enumeration	feroare
envelope	envelope
envious	ôfgeunstich
environ	NO TRANSLATION
environment	miljeu
environmental	omjouwing
environs	omjouwing
envision	befettet
envoy	antwurd
envy	ôfgeunst
enzyme	enzyme
ephemeral	ephemeral
ephemeris	ephemeris
epic	epic
epidemic	epidemy
epidermis	epidermis
epidural	epiduraal
epilepsy	epilepsy
epileptic	epileptysk
epilogue	epilogue
epiphany	epiphany
episcopal	Biskop
episode	episoade
episodic	episodysk
epistle	epistel
epitaph	epitaf
epithet	epithet
epitome	epitom
epoch	epoch
equal	lyk
equality	gelikensens
equalization	lykwichtigens
equalize	eleminearje
equalizer	equalizer
equally	lykop
equate	lykweardich
equation	lykwicht
equator	evener
equatorial	Ekwatoriaal
equestrian	reitsje
equidistant	earder
equilibration	lykwichtigens
equilibrium	lykwichtich
equip	equip
equipment	apparatuer
equitable	rjochtfeardich
equity	Eigen
equivalence	equivalence
equivalent	lykweardich
equivocal	equivocal
era	tiidrek
eradicate	fergriemje
eradication	fergrieming
erase	wiskje
eraser	fergriem
erasure	ferwiderje
ere	NO TRANSLATION
erect	oprjochtsje
erectile	Erekteil
erection	eerection
ergo	NO TRANSLATION
erode	erode
erosion	erosion
erotic	eroatysk
erotica	erotica
err	err
errand	errand
errant	ferwiderje
erratic	erratic
erratum	erratum
erroneous	erroneous
error	fersin
erst	NO TRANSLATION
erudite	erudite
erupt	útbrekke
eruption	útbarsting
escalade	escalade
escalate	eskalearje
escalating	eskalearje
escalation	Eskalaasje
escalator	escalator
escape	ûntsnappe
escaped	ûntkommen
escarpment	escarpment
eschew	eschew
escort	escort
escrow	trekker
esophagus	esophagus
esoteric	esoterik
especial	NO TRANSLATION
espionage	spionaazje
espouse	eksportearje
espresso	espresso
esprit	esprit
esquire	easkje
essay	essay
essayist	essayist
essence	essence
essential	essensjele
essentially	yn wêzen
establish	fêstigje
established	fêststeld
establishment	oprjochting
estate	lângoed
esteem	echt
esteemed	eartiids
esthetic	estetysk
estimable	betelber
estimate	estimate
estimation	skatting
estoppel	estoppel
estranged	ferdwûn
estrogen	estrogen
estuary	estuarium
etch	etch
etching	etching
eternal	ivich
eternity	ivichheid
ethanol	ethanol
ether	ether
ethereal	ethereal
ethic	etyk
ethical	ethysk
ethics	etyk
ethnic	etnysk
ethnography	etnografy
etiology	etiology
etiquette	etikette
etymology	etymology
eucalyptus	eucalyptus
euchre	euchre
eugenics	eugenics
eulogistic	eulogistysk
eulogium	eulogium
eulogize	eulogize
eulogy	eulogy
euphemism	euphemisme
euphoria	euphoria
euphoric	euphorysk
euro	euro
euthanasia	eutanasy
evacuate	evakearje
evacuation	evakuaasje
evade	ûntbrekke
evaluate	evaluearje
evaluation	evaluaasje
evanescence	evanescence
evangelical	evangelysk
evangelist	evangelist
evangelistic	evangelistysk
evaporate	evaporearje
evaporation	evaporaasje
evasion	evasion
evasive	evasive
eve	eve
evening	jûn
evens	NO TRANSLATION
event	barren
eventful	eventful
eventual	úteinlik
eventuality	eventuality
evergreen	evergreen
everlasting	ivich
evermore	eartiids
everyday	eltse dei
everyman	alle manlju
evict	fertsjinje
eviction	ôfskieding
evidence	bewiis
evident	evident
evidentiary	evidentiary
evil	kwea
evoke	evoke
evolution	evolúsje
evolutionary	evolúsjonêr
evolve	evolve
ewe	ewe
ex	ex
exacerbate	fergrutsje
exacerbation	fergrutsje
exact	eksakt
exacting	eangst
exaggerate	oerdreaun
exaggerated	oerdreaun
exaggeration	oerdrage
exalt	opheffe
exaltation	ferheffing
exalted	ferheven
exam	eksamen
examination	eksamen
examine	ûndersykje
examiner	examiner
example	foarbyld
exasperated	ferwiderje
exasperation	eksasperaasje
excavate	ôfgravje
excavation	opgraving
excavator	excavator
exceed	grutter wurde
exceeding	grutter
excel	excel
excellence	treflikens
excellent	treflik
excelsior	excelsior
excepting	útsein
exception	útsûndering
exceptional	útsûnderlik
excerpt	útkard
excess	oertsjûge
excessive	geweldich
excessively	oerstallich
exchange	útwikseling
excise	besjen
excision	excision
excitability	oanfreegjen
excitable	opperlik
excitation	easkje
excite	oanfiterje
excited	oerémis
excitement	eksitimint
exciting	spannend
exclaim	skilje
exclamation	útlizze
exclude	útslute
excluded	útsluten
excluding	útsein
exclusion	útsluting
exclusive	eksklusyf
excrement	ekspresje
excretion	útkearing
excruciating	ôfskrikke
excursion	ekskurzje
excuse	skuld
exec	exec
execute	eksekutearje
execution	eksekúsje
executioner	útfierer
executive	liedingjaand
executor	útfierd
exegesis	exegesis
exemplar	exemplar
exemplary	exemplary
exemplify	foarbyld
exempt	frijsteld
exemption	ûntheffing
exercise	oefenje
exert	útfiere
exertion	eask
exhale	úthelle
exhaust	útstjit
exhausted	útstapke
exhaustion	útputting
exhaustive	úteinlik
exhibit	útstalle
exhibition	útstalling
exhilarated	fergriemd
exhilarating	freugde
exhilaration	oplieding
exhort	bestjoere
exhortation	bestjoering
exhumation	ekshumaasje
exhume	ekshume
exigent	NO TRANSLATION
exile	ballingskip
exist	bestean
existence	bestean
existent	besteande
existential	besteande
existing	besteande
exit	útgong
exodus	exodus
exonerate	ôfreizgje
exorbitant	exorbitant
exorcism	exorcisme
exorcist	exorcist
exotic	eksoatysk
expand	útwreidzje
expanded	útwreide
expanse	útwreide
expansion	útwreiding
expansive	útwreide
expatriate	eksportearje
expect	ferwachtsje
expectance	ferwachting
expectancy	ferwachting
expectant	ferwachting
expectation	ferwachting
expected	ferwachtsje
expecting	ferwachtsje
expediency	ekspedysiteit
expedient	befêstigjend
expedite	ekspedearje
expedition	ekspedysje
expeditious	ekspedysje
expel	fertsjinje
expendable	útwreide
expenditure	útjeften
expense	ûnkosten
expenses	ûnkosten
expensive	djoer
experience	ûnderfining
experienced	erfd
experiences	ûnderfining
experiment	eksperimint
experimental	eksperimintele
experimentation	eksperimintaasje
experimenter	experimenter
expert	saakkundige
expertise	Expertise
expiration	ferrint
expire	ferfalle
expired	ferrûn
expiry	ferrint
explain	ferklearje
explanation	ferklearring
explanatory	ferklearring
expletive	expletive
explication	Explikaasje
explicit	útwurke
explode	explodearje
exploit	ferwite
exploitation	eksploitaasje
exploration	exploration
exploratory	exploratorium
explore	ferkenne
explorer	ûntdekkingsreizger
explosion	eksploazje
explosions	eksplosjes
explosive	eksplosyf
expo	ekspo
exponent	eksponint
exponential	eksponentiell
export	eksportearje
exportation	eksportearje
expose	eksposearje
exposed	Wetter - Agrarwetter
exposition	eksposysje
expository	ekspository
exposure	eksposysje
expound	útwurkje
express	ekspresje
expression	útdrukking
expressive	útdrukkend
expressway	expressway
expropriation	ekspropriaasje
expulsion	ekspedysje
exquisite	exquisite
exquisitely	exquisitely
extant	útwreide
extend	ferlinge
extendable	útwreide
extended	útwreide
extension	útbou
extensive	wiidweidich
extent	omfang
exterior	bûtenlân
exterminate	ôfstekke
extermination	útstel
exterminator	earder
external	ekstern
externally	bûtenlân
extinct	útstoarn
extinction	ôfwikseling
extinguish	ferwiderje
extinguisher	ferljochting
extol	extol
extort	útkomme
extortion	útstel
extra	ekstra
extract	ekstra
extracting	ekstrakting
extraction	ekstraksje
extractor	ekstraktor
extracurricular	bûtenkundich
extradition	útstjoering
extrajudicial	extrajudicial
extramural	bûtenlânsk
extraneous	bûtenlânsk
extraordinaire	extraordinaire
extraordinary	bûtengewoan
extraterrestrial	bûtenlânsk
extravagance	extravagance
extravagant	extravagant
extravaganza	Extravaganza
extreme	ekstreem
extreme anticipation	ekstreme anticipaasje
extreme disgust	ekstreme wearze
extreme surprise	ekstreme ferwûndering
extreme trust	ekstreme fertrouwen
extremely	ekstreem
extremely negative	tige negatyf
extremely positive	tige positive
extremity	ôfstân
extricate	útstekke
extrinsic	útwreide
extrusion	extrusion
exuberance	útsjen
exude	úthâlde
eye	each
eyeball	eyeball
eyebrow	earm
eyeful	eangst
eyeglass	eyeglass
eyeglasses	ejellen
eyelash	wimp
eyelet	eyelet
eyeliner	eyeliner
eyepiece	oalje
eyes	eagen
eyesight	eagen
eyewitness	eyewitness
fab	fab
fable	fabel
fabled	fabrykje
fabric	stof
fabricate	fabrykje
fabricated	fabrykearre
fabrication	fabrykaasje
fabulous	fabulous
facade	fassade
face	gesicht
faceless	fiellik
facet	facet
facial	Gesicht
facile	NO TRANSLATION
facilitate	fasilitearje
facility	ynstallaasje
facing	tsjinoer
facsimile	faksimile
fact	feit
faction	fraksje
factor	faktor
factory	fabryk
facts	feiten
factual	faktaal
faculties	fakulteiten
faculty	fakulteit
fad	fad
fade	fade
faded	ferbean
faeces	faeces
fag	fag
faggot	fagot
fail	mislearje
failing	mislearre
failure	mislearring
fain	NO TRANSLATION
faint	flaufalle
fainting	stjerre
fair	earlik
fairly	aardich
fairness	fairness
fairway	fairway
fairy	fee
faith	leauwe
faithful	trou
faithfulness	treast
faithless	trouwe
fake	fake
faker	faker
falafel	falafel
falcon	falcon
fall	falle
fallacious	falsk
fallacy	fallacy
fallback	weromfalle
fallible	faltber
falling	falle
fallopian	fallopian
fallout	útfalle
fallow	falle
false	FALSK
falsehood	falsehood
falsely	falsely
falsification	falsifikaasje
falsified	falsifere
falsify	falsifisearje
falsity	falsiids
falter	falter
fame	fame
famed	famke
familiar	bekend
familiarity	fertrouwens
familiarize	fertarren
family	famylje
familytime	famyljetiid
famine	hongersneed
famished	famylje
famous	ferneamd
famously	bekend
fan	fan
fanatic	fanatyk
fanatical	fanatical
fanaticism	fanatisme
fanciful	fanút
fancy	fancy
fandango	fandango
fanfare	fanfare
fang	NO TRANSLATION
fangs	fangs
fanning	fanning
fantasia	fantasia
fantasize	fantasize
fantastic	fantastysk
fantasy	fantasy
faraway	fier fuort
farce	farce
farcical	farcical
fare	fare
farewell	farwol
farm	pleats
farmer	boer
farmhouse	farmhouse
farming	lânbou
farmland	lânbougrûn
faro	faro
fart	fart
farther	fierder
fascia	fascia
fascinate	fascinate
fascinated	faszinearre
fascinating	fassinearjend
fascination	fascination
fascism	faksisme
fascist	fascist
fashion	moade
fashionable	moade
fastball	fastball
fasten	befestigje
fastener	fastener
fastening	befêstiging
fasting	fastening
fat	fet
fatal	fataal
fatalism	fatalisme
fatality	fataliteit
fate	lot
fated	fated
fateful	fateful
fathead	fathead
father	heit
fatherhood	heit
fatherland	heitlân
fatherly	heit
fathom	fathom
fatigue	fatigue
fatigued	fatigued
fatso	fatso
fatten	fatten
fatty	fetlik
faucet	kraan
fault	fout
faultless	folslein
faulty	defekt
faun	faun
fauna	fauna
faux	faux
favor	geunst
favorable	geunstich
favorite	favoryt
favoriteholiday	NO TRANSLATION
favoritism	favoritisme
fawn	fawn
fax	fax
faze	NO TRANSLATION
fear	bangens
feared	frege
fearful	frjemd
fearfully	eangst
fearing	eangst
fearless	feardich
fears	freze
fearsome	fearsome
feasibility	feasibility
feasible	feilich
feast	feest
feat	feat
feather	fear
feathered	feroare
feature	eigenskip
features	funksjes
febrile	febrile
fecal	fecal
feces	feces
fecundity	fecundity
fed	fed
federal	federaal
federation	federaasje
fedup	NO TRANSLATION
fee	honorarium
feeble	swak
feed	feed
feedback	feedback
feeder	feeder
feel	fiele
feelgood	fiel goed
feeling	gefoel
feelingdown	NO TRANSLATION
feelinggood	NO TRANSLATION
feet	fuotten
feign	feign
feigned	feigned
feisty	feisty
felicity	felicity
feline	feline
fell	foel
feller	feller
fellow	mienskip
fellowship	mienskip
felon	felon
felony	felony
felt	fiele
female	frou
feminine	froulik
femininity	femininy
feminism	feminisme
feminist	feministysk
femme	NO TRANSLATION
femoral	femoral
femur	femur
fen	NO TRANSLATION
fence	stek
fenced	fermidden
fencing	fêsting
fend	fend
fender	fender
fennel	fennel
ferment	ferment
fermentation	fermentaasje
fern	fern
ferocious	ferwoaste
ferocity	feroardieling
ferret	ferret
ferry	ferry
ferryboat	NO TRANSLATION
fertile	fruchtber
fertility	fertility
fertilize	fertilize
fertilizer	düngemak
fervent	fervent
fervor	fervor
fess	fess
fest	fest
festival	festival
festive	festive
fetal	fetal
fetch	fetch
fete	NO TRANSLATION
fetish	fetysj
fetus	fetus
feud	Fete
feudal	feodale
feudalism	feodalisme
fever	koarts
feverish	fjoerich
fiancee	NO TRANSLATION
fiasco	fiasco
fiat	fiat
fib	fib
fiber	tried
fiberglass	Fiberglas
fibrosis	fibrosis
fibrous	fibrous
fickle	fickle
fiction	fiksje
fictional	fiksje
fictitious	fictitious
fiddle	fylje
fiddler	fiddler
fidelity	trou
fidgety	fidgety
fiduciary	fiduciary
field	fjild
field hockey	fjild Hockey
fielder	fielder
fiend	fiend
fiendish	fiendish
fierce	fûl
fiery	fjoerich
fiesta	fiesta
fiesty	NO TRANSLATION
fifteen	fyftjin
fifty	fyftich
fig	fig
fight	fjochtsje
fighter	fjochter
fighting	fjochtsje
fights	fjochtsjen
figment	figum
figurative	figuerlik
figure	stal
figurine	figurine
filament	filament
filamentous	filamentous
file	map
filet	filet
filibuster	filibuster
filigree	filigree
filing	ôfjaan
filings	ôfspraken
fill	folje
filler	filler
fillet	filet
filling	filling
filly	folle
film	film
filmmaker	filmmaker
filmy	NO TRANSLATION
filter	filter
filth	filth
filthy	filthy
filtration	filtration
fin	NO TRANSLATION
final	finale
finale	finale
finalist	finalist
finality	finale
finalize	Finalisearje
finalized	Finalisearre
finally	úteinlik
finance	finânsjes
financial	finansjeel
financier	financier
finch	finch
find	fine
finder	finder
finding	fûn
fine	moai
finery	finery
finesse	finesse
finger	finger
fingernail	fingernaal
fingerprint	fingerprint
fingerscrossed	NO TRANSLATION
finish	ein
finished	ferteld
finite	finite
fink	fink
fir	foar
fire	fjoer
firearm	firearm
firearms	firearms
fireball	fjoerball
firecracker	brânwacht
firefight	firefight
firefighter	fjoerfarder
firefly	fjoerflak
firehouse	brânwacht
firelight	firelight
fireman	fjoerman
fireplace	stookplak
firepower	firepower
fireproof	brânstof
fireside	fireside
firestorm	firestorm
firewall	firewall
firewood	brânstof
firework	fjoerwurk
fireworks	fjoerwurk
firing	firing
firm	flink
firmament	firmament
firmly	fêst
firmness	fermogen
first	earste
firstborn	earstberne
firstworldprobs	NO TRANSLATION
fiscal	fiskal
fish	fisk
fisherman	fisker
fishery	fishery
fishing	fiskjen
fishing boat	fiskersboat
fishy	fiske
fissile	fissile
fission	fysje
fissure	fissure
fist	fûst
fistfight	slaanderij
fistful	fistful
fistula	fistula
fit	passe
fitness	kondysjetrening
fits	pas
fitted	fitted
fitting	fitting
fittings	fittings
five	fiif
fiver	fiver
fix	meitsje
fixable	fixable
fixation	Fixaasje
fixed	fêst
fixer	fixer
fixture	fixture
fixtures	fixtures
fizz	fizz
fjord	fjord
flabbergast	flabbergast
flabbergasted	flabbergast
flabby	flabby
flaccid	flaccid
flag	flagge
flagging	flagging
flagpole	flagpole
flagrant	flagrant
flagship	flagship
flagstaff	flagstaff
flair	flair
flak	flak
flake	flak
flaky	flak
flamboyant	flamboyant
flame	flam
flamethrower	flamethrower
flaming	flaming
flamingo	flamingo
flammable	flammabel
flan	flan
flange	flange
flank	flank
flanked	flanked
flanking	flanking
flannel	flannel
flap	flap
flapping	flapping
flare	flare
flares	flares
flaring	flaring
flash	flits
flashback	flashback
flashing	bliuwend
flashlight	flash ljocht
flashy	flits
flask	flask
flat	flet
flatbed	flatbed
flatfoot	platte foet
flatness	flatness
flatten	flatten
flatter	flater
flattered	flatterearre
flattering	flaaikjend
flattery	flinter
flatulence	flatulence
flaunt	flaunt
flavor	smaak
flaw	flak
flawed	flawed
flawless	flawless
flea	flea
fleabag	fleabag
fled	flechte
flee	flechtsje
fleece	fleece
fleet	float
fleeting	fleeting
flesh	fleis
fleshy	fleisich
flex	flex
flexibility	flexibiliteit
flexible	fleksibel
flexin	flexin
flexion	flexion
flick	flik
flicker	flicker
flickering	flickering
flier	flier
flight	flecht
flighty	flugge
flimsy	flimsy
flinch	flinch
fling	fling
flint	flint
flip	flip
flip flop	flip flop
flipper	flipper
flipping	flippe
flirt	flirt
flirtation	flirtaasje
flirting	flirten
flirty	flirtich
float	driuwe
floater	floater
flock	flok
flog	flog
flood	floed
floor	flier
flooring	flooring
floozy	floozy
flop	flop
floppy	floppy
flora	flora
floral	florale
florist	florist
floss	floss
flotation	flotaasje
flounder	flunderder
flour	moal
flourish	bloeie
flow	streame
flower	blom
flowering	bloeiende
flowers	blommen
flowery	blomke
flows	fliist
flu	gryp
fluctuate	fluktuare
fluctuating	fluktuaasje
fluctuation	fluktuaasje
flue	flue
fluency	fluesse
fluent	flot
fluff	fluff
fluffy	fluffy
fluid	fluid
fluidity	fluiditeit
fluke	fluke
flunk	flunk
flunky	flunky
fluorescence	fluoreszinsje
fluorescent	fluorescent
flurries	flurries
flurry	flier
flush	flush
flustered	flustered
flute	fluit
fluted	flokke
flutter	flutter
fluvial	fluvial
flux	flux
fly	fleane
flyboy	flyboy
flyer	flyer
flying	flying
flywheel	flywheel
foal	foal
foam	foam
foaming	foaming
foamy	foamy
fob	fob
focal	focal
focus	fokusje
fodder	fied
foe	foet
fog	Nebel
foggy	foggy
foil	foil
foiled	foarkommen
fold	falt
folded	opteard
folder	folder
foliage	foliage
folio	folio
folk	folk
folklore	folkloare
follicle	follicle
follicular	follikulêr
follow	folgje
follower	follower
